rule,need,partition,date_utc,signal_ts,entry_bar_start,entry_px,H,L,range,F15,F65,E20_DOWN,frozen_h2_bar_start,session_end,baseline_exit_reason,baseline_net_pnl_usd,baseline_loser,frozen_h2_failure,persistence_exit,persistence_bar_start,persistence_run,max_pre_h2_run_seen,exit_bar_start,exit_ts,exit_px,exit_reason,net_pnl_usd,win,h2_before_exit
P1,1,development,2023-07-24,2023-07-24 15:10:00+00:00,2023-07-24 15:20:00+00:00,29041.875,29820.9,28904.4,916.5,29041.875,29500.125,28721.1,,2023-07-24 20:00:00+00:00,TIME_EXIT,-1.5177825123205593,True,True,True,2023-07-24 15:20:00+00:00,1,1,2023-07-24 15:20:00+00:00,2023-07-24 15:25:00+00:00,29123.1,PERSISTENCE_P1,-1.798411776099142,False,False
P2,2,development,2023-07-24,2023-07-24 15:10:00+00:00,2023-07-24 15:20:00+00:00,29041.875,29820.9,28904.4,916.5,29041.875,29500.125,28721.1,,2023-07-24 20:00:00+00:00,TIME_EXIT,-1.5177825123205593,True,True,True,2023-07-24 15:25:00+00:00,2,2,2023-07-24 15:25:00+00:00,2023-07-24 15:30:00+00:00,29096.2,PERSISTENCE_P2,-1.335287408268246,False,False
P3,3,development,2023-07-24,2023-07-24 15:10:00+00:00,2023-07-24 15:20:00+00:00,29041.875,29820.9,28904.4,916.5,29041.875,29500.125,28721.1,,2023-07-24 20:00:00+00:00,TIME_EXIT,-1.5177825123205593,True,True,True,2023-07-24 15:30:00+00:00,3,3,2023-07-24 15:30:00+00:00,2023-07-24 15:35:00+00:00,29065.6,PERSISTENCE_P3,-0.8084619192114584,False,False
P1,1,development,2023-07-31,2023-07-31 13:55:00+00:00,2023-07-31 14:15:00+00:00,29339.0,29461.4,29317.4,144.0,29339.0,29411.0,29288.6,2023-07-31 14:20:00+00:00,2023-07-31 20:00:00+00:00,TP,0.4589249804014761,False,False,False,,0,0,2023-07-31 14:30:00+00:00,2023-07-31 14:30:00+00:00,29288.6,TP_E20_DOWN,0.45892498040153806,True,True
P2,2,development,2023-07-31,2023-07-31 13:55:00+00:00,2023-07-31 14:15:00+00:00,29339.0,29461.4,29317.4,144.0,29339.0,29411.0,29288.6,2023-07-31 14:20:00+00:00,2023-07-31 20:00:00+00:00,TP,0.4589249804014761,False,False,False,,0,0,2023-07-31 14:30:00+00:00,2023-07-31 14:30:00+00:00,29288.6,TP_E20_DOWN,0.45892498040153806,True,True
P3,3,development,2023-07-31,2023-07-31 13:55:00+00:00,2023-07-31 14:15:00+00:00,29339.0,29461.4,29317.4,144.0,29339.0,29411.0,29288.6,2023-07-31 14:20:00+00:00,2023-07-31 20:00:00+00:00,TP,0.4589249804014761,False,False,False,,0,0,2023-07-31 14:30:00+00:00,2023-07-31 14:30:00+00:00,29288.6,TP_E20_DOWN,0.45892498040153806,True,True
P1,1,development,2023-08-02,2023-08-02 13:35:00+00:00,2023-08-02 13:50:00+00:00,29395.85,29599.0,29360.0,239.0,29395.85,29515.35,29312.2,2023-08-02 14:05:00+00:00,2023-08-02 20:00:00+00:00,TP,1.022819887841274,False,False,True,2023-08-02 13:55:00+00:00,1,1,2023-08-02 13:55:00+00:00,2023-08-02 14:00:00+00:00,29402.6,PERSISTENCE_P1,-0.5148121248407513,False,False
P2,2,development,2023-08-02,2023-08-02 13:35:00+00:00,2023-08-02 13:50:00+00:00,29395.85,29599.0,29360.0,239.0,29395.85,29515.35,29312.2,2023-08-02 14:05:00+00:00,2023-08-02 20:00:00+00:00,TP,1.022819887841274,False,False,False,,0,1,2023-08-02 14:05:00+00:00,2023-08-02 14:05:00+00:00,29312.2,TP_E20_DOWN,1.022819887841274,True,False
P3,3,development,2023-08-02,2023-08-02 13:35:00+00:00,2023-08-02 13:50:00+00:00,29395.85,29599.0,29360.0,239.0,29395.85,29515.35,29312.2,2023-08-02 14:05:00+00:00,2023-08-02 20:00:00+00:00,TP,1.022819887841274,False,False,False,,0,1,2023-08-02 14:05:00+00:00,2023-08-02 14:05:00+00:00,29312.2,TP_E20_DOWN,1.022819887841274,True,False
P1,1,development,2023-08-14,2023-08-14 13:35:00+00:00,2023-08-14 13:40:00+00:00,29353.4,29486.0,29330.0,156.0,29353.4,29431.4,29298.8,,2023-08-14 20:00:00+00:00,CLOSE_INVALIDATION,-1.871720482124691,True,True,True,2023-08-14 13:45:00+00:00,1,1,2023-08-14 13:45:00+00:00,2023-08-14 13:50:00+00:00,29358.2,PERSISTENCE_P1,-0.481762249006917,False,False
P2,2,development,2023-08-14,2023-08-14 13:35:00+00:00,2023-08-14 13:40:00+00:00,29353.4,29486.0,29330.0,156.0,29353.4,29431.4,29298.8,,2023-08-14 20:00:00+00:00,CLOSE_INVALIDATION,-1.871720482124691,True,True,True,2023-08-14 13:50:00+00:00,2,2,2023-08-14 13:50:00+00:00,2023-08-14 13:55:00+00:00,29391.6,PERSISTENCE_P2,-1.0506912316800965,False,False
P3,3,development,2023-08-14,2023-08-14 13:35:00+00:00,2023-08-14 13:40:00+00:00,29353.4,29486.0,29330.0,156.0,29353.4,29431.4,29298.8,,2023-08-14 20:00:00+00:00,CLOSE_INVALIDATION,-1.871720482124691,True,True,True,2023-08-14 13:55:00+00:00,3,3,2023-08-14 13:55:00+00:00,2023-08-14 14:00:00+00:00,29376.0,PERSISTENCE_P3,-0.7849639224076008,False,False
P1,1,development,2023-08-22,2023-08-22 13:35:00+00:00,2023-08-22 13:45:00+00:00,26007.52,26100.0,25991.2,108.79999999999929,26007.52,26061.92,25969.44,2023-08-22 13:50:00+00:00,2023-08-22 20:00:00+00:00,TP,0.3320959476335711,False,False,True,2023-08-22 13:45:00+00:00,1,1,2023-08-22 13:45:00+00:00,2023-08-22 13:50:00+00:00,26008.3,PERSISTENCE_P1,-0.4149956627928929,False,False
P2,2,development,2023-08-22,2023-08-22 13:35:00+00:00,2023-08-22 13:45:00+00:00,26007.52,26100.0,25991.2,108.79999999999929,26007.52,26061.92,25969.44,2023-08-22 13:50:00+00:00,2023-08-22 20:00:00+00:00,TP,0.3320959476335711,False,False,False,,0,1,2023-08-22 13:55:00+00:00,2023-08-22 13:55:00+00:00,25969.44,TP_E20_DOWN,0.33209594763364103,True,True
P3,3,development,2023-08-22,2023-08-22 13:35:00+00:00,2023-08-22 13:45:00+00:00,26007.52,26100.0,25991.2,108.79999999999929,26007.52,26061.92,25969.44,2023-08-22 13:50:00+00:00,2023-08-22 20:00:00+00:00,TP,0.3320959476335711,False,False,False,,0,1,2023-08-22 13:55:00+00:00,2023-08-22 13:55:00+00:00,25969.44,TP_E20_DOWN,0.33209594763364103,True,True
P1,1,development,2023-08-31,2023-08-31 14:20:00+00:00,2023-08-31 14:25:00+00:00,27109.645,27674.3,27010.0,664.2999999999993,27109.645,27441.795,26877.14,2023-08-31 15:40:00+00:00,2023-08-31 20:00:00+00:00,TP,3.8882339477333816,False,False,True,2023-08-31 14:25:00+00:00,1,1,2023-08-31 14:25:00+00:00,2023-08-31 14:30:00+00:00,27126.9,PERSISTENCE_P1,-0.7182446690098859,False,False
P2,2,development,2023-08-31,2023-08-31 14:20:00+00:00,2023-08-31 14:25:00+00:00,27109.645,27674.3,27010.0,664.2999999999993,27109.645,27441.795,26877.14,2023-08-31 15:40:00+00:00,2023-08-31 20:00:00+00:00,TP,3.8882339477333816,False,False,True,2023-08-31 14:30:00+00:00,2,2,2023-08-31 14:30:00+00:00,2023-08-31 14:35:00+00:00,27119.1,PERSISTENCE_P2,-0.5743844303383189,False,False
P3,3,development,2023-08-31,2023-08-31 14:20:00+00:00,2023-08-31 14:25:00+00:00,27109.645,27674.3,27010.0,664.2999999999993,27109.645,27441.795,26877.14,2023-08-31 15:40:00+00:00,2023-08-31 20:00:00+00:00,TP,3.8882339477333816,False,False,True,2023-08-31 14:55:00+00:00,3,3,2023-08-31 14:55:00+00:00,2023-08-31 15:00:00+00:00,27162.3,PERSISTENCE_P3,-1.3711488291344067,False,False
P1,1,development,2023-09-05,2023-09-05 14:40:00+00:00,2023-09-05 14:45:00+00:00,25667.65,25830.0,25639.0,191.0,25667.65,25763.15,25600.8,,2023-09-05 20:00:00+00:00,CLOSE_INVALIDATION,-2.327523555915658,True,True,True,2023-09-05 14:45:00+00:00,1,1,2023-09-05 14:45:00+00:00,2023-09-05 14:50:00+00:00,25693.4,PERSISTENCE_P1,-0.9016041593211688,False,False
P2,2,development,2023-09-05,2023-09-05 14:40:00+00:00,2023-09-05 14:45:00+00:00,25667.65,25830.0,25639.0,191.0,25667.65,25763.15,25600.8,,2023-09-05 20:00:00+00:00,CLOSE_INVALIDATION,-2.327523555915658,True,True,True,2023-09-05 14:50:00+00:00,2,2,2023-09-05 14:50:00+00:00,2023-09-05 14:55:00+00:00,25698.8,PERSISTENCE_P2,-1.0067949344797404,False,False
P3,3,development,2023-09-05,2023-09-05 14:40:00+00:00,2023-09-05 14:45:00+00:00,25667.65,25830.0,25639.0,191.0,25667.65,25763.15,25600.8,,2023-09-05 20:00:00+00:00,CLOSE_INVALIDATION,-2.327523555915658,True,True,True,2023-09-05 14:55:00+00:00,3,3,2023-09-05 14:55:00+00:00,2023-09-05 15:00:00+00:00,25702.2,PERSISTENCE_P3,-1.0730261632833407,False,False
P1,1,development,2023-09-18,2023-09-18 17:35:00+00:00,2023-09-18 17:40:00+00:00,26775.99,27397.0,26666.4,730.5999999999985,26775.99,27141.29,26520.28,2023-09-18 18:40:00+00:00,2023-09-18 20:00:00+00:00,TIME_EXIT,-0.9081044622439568,True,False,True,2023-09-18 17:40:00+00:00,1,1,2023-09-18 17:40:00+00:00,2023-09-18 17:45:00+00:00,26799.9,PERSISTENCE_P1,-0.8464820908582624,False,False
P2,2,development,2023-09-18,2023-09-18 17:35:00+00:00,2023-09-18 17:40:00+00:00,26775.99,27397.0,26666.4,730.5999999999985,26775.99,27141.29,26520.28,2023-09-18 18:40:00+00:00,2023-09-18 20:00:00+00:00,TIME_EXIT,-0.9081044622439568,True,False,True,2023-09-18 17:45:00+00:00,2,2,2023-09-18 17:45:00+00:00,2023-09-18 17:50:00+00:00,26810.2,PERSISTENCE_P2,-1.0388185833651553,False,False
P3,3,development,2023-09-18,2023-09-18 17:35:00+00:00,2023-09-18 17:40:00+00:00,26775.99,27397.0,26666.4,730.5999999999985,26775.99,27141.29,26520.28,2023-09-18 18:40:00+00:00,2023-09-18 20:00:00+00:00,TIME_EXIT,-0.9081044622439568,True,False,True,2023-09-18 17:50:00+00:00,3,3,2023-09-18 17:50:00+00:00,2023-09-18 17:55:00+00:00,26785.5,PERSISTENCE_P3,-0.5775844702660555,False,False
P1,1,development,2023-09-26,2023-09-26 13:35:00+00:00,2023-09-26 13:50:00+00:00,26192.945,26322.4,26170.1,152.3000000000029,26192.945,26269.095,26139.64,2023-09-26 13:55:00+00:00,2023-09-26 20:00:00+00:00,TP,0.6175449915998429,False,False,True,2023-09-26 13:50:00+00:00,1,1,2023-09-26 13:50:00+00:00,2023-09-26 13:55:00+00:00,26211.0,PERSISTENCE_P1,-0.7446538753087958,False,False
P2,2,development,2023-09-26,2023-09-26 13:35:00+00:00,2023-09-26 13:50:00+00:00,26192.945,26322.4,26170.1,152.3000000000029,26192.945,26269.095,26139.64,2023-09-26 13:55:00+00:00,2023-09-26 20:00:00+00:00,TP,0.6175449915998429,False,False,False,,0,1,2023-09-26 13:55:00+00:00,2023-09-26 13:55:00+00:00,26139.64,TP_E20_DOWN,0.6175449915998429,True,False
P3,3,development,2023-09-26,2023-09-26 13:35:00+00:00,2023-09-26 13:50:00+00:00,26192.945,26322.4,26170.1,152.3000000000029,26192.945,26269.095,26139.64,2023-09-26 13:55:00+00:00,2023-09-26 20:00:00+00:00,TP,0.6175449915998429,False,False,False,,0,1,2023-09-26 13:55:00+00:00,2023-09-26 13:55:00+00:00,26139.64,TP_E20_DOWN,0.6175449915998429,True,False
P1,1,development,2023-10-09,2023-10-09 16:05:00+00:00,2023-10-09 16:10:00+00:00,27429.69,27834.8,27358.2,476.59999999999854,27429.69,27667.99,27262.88,2023-10-09 16:25:00+00:00,2023-10-09 20:00:00+00:00,TP,2.640683288801319,False,False,True,2023-10-09 16:10:00+00:00,1,1,2023-10-09 16:10:00+00:00,2023-10-09 16:15:00+00:00,27452.0,PERSISTENCE_P1,-0.8066761235726928,False,False
P2,2,development,2023-10-09,2023-10-09 16:05:00+00:00,2023-10-09 16:10:00+00:00,27429.69,27834.8,27358.2,476.59999999999854,27429.69,27667.99,27262.88,2023-10-09 16:25:00+00:00,2023-10-09 20:00:00+00:00,TP,2.640683288801319,False,False,True,2023-10-09 16:15:00+00:00,2,2,2023-10-09 16:15:00+00:00,2023-10-09 16:20:00+00:00,27490.6,PERSISTENCE_P2,-1.5102932625195518,False,False
P3,3,development,2023-10-09,2023-10-09 16:05:00+00:00,2023-10-09 16:10:00+00:00,27429.69,27834.8,27358.2,476.59999999999854,27429.69,27667.99,27262.88,2023-10-09 16:25:00+00:00,2023-10-09 20:00:00+00:00,TP,2.640683288801319,False,False,True,2023-10-09 16:20:00+00:00,3,3,2023-10-09 16:20:00+00:00,2023-10-09 16:25:00+00:00,27510.2,PERSISTENCE_P3,-1.8675703589796684,False,False
P1,1,development,2023-11-13,2023-11-13 14:50:00+00:00,2023-11-13 14:55:00+00:00,36722.585,37065.9,36662.0,403.9000000000015,36722.585,36924.535,36581.22,2023-11-13 17:20:00+00:00,2023-11-13 20:00:00+00:00,CLOSE_INVALIDATION,-3.6733942885556794,True,False,True,2023-11-13 14:55:00+00:00,1,1,2023-11-13 14:55:00+00:00,2023-11-13 15:00:00+00:00,36812.2,PERSISTENCE_P1,-1.620161924875359,False,False
P2,2,development,2023-11-13,2023-11-13 14:50:00+00:00,2023-11-13 14:55:00+00:00,36722.585,37065.9,36662.0,403.9000000000015,36722.585,36924.535,36581.22,2023-11-13 17:20:00+00:00,2023-11-13 20:00:00+00:00,CLOSE_INVALIDATION,-3.6733942885556794,True,False,True,2023-11-13 15:00:00+00:00,2,2,2023-11-13 15:00:00+00:00,2023-11-13 15:05:00+00:00,36801.5,PERSISTENCE_P2,-1.4744750131288535,False,False
P3,3,development,2023-11-13,2023-11-13 14:50:00+00:00,2023-11-13 14:55:00+00:00,36722.585,37065.9,36662.0,403.9000000000015,36722.585,36924.535,36581.22,2023-11-13 17:20:00+00:00,2023-11-13 20:00:00+00:00,CLOSE_INVALIDATION,-3.6733942885556794,True,False,True,2023-11-13 15:05:00+00:00,3,3,2023-11-13 15:05:00+00:00,2023-11-13 15:10:00+00:00,36783.9,PERSISTENCE_P3,-1.2348404667046498,False,False
P1,1,development,2023-11-23,2023-11-23 14:35:00+00:00,2023-11-23 14:40:00+00:00,37212.93,37650.0,37135.8,514.1999999999971,37212.93,37470.03,37032.96000000001,2023-11-23 14:50:00+00:00,2023-11-23 20:00:00+00:00,TP,2.0181111242784957,False,False,True,2023-11-23 14:40:00+00:00,1,1,2023-11-23 14:40:00+00:00,2023-11-23 14:45:00+00:00,37229.9,PERSISTENCE_P1,-0.6280121452409306,False,False
P2,2,development,2023-11-23,2023-11-23 14:35:00+00:00,2023-11-23 14:40:00+00:00,37212.93,37650.0,37135.8,514.1999999999971,37212.93,37470.03,37032.96000000001,2023-11-23 14:50:00+00:00,2023-11-23 20:00:00+00:00,TP,2.0181111242784957,False,False,True,2023-11-23 14:45:00+00:00,2,2,2023-11-23 14:45:00+00:00,2023-11-23 14:50:00+00:00,37239.1,PERSISTENCE_P2,-0.7516250937509927,False,False
P3,3,development,2023-11-23,2023-11-23 14:35:00+00:00,2023-11-23 14:40:00+00:00,37212.93,37650.0,37135.8,514.1999999999971,37212.93,37470.03,37032.96000000001,2023-11-23 14:50:00+00:00,2023-11-23 20:00:00+00:00,TP,2.0181111242784957,False,False,False,,0,2,2023-11-23 15:25:00+00:00,2023-11-23 15:25:00+00:00,37032.96000000001,TP_E20_DOWN,2.0181111242784953,True,True
P1,1,development,2023-11-27,2023-11-27 13:55:00+00:00,2023-11-27 14:10:00+00:00,36861.745,37457.0,36756.7,700.3000000000029,36861.745,37211.895,36616.64,2023-11-27 14:30:00+00:00,2023-11-27 20:00:00+00:00,TIME_EXIT,-0.4916261560596854,True,False,False,,0,0,2023-11-27 20:00:00+00:00,2023-11-27 20:00:00+00:00,36868.5,TIME_EXIT,-0.4916261560595867,False,True
P2,2,development,2023-11-27,2023-11-27 13:55:00+00:00,2023-11-27 14:10:00+00:00,36861.745,37457.0,36756.7,700.3000000000029,36861.745,37211.895,36616.64,2023-11-27 14:30:00+00:00,2023-11-27 20:00:00+00:00,TIME_EXIT,-0.4916261560596854,True,False,False,,0,0,2023-11-27 20:00:00+00:00,2023-11-27 20:00:00+00:00,36868.5,TIME_EXIT,-0.4916261560595867,False,True
P3,3,development,2023-11-27,2023-11-27 13:55:00+00:00,2023-11-27 14:10:00+00:00,36861.745,37457.0,36756.7,700.3000000000029,36861.745,37211.895,36616.64,2023-11-27 14:30:00+00:00,2023-11-27 20:00:00+00:00,TIME_EXIT,-0.4916261560596854,True,False,False,,0,0,2023-11-27 20:00:00+00:00,2023-11-27 20:00:00+00:00,36868.5,TIME_EXIT,-0.4916261560595867,False,True
P1,1,development,2024-01-22,2024-01-22 15:25:00+00:00,2024-01-22 15:30:00+00:00,40488.7,41253.7,40353.7,900.0,40488.7,40938.7,40173.7,2024-01-22 18:45:00+00:00,2024-01-22 20:00:00+00:00,TP,3.489974239726146,False,False,True,2024-01-22 15:35:00+00:00,1,1,2024-01-22 15:35:00+00:00,2024-01-22 15:40:00+00:00,40545.2,PERSISTENCE_P1,-1.0977255382365945,False,False
P2,2,development,2024-01-22,2024-01-22 15:25:00+00:00,2024-01-22 15:30:00+00:00,40488.7,41253.7,40353.7,900.0,40488.7,40938.7,40173.7,2024-01-22 18:45:00+00:00,2024-01-22 20:00:00+00:00,TP,3.489974239726146,False,False,True,2024-01-22 15:40:00+00:00,2,2,2024-01-22 15:40:00+00:00,2024-01-22 15:45:00+00:00,40551.5,PERSISTENCE_P2,-1.1755250230311534,False,False
P3,3,development,2024-01-22,2024-01-22 15:25:00+00:00,2024-01-22 15:30:00+00:00,40488.7,41253.7,40353.7,900.0,40488.7,40938.7,40173.7,2024-01-22 18:45:00+00:00,2024-01-22 20:00:00+00:00,TP,3.489974239726146,False,False,True,2024-01-22 15:45:00+00:00,3,3,2024-01-22 15:45:00+00:00,2024-01-22 15:50:00+00:00,40718.1,PERSISTENCE_P3,-3.2328891764862973,False,False
P1,1,development,2024-01-25,2024-01-25 13:50:00+00:00,2024-01-25 14:05:00+00:00,39858.17,40300.0,39780.2,519.8000000000029,39858.17,40118.07,39676.24,2024-01-25 15:25:00+00:00,2024-01-25 20:00:00+00:00,TP,1.8822171715359768,False,False,True,2024-01-25 14:05:00+00:00,1,1,2024-01-25 14:05:00+00:00,2024-01-25 14:10:00+00:00,39887.0,PERSISTENCE_P1,-0.7616573465365036,False,False
P2,2,development,2024-01-25,2024-01-25 13:50:00+00:00,2024-01-25 14:05:00+00:00,39858.17,40300.0,39780.2,519.8000000000029,39858.17,40118.07,39676.24,2024-01-25 15:25:00+00:00,2024-01-25 20:00:00+00:00,TP,1.8822171715359768,False,False,True,2024-01-25 14:10:00+00:00,2,2,2024-01-25 14:10:00+00:00,2024-01-25 14:15:00+00:00,39946.9,PERSISTENCE_P2,-1.5130716738877275,False,False
P3,3,development,2024-01-25,2024-01-25 13:50:00+00:00,2024-01-25 14:05:00+00:00,39858.17,40300.0,39780.2,519.8000000000029,39858.17,40118.07,39676.24,2024-01-25 15:25:00+00:00,2024-01-25 20:00:00+00:00,TP,1.8822171715359768,False,False,True,2024-01-25 14:15:00+00:00,3,3,2024-01-25 14:15:00+00:00,2024-01-25 14:20:00+00:00,39981.2,PERSISTENCE_P3,-1.9433473237732546,False,False
P1,1,development,2024-01-29,2024-01-29 13:35:00+00:00,2024-01-29 13:40:00+00:00,41998.27,42368.7,41932.9,435.7999999999956,41998.27,42216.17,41845.740000000005,2024-01-29 13:45:00+00:00,2024-01-29 20:00:00+00:00,TP,1.415908131453972,False,False,True,2024-01-29 13:40:00+00:00,1,1,2024-01-29 13:40:00+00:00,2024-01-29 13:45:00+00:00,42044.8,PERSISTENCE_P1,-0.9539513889501414,False,False
P2,2,development,2024-01-29,2024-01-29 13:35:00+00:00,2024-01-29 13:40:00+00:00,41998.27,42368.7,41932.9,435.7999999999956,41998.27,42216.17,41845.740000000005,2024-01-29 13:45:00+00:00,2024-01-29 20:00:00+00:00,TP,1.415908131453972,False,False,False,,0,1,2024-01-29 14:30:00+00:00,2024-01-29 14:30:00+00:00,41845.740000000005,TP_E20_DOWN,1.4159081314538855,True,True
P3,3,development,2024-01-29,2024-01-29 13:35:00+00:00,2024-01-29 13:40:00+00:00,41998.27,42368.7,41932.9,435.7999999999956,41998.27,42216.17,41845.740000000005,2024-01-29 13:45:00+00:00,2024-01-29 20:00:00+00:00,TP,1.415908131453972,False,False,False,,0,1,2024-01-29 14:30:00+00:00,2024-01-29 14:30:00+00:00,41845.740000000005,TP_E20_DOWN,1.4159081314538855,True,True
P1,1,development,2024-01-30,2024-01-30 14:15:00+00:00,2024-01-30 16:15:00+00:00,43244.125,43888.0,43130.5,757.5,43244.125,43622.875,42979.0,,2024-01-30 20:00:00+00:00,TIME_EXIT,-3.6487071943298486,True,True,True,2024-01-30 16:20:00+00:00,1,1,2024-01-30 16:20:00+00:00,2024-01-30 16:25:00+00:00,43305.7,PERSISTENCE_P1,-1.1119464204674867,False,False
P2,2,development,2024-01-30,2024-01-30 14:15:00+00:00,2024-01-30 16:15:00+00:00,43244.125,43888.0,43130.5,757.5,43244.125,43622.875,42979.0,,2024-01-30 20:00:00+00:00,TIME_EXIT,-3.6487071943298486,True,True,True,2024-01-30 16:25:00+00:00,2,2,2024-01-30 16:25:00+00:00,2024-01-30 16:30:00+00:00,43279.4,PERSISTENCE_P2,-0.8078588710027252,False,False
P3,3,development,2024-01-30,2024-01-30 14:15:00+00:00,2024-01-30 16:15:00+00:00,43244.125,43888.0,43130.5,757.5,43244.125,43622.875,42979.0,,2024-01-30 20:00:00+00:00,TIME_EXIT,-3.6487071943298486,True,True,True,2024-01-30 16:30:00+00:00,3,3,2024-01-30 16:30:00+00:00,2024-01-30 16:35:00+00:00,43344.0,PERSISTENCE_P3,-1.554781140790801,False,False
P1,1,development,2024-02-19,2024-02-19 14:10:00+00:00,2024-02-19 14:15:00+00:00,52151.76,52509.1,52088.7,420.4000000000015,52151.76,52361.96,52004.62,2024-02-19 14:25:00+00:00,2024-02-19 20:00:00+00:00,TP,1.0106906459149163,False,False,False,,0,0,2024-02-19 16:50:00+00:00,2024-02-19 16:50:00+00:00,52004.62,TP_E20_DOWN,1.0106906459149165,True,True
P2,2,development,2024-02-19,2024-02-19 14:10:00+00:00,2024-02-19 14:15:00+00:00,52151.76,52509.1,52088.7,420.4000000000015,52151.76,52361.96,52004.62,2024-02-19 14:25:00+00:00,2024-02-19 20:00:00+00:00,TP,1.0106906459149163,False,False,False,,0,0,2024-02-19 16:50:00+00:00,2024-02-19 16:50:00+00:00,52004.62,TP_E20_DOWN,1.0106906459149165,True,True
P3,3,development,2024-02-19,2024-02-19 14:10:00+00:00,2024-02-19 14:15:00+00:00,52151.76,52509.1,52088.7,420.4000000000015,52151.76,52361.96,52004.62,2024-02-19 14:25:00+00:00,2024-02-19 20:00:00+00:00,TP,1.0106906459149163,False,False,False,,0,0,2024-02-19 16:50:00+00:00,2024-02-19 16:50:00+00:00,52004.62,TP_E20_DOWN,1.0106906459149165,True,True
P1,1,development,2024-03-18,2024-03-18 13:50:00+00:00,2024-03-18 13:55:00+00:00,67550.80500000001,68685.3,67350.6,1334.699999999997,67550.80500000001,68218.155,67083.66,2024-03-18 14:00:00+00:00,2024-03-18 20:00:00+00:00,TP,3.057730814606902,False,False,True,2024-03-18 13:55:00+00:00,1,1,2024-03-18 13:55:00+00:00,2024-03-18 14:00:00+00:00,67605.8,PERSISTENCE_P1,-0.8070639868762137,False,False
P2,2,development,2024-03-18,2024-03-18 13:50:00+00:00,2024-03-18 13:55:00+00:00,67550.80500000001,68685.3,67350.6,1334.699999999997,67550.80500000001,68218.155,67083.66,2024-03-18 14:00:00+00:00,2024-03-18 20:00:00+00:00,TP,3.057730814606902,False,False,False,,0,1,2024-03-18 14:30:00+00:00,2024-03-18 14:30:00+00:00,67083.66,TP_E20_DOWN,3.057730814606902,True,True
P3,3,development,2024-03-18,2024-03-18 13:50:00+00:00,2024-03-18 13:55:00+00:00,67550.80500000001,68685.3,67350.6,1334.699999999997,67550.80500000001,68218.155,67083.66,2024-03-18 14:00:00+00:00,2024-03-18 20:00:00+00:00,TP,3.057730814606902,False,False,False,,0,1,2024-03-18 14:30:00+00:00,2024-03-18 14:30:00+00:00,67083.66,TP_E20_DOWN,3.057730814606902,True,True
P1,1,development,2024-03-21,2024-03-21 14:00:00+00:00,2024-03-21 14:50:00+00:00,66857.405,67774.3,66695.6,1078.699999999997,66857.405,67396.755,66479.86,2024-03-21 15:00:00+00:00,2024-03-21 20:00:00+00:00,TP,2.4235092283345296,False,False,True,2024-03-21 14:50:00+00:00,1,1,2024-03-21 14:50:00+00:00,2024-03-21 14:55:00+00:00,66977.8,PERSISTENCE_P1,-1.3003864269036771,False,False
P2,2,development,2024-03-21,2024-03-21 14:00:00+00:00,2024-03-21 14:50:00+00:00,66857.405,67774.3,66695.6,1078.699999999997,66857.405,67396.755,66479.86,2024-03-21 15:00:00+00:00,2024-03-21 20:00:00+00:00,TP,2.4235092283345296,False,False,True,2024-03-21 14:55:00+00:00,2,2,2024-03-21 14:55:00+00:00,2024-03-21 15:00:00+00:00,66915.8,PERSISTENCE_P2,-0.8367130312641067,False,False
P3,3,development,2024-03-21,2024-03-21 14:00:00+00:00,2024-03-21 14:50:00+00:00,66857.405,67774.3,66695.6,1078.699999999997,66857.405,67396.755,66479.86,2024-03-21 15:00:00+00:00,2024-03-21 20:00:00+00:00,TP,2.4235092283345296,False,False,False,,0,2,2024-03-21 15:05:00+00:00,2024-03-21 15:05:00+00:00,66479.86,TP_E20_DOWN,2.4235092283345296,True,True
P1,1,development,2024-03-26,2024-03-26 13:45:00+00:00,2024-03-26 13:55:00+00:00,70452.635,71340.8,70295.9,1044.9000000000087,70452.635,70975.085,70086.92,2024-03-26 14:00:00+00:00,2024-03-26 20:00:00+00:00,TP,2.1954671532157493,False,False,True,2024-03-26 13:55:00+00:00,1,1,2024-03-26 13:55:00+00:00,2024-03-26 14:00:00+00:00,70459.4,PERSISTENCE_P1,-0.44801097929126016,False,False
P2,2,development,2024-03-26,2024-03-26 13:45:00+00:00,2024-03-26 13:55:00+00:00,70452.635,71340.8,70295.9,1044.9000000000087,70452.635,70975.085,70086.92,2024-03-26 14:00:00+00:00,2024-03-26 20:00:00+00:00,TP,2.1954671532157493,False,False,False,,0,1,2024-03-26 14:20:00+00:00,2024-03-26 14:20:00+00:00,70086.92,TP_E20_DOWN,2.1954671532157493,True,True
P3,3,development,2024-03-26,2024-03-26 13:45:00+00:00,2024-03-26 13:55:00+00:00,70452.635,71340.8,70295.9,1044.9000000000087,70452.635,70975.085,70086.92,2024-03-26 14:00:00+00:00,2024-03-26 20:00:00+00:00,TP,2.1954671532157493,False,False,False,,0,1,2024-03-26 14:20:00+00:00,2024-03-26 14:20:00+00:00,70086.92,TP_E20_DOWN,2.1954671532157493,True,True
