partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,H,L,R4,entry_fraction,entry_level,T10,filled,fill_ts,cancel_reason,rebreak_confirmed,rebreak_complete_ts,t10_reached,t10_ts,high_failure,high_failure_ts,unresolved,minutes_reclaim_to_fill,minutes_fill_to_rebreak,minutes_fill_to_t10
development,BEAR,04-08,2023-12-17 04:00:00+00:00,2023-12-17 08:00:00+00:00,2023-12-17 06:00:00+00:00,42322.2,41880.0,442.1999999999971,0.15,41946.33,41835.78,True,2023-12-17 06:00:00+00:00,,True,2023-12-17 06:40:00+00:00,True,2023-12-17 06:45:00+00:00,False,,False,0.0,40.0,45.0
development,BEAR,04-08,2023-12-17 04:00:00+00:00,2023-12-17 08:00:00+00:00,2023-12-17 06:00:00+00:00,42322.2,41880.0,442.1999999999971,0.25,41990.55,41835.78,True,2023-12-17 06:05:00+00:00,,True,2023-12-17 06:40:00+00:00,True,2023-12-17 06:45:00+00:00,False,,False,5.0,35.0,40.0
development,BEAR,04-08,2023-12-17 04:00:00+00:00,2023-12-17 08:00:00+00:00,2023-12-17 06:00:00+00:00,42322.2,41880.0,442.1999999999971,0.5,42101.1,41835.78,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,12-16,2023-12-19 12:00:00+00:00,2023-12-19 16:00:00+00:00,2023-12-19 12:40:00+00:00,43297.1,42962.0,335.09999999999854,0.05,42978.755,42928.49,True,2023-12-19 12:40:00+00:00,,True,2023-12-19 12:45:00+00:00,True,2023-12-19 12:55:00+00:00,False,,False,0.0,5.0,15.0
development,BULL,12-16,2023-12-19 12:00:00+00:00,2023-12-19 16:00:00+00:00,2023-12-19 12:40:00+00:00,43297.1,42962.0,335.09999999999854,0.1,42995.51,42928.49,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,12-16,2023-12-19 12:00:00+00:00,2023-12-19 16:00:00+00:00,2023-12-19 12:40:00+00:00,43297.1,42962.0,335.09999999999854,0.15,43012.265,42928.49,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,12-16,2023-12-19 12:00:00+00:00,2023-12-19 16:00:00+00:00,2023-12-19 12:40:00+00:00,43297.1,42962.0,335.09999999999854,0.25,43045.775,42928.49,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,12-16,2023-12-19 12:00:00+00:00,2023-12-19 16:00:00+00:00,2023-12-19 12:40:00+00:00,43297.1,42962.0,335.09999999999854,0.5,43129.55,42928.49,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,SIDEWAYS,20-00,2023-12-25 20:00:00+00:00,2023-12-26 00:00:00+00:00,2023-12-25 20:50:00+00:00,43761.9,43383.2,378.70000000000437,0.05,43402.134999999995,43345.329999999994,True,2023-12-25 20:50:00+00:00,,False,,False,,False,,True,0.0,,
development,SIDEWAYS,20-00,2023-12-25 20:00:00+00:00,2023-12-26 00:00:00+00:00,2023-12-25 20:50:00+00:00,43761.9,43383.2,378.70000000000437,0.1,43421.07,43345.329999999994,True,2023-12-25 20:55:00+00:00,,False,,False,,False,,True,5.0,,
development,SIDEWAYS,20-00,2023-12-25 20:00:00+00:00,2023-12-26 00:00:00+00:00,2023-12-25 20:50:00+00:00,43761.9,43383.2,378.70000000000437,0.15,43440.005,43345.329999999994,True,2023-12-25 20:55:00+00:00,,False,,False,,False,,True,5.0,,
development,SIDEWAYS,20-00,2023-12-25 20:00:00+00:00,2023-12-26 00:00:00+00:00,2023-12-25 20:50:00+00:00,43761.9,43383.2,378.70000000000437,0.25,43477.875,43345.329999999994,True,2023-12-25 21:15:00+00:00,,False,,False,,False,,True,25.0,,
development,SIDEWAYS,20-00,2023-12-25 20:00:00+00:00,2023-12-26 00:00:00+00:00,2023-12-25 20:50:00+00:00,43761.9,43383.2,378.70000000000437,0.5,43572.55,43345.329999999994,True,2023-12-25 21:55:00+00:00,,False,,False,,False,,True,65.0,,
development,BEAR,16-20,2023-12-26 16:00:00+00:00,2023-12-26 20:00:00+00:00,2023-12-26 16:30:00+00:00,42870.0,42253.7,616.3000000000029,0.05,42284.515,42192.07,True,2023-12-26 16:30:00+00:00,,True,2023-12-26 17:25:00+00:00,True,2023-12-26 17:40:00+00:00,False,,False,0.0,55.0,70.0
development,BEAR,16-20,2023-12-26 16:00:00+00:00,2023-12-26 20:00:00+00:00,2023-12-26 16:30:00+00:00,42870.0,42253.7,616.3000000000029,0.1,42315.329999999994,42192.07,True,2023-12-26 16:30:00+00:00,,True,2023-12-26 17:25:00+00:00,True,2023-12-26 17:40:00+00:00,False,,False,0.0,55.0,70.0
development,BEAR,16-20,2023-12-26 16:00:00+00:00,2023-12-26 20:00:00+00:00,2023-12-26 16:30:00+00:00,42870.0,42253.7,616.3000000000029,0.15,42346.145,42192.07,True,2023-12-26 16:30:00+00:00,,True,2023-12-26 17:25:00+00:00,True,2023-12-26 17:40:00+00:00,False,,False,0.0,55.0,70.0
development,BEAR,16-20,2023-12-26 16:00:00+00:00,2023-12-26 20:00:00+00:00,2023-12-26 16:30:00+00:00,42870.0,42253.7,616.3000000000029,0.25,42407.774999999994,42192.07,True,2023-12-26 16:30:00+00:00,,True,2023-12-26 17:25:00+00:00,True,2023-12-26 17:40:00+00:00,False,,False,0.0,55.0,70.0
development,BEAR,16-20,2023-12-26 16:00:00+00:00,2023-12-26 20:00:00+00:00,2023-12-26 16:30:00+00:00,42870.0,42253.7,616.3000000000029,0.5,42561.85,42192.07,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,08-12,2023-12-30 08:00:00+00:00,2023-12-30 12:00:00+00:00,2023-12-30 11:15:00+00:00,42205.2,41960.0,245.1999999999971,0.05,41972.26,41935.48,True,2023-12-30 11:15:00+00:00,,True,2023-12-30 11:20:00+00:00,True,2023-12-30 11:30:00+00:00,False,,False,0.0,5.0,15.0
development,BEAR,08-12,2023-12-30 08:00:00+00:00,2023-12-30 12:00:00+00:00,2023-12-30 11:15:00+00:00,42205.2,41960.0,245.1999999999971,0.1,41984.52,41935.48,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,08-12,2023-12-30 08:00:00+00:00,2023-12-30 12:00:00+00:00,2023-12-30 11:15:00+00:00,42205.2,41960.0,245.1999999999971,0.15,41996.78,41935.48,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,08-12,2023-12-30 08:00:00+00:00,2023-12-30 12:00:00+00:00,2023-12-30 11:15:00+00:00,42205.2,41960.0,245.1999999999971,0.25,42021.3,41935.48,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,08-12,2023-12-30 08:00:00+00:00,2023-12-30 12:00:00+00:00,2023-12-30 11:15:00+00:00,42205.2,41960.0,245.1999999999971,0.5,42082.6,41935.48,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,20-00,2023-12-30 20:00:00+00:00,2023-12-31 00:00:00+00:00,2023-12-30 20:50:00+00:00,42654.6,42278.7,375.90000000000146,0.05,42297.494999999995,42241.11,True,2023-12-30 20:50:00+00:00,,True,2023-12-30 21:10:00+00:00,True,2023-12-30 22:55:00+00:00,False,,False,0.0,20.0,125.0
development,BEAR,20-00,2023-12-30 20:00:00+00:00,2023-12-31 00:00:00+00:00,2023-12-30 20:50:00+00:00,42654.6,42278.7,375.90000000000146,0.1,42316.28999999999,42241.11,True,2023-12-30 20:50:00+00:00,,True,2023-12-30 21:10:00+00:00,True,2023-12-30 22:55:00+00:00,False,,False,0.0,20.0,125.0
development,BEAR,20-00,2023-12-30 20:00:00+00:00,2023-12-31 00:00:00+00:00,2023-12-30 20:50:00+00:00,42654.6,42278.7,375.90000000000146,0.15,42335.085,42241.11,True,2023-12-30 21:00:00+00:00,,True,2023-12-30 21:10:00+00:00,True,2023-12-30 22:55:00+00:00,False,,False,10.0,10.0,115.0
development,BEAR,20-00,2023-12-30 20:00:00+00:00,2023-12-31 00:00:00+00:00,2023-12-30 20:50:00+00:00,42654.6,42278.7,375.90000000000146,0.25,42372.674999999996,42241.11,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,20-00,2023-12-30 20:00:00+00:00,2023-12-31 00:00:00+00:00,2023-12-30 20:50:00+00:00,42654.6,42278.7,375.90000000000146,0.5,42466.649999999994,42241.11,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,04-08,2024-01-01 04:00:00+00:00,2024-01-01 08:00:00+00:00,2024-01-01 06:00:00+00:00,42832.0,42270.0,562.0,0.05,42298.1,42213.8,True,2024-01-01 06:00:00+00:00,,False,,False,,False,,True,0.0,,
development,BEAR,04-08,2024-01-01 04:00:00+00:00,2024-01-01 08:00:00+00:00,2024-01-01 06:00:00+00:00,42832.0,42270.0,562.0,0.1,42326.2,42213.8,True,2024-01-01 06:05:00+00:00,,False,,False,,False,,True,5.0,,
development,BEAR,04-08,2024-01-01 04:00:00+00:00,2024-01-01 08:00:00+00:00,2024-01-01 06:00:00+00:00,42832.0,42270.0,562.0,0.15,42354.3,42213.8,True,2024-01-01 06:15:00+00:00,,False,,False,,False,,True,15.0,,
development,BEAR,04-08,2024-01-01 04:00:00+00:00,2024-01-01 08:00:00+00:00,2024-01-01 06:00:00+00:00,42832.0,42270.0,562.0,0.25,42410.5,42213.8,True,2024-01-01 06:40:00+00:00,,False,,False,,False,,True,40.0,,
development,BEAR,04-08,2024-01-01 04:00:00+00:00,2024-01-01 08:00:00+00:00,2024-01-01 06:00:00+00:00,42832.0,42270.0,562.0,0.5,42551.0,42213.8,False,,NO_FILL_BEFORE_BLOCK_END,False,,False,,False,,False,,,
development,BULL,00-04,2024-01-09 00:00:00+00:00,2024-01-09 04:00:00+00:00,2024-01-09 00:45:00+00:00,47240.3,46666.1,574.2000000000044,0.05,46694.81,46608.68,True,2024-01-09 00:45:00+00:00,,True,2024-01-09 00:50:00+00:00,True,2024-01-09 00:55:00+00:00,False,,False,0.0,5.0,10.0
development,BULL,00-04,2024-01-09 00:00:00+00:00,2024-01-09 04:00:00+00:00,2024-01-09 00:45:00+00:00,47240.3,46666.1,574.2000000000044,0.1,46723.52,46608.68,True,2024-01-09 00:45:00+00:00,,True,2024-01-09 00:50:00+00:00,True,2024-01-09 00:55:00+00:00,False,,False,0.0,5.0,10.0
development,BULL,00-04,2024-01-09 00:00:00+00:00,2024-01-09 04:00:00+00:00,2024-01-09 00:45:00+00:00,47240.3,46666.1,574.2000000000044,0.15,46752.229999999996,46608.68,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,00-04,2024-01-09 00:00:00+00:00,2024-01-09 04:00:00+00:00,2024-01-09 00:45:00+00:00,47240.3,46666.1,574.2000000000044,0.25,46809.65,46608.68,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,00-04,2024-01-09 00:00:00+00:00,2024-01-09 04:00:00+00:00,2024-01-09 00:45:00+00:00,47240.3,46666.1,574.2000000000044,0.5,46953.2,46608.68,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,00-04,2024-01-12 00:00:00+00:00,2024-01-12 04:00:00+00:00,2024-01-12 01:35:00+00:00,46973.8,46080.6,893.2000000000044,0.05,46125.26,45991.28,True,2024-01-12 01:35:00+00:00,,True,2024-01-12 02:30:00+00:00,True,2024-01-12 03:20:00+00:00,False,,False,0.0,55.0,105.0
development,BULL,00-04,2024-01-12 00:00:00+00:00,2024-01-12 04:00:00+00:00,2024-01-12 01:35:00+00:00,46973.8,46080.6,893.2000000000044,0.1,46169.92,45991.28,True,2024-01-12 01:35:00+00:00,,True,2024-01-12 02:30:00+00:00,True,2024-01-12 03:20:00+00:00,False,,False,0.0,55.0,105.0
development,BULL,00-04,2024-01-12 00:00:00+00:00,2024-01-12 04:00:00+00:00,2024-01-12 01:35:00+00:00,46973.8,46080.6,893.2000000000044,0.15,46214.58,45991.28,True,2024-01-12 01:40:00+00:00,,True,2024-01-12 02:30:00+00:00,True,2024-01-12 03:20:00+00:00,False,,False,5.0,50.0,100.0
development,BULL,00-04,2024-01-12 00:00:00+00:00,2024-01-12 04:00:00+00:00,2024-01-12 01:35:00+00:00,46973.8,46080.6,893.2000000000044,0.25,46303.9,45991.28,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,00-04,2024-01-12 00:00:00+00:00,2024-01-12 04:00:00+00:00,2024-01-12 01:35:00+00:00,46973.8,46080.6,893.2000000000044,0.5,46527.2,45991.28,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,SIDEWAYS,04-08,2024-01-12 04:00:00+00:00,2024-01-12 08:00:00+00:00,2024-01-12 05:00:00+00:00,46536.2,45900.9,635.2999999999956,0.05,45932.665,45837.37,True,2024-01-12 05:00:00+00:00,,True,2024-01-12 07:40:00+00:00,True,2024-01-12 07:55:00+00:00,False,,False,0.0,160.0,175.0
development,SIDEWAYS,04-08,2024-01-12 04:00:00+00:00,2024-01-12 08:00:00+00:00,2024-01-12 05:00:00+00:00,46536.2,45900.9,635.2999999999956,0.1,45964.43,45837.37,True,2024-01-12 05:00:00+00:00,,True,2024-01-12 07:40:00+00:00,True,2024-01-12 07:55:00+00:00,False,,False,0.0,160.0,175.0
development,SIDEWAYS,04-08,2024-01-12 04:00:00+00:00,2024-01-12 08:00:00+00:00,2024-01-12 05:00:00+00:00,46536.2,45900.9,635.2999999999956,0.15,45996.195,45837.37,True,2024-01-12 05:05:00+00:00,,True,2024-01-12 07:40:00+00:00,True,2024-01-12 07:55:00+00:00,False,,False,5.0,155.0,170.0
development,SIDEWAYS,04-08,2024-01-12 04:00:00+00:00,2024-01-12 08:00:00+00:00,2024-01-12 05:00:00+00:00,46536.2,45900.9,635.2999999999956,0.25,46059.725,45837.37,True,2024-01-12 05:15:00+00:00,,True,2024-01-12 07:40:00+00:00,True,2024-01-12 07:55:00+00:00,False,,False,15.0,145.0,160.0
development,SIDEWAYS,04-08,2024-01-12 04:00:00+00:00,2024-01-12 08:00:00+00:00,2024-01-12 05:00:00+00:00,46536.2,45900.9,635.2999999999956,0.5,46218.55,45837.37,True,2024-01-12 05:50:00+00:00,,True,2024-01-12 07:40:00+00:00,True,2024-01-12 07:55:00+00:00,False,,False,50.0,110.0,125.0
development,BEAR,08-12,2024-01-17 08:00:00+00:00,2024-01-17 12:00:00+00:00,2024-01-17 08:15:00+00:00,42933.0,42616.0,317.0,0.05,42631.85,42584.3,True,2024-01-17 08:15:00+00:00,,True,2024-01-17 12:15:00+00:00,True,2024-01-17 12:20:00+00:00,False,,False,0.0,240.0,245.0
development,BEAR,08-12,2024-01-17 08:00:00+00:00,2024-01-17 12:00:00+00:00,2024-01-17 08:15:00+00:00,42933.0,42616.0,317.0,0.1,42647.7,42584.3,True,2024-01-17 08:15:00+00:00,,True,2024-01-17 12:15:00+00:00,True,2024-01-17 12:20:00+00:00,False,,False,0.0,240.0,245.0
development,BEAR,08-12,2024-01-17 08:00:00+00:00,2024-01-17 12:00:00+00:00,2024-01-17 08:15:00+00:00,42933.0,42616.0,317.0,0.15,42663.55,42584.3,True,2024-01-17 08:15:00+00:00,,True,2024-01-17 12:15:00+00:00,True,2024-01-17 12:20:00+00:00,False,,False,0.0,240.0,245.0
development,BEAR,08-12,2024-01-17 08:00:00+00:00,2024-01-17 12:00:00+00:00,2024-01-17 08:15:00+00:00,42933.0,42616.0,317.0,0.25,42695.25,42584.3,True,2024-01-17 08:15:00+00:00,,True,2024-01-17 12:15:00+00:00,True,2024-01-17 12:20:00+00:00,False,,False,0.0,240.0,245.0
development,BEAR,08-12,2024-01-17 08:00:00+00:00,2024-01-17 12:00:00+00:00,2024-01-17 08:15:00+00:00,42933.0,42616.0,317.0,0.5,42774.5,42584.3,True,2024-01-17 09:00:00+00:00,,True,2024-01-17 12:15:00+00:00,True,2024-01-17 12:20:00+00:00,False,,False,45.0,195.0,200.0
development,BEAR,00-04,2024-01-20 00:00:00+00:00,2024-01-20 04:00:00+00:00,2024-01-20 00:45:00+00:00,42197.0,41530.1,666.9000000000015,0.05,41563.445,41463.409999999996,True,2024-01-20 00:45:00+00:00,,True,2024-01-20 00:55:00+00:00,False,,False,,True,0.0,10.0,
development,BEAR,00-04,2024-01-20 00:00:00+00:00,2024-01-20 04:00:00+00:00,2024-01-20 00:45:00+00:00,42197.0,41530.1,666.9000000000015,0.1,41596.79,41463.409999999996,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,00-04,2024-01-20 00:00:00+00:00,2024-01-20 04:00:00+00:00,2024-01-20 00:45:00+00:00,42197.0,41530.1,666.9000000000015,0.15,41630.135,41463.409999999996,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,00-04,2024-01-20 00:00:00+00:00,2024-01-20 04:00:00+00:00,2024-01-20 00:45:00+00:00,42197.0,41530.1,666.9000000000015,0.25,41696.825,41463.409999999996,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,00-04,2024-01-20 00:00:00+00:00,2024-01-20 04:00:00+00:00,2024-01-20 00:45:00+00:00,42197.0,41530.1,666.9000000000015,0.5,41863.55,41463.409999999996,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,08-12,2024-01-23 08:00:00+00:00,2024-01-23 12:00:00+00:00,2024-01-23 08:30:00+00:00,40172.7,39656.8,515.8999999999942,0.05,39682.595,39605.21000000001,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,08-12,2024-01-23 08:00:00+00:00,2024-01-23 12:00:00+00:00,2024-01-23 08:30:00+00:00,40172.7,39656.8,515.8999999999942,0.1,39708.39,39605.21000000001,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,08-12,2024-01-23 08:00:00+00:00,2024-01-23 12:00:00+00:00,2024-01-23 08:30:00+00:00,40172.7,39656.8,515.8999999999942,0.15,39734.185000000005,39605.21000000001,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,08-12,2024-01-23 08:00:00+00:00,2024-01-23 12:00:00+00:00,2024-01-23 08:30:00+00:00,40172.7,39656.8,515.8999999999942,0.25,39785.775,39605.21000000001,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,08-12,2024-01-23 08:00:00+00:00,2024-01-23 12:00:00+00:00,2024-01-23 08:30:00+00:00,40172.7,39656.8,515.8999999999942,0.5,39914.75,39605.21000000001,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,12-16,2024-01-24 12:00:00+00:00,2024-01-24 16:00:00+00:00,2024-01-24 14:25:00+00:00,40560.6,39844.7,715.9000000000015,0.05,39880.494999999995,39773.11,True,2024-01-24 14:25:00+00:00,,True,2024-01-24 18:25:00+00:00,True,2024-01-24 18:30:00+00:00,False,,False,0.0,240.0,245.0
development,BEAR,12-16,2024-01-24 12:00:00+00:00,2024-01-24 16:00:00+00:00,2024-01-24 14:25:00+00:00,40560.6,39844.7,715.9000000000015,0.1,39916.28999999999,39773.11,True,2024-01-24 14:25:00+00:00,,True,2024-01-24 18:25:00+00:00,True,2024-01-24 18:30:00+00:00,False,,False,0.0,240.0,245.0
development,BEAR,12-16,2024-01-24 12:00:00+00:00,2024-01-24 16:00:00+00:00,2024-01-24 14:25:00+00:00,40560.6,39844.7,715.9000000000015,0.15,39952.085,39773.11,True,2024-01-24 14:25:00+00:00,,True,2024-01-24 18:25:00+00:00,True,2024-01-24 18:30:00+00:00,False,,False,0.0,240.0,245.0
development,BEAR,12-16,2024-01-24 12:00:00+00:00,2024-01-24 16:00:00+00:00,2024-01-24 14:25:00+00:00,40560.6,39844.7,715.9000000000015,0.25,40023.674999999996,39773.11,True,2024-01-24 14:30:00+00:00,,True,2024-01-24 18:25:00+00:00,True,2024-01-24 18:30:00+00:00,False,,False,5.0,235.0,240.0
development,BEAR,12-16,2024-01-24 12:00:00+00:00,2024-01-24 16:00:00+00:00,2024-01-24 14:25:00+00:00,40560.6,39844.7,715.9000000000015,0.5,40202.649999999994,39773.11,True,2024-01-24 14:30:00+00:00,,True,2024-01-24 18:25:00+00:00,True,2024-01-24 18:30:00+00:00,False,,False,5.0,235.0,240.0
development,BULL,04-08,2024-01-27 04:00:00+00:00,2024-01-27 08:00:00+00:00,2024-01-27 07:50:00+00:00,41924.0,41681.8,242.1999999999971,0.05,41693.91,41657.58,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,04-08,2024-01-27 04:00:00+00:00,2024-01-27 08:00:00+00:00,2024-01-27 07:50:00+00:00,41924.0,41681.8,242.1999999999971,0.1,41706.020000000004,41657.58,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,04-08,2024-01-27 04:00:00+00:00,2024-01-27 08:00:00+00:00,2024-01-27 07:50:00+00:00,41924.0,41681.8,242.1999999999971,0.15,41718.130000000005,41657.58,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,04-08,2024-01-27 04:00:00+00:00,2024-01-27 08:00:00+00:00,2024-01-27 07:50:00+00:00,41924.0,41681.8,242.1999999999971,0.25,41742.350000000006,41657.58,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,04-08,2024-01-27 04:00:00+00:00,2024-01-27 08:00:00+00:00,2024-01-27 07:50:00+00:00,41924.0,41681.8,242.1999999999971,0.5,41802.9,41657.58,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,20-00,2024-02-04 20:00:00+00:00,2024-02-05 00:00:00+00:00,2024-02-04 22:50:00+00:00,42960.0,42550.0,410.0,0.05,42570.5,42509.0,True,2024-02-04 22:50:00+00:00,,True,2024-02-04 22:55:00+00:00,True,2024-02-04 23:00:00+00:00,False,,False,0.0,5.0,10.0
development,BEAR,20-00,2024-02-04 20:00:00+00:00,2024-02-05 00:00:00+00:00,2024-02-04 22:50:00+00:00,42960.0,42550.0,410.0,0.1,42591.0,42509.0,True,2024-02-04 22:50:00+00:00,,True,2024-02-04 22:55:00+00:00,True,2024-02-04 23:00:00+00:00,False,,False,0.0,5.0,10.0
development,BEAR,20-00,2024-02-04 20:00:00+00:00,2024-02-05 00:00:00+00:00,2024-02-04 22:50:00+00:00,42960.0,42550.0,410.0,0.15,42611.5,42509.0,True,2024-02-04 22:50:00+00:00,,True,2024-02-04 22:55:00+00:00,True,2024-02-04 23:00:00+00:00,False,,False,0.0,5.0,10.0
development,BEAR,20-00,2024-02-04 20:00:00+00:00,2024-02-05 00:00:00+00:00,2024-02-04 22:50:00+00:00,42960.0,42550.0,410.0,0.25,42652.5,42509.0,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,20-00,2024-02-04 20:00:00+00:00,2024-02-05 00:00:00+00:00,2024-02-04 22:50:00+00:00,42960.0,42550.0,410.0,0.5,42755.0,42509.0,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,20-00,2024-02-09 20:00:00+00:00,2024-02-10 00:00:00+00:00,2024-02-09 23:40:00+00:00,48230.3,47110.3,1120.0,0.05,47166.3,46998.3,True,2024-02-09 23:40:00+00:00,,True,2024-02-09 23:55:00+00:00,False,,False,,True,0.0,15.0,
development,BULL,20-00,2024-02-09 20:00:00+00:00,2024-02-10 00:00:00+00:00,2024-02-09 23:40:00+00:00,48230.3,47110.3,1120.0,0.1,47222.3,46998.3,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,20-00,2024-02-09 20:00:00+00:00,2024-02-10 00:00:00+00:00,2024-02-09 23:40:00+00:00,48230.3,47110.3,1120.0,0.15,47278.3,46998.3,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,20-00,2024-02-09 20:00:00+00:00,2024-02-10 00:00:00+00:00,2024-02-09 23:40:00+00:00,48230.3,47110.3,1120.0,0.25,47390.3,46998.3,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,20-00,2024-02-09 20:00:00+00:00,2024-02-10 00:00:00+00:00,2024-02-09 23:40:00+00:00,48230.3,47110.3,1120.0,0.5,47670.3,46998.3,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,12-16,2024-02-13 12:00:00+00:00,2024-02-13 16:00:00+00:00,2024-02-13 13:55:00+00:00,50290.0,49651.0,639.0,0.05,49682.95,49587.1,True,2024-02-13 13:55:00+00:00,,True,2024-02-13 14:00:00+00:00,True,2024-02-13 14:05:00+00:00,False,,False,0.0,5.0,10.0
development,BULL,12-16,2024-02-13 12:00:00+00:00,2024-02-13 16:00:00+00:00,2024-02-13 13:55:00+00:00,50290.0,49651.0,639.0,0.1,49714.9,49587.1,True,2024-02-13 13:55:00+00:00,,True,2024-02-13 14:00:00+00:00,True,2024-02-13 14:05:00+00:00,False,,False,0.0,5.0,10.0
development,BULL,12-16,2024-02-13 12:00:00+00:00,2024-02-13 16:00:00+00:00,2024-02-13 13:55:00+00:00,50290.0,49651.0,639.0,0.15,49746.85,49587.1,True,2024-02-13 13:55:00+00:00,,True,2024-02-13 14:00:00+00:00,True,2024-02-13 14:05:00+00:00,False,,False,0.0,5.0,10.0
development,BULL,12-16,2024-02-13 12:00:00+00:00,2024-02-13 16:00:00+00:00,2024-02-13 13:55:00+00:00,50290.0,49651.0,639.0,0.25,49810.75,49587.1,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,12-16,2024-02-13 12:00:00+00:00,2024-02-13 16:00:00+00:00,2024-02-13 13:55:00+00:00,50290.0,49651.0,639.0,0.5,49970.5,49587.1,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,16-20,2024-02-14 16:00:00+00:00,2024-02-14 20:00:00+00:00,2024-02-14 19:25:00+00:00,52100.0,51302.0,798.0,0.05,51341.9,51222.2,True,2024-02-14 19:25:00+00:00,,False,,False,,False,,True,0.0,,
development,BULL,16-20,2024-02-14 16:00:00+00:00,2024-02-14 20:00:00+00:00,2024-02-14 19:25:00+00:00,52100.0,51302.0,798.0,0.1,51381.8,51222.2,True,2024-02-14 19:25:00+00:00,,False,,False,,False,,True,0.0,,
development,BULL,16-20,2024-02-14 16:00:00+00:00,2024-02-14 20:00:00+00:00,2024-02-14 19:25:00+00:00,52100.0,51302.0,798.0,0.15,51421.7,51222.2,True,2024-02-14 19:25:00+00:00,,False,,False,,False,,True,0.0,,
development,BULL,16-20,2024-02-14 16:00:00+00:00,2024-02-14 20:00:00+00:00,2024-02-14 19:25:00+00:00,52100.0,51302.0,798.0,0.25,51501.5,51222.2,True,2024-02-14 19:30:00+00:00,,False,,False,,False,,True,5.0,,
development,BULL,16-20,2024-02-14 16:00:00+00:00,2024-02-14 20:00:00+00:00,2024-02-14 19:25:00+00:00,52100.0,51302.0,798.0,0.5,51701.0,51222.2,True,2024-02-14 19:50:00+00:00,,False,,False,,False,,True,25.0,,
development,BULL,08-12,2024-02-16 08:00:00+00:00,2024-02-16 12:00:00+00:00,2024-02-16 09:15:00+00:00,52372.6,51758.0,614.5999999999985,0.05,51788.73,51696.54,True,2024-02-16 09:15:00+00:00,,False,,False,,True,2024-02-16 13:00:00+00:00,False,0.0,,
