role,partition,component,stage,snapshot_min,feature,kind,continuation_n,staller_n,continuation_value,staller_value,continuation_minus_staller,meaningful_min_abs_gap,development_meaningful
CENTRAL,external,REC_H2,SNAPSHOT,10,post_e20_giveback_from_peak_R,median,19,18,0.09497128449362659,0.19824638210492307,-0.10327509761129648,0.03,True
CENTRAL,external,REC_H2,SNAPSHOT,10,post_e20_mae_below_E20_R,median,19,18,0.1347587719298261,0.20076639694757023,-0.06600762501774413,0.03,True
CENTRAL,external,REC_H2,SNAPSHOT,10,closes_ge_E20,median,19,18,1.0,1.0,0.0,1.0,False
CENTRAL,external,REC_H2,SNAPSHOT,10,fraction_closes_ge_E20,median,19,18,0.3333333333333333,0.3333333333333333,0.0,0.1,False
CENTRAL,external,REC_H2,SNAPSHOT,10,consecutive_closes_ge_E20,median,19,18,1.0,0.0,1.0,1.0,True
CENTRAL,external,REC_H2,SNAPSHOT,10,E25_by_snapshot,rate,33,19,0.3939393939393939,0.631578947368421,-0.2376395534290271,0.1,True
CENTRAL,external,REC_H2,SNAPSHOT,10,E30_by_snapshot,rate,33,19,0.30303030303030304,0.3157894736842105,-0.01275917065390747,0.1,False
CENTRAL,external,REC_H2,SNAPSHOT,10,closed_back_le_E10,rate,33,19,0.030303030303030304,0.5789473684210527,-0.5486443381180224,0.1,True
CENTRAL,external,REC_H2,SNAPSHOT,10,closed_back_le_H,rate,33,19,0.0,0.10526315789473684,-0.10526315789473684,0.1,True
CENTRAL,external,REC_H2,SNAPSHOT,15,close_R,median,16,16,0.22366940283845316,0.08651962926067719,0.13714977357777597,0.03,True
CENTRAL,external,REC_H2,SNAPSHOT,15,close_vs_E20_R,median,16,16,0.023669402838453146,-0.11348037073932282,0.13714977357777597,0.03,True
CENTRAL,external,REC_H2,SNAPSHOT,15,post_e20_peak_R,median,16,16,0.32630239871275823,0.27876148845664506,0.04754091025611318,0.03,True
CENTRAL,external,REC_H2,SNAPSHOT,15,post_e20_giveback_from_peak_R,median,16,16,0.11137584507149703,0.21732095778115634,-0.10594511270965931,0.03,True
CENTRAL,external,REC_H2,SNAPSHOT,15,post_e20_mae_below_E20_R,median,16,16,0.14545754817250525,0.20076639694757023,-0.05530884877506498,0.03,True
CENTRAL,external,REC_H2,SNAPSHOT,15,closes_ge_E20,median,16,16,2.0,1.0,1.0,1.0,True
CENTRAL,external,REC_H2,SNAPSHOT,15,fraction_closes_ge_E20,median,16,16,0.5,0.25,0.25,0.1,True
CENTRAL,external,REC_H2,SNAPSHOT,15,consecutive_closes_ge_E20,median,16,16,1.0,0.0,1.0,1.0,True
CENTRAL,external,REC_H2,SNAPSHOT,15,E25_by_snapshot,rate,33,19,0.42424242424242425,0.5789473684210527,-0.1547049441786284,0.1,True
CENTRAL,external,REC_H2,SNAPSHOT,15,E30_by_snapshot,rate,33,19,0.30303030303030304,0.3157894736842105,-0.01275917065390747,0.1,False
CENTRAL,external,REC_H2,SNAPSHOT,15,closed_back_le_E10,rate,33,19,0.06060606060606061,0.5789473684210527,-0.5183413078149921,0.1,True
CENTRAL,external,REC_H2,SNAPSHOT,15,closed_back_le_H,rate,33,19,0.0,0.10526315789473684,-0.10526315789473684,0.1,True
CENTRAL,external,REC_H2,SNAPSHOT,30,close_R,median,12,8,0.20648974530224073,0.09824410056129906,0.10824564474094167,0.03,True
CENTRAL,external,REC_H2,SNAPSHOT,30,close_vs_E20_R,median,12,8,0.0064897453022407375,-0.10175589943870095,0.10824564474094168,0.03,True
CENTRAL,external,REC_H2,SNAPSHOT,30,post_e20_peak_R,median,12,8,0.33319167257573223,0.27876148845664506,0.05443018411908718,0.03,True
CENTRAL,external,REC_H2,SNAPSHOT,30,post_e20_giveback_from_peak_R,median,12,8,0.18568100283182457,0.2151739965162564,-0.02949299368443184,0.03,False
CENTRAL,external,REC_H2,SNAPSHOT,30,post_e20_mae_below_E20_R,median,12,8,0.14814960457098225,0.214794997347416,-0.06664539277643375,0.03,True
CENTRAL,external,REC_H2,SNAPSHOT,30,closes_ge_E20,median,12,8,3.0,1.0,2.0,1.0,True
CENTRAL,external,REC_H2,SNAPSHOT,30,fraction_closes_ge_E20,median,12,8,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.1,True
CENTRAL,external,REC_H2,SNAPSHOT,30,consecutive_closes_ge_E20,median,12,8,0.5,0.0,0.5,1.0,False
CENTRAL,external,REC_H2,SNAPSHOT,30,E25_by_snapshot,rate,33,19,0.3333333333333333,0.3684210526315789,-0.03508771929824561,0.1,False
CENTRAL,external,REC_H2,SNAPSHOT,30,E30_by_snapshot,rate,33,19,0.30303030303030304,0.15789473684210525,0.14513556618819778,0.1,True
CENTRAL,external,REC_H2,SNAPSHOT,30,closed_back_le_E10,rate,33,19,0.09090909090909091,0.3684210526315789,-0.27751196172248804,0.1,True
CENTRAL,external,REC_H2,SNAPSHOT,30,closed_back_le_H,rate,33,19,0.0,0.05263157894736842,-0.05263157894736842,0.1,False
CENTRAL,external,REC_H2,SNAPSHOT,60,close_R,median,5,5,0.2353736242517882,0.16710976072920664,0.06826386352258157,0.03,True
CENTRAL,external,REC_H2,SNAPSHOT,60,close_vs_E20_R,median,5,5,0.035373624251788194,-0.032890239270793376,0.06826386352258157,0.03,True
CENTRAL,external,REC_H2,SNAPSHOT,60,post_e20_peak_R,median,5,5,0.3846477097632711,0.28596961572832835,0.09867809403494276,0.03,True
CENTRAL,external,REC_H2,SNAPSHOT,60,post_e20_giveback_from_peak_R,median,5,5,0.2280767082479997,0.2518518518518518,-0.023775143603852134,0.03,False
CENTRAL,external,REC_H2,SNAPSHOT,60,post_e20_mae_below_E20_R,median,5,5,0.1561563244151844,0.22053844018873242,-0.06438211577354802,0.03,True
CENTRAL,external,REC_H2,SNAPSHOT,60,closes_ge_E20,median,5,5,7.0,3.0,4.0,1.0,True
CENTRAL,external,REC_H2,SNAPSHOT,60,fraction_closes_ge_E20,median,5,5,0.5384615384615384,0.23076923076923078,0.30769230769230765,0.1,True
CENTRAL,external,REC_H2,SNAPSHOT,60,consecutive_closes_ge_E20,median,5,5,2.0,0.0,2.0,1.0,True
CENTRAL,external,REC_H2,SNAPSHOT,60,E25_by_snapshot,rate,33,19,0.15151515151515152,0.21052631578947367,-0.05901116427432215,0.1,False
CENTRAL,external,REC_H2,SNAPSHOT,60,E30_by_snapshot,rate,33,19,0.15151515151515152,0.10526315789473684,0.04625199362041468,0.1,False
CENTRAL,external,REC_H2,SNAPSHOT,60,closed_back_le_E10,rate,33,19,0.030303030303030304,0.2631578947368421,-0.2328548644338118,0.1,True
CENTRAL,external,REC_H2,SNAPSHOT,60,closed_back_le_H,rate,33,19,0.0,0.0,0.0,0.1,False
CENTRAL,reference_validation,POOLED,ANCHOR,0,entry_to_e20_min,median,152,90,10.0,10.0,0.0,10.0,False
CENTRAL,reference_validation,POOLED,ANCHOR,0,break_to_e20_min,median,109,76,5.0,5.0,0.0,10.0,False
CENTRAL,reference_validation,POOLED,ANCHOR,0,e20_bar_close_R,median,152,90,0.22320657803867278,0.16087830275598203,0.06232827528269075,0.03,True
CENTRAL,reference_validation,POOLED,ANCHOR,0,e20_bar_close_vs_E20_R,median,152,90,0.02320657803867275,-0.03912169724401798,0.062328275282690734,0.03,True
CENTRAL,reference_validation,POOLED,ANCHOR,0,running_mae_R_to_E20,median,152,90,0.18106575963718474,0.1530820173204266,0.027983742316758153,0.03,False
CENTRAL,reference_validation,POOLED,ANCHOR,0,closes_gt_H_to_E20,median,152,90,2.0,2.0,0.0,1.0,False
CENTRAL,reference_validation,POOLED,ANCHOR,0,closes_ge_E10_to_E20,median,152,90,1.0,1.0,0.0,1.0,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,5,close_R,median,87,84,0.1685393258427029,0.10824360824360757,0.06029571759909533,0.03,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,5,close_vs_E20_R,median,87,84,-0.031460674157297114,-0.09175639175639244,0.06029571759909533,0.03,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,5,post_e20_peak_R,median,87,84,0.27373417721519017,0.2631066849816845,0.010627492233505675,0.03,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,5,post_e20_giveback_from_peak_R,median,87,84,0.10576923076921736,0.1596504124806034,-0.05388118171138605,0.03,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,5,post_e20_mae_below_E20_R,median,87,84,0.1836309523809495,0.19459876543209798,-0.010967813051148467,0.03,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,5,closes_ge_E20,median,87,84,1.0,0.0,1.0,1.0,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,5,fraction_closes_ge_E20,median,87,84,0.5,0.0,0.5,0.1,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,5,consecutive_closes_ge_E20,median,87,84,0.0,0.0,0.0,1.0,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,5,E25_by_snapshot,rate,152,90,0.3684210526315789,0.5555555555555556,-0.18713450292397665,0.1,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,5,E30_by_snapshot,rate,152,90,0.23026315789473684,0.2777777777777778,-0.047514619883040954,0.1,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,5,closed_back_le_E10,rate,152,90,0.13815789473684212,0.4777777777777778,-0.3396198830409357,0.1,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,5,closed_back_le_H,rate,152,90,0.046052631578947366,0.1111111111111111,-0.06505847953216373,0.1,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,10,close_R,median,73,77,0.17030567685589604,0.08367346938776059,0.08663220746813545,0.03,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,10,close_vs_E20_R,median,73,77,-0.029694323144103973,-0.11632653061223942,0.08663220746813545,0.03,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,10,post_e20_peak_R,median,73,77,0.27678571428571525,0.2640449438202239,0.012740770465491325,0.03,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,10,post_e20_giveback_from_peak_R,median,73,77,0.142857142857154,0.1913043478260858,-0.04844720496893179,0.03,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,10,post_e20_mae_below_E20_R,median,73,77,0.18571428571428522,0.21103752759381855,-0.02532324187953333,0.03,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,10,closes_ge_E20,median,73,77,1.0,0.0,1.0,1.0,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,10,fraction_closes_ge_E20,median,73,77,0.3333333333333333,0.0,0.3333333333333333,0.1,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,10,consecutive_closes_ge_E20,median,73,77,0.0,0.0,0.0,1.0,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,10,E25_by_snapshot,rate,152,90,0.3223684210526316,0.5333333333333333,-0.21096491228070174,0.1,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,10,E30_by_snapshot,rate,152,90,0.19736842105263158,0.26666666666666666,-0.06929824561403508,0.1,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,10,closed_back_le_E10,rate,152,90,0.1513157894736842,0.5555555555555556,-0.4042397660818714,0.1,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,10,closed_back_le_H,rate,152,90,0.05263157894736842,0.12222222222222222,-0.0695906432748538,0.1,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,15,close_R,median,60,69,0.16937604590007438,0.047619047619043016,0.12175699828103137,0.03,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,15,close_vs_E20_R,median,60,69,-0.030623954099925632,-0.152380952380957,0.12175699828103137,0.03,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,15,post_e20_peak_R,median,60,69,0.2923144460148178,0.27472527472527575,0.01758917128954207,0.03,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,15,post_e20_giveback_from_peak_R,median,60,69,0.15253541995763237,0.23391812865497494,-0.08138270869734257,0.03,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,15,post_e20_mae_below_E20_R,median,60,69,0.19774108628496853,0.21481481481481812,-0.01707372852984959,0.03,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,15,closes_ge_E20,median,60,69,1.0,1.0,0.0,1.0,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,15,fraction_closes_ge_E20,median,60,69,0.25,0.25,0.0,0.1,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,15,consecutive_closes_ge_E20,median,60,69,0.0,0.0,0.0,1.0,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,15,E25_by_snapshot,rate,152,90,0.26973684210526316,0.4888888888888889,-0.2191520467836257,0.1,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,15,E30_by_snapshot,rate,152,90,0.19078947368421054,0.26666666666666666,-0.07587719298245613,0.1,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,15,closed_back_le_E10,rate,152,90,0.19078947368421054,0.5555555555555556,-0.36476608187134507,0.1,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,15,closed_back_le_H,rate,152,90,0.05921052631578947,0.24444444444444444,-0.18523391812865497,0.1,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,30,close_R,median,46,37,0.16363491477046324,0.028117359413203445,0.1355175553572598,0.03,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,30,close_vs_E20_R,median,46,37,-0.03636508522953677,-0.17188264058679656,0.1355175553572598,0.03,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,30,post_e20_peak_R,median,46,37,0.2762901655306692,0.2826855123674839,-0.006395346836814697,0.03,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,30,post_e20_giveback_from_peak_R,median,46,37,0.17194092827004107,0.25462962962962704,-0.08268870135958598,0.03,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,30,post_e20_mae_below_E20_R,median,46,37,0.19600798403193362,0.23314917127071721,-0.037141187238783596,0.03,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,30,closes_ge_E20,median,46,37,1.0,1.0,0.0,1.0,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,30,fraction_closes_ge_E20,median,46,37,0.14285714285714285,0.14285714285714285,0.0,0.1,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,30,consecutive_closes_ge_E20,median,46,37,0.0,0.0,0.0,1.0,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,30,E25_by_snapshot,rate,152,90,0.19078947368421054,0.3,-0.10921052631578945,0.1,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,30,E30_by_snapshot,rate,152,90,0.13815789473684212,0.18888888888888888,-0.050730994152046766,0.1,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,30,closed_back_le_E10,rate,152,90,0.19078947368421054,0.32222222222222224,-0.1314327485380117,0.1,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,30,closed_back_le_H,rate,152,90,0.05921052631578947,0.18888888888888888,-0.12967836257309942,0.1,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,60,close_R,median,28,19,0.11519866385372698,-0.012867647058822282,0.12806631091254927,0.03,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,60,close_vs_E20_R,median,28,19,-0.08480133614627303,-0.2128676470588223,0.12806631091254927,0.03,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,60,post_e20_peak_R,median,28,19,0.2658758349632786,0.27536231884057727,-0.009486483877298668,0.03,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,60,post_e20_giveback_from_peak_R,median,28,19,0.2450770088806895,0.29779411764705976,-0.05271710876637026,0.03,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,60,post_e20_mae_below_E20_R,median,28,19,0.2263473727637569,0.29842519685039487,-0.07207782408663796,0.03,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,60,closes_ge_E20,median,28,19,2.0,1.0,1.0,1.0,True
CENTRAL,reference_validation,POOLED,SNAPSHOT,60,fraction_closes_ge_E20,median,28,19,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.1,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,60,consecutive_closes_ge_E20,median,28,19,0.0,0.0,0.0,1.0,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,60,E25_by_snapshot,rate,152,90,0.125,0.15555555555555556,-0.030555555555555558,0.1,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,60,E30_by_snapshot,rate,152,90,0.07236842105263158,0.1,-0.027631578947368424,0.1,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,60,closed_back_le_E10,rate,152,90,0.1513157894736842,0.17777777777777778,-0.026461988304093575,0.1,False
CENTRAL,reference_validation,POOLED,SNAPSHOT,60,closed_back_le_H,rate,152,90,0.06578947368421052,0.12222222222222222,-0.056432748538011696,0.1,False
CENTRAL,reference_validation,PARENT,ANCHOR,0,entry_to_e20_min,median,114,63,10.0,5.0,5.0,10.0,False
CENTRAL,reference_validation,PARENT,ANCHOR,0,break_to_e20_min,median,72,49,5.0,5.0,0.0,10.0,False
CENTRAL,reference_validation,PARENT,ANCHOR,0,e20_bar_close_R,median,114,63,0.22051202467951403,0.14876957494407303,0.071742449735441,0.03,True
CENTRAL,reference_validation,PARENT,ANCHOR,0,e20_bar_close_vs_E20_R,median,114,63,0.020512024679514004,-0.05123042505592698,0.07174244973544099,0.03,True
CENTRAL,reference_validation,PARENT,ANCHOR,0,running_mae_R_to_E20,median,114,63,0.19290783519885718,0.15175097276264102,0.04115686243621616,0.03,True
CENTRAL,reference_validation,PARENT,ANCHOR,0,closes_gt_H_to_E20,median,114,63,2.0,2.0,0.0,1.0,False
CENTRAL,reference_validation,PARENT,ANCHOR,0,closes_ge_E10_to_E20,median,114,63,1.0,1.0,0.0,1.0,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,5,close_R,median,67,58,0.16363636363636316,0.09871946414499594,0.06491689949136722,0.03,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,5,close_vs_E20_R,median,67,58,-0.03636363636363685,-0.10128053585500407,0.06491689949136722,0.03,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,5,post_e20_peak_R,median,67,58,0.2688588007736909,0.2631066849816845,0.005752115792006407,0.03,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,5,post_e20_giveback_from_peak_R,median,67,58,0.11377245508981908,0.17438011555127236,-0.060607660461453286,0.03,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,5,post_e20_mae_below_E20_R,median,67,58,0.18663697104676885,0.21290191290191113,-0.026264941855142276,0.03,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,5,closes_ge_E20,median,67,58,1.0,0.0,1.0,1.0,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,5,fraction_closes_ge_E20,median,67,58,0.5,0.0,0.5,0.1,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,5,consecutive_closes_ge_E20,median,67,58,0.0,0.0,0.0,1.0,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,5,E25_by_snapshot,rate,114,63,0.3508771929824561,0.5873015873015873,-0.2364243943191312,0.1,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,5,E30_by_snapshot,rate,114,63,0.24561403508771928,0.2698412698412698,-0.02422723475355054,0.1,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,5,closed_back_le_E10,rate,114,63,0.15789473684210525,0.49206349206349204,-0.3341687552213868,0.1,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,5,closed_back_le_H,rate,114,63,0.06140350877192982,0.14285714285714285,-0.08145363408521303,0.1,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,10,close_R,median,54,52,0.16291786513263518,0.08666067029056265,0.07625719484207252,0.03,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,10,close_vs_E20_R,median,54,52,-0.03708213486736482,-0.11333932970943736,0.07625719484207254,0.03,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,10,post_e20_peak_R,median,54,52,0.2684500189435468,0.27163640956744434,-0.003186390623897528,0.03,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,10,post_e20_giveback_from_peak_R,median,54,52,0.1436388032132725,0.20143427139807896,-0.057795468184806464,0.03,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,10,post_e20_mae_below_E20_R,median,54,52,0.19195940103598458,0.22670940170939297,-0.03475000067340839,0.03,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,10,closes_ge_E20,median,54,52,1.0,0.0,1.0,1.0,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,10,fraction_closes_ge_E20,median,54,52,0.3333333333333333,0.0,0.3333333333333333,0.1,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,10,consecutive_closes_ge_E20,median,54,52,0.0,0.0,0.0,1.0,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,10,E25_by_snapshot,rate,114,63,0.2982456140350877,0.5714285714285714,-0.2731829573934837,0.1,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,10,E30_by_snapshot,rate,114,63,0.19298245614035087,0.25396825396825395,-0.06098579782790309,0.1,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,10,closed_back_le_E10,rate,114,63,0.16666666666666666,0.5396825396825397,-0.373015873015873,0.1,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,10,closed_back_le_H,rate,114,63,0.07017543859649122,0.15873015873015872,-0.0885547201336675,0.1,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,15,close_R,median,45,45,0.13636363636364224,0.05963302752294041,0.07673060884070182,0.03,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,15,close_vs_E20_R,median,45,45,-0.06363636363635777,-0.1403669724770596,0.07673060884070182,0.03,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,15,post_e20_peak_R,median,45,45,0.27678571428571525,0.27536231884057727,0.001423395445137976,0.03,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,15,post_e20_giveback_from_peak_R,median,45,45,0.1573033707865174,0.2269503546099225,-0.06964698382340509,0.03,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,15,post_e20_mae_below_E20_R,median,45,45,0.22083333333333602,0.2183486238532048,0.002484709480131214,0.03,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,15,closes_ge_E20,median,45,45,1.0,1.0,0.0,1.0,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,15,fraction_closes_ge_E20,median,45,45,0.25,0.25,0.0,0.1,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,15,consecutive_closes_ge_E20,median,45,45,0.0,0.0,0.0,1.0,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,15,E25_by_snapshot,rate,114,63,0.23684210526315788,0.5079365079365079,-0.27109440267335005,0.1,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,15,E30_by_snapshot,rate,114,63,0.18421052631578946,0.25396825396825395,-0.06975772765246449,0.1,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,15,closed_back_le_E10,rate,114,63,0.20175438596491227,0.5079365079365079,-0.30618212197159567,0.1,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,15,closed_back_le_H,rate,114,63,0.07894736842105263,0.23809523809523808,-0.15914786967418545,0.1,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,30,close_R,median,36,25,0.15980933959657323,-0.0217391304347835,0.18154847003135674,0.03,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,30,close_vs_E20_R,median,36,25,-0.040190660403426795,-0.22173913043478352,0.1815484700313567,0.03,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,30,post_e20_peak_R,median,36,25,0.251698641087128,0.2807017543859683,-0.029003113298840255,0.03,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,30,post_e20_giveback_from_peak_R,median,36,25,0.17995446538030022,0.2968197879858656,-0.1168653226055654,0.03,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,30,post_e20_mae_below_E20_R,median,36,25,0.21041666666666642,0.2595238095238053,-0.04910714285713891,0.03,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,30,closes_ge_E20,median,36,25,1.0,1.0,0.0,1.0,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,30,fraction_closes_ge_E20,median,36,25,0.14285714285714285,0.14285714285714285,0.0,0.1,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,30,consecutive_closes_ge_E20,median,36,25,0.0,0.0,0.0,1.0,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,30,E25_by_snapshot,rate,114,63,0.16666666666666666,0.31746031746031744,-0.15079365079365079,0.1,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,30,E30_by_snapshot,rate,114,63,0.13157894736842105,0.1746031746031746,-0.04302422723475355,0.1,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,30,closed_back_le_E10,rate,114,63,0.19298245614035087,0.31746031746031744,-0.12447786131996658,0.1,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,30,closed_back_le_H,rate,114,63,0.07894736842105263,0.23809523809523808,-0.15914786967418545,0.1,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,60,close_R,median,23,16,0.08461538461538436,-0.09759038628024645,0.1822057708956308,0.03,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,60,close_vs_E20_R,median,23,16,-0.11538461538461565,-0.2975903862802465,0.18220577089563084,0.03,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,60,post_e20_peak_R,median,23,16,0.25392670157068076,0.26516382456082765,-0.011237122990146897,0.03,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,60,post_e20_giveback_from_peak_R,median,23,16,0.2730538922155692,0.3938347693449298,-0.12078087712936059,0.03,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,60,post_e20_mae_below_E20_R,median,23,16,0.23370786516854272,0.3546812442254379,-0.12097337905689518,0.03,True
CENTRAL,reference_validation,PARENT,SNAPSHOT,60,closes_ge_E20,median,23,16,1.0,1.0,0.0,1.0,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,60,fraction_closes_ge_E20,median,23,16,0.07692307692307693,0.07692307692307693,0.0,0.1,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,60,consecutive_closes_ge_E20,median,23,16,0.0,0.0,0.0,1.0,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,60,E25_by_snapshot,rate,114,63,0.12280701754385964,0.1746031746031746,-0.05179615705931495,0.1,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,60,E30_by_snapshot,rate,114,63,0.07017543859649122,0.09523809523809523,-0.02506265664160401,0.1,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,60,closed_back_le_E10,rate,114,63,0.16666666666666666,0.23809523809523808,-0.07142857142857142,0.1,False
CENTRAL,reference_validation,PARENT,SNAPSHOT,60,closed_back_le_H,rate,114,63,0.08771929824561403,0.1746031746031746,-0.08688387635756056,0.1,False
CENTRAL,reference_validation,REC_H2,ANCHOR,0,entry_to_e20_min,median,38,27,7.5,15.0,-7.5,10.0,False
CENTRAL,reference_validation,REC_H2,ANCHOR,0,break_to_e20_min,median,37,27,5.0,5.0,0.0,10.0,False
CENTRAL,reference_validation,REC_H2,ANCHOR,0,e20_bar_close_R,median,38,27,0.22589488570501037,0.1879518072289157,0.03794307847609468,0.03,True
CENTRAL,reference_validation,REC_H2,ANCHOR,0,e20_bar_close_vs_E20_R,median,38,27,0.025894885705010348,-0.01204819277108432,0.03794307847609467,0.03,True
CENTRAL,reference_validation,REC_H2,ANCHOR,0,running_mae_R_to_E20,median,38,27,0.11526650581267725,0.17520215633423297,-0.05993565052155572,0.03,True
CENTRAL,reference_validation,REC_H2,ANCHOR,0,closes_gt_H_to_E20,median,38,27,2.0,2.0,0.0,1.0,False
