role,partition,component,outcome,snapshot_min,n,close_R_q25,close_R_q50,close_R_q75,close_R_n,close_vs_E20_R_q25,close_vs_E20_R_q50,close_vs_E20_R_q75,close_vs_E20_R_n,post_e20_peak_R_q25,post_e20_peak_R_q50,post_e20_peak_R_q75,post_e20_peak_R_n,post_e20_giveback_from_peak_R_q25,post_e20_giveback_from_peak_R_q50,post_e20_giveback_from_peak_R_q75,post_e20_giveback_from_peak_R_n,post_e20_mae_below_E20_R_q25,post_e20_mae_below_E20_R_q50,post_e20_mae_below_E20_R_q75,post_e20_mae_below_E20_R_n,closes_ge_E20_q25,closes_ge_E20_q50,closes_ge_E20_q75,closes_ge_E20_n,fraction_closes_ge_E20_q25,fraction_closes_ge_E20_q50,fraction_closes_ge_E20_q75,fraction_closes_ge_E20_n,closes_gt_H_q25,closes_gt_H_q50,closes_gt_H_q75,closes_gt_H_n,fraction_closes_gt_H_q25,fraction_closes_gt_H_q50,fraction_closes_gt_H_q75,fraction_closes_gt_H_n,consecutive_closes_ge_E20_q25,consecutive_closes_ge_E20_q50,consecutive_closes_ge_E20_q75,consecutive_closes_ge_E20_n,baseline_exited_by_snapshot_rate,E25_by_snapshot_rate,E30_by_snapshot_rate,closed_back_le_E10_rate,closed_back_le_H_rate
REF_SUPPORT,external,REC_H2,E20_STALLER,30,21,0.04747598237760853,0.10687852862377967,0.20800455788322791,6,-0.15252401762239148,-0.09312147137622034,0.008004557883227896,6,0.22812326532435445,0.2874469050044268,0.31675424444642164,6,0.2004324278269352,0.22462503487181046,0.26644511545081573,6,0.2131739634493481,0.2343743845940124,0.24778644733631572,6,0.25,2.0,3.0,6,0.03571428571428571,0.2857142857142857,0.42857142857142855,6,7.0,7.0,7.0,6,1.0,1.0,1.0,6,0.0,0.0,1.5,6,0.7142857142857143,0.19047619047619047,0.09523809523809523,0.23809523809523808,0.0
REF_SUPPORT,external,REC_H2,E20_STALLER,60,21,0.1094124170559154,0.1522497076754793,0.189967915941148,4,-0.09058758294408462,-0.0477502923245207,-0.010032084058851996,4,0.26506938481375386,0.3148026395606782,0.3517989124932253,4,0.24672725535371148,0.2704066591120583,0.2813316183003637,4,0.2169976906859164,0.2343743845940124,0.24826496550086521,4,1.5,3.5,5.5,4,0.11538461538461539,0.2692307692307693,0.4230769230769231,4,13.0,13.0,13.0,4,1.0,1.0,1.0,4,0.0,0.0,0.25,4,0.8095238095238095,0.14285714285714285,0.09523809523809523,0.19047619047619047,0.0
REF_SUPPORT,reference_validation,REC_H2,E20_STALLER,5,24,0.05531617914797576,0.1158514492753614,0.15333569071192982,22,-0.14468382085202425,-0.08414855072463862,-0.04666430928807018,22,0.22349720026350192,0.2719328248452312,0.306278062023597,22,0.12109220006264913,0.14632944365242545,0.20493258207400383,22,0.12500442509204185,0.15786575883662812,0.2045962376354224,22,0.0,0.0,1.0,22,0.0,0.0,0.5,22,2.0,2.0,2.0,22,1.0,1.0,1.0,22,0.0,0.0,0.0,22,0.08333333333333333,0.5416666666666666,0.25,0.4166666666666667,0.125
REF_SUPPORT,reference_validation,REC_H2,E20_STALLER,10,24,0.032966040462429166,0.11275964391691713,0.15635704874835318,19,-0.16703395953757083,-0.08724035608308288,-0.04364295125164683,19,0.21770980530695558,0.27062706270628956,0.32978008081182053,19,0.11732773595830764,0.17702448210922736,0.24202188283564743,19,0.12910091268770632,0.1897959183673434,0.2014204545454554,19,0.0,0.0,1.0,19,0.0,0.0,0.3333333333333333,19,3.0,3.0,3.0,19,1.0,1.0,1.0,19,0.0,0.0,0.0,19,0.20833333333333334,0.4166666666666667,0.2916666666666667,0.375,0.041666666666666664
REF_SUPPORT,reference_validation,REC_H2,E20_STALLER,15,24,0.005985425132104269,0.06284452957116185,0.15556374355195648,18,-0.19401457486789575,-0.13715547042883813,-0.04443625644804352,18,0.22349720026350192,0.27115168164216036,0.33485703710558035,18,0.11548204979733509,0.23464289213284936,0.29606792796899845,18,0.13271405602790196,0.1971962616822433,0.22852305955983185,18,0.0,0.5,1.0,18,0.0,0.125,0.25,18,4.0,4.0,4.0,18,1.0,1.0,1.0,18,0.0,0.0,0.0,18,0.25,0.4166666666666667,0.2916666666666667,0.4583333333333333,0.16666666666666666
REF_SUPPORT,reference_validation,REC_H2,E20_STALLER,30,24,0.032835412405291316,0.07370738922880493,0.17334618506493837,12,-0.1671645875947087,-0.12629261077119508,-0.026653814935061637,12,0.21736673790378547,0.2631469979296064,0.3499123426504151,12,0.17960130736981475,0.20258512296936848,0.27507151029748267,12,0.17300676669608273,0.1971962616822433,0.2083824132403925,12,0.0,0.5,1.25,12,0.0,0.07142857142857142,0.17857142857142855,12,7.0,7.0,7.0,12,1.0,1.0,1.0,12,0.0,0.0,0.0,12,0.5,0.25,0.20833333333333334,0.4166666666666667,0.041666666666666664
REF_SUPPORT,reference_validation,REC_H2,E20_STALLER,60,24,0.10654205607476519,0.1122159090909101,0.22598870056497486,5,-0.09345794392523482,-0.08778409090908991,0.025988700564974848,5,0.23437500000000308,0.3196261682243009,0.3634651600753307,5,0.20338983050847148,0.20388349514562937,0.21974522292993454,5,0.09265536723163653,0.1943925233644847,0.20284090909090893,5,0.0,3.0,8.0,5,0.0,0.23076923076923078,0.6153846153846154,5,13.0,13.0,13.0,5,1.0,1.0,1.0,5,0.0,0.0,2.0,5,0.7916666666666666,0.125,0.125,0.125,0.0
REF_SUPPORT,reference_validation,REC_H2,E20_TO_E40_CONTINUATION,5,50,0.19181505779444125,0.27717573081811864,0.31530082987552704,26,-0.008184942205558758,0.07717573081811865,0.11530082987552705,26,0.31279461279461307,0.33682286785379767,0.36201298701298223,26,0.058508133561647496,0.08360222029175203,0.11813166643942771,26,0.10175202156333518,0.15913978494623748,0.1939212140465738,26,1.0,1.0,2.0,26,0.5,0.5,1.0,26,2.0,2.0,2.0,26,1.0,1.0,1.0,26,0.0,1.0,2.0,26,0.48,0.46,0.42,0.02,0.0
REF_SUPPORT,reference_validation,REC_H2,E20_TO_E40_CONTINUATION,10,50,0.19301624144724833,0.2469696969696965,0.2747790672913122,19,-0.0069837585527516705,0.046969696969696495,0.07477906729131217,19,0.317805637495901,0.35040431266846855,0.37633928571428826,19,0.09771784232366038,0.11859838274932617,0.1572200409409718,19,0.11805929919136945,0.1513274336283177,0.18505672654085575,19,1.5,2.0,3.0,19,0.5,0.6666666666666666,1.0,19,3.0,3.0,3.0,19,1.0,1.0,1.0,19,0.0,1.0,3.0,19,0.62,0.32,0.3,0.02,0.0
REF_SUPPORT,reference_validation,REC_H2,E20_TO_E40_CONTINUATION,15,50,0.1414141414141591,0.280238500851791,0.31451612903225984,13,-0.05858585858584092,0.08023850085179096,0.11451612903225983,13,0.333645735707592,0.3545454545454554,0.3854447439353139,13,0.10391822827938921,0.12859884836852492,0.19354838709678232,13,0.14283036551077546,0.15719844357976553,0.1834024896265593,13,2.0,2.0,3.0,13,0.5,0.5,0.75,13,4.0,4.0,4.0,13,1.0,1.0,1.0,13,0.0,1.0,3.0,13,0.74,0.22,0.22,0.04,0.0
REF_SUPPORT,reference_validation,REC_H2,E20_TO_E40_CONTINUATION,30,50,0.07003891050583942,0.16402116402116518,0.22580645161290508,9,-0.12996108949416058,-0.03597883597883483,0.025806451612905068,9,0.3148148148148141,0.34343434343435353,0.3790322580645168,9,0.14821124361158536,0.20202020202019447,0.21693121693121506,9,0.151612903225809,0.1833333333333347,0.21499531396438476,9,2.0,3.0,4.0,9,0.2857142857142857,0.42857142857142855,0.5714285714285714,9,7.0,7.0,7.0,9,1.0,1.0,1.0,9,0.0,0.0,4.0,9,0.82,0.14,0.14,0.1,0.0
REF_SUPPORT,reference_validation,REC_H2,E20_TO_E40_CONTINUATION,60,50,0.16213683223992426,0.195777351247597,0.21164021164021457,5,-0.037863167760075755,-0.004222648752403024,0.01164021164021456,5,0.24952015355086007,0.3148148148148141,0.333645735707592,5,0.21011673151751825,0.21693121693121506,0.285848172446112,5,0.18080614203455006,0.21499531396438476,0.22424242424242288,5,0.0,2.0,5.0,5,0.0,0.15384615384615385,0.38461538461538464,5,13.0,13.0,13.0,5,1.0,1.0,1.0,5,0.0,0.0,3.0,5,0.9,0.06,0.06,0.08,0.0
CENTRAL,development,POOLED,E20_TO_E40_CONTINUATION,5,305,0.11506520414794214,0.17056074766355273,0.23217367117878956,159,-0.08493479585205788,-0.029439252336447286,0.03217367117878957,159,0.23975696770805888,0.29645635263611775,0.3459788596459419,159,0.07328136979299621,0.11724259520451648,0.19454447376478018,159,0.13021436132276593,0.19999999999999724,0.28572640509013936,159,0.0,1.0,1.0,159,0.0,0.5,0.5,159,2.0,2.0,2.0,159,1.0,1.0,1.0,159,0.0,0.0,1.0,159,0.4786885245901639,0.3639344262295082,0.24918032786885247,0.14754098360655737,0.03278688524590164
CENTRAL,development,POOLED,E20_TO_E40_CONTINUATION,10,305,0.10590480320936815,0.18472906403940767,0.24588094605368033,123,-0.09409519679063186,-0.015270935960592341,0.045880946053680316,123,0.24736137740331476,0.2950504565112953,0.34873129472999576,123,0.10633206241525373,0.16286826014452768,0.22514361456409537,123,0.14943961450901316,0.20903719151894698,0.2960657103743851,123,0.0,1.0,2.0,123,0.0,0.3333333333333333,0.6666666666666666,123,3.0,3.0,3.0,123,1.0,1.0,1.0,123,0.0,0.0,1.0,123,0.5967213114754099,0.2983606557377049,0.2,0.1737704918032787,0.05245901639344262
CENTRAL,development,POOLED,E20_TO_E40_CONTINUATION,15,305,0.07950069077546151,0.17391304347825687,0.24970352543140795,99,-0.1204993092245385,-0.026086956521743143,0.04970352543140795,99,0.25453514739229055,0.30249632892804723,0.3538822035844047,99,0.11560536836093593,0.17657281890858817,0.2459088898717391,99,0.15019752770110517,0.20766026071764465,0.29132118746754415,99,0.0,1.0,2.0,99,0.0,0.25,0.5,99,4.0,4.0,4.0,99,1.0,1.0,1.0,99,0.0,0.0,2.0,99,0.6754098360655738,0.24918032786885247,0.16393442622950818,0.15737704918032788,0.05245901639344262
CENTRAL,development,POOLED,E20_TO_E40_CONTINUATION,30,305,0.05574510650368519,0.1457579567057041,0.2545113041263697,68,-0.14425489349631482,-0.05424204329429591,0.054511304126369675,68,0.2577563078407109,0.3121916213606364,0.36129874901420184,68,0.13430656127966845,0.22675057686367756,0.30517525156173897,68,0.16341498063396875,0.22467398426588375,0.31435608726249176,68,0.0,1.0,4.0,68,0.0,0.14285714285714285,0.5714285714285714,68,6.0,7.0,7.0,68,0.8571428571428571,1.0,1.0,68,0.0,0.0,1.0,68,0.7770491803278688,0.1737704918032787,0.12459016393442623,0.1540983606557377,0.06557377049180328
CENTRAL,development,POOLED,E20_TO_E40_CONTINUATION,60,305,-0.015601426416131332,0.0865655853314498,0.16318437659901175,43,-0.21560142641613134,-0.11343441466855021,-0.03681562340098826,43,0.2676925596531917,0.3333333333333334,0.3654665118079784,43,0.23037937479275167,0.30645977399224267,0.42142784876561534,43,0.21007017468503159,0.28830275229357427,0.4077158568377194,43,0.0,2.0,4.0,43,0.0,0.15384615384615385,0.3076923076923077,43,8.0,12.0,13.0,43,0.6153846153846154,0.9230769230769231,1.0,43,0.0,0.0,0.0,43,0.8590163934426229,0.11475409836065574,0.08196721311475409,0.12459016393442623,0.07213114754098361
CENTRAL,development,POOLED,E20_STALLER,5,166,0.012915239088336559,0.10253491367336272,0.17979940461352284,152,-0.18708476091166346,-0.09746508632663729,-0.020200595386477158,152,0.22312547639878513,0.26015990388603927,0.30605103127451716,152,0.10306484508143968,0.17327948527249287,0.25565057514214196,152,0.1478364416591193,0.2219666983744843,0.30957138507092963,152,0.0,0.0,1.0,152,0.0,0.0,0.5,152,2.0,2.0,2.0,152,1.0,1.0,1.0,152,0.0,0.0,0.0,152,0.08433734939759036,0.5240963855421686,0.24096385542168675,0.4819277108433735,0.21084337349397592
CENTRAL,development,POOLED,E20_STALLER,10,166,-0.012246929970131347,0.06603773584905825,0.15970326645739422,127,-0.21224692997013134,-0.13396226415094176,-0.040296733542605795,127,0.2285216718266227,0.27685325264750293,0.31546472666426867,127,0.1396419437340169,0.20910075839653466,0.3170280274986809,127,0.15937609636299777,0.23053435114503745,0.3225903239633319,127,0.0,0.0,1.0,127,0.0,0.0,0.3333333333333333,127,2.0,3.0,3.0,127,0.6666666666666666,1.0,1.0,127,0.0,0.0,0.0,127,0.23493975903614459,0.5,0.25903614457831325,0.4879518072289157,0.24096385542168675
CENTRAL,development,POOLED,E20_STALLER,15,166,0.0024481327800828815,0.08958487043620182,0.1630617716465439,102,-0.19755186721991713,-0.11041512956379819,-0.03693822835345611,102,0.23922625875612324,0.2809331384945718,0.31701305622168774,102,0.15754132231404974,0.2077629222317779,0.30294117647058905,102,0.14846712195850503,0.21968399386622595,0.31084364970197104,102,0.0,1.0,1.75,102,0.0,0.25,0.4375,102,3.0,4.0,4.0,102,0.75,1.0,1.0,102,0.0,0.0,0.0,102,0.3855421686746988,0.43373493975903615,0.22289156626506024,0.39759036144578314,0.16265060240963855
CENTRAL,development,POOLED,E20_STALLER,30,166,-0.04098569969356658,0.08196721311475214,0.1521270249185429,79,-0.2409856996935666,-0.11803278688524788,-0.04787297508145709,79,0.2508064516129058,0.290576550387597,0.3371846544260354,79,0.18669117647058858,0.2573529411764676,0.3455953966956356,79,0.15722740315638517,0.2361247947454852,0.3447886600799318,79,0.0,1.0,2.0,79,0.0,0.14285714285714285,0.2857142857142857,79,6.0,7.0,7.0,79,0.8571428571428571,1.0,1.0,79,0.0,0.0,0.0,79,0.5240963855421686,0.3614457831325301,0.1927710843373494,0.39759036144578314,0.1566265060240964
CENTRAL,development,POOLED,E20_STALLER,60,166,-0.2227783284413904,0.011486619441162957,0.14157692479556708,50,-0.4227783284413904,-0.18851338055883704,-0.05842307520443293,50,0.24647231553209625,0.2979745025616566,0.3434303697875695,50,0.25033116826108937,0.3497625137011303,0.5439482153058168,50,0.18808097841744642,0.3119281045751623,0.523609222583507,50,0.0,1.0,4.0,50,0.0,0.07692307692307693,0.3076923076923077,50,4.25,12.0,13.0,50,0.3269230769230769,0.9230769230769231,1.0,50,0.0,0.0,0.0,50,0.6987951807228916,0.21686746987951808,0.14457831325301204,0.26506024096385544,0.1566265060240964
CENTRAL,external,POOLED,E20_STALLER,5,82,0.03764866946179783,0.11106365834004861,0.1939700532679603,78,-0.16235133053820217,-0.0889363416599514,-0.006029946732039729,78,0.2248296256947776,0.2611237406598884,0.31430033537114743,78,0.09231149945837319,0.16254563723333557,0.20839680424422385,78,0.1550240004827717,0.20539358535925342,0.2655804795381492,78,0.0,1.0,1.0,78,0.0,0.5,0.5,78,2.0,2.0,2.0,78,1.0,1.0,1.0,78,0.0,0.0,0.0,78,0.04878048780487805,0.5121951219512195,0.2804878048780488,0.47560975609756095,0.0975609756097561
CENTRAL,external,POOLED,E20_STALLER,10,82,0.005002378708050831,0.08911593539527907,0.1547726933227136,72,-0.1949976212919492,-0.11088406460472094,-0.04522730667728642,72,0.22515417902906176,0.26383517343465673,0.3156256803239427,72,0.12794320630218273,0.20534715055238345,0.26404331613953447,72,0.16445496084665845,0.22566156497356726,0.27571716168656113,72,0.0,1.0,1.0,72,0.0,0.3333333333333333,0.3333333333333333,72,3.0,3.0,3.0,72,1.0,1.0,1.0,72,0.0,0.0,0.0,72,0.12195121951219512,0.5,0.25609756097560976,0.5365853658536586,0.1951219512195122
CENTRAL,external,POOLED,E20_STALLER,15,82,0.03473181055365277,0.09269758251309174,0.1831561561011505,58,-0.16526818944634725,-0.10730241748690827,-0.016843843898849513,58,0.23329059614784015,0.27051966396228855,0.3312200698452487,58,0.1519893361110885,0.2120435282366279,0.2685144589300562,58,0.1554475776389379,0.2216678645798863,0.26542919590923586,58,0.0,1.0,2.0,58,0.0,0.25,0.5,58,4.0,4.0,4.0,58,1.0,1.0,1.0,58,0.0,0.0,0.0,58,0.2926829268292683,0.4634146341463415,0.24390243902439024,0.45121951219512196,0.0975609756097561
CENTRAL,external,POOLED,E20_STALLER,30,82,0.0015863957134887117,0.06801751900496003,0.16900838755195202,38,-0.19841360428651128,-0.13198248099503998,-0.030991612448047982,38,0.25199073151315987,0.28036922001739933,0.3490807643300891,38,0.1949489215849625,0.23015673243930937,0.327238780487366,38,0.18924096420224512,0.23168068846386555,0.273876537232013,38,1.0,1.0,3.0,38,0.14285714285714285,0.14285714285714285,0.42857142857142855,38,6.0,7.0,7.0,38,0.8571428571428571,1.0,1.0,38,0.0,0.0,0.0,38,0.5365853658536586,0.35365853658536583,0.21951219512195122,0.32926829268292684,0.13414634146341464
CENTRAL,external,POOLED,E20_STALLER,60,82,0.07224583413550498,0.1100654664484447,0.15594222456402768,19,-0.12775416586449503,-0.08993453355155531,-0.044057775435972335,19,0.2734193951316104,0.3149518874907475,0.3461270484205683,19,0.23249764238656107,0.2518518518518518,0.2895614744707149,19,0.18089654364399244,0.22053844018873242,0.24991787455756392,19,1.0,4.0,5.5,19,0.07692307692307693,0.3076923076923077,0.42307692307692313,19,13.0,13.0,13.0,19,1.0,1.0,1.0,19,0.0,0.0,0.0,19,0.7682926829268293,0.18292682926829268,0.13414634146341464,0.18292682926829268,0.04878048780487805
CENTRAL,external,POOLED,E20_TO_E40_CONTINUATION,5,128,0.1427046576543901,0.20990227585091453,0.2756736929219796,88,-0.0572953423456099,0.009902275850914535,0.07567369292197955,88,0.2408675328317645,0.2809880562774745,0.33628214545868135,88,0.050417098201677585,0.08214997021592352,0.12959528924136526,88,0.1021274676970393,0.15682251715518458,0.2575568980537929,88,0.0,1.0,2.0,88,0.0,0.5,1.0,88,2.0,2.0,2.0,88,1.0,1.0,1.0,88,0.0,1.0,2.0,88,0.3125,0.4453125,0.2578125,0.1171875,0.015625
CENTRAL,external,POOLED,E20_TO_E40_CONTINUATION,10,128,0.15695681973954675,0.22621107266435866,0.2829169480081033,73,-0.043043180260453257,0.026211072664358653,0.08291694800810329,73,0.2484210526315845,0.29657345411579356,0.34347048300536426,73,0.0679785330948113,0.1137218045112782,0.16731886635835438,73,0.1115987460815048,0.17076023391812412,0.27416563658838217,73,1.0,1.0,2.0,73,0.3333333333333333,0.3333333333333333,0.6666666666666666,73,3.0,3.0,3.0,73,1.0,1.0,1.0,73,0.0,1.0,2.0,73,0.4296875,0.421875,0.28125,0.171875,0.0234375
CENTRAL,external,POOLED,E20_TO_E40_CONTINUATION,15,128,0.1605049594229008,0.22657952069716214,0.28070175438596645,65,-0.03949504057709921,0.02657952069716213,0.08070175438596644,65,0.254385964912277,0.3193885760257443,0.35855855855855684,65,0.08245647599005132,0.12300059241706167,0.1897926634768745,65,0.12011278195488735,0.16798886569241167,0.27416563658838217,65,1.0,2.0,3.0,65,0.25,0.5,0.75,65,4.0,4.0,4.0,65,1.0,1.0,1.0,65,0.0,1.0,3.0,65,0.4921875,0.3984375,0.3125,0.1796875,0.0234375
CENTRAL,external,POOLED,E20_TO_E40_CONTINUATION,30,128,0.12937680739490642,0.21376146788990483,0.2771437850491324,43,-0.0706231926050936,0.013761467889904816,0.07714378504913239,43,0.28913040036323767,0.330687830687829,0.35994688859150165,43,0.13029023478554086,0.17767869206863907,0.21781485369764517,43,0.12699597411825253,0.17923875432525993,0.24587796747630614,43,1.5,4.0,5.5,43,0.21428571428571427,0.5714285714285714,0.7857142857142857,43,7.0,7.0,7.0,43,1.0,1.0,1.0,43,0.0,1.0,3.5,43,0.6640625,0.2890625,0.2421875,0.15625,0.03125
CENTRAL,external,POOLED,E20_TO_E40_CONTINUATION,60,128,0.11692594349541893,0.216797800739407,0.28391210724676663,23,-0.08307405650458108,0.01679780073940698,0.08391210724676662,23,0.29812919082697764,0.3408840388007035,0.3799328172332933,23,0.1752616693825901,0.24487433862433733,0.2849939244866795,23,0.14964214325024675,0.20828157349896198,0.2681317933349324,23,1.5,6.0,8.0,23,0.11538461538461539,0.46153846153846156,0.6153846153846154,23,13.0,13.0,13.0,23,1.0,1.0,1.0,23,0.0,1.0,3.5,23,0.8203125,0.1484375,0.1328125,0.1171875,0.0234375
CENTRAL,reference_validation,POOLED,E20_TO_E40_CONTINUATION,5,152,0.11774020517175886,0.1685393258427029,0.2461087144089622,87,-0.08225979482824115,-0.031460674157297114,0.04610871440896218,87,0.23760432007855198,0.27373417721519017,0.3250061988594136,87,0.06832298136646095,0.10576923076921736,0.15723856110694429,87,0.11256283320639904,0.1836309523809495,0.2731510300874433,87,0.0,1.0,2.0,87,0.0,0.5,1.0,87,2.0,2.0,2.0,87,1.0,1.0,1.0,87,0.0,0.0,2.0,87,0.4276315789473684,0.3684210526315789,0.23026315789473684,0.13815789473684212,0.046052631578947366
CENTRAL,reference_validation,POOLED,E20_TO_E40_CONTINUATION,10,152,0.10360360360359905,0.17030567685589604,0.23501199040767382,73,-0.09639639639640096,-0.029694323144103973,0.035011990407673804,73,0.24125874125874172,0.27678571428571525,0.32291666666666635,73,0.09284332688587782,0.142857142857154,0.19081272084806483,73,0.12099322799097077,0.18571428571428522,0.293247588424438,73,0.0,1.0,2.0,73,0.0,0.3333333333333333,0.6666666666666666,73,3.0,3.0,3.0,73,1.0,1.0,1.0,73,0.0,0.0,1.0,73,0.5197368421052632,0.3223684210526316,0.19736842105263158,0.1513157894736842,0.05263157894736842
CENTRAL,reference_validation,POOLED,E20_TO_E40_CONTINUATION,15,152,0.05236950549450263,0.16937604590007438,0.24673800511620642,60,-0.14763049450549737,-0.030623954099925632,0.046738005116206405,60,0.24123344501158014,0.2923144460148178,0.33503261181192445,60,0.11547590068159841,0.15253541995763237,0.2533855869047914,60,0.1235926449787831,0.19774108628496853,0.30591765189862496,60,0.0,1.0,2.0,60,0.0,0.25,0.5,60,4.0,4.0,4.0,60,1.0,1.0,1.0,60,0.0,0.0,1.0,60,0.6052631578947368,0.26973684210526316,0.19078947368421054,0.19078947368421054,0.05921052631578947
CENTRAL,reference_validation,POOLED,E20_TO_E40_CONTINUATION,30,152,0.07531961903127239,0.16363491477046324,0.21000961919311795,46,-0.12468038096872762,-0.03636508522953677,0.01000961919311795,46,0.2389020321504394,0.2762901655306692,0.33771687729646727,46,0.14338613274783496,0.17194092827004107,0.2609636049301774,46,0.12429278642149799,0.19600798403193362,0.2741560207142034,46,0.0,1.0,3.0,46,0.0,0.14285714285714285,0.42857142857142855,46,7.0,7.0,7.0,46,1.0,1.0,1.0,46,0.0,0.0,1.0,46,0.6973684210526315,0.19078947368421054,0.13815789473684212,0.19078947368421054,0.05921052631578947
CENTRAL,reference_validation,POOLED,E20_TO_E40_CONTINUATION,60,152,0.05025602669581687,0.11519866385372698,0.20523132056152843,28,-0.14974397330418315,-0.08480133614627303,0.005231320561528412,28,0.2444478049091084,0.2658758349632786,0.31968141090445434,28,0.1764824780818088,0.2450770088806895,0.32525414660245844,28,0.13897173573781946,0.2263473727637569,0.3169227143380904,28,1.0,2.0,4.0,28,0.07692307692307693,0.15384615384615385,0.3076923076923077,28,9.5,13.0,13.0,28,0.7307692307692308,1.0,1.0,28,0.0,0.0,0.25,28,0.8157894736842105,0.125,0.07236842105263158,0.1513157894736842,0.06578947368421052
CENTRAL,reference_validation,POOLED,E20_STALLER,5,90,0.05005895531188037,0.10824360824360757,0.1833061146068551,84,-0.14994104468811964,-0.09175639175639244,-0.016693885393144925,84,0.22313228541151564,0.2631066849816845,0.3150902618866022,84,0.10916455202029596,0.1596504124806034,0.2183210019611348,84,0.15056416685662366,0.19459876543209798,0.3169725409379565,84,0.0,0.0,1.0,84,0.0,0.0,0.5,84,2.0,2.0,2.0,84,1.0,1.0,1.0,84,0.0,0.0,0.0,84,0.06666666666666667,0.5555555555555556,0.2777777777777778,0.4777777777777778,0.1111111111111111
CENTRAL,reference_validation,POOLED,E20_STALLER,10,90,0.024242424242419337,0.08367346938776059,0.13571428571428354,77,-0.17575757575758066,-0.11632653061223942,-0.06428571428571647,77,0.2298025134649915,0.2640449438202239,0.3196261682243009,77,0.15257352941176708,0.1913043478260858,0.252336448598127,77,0.16428571428570632,0.21103752759381855,0.29090909090909234,77,0.0,0.0,1.0,77,0.0,0.0,0.3333333333333333,77,3.0,3.0,3.0,77,1.0,1.0,1.0,77,0.0,0.0,0.0,77,0.14444444444444443,0.5333333333333333,0.26666666666666666,0.5555555555555556,0.12222222222222222
CENTRAL,reference_validation,POOLED,E20_STALLER,15,90,-0.018518518518514864,0.047619047619043016,0.12500000000000105,69,-0.21851851851851486,-0.152380952380957,-0.07499999999999896,69,0.23148148148148184,0.27472527472527575,0.3272727272727243,69,0.17857142857142072,0.23391812865497494,0.29268292682926195,69,0.16428571428570632,0.21481481481481812,0.315183246073301,69,0.0,1.0,1.0,69,0.0,0.25,0.25,69,3.0,4.0,4.0,69,0.75,1.0,1.0,69,0.0,0.0,0.0,69,0.23333333333333334,0.4888888888888889,0.26666666666666666,0.5555555555555556,0.24444444444444444
CENTRAL,reference_validation,POOLED,E20_STALLER,30,90,-0.04843304843305269,0.028117359413203445,0.1496062992125995,37,-0.2484330484330527,-0.17188264058679656,-0.05039370078740052,37,0.2437722419928815,0.2826855123674839,0.3466666666666735,37,0.19080068143100573,0.25462962962962704,0.36257309941520866,37,0.1870129870129616,0.23314917127071721,0.28571428571428864,37,0.0,1.0,2.0,37,0.0,0.14285714285714285,0.2857142857142857,37,6.0,7.0,7.0,37,0.8571428571428571,1.0,1.0,37,0.0,0.0,0.0,37,0.5888888888888889,0.3,0.18888888888888888,0.32222222222222224,0.18888888888888888
CENTRAL,reference_validation,POOLED,E20_STALLER,60,90,-0.26420972644376983,-0.012867647058822282,0.1288667182706939,19,-0.46420972644376984,-0.2128676470588223,-0.07113328172930612,19,0.24837675132012035,0.27536231884057727,0.34392575928009,19,0.21593321752557584,0.29779411764705976,0.6072751322751246,19,0.20271502547915163,0.29842519685039487,0.607159743329956,19,0.0,1.0,3.0,19,0.0,0.07692307692307693,0.23076923076923078,19,7.5,12.0,13.0,19,0.5769230769230769,0.9230769230769231,1.0,19,0.0,0.0,0.0,19,0.7888888888888889,0.15555555555555556,0.1,0.17777777777777778,0.12222222222222222
CLOCK_SUPPORT,external,POOLED,E20_TO_E40_CONTINUATION,5,133,0.15362990570845836,0.2113095896118386,0.2752296615602656,88,-0.04637009429154165,0.011309589611838589,0.0752296615602656,88,0.2426355836408488,0.2930064979502171,0.3424035684637607,88,0.049789306300934255,0.09053844844930156,0.13736155806804495,88,0.10767337247495828,0.16370674725075346,0.240793954874414,88,0.0,1.0,2.0,88,0.0,0.5,1.0,88,2.0,2.0,2.0,88,1.0,1.0,1.0,88,0.0,1.0,2.0,88,0.3383458646616541,0.45864661654135336,0.3082706766917293,0.10526315789473684,0.022556390977443608
CLOCK_SUPPORT,external,POOLED,E20_TO_E40_CONTINUATION,10,133,0.14661525887756777,0.20300751879699555,0.2632926721125744,75,-0.05338474112243223,0.0030075187969955397,0.06329267211257439,75,0.24716113044293014,0.3064516129032256,0.3508603238866373,75,0.07945729484191102,0.11739090151023766,0.16662672308134263,75,0.10931061347409296,0.16818674283462884,0.24577798416450797,75,0.0,1.0,2.5,75,0.0,0.3333333333333333,0.8333333333333333,75,3.0,3.0,3.0,75,1.0,1.0,1.0,75,0.0,1.0,2.5,75,0.43609022556390975,0.41353383458646614,0.3233082706766917,0.11278195488721804,0.022556390977443608
