role,partition,component,outcome,snapshot_min,n,close_R_q25,close_R_q50,close_R_q75,close_R_n,close_vs_E20_R_q25,close_vs_E20_R_q50,close_vs_E20_R_q75,close_vs_E20_R_n,post_e20_peak_R_q25,post_e20_peak_R_q50,post_e20_peak_R_q75,post_e20_peak_R_n,post_e20_giveback_from_peak_R_q25,post_e20_giveback_from_peak_R_q50,post_e20_giveback_from_peak_R_q75,post_e20_giveback_from_peak_R_n,post_e20_mae_below_E20_R_q25,post_e20_mae_below_E20_R_q50,post_e20_mae_below_E20_R_q75,post_e20_mae_below_E20_R_n,closes_ge_E20_q25,closes_ge_E20_q50,closes_ge_E20_q75,closes_ge_E20_n,fraction_closes_ge_E20_q25,fraction_closes_ge_E20_q50,fraction_closes_ge_E20_q75,fraction_closes_ge_E20_n,closes_gt_H_q25,closes_gt_H_q50,closes_gt_H_q75,closes_gt_H_n,fraction_closes_gt_H_q25,fraction_closes_gt_H_q50,fraction_closes_gt_H_q75,fraction_closes_gt_H_n,consecutive_closes_ge_E20_q25,consecutive_closes_ge_E20_q50,consecutive_closes_ge_E20_q75,consecutive_closes_ge_E20_n,baseline_exited_by_snapshot_rate,E25_by_snapshot_rate,E30_by_snapshot_rate,closed_back_le_E10_rate,closed_back_le_H_rate
CLOCK_SUPPORT,reference_validation,PARENT,E20_STALLER,10,75,0.012281494876438443,0.06214689265536655,0.13874321880650883,59,-0.18771850512356156,-0.13785310734463346,-0.06125678119349118,59,0.2200113192934392,0.2695035460992882,0.3167561971909818,59,0.16254718129793647,0.20099875156055125,0.2556595744680882,59,0.17094836327460364,0.2260869565217315,0.317062988675415,59,0.0,0.0,1.0,59,0.0,0.0,0.3333333333333333,59,3.0,3.0,3.0,59,1.0,1.0,1.0,59,0.0,0.0,0.0,59,0.21333333333333335,0.4666666666666667,0.24,0.56,0.18666666666666668
CLOCK_SUPPORT,reference_validation,PARENT,E20_STALLER,15,75,-0.007633587786263433,0.0470588235294136,0.1047619047619045,49,-0.20763358778626345,-0.15294117647058642,-0.09523809523809551,49,0.22033898305085023,0.2695035460992882,0.318840579710143,49,0.17801047120418312,0.23728813559321993,0.2884097035040428,49,0.1739130434782591,0.24074889867841529,0.315183246073301,49,0.0,0.0,1.0,49,0.0,0.0,0.25,49,3.0,4.0,4.0,49,0.75,1.0,1.0,49,0.0,0.0,0.0,49,0.3466666666666667,0.38666666666666666,0.2,0.5333333333333333,0.22666666666666666
CLOCK_SUPPORT,reference_validation,PARENT,E20_STALLER,30,75,-0.02134537784299528,0.05653135694163895,0.1339285714285691,28,-0.2213453778429953,-0.14346864305836105,-0.06607142857143092,28,0.26264330204007535,0.29672787193973216,0.3339371980676335,28,0.19311404507170116,0.2652058006087962,0.3818681318681354,28,0.19275793650793618,0.25722807054006336,0.33880310159718874,28,0.0,1.0,2.0,28,0.0,0.14285714285714285,0.2857142857142857,28,5.75,7.0,7.0,28,0.8214285714285714,1.0,1.0,28,0.0,0.0,0.0,28,0.6266666666666667,0.29333333333333333,0.17333333333333334,0.32,0.14666666666666667
CLOCK_SUPPORT,reference_validation,PARENT,E20_STALLER,60,75,-0.2641730711647848,-0.049363057324841114,0.07719777835633049,19,-0.4641730711647848,-0.24936305732484113,-0.12280222164366952,19,0.2510617261757642,0.2752808988764041,0.3188163630267119,19,0.24907885040530633,0.3560411311053961,0.5844703049759195,19,0.2389013077009059,0.3441753171856971,0.5195125689760813,19,0.0,1.0,2.0,19,0.0,0.07692307692307693,0.15384615384615385,19,5.0,10.0,13.0,19,0.38461538461538464,0.7692307692307693,1.0,19,0.0,0.0,0.0,19,0.7466666666666667,0.18666666666666668,0.08,0.22666666666666666,0.16
CLOCK_SUPPORT,reference_validation,PARENT,E20_TO_E40_CONTINUATION,5,119,0.10612263464337568,0.16564417177913768,0.24003916547412366,63,-0.09387736535662433,-0.03435582822086233,0.040039165474123645,63,0.24284290271132794,0.2916666666666741,0.34356763925729333,63,0.07534722222221962,0.12019230769230779,0.18081445368511337,63,0.12295934708257726,0.17791798107254472,0.24286086722508238,63,0.0,1.0,2.0,63,0.0,0.5,1.0,63,2.0,2.0,2.0,63,1.0,1.0,1.0,63,0.0,0.0,2.0,63,0.47058823529411764,0.3697478991596639,0.25210084033613445,0.13445378151260504,0.01680672268907563
CLOCK_SUPPORT,reference_validation,PARENT,E20_TO_E40_CONTINUATION,10,119,0.12500000000000372,0.17270233988067915,0.2333798632735608,52,-0.0749999999999963,-0.02729766011932086,0.03337986327356079,52,0.24770867430442176,0.29257246376811985,0.34080080367393745,52,0.10456574297935708,0.13989504930093122,0.19805825242718833,52,0.12292058769959496,0.17707173778602278,0.2522331636119268,52,0.0,1.0,2.0,52,0.0,0.3333333333333333,0.6666666666666666,52,3.0,3.0,3.0,52,1.0,1.0,1.0,52,0.0,0.0,2.0,52,0.5630252100840336,0.31092436974789917,0.20168067226890757,0.14285714285714285,0.03361344537815126
CLOCK_SUPPORT,reference_validation,PARENT,E20_TO_E40_CONTINUATION,15,119,0.08749999999999962,0.153616611661166,0.22482977473442947,42,-0.11250000000000039,-0.046383388338834014,0.024829774734429468,42,0.24667212220404217,0.2973525727136909,0.34194297082227765,42,0.11718750000000466,0.16368632392725155,0.2117655815799776,42,0.13772955928912312,0.18269594251957066,0.25728237675767435,42,0.0,1.0,2.0,42,0.0,0.25,0.5,42,4.0,4.0,4.0,42,1.0,1.0,1.0,42,0.0,0.0,1.75,42,0.6470588235294118,0.24369747899159663,0.17647058823529413,0.15126050420168066,0.05042016806722689
CLOCK_SUPPORT,reference_validation,PARENT,E20_TO_E40_CONTINUATION,30,119,0.07575757575757185,0.17057396928051843,0.24840764331210335,33,-0.12424242424242816,-0.029426030719481577,0.04840764331210334,33,0.24885844748858546,0.3028391167192466,0.3595679012345704,33,0.14903846153846276,0.17981072555204902,0.26751592356688125,33,0.14084507042254274,0.17791798107254472,0.299999999999987,33,0.0,2.0,4.0,33,0.0,0.2857142857142857,0.5714285714285714,33,7.0,7.0,7.0,33,1.0,1.0,1.0,33,0.0,0.0,2.0,33,0.7226890756302521,0.20168067226890757,0.14285714285714285,0.15966386554621848,0.058823529411764705
CLOCK_SUPPORT,reference_validation,PARENT,E20_TO_E40_CONTINUATION,60,119,0.005649717514123183,0.12121212121211926,0.20431791043529854,19,-0.19435028248587682,-0.07878787878788075,0.004317910435298528,19,0.24406372574430085,0.26258503401360656,0.3104118602067827,19,0.17390454059983185,0.2846153846153887,0.34977293866608605,19,0.16765952911080184,0.2757575757575805,0.36354644734251385,19,0.5,1.0,5.5,19,0.038461538461538464,0.07692307692307693,0.4230769230769231,19,7.5,13.0,13.0,19,0.5769230769230769,1.0,1.0,19,0.0,0.0,1.0,19,0.8403361344537815,0.10084033613445378,0.058823529411764705,0.12605042016806722,0.06722689075630252
REF_SUPPORT,external,PARENT,E20_TO_E40_CONTINUATION,5,115,0.10103194070791777,0.2026143790849595,0.27115669582225627,63,-0.09896805929208224,0.002614379084959484,0.07115669582225626,63,0.24483946521947142,0.28638497652582134,0.3330436705090475,63,0.05909372265266628,0.10823608997125209,0.1536898625429556,63,0.12741689815053903,0.16948356807511852,0.28582994171484877,63,0.0,1.0,1.5,63,0.0,0.5,0.75,63,2.0,2.0,2.0,63,1.0,1.0,1.0,63,0.0,1.0,1.5,63,0.45217391304347826,0.3739130434782609,0.22608695652173913,0.1391304347826087,0.02608695652173913
REF_SUPPORT,external,PARENT,E20_TO_E40_CONTINUATION,10,115,0.1106994363091329,0.20498163585740087,0.26919872927301736,52,-0.08930056369086711,0.004981635857400843,0.06919872927301736,52,0.25625785313764754,0.29776500544582096,0.3489807294155143,52,0.08814503539274493,0.1488545213226391,0.20125968953638956,52,0.14302922590837328,0.18261166070964083,0.2602080758137594,52,0.0,1.0,2.0,52,0.0,0.3333333333333333,0.6666666666666666,52,3.0,3.0,3.0,52,1.0,1.0,1.0,52,0.0,1.0,2.0,52,0.5478260869565217,0.3391304347826087,0.20869565217391303,0.17391304347826086,0.043478260869565216
REF_SUPPORT,external,PARENT,E20_TO_E40_CONTINUATION,15,115,0.1020733652312612,0.20572450805008646,0.25473933649288916,45,-0.09792663476873881,0.005724508050086452,0.054739336492889146,45,0.2569316081330878,0.30409356725146097,0.33956969130028014,45,0.12710304942166098,0.16654904728299258,0.24438222674714524,45,0.16019108280254776,0.2195530726256974,0.29535243996901545,45,1.0,2.0,3.0,45,0.25,0.5,0.75,45,4.0,4.0,4.0,45,1.0,1.0,1.0,45,0.0,1.0,2.0,45,0.6086956521739131,0.2956521739130435,0.20869565217391303,0.19130434782608696,0.06086956521739131
REF_SUPPORT,external,PARENT,E20_TO_E40_CONTINUATION,30,115,0.057461682328254285,0.14189051970830013,0.23627654759317657,26,-0.14253831767174574,-0.05810948029169988,0.03627654759317656,26,0.25369435459378176,0.32341110217216296,0.3481225177121401,26,0.1547190424983111,0.22298751455494714,0.3050421801129058,26,0.17721397542840292,0.23355615860434098,0.3084616411993057,26,0.0,3.0,4.0,26,0.0,0.42857142857142855,0.5714285714285714,26,5.0,7.0,7.0,26,0.7142857142857143,1.0,1.0,26,0.0,0.0,1.0,26,0.7739130434782608,0.16521739130434782,0.1391304347826087,0.1391304347826087,0.06956521739130435
REF_SUPPORT,external,PARENT,E20_TO_E40_CONTINUATION,60,115,0.0557933637524351,0.16630408508580968,0.24077410813866604,19,-0.1442066362475649,-0.03369591491419033,0.040774108138666026,19,0.2587278249685435,0.3324873096446677,0.3667662636062462,19,0.2576166985789563,0.2906403940886702,0.33161405964956847,19,0.21754284860515016,0.2376106194690254,0.2978734964629578,19,1.0,3.0,7.0,19,0.07692307692307693,0.23076923076923078,0.5384615384615385,19,10.5,13.0,13.0,19,0.8076923076923077,1.0,1.0,19,0.0,0.0,1.5,19,0.8347826086956521,0.12173913043478261,0.11304347826086956,0.14782608695652175,0.06086956521739131
REF_SUPPORT,external,PARENT,E20_STALLER,5,68,0.02858824870798876,0.13374616687078905,0.21100461204447035,64,-0.17141175129201125,-0.06625383312921097,0.011004612044470341,64,0.2260949676751378,0.26065444412936056,0.3235394992141368,64,0.07799764257005508,0.1636811374665862,0.2264017941592581,64,0.1586210221793639,0.22660684510495482,0.2876859383334285,64,0.0,0.0,1.0,64,0.0,0.0,0.5,64,2.0,2.0,2.0,64,1.0,1.0,1.0,64,0.0,0.0,1.0,64,0.058823529411764705,0.5588235294117647,0.3235294117647059,0.4264705882352941,0.11764705882352941
REF_SUPPORT,external,PARENT,E20_STALLER,10,68,0.008377810908765647,0.1024550767088076,0.1682864081533419,58,-0.19162218909123435,-0.09754492329119241,-0.031713591846658125,58,0.22426335454132168,0.2710814225029313,0.3363327845051885,58,0.1239439388545885,0.21186238328712803,0.26738778837517313,58,0.16108322324966856,0.22660684510495482,0.2811856290697649,58,0.0,0.5,1.0,58,0.0,0.16666666666666666,0.3333333333333333,58,3.0,3.0,3.0,58,1.0,1.0,1.0,58,0.0,0.0,0.0,58,0.14705882352941177,0.5,0.3235294117647059,0.5,0.19117647058823528
REF_SUPPORT,external,PARENT,E20_STALLER,15,68,0.03140357887043617,0.11335516399747653,0.20277313956402093,46,-0.16859642112956386,-0.08664483600252348,0.002773139564020914,46,0.2301628656412738,0.28291163760493876,0.34528943823826386,46,0.1384995086522514,0.203691299927464,0.2625439265248576,46,0.15688311688312145,0.223103823486865,0.2684382328622132,46,0.0,1.0,2.0,46,0.0,0.25,0.5,46,4.0,4.0,4.0,46,1.0,1.0,1.0,46,0.0,0.0,0.75,46,0.3235294117647059,0.45588235294117646,0.29411764705882354,0.4411764705882353,0.058823529411764705
REF_SUPPORT,external,PARENT,E20_STALLER,30,68,-0.024061109809261454,0.03379530916844429,0.1425965477655622,31,-0.22406110980926147,-0.16620469083155573,-0.057403452234437824,31,0.2646072009247853,0.31072555205047003,0.35988697852299706,31,0.18263806704816732,0.281743050338091,0.37893454763911544,31,0.19868795123162292,0.26159999999999783,0.3648654228744813,31,1.0,2.0,3.0,31,0.14285714285714285,0.2857142857142857,0.42857142857142855,31,6.0,7.0,7.0,31,0.8571428571428571,1.0,1.0,31,0.0,0.0,0.0,31,0.5441176470588235,0.35294117647058826,0.27941176470588236,0.36764705882352944,0.17647058823529413
REF_SUPPORT,external,PARENT,E20_STALLER,60,68,-0.03421461897356453,0.02969808995686817,0.1100654664484447,13,-0.23421461897356455,-0.17030191004313183,-0.08993453355155531,13,0.28244274809160586,0.34379671150971824,0.3629296235679223,13,0.24427480916031233,0.29580450792233715,0.3841368584758937,13,0.18729446935724872,0.24630662798482272,0.4543952552425346,13,1.0,4.0,8.0,13,0.07692307692307693,0.3076923076923077,0.6153846153846154,13,9.0,13.0,13.0,13,0.6923076923076923,1.0,1.0,13,0.0,0.0,0.0,13,0.8088235294117647,0.14705882352941177,0.1323529411764706,0.16176470588235295,0.07352941176470588
REF_SUPPORT,reference_validation,PARENT,E20_TO_E40_CONTINUATION,5,139,0.0986170016595963,0.16690537762747845,0.22252888318357666,80,-0.10138299834040371,-0.03309462237252156,0.02252888318357666,80,0.24054969991938535,0.2781528935147054,0.3468769416754494,80,0.0856976172930454,0.13434589800443564,0.17940463362070053,80,0.1287827309472203,0.2036630036630062,0.31723823855536054,80,0.0,1.0,1.25,80,0.0,0.5,0.625,80,2.0,2.0,2.0,80,1.0,1.0,1.0,80,0.0,0.0,1.25,80,0.4244604316546763,0.38848920863309355,0.23741007194244604,0.16546762589928057,0.07194244604316546
REF_SUPPORT,reference_validation,PARENT,E20_TO_E40_CONTINUATION,10,139,0.10496794871794546,0.1691419141914204,0.23301388014273441,63,-0.09503205128205455,-0.0308580858085796,0.0330138801427344,63,0.24524322996287568,0.28571428571428287,0.3395954204777748,63,0.10668076441102606,0.1478260869565243,0.21875000000000358,63,0.12448023666694127,0.19124726477023993,0.328544273720885,63,0.0,1.0,2.0,63,0.0,0.3333333333333333,0.6666666666666666,63,3.0,3.0,3.0,63,1.0,1.0,1.0,63,0.0,0.0,1.0,63,0.5467625899280576,0.31654676258992803,0.17985611510791366,0.17985611510791366,0.07194244604316546
REF_SUPPORT,reference_validation,PARENT,E20_TO_E40_CONTINUATION,15,139,0.0416666666666642,0.14489795918367201,0.2350746268656706,53,-0.15833333333333582,-0.055102040816327996,0.03507462686567059,53,0.24671052631579013,0.2982456140350918,0.34529147982063396,53,0.1296874999999999,0.20467836257310515,0.26737967914438443,53,0.14693877551020368,0.21171875000000087,0.3479820627802753,53,0.0,1.0,2.0,53,0.0,0.25,0.5,53,4.0,4.0,4.0,53,1.0,1.0,1.0,53,0.0,0.0,1.0,53,0.6187050359712231,0.2733812949640288,0.17985611510791366,0.20863309352517986,0.07913669064748201
REF_SUPPORT,reference_validation,PARENT,E20_TO_E40_CONTINUATION,30,139,-0.08106846473029056,0.09140625000000135,0.2262158496415398,35,-0.28106846473029057,-0.10859374999999866,0.026215849641539793,35,0.23881376285699737,0.27795527156549704,0.3174630520655157,35,0.17947784597464225,0.2371134020618527,0.40346934071000456,35,0.14715359828141558,0.23071672354949302,0.4113357843137232,35,0.0,1.0,3.0,35,0.0,0.14285714285714285,0.42857142857142855,35,3.5,7.0,7.0,35,0.5,1.0,1.0,35,0.0,0.0,1.0,35,0.7482014388489209,0.15827338129496402,0.08633093525179857,0.16546762589928057,0.10071942446043165
REF_SUPPORT,reference_validation,PARENT,E20_TO_E40_CONTINUATION,60,139,-0.09486777016742459,0.03581267217630733,0.14545432501409283,23,-0.2948677701674246,-0.1641873278236927,-0.05454567498590718,23,0.2319017690875234,0.25399644760212653,0.31891968801334547,23,0.1910907719731256,0.34374999999999795,0.4871475091803516,23,0.20000000000000304,0.341666666666663,0.4747273482018203,23,0.0,1.0,3.5,23,0.0,0.07692307692307693,0.2692307692307693,23,5.0,8.0,13.0,23,0.38461538461538464,0.6153846153846154,1.0,23,0.0,0.0,0.0,23,0.8345323741007195,0.09352517985611511,0.05755395683453238,0.14388489208633093,0.09352517985611511
REF_SUPPORT,reference_validation,PARENT,E20_STALLER,5,66,0.02292780748664046,0.08002889531006928,0.15312046444122512,62,-0.17707219251335954,-0.11997110468993073,-0.04687953555877489,62,0.23438975212430435,0.2662242442472607,0.2871823576723258,62,0.14199810606061786,0.2008457604691907,0.24965469613259553,62,0.18142567371775958,0.24563832394020885,0.3635758196721396,62,0.0,0.0,1.0,62,0.0,0.0,0.5,62,2.0,2.0,2.0,62,1.0,1.0,1.0,62,0.0,0.0,0.0,62,0.06060606060606061,0.6212121212121212,0.18181818181818182,0.6212121212121212,0.21212121212121213
REF_SUPPORT,reference_validation,PARENT,E20_STALLER,10,66,0.010457989577705409,0.07377675840979306,0.13679245283018707,52,-0.1895420104222946,-0.12622324159020695,-0.06320754716981294,52,0.24636797454931186,0.27232549493448144,0.301504673739055,52,0.16714910122441756,0.21966093117409335,0.28433199541284593,52,0.19999999999999804,0.2507143586080156,0.3430724583411355,52,0.0,0.0,1.0,52,0.0,0.0,0.3333333333333333,52,3.0,3.0,3.0,52,1.0,1.0,1.0,52,0.0,0.0,0.0,52,0.21212121212121213,0.5606060606060606,0.19696969696969696,0.5606060606060606,0.18181818181818182
REF_SUPPORT,reference_validation,PARENT,E20_STALLER,15,66,-0.022099447513807904,0.04374999999999589,0.10606060606060443,45,-0.22209944751380792,-0.1562500000000041,-0.09393939393939559,45,0.24637681159420277,0.27223719676550534,0.3071017274472153,45,0.1913043478260858,0.24545454545453999,0.29834254143646166,45,0.2,0.25181347150258643,0.33087248322147644,45,0.0,1.0,1.0,45,0.0,0.25,0.25,45,3.0,4.0,4.0,45,0.75,1.0,1.0,45,0.0,0.0,0.0,45,0.3181818181818182,0.48484848484848486,0.18181818181818182,0.5454545454545454,0.24242424242424243
REF_SUPPORT,reference_validation,PARENT,E20_STALLER,30,66,-0.023437500000000867,0.040247678018574214,0.14146341463414958,25,-0.22343750000000087,-0.1597523219814258,-0.058536585365850435,25,0.2685475444096129,0.29687499999999617,0.3265306122449041,25,0.19371727748690626,0.2689210950080537,0.33982683982683803,25,0.20767754318618434,0.2512195121951156,0.3361256544502602,25,0.0,1.0,2.0,25,0.0,0.14285714285714285,0.2857142857142857,25,6.0,7.0,7.0,25,0.8571428571428571,1.0,1.0,25,0.0,0.0,0.0,25,0.6212121212121212,0.3181818181818182,0.18181818181818182,0.3181818181818182,0.15151515151515152
REF_SUPPORT,reference_validation,PARENT,E20_STALLER,60,66,-0.15515546532748722,0.001543552888296395,0.17657496936403458,16,-0.3551554653274872,-0.19845644711170363,-0.023425030635965426,16,0.2518381053375791,0.27670539544876793,0.31195894864663753,16,0.19494949494949826,0.3148451979461041,0.5207386363636366,16,0.21252544640261078,0.2876065354856414,0.4978004332623889,16,0.0,1.0,2.0,16,0.0,0.07692307692307693,0.15384615384615385,16,5.75,11.5,13.0,16,0.44230769230769235,0.8846153846153846,1.0,16,0.0,0.0,0.0,16,0.7575757575757576,0.18181818181818182,0.07575757575757576,0.19696969696969696,0.12121212121212122
CENTRAL,development,REC_H2,E20_STALLER,5,35,0.0794388001935213,0.12901622248423214,0.1809901754288068,34,-0.12056119980647871,-0.07098377751576787,-0.01900982457119322,34,0.21848060344827136,0.2532000396904158,0.2819456657395415,34,0.09462695526991273,0.140569897023559,0.201396022786965,34,0.12343749999999962,0.17068372803666904,0.23282118251024522,34,0.0,0.0,1.0,34,0.0,0.0,0.5,34,2.0,2.0,2.0,34,1.0,1.0,1.0,34,0.0,0.0,0.0,34,0.02857142857142857,0.5142857142857142,0.17142857142857143,0.37142857142857144,0.17142857142857143
CENTRAL,development,REC_H2,E20_STALLER,10,35,0.04385504201680694,0.0980235042735022,0.1377820553951453,28,-0.15614495798319306,-0.1019764957264978,-0.062217944604854726,28,0.2205672216699791,0.2612659245465658,0.2859458985744345,28,0.1173062894849542,0.18544353777309597,0.23565786738723893,28,0.12586805555555527,0.19371299964175628,0.22667053663570663,28,0.0,0.5,1.0,28,0.0,0.16666666666666666,0.3333333333333333,28,3.0,3.0,3.0,28,1.0,1.0,1.0,28,0.0,0.0,0.0,28,0.2,0.5142857142857142,0.14285714285714285,0.42857142857142855,0.17142857142857143
CENTRAL,development,REC_H2,E20_STALLER,15,35,0.0504665832551364,0.11525974025973892,0.1630617716465439,22,-0.1495334167448636,-0.08474025974026109,-0.03693822835345611,22,0.25118563685637024,0.2659390733541539,0.29788961038960604,22,0.12395063711318105,0.18360949395431897,0.24984311463184578,22,0.14013798701299207,0.19757749596639002,0.24483695652173698,22,0.0,1.0,1.0,22,0.0,0.25,0.25,22,4.0,4.0,4.0,22,1.0,1.0,1.0,22,0.0,0.0,0.0,22,0.37142857142857144,0.4857142857142857,0.11428571428571428,0.37142857142857144,0.05714285714285714
CENTRAL,development,REC_H2,E20_STALLER,30,35,0.08401084010840272,0.1071428571428564,0.1558441558441519,17,-0.11598915989159729,-0.09285714285714361,-0.04415584415584811,17,0.25474254742547764,0.27777777777777823,0.32213740458014983,17,0.16898608349900468,0.19480519480519218,0.25915386074748953,17,0.14526795895096914,0.17709923664122598,0.2416666666666654,17,0.0,1.0,2.0,17,0.0,0.14285714285714285,0.2857142857142857,17,7.0,7.0,7.0,17,1.0,1.0,1.0,17,0.0,0.0,0.0,17,0.5142857142857142,0.37142857142857144,0.14285714285714285,0.37142857142857144,0.05714285714285714
CENTRAL,development,REC_H2,E20_STALLER,60,35,0.027143812070281846,0.17121714159487714,0.23897078178467843,8,-0.17285618792971816,-0.028782858405122874,0.03897078178467842,8,0.2704741379310349,0.31041935164072165,0.3466658215010143,8,0.18034179977605694,0.2768623321926814,0.30252100840335955,8,0.17025258840045973,0.23450132538104673,0.2671473134708443,8,1.0,3.0,4.0,8,0.07692307692307693,0.23076923076923078,0.3076923076923077,8,13.0,13.0,13.0,8,1.0,1.0,1.0,8,0.0,0.0,1.25,8,0.7714285714285715,0.17142857142857143,0.11428571428571428,0.2,0.02857142857142857
CENTRAL,development,REC_H2,E20_TO_E40_CONTINUATION,5,54,0.1342059067340663,0.17298673914382892,0.2078279050394498,28,-0.06579409326593372,-0.02701326085617109,0.0078279050394498,28,0.23561435559210292,0.2651124652219936,0.34738471383393654,28,0.08393661649226636,0.10991235043092551,0.1674620486384265,28,0.1082104457673521,0.16060924369748025,0.21907710316145776,28,0.0,1.0,1.0,28,0.0,0.5,0.5,28,2.0,2.0,2.0,28,1.0,1.0,1.0,28,0.0,0.0,1.0,28,0.48148148148148145,0.3148148148148148,0.2222222222222222,0.1111111111111111,0.018518518518518517
CENTRAL,development,REC_H2,E20_TO_E40_CONTINUATION,10,54,0.13453134803910927,0.21204098077586897,0.27014860139860153,24,-0.06546865196089074,0.012040980775868973,0.07014860139860149,24,0.25652259926453524,0.3155126241688976,0.3498999919233367,24,0.11009653408209338,0.12779866332497908,0.2013748725656103,24,0.11161536067104257,0.16357075888206546,0.2071061585061367,24,0.0,1.0,2.0,24,0.0,0.3333333333333333,0.6666666666666666,24,3.0,3.0,3.0,24,1.0,1.0,1.0,24,0.0,1.0,2.0,24,0.5555555555555556,0.3333333333333333,0.24074074074074073,0.16666666666666666,0.018518518518518517
CENTRAL,development,REC_H2,E20_TO_E40_CONTINUATION,15,54,0.10920252479574927,0.1959079799874423,0.2605383112654679,20,-0.09079747520425074,-0.004092020012557707,0.06053831126546785,20,0.24370438615506645,0.2988167411707785,0.35815367238160345,20,0.11387646080875792,0.13231699624975923,0.2138194298315756,20,0.11161536067104257,0.16060924369748025,0.19547964100610676,20,0.0,1.0,3.0,20,0.0,0.25,0.75,20,4.0,4.0,4.0,20,1.0,1.0,1.0,20,0.0,0.5,2.0,20,0.6296296296296297,0.25925925925925924,0.18518518518518517,0.12962962962962962,0.018518518518518517
CENTRAL,development,REC_H2,E20_TO_E40_CONTINUATION,30,54,0.15628538132101324,0.1884998167413774,0.28282926329335734,14,-0.04371461867898677,-0.011500183258622607,0.08282926329335732,14,0.23339845372623247,0.28262103281333983,0.35764344906558077,14,0.11469001444608634,0.1493550834597844,0.2167531293682382,14,0.12650975053439686,0.1726235028846939,0.19419642968982956,14,0.0,1.0,5.0,14,0.0,0.14285714285714285,0.7142857142857143,14,7.0,7.0,7.0,14,1.0,1.0,1.0,14,0.0,0.0,4.25,14,0.7407407407407407,0.14814814814814814,0.12962962962962962,0.12962962962962962,0.018518518518518517
CENTRAL,development,REC_H2,E20_TO_E40_CONTINUATION,60,54,0.1197007481296758,0.16783216783216678,0.22815533980582867,9,-0.08029925187032422,-0.03216783216783323,0.028155339805828655,9,0.24737430167598098,0.3141122913505299,0.345252150446955,9,0.16608391608391662,0.1910139356078782,0.2579666160849754,9,0.13851132686084086,0.1927715091678416,0.21653631284916097,9,2.0,4.0,7.0,9,0.15384615384615385,0.3076923076923077,0.5384615384615384,9,13.0,13.0,13.0,9,1.0,1.0,1.0,9,0.0,0.0,1.0,9,0.8333333333333334,0.1111111111111111,0.09259259259259259,0.1111111111111111,0.0
CENTRAL,external,REC_H2,E20_TO_E40_CONTINUATION,5,33,0.14747807017543826,0.1747430249632896,0.2223378425251468,21,-0.05252192982456175,-0.0252569750367104,0.022337842525146784,21,0.24093010225521844,0.25142731664471085,0.2959641255605389,21,0.065721487082547,0.08076358296622377,0.1039279869067096,21,0.08943488943489225,0.1347587719298261,0.20667364564250482,21,0.0,1.0,1.0,21,0.0,0.5,0.5,21,2.0,2.0,2.0,21,1.0,1.0,1.0,21,0.0,0.0,1.0,21,0.36363636363636365,0.3333333333333333,0.12121212121212122,0.030303030303030304,0.0
CENTRAL,external,REC_H2,E20_TO_E40_CONTINUATION,10,33,0.1742103799324653,0.21475033480007738,0.2982017196937238,19,-0.025789620067534713,0.01475033480007737,0.0982017196937238,19,0.2441450692780473,0.3015249886758268,0.3416123766085436,19,0.0727742858304262,0.09497128449362659,0.11381093993496791,19,0.0895909724254963,0.1347587719298261,0.22615105660736212,19,1.0,1.0,2.0,19,0.3333333333333333,0.3333333333333333,0.6666666666666666,19,3.0,3.0,3.0,19,1.0,1.0,1.0,19,0.0,1.0,2.0,19,0.42424242424242425,0.3939393939393939,0.30303030303030304,0.030303030303030304,0.0
CENTRAL,external,REC_H2,E20_TO_E40_CONTINUATION,15,33,0.1634412696247785,0.22366940283845316,0.2669472449737338,16,-0.03655873037522151,0.023669402838453146,0.0669472449737338,16,0.25414503703977065,0.32630239871275823,0.37168317483342356,16,0.08491224604906772,0.11137584507149703,0.16461894927848203,16,0.08966901392079832,0.14545754817250525,0.2457532175242628,16,1.0,2.0,3.0,16,0.25,0.5,0.75,16,4.0,4.0,4.0,16,1.0,1.0,1.0,16,0.0,1.0,2.25,16,0.5151515151515151,0.42424242424242425,0.30303030303030304,0.06060606060606061,0.0
CENTRAL,external,REC_H2,E20_TO_E40_CONTINUATION,30,33,0.15840895007561545,0.20648974530224073,0.28167364433811753,12,-0.04159104992438455,0.0064897453022407375,0.08167364433811751,12,0.308832388530616,0.33319167257573223,0.359087039411072,12,0.11151796206144014,0.18568100283182457,0.21713295301217436,12,0.10039677473187998,0.14814960457098225,0.2132224213056421,12,2.75,3.0,4.0,12,0.39285714285714285,0.42857142857142855,0.5714285714285714,12,7.0,7.0,7.0,12,1.0,1.0,1.0,12,0.0,0.5,3.25,12,0.6363636363636364,0.3333333333333333,0.30303030303030304,0.09090909090909091,0.0
