tf,partition,transition,date_utc,previous_session_high,previous_session_low,midpoint,active_session_start,active_session_end,status,side,signal_level,signal_k,signal_bar_start,signal_ts,setup_status,filled,entry_ts,entry_px,stop_px,target_px,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,hold_minutes
5m,external,LONDON_TO_NEWYORK,2020-02-24,9848.2,9702.0,9775.1,2020-02-24 13:30:00+00:00,2020-02-24 20:00:00+00:00,SIGNAL,LONG,HIGH,12.0,2020-02-24 14:30:00+00:00,2020-02-24 14:35:00+00:00,SIGNAL,True,2020-02-24 14:40:00+00:00,9775.1,9702.0,9848.2,2020-02-24 15:45:00+00:00,9702.0,SL_RANGE_EDGE,-0.007478184366400353,-4.139092183200177,65.0
5m,external,ASIA_TO_LONDON,2020-02-25,9680.0,9497.5,9588.75,2020-02-25 08:00:00+00:00,2020-02-25 13:30:00+00:00,SIGNAL,SHORT,LOW,0.0,2020-02-25 08:00:00+00:00,2020-02-25 08:05:00+00:00,SIGNAL,True,2020-02-25 08:35:00+00:00,9588.75,9680.0,9497.5,2020-02-25 12:00:00+00:00,9680.0,SL_RANGE_EDGE,-0.009516360318081007,-5.158180159040504,205.0
5m,external,LONDON_TO_NEWYORK,2020-02-25,9686.78,9501.02,9593.900000000001,2020-02-25 13:30:00+00:00,2020-02-25 20:00:00+00:00,,SHORT,LOW,,2020-02-25 14:15:00+00:00,2020-02-25 14:20:00+00:00,SIGNAL,False,,,9686.78,9501.02,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-02-26,9384.0,9117.71,9250.855,2020-02-26 08:00:00+00:00,2020-02-26 13:30:00+00:00,SIGNAL,SHORT,LOW,5.0,2020-02-26 08:25:00+00:00,2020-02-26 08:30:00+00:00,SIGNAL,True,2020-02-26 12:30:00+00:00,9250.855,9384.0,9117.71,2020-02-26 13:30:00+00:00,9224.64,TIME_EXIT_SESSION_END,0.0028337921197554294,1.0168960598777148,60.0
5m,external,LONDON_TO_NEWYORK,2020-02-26,9300.0,9016.66,9158.33,2020-02-26 13:30:00+00:00,2020-02-26 20:00:00+00:00,,SHORT,LOW,,2020-02-26 14:00:00+00:00,2020-02-26 14:05:00+00:00,SIGNAL,False,,,9300.0,9016.66,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-02-27,8836.56,8533.9,8685.23,2020-02-27 08:00:00+00:00,2020-02-27 13:30:00+00:00,,LONG,HIGH,,2020-02-27 08:00:00+00:00,2020-02-27 08:05:00+00:00,SIGNAL,False,,,8533.9,8836.56,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,LONDON_TO_NEWYORK,2020-02-27,8947.0,8742.2,8844.6,2020-02-27 13:30:00+00:00,2020-02-27 20:00:00+00:00,,LONG,HIGH,,2020-02-27 16:15:00+00:00,2020-02-27 16:20:00+00:00,SIGNAL,False,,,8742.2,8947.0,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-02-28,8908.86,8702.0,8805.43,2020-02-28 08:00:00+00:00,2020-02-28 13:30:00+00:00,,SHORT,LOW,,2020-02-28 08:55:00+00:00,2020-02-28 09:00:00+00:00,SIGNAL,False,,,8908.86,8702.0,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,LONDON_TO_NEWYORK,2020-02-28,8787.0,8450.0,8618.5,2020-02-28 13:30:00+00:00,2020-02-28 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
5m,external,ASIA_TO_LONDON,2020-03-02,8704.35,8504.95,8604.650000000001,2020-03-02 08:00:00+00:00,2020-03-02 13:30:00+00:00,,LONG,HIGH,,2020-03-02 09:30:00+00:00,2020-03-02 09:35:00+00:00,SIGNAL,False,,,8504.95,8704.35,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,LONDON_TO_NEWYORK,2020-03-02,8833.81,8622.73,8728.27,2020-03-02 13:30:00+00:00,2020-03-02 20:00:00+00:00,,LONG,HIGH,,2020-03-02 13:30:00+00:00,2020-03-02 13:35:00+00:00,SIGNAL,False,,,8622.73,8833.81,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-03-03,8922.34,8752.29,8837.315,2020-03-03 08:00:00+00:00,2020-03-03 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,LONDON_TO_NEWYORK,2020-03-03,8907.0,8737.07,8822.035,2020-03-03 13:30:00+00:00,2020-03-03 20:00:00+00:00,,SHORT,LOW,,2020-03-03 14:00:00+00:00,2020-03-03 14:05:00+00:00,SIGNAL,False,,,8907.0,8737.07,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-03-04,8853.88,8731.08,8792.48,2020-03-04 08:00:00+00:00,2020-03-04 13:30:00+00:00,,SHORT,LOW,,2020-03-04 09:35:00+00:00,2020-03-04 09:40:00+00:00,SIGNAL,False,,,8853.88,8731.08,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,LONDON_TO_NEWYORK,2020-03-04,8834.61,8703.72,8769.165,2020-03-04 13:30:00+00:00,2020-03-04 20:00:00+00:00,,SHORT,LOW,,2020-03-04 14:50:00+00:00,2020-03-04 14:55:00+00:00,SIGNAL,False,,,8834.61,8703.72,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-03-05,8950.0,8755.98,8852.99,2020-03-05 08:00:00+00:00,2020-03-05 13:30:00+00:00,,LONG,HIGH,,2020-03-05 09:00:00+00:00,2020-03-05 09:05:00+00:00,SIGNAL,False,,,8755.98,8950.0,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,LONDON_TO_NEWYORK,2020-03-05,9147.05,8896.32,9021.685,2020-03-05 13:30:00+00:00,2020-03-05 20:00:00+00:00,,LONG,HIGH,,2020-03-05 16:30:00+00:00,2020-03-05 16:35:00+00:00,SIGNAL,False,,,8896.32,9147.05,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-03-06,9145.6,8994.14,9069.869999999999,2020-03-06 08:00:00+00:00,2020-03-06 13:30:00+00:00,,LONG,HIGH,,2020-03-06 09:00:00+00:00,2020-03-06 09:05:00+00:00,SIGNAL,False,,,8994.14,9145.6,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,LONDON_TO_NEWYORK,2020-03-06,9179.75,9077.7,9128.725,2020-03-06 13:30:00+00:00,2020-03-06 20:00:00+00:00,,SHORT,LOW,,2020-03-06 13:40:00+00:00,2020-03-06 13:45:00+00:00,SIGNAL,False,,,9179.75,9077.7,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-03-09,8182.31,7672.85,7927.58,2020-03-09 08:00:00+00:00,2020-03-09 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
5m,external,LONDON_TO_NEWYORK,2020-03-09,7996.28,7762.06,7879.17,2020-03-09 13:30:00+00:00,2020-03-09 20:00:00+00:00,,SHORT,LOW,,2020-03-09 13:35:00+00:00,2020-03-09 13:40:00+00:00,SIGNAL,False,,,7996.28,7762.06,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-03-10,7975.0,7842.72,7908.860000000001,2020-03-10 08:00:00+00:00,2020-03-10 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,LONDON_TO_NEWYORK,2020-03-10,8156.31,7878.6,8017.455,2020-03-10 13:30:00+00:00,2020-03-10 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,ASIA_TO_LONDON,2020-03-11,7967.99,7817.25,7892.62,2020-03-11 08:00:00+00:00,2020-03-11 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,LONDON_TO_NEWYORK,2020-03-11,7930.0,7758.18,7844.09,2020-03-11 13:30:00+00:00,2020-03-11 20:00:00+00:00,,SHORT,LOW,,2020-03-11 15:35:00+00:00,2020-03-11 15:40:00+00:00,SIGNAL,False,,,7930.0,7758.18,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-03-12,7969.0,7340.0,7654.5,2020-03-12 08:00:00+00:00,2020-03-12 13:30:00+00:00,,SHORT,LOW,,2020-03-12 08:05:00+00:00,2020-03-12 08:10:00+00:00,SIGNAL,False,,,7969.0,7340.0,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,LONDON_TO_NEWYORK,2020-03-12,7470.0,5199.17,6334.585,2020-03-12 13:30:00+00:00,2020-03-12 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
5m,external,ASIA_TO_LONDON,2020-03-13,5529.97,3621.81,4575.89,2020-03-13 08:00:00+00:00,2020-03-13 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,LONDON_TO_NEWYORK,2020-03-13,5727.0,5111.0,5419.0,2020-03-13 13:30:00+00:00,2020-03-13 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,ASIA_TO_LONDON,2020-03-16,5361.26,4757.44,5059.35,2020-03-16 08:00:00+00:00,2020-03-16 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,LONDON_TO_NEWYORK,2020-03-16,4949.0,4413.62,4681.3099999999995,2020-03-16 13:30:00+00:00,2020-03-16 20:00:00+00:00,,LONG,HIGH,,2020-03-16 14:20:00+00:00,2020-03-16 14:25:00+00:00,SIGNAL,False,,,4413.62,4949.0,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-03-17,5416.08,4913.49,5164.785,2020-03-17 08:00:00+00:00,2020-03-17 13:30:00+00:00,,LONG,HIGH,,2020-03-17 08:15:00+00:00,2020-03-17 08:20:00+00:00,SIGNAL,False,,,4913.49,5416.08,,,NO_FILL_MIDPOINT,,,
5m,external,LONDON_TO_NEWYORK,2020-03-17,5440.0,5166.66,5303.33,2020-03-17 13:30:00+00:00,2020-03-17 20:00:00+00:00,,SHORT,LOW,,2020-03-17 13:40:00+00:00,2020-03-17 13:45:00+00:00,SIGNAL,False,,,5440.0,5166.66,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-03-18,5435.0,5091.5,5263.25,2020-03-18 08:00:00+00:00,2020-03-18 13:30:00+00:00,,SHORT,LOW,,2020-03-18 08:05:00+00:00,2020-03-18 08:10:00+00:00,SIGNAL,False,,,5435.0,5091.5,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,LONDON_TO_NEWYORK,2020-03-18,5249.18,4982.75,5115.965,2020-03-18 13:30:00+00:00,2020-03-18 20:00:00+00:00,,LONG,HIGH,,2020-03-18 13:30:00+00:00,2020-03-18 13:35:00+00:00,SIGNAL,False,,,4982.75,5249.18,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-03-19,5448.07,5246.5,5347.285,2020-03-19 08:00:00+00:00,2020-03-19 13:30:00+00:00,,LONG,HIGH,,2020-03-19 08:15:00+00:00,2020-03-19 08:20:00+00:00,SIGNAL,False,,,5246.5,5448.07,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,LONDON_TO_NEWYORK,2020-03-19,5880.0,5365.0,5622.5,2020-03-19 13:30:00+00:00,2020-03-19 20:00:00+00:00,,LONG,HIGH,,2020-03-19 14:15:00+00:00,2020-03-19 14:20:00+00:00,SIGNAL,False,,,5365.0,5880.0,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-03-20,6347.48,6055.0,6201.24,2020-03-20 08:00:00+00:00,2020-03-20 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,LONDON_TO_NEWYORK,2020-03-20,6911.0,6300.0,6605.5,2020-03-20 13:30:00+00:00,2020-03-20 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,ASIA_TO_LONDON,2020-03-23,5988.0,5670.0,5829.0,2020-03-23 08:00:00+00:00,2020-03-23 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,LONDON_TO_NEWYORK,2020-03-23,6619.9,5726.79,6173.344999999999,2020-03-23 13:30:00+00:00,2020-03-23 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
5m,external,ASIA_TO_LONDON,2020-03-24,6689.51,6369.0,6529.255,2020-03-24 08:00:00+00:00,2020-03-24 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,LONDON_TO_NEWYORK,2020-03-24,6840.0,6500.68,6670.34,2020-03-24 13:30:00+00:00,2020-03-24 20:00:00+00:00,,SHORT,LOW,,2020-03-24 15:05:00+00:00,2020-03-24 15:10:00+00:00,SIGNAL,False,,,6840.0,6500.68,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-03-25,6740.98,6522.34,6631.66,2020-03-25 08:00:00+00:00,2020-03-25 13:30:00+00:00,,LONG,HIGH,,2020-03-25 08:25:00+00:00,2020-03-25 08:30:00+00:00,SIGNAL,False,,,6522.34,6740.98,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,LONDON_TO_NEWYORK,2020-03-25,6960.71,6436.26,6698.485000000001,2020-03-25 13:30:00+00:00,2020-03-25 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
5m,external,ASIA_TO_LONDON,2020-03-26,6777.5,6555.0,6666.25,2020-03-26 08:00:00+00:00,2020-03-26 13:30:00+00:00,SIGNAL,SHORT,LOW,4.0,2020-03-26 08:20:00+00:00,2020-03-26 08:25:00+00:00,SIGNAL,True,2020-03-26 11:15:00+00:00,6666.25,6777.5,6555.0,2020-03-26 13:30:00+00:00,6638.58,TIME_EXIT_SESSION_END,0.004150759422463901,1.6753797112319506,135.0
5m,external,LONDON_TO_NEWYORK,2020-03-26,6670.0,6565.14,6617.57,2020-03-26 13:30:00+00:00,2020-03-26 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,ASIA_TO_LONDON,2020-03-27,6840.0,6613.38,6726.6900000000005,2020-03-27 08:00:00+00:00,2020-03-27 13:30:00+00:00,,SHORT,LOW,,2020-03-27 10:00:00+00:00,2020-03-27 10:05:00+00:00,SIGNAL,False,,,6840.0,6613.38,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,LONDON_TO_NEWYORK,2020-03-27,6699.0,6579.0,6639.0,2020-03-27 13:30:00+00:00,2020-03-27 20:00:00+00:00,SIGNAL,SHORT,LOW,0.0,2020-03-27 13:30:00+00:00,2020-03-27 13:35:00+00:00,SIGNAL,True,2020-03-27 15:05:00+00:00,6639.0,6699.0,6579.0,2020-03-27 20:00:00+00:00,6653.15,TIME_EXIT_SESSION_END,-0.0021313450820905633,-1.4656725410452816,295.0
5m,external,ASIA_TO_LONDON,2020-03-30,6330.0,5850.0,6090.0,2020-03-30 08:00:00+00:00,2020-03-30 13:30:00+00:00,,LONG,HIGH,,2020-03-30 11:20:00+00:00,2020-03-30 11:25:00+00:00,SIGNAL,False,,,5850.0,6330.0,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,LONDON_TO_NEWYORK,2020-03-30,6395.0,6230.25,6312.625,2020-03-30 13:30:00+00:00,2020-03-30 20:00:00+00:00,,LONG,HIGH,,2020-03-30 15:20:00+00:00,2020-03-30 15:25:00+00:00,SIGNAL,False,,,6230.25,6395.0,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-03-31,6516.63,6374.0,6445.3150000000005,2020-03-31 08:00:00+00:00,2020-03-31 13:30:00+00:00,,SHORT,LOW,,2020-03-31 11:05:00+00:00,2020-03-31 11:10:00+00:00,SIGNAL,False,,,6516.63,6374.0,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,LONDON_TO_NEWYORK,2020-03-31,6499.0,6320.0,6409.5,2020-03-31 13:30:00+00:00,2020-03-31 20:00:00+00:00,SIGNAL,LONG,HIGH,20.0,2020-03-31 15:10:00+00:00,2020-03-31 15:15:00+00:00,SIGNAL,True,2020-03-31 16:35:00+00:00,6409.5,6320.0,6499.0,2020-03-31 20:00:00+00:00,6460.8,TIME_EXIT_SESSION_END,0.008003744441844152,3.601872220922076,205.0
5m,external,ASIA_TO_LONDON,2020-04-01,6422.82,6240.0,6331.41,2020-04-01 08:00:00+00:00,2020-04-01 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,LONDON_TO_NEWYORK,2020-04-01,6337.0,6180.0,6258.5,2020-04-01 13:30:00+00:00,2020-04-01 20:00:00+00:00,,SHORT,LOW,,2020-04-01 13:35:00+00:00,2020-04-01 13:40:00+00:00,SIGNAL,False,,,6337.0,6180.0,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-04-02,6750.0,6542.73,6646.365,2020-04-02 08:00:00+00:00,2020-04-02 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
5m,external,LONDON_TO_NEWYORK,2020-04-02,6728.2,6600.0,6664.1,2020-04-02 13:30:00+00:00,2020-04-02 20:00:00+00:00,,LONG,HIGH,,2020-04-02 14:35:00+00:00,2020-04-02 14:40:00+00:00,SIGNAL,False,,,6600.0,6728.2,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-04-03,6950.0,6720.05,6835.025,2020-04-03 08:00:00+00:00,2020-04-03 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,LONDON_TO_NEWYORK,2020-04-03,7049.11,6835.0,6942.055,2020-04-03 13:30:00+00:00,2020-04-03 20:00:00+00:00,,SHORT,LOW,,2020-04-03 13:55:00+00:00,2020-04-03 14:00:00+00:00,SIGNAL,False,,,7049.11,6835.0,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-04-06,7100.0,6760.0,6930.0,2020-04-06 08:00:00+00:00,2020-04-06 13:30:00+00:00,,LONG,HIGH,,2020-04-06 09:10:00+00:00,2020-04-06 09:15:00+00:00,SIGNAL,False,,,6760.0,7100.0,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,LONDON_TO_NEWYORK,2020-04-06,7159.69,7010.64,7085.165,2020-04-06 13:30:00+00:00,2020-04-06 20:00:00+00:00,SIGNAL,LONG,HIGH,0.0,2020-04-06 13:30:00+00:00,2020-04-06 13:35:00+00:00,SIGNAL,True,2020-04-06 13:35:00+00:00,7085.165,7010.64,7159.69,2020-04-06 16:00:00+00:00,7159.69,TP_RANGE_EDGE,0.010518456521478203,4.859228260739101,145.0
5m,external,ASIA_TO_LONDON,2020-04-07,7450.0,7221.5,7335.75,2020-04-07 08:00:00+00:00,2020-04-07 13:30:00+00:00,SIGNAL,LONG,HIGH,33.0,2020-04-07 10:45:00+00:00,2020-04-07 10:50:00+00:00,SIGNAL,True,2020-04-07 12:30:00+00:00,7335.75,7221.5,7450.0,2020-04-07 13:30:00+00:00,7368.53,TIME_EXIT_SESSION_END,0.004468527417101242,1.8342637085506213,60.0
5m,external,LONDON_TO_NEWYORK,2020-04-07,7457.0,7289.39,7373.195,2020-04-07 13:30:00+00:00,2020-04-07 20:00:00+00:00,,SHORT,LOW,,2020-04-07 14:05:00+00:00,2020-04-07 14:10:00+00:00,SIGNAL,False,,,7457.0,7289.39,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-04-08,7417.83,7145.14,7281.485000000001,2020-04-08 08:00:00+00:00,2020-04-08 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
5m,external,LONDON_TO_NEWYORK,2020-04-08,7343.46,7210.46,7276.96,2020-04-08 13:30:00+00:00,2020-04-08 20:00:00+00:00,SIGNAL,SHORT,LOW,5.0,2020-04-08 13:55:00+00:00,2020-04-08 14:00:00+00:00,SIGNAL,True,2020-04-08 15:00:00+00:00,7276.96,7343.46,7210.46,2020-04-08 17:15:00+00:00,7343.46,SL_RANGE_EDGE,-0.009138431432906158,-4.969215716453079,135.0
5m,external,ASIA_TO_LONDON,2020-04-09,7365.69,7235.51,7300.6,2020-04-09 08:00:00+00:00,2020-04-09 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,LONDON_TO_NEWYORK,2020-04-09,7345.0,7105.98,7225.49,2020-04-09 13:30:00+00:00,2020-04-09 20:00:00+00:00,SIGNAL,LONG,HIGH,6.0,2020-04-09 14:00:00+00:00,2020-04-09 14:05:00+00:00,SIGNAL,True,2020-04-09 18:55:00+00:00,7225.49,7105.98,7345.0,2020-04-09 20:00:00+00:00,7258.01,TIME_EXIT_SESSION_END,0.004500732822272369,1.8503664111361844,65.0
5m,external,ASIA_TO_LONDON,2020-04-10,7290.0,6860.0,7075.0,2020-04-10 08:00:00+00:00,2020-04-10 13:30:00+00:00,,SHORT,LOW,,2020-04-10 08:00:00+00:00,2020-04-10 08:05:00+00:00,SIGNAL,False,,,7290.0,6860.0,,,NO_FILL_MIDPOINT,,,
5m,external,LONDON_TO_NEWYORK,2020-04-10,6966.07,6851.0,6908.535,2020-04-10 13:30:00+00:00,2020-04-10 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,ASIA_TO_LONDON,2020-04-13,6900.99,6558.0,6729.495,2020-04-13 08:00:00+00:00,2020-04-13 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
5m,external,LONDON_TO_NEWYORK,2020-04-13,6830.0,6650.0,6740.0,2020-04-13 13:30:00+00:00,2020-04-13 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,ASIA_TO_LONDON,2020-04-14,6916.55,6801.0,6858.775,2020-04-14 08:00:00+00:00,2020-04-14 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,LONDON_TO_NEWYORK,2020-04-14,6875.0,6751.0,6813.0,2020-04-14 13:30:00+00:00,2020-04-14 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,ASIA_TO_LONDON,2020-04-15,6929.0,6805.0,6867.0,2020-04-15 08:00:00+00:00,2020-04-15 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,LONDON_TO_NEWYORK,2020-04-15,6878.02,6672.1,6775.06,2020-04-15 13:30:00+00:00,2020-04-15 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
5m,external,ASIA_TO_LONDON,2020-04-16,6984.7,6465.33,6725.014999999999,2020-04-16 08:00:00+00:00,2020-04-16 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
5m,external,LONDON_TO_NEWYORK,2020-04-16,7172.26,6864.59,7018.425,2020-04-16 13:30:00+00:00,2020-04-16 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
5m,external,ASIA_TO_LONDON,2020-04-17,7134.09,7003.16,7068.625,2020-04-17 08:00:00+00:00,2020-04-17 13:30:00+00:00,SIGNAL,LONG,HIGH,21.0,2020-04-17 09:45:00+00:00,2020-04-17 09:50:00+00:00,SIGNAL,True,2020-04-17 11:25:00+00:00,7068.625,7003.16,7134.09,2020-04-17 13:30:00+00:00,7038.75,TIME_EXIT_SESSION_END,-0.004226423102088428,-2.513211551044214,125.0
5m,external,LONDON_TO_NEWYORK,2020-04-17,7122.64,7013.33,7067.985000000001,2020-04-17 13:30:00+00:00,2020-04-17 20:00:00+00:00,SIGNAL,SHORT,LOW,0.0,2020-04-17 13:30:00+00:00,2020-04-17 13:35:00+00:00,SIGNAL,True,2020-04-17 19:50:00+00:00,7067.985000000001,7122.64,7013.33,2020-04-17 20:00:00+00:00,7068.35,TIME_EXIT_SESSION_END,-5.164130936896605e-05,-0.42582065468448305,10.0
5m,external,ASIA_TO_LONDON,2020-04-20,7208.55,7081.04,7144.795,2020-04-20 08:00:00+00:00,2020-04-20 13:30:00+00:00,,SHORT,LOW,,2020-04-20 10:20:00+00:00,2020-04-20 10:25:00+00:00,SIGNAL,False,,,7208.55,7081.04,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,LONDON_TO_NEWYORK,2020-04-20,7182.0,6911.99,7046.995,2020-04-20 13:30:00+00:00,2020-04-20 20:00:00+00:00,,SHORT,LOW,,2020-04-20 17:40:00+00:00,2020-04-20 17:45:00+00:00,SIGNAL,False,,,7182.0,6911.99,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-04-21,6912.0,6809.48,6860.74,2020-04-21 08:00:00+00:00,2020-04-21 13:30:00+00:00,,SHORT,LOW,,2020-04-21 09:25:00+00:00,2020-04-21 09:30:00+00:00,SIGNAL,False,,,6912.0,6809.48,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,LONDON_TO_NEWYORK,2020-04-21,6889.99,6759.16,6824.575,2020-04-21 13:30:00+00:00,2020-04-21 20:00:00+00:00,SIGNAL,LONG,HIGH,12.0,2020-04-21 14:30:00+00:00,2020-04-21 14:35:00+00:00,SIGNAL,True,2020-04-21 14:50:00+00:00,6824.575,6759.16,6889.99,2020-04-21 17:50:00+00:00,6889.99,TP_RANGE_EDGE,0.009585212265965204,4.392606132982602,180.0
5m,external,ASIA_TO_LONDON,2020-04-22,6959.0,6812.57,6885.785,2020-04-22 08:00:00+00:00,2020-04-22 13:30:00+00:00,,LONG,HIGH,,2020-04-22 08:15:00+00:00,2020-04-22 08:20:00+00:00,SIGNAL,False,,,6812.57,6959.0,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,LONDON_TO_NEWYORK,2020-04-22,7075.0,6915.0,6995.0,2020-04-22 13:30:00+00:00,2020-04-22 20:00:00+00:00,,LONG,HIGH,,2020-04-22 13:30:00+00:00,2020-04-22 13:35:00+00:00,SIGNAL,False,,,6915.0,7075.0,,,RANGE_BROKE_BEFORE_FILL,,,
5m,external,ASIA_TO_LONDON,2020-04-23,7178.0,7020.0,7099.0,2020-04-23 08:00:00+00:00,2020-04-23 13:30:00+00:00,,LONG,HIGH,,2020-04-23 12:25:00+00:00,2020-04-23 12:30:00+00:00,SIGNAL,False,,,7020.0,7178.0,,,NO_FILL_MIDPOINT,,,
5m,external,LONDON_TO_NEWYORK,2020-04-23,7176.0,7040.05,7108.025,2020-04-23 13:30:00+00:00,2020-04-23 20:00:00+00:00,,LONG,HIGH,,2020-04-23 13:30:00+00:00,2020-04-23 13:35:00+00:00,SIGNAL,False,,,7040.05,7176.0,,,RANGE_BROKE_BEFORE_FILL,,,
