partition,regime,clock_block,obs_start,obs_end,fill_ts,entry_price,fraction,H,L,R4,LOCAL_R,structural_winner,terminal_type,terminal_complete_ts,causal_bars,terminal_minutes,fillbar_adv_px,fillbar_adv_r4,fillbar_adv_localr,mae_px,mae_r4,mae_localr,mfe_px,mfe_r4,mfe_localr
development,BEAR,04-08,2023-05-12 04:00:00+00:00,2023-05-12 08:00:00+00:00,2023-05-12 05:40:00+00:00,26543.75,0.05,27090.0,26515.0,575.0,28.75,True,LOW_BREAK,2023-05-12 05:55:00+00:00,2,15.0,41.349999999998545,0.07191304347825835,1.4382608695651669,32.150000000001455,0.055913043478263404,1.118260869565268,403.75,0.7021739130434783,14.043478260869565
development,BULL,20-00,2023-05-15 20:00:00+00:00,2023-05-16 00:00:00+00:00,2023-05-15 21:35:00+00:00,27318.07,0.05,27650.0,27300.6,349.40000000000146,17.470000000001164,True,LOW_BREAK,2023-05-15 22:45:00+00:00,13,70.0,53.029999999998836,0.151774470520889,3.0354894104175902,51.22999999999956,0.14662278191184702,2.9324556382367573,68.06999999999971,0.1948196908986818,3.896393817973393
development,SIDEWAYS,12-16,2023-05-16 12:00:00+00:00,2023-05-16 16:00:00+00:00,2023-05-16 13:35:00+00:00,26993.38,0.05,27274.2,26978.6,295.6000000000022,14.780000000002474,True,LOW_BREAK,2023-05-16 14:00:00+00:00,4,25.0,79.31999999999971,0.26833558863328527,5.366711772664846,126.61999999999898,0.428349120433011,8.566982408658848,38.280000000002474,0.12949932341002093,2.5899864682000047
development,BEAR,04-08,2023-05-17 04:00:00+00:00,2023-05-17 08:00:00+00:00,2023-05-17 05:50:00+00:00,26983.14,0.05,27238.5,26969.7,268.7999999999993,13.43999999999869,True,LOW_BREAK,2023-05-17 06:05:00+00:00,2,15.0,11.260000000002037,0.041889880952388645,0.8377976190478522,11.260000000002037,0.041889880952388645,0.8377976190478522,43.13999999999942,0.1604910714285697,3.209821428571698
development,BEAR,08-12,2023-05-19 08:00:00+00:00,2023-05-19 12:00:00+00:00,2023-05-19 10:20:00+00:00,26816.35,0.1,26950.0,26801.5,148.5,14.849999999998545,True,LOW_BREAK,2023-05-19 10:55:00+00:00,6,35.0,19.650000000001455,0.1323232323232421,1.323232323232551,48.650000000001455,0.3276094276094374,3.276094276094695,43.349999999998545,0.29191919191918214,2.9191919191921074
development,BULL,04-08,2023-05-21 04:00:00+00:00,2023-05-21 08:00:00+00:00,2023-05-21 07:10:00+00:00,27061.9,0.05,27288.0,27050.0,238.0,11.900000000001455,True,LOW_BREAK,2023-05-21 07:30:00+00:00,3,20.0,14.099999999998545,0.05924369747898548,1.1848739495795648,2.5,0.01050420168067227,0.21008403361341968,24.900000000001455,0.10462184873950191,2.0924369747897824
development,SIDEWAYS,04-08,2023-05-24 04:00:00+00:00,2023-05-24 08:00:00+00:00,2023-05-24 07:25:00+00:00,26672.635,0.05,27212.9,26644.2,568.7000000000007,28.43499999999767,False,BLOCK_END,2023-05-24 08:00:00+00:00,6,35.0,37.66500000000087,0.06622999824160511,1.3245999648322122,34.16500000000087,0.06007561104273049,1.2015122208547098,46.034999999999854,0.08094777562862633,1.6189555125726613
development,BEAR,12-16,2023-05-24 12:00:00+00:00,2023-05-24 16:00:00+00:00,2023-05-24 13:25:00+00:00,26659.2,0.05,26834.0,26650.0,184.0,9.200000000000728,True,LOW_BREAK,2023-05-24 13:45:00+00:00,3,20.0,14.0,0.07608695652173914,1.5217391304346624,16.5,0.08967391304347826,1.7934782608694233,69.29999999999927,0.3766304347826047,7.532608695651499
development,BULL,16-20,2023-05-29 16:00:00+00:00,2023-05-29 20:00:00+00:00,2023-05-29 16:15:00+00:00,27589.34,0.05,27945.4,27570.6,374.8000000000029,18.7400000000016,True,LOW_BREAK,2023-05-29 16:30:00+00:00,2,15.0,80.65999999999985,0.2152081109925273,4.304162219850212,41.06000000000131,0.1095517609391702,2.191035218783234,59.340000000000146,0.15832443970117313,3.1664887940232167
development,BULL,16-20,2023-06-03 16:00:00+00:00,2023-06-03 20:00:00+00:00,2023-06-03 18:05:00+00:00,27121.51,0.05,27340.2,27110.0,230.20000000000073,11.5099999999984,True,LOW_BREAK,2023-06-03 19:55:00+00:00,21,110.0,35.4900000000016,0.15417028670721758,3.0834057341447902,52.19000000000233,0.22671589921808064,4.534317984362258,121.5099999999984,0.5278453518679322,10.556907037360148
development,BULL,16-20,2023-06-04 16:00:00+00:00,2023-06-04 20:00:00+00:00,2023-06-04 16:25:00+00:00,27157.0,0.05,27290.0,27150.0,140.0,7.0,False,BLOCK_END,2023-06-04 20:00:00+00:00,42,215.0,33.20000000000073,0.23714285714286235,4.742857142857247,61.0,0.4357142857142857,8.714285714285714,1.7999999999992724,0.01285714285713766,0.2571428571427532
development,BEAR,04-08,2023-06-05 04:00:00+00:00,2023-06-05 08:00:00+00:00,2023-06-05 06:35:00+00:00,26773.5,0.05,27125.0,26755.0,370.0,18.5,False,BLOCK_END,2023-06-05 08:00:00+00:00,16,85.0,7.799999999999272,0.021081081081079114,0.4216216216215823,46.5,0.12567567567567567,2.5135135135135136,43.29999999999927,0.11702702702702505,2.340540540540501
development,BEAR,08-12,2023-06-05 08:00:00+00:00,2023-06-05 12:00:00+00:00,2023-06-05 10:15:00+00:00,26734.050000000003,0.1,26861.4,26719.9,141.5,14.150000000001455,True,LOW_BREAK,2023-06-05 10:40:00+00:00,4,25.0,38.14999999999782,0.2696113074204793,2.6961130742045154,23.749999999996362,0.16784452296817218,1.678445229681549,24.450000000004366,0.17279151943465984,1.7279151943464206
development,BULL,12-16,2023-06-07 12:00:00+00:00,2023-06-07 16:00:00+00:00,2023-06-07 15:40:00+00:00,26362.66,0.05,26968.0,26330.8,637.2000000000007,31.860000000000582,True,LOW_BREAK,2023-06-07 15:55:00+00:00,2,15.0,210.34000000000015,0.3301004394224732,6.602008788449351,82.84000000000015,0.13000627746390467,2.6001255492780486,85.86000000000058,0.13474576271186517,2.694915254237257
development,SIDEWAYS,16-20,2023-06-07 16:00:00+00:00,2023-06-07 20:00:00+00:00,2023-06-07 16:25:00+00:00,26263.5,0.05,26900.0,26230.0,670.0,33.5,False,BLOCK_END,2023-06-07 20:00:00+00:00,42,215.0,103.20000000000073,0.15402985074626974,3.0805970149253947,284.5,0.4246268656716418,8.492537313432836,5.299999999999272,0.007910447761192945,0.1582089552238589
development,BEAR,16-20,2023-06-09 16:00:00+00:00,2023-06-09 20:00:00+00:00,2023-06-09 16:25:00+00:00,26453.71,0.05,26775.0,26436.8,338.2000000000007,16.909999999999854,True,LOW_BREAK,2023-06-09 17:15:00+00:00,9,50.0,38.38999999999942,0.11351271437019318,2.2702542874038882,55.38999999999942,0.16377882909520786,3.2755765819041924,50.30999999999767,0.14875813128325713,2.975162625665175
development,BEAR,16-20,2023-06-12 16:00:00+00:00,2023-06-12 20:00:00+00:00,2023-06-12 17:30:00+00:00,25735.06,0.05,25983.2,25722.0,261.2000000000007,13.06000000000131,False,BLOCK_END,2023-06-12 20:00:00+00:00,29,150.0,44.93999999999869,0.1720520673813115,3.4410413476258945,227.4399999999987,0.8707503828483846,17.415007656965994,5.06000000000131,0.019372128637064685,0.38744257274125593
development,BEAR,08-12,2023-06-15 08:00:00+00:00,2023-06-15 12:00:00+00:00,2023-06-15 11:25:00+00:00,24876.74,0.1,25063.4,24856.0,207.40000000000146,20.7400000000016,False,BLOCK_END,2023-06-15 12:00:00+00:00,6,35.0,35.2599999999984,0.170009643201534,1.7000964320152208,165.7599999999984,0.7992285438765537,7.992285438764976,0.0,0.0,0.0
development,BULL,12-16,2023-06-17 12:00:00+00:00,2023-06-17 16:00:00+00:00,2023-06-17 14:15:00+00:00,26464.7,0.05,26649.0,26455.0,194.0,9.700000000000728,True,LOW_BREAK,2023-06-17 15:20:00+00:00,12,65.0,66.59999999999854,0.34329896907215746,6.865979381442634,45.89999999999782,0.23659793814431865,4.731958762886018,176.20000000000073,0.9082474226804161,18.16494845360696
development,BULL,08-12,2023-06-18 08:00:00+00:00,2023-06-18 12:00:00+00:00,2023-06-18 10:15:00+00:00,26478.99,0.1,26675.1,26457.2,217.89999999999782,21.790000000000873,False,BLOCK_END,2023-06-18 12:00:00+00:00,20,105.0,36.70999999999913,0.16847177604405458,1.6847177604404615,21.0099999999984,0.0964203763194062,0.9642037631940137,18.19000000000233,0.08347865993576187,0.8347865993575768
development,BULL,08-12,2023-06-19 08:00:00+00:00,2023-06-19 12:00:00+00:00,2023-06-19 10:55:00+00:00,26366.17,0.1,26468.5,26354.8,113.70000000000073,11.369999999998981,False,BLOCK_END,2023-06-19 12:00:00+00:00,12,65.0,16.93000000000029,0.14890061565523469,1.4890061565524897,73.33000000000175,0.6449428320140833,6.449428320141452,11.169999999998254,0.09824098504835692,0.9824098504836636
development,BULL,08-12,2023-06-23 08:00:00+00:00,2023-06-23 12:00:00+00:00,2023-06-23 08:10:00+00:00,29926.99,0.1,30079.9,29910.0,169.90000000000146,16.9900000000016,False,HIGH_BREAK,2023-06-23 09:55:00+00:00,20,105.0,22.80999999999767,0.13425544437903164,1.3425544437902015,246.30999999999767,1.4497351383166308,14.497351383165066,0.0,0.0,0.0
development,BULL,20-00,2023-06-23 20:00:00+00:00,2023-06-24 00:00:00+00:00,2023-06-23 22:00:00+00:00,30642.975,0.05,31440.5,30601.0,839.5,41.974999999998545,True,LOW_BREAK,2023-06-23 22:10:00+00:00,1,10.0,17.725000000002183,0.02111375818940105,0.42227516378803565,0.0,0.0,0.0,72.97499999999854,0.08692674210839613,1.7385348421679827
development,BULL,00-04,2023-06-24 00:00:00+00:00,2023-06-24 04:00:00+00:00,2023-06-24 01:25:00+00:00,30466.215,0.05,30943.4,30441.1,502.3000000000029,25.1150000000016,False,BLOCK_END,2023-06-24 04:00:00+00:00,30,155.0,44.8849999999984,0.08935894883535365,1.7871789767069695,323.78499999999985,0.6446048178379414,12.892096356758081,77.6150000000016,0.1545192116265203,3.0903842325302273
development,SIDEWAYS,08-12,2023-06-28 08:00:00+00:00,2023-06-28 12:00:00+00:00,2023-06-28 08:10:00+00:00,30162.25,0.1,30479.5,30127.0,352.5,35.25,False,BLOCK_END,2023-06-28 12:00:00+00:00,45,230.0,24.150000000001455,0.06851063829787647,0.6851063829787647,214.75,0.6092198581560284,6.092198581560283,8.549999999999272,0.024255319148934106,0.24255319148934107
development,BULL,00-04,2023-07-12 00:00:00+00:00,2023-07-12 04:00:00+00:00,2023-07-12 01:25:00+00:00,30500.16,0.05,30640.0,30492.8,147.20000000000073,7.360000000000582,True,LOW_BREAK,2023-07-12 01:35:00+00:00,1,10.0,29.93999999999869,0.2033967391304249,4.067934782608196,13.7400000000016,0.09334239130435824,1.8668478260870263,11.159999999999854,0.07581521739130298,1.5163043478259473
development,BEAR,04-08,2023-07-13 04:00:00+00:00,2023-07-13 08:00:00+00:00,2023-07-13 04:55:00+00:00,30265.395,0.05,30423.0,30257.1,165.90000000000146,8.295000000001892,True,LOW_BREAK,2023-07-13 05:10:00+00:00,2,15.0,23.50500000000102,0.14168173598553835,2.8336347197101457,19.20499999999811,0.11576250753464702,2.3152501506924326,24.19499999999971,0.1458408679927637,2.916817359854634
development,BEAR,12-16,2023-07-15 12:00:00+00:00,2023-07-15 16:00:00+00:00,2023-07-15 14:25:00+00:00,30263.955,0.05,30360.0,30258.9,101.09999999999854,5.055000000000291,False,BLOCK_END,2023-07-15 16:00:00+00:00,18,95.0,27.1449999999968,0.26849653808108004,5.369930761621214,43.24499999999898,0.4277448071216578,8.55489614243254,26.955000000001746,0.2666172106825137,5.33234421364989
development,BEAR,12-16,2023-07-19 12:00:00+00:00,2023-07-19 16:00:00+00:00,2023-07-19 14:10:00+00:00,29861.51,0.05,30038.4,29852.2,186.20000000000073,9.309999999997672,True,LOW_BREAK,2023-07-19 14:30:00+00:00,3,20.0,54.69000000000233,0.2937164339420092,5.874328678841676,63.4900000000016,0.3409774436090298,6.819548872182328,29.209999999999127,0.15687432867883466,3.13748657357749
development,BEAR,12-16,2023-07-22 12:00:00+00:00,2023-07-22 16:00:00+00:00,2023-07-22 12:30:00+00:00,29853.985,0.05,29969.6,29847.9,121.69999999999709,6.084999999999127,True,LOW_BREAK,2023-07-22 12:40:00+00:00,1,10.0,8.715000000000146,0.07161051766639567,1.4322103533280848,0.0,0.0,0.0,15.385000000002037,0.12641741988498278,2.528348397699958
development,BEAR,16-20,2023-07-22 16:00:00+00:00,2023-07-22 20:00:00+00:00,2023-07-22 18:00:00+00:00,29811.02,0.05,29895.0,29806.6,88.40000000000146,4.420000000001892,True,LOW_BREAK,2023-07-22 18:15:00+00:00,2,15.0,15.079999999998108,0.17058823529409345,3.4117647058804645,0.9799999999995634,0.011085972850673613,0.221719457013381,27.42000000000189,0.3101809954751294,6.203619909500035
development,BEAR,00-04,2023-08-04 00:00:00+00:00,2023-08-04 04:00:00+00:00,2023-08-04 02:05:00+00:00,29160.12,0.05,29352.4,29150.0,202.40000000000146,10.119999999998981,True,LOW_BREAK,2023-08-04 02:25:00+00:00,3,20.0,35.88000000000102,0.17727272727273102,3.545454545455003,13.780000000002474,0.0680830039525809,1.361660079051765,80.52000000000044,0.39782608695652105,7.956521739131278
development,SIDEWAYS,16-20,2023-08-10 16:00:00+00:00,2023-08-10 20:00:00+00:00,2023-08-10 17:15:00+00:00,29397.49,0.05,29729.8,29380.0,349.7999999999993,17.4900000000016,False,BLOCK_END,2023-08-10 20:00:00+00:00,32,165.0,32.20999999999913,0.09208118925099827,1.841623785019793,75.10999999999694,0.21472269868495455,4.294453973698689,93.79000000000087,0.2681246426529476,5.36249285305845
development,BEAR,08-12,2023-08-11 08:00:00+00:00,2023-08-11 12:00:00+00:00,2023-08-11 10:55:00+00:00,29378.76,0.1,29481.9,29367.3,114.60000000000218,11.459999999999127,False,BLOCK_END,2023-08-11 12:00:00+00:00,12,65.0,4.240000000001601,0.036998254799315185,0.3699825479931871,61.04000000000087,0.5326352530540986,5.326352530541494,0.0,0.0,0.0
development,BEAR,12-16,2023-08-13 12:00:00+00:00,2023-08-13 16:00:00+00:00,2023-08-13 13:25:00+00:00,29363.935,0.05,29400.7,29362.0,38.70000000000073,1.9350000000013097,True,LOW_BREAK,2023-08-13 15:00:00+00:00,18,95.0,5.864999999997963,0.15155038759684372,3.0310077519348804,12.264999999999418,0.3169250645994622,6.338501291985073,3.5349999999998545,0.09134366925064051,1.8268733850116081
development,BEAR,04-08,2023-08-15 04:00:00+00:00,2023-08-15 08:00:00+00:00,2023-08-15 05:40:00+00:00,29360.43,0.05,29446.5,29355.9,90.59999999999854,4.529999999998836,True,LOW_BREAK,2023-08-15 05:55:00+00:00,2,15.0,11.970000000001164,0.1321192052980282,2.642384105961201,2.069999999999709,0.02284768211920245,0.45695364238415914,9.430000000000291,0.10408388520971791,2.0816777041948598
development,BEAR,12-16,2023-08-16 12:00:00+00:00,2023-08-16 16:00:00+00:00,2023-08-16 13:30:00+00:00,29092.15,0.05,29209.0,29086.0,123.0,6.150000000001455,True,LOW_BREAK,2023-08-16 13:55:00+00:00,4,25.0,37.94999999999709,0.30853658536583,6.17073170731514,52.75,0.42886178861788615,8.577235772355694,19.75,0.16056910569105692,3.2113821138203784
development,BEAR,00-04,2023-08-17 00:00:00+00:00,2023-08-17 04:00:00+00:00,2023-08-17 00:15:00+00:00,28726.465,0.05,29132.4,28705.1,427.3000000000029,21.3650000000016,True,LOW_BREAK,2023-08-17 00:40:00+00:00,4,25.0,49.43500000000131,0.11569155160309144,2.313831032061671,26.1349999999984,0.061163117247831085,1.2232623449565383,215.8650000000016,0.5051837116779783,10.103674233558879
development,BEAR,00-04,2023-08-19 00:00:00+00:00,2023-08-19 04:00:00+00:00,2023-08-19 02:10:00+00:00,26001.775,0.05,26235.0,25989.5,245.5,12.275000000001455,True,LOW_BREAK,2023-08-19 03:00:00+00:00,9,50.0,18.724999999998545,0.07627291242361933,1.5254582484722057,54.625,0.2225050916496945,4.450101832993362,20.275000000001455,0.08258655804481245,1.651731160896053
development,BEAR,08-12,2023-08-21 08:00:00+00:00,2023-08-21 12:00:00+00:00,2023-08-21 09:45:00+00:00,26003.94,0.1,26174.4,25985.0,189.40000000000146,18.93999999999869,True,LOW_BREAK,2023-08-21 10:10:00+00:00,4,25.0,23.56000000000131,0.12439281942978421,1.2439281942979377,22.760000000002037,0.12016895459346284,1.2016895459347208,53.93999999999869,0.28479408658922006,2.847940865892419
development,BEAR,16-20,2023-09-03 16:00:00+00:00,2023-09-03 20:00:00+00:00,2023-09-03 16:50:00+00:00,25818.41,0.05,26115.0,25802.8,312.2000000000007,15.610000000000582,False,BLOCK_END,2023-09-03 20:00:00+00:00,37,190.0,13.68999999999869,0.04385009609224426,0.8770019218448546,214.88999999999942,0.6883087764253649,13.766175528506816,0.8100000000013097,0.0025944907110868284,0.05188981422173475
development,BEAR,00-04,2023-09-04 00:00:00+00:00,2023-09-04 04:00:00+00:00,2023-09-04 00:25:00+00:00,25926.01,0.05,26135.2,25915.0,220.20000000000073,11.0099999999984,True,LOW_BREAK,2023-09-04 00:35:00+00:00,1,10.0,3.6900000000023283,0.016757493188021416,0.3351498637604782,2.0900000000001455,0.009491371480472927,0.1898274296094868,19.5099999999984,0.08860127157129126,1.7720254314260886
development,BULL,00-04,2023-09-10 00:00:00+00:00,2023-09-10 04:00:00+00:00,2023-09-10 01:15:00+00:00,25846.94,0.05,25908.5,25843.7,64.79999999999927,3.2399999999979627,True,LOW_BREAK,2023-09-10 01:25:00+00:00,1,10.0,4.860000000000582,0.07500000000000982,1.5000000000011229,4.760000000002037,0.07345679012348906,1.4691358024706884,5.539999999997235,0.08549382716045212,1.7098765432100984
development,BEAR,12-16,2023-09-10 12:00:00+00:00,2023-09-10 16:00:00+00:00,2023-09-10 12:30:00+00:00,25783.805,0.05,25856.1,25780.0,76.09999999999854,3.805000000000291,True,LOW_BREAK,2023-09-10 13:15:00+00:00,8,45.0,14.294999999998254,0.18784494086726053,3.7568988173448514,18.095000000001164,0.23777923784496072,4.7555847568987595,14.305000000000291,0.18797634691196538,3.759526938238948
development,BULL,04-08,2023-09-20 04:00:00+00:00,2023-09-20 08:00:00+00:00,2023-09-20 04:10:00+00:00,27085.74,0.05,27381.0,27070.2,310.7999999999993,15.540000000000873,True,LOW_BREAK,2023-09-20 05:00:00+00:00,9,50.0,11.859999999996944,0.038159588159578414,0.7631917631915237,64.05999999999767,0.2061132561132491,4.122265122264741,31.7400000000016,0.10212355212355752,2.0424710424710306
development,BEAR,00-04,2023-09-25 00:00:00+00:00,2023-09-25 04:00:00+00:00,2023-09-25 00:30:00+00:00,26102.55,0.05,26512.0,26081.0,431.0,21.549999999999272,True,LOW_BREAK,2023-09-25 00:40:00+00:00,1,10.0,32.45000000000073,0.07529002320185783,1.5058004640372076,6.350000000002183,0.014733178654297407,0.2946635730859581,67.04999999999927,0.15556844547563636,3.1113689095128323
development,BEAR,00-04,2023-09-26 00:00:00+00:00,2023-09-26 04:00:00+00:00,2023-09-26 00:40:00+00:00,26257.22,0.05,26440.0,26247.6,192.40000000000146,9.62000000000262,True,LOW_BREAK,2023-09-26 01:35:00+00:00,10,55.0,3.279999999998836,0.01704781704781087,0.3409563409561271,30.479999999999563,0.15841995841995496,3.16839916839826,18.81999999999971,0.09781704781704556,1.9563409563403935
development,BULL,16-20,2023-10-01 16:00:00+00:00,2023-10-01 20:00:00+00:00,2023-10-01 17:35:00+00:00,27075.015000000003,0.05,27219.7,27067.4,152.29999999999927,7.615000000001601,True,LOW_BREAK,2023-10-01 17:50:00+00:00,2,15.0,22.484999999996944,0.14763624425474098,2.952724885094185,22.284999999996217,0.14632304661849194,2.92646093236921,53.6150000000016,0.35203545633619077,7.0407091267223025
development,BULL,04-08,2023-10-05 04:00:00+00:00,2023-10-05 08:00:00+00:00,2023-10-05 04:10:00+00:00,27643.95,0.05,27890.0,27631.0,259.0,12.950000000000728,True,LOW_BREAK,2023-10-05 06:00:00+00:00,21,110.0,4.649999999997817,0.017953667953659526,0.35907335907317034,44.45000000000073,0.17162162162162442,3.4324324324322957,20.850000000002183,0.08050193050193893,1.610038610038688
development,BULL,16-20,2023-10-05 16:00:00+00:00,2023-10-05 20:00:00+00:00,2023-10-05 16:25:00+00:00,27416.5,0.05,28110.0,27380.0,730.0,36.5,True,LOW_BREAK,2023-10-05 17:20:00+00:00,10,55.0,51.20000000000073,0.07013698630137086,1.4027397260274173,99.09999999999854,0.13575342465753226,2.7150684931506452,65.20000000000073,0.08931506849315168,1.7863013698630337
development,BULL,08-12,2023-10-08 08:00:00+00:00,2023-10-08 12:00:00+00:00,2023-10-08 09:35:00+00:00,27884.29,0.1,28061.5,27864.6,196.90000000000146,19.69000000000233,True,LOW_BREAK,2023-10-08 09:55:00+00:00,3,20.0,7.4099999999998545,0.03763331640426511,0.37633316404260936,12.709999999999127,0.06455053326561215,0.6455053326560499,71.79000000000087,0.364601320467244,3.6460132046720357
development,BULL,00-04,2023-10-09 00:00:00+00:00,2023-10-09 04:00:00+00:00,2023-10-09 01:10:00+00:00,27789.815,0.05,27968.7,27780.4,188.29999999999927,9.414999999997235,False,BLOCK_END,2023-10-09 04:00:00+00:00,33,170.0,19.885000000002037,0.10560276155072817,2.1120552310151752,187.1850000000013,0.9940785979819545,19.88157195964485,0.0,0.0,0.0
development,SIDEWAYS,08-12,2023-10-09 08:00:00+00:00,2023-10-09 12:00:00+00:00,2023-10-09 08:10:00+00:00,27813.4,0.1,27934.0,27800.0,134.0,13.400000000001455,True,LOW_BREAK,2023-10-09 08:35:00+00:00,4,25.0,8.799999999999272,0.06567164179103935,0.6567164179103221,8.799999999999272,0.06567164179103935,0.6567164179103221,125.40000000000146,0.9358208955223989,9.358208955222972
development,BEAR,04-08,2023-10-11 04:00:00+00:00,2023-10-11 08:00:00+00:00,2023-10-11 07:50:00+00:00,27023.38,0.05,27467.6,27000.0,467.59999999999854,23.38000000000102,False,BLOCK_END,2023-10-11 08:00:00+00:00,1,10.0,36.719999999997526,0.0785286569717657,1.5705731394352407,0.21999999999752617,0.00047048759623081023,0.009409751924615765,18.38000000000102,0.0393071000855455,0.7861420017108733
development,BEAR,08-12,2023-10-12 08:00:00+00:00,2023-10-12 12:00:00+00:00,2023-10-12 08:30:00+00:00,26782.91,0.1,26909.9,26768.8,141.10000000000218,14.110000000000582,True,LOW_BREAK,2023-10-12 09:25:00+00:00,10,55.0,19.790000000000873,0.14025513819986227,1.4025513819985866,30.790000000000873,0.218214032600995,2.1821403260098937,45.11000000000058,0.31970233876683124,3.1970233876682297
development,BEAR,16-20,2023-10-12 16:00:00+00:00,2023-10-12 20:00:00+00:00,2023-10-12 17:00:00+00:00,26618.585,0.05,26853.9,26606.2,247.70000000000073,12.3849999999984,True,LOW_BREAK,2023-10-12 17:10:00+00:00,1,10.0,63.41500000000087,0.25601534113847674,5.120306822770211,19.81500000000233,0.07999596285830549,1.5999192571663212,46.3849999999984,0.18726281792490215,3.745256358498538
development,BEAR,04-08,2023-10-14 04:00:00+00:00,2023-10-14 08:00:00+00:00,2023-10-14 07:15:00+00:00,26836.395,0.05,26986.4,26828.5,157.90000000000146,7.895000000000437,False,BLOCK_END,2023-10-14 08:00:00+00:00,8,45.0,27.104999999999563,0.17165927802406153,3.433185560481072,27.404999999998836,0.1735592146928346,3.471184293856532,0.0,0.0,0.0
development,BULL,00-04,2023-10-17 00:00:00+00:00,2023-10-17 04:00:00+00:00,2023-10-17 03:50:00+00:00,28241.33,0.05,28633.3,28220.7,412.59999999999854,20.63000000000102,False,BLOCK_END,2023-10-17 04:00:00+00:00,1,10.0,21.169999999998254,0.051308773630630945,1.0261754726125647,18.669999999998254,0.0452496364517652,0.9049927290352561,2.030000000002474,0.0049200193892449855,0.0984003877848945
development,BULL,00-04,2023-10-18 00:00:00+00:00,2023-10-18 04:00:00+00:00,2023-10-18 00:30:00+00:00,28369.215,0.05,28544.3,28360.0,184.29999999999927,9.215000000000146,True,LOW_BREAK,2023-10-18 00:40:00+00:00,1,10.0,38.98500000000058,0.21153011394465945,4.230602278893105,1.1850000000013097,0.006429734129144408,0.12859468258288562,46.41500000000087,0.2518448182311506,5.036896364622913
development,BULL,16-20,2023-10-20 16:00:00+00:00,2023-10-20 20:00:00+00:00,2023-10-20 19:25:00+00:00,29385.575,0.05,29900.0,29358.5,541.5,27.075000000000728,False,BLOCK_END,2023-10-20 20:00:00+00:00,6,35.0,60.224999999998545,0.11121883656509426,2.2243767313018257,171.625,0.316943674976916,6.338873499538149,0.0,0.0,0.0
development,BULL,12-16,2023-10-22 12:00:00+00:00,2023-10-22 16:00:00+00:00,2023-10-22 15:50:00+00:00,29772.8,0.05,29981.8,29761.8,220.0,11.0,False,BLOCK_END,2023-10-22 16:00:00+00:00,1,10.0,35.5,0.16136363636363638,3.227272727272727,46.20000000000073,0.2100000000000033,4.200000000000066,0.0,0.0,0.0
development,BULL,08-12,2023-10-26 08:00:00+00:00,2023-10-26 12:00:00+00:00,2023-10-26 09:45:00+00:00,34442.47,0.1,34809.4,34401.7,407.70000000000437,40.770000000004075,True,LOW_BREAK,2023-10-26 10:05:00+00:00,3,20.0,42.529999999998836,0.10431689968113413,1.043168996811248,29.62999999999738,0.07267598724551647,0.7267598724550998,106.77000000000407,0.2618837380426856,2.6188373804266227
development,BULL,04-08,2023-10-30 04:00:00+00:00,2023-10-30 08:00:00+00:00,2023-10-30 07:30:00+00:00,34198.99,0.05,34578.8,34179.0,399.8000000000029,19.989999999997963,False,BLOCK_END,2023-10-30 08:00:00+00:00,5,30.0,23.810000000004948,0.059554777388706286,1.1910955477742557,74.01000000000204,0.18511755877939345,3.702351175588273,94.98999999999796,0.2375937968984424,4.751875937969367
development,SIDEWAYS,04-08,2023-10-31 04:00:00+00:00,2023-10-31 08:00:00+00:00,2023-10-31 04:45:00+00:00,34226.83,0.05,34620.7,34206.1,414.59999999999854,20.7300000000032,True,LOW_BREAK,2023-10-31 05:10:00+00:00,4,25.0,35.2699999999968,0.08506994693679913,1.701398938735714,34.669999999998254,0.08362276893390828,1.6724553786779015,24.830000000001746,0.05988904968644919,1.1977809937287947
development,BULL,00-04,2023-11-01 00:00:00+00:00,2023-11-01 04:00:00+00:00,2023-11-01 03:10:00+00:00,34454.76,0.05,34744.7,34439.5,305.1999999999971,15.260000000002037,True,LOW_BREAK,2023-11-01 03:30:00+00:00,3,20.0,11.939999999995052,0.03912188728700906,0.7824377457400693,19.739999999997963,0.06467889908256275,1.29357798165107,37.06000000000495,0.1214285714285888,2.4285714285714284
development,BULL,04-08,2023-11-01 04:00:00+00:00,2023-11-01 08:00:00+00:00,2023-11-01 05:05:00+00:00,34420.28,0.05,34684.0,34406.4,277.59999999999854,13.87999999999738,True,LOW_BREAK,2023-11-01 05:20:00+00:00,2,15.0,19.520000000004075,0.07031700288185942,1.4063400576374465,10.220000000001164,0.036815561959658565,0.7363112391933064,20.279999999998836,0.07305475504322385,1.4610951008647453
development,SIDEWAYS,08-12,2023-11-03 08:00:00+00:00,2023-11-03 12:00:00+00:00,2023-11-03 09:00:00+00:00,34340.09,0.1,34700.0,34300.1,399.90000000000146,39.98999999999796,True,LOW_BREAK,2023-11-03 09:40:00+00:00,7,40.0,113.31000000000495,0.28334583645912614,2.833458364591416,81.51000000000204,0.20382595648912663,2.0382595648913777,108.08999999999651,0.2702925731432761,2.7029257314329085
development,BULL,12-16,2023-11-04 12:00:00+00:00,2023-11-04 16:00:00+00:00,2023-11-04 14:00:00+00:00,34679.265,0.05,34880.0,34668.7,211.3000000000029,10.565000000002328,True,LOW_BREAK,2023-11-04 15:20:00+00:00,15,80.0,20.735000000000582,0.09813061997160576,1.9626123994317097,119.73500000000058,0.566658778987217,11.333175579741997,46.76499999999942,0.2213203975390382,4.42640795077985
