zone,entry_frac,partition,date_utc,signal_ts,fill_bar_start,entry_px,H,L,range,session_end,path_class,e20_reached,e20_bar_start,terminal_bar_start,pre_e20_max_high_frac,pre_e20_required_d,cons_max_high_frac,cons_required_d,failure_max_high_frac,failure_required_d
F15,0.15,external,2021-06-10,2021-06-10 17:30:00+00:00,2021-06-10 18:00:00+00:00,36568.1955,38489.0,36229.23,2259.769999999997,2021-06-10 20:00:00+00:00,NON_E20_SESSION_END,False,,2021-06-10 19:55:00+00:00,,,,,0.276081194103824,0.12608119410382398
F05,0.05,external,2021-07-12,2021-07-12 13:35:00+00:00,2021-07-12 15:10:00+00:00,33395.5,34450.0,33340.0,1110.0,2021-07-12 20:00:00+00:00,E20_REACHER,True,2021-07-12 16:15:00+00:00,2021-07-12 16:15:00+00:00,0.15315315315315314,0.10315315315315314,0.15315315315315314,0.10315315315315314,,
F10,0.1,external,2021-07-12,2021-07-12 13:35:00+00:00,2021-07-12 15:10:00+00:00,33451.0,34450.0,33340.0,1110.0,2021-07-12 20:00:00+00:00,E20_REACHER,True,2021-07-12 16:15:00+00:00,2021-07-12 16:15:00+00:00,0.15315315315315314,0.05315315315315314,0.15315315315315314,0.05315315315315314,,
F15,0.15,external,2021-07-12,2021-07-12 13:35:00+00:00,2021-07-12 15:30:00+00:00,33506.5,34450.0,33340.0,1110.0,2021-07-12 20:00:00+00:00,E20_REACHER,True,2021-07-12 16:15:00+00:00,2021-07-12 16:15:00+00:00,0.15315315315315314,0.0031531531531531487,0.15315315315315314,0.0031531531531531487,,
F05,0.05,external,2021-07-13,2021-07-13 19:30:00+00:00,2021-07-13 19:50:00+00:00,32312.542,33329.84,32259.0,1070.8399999999965,2021-07-13 20:00:00+00:00,NON_E20_SESSION_END,False,,2021-07-13 19:55:00+00:00,,,,,0.10365694221358968,0.05365694221358967
F10,0.1,external,2021-07-13,2021-07-13 19:30:00+00:00,2021-07-13 19:45:00+00:00,32366.084,33329.84,32259.0,1070.8399999999965,2021-07-13 20:00:00+00:00,NON_E20_SESSION_END,False,,2021-07-13 19:55:00+00:00,,,,,0.15034925852601744,0.05034925852601743
F15,0.15,external,2021-07-13,2021-07-13 19:30:00+00:00,2021-07-13 19:45:00+00:00,32419.626,33329.84,32259.0,1070.8399999999965,2021-07-13 20:00:00+00:00,NON_E20_SESSION_END,False,,2021-07-13 19:55:00+00:00,,,,,0.15034925852601744,0.000349258526017443
F05,0.05,external,2021-07-19,2021-07-19 13:45:00+00:00,2021-07-19 14:30:00+00:00,30605.472,31659.44,30550.0,1109.4399999999987,2021-07-19 20:00:00+00:00,NON_E20_SESSION_END,False,,2021-07-19 19:55:00+00:00,,,,,0.37856936832996874,0.32856936832996875
F10,0.1,external,2021-07-19,2021-07-19 13:45:00+00:00,2021-07-19 14:30:00+00:00,30660.944,31659.44,30550.0,1109.4399999999987,2021-07-19 20:00:00+00:00,NON_E20_SESSION_END,False,,2021-07-19 19:55:00+00:00,,,,,0.37856936832996874,0.2785693683299687
F15,0.15,external,2021-07-19,2021-07-19 13:45:00+00:00,2021-07-19 14:30:00+00:00,30716.416,31659.44,30550.0,1109.4399999999987,2021-07-19 20:00:00+00:00,NON_E20_SESSION_END,False,,2021-07-19 19:55:00+00:00,,,,,0.37856936832996874,0.22856936832996874
F15,0.15,reference_validation,2025-07-07,2025-07-07 13:45:00+00:00,2025-07-07 14:50:00+00:00,108128.98,109041.2,107968.0,1073.199999999997,2025-07-07 20:00:00+00:00,E20_REACHER,True,2025-07-07 17:05:00+00:00,2025-07-07 17:05:00+00:00,0.5653186731270954,0.41531867312709536,0.5653186731270954,0.41531867312709536,,
F10,0.1,reference_validation,2025-08-14,2025-08-14 16:30:00+00:00,2025-08-14 18:30:00+00:00,117874.0,122050.0,117410.0,4640.0,2025-08-14 20:00:00+00:00,NON_E20_SESSION_END,False,,2025-08-14 19:55:00+00:00,,,,,0.2349137931034483,0.13491379310344828
F15,0.15,reference_validation,2025-08-14,2025-08-14 16:30:00+00:00,2025-08-14 18:50:00+00:00,118106.0,122050.0,117410.0,4640.0,2025-08-14 20:00:00+00:00,NON_E20_SESSION_END,False,,2025-08-14 19:55:00+00:00,,,,,0.2349137931034483,0.08491379310344829
F05,0.05,reference_validation,2026-01-13,2026-01-13 13:35:00+00:00,2026-01-13 14:10:00+00:00,91891.90000000001,92676.6,91850.6,826.0,2026-01-13 20:00:00+00:00,NON_E20_OPPOSITE_BREAK,False,,2026-01-13 14:35:00+00:00,,,,,1.1493946731234796,1.0993946731234796
F10,0.1,reference_validation,2026-01-13,2026-01-13 13:35:00+00:00,2026-01-13 14:10:00+00:00,91933.20000000001,92676.6,91850.6,826.0,2026-01-13 20:00:00+00:00,NON_E20_OPPOSITE_BREAK,False,,2026-01-13 14:35:00+00:00,,,,,1.1493946731234796,1.0493946731234796
F15,0.15,reference_validation,2026-01-13,2026-01-13 13:35:00+00:00,2026-01-13 14:15:00+00:00,91974.5,92676.6,91850.6,826.0,2026-01-13 20:00:00+00:00,NON_E20_OPPOSITE_BREAK,False,,2026-01-13 14:35:00+00:00,,,,,1.1493946731234796,0.9993946731234796
F05,0.05,reference_validation,2026-02-27,2026-02-27 13:40:00+00:00,2026-02-27 15:00:00+00:00,65834.88,68127.8,65714.2,2413.600000000006,2026-02-27 20:00:00+00:00,E20_REACHER,True,2026-02-27 17:20:00+00:00,2026-02-27 17:20:00+00:00,0.2384819356977148,0.18848193569771482,0.2384819356977148,0.18848193569771482,,
F10,0.1,reference_validation,2026-02-27,2026-02-27 13:40:00+00:00,2026-02-27 15:00:00+00:00,65955.56,68127.8,65714.2,2413.600000000006,2026-02-27 20:00:00+00:00,E20_REACHER,True,2026-02-27 17:20:00+00:00,2026-02-27 17:20:00+00:00,0.2384819356977148,0.1384819356977148,0.2384819356977148,0.1384819356977148,,
F15,0.15,reference_validation,2026-02-27,2026-02-27 13:40:00+00:00,2026-02-27 15:00:00+00:00,66076.23999999999,68127.8,65714.2,2413.600000000006,2026-02-27 20:00:00+00:00,E20_REACHER,True,2026-02-27 17:20:00+00:00,2026-02-27 17:20:00+00:00,0.2384819356977148,0.08848193569771481,0.2384819356977148,0.08848193569771481,,
F05,0.05,reference_validation,2026-05-06,2026-05-06 14:10:00+00:00,2026-05-06 17:15:00+00:00,81357.435,82828.7,81280.0,1548.699999999997,2026-05-06 20:00:00+00:00,NON_E20_SESSION_END,False,,2026-05-06 19:55:00+00:00,,,,,0.22244463098082304,0.17244463098082302
F10,0.1,reference_validation,2026-05-06,2026-05-06 14:10:00+00:00,2026-05-06 15:35:00+00:00,81434.87,82828.7,81280.0,1548.699999999997,2026-05-06 20:00:00+00:00,NON_E20_SESSION_END,False,,2026-05-06 19:55:00+00:00,,,,,0.3712791373409964,0.2712791373409964
F15,0.15,reference_validation,2026-05-06,2026-05-06 14:10:00+00:00,2026-05-06 15:35:00+00:00,81512.305,82828.7,81280.0,1548.699999999997,2026-05-06 20:00:00+00:00,NON_E20_SESSION_END,False,,2026-05-06 19:55:00+00:00,,,,,0.3712791373409964,0.22127913734099638
F10,0.1,reference_validation,2026-06-03,2026-06-03 13:50:00+00:00,2026-06-03 14:30:00+00:00,66702.8,67448.0,66620.0,828.0,2026-06-03 20:00:00+00:00,E20_REACHER,True,2026-06-03 15:15:00+00:00,2026-06-03 15:15:00+00:00,0.428743961352657,0.32874396135265704,0.428743961352657,0.32874396135265704,,
F15,0.15,reference_validation,2026-06-03,2026-06-03 13:50:00+00:00,2026-06-03 14:30:00+00:00,66744.2,67448.0,66620.0,828.0,2026-06-03 20:00:00+00:00,E20_REACHER,True,2026-06-03 15:15:00+00:00,2026-06-03 15:15:00+00:00,0.428743961352657,0.278743961352657,0.428743961352657,0.278743961352657,,
