structure_id,raid_i_h1,raid_time,reclaim_i_h1,reclaim_time,reclaim_close_time,raid_year,liquidity_low,liquidity_pivot_i,liquidity_confirm_i,significant_high,significant_high_pivot_i,significant_high_confirm_i,raid_extreme,raid_depth_pct,reclaim_delay_h1_bars,reclaim_close,median_prior_h1_range,bos_i_h1,bos_time,bos_close_time,bos_close,bos_high,bars_reclaim_to_bos,displacement_range_units,bull_path_efficiency,bos_extension_range_units,origin_i_h1,origin_time,origin_open,origin_high,origin_low,origin_close,zone_low,zone_high,zone_width_range_units,first_return_i_5m,first_return_time,return_year,bos_to_return_min,return_open,return_high,return_low,return_close,return_penetration_zone_width,pre_return_structural_high
2021-10-08 06:00:00+00:00__L9319__H9330,9335,2021-10-08 06:00:00+00:00,9335,2021-10-08 06:00:00+00:00,2021-10-08 07:00:00+00:00,2021,153.602,9319,9321,157.2,9330,9332,153.601,0.000651033189675118,0,154.721,2.4825000000000017,9336,2021-10-08 07:00:00+00:00,2021-10-08 08:00:00+00:00,158.839,159.299,1,2.109969788519636,1.0,0.6602215508559955,9335,2021-10-08 06:00:00+00:00,155.234,155.375,153.601,154.721,153.601,155.375,0.7146022155085598,112476,2021-10-09 20:00:00+00:00,2021,2160.0,156.537,156.538,155.0,155.269,0.21138669673055233,169.0
2021-10-12 12:00:00+00:00__L9428__H9433,9437,2021-10-12 12:00:00+00:00,9438,2021-10-12 13:00:00+00:00,2021-10-12 14:00:00+00:00,2021,140.802,9428,9430,145.311,9433,9435,137.696,2.205934574792968,1,143.536,2.957499999999982,9441,2021-10-12 16:00:00+00:00,2021-10-12 17:00:00+00:00,149.377,149.88,3,3.949619611158101,0.6269185360094455,1.3748098055790456,9439,2021-10-12 14:00:00+00:00,143.549,145.429,140.736,141.798,140.736,145.429,1.5868131868132007,113470,2021-10-13 06:50:00+00:00,2021,830.0,145.781,146.004,145.333,145.791,0.020455998295334198,155.6
2021-10-12 13:00:00+00:00__L9425__H9433,9438,2021-10-12 13:00:00+00:00,9438,2021-10-12 13:00:00+00:00,2021-10-12 14:00:00+00:00,2021,141.339,9425,9427,145.311,9433,9435,138.652,1.901103021812813,0,143.536,3.0444999999999993,9441,2021-10-12 16:00:00+00:00,2021-10-12 17:00:00+00:00,149.377,149.88,3,3.52274593529316,0.6269185360094455,1.3355230743964537,9439,2021-10-12 14:00:00+00:00,143.549,145.429,140.736,141.798,140.736,145.429,1.5414682213828257,113470,2021-10-13 06:50:00+00:00,2021,830.0,145.781,146.004,145.333,145.791,0.020455998295334198,155.6
2021-10-19 20:00:00+00:00__L9607__H9610,9613,2021-10-19 20:00:00+00:00,9615,2021-10-19 22:00:00+00:00,2021-10-19 23:00:00+00:00,2021,154.8,9607,9609,156.662,9610,9612,153.231,1.013565891472879,2,156.818,1.3899999999999864,9625,2021-10-20 08:00:00+00:00,2021-10-20 09:00:00+00:00,156.918,157.148,10,2.6525179856115453,0.020576131687241452,0.18417266187050557,9622,2021-10-20 05:00:00+00:00,156.349,157.336,155.193,155.764,155.193,157.336,1.5417266187050516,115512,2021-10-20 09:00:00+00:00,2021,0.0,156.906,157.691,156.902,157.2,0.2025198320112113,157.148
2021-10-19 21:00:00+00:00__L9602__H9610,9614,2021-10-19 21:00:00+00:00,9615,2021-10-19 22:00:00+00:00,2021-10-19 23:00:00+00:00,2021,156.366,9602,9604,156.662,9610,9612,153.779,1.6544517350319234,1,156.818,1.3899999999999864,9625,2021-10-20 08:00:00+00:00,2021-10-20 09:00:00+00:00,156.918,157.148,10,2.2582733812949933,0.020576131687241452,0.18417266187050557,9622,2021-10-20 05:00:00+00:00,156.349,157.336,155.193,155.764,155.193,157.336,1.5417266187050516,115512,2021-10-20 09:00:00+00:00,2021,0.0,156.906,157.691,156.902,157.2,0.2025198320112113,157.148
2021-10-21 15:00:00+00:00__L9645__H9652,9656,2021-10-21 15:00:00+00:00,9656,2021-10-21 15:00:00+00:00,2021-10-21 16:00:00+00:00,2021,180.105,9645,9647,194.719,9652,9654,177.948,1.1976347130840246,0,182.748,4.573499999999996,9665,2021-10-22 00:00:00+00:00,2021-10-22 01:00:00+00:00,200.266,202.45,9,4.879851317371817,0.6046945115636866,1.2128566743194495,9663,2021-10-21 22:00:00+00:00,188.149,189.0,184.0,184.236,184.0,189.0,1.0932546190007664,116696,2021-10-24 11:40:00+00:00,2021,3520.0,190.036,191.4,188.649,190.098,0.07019999999999982,215.781
2021-10-31 10:00:00+00:00__L9879__H9881,9891,2021-10-31 10:00:00+00:00,9891,2021-10-31 10:00:00+00:00,2021-10-31 11:00:00+00:00,2021,187.288,9879,9881,197.806,9881,9883,186.072,0.6492674383836702,0,187.657,2.2409999999999997,9901,2021-10-31 20:00:00+00:00,2021-10-31 21:00:00+00:00,198.245,199.062,10,5.43195002231147,0.6414637101659999,0.19589468987059036,9900,2021-10-31 19:00:00+00:00,196.758,197.9,195.026,196.191,195.026,197.9,1.2824631860776419,118909,2021-11-01 04:05:00+00:00,2021,425.0,198.32,199.424,197.556,198.516,0.11969380654140385,210.123
2021-10-31 12:00:00+00:00__L9871__H9881,9893,2021-10-31 12:00:00+00:00,9895,2021-10-31 14:00:00+00:00,2021-10-31 15:00:00+00:00,2021,190.3,9871,9873,197.806,9881,9883,185.47,2.5380977404098854,2,194.559,2.3075000000000045,9901,2021-10-31 20:00:00+00:00,2021-10-31 21:00:00+00:00,198.245,199.062,6,5.53629469122426,0.5045168354776898,0.19024918743228258,9900,2021-10-31 19:00:00+00:00,196.758,197.9,195.026,196.191,195.026,197.9,1.2455037919826606,118909,2021-11-01 04:05:00+00:00,2021,425.0,198.32,199.424,197.556,198.516,0.11969380654140385,210.123
2021-10-31 13:00:00+00:00__L9865__H9881,9894,2021-10-31 13:00:00+00:00,9896,2021-10-31 15:00:00+00:00,2021-10-31 16:00:00+00:00,2021,195.033,9865,9867,197.806,9881,9883,185.47,4.903272779478339,2,195.098,2.3774999999999977,9901,2021-10-31 20:00:00+00:00,2021-10-31 21:00:00+00:00,198.245,199.062,5,5.3732912723449076,0.46505098271021034,0.18464773922186892,9900,2021-10-31 19:00:00+00:00,196.758,197.9,195.026,196.191,195.026,197.9,1.208832807570977,118909,2021-11-01 04:05:00+00:00,2021,425.0,198.32,199.424,197.556,198.516,0.11969380654140385,210.123
2021-10-31 14:00:00+00:00__L9859__H9881,9895,2021-10-31 14:00:00+00:00,9897,2021-10-31 16:00:00+00:00,2021-10-31 17:00:00+00:00,2021,196.602,9859,9861,197.806,9881,9883,188.18,4.283781446780805,2,197.168,2.3774999999999977,9901,2021-10-31 20:00:00+00:00,2021-10-31 21:00:00+00:00,198.245,199.062,4,4.233438485804419,0.22929529486906483,0.18464773922186892,9900,2021-10-31 19:00:00+00:00,196.758,197.9,195.026,196.191,195.026,197.9,1.208832807570977,118909,2021-11-01 04:05:00+00:00,2021,425.0,198.32,199.424,197.556,198.516,0.11969380654140385,210.123
2021-11-04 15:00:00+00:00__L9986__H9988,9992,2021-11-04 15:00:00+00:00,9992,2021-11-04 15:00:00+00:00,2021-11-04 16:00:00+00:00,2021,236.891,9986,9988,244.178,9988,9990,236.0,0.37612235163007085,0,238.674,5.135999999999996,9997,2021-11-04 20:00:00+00:00,2021-11-04 21:00:00+00:00,248.745,249.19,5,2.4815031152648004,0.5468911213684498,0.8892133956386314,9994,2021-11-04 17:00:00+00:00,241.6,242.4,237.263,237.436,237.263,242.4,1.0001947040498451,120022,2021-11-05 00:50:00+00:00,2021,230.0,243.366,243.9,242.182,242.469,0.042437220167416335,250.52
2021-11-06 11:00:00+00:00__L10032__H10033,10036,2021-11-06 11:00:00+00:00,10036,2021-11-06 11:00:00+00:00,2021-11-06 12:00:00+00:00,2021,241.239,10032,10034,249.853,10033,10035,240.0,0.5135985474985406,0,242.3,3.2815000000000083,10040,2021-11-06 15:00:00+00:00,2021-11-06 16:00:00+00:00,253.299,254.749,4,4.052719792777685,0.992062776224405,1.0501295139417917,10037,2021-11-06 12:00:00+00:00,242.307,243.574,237.532,242.256,237.532,243.574,1.8412311442937639,120881,2021-11-08 00:25:00+00:00,2021,1945.0,245.216,245.583,243.111,244.264,0.07663025488249291,260.064
2021-11-06 12:00:00+00:00__L10028__H10033,10037,2021-11-06 12:00:00+00:00,10037,2021-11-06 12:00:00+00:00,2021-11-06 13:00:00+00:00,2021,238.023,10028,10030,249.853,10033,10035,237.532,0.20628258613662773,0,242.256,3.2815000000000083,10040,2021-11-06 15:00:00+00:00,2021-11-06 16:00:00+00:00,253.299,254.749,3,4.804814871247891,1.0,1.0501295139417917,10037,2021-11-06 12:00:00+00:00,242.307,243.574,237.532,242.256,237.532,243.574,1.8412311442937639,120881,2021-11-08 00:25:00+00:00,2021,1945.0,245.216,245.583,243.111,244.264,0.07663025488249291,260.064
2021-11-10 00:00:00+00:00__L10112__H10115,10121,2021-11-10 00:00:00+00:00,10121,2021-11-10 00:00:00+00:00,2021-11-10 01:00:00+00:00,2021,237.333,10112,10114,243.7,10115,10117,236.0,0.561658092216421,0,238.234,2.5575000000000045,10136,2021-11-10 15:00:00+00:00,2021-11-10 16:00:00+00:00,245.295,248.18,15,3.6344086021505264,0.26574084528245084,0.6236559139784931,10133,2021-11-10 12:00:00+00:00,240.803,242.085,237.057,237.41,237.057,242.085,1.9659824046920864,121669,2021-11-10 18:05:00+00:00,2021,125.0,242.736,242.78,242.019,242.726,0.013126491646778489,248.18
2021-11-14 17:00:00+00:00__L10226__H10231,10234,2021-11-14 17:00:00+00:00,10234,2021-11-14 17:00:00+00:00,2021-11-14 18:00:00+00:00,2021,233.632,10226,10228,238.797,10231,10233,230.364,1.3987809889056295,0,233.732,2.424500000000009,10241,2021-11-15 00:00:00+00:00,2021-11-15 01:00:00+00:00,240.906,241.847,7,4.348113012992354,0.827260147601477,0.8698700763043931,10238,2021-11-14 21:00:00+00:00,236.914,236.995,235.421,236.165,235.421,236.995,0.6492060218601801,123143,2021-11-15 20:55:00+00:00,2021,1195.0,237.395,237.452,236.038,236.284,0.6080050825921132,246.495
2021-11-14 18:00:00+00:00__L10218__H10231,10235,2021-11-14 18:00:00+00:00,10237,2021-11-14 20:00:00+00:00,2021-11-14 21:00:00+00:00,2021,236.442,10218,10220,238.797,10231,10233,231.4,2.132446858003232,2,236.914,2.424500000000009,10241,2021-11-15 00:00:00+00:00,2021-11-15 01:00:00+00:00,240.906,241.847,4,3.920808414105987,0.7271402550091096,0.8698700763043931,10238,2021-11-14 21:00:00+00:00,236.914,236.995,235.421,236.165,235.421,236.995,0.6492060218601801,123143,2021-11-15 20:55:00+00:00,2021,1195.0,237.395,237.452,236.038,236.284,0.6080050825921132,246.495
2021-11-19 03:00:00+00:00__L10335__H10337,10340,2021-11-19 03:00:00+00:00,10341,2021-11-19 04:00:00+00:00,2021-11-19 05:00:00+00:00,2021,192.327,10335,10337,202.749,10337,10339,189.13,1.6622731077799804,1,196.466,5.165500000000009,10345,2021-11-19 08:00:00+00:00,2021-11-19 09:00:00+00:00,203.07,205.132,4,2.6986738941051156,0.5478679276588684,0.06214306456296533,10344,2021-11-19 07:00:00+00:00,196.498,197.931,194.171,196.455,194.171,197.931,0.7279063014229045,126157,2021-11-26 08:05:00+00:00,2021,10025.0,200.122,200.206,195.306,196.202,0.6981382978723368,235.499
2021-11-20 16:00:00+00:00__L10369__H10372,10377,2021-11-20 16:00:00+00:00,10379,2021-11-20 18:00:00+00:00,2021-11-20 19:00:00+00:00,2021,212.282,10369,10371,216.999,10372,10374,206.056,2.9328911542193867,2,216.353,2.941500000000005,10382,2021-11-20 21:00:00+00:00,2021-11-20 22:00:00+00:00,218.043,218.677,3,4.0751317355090855,0.49852507374630567,0.3549209586945468,10380,2021-11-20 19:00:00+00:00,216.383,217.299,214.52,215.503,214.52,217.299,0.9447560768315457,124597,2021-11-20 22:05:00+00:00,2021,5.0,217.853,217.856,217.271,217.326,0.010075566750636936,218.677
2021-11-21 10:00:00+00:00__L10387__H10392,10395,2021-11-21 10:00:00+00:00,10395,2021-11-21 10:00:00+00:00,2021-11-21 11:00:00+00:00,2021,211.014,10387,10389,215.395,10392,10394,210.803,0.09999336536912846,0,212.387,2.484499999999997,10401,2021-11-21 16:00:00+00:00,2021-11-21 17:00:00+00:00,217.673,218.463,6,2.765143892131219,0.515506143943826,0.9168846850472909,10398,2021-11-21 13:00:00+00:00,212.998,213.751,211.026,211.195,211.026,213.751,1.096800160998188,125146,2021-11-22 19:50:00+00:00,2021,1610.0,215.061,215.298,213.364,213.9,0.14201834862385368,235.499
2021-11-28 16:00:00+00:00__L10562__H10563,10569,2021-11-28 16:00:00+00:00,10569,2021-11-28 16:00:00+00:00,2021-11-28 17:00:00+00:00,2021,187.39,10562,10564,191.579,10563,10565,185.692,0.9061315972036817,0,187.458,2.8384999999999962,10573,2021-11-28 20:00:00+00:00,2021-11-28 21:00:00+00:00,192.373,192.737,4,2.353707944336795,0.5899651902532708,0.2797252069755095,10571,2021-11-28 18:00:00+00:00,185.971,186.683,180.782,185.75,180.782,186.683,2.078914919852031,128424,2021-12-04 05:00:00+00:00,2021,7680.0,192.928,194.42,180.787,187.179,0.999152685985427,243.161
2021-11-28 17:00:00+00:00__L10555__H10563,10570,2021-11-28 17:00:00+00:00,10570,2021-11-28 17:00:00+00:00,2021-11-28 18:00:00+00:00,2021,184.681,10555,10557,191.579,10563,10565,184.54,0.07634786469643307,0,186.027,2.8384999999999962,10573,2021-11-28 20:00:00+00:00,2021-11-28 21:00:00+00:00,192.373,192.737,3,2.7595561035758354,0.9197101449275398,0.2797252069755095,10571,2021-11-28 18:00:00+00:00,185.971,186.683,180.782,185.75,180.782,186.683,2.078914919852031,128424,2021-12-04 05:00:00+00:00,2021,7680.0,192.928,194.42,180.787,187.179,0.999152685985427,243.161
2021-11-28 18:00:00+00:00__L10550__H10563,10571,2021-11-28 18:00:00+00:00,10573,2021-11-28 20:00:00+00:00,2021-11-28 21:00:00+00:00,2021,190.626,10550,10552,191.579,10563,10565,180.782,5.164038483732541,2,192.373,2.8384999999999962,10574,2021-11-28 21:00:00+00:00,2021-11-28 22:00:00+00:00,198.254,198.726,1,6.1553637484586945,1.0,2.351594151840758,10571,2021-11-28 18:00:00+00:00,185.971,186.683,180.782,185.75,180.782,186.683,2.078914919852031,128424,2021-12-04 05:00:00+00:00,2021,7620.0,192.928,194.42,180.787,187.179,0.999152685985427,243.161
2021-11-30 08:00:00+00:00__L10604__H10606,10609,2021-11-30 08:00:00+00:00,10609,2021-11-30 08:00:00+00:00,2021-11-30 09:00:00+00:00,2021,201.308,10604,10606,206.196,10606,10608,199.595,0.8509348858465604,0,201.7,2.862000000000009,10612,2021-11-30 11:00:00+00:00,2021-11-30 12:00:00+00:00,207.256,207.691,3,2.6767994409503766,0.952348303051086,0.37037037037037,10610,2021-11-30 09:00:00+00:00,201.695,202.562,200.415,201.561,200.415,202.562,0.7501747030048962,128373,2021-12-04 00:45:00+00:00,2021,5085.0,204.196,205.029,201.978,204.15,0.272007452258965,243.161
2021-11-30 09:00:00+00:00__L10586__H10606,10610,2021-11-30 09:00:00+00:00,10610,2021-11-30 09:00:00+00:00,2021-11-30 10:00:00+00:00,2021,201.0,10586,10588,206.196,10606,10608,200.415,0.29104477611940693,0,201.561,3.200000000000003,10612,2021-11-30 11:00:00+00:00,2021-11-30 12:00:00+00:00,207.256,207.691,2,2.137812500000001,1.0,0.33125000000000043,10610,2021-11-30 09:00:00+00:00,201.695,202.562,200.415,201.561,200.415,202.562,0.6709375000000056,128373,2021-12-04 00:45:00+00:00,2021,5085.0,204.196,205.029,201.978,204.15,0.272007452258965,243.161
2021-12-01 00:00:00+00:00__L10617__H10619,10625,2021-12-01 00:00:00+00:00,10625,2021-12-01 00:00:00+00:00,2021-12-01 01:00:00+00:00,2021,208.0,10617,10619,216.293,10619,10621,207.977,0.01105769230769045,0,211.39,3.7420000000000044,10631,2021-12-01 06:00:00+00:00,2021-12-01 07:00:00+00:00,217.803,218.901,6,2.6258685195082796,0.7428472141781516,0.4035275253874904,10630,2021-12-01 05:00:00+00:00,215.778,217.819,214.523,215.391,214.523,217.819,0.8808123997862075,127584,2021-12-01 07:00:00+00:00,2021,0.0,217.808,218.732,217.661,218.699,0.04793689320387968,218.901
2021-12-08 10:00:00+00:00__L10796__H10799,10803,2021-12-08 10:00:00+00:00,10804,2021-12-08 11:00:00+00:00,2021-12-08 12:00:00+00:00,2021,186.0,10796,10798,190.926,10799,10801,183.289,1.457526881720437,1,186.316,3.3105000000000047,10807,2021-12-08 14:00:00+00:00,2021-12-08 15:00:00+00:00,194.068,194.559,3,3.256003624830089,0.8550628722700233,0.9491013442078297,10806,2021-12-08 13:00:00+00:00,188.139,189.523,187.283,187.472,187.283,189.523,0.6766349494034152,129716,2021-12-08 16:40:00+00:00,2021,100.0,190.121,191.212,189.458,190.81,0.02901785714285601,196.243
2021-12-23 00:00:00+00:00__L11148__H11150,11153,2021-12-23 00:00:00+00:00,11154,2021-12-23 01:00:00+00:00,2021-12-23 02:00:00+00:00,2021,179.53,11148,11150,181.79,11150,11152,175.58,2.200189383389956,1,180.06,2.559999999999988,11169,2021-12-23 16:00:00+00:00,2021-12-23 17:00:00+00:00,184.22,184.4,15,3.37500000000001,0.25427872860635786,0.9492187500000071,11167,2021-12-23 14:00:00+00:00,179.72,181.12,178.53,179.04,178.53,181.12,1.011718750000006,135472,2021-12-28 16:20:00+00:00,2021,7160.0,183.13,183.19,181.03,182.25,0.03474903474903602,204.81
2021-12-25 11:00:00+00:00__L11204__H11208,11212,2021-12-25 11:00:00+00:00,11214,2021-12-25 13:00:00+00:00,2021-12-25 14:00:00+00:00,2021,191.37,11204,11206,194.92,11208,11210,189.2,1.133929037989244,2,191.94,3.0400000000000063,11225,2021-12-26 00:00:00+00:00,2021-12-26 01:00:00+00:00,195.36,196.16,11,2.026315789473688,0.3263358778625964,0.14473684210527146,11223,2021-12-25 22:00:00+00:00,192.74,193.77,191.12,191.43,191.12,193.77,0.8717105263157896,134730,2021-12-26 02:30:00+00:00,2021,90.0,195.18,195.46,193.59,193.68,0.06792452830188922,196.84
2021-12-27 08:00:00+00:00__L11250__H11253,11257,2021-12-27 08:00:00+00:00,11258,2021-12-27 09:00:00+00:00,2021-12-27 10:00:00+00:00,2021,196.63,11250,11252,201.77,11253,11255,194.66,1.0018817067588865,1,197.8,1.6550000000000011,11262,2021-12-27 13:00:00+00:00,2021-12-27 14:00:00+00:00,202.42,202.64,4,4.688821752265852,0.9788135593220291,0.39274924471297695,11260,2021-12-27 11:00:00+00:00,200.34,201.1,199.46,200.28,199.46,201.1,0.9909365558912298,135181,2021-12-27 16:05:00+00:00,2021,125.0,201.48,201.5,200.62,201.0,0.2926829268292645,203.43
2022-01-04 04:00:00+00:00__L11437__H11440,11445,2022-01-04 04:00:00+00:00,11445,2022-01-04 04:00:00+00:00,2022-01-04 05:00:00+00:00,2022,166.66,11437,11439,171.12,11440,11442,166.38,0.16800672026881144,0,166.81,1.5400000000000063,11452,2022-01-04 11:00:00+00:00,2022-01-04 12:00:00+00:00,171.61,172.32,7,3.3961038961038943,0.6611570247933908,0.3181818181818228,11450,2022-01-04 09:00:00+00:00,168.72,169.06,167.52,167.83,167.52,169.06,0.9999999999999908,137514,2022-01-04 18:30:00+00:00,2022,390.0,169.48,169.57,168.68,169.44,0.2467532467532451,173.9
2022-01-04 05:00:00+00:00__L11433__H11440,11446,2022-01-04 05:00:00+00:00,11448,2022-01-04 07:00:00+00:00,2022-01-04 08:00:00+00:00,2022,168.82,11433,11435,171.12,11440,11442,166.59,1.3209335386802452,2,169.06,1.6950000000000074,11452,2022-01-04 11:00:00+00:00,2022-01-04 12:00:00+00:00,171.61,172.32,4,2.9616519174041227,0.508982035928147,0.289085545722718,11450,2022-01-04 09:00:00+00:00,168.72,169.06,167.52,167.83,167.52,169.06,0.9085545722713778,137514,2022-01-04 18:30:00+00:00,2022,390.0,169.48,169.57,168.68,169.44,0.2467532467532451,173.9
2022-01-06 11:00:00+00:00__L11493__H11497,11500,2022-01-06 11:00:00+00:00,11500,2022-01-06 11:00:00+00:00,2022-01-06 12:00:00+00:00,2022,147.02,11493,11495,150.96,11497,11499,146.62,0.2720718269623219,0,147.55,2.8499999999999943,11506,2022-01-06 17:00:00+00:00,2022-01-06 18:00:00+00:00,152.2,152.7,6,1.9578947368421036,0.7034795763993961,0.4350877192982397,11503,2022-01-06 14:00:00+00:00,149.54,151.09,148.0,148.53,148.0,151.09,1.0842105263157928,138119,2022-01-06 20:55:00+00:00,2022,175.0,151.49,151.77,151.09,151.69,0.0,154.32
2022-01-07 16:00:00+00:00__L11520__H11526,11529,2022-01-07 16:00:00+00:00,11529,2022-01-07 16:00:00+00:00,2022-01-07 17:00:00+00:00,2022,134.44,11520,11522,142.78,11526,11528,134.42,0.0148765248438041,0,139.43,3.049999999999997,11543,2022-01-08 06:00:00+00:00,2022-01-08 07:00:00+00:00,143.6,143.75,14,3.0098360655737757,0.28858131487889266,0.26885245901639143,11540,2022-01-08 03:00:00+00:00,139.85,139.87,138.18,139.4,138.18,139.87,0.5540983606557375,138647,2022-01-08 16:55:00+00:00,2022,595.0,141.64,141.78,139.66,140.7,0.12426035502959068,147.98
2022-01-11 11:00:00+00:00__L11614__H11617,11620,2022-01-11 11:00:00+00:00,11620,2022-01-11 11:00:00+00:00,2022-01-11 12:00:00+00:00,2022,135.01,11614,11616,138.38,11617,11619,134.41,0.4444115250722127,0,135.35,1.9399999999999977,11625,2022-01-11 16:00:00+00:00,2022-01-11 17:00:00+00:00,140.49,141.41,5,3.134020618556711,0.8509933774834393,1.0876288659793898,11623,2022-01-11 14:00:00+00:00,136.82,137.73,135.01,136.38,135.01,137.73,1.402061855670104,141293,2022-01-17 21:25:00+00:00,2022,8905.0,138.27,138.53,137.5,137.78,0.08455882352940804,157.75
2022-01-12 07:00:00+00:00__L11634__H11636,11640,2022-01-12 07:00:00+00:00,11641,2022-01-12 08:00:00+00:00,2022-01-12 09:00:00+00:00,2022,139.09,11634,11636,141.07,11636,11638,138.17,0.6614422316485843,1,139.84,1.4800000000000182,11642,2022-01-12 09:00:00+00:00,2022-01-12 10:00:00+00:00,141.91,144.14,1,2.5270270270270023,1.0,0.5675675675675629,11640,2022-01-12 07:00:00+00:00,139.7,139.84,138.17,138.96,138.17,139.84,1.1283783783783752,141242,2022-01-17 17:10:00+00:00,2022,7630.0,140.34,140.35,139.37,139.52,0.2814371257484996,157.75
2022-01-18 15:00:00+00:00__L11786__H11789,11792,2022-01-18 15:00:00+00:00,11792,2022-01-18 15:00:00+00:00,2022-01-18 16:00:00+00:00,2022,135.81,11786,11788,138.23,11789,11791,135.54,0.1988071570576616,0,136.58,1.5649999999999977,11798,2022-01-18 21:00:00+00:00,2022-01-18 22:00:00+00:00,140.47,140.82,6,3.1501597444089544,0.5993836671802744,1.4313099041533626,11795,2022-01-18 18:00:00+00:00,136.31,136.72,135.59,135.94,135.59,136.72,0.722044728434503,141697,2022-01-19 07:05:00+00:00,2022,545.0,137.02,137.14,136.16,136.27,0.49557522123894204,142.66
2022-01-20 01:00:00+00:00__L11821__H11823,11826,2022-01-20 01:00:00+00:00,11826,2022-01-20 01:00:00+00:00,2022-01-20 02:00:00+00:00,2022,135.0,11821,11823,137.43,11823,11825,134.43,0.42222222222221717,0,135.14,1.7249999999999943,11831,2022-01-20 06:00:00+00:00,2022-01-20 07:00:00+00:00,137.47,137.85,5,1.7623188405797114,0.8291814946619172,0.02318840579709691,11829,2022-01-20 04:00:00+00:00,137.02,137.28,136.52,136.78,136.52,137.28,0.4405797101449237,141984,2022-01-20 07:00:00+00:00,2022,0.0,137.48,137.58,137.2,137.3,0.10526315789475456,137.85
2022-01-20 02:00:00+00:00__L11817__H11823,11827,2022-01-20 02:00:00+00:00,11827,2022-01-20 02:00:00+00:00,2022-01-20 03:00:00+00:00,2022,135.25,11817,11819,137.43,11823,11825,135.09,0.11829944547134684,0,136.21,1.8800000000000097,11831,2022-01-20 06:00:00+00:00,2022-01-20 07:00:00+00:00,137.47,137.85,4,1.2659574468085018,0.7241379310344738,0.02127659574467651,11829,2022-01-20 04:00:00+00:00,137.02,137.28,136.52,136.78,136.52,137.28,0.40425531914892926,141984,2022-01-20 07:00:00+00:00,2022,0.0,137.48,137.58,137.2,137.3,0.10526315789475456,137.85
2022-02-03 11:00:00+00:00__L12164__H12169,12172,2022-02-03 11:00:00+00:00,12172,2022-02-03 11:00:00+00:00,2022-02-03 12:00:00+00:00,2022,96.65,12164,12166,99.94,12169,12171,94.1,2.6383859286083924,0,97.33,2.1850000000000023,12182,2022-02-03 21:00:00+00:00,2022-02-03 22:00:00+00:00,100.52,101.19,10,2.938215102974826,0.31243878550440696,0.26544622425629183,12181,2022-02-03 20:00:00+00:00,96.73,97.37,95.76,96.63,95.76,97.37,0.7368421052631569,148479,2022-02-11 20:15:00+00:00,2022,11415.0,97.79,98.23,97.35,97.74,0.012422360248453565,121.88
2022-02-06 15:00:00+00:00__L12237__H12243,12248,2022-02-06 15:00:00+00:00,12248,2022-02-06 15:00:00+00:00,2022-02-06 16:00:00+00:00,2022,112.1,12237,12239,116.06,12243,12245,111.11,0.8831400535236351,0,112.99,1.4450000000000003,12260,2022-02-07 03:00:00+00:00,2022-02-07 04:00:00+00:00,119.11,119.59,12,5.5363321799307945,0.4707692307692301,2.1107266435986136,12257,2022-02-07 00:00:00+00:00,115.2,115.63,112.62,113.64,112.62,115.63,2.083044982698955,147199,2022-02-07 09:35:00+00:00,2022,335.0,116.0,116.01,115.37,115.87,0.08637873754152547,119.98
2022-02-14 01:00:00+00:00__L12419__H12423,12426,2022-02-14 01:00:00+00:00,12427,2022-02-14 02:00:00+00:00,2022-02-14 03:00:00+00:00,2022,91.24,12419,12421,94.09,12423,12425,90.49,0.8220078912757562,1,91.56,1.2249999999999943,12431,2022-02-14 06:00:00+00:00,2022-02-14 07:00:00+00:00,94.56,94.9,4,3.3224489795918584,0.6302521008403373,0.3836734693877559,12430,2022-02-14 05:00:00+00:00,93.72,94.01,92.73,92.84,92.73,94.01,1.0448979591836793,149189,2022-02-14 07:25:00+00:00,2022,25.0,94.11,94.2,93.89,93.94,0.09375000000000347,94.9
2022-03-08 15:00:00+00:00__L12892__H12893,12896,2022-03-08 15:00:00+00:00,12898,2022-03-08 17:00:00+00:00,2022-03-08 18:00:00+00:00,2022,83.11,12892,12894,84.54,12893,12895,81.3,2.1778366020936133,2,83.36,1.2850000000000037,12908,2022-03-09 03:00:00+00:00,2022-03-09 04:00:00+00:00,88.08,88.46,10,5.276264591439674,0.5501165501165491,2.7548638132295578,12902,2022-03-08 21:00:00+00:00,81.76,82.09,81.42,81.57,81.42,82.09,0.5214007782101165,155218,2022-03-10 05:50:00+00:00,2022,1550.0,82.36,82.88,82.02,82.78,0.10447761194030927,89.92
2022-03-08 16:00:00+00:00__L12887__H12893,12897,2022-03-08 16:00:00+00:00,12898,2022-03-08 17:00:00+00:00,2022-03-08 18:00:00+00:00,2022,82.43,12887,12889,84.54,12893,12895,81.3,1.370860123741368,1,83.36,1.2850000000000037,12908,2022-03-09 03:00:00+00:00,2022-03-09 04:00:00+00:00,88.08,88.46,10,5.276264591439674,0.5501165501165491,2.7548638132295578,12902,2022-03-08 21:00:00+00:00,81.76,82.09,81.42,81.57,81.42,82.09,0.5214007782101165,155218,2022-03-10 05:50:00+00:00,2022,1550.0,82.36,82.88,82.02,82.78,0.10447761194030927,89.92
