partition,timeframe,signal_ts,entry_ts,exit_ts,entry_px,exit_px,return,mfe,mae,bars_held,hold_minutes,gross_pnl_usd,fee_sensitive_pnl_usd,exit_reason,context_15m,context_1h,context_4h
external,5m,2021-11-07 16:05:00+00:00,2021-11-07 16:10:00+00:00,2021-11-07 18:15:00+00:00,62189.32,62230.94,0.0006692467452611428,0.0059749809131215414,-0.0019693091997147194,25,125,0.3346233726305714,-0.06537662736942862,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-07 18:30:00+00:00,2021-11-07 18:35:00+00:00,2021-11-07 19:30:00+00:00,62394.98,62376.35,-0.00029858171282381996,0.002492187672790358,-0.00101242119157674,11,55,-0.14929085641190998,-0.54929085641191,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-07 20:25:00+00:00,2021-11-07 20:30:00+00:00,2021-11-07 23:00:00+00:00,62453.39,62862.52,0.006550965447992496,0.011154078265407152,-0.0018964542997585987,30,150,3.275482723996248,2.875482723996248,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-07 23:50:00+00:00,2021-11-07 23:55:00+00:00,2021-11-08 03:05:00+00:00,63244.63,65117.9,0.029619431720922407,0.03993176970123802,-0.001168636768054343,38,190,14.809715860461203,14.409715860461203,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-08 05:20:00+00:00,2021-11-08 05:25:00+00:00,2021-11-08 05:45:00+00:00,65455.68,65318.31,-0.0020986719563528267,0.00121165955345659,-0.0023250846985318763,4,20,-1.0493359781764133,-1.4493359781764132,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
external,5m,2021-11-08 06:05:00+00:00,2021-11-08 06:10:00+00:00,2021-11-08 07:30:00+00:00,65731.06,65886.79,0.002369199583880155,0.01147083281480632,-0.0011571394101965726,16,80,1.1845997919400775,0.7845997919400775,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
external,5m,2021-11-08 08:55:00+00:00,2021-11-08 09:00:00+00:00,2021-11-08 09:55:00+00:00,66301.32,66111.87,-0.0028574091737542107,0.0029815394323973177,-0.003639746538983024,11,55,-1.4287045868771053,-1.8287045868771052,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
external,5m,2021-11-08 11:55:00+00:00,2021-11-08 12:00:00+00:00,2021-11-08 12:10:00+00:00,66098.0,65929.51,-0.0025490937698570137,0.0015381705951769131,-0.003662591908983548,2,10,-1.2745468849285069,-1.6745468849285068,REVERSAL_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
external,5m,2021-11-08 15:45:00+00:00,2021-11-08 15:50:00+00:00,2021-11-08 16:35:00+00:00,66357.0,65995.0,-0.0054553400545533925,0.004327049143270534,-0.0069593260695932635,9,45,-2.7276700272766963,-3.127670027276696,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,HEALTHY_BULL,STRONG_BULL
external,5m,2021-11-08 17:35:00+00:00,2021-11-08 17:40:00+00:00,2021-11-08 17:55:00+00:00,66194.72,66078.59,-0.001754369532796618,0.0009553632072165641,-0.002175249022882908,3,15,-0.877184766398309,-1.277184766398309,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,HEALTHY_BULL,STRONG_BULL
external,5m,2021-11-08 19:05:00+00:00,2021-11-08 19:10:00+00:00,2021-11-08 19:25:00+00:00,66107.39,66002.56,-0.0015857531207933429,8.728222366682914e-05,-0.0016244779895258077,3,15,-0.7928765603966714,-1.1928765603966713,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,HEALTHY_BULL,STRONG_BULL
external,5m,2021-11-08 21:00:00+00:00,2021-11-08 21:05:00+00:00,2021-11-08 22:00:00+00:00,66113.36,66150.0,0.0005541996352931289,0.0055456264815463285,-2.3747091359549444e-05,11,55,0.27709981764656444,-0.12290018235343558,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,HEALTHY_BULL,STRONG_BULL
external,5m,2021-11-08 22:35:00+00:00,2021-11-08 22:40:00+00:00,2021-11-09 01:30:00+00:00,66404.64,67431.6,0.015465184360611062,0.02301420503145568,-0.0012118129094593755,34,170,7.732592180305531,7.3325921803055305,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,HEALTHY_BULL,STRONG_BULL
external,5m,2021-11-09 03:40:00+00:00,2021-11-09 03:45:00+00:00,2021-11-09 05:15:00+00:00,68237.99,68132.67,-0.0015434217801550965,0.006406548610238927,-0.001879011969725397,18,90,-0.7717108900775482,-1.1717108900775481,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,STRONG_BULL
external,5m,2021-11-09 08:45:00+00:00,2021-11-09 08:50:00+00:00,2021-11-09 09:15:00+00:00,68039.56,68003.66,-0.0005276342175051241,0.0020699722338004545,-0.0005814264524931501,5,25,-0.26381710875256204,-0.6638171087525621,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
external,5m,2021-11-09 09:30:00+00:00,2021-11-09 09:35:00+00:00,2021-11-09 10:30:00+00:00,68100.01,68003.02,-0.0014242288657518865,0.002936710288295119,-0.0022518352053103596,11,55,-0.7121144328759432,-1.1121144328759431,REVERSAL_CUT,HEALTHY_BULL,HEALTHY_BULL,STRONG_BULL
external,5m,2021-11-09 14:00:00+00:00,2021-11-09 14:05:00+00:00,2021-11-09 14:25:00+00:00,68032.53,67843.75,-0.0027748490317793806,0.0004037774282390494,-0.0030739706431615055,4,20,-1.3874245158896903,-1.7874245158896902,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,HEALTHY_BULL,STRONG_BULL
external,5m,2021-11-09 14:25:00+00:00,2021-11-09 14:30:00+00:00,2021-11-09 14:50:00+00:00,67878.22,67606.51,-0.004002904024295373,0.0031902722257597382,-0.005572037687493925,4,20,-2.0014520121476864,-2.4014520121476863,REVERSAL_CUT,STRONG_BULL,HEALTHY_BULL,STRONG_BULL
external,5m,2021-11-09 20:45:00+00:00,2021-11-09 20:50:00+00:00,2021-11-09 22:25:00+00:00,67194.76,67410.71,0.0032137922659447593,0.009695101225155156,-0.0005173022420199569,19,95,1.6068961329723797,1.2068961329723797,DYNAMIC_DETERIORATION_CUT,REVERSAL,DETERIORATING,STRONG_BULL
external,5m,2021-11-10 00:25:00+00:00,2021-11-10 00:30:00+00:00,2021-11-10 00:35:00+00:00,67340.4,67217.85,-0.0018198585098987419,0.0003210554139863042,-0.0018198585098987419,1,5,-0.9099292549493709,-1.3099292549493708,REVERSAL_CUT,REVERSAL,DETERIORATING,STRONG_BULL
external,5m,2021-11-10 08:25:00+00:00,2021-11-10 08:30:00+00:00,2021-11-10 09:20:00+00:00,66824.01,66647.07,-0.002647850675228658,0.001436459739545759,-0.0030023639706744376,10,50,-1.323925337614329,-1.7239253376143289,REVERSAL_CUT,REVERSAL,DETERIORATING,STRONG_BULL
external,5m,2021-11-10 09:30:00+00:00,2021-11-10 09:35:00+00:00,2021-11-10 09:50:00+00:00,66820.0,66735.32,-0.0012672852439388205,0.0006246632744688618,-0.001395989224783012,3,15,-0.6336426219694102,-1.0336426219694101,DYNAMIC_DETERIORATION_CUT,REVERSAL,DETERIORATING,STRONG_BULL
external,5m,2021-11-10 10:05:00+00:00,2021-11-10 10:10:00+00:00,2021-11-10 10:55:00+00:00,66825.99,66857.45,0.00047077491856084563,0.005387275220314569,-1.4964237726733387e-07,9,45,0.23538745928042282,-0.1646125407195772,DYNAMIC_DETERIORATION_CUT,REVERSAL,DETERIORATING,STRONG_BULL
external,5m,2021-11-10 13:40:00+00:00,2021-11-10 13:45:00+00:00,2021-11-10 17:50:00+00:00,67637.37,68564.49,0.013707215404738626,0.023083836642376898,-0.00135886419001785,49,245,6.853607702369313,6.453607702369313,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,HEALTHY_BULL
external,5m,2021-11-11 06:35:00+00:00,2021-11-11 06:40:00+00:00,2021-11-11 06:55:00+00:00,64959.81,64747.53,-0.0032678667009647944,0.0,-0.003768637870092295,3,15,-1.6339333504823972,-2.033933350482397,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,DETERIORATING
external,5m,2021-11-11 06:55:00+00:00,2021-11-11 07:00:00+00:00,2021-11-11 08:15:00+00:00,64849.81,64944.68,0.0014629187040025027,0.00865368765151353,-0.0005389375851678757,15,75,0.7314593520012513,0.3314593520012513,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,DETERIORATING
external,5m,2021-11-11 08:50:00+00:00,2021-11-11 08:55:00+00:00,2021-11-11 10:15:00+00:00,65180.01,65299.91,0.001839521043338399,0.0071643131076535305,-0.0022292110725359304,16,80,0.9197605216691995,0.5197605216691995,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,DETERIORATING
external,5m,2021-11-11 11:30:00+00:00,2021-11-11 11:35:00+00:00,2021-11-11 11:40:00+00:00,65345.87,65200.01,-0.0022321227033934576,0.00032687605199832603,-0.0022322757352530864,1,5,-1.1160613516967288,-1.5160613516967287,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,DETERIORATING
external,5m,2021-11-11 14:55:00+00:00,2021-11-11 15:00:00+00:00,2021-11-11 15:25:00+00:00,65194.77,65077.86,-0.0017932420039213914,0.002749913835113027,-0.0027565094562033154,5,25,-0.8966210019606957,-1.2966210019606956,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,DETERIORATING
external,5m,2021-11-11 16:50:00+00:00,2021-11-11 16:55:00+00:00,2021-11-11 17:20:00+00:00,65167.72,65023.57,-0.0022119847065388276,0.0020298393130833148,-0.0023674297643065945,5,25,-1.1059923532694138,-1.5059923532694137,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,DETERIORATING
external,5m,2021-11-11 17:20:00+00:00,2021-11-11 17:25:00+00:00,2021-11-11 17:35:00+00:00,65143.86,65027.34,-0.0017886566746275756,8.995475552109333e-05,-0.002011394473707906,2,10,-0.8943283373137878,-1.2943283373137877,REVERSAL_CUT,REVERSAL,REVERSAL,DETERIORATING
external,5m,2021-11-11 17:40:00+00:00,2021-11-11 17:45:00+00:00,2021-11-11 17:55:00+00:00,65131.93,64919.57,-0.0032604591941310934,0.0012302721568360209,-0.0035230032335906714,2,10,-1.6302295970655467,-2.0302295970655466,REVERSAL_CUT,REVERSAL,REVERSAL,DETERIORATING
external,5m,2021-11-11 19:45:00+00:00,2021-11-11 19:50:00+00:00,2021-11-11 20:40:00+00:00,65079.74,65007.59,-0.0011086399546157422,0.002990792526214703,-0.0011087936122670117,10,50,-0.5543199773078711,-0.9543199773078711,REVERSAL_CUT,REVERSAL,REVERSAL,DETERIORATING
external,5m,2021-11-11 21:55:00+00:00,2021-11-11 22:00:00+00:00,2021-11-11 22:05:00+00:00,65077.83,64995.07,-0.001271708045581743,0.00010203167499600596,-0.001498820719744387,1,5,-0.6358540227908716,-1.0358540227908715,REVERSAL_CUT,REVERSAL,REVERSAL,DETERIORATING
external,5m,2021-11-11 22:15:00+00:00,2021-11-11 22:20:00+00:00,2021-11-11 23:30:00+00:00,65127.29,65131.39,6.295364047859131e-05,0.0036408700561623153,-0.0003846313887773123,14,70,0.031476820239295655,-0.36852317976070437,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,DETERIORATING
external,5m,2021-11-12 02:05:00+00:00,2021-11-12 02:10:00+00:00,2021-11-12 02:40:00+00:00,65272.25,65097.14,-0.0026827633488963887,0.003489231641317758,-0.004876957665776782,6,30,-1.3413816744481943,-1.7413816744481943,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,DETERIORATING
external,5m,2021-11-12 02:45:00+00:00,2021-11-12 02:50:00+00:00,2021-11-12 02:55:00+00:00,65253.46,65117.78,-0.002079276715748146,0.0,-0.0024755775402560687,1,5,-1.039638357874073,-1.439638357874073,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,DETERIORATING
external,5m,2021-11-12 09:05:00+00:00,2021-11-12 09:10:00+00:00,2021-11-12 09:20:00+00:00,64875.9,64720.89,-0.0023893310150611136,0.0,-0.0024132227838072895,2,10,-1.1946655075305568,-1.5946655075305567,REVERSAL_CUT,REVERSAL,REVERSAL,DETERIORATING
external,5m,2021-11-12 18:10:00+00:00,2021-11-12 18:15:00+00:00,2021-11-12 19:25:00+00:00,63798.16,63729.0,-0.0010840438031441968,0.005320216131625033,-0.0028552547596985,14,70,-0.5420219015720984,-0.9420219015720984,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-12 19:40:00+00:00,2021-11-12 19:45:00+00:00,2021-11-12 21:50:00+00:00,63842.33,64130.0,0.004505944566872699,0.011517436785280166,-0.00035869618167139183,25,125,2.2529722834363497,1.8529722834363498,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-12 23:50:00+00:00,2021-11-12 23:55:00+00:00,2021-11-13 01:15:00+00:00,64278.91,64250.02,-0.00044944757152864945,0.0032839698121824856,-0.0021374040101178604,16,80,-0.22472378576432472,-0.6247237857643247,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-13 07:25:00+00:00,2021-11-13 07:30:00+00:00,2021-11-13 07:35:00+00:00,63877.19,63779.89,-0.0015232354460176234,0.00020993409384462147,-0.0016680445711528824,1,5,-0.7616177230088117,-1.1616177230088116,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-13 07:45:00+00:00,2021-11-13 07:50:00+00:00,2021-11-13 08:40:00+00:00,63978.79,63827.52,-0.0023643773194210738,0.0031230662536756437,-0.002395012472102165,10,50,-1.1821886597105369,-1.5821886597105368,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-13 14:05:00+00:00,2021-11-13 14:10:00+00:00,2021-11-13 17:00:00+00:00,64055.97,64657.99,0.009398343355037753,0.015880955358259286,-0.001504153320916024,34,170,4.699171677518876,4.299171677518876,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-13 22:05:00+00:00,2021-11-13 22:10:00+00:00,2021-11-13 22:20:00+00:00,64345.45,64230.76,-0.0017824104113033368,0.0017112321073207148,-0.0019800933865563586,2,10,-0.8912052056516684,-1.2912052056516683,REVERSAL_CUT,STRONG_BULL,REVERSAL,REVERSAL
external,5m,2021-11-13 22:25:00+00:00,2021-11-13 22:30:00+00:00,2021-11-13 22:55:00+00:00,64398.99,64313.71,-0.0013242443709132745,0.0011953603620180608,-0.0022203764375807733,5,25,-0.6621221854566373,-1.0621221854566372,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
external,5m,2021-11-13 23:15:00+00:00,2021-11-13 23:20:00+00:00,2021-11-13 23:30:00+00:00,64385.0,64330.0,-0.0008542362351479094,0.00037042789469587944,-0.0013172322745981235,2,10,-0.4271181175739547,-0.8271181175739547,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
external,5m,2021-11-13 23:40:00+00:00,2021-11-13 23:45:00+00:00,2021-11-14 01:30:00+00:00,64401.84,64906.76,0.00784014866656002,0.015498936055243107,-0.00016350464520886732,21,105,3.9200743332800103,3.5200743332800104,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
external,5m,2021-11-14 03:35:00+00:00,2021-11-14 03:40:00+00:00,2021-11-14 03:45:00+00:00,64806.55,64715.48,-0.0014052591906219547,5.323535969736781e-05,-0.001585487886641035,1,5,-0.7026295953109774,-1.1026295953109773,REVERSAL_CUT,HEALTHY_BULL,REVERSAL,DETERIORATING
external,5m,2021-11-14 04:15:00+00:00,2021-11-14 04:20:00+00:00,2021-11-14 04:55:00+00:00,64836.96,64746.53,-0.001394729179159504,0.003409166623481452,-0.0014954433397247335,7,35,-0.697364589579752,-1.097364589579752,REVERSAL_CUT,HEALTHY_BULL,REVERSAL,HEALTHY_BULL
external,5m,2021-11-14 05:10:00+00:00,2021-11-14 05:15:00+00:00,2021-11-14 05:25:00+00:00,64893.02,64702.29,-0.0029391450729214785,0.0002981830711532574,-0.005963969622618803,2,10,-1.4695725364607393,-1.8695725364607392,REVERSAL_CUT,STRONG_BULL,STRONG_BULL,HEALTHY_BULL
external,5m,2021-11-14 05:55:00+00:00,2021-11-14 06:00:00+00:00,2021-11-14 06:40:00+00:00,64935.12,64823.66,-0.0017164825444228038,0.003925148671473977,-0.003158845321299175,8,40,-0.8582412722114019,-1.2582412722114018,REVERSAL_CUT,HEALTHY_BULL,STRONG_BULL,HEALTHY_BULL
external,5m,2021-11-14 12:45:00+00:00,2021-11-14 12:50:00+00:00,2021-11-14 14:05:00+00:00,64682.7,64585.34,-0.0015051938153478606,0.0023196310605464454,-0.0022913391061287758,15,75,-0.7525969076739303,-1.1525969076739302,DYNAMIC_DETERIORATION_CUT,REVERSAL,DETERIORATING,DETERIORATING
external,5m,2021-11-14 20:00:00+00:00,2021-11-14 20:05:00+00:00,2021-11-14 20:40:00+00:00,64315.13,64122.77,-0.002990898098161332,0.0006370196250866655,-0.0035377367658279146,7,35,-1.495449049080666,-1.895449049080666,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-14 21:00:00+00:00,2021-11-14 21:05:00+00:00,2021-11-14 21:10:00+00:00,64245.32,64167.04,-0.0012184545115504486,0.0,-0.002452318705860601,1,5,-0.6092272557752243,-1.0092272557752242,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-14 21:10:00+00:00,2021-11-14 21:15:00+00:00,2021-11-14 21:25:00+00:00,64338.31,64155.12,-0.002847292693886394,0.0002998213661502547,-0.003192965435368178,2,10,-1.423646346943197,-1.823646346943197,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-14 21:35:00+00:00,2021-11-14 21:40:00+00:00,2021-11-14 23:05:00+00:00,64441.4,64468.76,0.00042457178149457597,0.0070270043791724746,-0.001963178950178057,17,85,0.212285890747288,-0.18771410925271204,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-14 23:10:00+00:00,2021-11-14 23:15:00+00:00,2021-11-15 01:25:00+00:00,64708.26,65635.77,0.014333718755534575,0.0239114759074035,-0.0019104207098136206,26,130,7.166859377767287,6.766859377767287,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
external,5m,2021-11-15 05:20:00+00:00,2021-11-15 05:25:00+00:00,2021-11-15 05:35:00+00:00,65916.04,65824.42,-0.0013899500030644107,9.845858458734646e-05,-0.00192912074208329,2,10,-0.6949750015322054,-1.0949750015322053,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
external,5m,2021-11-15 06:30:00+00:00,2021-11-15 06:35:00+00:00,2021-11-15 06:50:00+00:00,65831.87,65770.81,-0.0009275142875326825,0.0005781394330739431,-0.0012436225797626266,3,15,-0.46375714376634125,-0.8637571437663413,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
external,5m,2021-11-15 09:05:00+00:00,2021-11-15 09:10:00+00:00,2021-11-15 10:05:00+00:00,66118.52,65924.45,-0.002935183667148178,0.004182338019665277,-0.0037888022901905183,11,55,-1.467591833574089,-1.8675918335740889,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
external,5m,2021-11-16 12:15:00+00:00,2021-11-16 12:20:00+00:00,2021-11-16 12:50:00+00:00,60830.1,60439.69,-0.006418039753345761,0.00048446410576352683,-0.0076255011910222326,6,30,-3.2090198766728806,-3.6090198766728805,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-16 13:40:00+00:00,2021-11-16 13:45:00+00:00,2021-11-16 15:25:00+00:00,60732.51,60850.81,0.0019478859016364147,0.0113808897409311,-0.004232000291112703,20,100,0.9739429508182074,0.5739429508182073,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-16 17:05:00+00:00,2021-11-16 17:10:00+00:00,2021-11-16 17:25:00+00:00,60715.3,60622.12,-0.0015347037731839874,0.0013948708150992584,-0.002189234015149477,3,15,-0.7673518865919937,-1.1673518865919936,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-16 21:45:00+00:00,2021-11-16 21:50:00+00:00,2021-11-16 23:15:00+00:00,60382.81,60487.37,0.001731618651069855,0.013065804655331581,-0.0008393117180204301,17,85,0.8658093255349275,0.4658093255349275,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-17 06:00:00+00:00,2021-11-17 06:05:00+00:00,2021-11-17 06:15:00+00:00,59682.66,59489.11,-0.003242985483555949,0.0011797396429715779,-0.004735378751550279,2,10,-1.6214927417779745,-2.0214927417779744,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-17 06:25:00+00:00,2021-11-17 06:30:00+00:00,2021-11-17 06:55:00+00:00,59590.36,59470.45,-0.0020122382210814305,0.0037991044189027434,-0.0037284554078881316,5,25,-1.0061191105407152,-1.4061191105407151,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-17 07:35:00+00:00,2021-11-17 07:40:00+00:00,2021-11-17 08:30:00+00:00,59707.43,59758.57,0.0008565098179573738,0.007814270351277797,-0.0017825252234102695,10,50,0.4282549089786869,0.028254908978686877,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-17 10:55:00+00:00,2021-11-17 11:00:00+00:00,2021-11-17 13:10:00+00:00,60510.38,60328.14,-0.0030117146843235965,0.005593585761649589,-0.003194327981414058,26,130,-1.5058573421617982,-1.9058573421617981,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-17 16:50:00+00:00,2021-11-17 16:55:00+00:00,2021-11-17 19:15:00+00:00,60341.95,60404.23,0.0010321177887027133,0.005602238575319607,-0.005835243972062587,28,140,0.5160588943513567,0.11605889435135663,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
external,5m,2021-11-17 20:35:00+00:00,2021-11-17 20:40:00+00:00,2021-11-17 21:05:00+00:00,60461.3,60228.77,-0.003845931198965369,0.0015993701756329415,-0.0041720902461575005,5,25,-1.9229655994826844,-2.3229655994826843,REVERSAL_CUT,DETERIORATING,REVERSAL,REVERSAL
external,5m,2021-11-17 23:55:00+00:00,2021-11-18 00:00:00+00:00,2021-11-18 01:15:00+00:00,60366.97,60272.93,-0.0015578055350466968,0.006692898450924467,-0.0034947919367164237,15,75,-0.7789027675233484,-1.1789027675233483,REVERSAL_CUT,STRONG_BULL,REVERSAL,REVERSAL
external,5m,2021-11-18 01:30:00+00:00,2021-11-18 01:35:00+00:00,2021-11-18 02:15:00+00:00,60978.22,60489.43,-0.008015812859083149,0.0003407774120005591,-0.00917409527532942,8,40,-4.007906429541574,-4.407906429541574,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
external,5m,2021-11-18 02:40:00+00:00,2021-11-18 02:45:00+00:00,2021-11-18 03:05:00+00:00,60659.83,60576.96,-0.0013661429647924273,0.001792619596856726,-0.002590676564705241,4,20,-0.6830714823962136,-1.0830714823962135,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
external,5m,2021-11-18 11:10:00+00:00,2021-11-18 11:15:00+00:00,2021-11-18 11:40:00+00:00,59880.59,59609.66,-0.004524504518074957,0.00024932954067424795,-0.0049196242054394546,5,25,-2.2622522590374783,-2.662252259037478,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-19 08:20:00+00:00,2021-11-19 08:25:00+00:00,2021-11-19 10:00:00+00:00,57176.23,57015.3,-0.0028146311850221206,0.005662667860402815,-0.0037487606300731224,19,95,-1.4073155925110603,-1.8073155925110602,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-19 11:50:00+00:00,2021-11-19 11:55:00+00:00,2021-11-19 12:55:00+00:00,56859.0,57033.62,0.003071105717652456,0.009448108478868678,-3.0426141859773992e-05,12,60,1.535552858826228,1.135552858826228,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-19 13:20:00+00:00,2021-11-19 13:25:00+00:00,2021-11-19 16:25:00+00:00,57308.83,57806.4,0.008682257167001994,0.015159793002230249,-0.0005161508270191684,36,180,4.341128583500997,3.9411285835009973,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
external,5m,2021-11-19 16:55:00+00:00,2021-11-19 17:00:00+00:00,2021-11-19 17:50:00+00:00,58161.05,58025.51,-0.002330425602701469,0.0029564459376163477,-0.0027690352908003035,10,50,-1.1652128013507346,-1.5652128013507345,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
external,5m,2021-11-19 19:55:00+00:00,2021-11-19 20:00:00+00:00,2021-11-19 20:15:00+00:00,58048.02,57943.13,-0.001806952244021387,0.0016295129446275425,-0.0023604594954315106,3,15,-0.9034761220106935,-1.3034761220106934,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
external,5m,2021-11-19 20:45:00+00:00,2021-11-19 20:50:00+00:00,2021-11-19 20:55:00+00:00,58021.19,57885.17,-0.0023443159300938765,0.00014132767700902882,-0.0027560620525018953,1,5,-1.1721579650469383,-1.5721579650469382,REVERSAL_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
external,5m,2021-11-19 22:30:00+00:00,2021-11-19 22:35:00+00:00,2021-11-19 22:45:00+00:00,57915.13,57806.41,-0.0018772296634746999,9.462121556147451e-05,-0.0021408913353039294,2,10,-0.9386148317373499,-1.3386148317373499,REVERSAL_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
external,5m,2021-11-19 23:10:00+00:00,2021-11-19 23:15:00+00:00,2021-11-19 23:35:00+00:00,58035.0,57835.01,-0.00344602395106397,0.0009440854656672659,-0.003464633410872775,4,20,-1.723011975531985,-2.123011975531985,REVERSAL_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
external,5m,2021-11-19 23:45:00+00:00,2021-11-19 23:50:00+00:00,2021-11-20 03:05:00+00:00,57970.73,58702.93,0.012630511984237591,0.017409992939540375,-0.00018509340834593768,39,195,6.315255992118796,5.915255992118795,DYNAMIC_DETERIORATION_CUT,DETERIORATING,REVERSAL,REVERSAL
external,5m,2021-11-20 06:20:00+00:00,2021-11-20 06:25:00+00:00,2021-11-20 06:50:00+00:00,58777.04,58494.33,-0.004809871337515426,0.0010390111512930122,-0.005427969833118551,5,25,-2.404935668757713,-2.8049356687577127,REVERSAL_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
external,5m,2021-11-20 06:55:00+00:00,2021-11-20 07:00:00+00:00,2021-11-20 07:25:00+00:00,58658.0,58535.14,-0.002094513962289879,0.001204780251627957,-0.0020977530771592034,5,25,-1.0472569811449395,-1.4472569811449394,REVERSAL_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
