partition,timeframe,signal_ts,entry_ts,exit_ts,entry_px,exit_px,return,mfe,mae,bars_held,hold_minutes,gross_pnl_usd,fee_sensitive_pnl_usd,exit_reason,context_15m,context_1h,context_4h
external,5m,2020-01-11 15:45:00+00:00,2020-01-11 15:50:00+00:00,2020-01-11 16:05:00+00:00,8096.93,8077.84,-0.002357683714691916,0.001614192045627183,-0.0032567899191421334,3,15,-1.178841857345958,-1.578841857345958,REVERSAL_CUT,REVERSAL,DETERIORATING,STRONG_BULL
external,5m,2020-01-11 16:05:00+00:00,2020-01-11 16:10:00+00:00,2020-01-11 18:00:00+00:00,8113.43,8159.99,0.005738633352355249,0.013058595439906284,-0.001430960765052558,22,110,2.8693166761776245,2.4693166761776246,DYNAMIC_DETERIORATION_CUT,REVERSAL,HEALTHY_BULL,HEALTHY_BULL
external,5m,2020-01-11 18:40:00+00:00,2020-01-11 18:45:00+00:00,2020-01-11 18:50:00+00:00,8173.29,8157.04,-0.0019881834610052662,0.0,-0.0026231786710124716,1,5,-0.9940917305026331,-1.394091730502633,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,HEALTHY_BULL
external,5m,2020-01-11 20:10:00+00:00,2020-01-11 20:15:00+00:00,2020-01-11 20:30:00+00:00,8187.34,8160.93,-0.003225711891774341,9.649043523296541e-05,-0.0032244904938600882,3,15,-1.6128559458871705,-2.0128559458871704,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,HEALTHY_BULL
external,5m,2020-01-11 21:15:00+00:00,2020-01-11 21:20:00+00:00,2020-01-11 21:30:00+00:00,8174.08,8163.35,-0.0013126859536485291,0.0002446758534293547,-0.001497416222987713,2,10,-0.6563429768242646,-1.0563429768242645,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,HEALTHY_BULL
external,5m,2020-01-11 21:35:00+00:00,2020-01-11 21:40:00+00:00,2020-01-11 21:50:00+00:00,8210.74,8167.41,-0.0052772344514623315,0.009919934135047548,-0.00739762798481014,2,10,-2.6386172257311657,-3.0386172257311657,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,HEALTHY_BULL
external,5m,2020-01-12 02:45:00+00:00,2020-01-12 02:50:00+00:00,2020-01-12 03:20:00+00:00,8093.26,8074.89,-0.0022697899239614294,0.0025515058208929187,-0.0033571144384340057,6,30,-1.1348949619807147,-1.5348949619807146,REVERSAL_CUT,REVERSAL,DETERIORATING,HEALTHY_BULL
external,5m,2020-01-12 03:30:00+00:00,2020-01-12 03:35:00+00:00,2020-01-12 04:35:00+00:00,8089.37,8086.64,-0.0003374799273614393,0.0023685404425808354,-0.001611992033990317,12,60,-0.16873996368071964,-0.5687399636807197,DYNAMIC_DETERIORATION_CUT,REVERSAL,HEALTHY_BULL,HEALTHY_BULL
external,5m,2020-01-12 05:10:00+00:00,2020-01-12 05:15:00+00:00,2020-01-12 05:25:00+00:00,8092.95,8084.67,-0.0010231127092098502,0.00013962770065312213,-0.0011664473399687347,2,10,-0.5115563546049251,-0.9115563546049251,DYNAMIC_DETERIORATION_CUT,REVERSAL,DETERIORATING,HEALTHY_BULL
external,5m,2020-01-12 05:25:00+00:00,2020-01-12 05:30:00+00:00,2020-01-12 06:45:00+00:00,8094.62,8111.79,0.0021211619569541096,0.007459275419970268,-0.0005386293612300586,15,75,1.0605809784770548,0.6605809784770548,DYNAMIC_DETERIORATION_CUT,REVERSAL,DETERIORATING,HEALTHY_BULL
external,5m,2020-01-12 07:50:00+00:00,2020-01-12 07:55:00+00:00,2020-01-12 08:00:00+00:00,8110.0,8099.33,-0.0013156596794081654,0.0,-0.001963008631319374,1,5,-0.6578298397040827,-1.0578298397040826,REVERSAL_CUT,REVERSAL,DETERIORATING,HEALTHY_BULL
external,5m,2020-01-12 08:15:00+00:00,2020-01-12 08:20:00+00:00,2020-01-12 09:50:00+00:00,8118.01,8132.29,0.0017590517873222744,0.006000238974822603,-0.0008635121168858451,18,90,0.8795258936611372,0.4795258936611372,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,HEALTHY_BULL,HEALTHY_BULL
external,5m,2020-01-12 10:45:00+00:00,2020-01-12 10:50:00+00:00,2020-01-12 11:00:00+00:00,8138.48,8124.93,-0.0016649300606500494,0.00037107666296409825,-0.0019020750803588893,2,10,-0.8324650303250247,-1.2324650303250246,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,HEALTHY_BULL
external,5m,2020-01-12 11:35:00+00:00,2020-01-12 11:40:00+00:00,2020-01-12 11:45:00+00:00,8128.1,8125.0,-0.00038139294546080116,0.00011933908293437767,-0.0006249923106260713,1,5,-0.19069647273040058,-0.5906964727304006,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,HEALTHY_BULL
external,5m,2020-01-12 12:05:00+00:00,2020-01-12 12:10:00+00:00,2020-01-12 12:35:00+00:00,8132.91,8124.0,-0.001095548825697068,0.00308499663712003,-0.001095548825697068,5,25,-0.547774412848534,-0.947774412848534,REVERSAL_CUT,DETERIORATING,STRONG_BULL,HEALTHY_BULL
external,5m,2020-01-12 12:55:00+00:00,2020-01-12 13:00:00+00:00,2020-01-12 13:10:00+00:00,8135.38,8126.0,-0.0011529885512415738,0.0015512489889839554,-0.0011529885512415738,2,10,-0.5764942756207869,-0.976494275620787,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,HEALTHY_BULL,HEALTHY_BULL
external,5m,2020-01-12 13:10:00+00:00,2020-01-12 13:15:00+00:00,2020-01-12 14:30:00+00:00,8133.45,8149.42,0.0019634964252561726,0.006460972895880657,-0.0004118793377962948,15,75,0.9817482126280863,0.5817482126280863,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,HEALTHY_BULL,HEALTHY_BULL
external,5m,2020-01-12 15:10:00+00:00,2020-01-12 15:15:00+00:00,2020-01-12 16:00:00+00:00,8161.42,8154.35,-0.0008662708205189329,0.0012963430383439167,-0.001910206802247627,9,45,-0.43313541025946645,-0.8331354102594665,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,HEALTHY_BULL
external,5m,2020-01-12 20:00:00+00:00,2020-01-12 20:05:00+00:00,2020-01-12 20:45:00+00:00,8140.2,8133.66,-0.0008034200633890709,0.0014041424043635953,-0.001120365592983008,8,40,-0.40171003169453545,-0.8017100316945355,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,HEALTHY_BULL,HEALTHY_BULL
external,5m,2020-01-12 20:55:00+00:00,2020-01-12 21:00:00+00:00,2020-01-12 21:30:00+00:00,8138.9,8136.05,-0.00035017017041605314,0.0008723537578789742,-0.0007163130152723074,6,30,-0.17508508520802657,-0.5750850852080266,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,HEALTHY_BULL,HEALTHY_BULL
external,5m,2020-01-12 22:40:00+00:00,2020-01-12 22:45:00+00:00,2020-01-13 00:25:00+00:00,8153.56,8158.01,0.0005457738705547666,0.005695671583946016,-0.00266264061342536,20,100,0.2728869352773833,-0.12711306472261674,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,DETERIORATING,HEALTHY_BULL
external,5m,2020-01-13 08:55:00+00:00,2020-01-13 09:00:00+00:00,2020-01-13 09:45:00+00:00,8130.04,8097.26,-0.004031960482359209,0.0006765034366373879,-0.004174641207177254,9,45,-2.0159802411796046,-2.4159802411796045,REVERSAL_CUT,REVERSAL,TRANSITION,HEALTHY_BULL
external,5m,2020-01-13 10:00:00+00:00,2020-01-13 10:05:00+00:00,2020-01-13 11:35:00+00:00,8116.74,8102.62,-0.0017396146728858586,0.0022533677313798517,-0.0029124993531884913,18,90,-0.8698073364429293,-1.2698073364429292,REVERSAL_CUT,REVERSAL,DETERIORATING,HEALTHY_BULL
external,5m,2020-01-13 16:50:00+00:00,2020-01-13 16:55:00+00:00,2020-01-13 17:25:00+00:00,8099.86,8099.51,-4.32106233934082e-05,0.0039679698167622846,-0.00022963359860539434,6,30,-0.0216053116967041,-0.4216053116967041,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,HEALTHY_BULL
external,5m,2020-01-13 17:25:00+00:00,2020-01-13 17:30:00+00:00,2020-01-13 17:45:00+00:00,8114.67,8099.59,-0.0018583626937386244,0.0005336014896477614,-0.001972969942092506,3,15,-0.9291813468693122,-1.329181346869312,DYNAMIC_DETERIORATION_CUT,REVERSAL,TRANSITION,HEALTHY_BULL
external,5m,2020-01-13 18:50:00+00:00,2020-01-13 18:55:00+00:00,2020-01-13 19:55:00+00:00,8106.12,8107.04,0.00011349449551700808,0.0019590136834886085,-0.00039229619102609803,12,60,0.05674724775850404,-0.343252752241496,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,HEALTHY_BULL
external,5m,2020-01-13 20:10:00+00:00,2020-01-13 20:15:00+00:00,2020-01-13 21:35:00+00:00,8116.36,8132.61,0.0020021290332119523,0.005992834226180355,-0.00011581546407501975,16,80,1.0010645166059762,0.6010645166059762,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,HEALTHY_BULL,HEALTHY_BULL
external,5m,2020-01-13 23:10:00+00:00,2020-01-13 23:15:00+00:00,2020-01-13 23:25:00+00:00,8128.84,8123.99,-0.0005966410951624423,0.0003100073319193264,-0.0008414484723527904,2,10,-0.2983205475812212,-0.6983205475812212,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,HEALTHY_BULL
external,5m,2020-01-14 00:10:00+00:00,2020-01-14 00:15:00+00:00,2020-01-14 03:30:00+00:00,8127.03,8390.34,0.03239928977744633,0.04404684121997837,-0.0001587295727959459,39,195,16.199644888723164,15.799644888723163,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,DETERIORATING,HEALTHY_BULL
external,5m,2020-01-14 03:55:00+00:00,2020-01-14 04:00:00+00:00,2020-01-14 05:45:00+00:00,8469.54,8516.2,0.005509153980027159,0.015199172564271501,-1.6529823343547356e-05,21,105,2.7545769900135797,2.35457699001358,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,STRONG_BULL
external,5m,2020-01-14 07:40:00+00:00,2020-01-14 07:45:00+00:00,2020-01-14 08:00:00+00:00,8539.34,8514.95,-0.0028561926331542864,0.00016277604592396244,-0.003973374991509959,3,15,-1.4280963165771432,-1.828096316577143,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
external,5m,2020-01-14 09:25:00+00:00,2020-01-14 09:30:00+00:00,2020-01-14 09:50:00+00:00,8549.99,8518.86,-0.0036409399309238477,0.0020947392920926955,-0.004677198452863629,4,20,-1.8204699654619239,-2.2204699654619238,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
external,5m,2020-01-14 10:50:00+00:00,2020-01-14 10:55:00+00:00,2020-01-14 11:30:00+00:00,8528.34,8513.03,-0.0017951910922875403,0.0011057251469805962,-0.002150477115124394,7,35,-0.8975955461437701,-1.29759554614377,REVERSAL_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
external,5m,2020-01-14 11:40:00+00:00,2020-01-14 11:45:00+00:00,2020-01-14 12:10:00+00:00,8523.0,8520.01,-0.00035081544057258274,0.0043411944151121595,-0.0012906253666549183,5,25,-0.17540772028629137,-0.5754077202862914,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
external,5m,2020-01-14 12:10:00+00:00,2020-01-14 12:15:00+00:00,2020-01-14 12:40:00+00:00,8523.0,8508.61,-0.0016883726387421083,0.012542531972310256,-0.002131878446556379,5,25,-0.8441863193710542,-1.244186319371054,REVERSAL_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
external,5m,2020-01-14 13:10:00+00:00,2020-01-14 13:15:00+00:00,2020-01-14 16:05:00+00:00,8544.62,8562.98,0.00214872048142567,0.026376831269266487,-0.002881345220735465,34,170,1.074360240712835,0.674360240712835,REVERSAL_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
external,5m,2020-01-14 16:55:00+00:00,2020-01-14 17:00:00+00:00,2020-01-14 18:35:00+00:00,8684.81,8746.0,0.0070456348498124655,0.020746567858134002,-0.000553840556097307,19,95,3.5228174249062327,3.122817424906233,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
external,5m,2020-01-14 21:35:00+00:00,2020-01-14 21:40:00+00:00,2020-01-14 23:00:00+00:00,8728.84,8746.37,0.0020082851787868172,0.008037723225537308,-3.4368827932507173e-06,16,80,1.0041425893934086,0.6041425893934086,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
external,5m,2020-01-14 23:15:00+00:00,2020-01-14 23:20:00+00:00,2020-01-15 00:05:00+00:00,8793.84,8749.0,-0.005099023862158103,0.01127607507073125,-0.009533946489815648,9,45,-2.5495119310790515,-2.9495119310790514,REVERSAL_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
external,5m,2020-01-15 00:15:00+00:00,2020-01-15 00:20:00+00:00,2020-01-15 00:45:00+00:00,8872.7,8808.09,-0.007281887136948217,0.005161901112400891,-0.011093579181083557,5,25,-3.6409435684741087,-4.040943568474109,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,STRONG_BULL
external,5m,2020-01-15 02:05:00+00:00,2020-01-15 02:10:00+00:00,2020-01-15 03:05:00+00:00,8826.48,8804.19,-0.002525355521113659,0.0016450498953151094,-0.0034487134168998956,11,55,-1.2626777605568296,-1.6626777605568295,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
external,5m,2020-01-15 09:45:00+00:00,2020-01-15 09:50:00+00:00,2020-01-15 11:50:00+00:00,8725.57,8767.37,0.004790517983352505,0.009790764385593231,-0.0018187923539664252,24,120,2.3952589916762523,1.9952589916762524,DYNAMIC_DETERIORATION_CUT,REVERSAL,DETERIORATING,STRONG_BULL
external,5m,2020-01-15 12:30:00+00:00,2020-01-15 12:35:00+00:00,2020-01-15 12:45:00+00:00,8797.48,8762.12,-0.004019332808940623,4.319418742659842e-05,-0.0042603109072142376,2,10,-2.0096664044703116,-2.4096664044703116,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,HEALTHY_BULL,STRONG_BULL
external,5m,2020-01-15 13:10:00+00:00,2020-01-15 13:15:00+00:00,2020-01-15 14:10:00+00:00,8830.1,8781.0,-0.005560525928358762,0.01031698395261671,-0.0062921144720897715,11,55,-2.780262964179381,-3.1802629641793807,REVERSAL_CUT,STRONG_BULL,HEALTHY_BULL,STRONG_BULL
external,5m,2020-01-15 14:25:00+00:00,2020-01-15 14:30:00+00:00,2020-01-15 15:05:00+00:00,8869.02,8835.12,-0.003822293782176578,0.0030420497416849823,-0.006290435696390428,7,35,-1.911146891088289,-2.311146891088289,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,HEALTHY_BULL,STRONG_BULL
external,5m,2020-01-15 20:50:00+00:00,2020-01-15 20:55:00+00:00,2020-01-15 21:40:00+00:00,8835.0,8806.6,-0.0032144878324843473,0.003542727787209987,-0.003961516694963252,9,45,-1.6072439162421737,-2.0072439162421736,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,HEALTHY_BULL,STRONG_BULL
external,5m,2020-01-15 21:55:00+00:00,2020-01-15 22:00:00+00:00,2020-01-15 23:15:00+00:00,8836.1,8840.57,0.0005058792906371679,0.005531852287773864,-0.002953791831237784,15,75,0.2529396453185839,-0.1470603546814161,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,HEALTHY_BULL,STRONG_BULL
external,5m,2020-01-16 00:05:00+00:00,2020-01-16 00:10:00+00:00,2020-01-16 00:15:00+00:00,8855.74,8826.34,-0.0033198806649697987,2.3713433321415067e-05,-0.00391610413133181,1,5,-1.6599403324848994,-2.0599403324848993,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,HEALTHY_BULL,STRONG_BULL
external,5m,2020-01-16 06:00:00+00:00,2020-01-16 06:05:00+00:00,2020-01-16 07:10:00+00:00,8699.05,8706.08,0.000808134221552903,0.004118840563049897,-0.0018657209695310817,13,65,0.4040671107764515,0.004067110776451499,DYNAMIC_DETERIORATION_CUT,REVERSAL,DETERIORATING,STRONG_BULL
external,5m,2020-01-16 08:20:00+00:00,2020-01-16 08:25:00+00:00,2020-01-16 08:45:00+00:00,8712.0,8698.16,-0.0015886134067952806,0.0009182736455464191,-0.001721763085399397,4,20,-0.7943067033976403,-1.1943067033976402,DYNAMIC_DETERIORATION_CUT,REVERSAL,DETERIORATING,STRONG_BULL
external,5m,2020-01-16 11:45:00+00:00,2020-01-16 11:50:00+00:00,2020-01-16 13:00:00+00:00,8700.0,8726.48,0.0030436781609195496,0.010778160919540314,-0.0011494252873562871,14,70,1.5218390804597748,1.1218390804597749,DYNAMIC_DETERIORATION_CUT,REVERSAL,DETERIORATING,STRONG_BULL
external,5m,2020-01-16 15:55:00+00:00,2020-01-16 16:00:00+00:00,2020-01-16 16:15:00+00:00,8715.84,8692.0,-0.0027352498439622286,0.0009867092557918067,-0.004112053456694964,3,15,-1.3676249219811143,-1.7676249219811142,REVERSAL_CUT,REVERSAL,HEALTHY_BULL,HEALTHY_BULL
external,5m,2020-01-16 18:50:00+00:00,2020-01-16 18:55:00+00:00,2020-01-16 19:00:00+00:00,8700.62,8685.97,-0.0016837880518860704,0.0004988150269749081,-0.0019274488484729568,1,5,-0.8418940259430352,-1.241894025943035,REVERSAL_CUT,REVERSAL,DETERIORATING,HEALTHY_BULL
external,5m,2020-01-16 19:00:00+00:00,2020-01-16 19:05:00+00:00,2020-01-16 20:15:00+00:00,8692.54,8700.2,0.0008812153869870443,0.00315903061705769,0.0,14,70,0.44060769349352213,0.04060769349352211,DYNAMIC_DETERIORATION_CUT,REVERSAL,DETERIORATING,HEALTHY_BULL
external,5m,2020-01-16 20:15:00+00:00,2020-01-16 20:20:00+00:00,2020-01-16 21:15:00+00:00,8706.16,8690.01,-0.0018550084078399198,0.006752690049344423,-0.0026601854319240337,11,55,-0.9275042039199599,-1.3275042039199598,REVERSAL_CUT,REVERSAL,HEALTHY_BULL,HEALTHY_BULL
external,5m,2020-01-16 22:10:00+00:00,2020-01-16 22:15:00+00:00,2020-01-16 22:20:00+00:00,8711.55,8706.86,-0.0005383657328488223,4.591605397452625e-06,-0.0005383657328488223,1,5,-0.26918286642441114,-0.6691828664244112,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,DETERIORATING,HEALTHY_BULL
external,5m,2020-01-16 22:30:00+00:00,2020-01-16 22:35:00+00:00,2020-01-16 23:40:00+00:00,8722.5,8724.5,0.0002292920607624982,0.0036113499570078478,-0.0005365434221840104,13,65,0.1146460303812491,-0.2853539696187509,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,DETERIORATING,HEALTHY_BULL
external,5m,2020-01-17 01:55:00+00:00,2020-01-17 02:00:00+00:00,2020-01-17 04:10:00+00:00,8745.35,8786.17,0.004667623365560036,0.011221963672122914,-0.002775189100493458,26,130,2.333811682780018,1.9338116827800182,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,HEALTHY_BULL,HEALTHY_BULL
external,5m,2020-01-17 04:50:00+00:00,2020-01-17 04:55:00+00:00,2020-01-17 06:55:00+00:00,8811.26,8902.35,0.010337908539754803,0.023690141932027897,-0.0019679364812751343,24,120,5.168954269877402,4.768954269877401,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,HEALTHY_BULL
external,5m,2020-01-17 08:15:00+00:00,2020-01-17 08:20:00+00:00,2020-01-17 08:35:00+00:00,8980.0,8940.53,-0.004395322939866331,0.0005890868596882815,-0.004515590200445341,3,15,-2.1976614699331654,-2.5976614699331653,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,HEALTHY_BULL
external,5m,2020-01-17 09:20:00+00:00,2020-01-17 09:25:00+00:00,2020-01-17 09:40:00+00:00,8974.83,8947.1,-0.003089752117867328,0.002063548836022555,-0.0036468657345041233,3,15,-1.544876058933664,-1.944876058933664,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,HEALTHY_BULL
external,5m,2020-01-17 10:00:00+00:00,2020-01-17 10:05:00+00:00,2020-01-17 10:25:00+00:00,8990.8,8946.11,-0.004970636650798443,0.0053610357254083585,-0.006762468300929747,4,20,-2.4853183253992217,-2.8853183253992216,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,HEALTHY_BULL
external,5m,2020-01-17 16:25:00+00:00,2020-01-17 16:30:00+00:00,2020-01-17 17:05:00+00:00,8893.03,8876.89,-0.0018149044813748905,0.00465982910211693,-0.003560091442399216,7,35,-0.9074522406874452,-1.3074522406874451,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,HEALTHY_BULL,STRONG_BULL
external,5m,2020-01-17 17:10:00+00:00,2020-01-17 17:15:00+00:00,2020-01-17 17:45:00+00:00,8910.0,8890.41,-0.0021986531986532,0.0015701459034791476,-0.0028686868686867983,6,30,-1.0993265993266,-1.4993265993265998,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,HEALTHY_BULL,STRONG_BULL
external,5m,2020-01-17 18:05:00+00:00,2020-01-17 18:10:00+00:00,2020-01-17 19:40:00+00:00,8909.95,8895.0,-0.0016778994270451042,0.005529772894348195,-0.0023108996122312986,18,90,-0.8389497135225521,-1.238949713522552,REVERSAL_CUT,STRONG_BULL,HEALTHY_BULL,STRONG_BULL
external,5m,2020-01-17 20:10:00+00:00,2020-01-17 20:15:00+00:00,2020-01-17 20:20:00+00:00,8916.26,8900.13,-0.00180905446902635,0.0009342482161802668,-0.0032816449946502235,1,5,-0.904527234513175,-1.3045272345131749,REVERSAL_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
external,5m,2020-01-17 21:20:00+00:00,2020-01-17 21:25:00+00:00,2020-01-17 21:30:00+00:00,8905.53,8894.38,-0.0012520310413868252,0.0,-0.0018583958506681597,1,5,-0.6260155206934126,-1.0260155206934125,REVERSAL_CUT,HEALTHY_BULL,HEALTHY_BULL,STRONG_BULL
external,5m,2020-01-17 21:50:00+00:00,2020-01-17 21:55:00+00:00,2020-01-17 22:35:00+00:00,8934.64,8912.4,-0.0024891881485991085,0.0002943599294433774,-0.003237959223874709,8,40,-1.2445940742995543,-1.6445940742995542,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,HEALTHY_BULL,STRONG_BULL
external,5m,2020-01-17 22:35:00+00:00,2020-01-17 22:40:00+00:00,2020-01-17 23:30:00+00:00,8922.0,8921.34,-7.397444519163798e-05,0.005155794664873259,-0.000735261152208011,10,50,-0.03698722259581899,-0.436987222595819,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,HEALTHY_BULL,STRONG_BULL
external,5m,2020-01-18 00:15:00+00:00,2020-01-18 00:20:00+00:00,2020-01-18 01:10:00+00:00,8946.66,8941.77,-0.0005465726874609445,0.005403133683408168,-0.001785023684816367,10,50,-0.2732863437304722,-0.6732863437304722,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,HEALTHY_BULL
external,5m,2020-01-18 01:30:00+00:00,2020-01-18 01:35:00+00:00,2020-01-18 01:45:00+00:00,8968.84,8915.58,-0.005938337622256595,0.0011328109320714042,-0.006890523189174935,2,10,-2.9691688111282977,-3.3691688111282976,REVERSAL_CUT,STRONG_BULL,STRONG_BULL,HEALTHY_BULL
external,5m,2020-01-18 09:25:00+00:00,2020-01-18 09:30:00+00:00,2020-01-18 11:05:00+00:00,8892.69,8886.3,-0.0007185677224778031,0.003309459792256275,-0.001427014772807822,19,95,-0.35928386123890155,-0.7592838612389016,DYNAMIC_DETERIORATION_CUT,REVERSAL,DETERIORATING,HEALTHY_BULL
external,5m,2020-01-18 12:05:00+00:00,2020-01-18 12:10:00+00:00,2020-01-18 14:55:00+00:00,8891.82,8922.51,0.0034514868722039793,0.008567424891642084,-0.00011246291535371711,33,165,1.7257434361019897,1.3257434361019897,DYNAMIC_DETERIORATION_CUT,REVERSAL,HEALTHY_BULL,HEALTHY_BULL
external,5m,2020-01-18 16:05:00+00:00,2020-01-18 16:10:00+00:00,2020-01-18 16:25:00+00:00,8938.38,8895.57,-0.004789458492478471,0.00018124089600135562,-0.005250392129222403,3,15,-2.3947292462392356,-2.7947292462392355,REVERSAL_CUT,DETERIORATING,HEALTHY_BULL,HEALTHY_BULL
external,5m,2020-01-18 19:55:00+00:00,2020-01-18 20:00:00+00:00,2020-01-18 20:40:00+00:00,8914.24,8911.12,-0.000350001794880872,0.001205935671464875,-0.00042964963922886845,8,40,-0.175000897440436,-0.575000897440436,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,HEALTHY_BULL,HEALTHY_BULL
external,5m,2020-01-18 21:20:00+00:00,2020-01-18 21:25:00+00:00,2020-01-18 21:30:00+00:00,8920.0,8910.6,-0.001053811659192827,0.0,-0.0013621076233183427,1,5,-0.5269058295964135,-0.9269058295964135,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,HEALTHY_BULL,HEALTHY_BULL
external,5m,2020-01-18 21:30:00+00:00,2020-01-18 21:35:00+00:00,2020-01-18 23:10:00+00:00,8917.6,8937.75,0.0022595765676862722,0.005427469274244201,-0.00023548936933703857,19,95,1.1297882838431361,0.7297882838431361,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,HEALTHY_BULL,HEALTHY_BULL
external,5m,2020-01-18 23:25:00+00:00,2020-01-18 23:30:00+00:00,2020-01-18 23:40:00+00:00,8964.0,8939.16,-0.0027710843373494054,0.0,-0.0032474341811692398,2,10,-1.3855421686747027,-1.7855421686747026,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,HEALTHY_BULL
external,5m,2020-01-19 00:30:00+00:00,2020-01-19 00:35:00+00:00,2020-01-19 03:50:00+00:00,8956.48,9152.84,0.021923791489513844,0.027781003251277303,-0.0010952963664295767,39,195,10.961895744756923,10.561895744756923,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,HEALTHY_BULL
external,5m,2020-01-19 21:10:00+00:00,2020-01-19 21:15:00+00:00,2020-01-19 22:15:00+00:00,8682.59,8631.85,-0.0058438783819113604,0.009022653378772949,-0.005846181842054099,12,60,-2.92193919095568,-3.32193919095568,REVERSAL_CUT,REVERSAL,REVERSAL,DETERIORATING
