partition,date_utc,weekday,day_type,clock_start_hour,clock_block,prev_start,obs_start,obs_end,H,L,range,regime,regime_bar_start,regime_available_ts,status,breakout_side,low_visits,high_visits,k1_opp0,k1_ts,k2_ts,k3_ts
development,2022-03-13,6,WEEKEND,8,08-12,2022-03-13 04:00:00+00:00,2022-03-13 08:00:00+00:00,2022-03-13 12:00:00+00:00,39300.0,39051.6,248.40000000000146,BEAR,2022-03-13 04:00:00+00:00,2022-03-13 08:00:00+00:00,BREAK_LOW,LOW,1.0,0.0,True,2022-03-13 08:10:00+00:00,,
development,2022-03-13,6,WEEKEND,12,12-16,2022-03-13 08:00:00+00:00,2022-03-13 12:00:00+00:00,2022-03-13 16:00:00+00:00,39120.0,38511.8,608.1999999999971,BEAR,2022-03-13 08:00:00+00:00,2022-03-13 12:00:00+00:00,BREAK_LOW,LOW,1.0,0.0,True,2022-03-13 12:20:00+00:00,,
development,2022-03-13,6,WEEKEND,16,16-20,2022-03-13 12:00:00+00:00,2022-03-13 16:00:00+00:00,2022-03-13 20:00:00+00:00,39053.3,38333.0,720.3000000000029,BEAR,2022-03-13 12:00:00+00:00,2022-03-13 16:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-03-13,6,WEEKEND,20,20-00,2022-03-13 16:00:00+00:00,2022-03-13 20:00:00+00:00,2022-03-14 00:00:00+00:00,39050.0,38828.7,221.3000000000029,BEAR,2022-03-13 16:00:00+00:00,2022-03-13 20:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2022-03-14,0,WEEKDAY,0,00-04,2022-03-13 20:00:00+00:00,2022-03-14 00:00:00+00:00,2022-03-14 04:00:00+00:00,38843.4,37500.0,1343.4000000000015,BEAR,2022-03-13 20:00:00+00:00,2022-03-14 00:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-03-14,0,WEEKDAY,4,04-08,2022-03-14 00:00:00+00:00,2022-03-14 04:00:00+00:00,2022-03-14 08:00:00+00:00,38338.0,37522.1,815.9000000000015,BEAR,2022-03-14 00:00:00+00:00,2022-03-14 04:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2022-03-14,0,WEEKDAY,8,08-12,2022-03-14 04:00:00+00:00,2022-03-14 08:00:00+00:00,2022-03-14 12:00:00+00:00,39176.8,38100.9,1075.9000000000015,SIDEWAYS,2022-03-14 04:00:00+00:00,2022-03-14 08:00:00+00:00,NO_BREAK,,0.0,2.0,False,,,
development,2022-03-14,0,WEEKDAY,12,12-16,2022-03-14 08:00:00+00:00,2022-03-14 12:00:00+00:00,2022-03-14 16:00:00+00:00,39287.4,38816.2,471.20000000000437,BEAR,2022-03-14 08:00:00+00:00,2022-03-14 12:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2022-03-14,0,WEEKDAY,16,16-20,2022-03-14 12:00:00+00:00,2022-03-14 16:00:00+00:00,2022-03-14 20:00:00+00:00,39160.5,38602.9,557.5999999999985,SIDEWAYS,2022-03-14 12:00:00+00:00,2022-03-14 16:00:00+00:00,BREAK_LOW,LOW,1.0,0.0,True,2022-03-14 17:35:00+00:00,,
development,2022-03-14,0,WEEKDAY,20,20-00,2022-03-14 16:00:00+00:00,2022-03-14 20:00:00+00:00,2022-03-15 00:00:00+00:00,39035.0,38400.0,635.0,BEAR,2022-03-14 16:00:00+00:00,2022-03-14 20:00:00+00:00,BREAK_HIGH,HIGH,0.0,2.0,False,,,
development,2022-03-15,1,WEEKDAY,0,00-04,2022-03-14 20:00:00+00:00,2022-03-15 00:00:00+00:00,2022-03-15 04:00:00+00:00,39989.0,38579.9,1409.0999999999985,BULL,2022-03-14 20:00:00+00:00,2022-03-15 00:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-03-15,1,WEEKDAY,4,04-08,2022-03-15 00:00:00+00:00,2022-03-15 04:00:00+00:00,2022-03-15 08:00:00+00:00,39800.0,38597.9,1202.0999999999985,BEAR,2022-03-15 00:00:00+00:00,2022-03-15 04:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2022-03-15,1,WEEKDAY,8,08-12,2022-03-15 04:00:00+00:00,2022-03-15 08:00:00+00:00,2022-03-15 12:00:00+00:00,39000.0,38073.8,926.1999999999971,BEAR,2022-03-15 04:00:00+00:00,2022-03-15 08:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-03-15,1,WEEKDAY,12,12-16,2022-03-15 08:00:00+00:00,2022-03-15 12:00:00+00:00,2022-03-15 16:00:00+00:00,38788.0,38236.6,551.4000000000015,BEAR,2022-03-15 08:00:00+00:00,2022-03-15 12:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2022-03-15,1,WEEKDAY,16,16-20,2022-03-15 12:00:00+00:00,2022-03-15 16:00:00+00:00,2022-03-15 20:00:00+00:00,39250.0,38437.0,813.0,SIDEWAYS,2022-03-15 12:00:00+00:00,2022-03-15 16:00:00+00:00,BREAK_HIGH,HIGH,0.0,2.0,False,,,
development,2022-03-15,1,WEEKDAY,20,20-00,2022-03-15 16:00:00+00:00,2022-03-15 20:00:00+00:00,2022-03-16 00:00:00+00:00,39799.9,38910.0,889.9000000000015,BULL,2022-03-15 16:00:00+00:00,2022-03-15 20:00:00+00:00,NO_BREAK,,0.0,2.0,False,,,
development,2022-03-16,2,WEEKDAY,0,00-04,2022-03-15 20:00:00+00:00,2022-03-16 00:00:00+00:00,2022-03-16 04:00:00+00:00,39901.8,39209.8,692.0,BULL,2022-03-15 20:00:00+00:00,2022-03-16 00:00:00+00:00,BREAK_LOW,LOW,3.0,0.0,True,2022-03-16 00:10:00+00:00,2022-03-16 00:25:00+00:00,2022-03-16 00:40:00+00:00
development,2022-03-16,2,WEEKDAY,4,04-08,2022-03-16 00:00:00+00:00,2022-03-16 04:00:00+00:00,2022-03-16 08:00:00+00:00,41804.0,38700.0,3104.0,BULL,2022-03-16 00:00:00+00:00,2022-03-16 04:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-03-16,2,WEEKDAY,8,08-12,2022-03-16 04:00:00+00:00,2022-03-16 08:00:00+00:00,2022-03-16 12:00:00+00:00,39659.9,38900.2,759.7000000000044,BULL,2022-03-16 04:00:00+00:00,2022-03-16 08:00:00+00:00,BREAK_HIGH,HIGH,0.0,1.0,False,,,
development,2022-03-16,2,WEEKDAY,12,12-16,2022-03-16 08:00:00+00:00,2022-03-16 12:00:00+00:00,2022-03-16 16:00:00+00:00,40760.0,39538.0,1222.0,BULL,2022-03-16 08:00:00+00:00,2022-03-16 12:00:00+00:00,BREAK_HIGH,HIGH,0.0,1.0,False,,,
development,2022-03-16,2,WEEKDAY,16,16-20,2022-03-16 12:00:00+00:00,2022-03-16 16:00:00+00:00,2022-03-16 20:00:00+00:00,41188.0,40232.3,955.6999999999971,BULL,2022-03-16 12:00:00+00:00,2022-03-16 16:00:00+00:00,BREAK_LOW,LOW,1.0,0.0,True,2022-03-16 16:25:00+00:00,,
development,2022-03-16,2,WEEKDAY,20,20-00,2022-03-16 16:00:00+00:00,2022-03-16 20:00:00+00:00,2022-03-17 00:00:00+00:00,40951.4,39270.0,1681.4000000000015,BULL,2022-03-16 16:00:00+00:00,2022-03-16 20:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2022-03-17,3,WEEKDAY,0,00-04,2022-03-16 20:00:00+00:00,2022-03-17 00:00:00+00:00,2022-03-17 04:00:00+00:00,41473.6,40750.0,723.5999999999985,BULL,2022-03-16 20:00:00+00:00,2022-03-17 00:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-03-17,3,WEEKDAY,4,04-08,2022-03-17 00:00:00+00:00,2022-03-17 04:00:00+00:00,2022-03-17 08:00:00+00:00,41389.0,40807.3,581.6999999999971,BULL,2022-03-17 00:00:00+00:00,2022-03-17 04:00:00+00:00,BREAK_LOW,LOW,0.0,1.0,False,,,
development,2022-03-17,3,WEEKDAY,8,08-12,2022-03-17 04:00:00+00:00,2022-03-17 08:00:00+00:00,2022-03-17 12:00:00+00:00,41498.4,40540.1,958.3000000000029,BULL,2022-03-17 04:00:00+00:00,2022-03-17 08:00:00+00:00,NO_BREAK,,1.0,0.0,True,2022-03-17 10:40:00+00:00,,
development,2022-03-17,3,WEEKDAY,12,12-16,2022-03-17 08:00:00+00:00,2022-03-17 12:00:00+00:00,2022-03-17 16:00:00+00:00,40900.0,40442.8,457.1999999999971,BULL,2022-03-17 08:00:00+00:00,2022-03-17 12:00:00+00:00,BREAK_HIGH,HIGH,0.0,1.0,False,,,
development,2022-03-17,3,WEEKDAY,16,16-20,2022-03-17 12:00:00+00:00,2022-03-17 16:00:00+00:00,2022-03-17 20:00:00+00:00,41250.0,40700.0,550.0,BULL,2022-03-17 12:00:00+00:00,2022-03-17 16:00:00+00:00,BREAK_LOW,LOW,3.0,0.0,True,2022-03-17 16:05:00+00:00,2022-03-17 16:20:00+00:00,2022-03-17 16:55:00+00:00
development,2022-03-17,3,WEEKDAY,20,20-00,2022-03-17 16:00:00+00:00,2022-03-17 20:00:00+00:00,2022-03-18 00:00:00+00:00,40887.6,40530.0,357.59999999999854,BULL,2022-03-17 16:00:00+00:00,2022-03-17 20:00:00+00:00,BREAK_HIGH,HIGH,0.0,1.0,False,,,
development,2022-03-18,4,WEEKDAY,0,00-04,2022-03-17 20:00:00+00:00,2022-03-18 00:00:00+00:00,2022-03-18 04:00:00+00:00,41071.5,40618.6,452.90000000000146,BULL,2022-03-17 20:00:00+00:00,2022-03-18 00:00:00+00:00,BREAK_LOW,LOW,1.0,0.0,True,2022-03-18 00:55:00+00:00,,
development,2022-03-18,4,WEEKDAY,4,04-08,2022-03-18 00:00:00+00:00,2022-03-18 04:00:00+00:00,2022-03-18 08:00:00+00:00,40914.0,40170.1,743.9000000000015,BULL,2022-03-18 00:00:00+00:00,2022-03-18 04:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-03-18,4,WEEKDAY,8,08-12,2022-03-18 04:00:00+00:00,2022-03-18 08:00:00+00:00,2022-03-18 12:00:00+00:00,40900.0,40411.0,489.0,BULL,2022-03-18 04:00:00+00:00,2022-03-18 08:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2022-03-18,4,WEEKDAY,12,12-16,2022-03-18 08:00:00+00:00,2022-03-18 12:00:00+00:00,2022-03-18 16:00:00+00:00,40750.0,40084.2,665.8000000000029,BULL,2022-03-18 08:00:00+00:00,2022-03-18 12:00:00+00:00,BREAK_HIGH,HIGH,0.0,2.0,False,,,
development,2022-03-18,4,WEEKDAY,16,16-20,2022-03-18 12:00:00+00:00,2022-03-18 16:00:00+00:00,2022-03-18 20:00:00+00:00,41086.0,40265.3,820.6999999999971,BULL,2022-03-18 12:00:00+00:00,2022-03-18 16:00:00+00:00,BREAK_HIGH,HIGH,0.0,1.0,False,,,
development,2022-03-18,4,WEEKDAY,20,20-00,2022-03-18 16:00:00+00:00,2022-03-18 20:00:00+00:00,2022-03-19 00:00:00+00:00,42091.8,40874.2,1217.6000000000058,BULL,2022-03-18 16:00:00+00:00,2022-03-18 20:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2022-03-19,5,WEEKEND,0,00-04,2022-03-18 20:00:00+00:00,2022-03-19 00:00:00+00:00,2022-03-19 04:00:00+00:00,42322.8,41622.0,700.8000000000029,BULL,2022-03-18 20:00:00+00:00,2022-03-19 00:00:00+00:00,NO_BREAK,,1.0,0.0,True,2022-03-19 03:50:00+00:00,,
development,2022-03-19,5,WEEKEND,4,04-08,2022-03-19 00:00:00+00:00,2022-03-19 04:00:00+00:00,2022-03-19 08:00:00+00:00,41988.0,41500.0,488.0,BULL,2022-03-19 00:00:00+00:00,2022-03-19 04:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-03-19,5,WEEKEND,8,08-12,2022-03-19 04:00:00+00:00,2022-03-19 08:00:00+00:00,2022-03-19 12:00:00+00:00,41938.5,41519.3,419.1999999999971,BULL,2022-03-19 04:00:00+00:00,2022-03-19 08:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-03-19,5,WEEKEND,12,12-16,2022-03-19 08:00:00+00:00,2022-03-19 12:00:00+00:00,2022-03-19 16:00:00+00:00,41791.8,41563.5,228.3000000000029,BULL,2022-03-19 08:00:00+00:00,2022-03-19 12:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2022-03-19,5,WEEKEND,16,16-20,2022-03-19 12:00:00+00:00,2022-03-19 16:00:00+00:00,2022-03-19 20:00:00+00:00,42086.7,41627.9,458.79999999999563,BULL,2022-03-19 12:00:00+00:00,2022-03-19 16:00:00+00:00,NO_BREAK,,0.0,1.0,False,,,
development,2022-03-19,5,WEEKEND,20,20-00,2022-03-19 16:00:00+00:00,2022-03-19 20:00:00+00:00,2022-03-20 00:00:00+00:00,42150.0,41780.0,370.0,BULL,2022-03-19 16:00:00+00:00,2022-03-19 20:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2022-03-20,6,WEEKEND,0,00-04,2022-03-19 20:00:00+00:00,2022-03-20 00:00:00+00:00,2022-03-20 04:00:00+00:00,42446.6,41702.8,743.7999999999956,BULL,2022-03-19 20:00:00+00:00,2022-03-20 00:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-03-20,6,WEEKEND,4,04-08,2022-03-20 00:00:00+00:00,2022-03-20 04:00:00+00:00,2022-03-20 08:00:00+00:00,42269.3,41755.5,513.8000000000029,BULL,2022-03-20 00:00:00+00:00,2022-03-20 04:00:00+00:00,NO_BREAK,,1.0,0.0,True,2022-03-20 05:35:00+00:00,,
development,2022-03-20,6,WEEKEND,8,08-12,2022-03-20 04:00:00+00:00,2022-03-20 08:00:00+00:00,2022-03-20 12:00:00+00:00,41998.0,41728.8,269.1999999999971,BULL,2022-03-20 04:00:00+00:00,2022-03-20 08:00:00+00:00,BREAK_LOW,LOW,1.0,0.0,True,2022-03-20 09:25:00+00:00,,
development,2022-03-20,6,WEEKEND,12,12-16,2022-03-20 08:00:00+00:00,2022-03-20 12:00:00+00:00,2022-03-20 16:00:00+00:00,41928.0,41555.0,373.0,BULL,2022-03-20 08:00:00+00:00,2022-03-20 12:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2022-03-20,6,WEEKEND,16,16-20,2022-03-20 12:00:00+00:00,2022-03-20 16:00:00+00:00,2022-03-20 20:00:00+00:00,41688.0,41200.0,488.0,SIDEWAYS,2022-03-20 12:00:00+00:00,2022-03-20 16:00:00+00:00,BREAK_LOW,LOW,1.0,0.0,True,2022-03-20 17:05:00+00:00,,
development,2022-03-20,6,WEEKEND,20,20-00,2022-03-20 16:00:00+00:00,2022-03-20 20:00:00+00:00,2022-03-21 00:00:00+00:00,41490.9,40900.0,590.9000000000015,BULL,2022-03-20 16:00:00+00:00,2022-03-20 20:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2022-03-21,0,WEEKDAY,0,00-04,2022-03-20 20:00:00+00:00,2022-03-21 00:00:00+00:00,2022-03-21 04:00:00+00:00,41666.0,41065.0,601.0,SIDEWAYS,2022-03-20 20:00:00+00:00,2022-03-21 00:00:00+00:00,BREAK_LOW,LOW,1.0,0.0,True,2022-03-21 02:25:00+00:00,,
development,2022-03-21,0,WEEKDAY,4,04-08,2022-03-21 00:00:00+00:00,2022-03-21 04:00:00+00:00,2022-03-21 08:00:00+00:00,41443.8,40430.0,1013.8000000000029,SIDEWAYS,2022-03-21 00:00:00+00:00,2022-03-21 04:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-03-21,0,WEEKDAY,8,08-12,2022-03-21 04:00:00+00:00,2022-03-21 08:00:00+00:00,2022-03-21 12:00:00+00:00,41129.9,40676.94,452.9599999999991,SIDEWAYS,2022-03-21 04:00:00+00:00,2022-03-21 08:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2022-03-21,0,WEEKDAY,12,12-16,2022-03-21 08:00:00+00:00,2022-03-21 12:00:00+00:00,2022-03-21 16:00:00+00:00,41481.1,41055.8,425.29999999999563,BEAR,2022-03-21 08:00:00+00:00,2022-03-21 12:00:00+00:00,BREAK_LOW,LOW,1.0,0.0,True,2022-03-21 12:40:00+00:00,,
development,2022-03-21,0,WEEKDAY,16,16-20,2022-03-21 12:00:00+00:00,2022-03-21 16:00:00+00:00,2022-03-21 20:00:00+00:00,41544.4,40727.7,816.7000000000044,BEAR,2022-03-21 12:00:00+00:00,2022-03-21 16:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-03-21,0,WEEKDAY,20,20-00,2022-03-21 16:00:00+00:00,2022-03-21 20:00:00+00:00,2022-03-22 00:00:00+00:00,41213.9,40730.1,483.8000000000029,BEAR,2022-03-21 16:00:00+00:00,2022-03-21 20:00:00+00:00,BREAK_HIGH,HIGH,0.0,1.0,False,,,
development,2022-03-22,1,WEEKDAY,0,00-04,2022-03-21 20:00:00+00:00,2022-03-22 00:00:00+00:00,2022-03-22 04:00:00+00:00,41350.0,40933.0,417.0,BEAR,2022-03-21 20:00:00+00:00,2022-03-22 00:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2022-03-22,1,WEEKDAY,4,04-08,2022-03-22 00:00:00+00:00,2022-03-22 04:00:00+00:00,2022-03-22 08:00:00+00:00,42500.0,40852.0,1648.0,BULL,2022-03-22 00:00:00+00:00,2022-03-22 04:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2022-03-22,1,WEEKDAY,8,08-12,2022-03-22 04:00:00+00:00,2022-03-22 08:00:00+00:00,2022-03-22 12:00:00+00:00,43517.7,41995.3,1522.3999999999942,BULL,2022-03-22 04:00:00+00:00,2022-03-22 08:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-03-22,1,WEEKDAY,12,12-16,2022-03-22 08:00:00+00:00,2022-03-22 12:00:00+00:00,2022-03-22 16:00:00+00:00,43027.9,42063.3,964.5999999999985,BULL,2022-03-22 08:00:00+00:00,2022-03-22 12:00:00+00:00,BREAK_HIGH,HIGH,0.0,2.0,False,,,
development,2022-03-22,1,WEEKDAY,16,16-20,2022-03-22 12:00:00+00:00,2022-03-22 16:00:00+00:00,2022-03-22 20:00:00+00:00,43188.0,42552.0,636.0,BULL,2022-03-22 12:00:00+00:00,2022-03-22 16:00:00+00:00,BREAK_LOW,LOW,1.0,0.0,True,2022-03-22 16:05:00+00:00,,
development,2022-03-22,1,WEEKDAY,20,20-00,2022-03-22 16:00:00+00:00,2022-03-22 20:00:00+00:00,2022-03-23 00:00:00+00:00,42710.0,42200.0,510.0,BULL,2022-03-22 16:00:00+00:00,2022-03-22 20:00:00+00:00,BREAK_HIGH,HIGH,0.0,1.0,False,,,
development,2022-03-23,2,WEEKDAY,0,00-04,2022-03-22 20:00:00+00:00,2022-03-23 00:00:00+00:00,2022-03-23 04:00:00+00:00,42870.0,42224.3,645.6999999999971,BULL,2022-03-22 20:00:00+00:00,2022-03-23 00:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2022-03-23,2,WEEKDAY,4,04-08,2022-03-23 00:00:00+00:00,2022-03-23 04:00:00+00:00,2022-03-23 08:00:00+00:00,42518.0,41842.4,675.5999999999985,BULL,2022-03-23 00:00:00+00:00,2022-03-23 04:00:00+00:00,BREAK_LOW,LOW,1.0,0.0,True,2022-03-23 04:20:00+00:00,,
development,2022-03-23,2,WEEKDAY,8,08-12,2022-03-23 04:00:00+00:00,2022-03-23 08:00:00+00:00,2022-03-23 12:00:00+00:00,42240.0,41731.3,508.6999999999971,BULL,2022-03-23 04:00:00+00:00,2022-03-23 08:00:00+00:00,BREAK_HIGH,HIGH,0.0,1.0,False,,,
development,2022-03-23,2,WEEKDAY,12,12-16,2022-03-23 08:00:00+00:00,2022-03-23 12:00:00+00:00,2022-03-23 16:00:00+00:00,42341.2,41852.0,489.1999999999971,BULL,2022-03-23 08:00:00+00:00,2022-03-23 12:00:00+00:00,BREAK_HIGH,HIGH,0.0,2.0,False,,,
development,2022-03-23,2,WEEKDAY,16,16-20,2022-03-23 12:00:00+00:00,2022-03-23 16:00:00+00:00,2022-03-23 20:00:00+00:00,42724.0,41860.9,863.0999999999985,BULL,2022-03-23 12:00:00+00:00,2022-03-23 16:00:00+00:00,NO_BREAK,,0.0,2.0,False,,,
development,2022-03-23,2,WEEKDAY,20,20-00,2022-03-23 16:00:00+00:00,2022-03-23 20:00:00+00:00,2022-03-24 00:00:00+00:00,42754.8,42025.0,729.8000000000029,BULL,2022-03-23 16:00:00+00:00,2022-03-23 20:00:00+00:00,BREAK_HIGH,HIGH,0.0,1.0,False,,,
development,2022-03-24,3,WEEKDAY,0,00-04,2022-03-23 20:00:00+00:00,2022-03-24 00:00:00+00:00,2022-03-24 04:00:00+00:00,43051.0,42160.5,890.5,BULL,2022-03-23 20:00:00+00:00,2022-03-24 00:00:00+00:00,BREAK_HIGH,HIGH,0.0,1.0,False,,,
development,2022-03-24,3,WEEKDAY,4,04-08,2022-03-24 00:00:00+00:00,2022-03-24 04:00:00+00:00,2022-03-24 08:00:00+00:00,43296.0,42622.2,673.8000000000029,BULL,2022-03-24 00:00:00+00:00,2022-03-24 04:00:00+00:00,NO_BREAK,,0.0,1.0,False,,,
development,2022-03-24,3,WEEKDAY,8,08-12,2022-03-24 04:00:00+00:00,2022-03-24 08:00:00+00:00,2022-03-24 12:00:00+00:00,43500.0,42696.3,803.6999999999971,BULL,2022-03-24 04:00:00+00:00,2022-03-24 08:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-03-24,3,WEEKDAY,12,12-16,2022-03-24 08:00:00+00:00,2022-03-24 12:00:00+00:00,2022-03-24 16:00:00+00:00,43206.7,42800.0,406.6999999999971,BULL,2022-03-24 08:00:00+00:00,2022-03-24 12:00:00+00:00,BREAK_LOW,LOW,1.0,0.0,True,2022-03-24 12:45:00+00:00,,
development,2022-03-24,3,WEEKDAY,16,16-20,2022-03-24 12:00:00+00:00,2022-03-24 16:00:00+00:00,2022-03-24 20:00:00+00:00,44020.0,42525.0,1495.0,BULL,2022-03-24 12:00:00+00:00,2022-03-24 16:00:00+00:00,BREAK_HIGH,HIGH,0.0,3.0,False,,,
development,2022-03-24,3,WEEKDAY,20,20-00,2022-03-24 16:00:00+00:00,2022-03-24 20:00:00+00:00,2022-03-25 00:00:00+00:00,44200.0,43741.8,458.1999999999971,BULL,2022-03-24 16:00:00+00:00,2022-03-24 20:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-03-25,4,WEEKDAY,0,00-04,2022-03-24 20:00:00+00:00,2022-03-25 00:00:00+00:00,2022-03-25 04:00:00+00:00,44087.5,43782.3,305.1999999999971,BULL,2022-03-24 20:00:00+00:00,2022-03-25 00:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2022-03-25,4,WEEKDAY,4,04-08,2022-03-25 00:00:00+00:00,2022-03-25 04:00:00+00:00,2022-03-25 08:00:00+00:00,44444.0,43831.4,612.5999999999985,BULL,2022-03-25 00:00:00+00:00,2022-03-25 04:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-03-25,4,WEEKDAY,8,08-12,2022-03-25 04:00:00+00:00,2022-03-25 08:00:00+00:00,2022-03-25 12:00:00+00:00,44195.0,43880.0,315.0,BULL,2022-03-25 04:00:00+00:00,2022-03-25 08:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2022-03-25,4,WEEKDAY,12,12-16,2022-03-25 08:00:00+00:00,2022-03-25 12:00:00+00:00,2022-03-25 16:00:00+00:00,44644.0,43575.1,1068.9000000000015,BULL,2022-03-25 08:00:00+00:00,2022-03-25 12:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2022-03-25,4,WEEKDAY,16,16-20,2022-03-25 12:00:00+00:00,2022-03-25 16:00:00+00:00,2022-03-25 20:00:00+00:00,45142.0,44188.0,954.0,BULL,2022-03-25 12:00:00+00:00,2022-03-25 16:00:00+00:00,BREAK_LOW,LOW,2.0,0.0,True,2022-03-25 16:05:00+00:00,2022-03-25 16:50:00+00:00,
development,2022-03-25,4,WEEKDAY,20,20-00,2022-03-25 16:00:00+00:00,2022-03-25 20:00:00+00:00,2022-03-26 00:00:00+00:00,44580.0,44000.0,580.0,BULL,2022-03-25 16:00:00+00:00,2022-03-25 20:00:00+00:00,NO_BREAK,,0.0,1.0,False,,,
development,2022-03-26,5,WEEKEND,0,00-04,2022-03-25 20:00:00+00:00,2022-03-26 00:00:00+00:00,2022-03-26 04:00:00+00:00,44600.0,44210.7,389.3000000000029,BULL,2022-03-25 20:00:00+00:00,2022-03-26 00:00:00+00:00,BREAK_LOW,LOW,0.0,0.0,False,,,
development,2022-03-26,5,WEEKEND,4,04-08,2022-03-26 00:00:00+00:00,2022-03-26 04:00:00+00:00,2022-03-26 08:00:00+00:00,44438.0,44041.0,397.0,BULL,2022-03-26 00:00:00+00:00,2022-03-26 04:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2022-03-26,5,WEEKEND,8,08-12,2022-03-26 04:00:00+00:00,2022-03-26 08:00:00+00:00,2022-03-26 12:00:00+00:00,44529.7,44322.2,207.5,BULL,2022-03-26 04:00:00+00:00,2022-03-26 08:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2022-03-26,5,WEEKEND,12,12-16,2022-03-26 08:00:00+00:00,2022-03-26 12:00:00+00:00,2022-03-26 16:00:00+00:00,44569.7,44300.1,269.59999999999854,BULL,2022-03-26 08:00:00+00:00,2022-03-26 12:00:00+00:00,BREAK_LOW,LOW,2.0,0.0,True,2022-03-26 12:05:00+00:00,2022-03-26 12:20:00+00:00,
development,2022-03-26,5,WEEKEND,16,16-20,2022-03-26 12:00:00+00:00,2022-03-26 16:00:00+00:00,2022-03-26 20:00:00+00:00,44393.9,44118.3,275.59999999999854,BULL,2022-03-26 12:00:00+00:00,2022-03-26 16:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2022-03-26,5,WEEKEND,20,20-00,2022-03-26 16:00:00+00:00,2022-03-26 20:00:00+00:00,2022-03-27 00:00:00+00:00,44443.8,44128.0,315.8000000000029,BULL,2022-03-26 16:00:00+00:00,2022-03-26 20:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2022-03-27,6,WEEKEND,0,00-04,2022-03-26 20:00:00+00:00,2022-03-27 00:00:00+00:00,2022-03-27 04:00:00+00:00,44785.0,44210.1,574.9000000000015,BULL,2022-03-26 20:00:00+00:00,2022-03-27 00:00:00+00:00,BREAK_HIGH,HIGH,0.0,0.0,False,,,
development,2022-03-27,6,WEEKEND,4,04-08,2022-03-27 00:00:00+00:00,2022-03-27 04:00:00+00:00,2022-03-27 08:00:00+00:00,44987.4,44456.5,530.9000000000015,BULL,2022-03-27 00:00:00+00:00,2022-03-27 04:00:00+00:00,NO_BREAK,,0.0,0.0,False,,,
development,2022-03-27,6,WEEKEND,8,08-12,2022-03-27 04:00:00+00:00,2022-03-27 08:00:00+00:00,2022-03-27 12:00:00+00:00,44746.1,44509.9,236.1999999999971,BULL,2022-03-27 04:00:00+00:00,2022-03-27 08:00:00+00:00,NO_BREAK,,2.0,0.0,True,2022-03-27 10:05:00+00:00,2022-03-27 11:00:00+00:00,
