partition,transition,date_utc,previous_session_start,previous_session_end,active_session_start,active_session_end,previous_session_high,previous_session_low,breakout_side,breakout_bar_start,breakout_ts,level,visit_no,visit_bar_start,visit_ts,same_visits_at_event,opp_visits_at_event
external,LONDON_TO_NEWYORK,2021-07-14,2021-07-14 08:00:00+00:00,2021-07-14 13:30:00+00:00,2021-07-14 13:30:00+00:00,2021-07-14 20:00:00+00:00,32888.0,31556.02,HIGH,2021-07-14 18:35:00+00:00,2021-07-14 18:40:00+00:00,HIGH,4,2021-07-14 16:30:00+00:00,2021-07-14 16:35:00+00:00,4,0
external,LONDON_TO_NEWYORK,2021-07-14,2021-07-14 08:00:00+00:00,2021-07-14 13:30:00+00:00,2021-07-14 13:30:00+00:00,2021-07-14 20:00:00+00:00,32888.0,31556.02,HIGH,2021-07-14 18:35:00+00:00,2021-07-14 18:40:00+00:00,HIGH,5,2021-07-14 17:15:00+00:00,2021-07-14 17:20:00+00:00,5,0
external,LONDON_TO_NEWYORK,2021-07-14,2021-07-14 08:00:00+00:00,2021-07-14 13:30:00+00:00,2021-07-14 13:30:00+00:00,2021-07-14 20:00:00+00:00,32888.0,31556.02,HIGH,2021-07-14 18:35:00+00:00,2021-07-14 18:40:00+00:00,HIGH,6,2021-07-14 18:00:00+00:00,2021-07-14 18:05:00+00:00,6,0
external,LONDON_TO_NEWYORK,2021-07-14,2021-07-14 08:00:00+00:00,2021-07-14 13:30:00+00:00,2021-07-14 13:30:00+00:00,2021-07-14 20:00:00+00:00,32888.0,31556.02,HIGH,2021-07-14 18:35:00+00:00,2021-07-14 18:40:00+00:00,HIGH,7,2021-07-14 18:25:00+00:00,2021-07-14 18:30:00+00:00,7,0
external,ASIA_TO_LONDON,2021-07-15,2021-07-15 00:00:00+00:00,2021-07-15 08:00:00+00:00,2021-07-15 08:00:00+00:00,2021-07-15 13:30:00+00:00,33170.0,32350.89,LOW,2021-07-15 08:30:00+00:00,2021-07-15 08:35:00+00:00,LOW,1,2021-07-15 08:25:00+00:00,2021-07-15 08:30:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-07-16,2021-07-16 08:00:00+00:00,2021-07-16 13:30:00+00:00,2021-07-16 13:30:00+00:00,2021-07-16 20:00:00+00:00,31955.87,31018.59,HIGH,2021-07-16 15:30:00+00:00,2021-07-16 15:35:00+00:00,HIGH,1,2021-07-16 13:30:00+00:00,2021-07-16 13:35:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-07-16,2021-07-16 08:00:00+00:00,2021-07-16 13:30:00+00:00,2021-07-16 13:30:00+00:00,2021-07-16 20:00:00+00:00,31955.87,31018.59,HIGH,2021-07-16 15:30:00+00:00,2021-07-16 15:35:00+00:00,HIGH,2,2021-07-16 15:00:00+00:00,2021-07-16 15:05:00+00:00,2,0
external,LONDON_TO_NEWYORK,2021-07-16,2021-07-16 08:00:00+00:00,2021-07-16 13:30:00+00:00,2021-07-16 13:30:00+00:00,2021-07-16 20:00:00+00:00,31955.87,31018.59,HIGH,2021-07-16 15:30:00+00:00,2021-07-16 15:35:00+00:00,HIGH,3,2021-07-16 15:25:00+00:00,2021-07-16 15:30:00+00:00,3,0
external,LONDON_TO_NEWYORK,2021-07-19,2021-07-19 08:00:00+00:00,2021-07-19 13:30:00+00:00,2021-07-19 13:30:00+00:00,2021-07-19 20:00:00+00:00,31659.44,30550.0,,,,LOW,1,2021-07-19 13:40:00+00:00,2021-07-19 13:45:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-07-19,2021-07-19 08:00:00+00:00,2021-07-19 13:30:00+00:00,2021-07-19 13:30:00+00:00,2021-07-19 20:00:00+00:00,31659.44,30550.0,,,,LOW,2,2021-07-19 14:05:00+00:00,2021-07-19 14:10:00+00:00,2,0
external,LONDON_TO_NEWYORK,2021-07-19,2021-07-19 08:00:00+00:00,2021-07-19 13:30:00+00:00,2021-07-19 13:30:00+00:00,2021-07-19 20:00:00+00:00,31659.44,30550.0,,,,LOW,3,2021-07-19 19:15:00+00:00,2021-07-19 19:20:00+00:00,3,0
external,LONDON_TO_NEWYORK,2021-07-20,2021-07-20 08:00:00+00:00,2021-07-20 13:30:00+00:00,2021-07-20 13:30:00+00:00,2021-07-20 20:00:00+00:00,29868.2,29250.0,HIGH,2021-07-20 15:25:00+00:00,2021-07-20 15:30:00+00:00,LOW,1,2021-07-20 14:15:00+00:00,2021-07-20 14:20:00+00:00,1,0
external,ASIA_TO_LONDON,2021-07-21,2021-07-21 00:00:00+00:00,2021-07-21 08:00:00+00:00,2021-07-21 08:00:00+00:00,2021-07-21 13:30:00+00:00,30933.19,29472.41,HIGH,2021-07-21 09:55:00+00:00,2021-07-21 10:00:00+00:00,HIGH,1,2021-07-21 09:00:00+00:00,2021-07-21 09:05:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-07-21,2021-07-21 08:00:00+00:00,2021-07-21 13:30:00+00:00,2021-07-21 13:30:00+00:00,2021-07-21 20:00:00+00:00,31745.2,30700.0,HIGH,2021-07-21 14:40:00+00:00,2021-07-21 14:45:00+00:00,HIGH,1,2021-07-21 14:10:00+00:00,2021-07-21 14:15:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-07-21,2021-07-21 08:00:00+00:00,2021-07-21 13:30:00+00:00,2021-07-21 13:30:00+00:00,2021-07-21 20:00:00+00:00,31745.2,30700.0,HIGH,2021-07-21 14:40:00+00:00,2021-07-21 14:45:00+00:00,HIGH,2,2021-07-21 14:20:00+00:00,2021-07-21 14:25:00+00:00,2,0
external,ASIA_TO_LONDON,2021-07-22,2021-07-22 00:00:00+00:00,2021-07-22 08:00:00+00:00,2021-07-22 08:00:00+00:00,2021-07-22 13:30:00+00:00,32350.0,31760.0,LOW,2021-07-22 11:10:00+00:00,2021-07-22 11:15:00+00:00,LOW,1,2021-07-22 09:35:00+00:00,2021-07-22 09:40:00+00:00,1,0
external,ASIA_TO_LONDON,2021-07-22,2021-07-22 00:00:00+00:00,2021-07-22 08:00:00+00:00,2021-07-22 08:00:00+00:00,2021-07-22 13:30:00+00:00,32350.0,31760.0,LOW,2021-07-22 11:10:00+00:00,2021-07-22 11:15:00+00:00,LOW,2,2021-07-22 11:05:00+00:00,2021-07-22 11:10:00+00:00,2,0
external,LONDON_TO_NEWYORK,2021-07-22,2021-07-22 08:00:00+00:00,2021-07-22 13:30:00+00:00,2021-07-22 13:30:00+00:00,2021-07-22 20:00:00+00:00,32240.0,31700.0,HIGH,2021-07-22 14:55:00+00:00,2021-07-22 15:00:00+00:00,HIGH,1,2021-07-22 14:40:00+00:00,2021-07-22 14:45:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-07-23,2021-07-23 08:00:00+00:00,2021-07-23 13:30:00+00:00,2021-07-23 13:30:00+00:00,2021-07-23 20:00:00+00:00,32520.44,32200.0,HIGH,2021-07-23 13:50:00+00:00,2021-07-23 13:55:00+00:00,HIGH,1,2021-07-23 13:45:00+00:00,2021-07-23 13:50:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-07-27,2021-07-27 08:00:00+00:00,2021-07-27 13:30:00+00:00,2021-07-27 13:30:00+00:00,2021-07-27 20:00:00+00:00,38465.0,36958.87,HIGH,2021-07-27 13:35:00+00:00,2021-07-27 13:40:00+00:00,HIGH,1,2021-07-27 13:30:00+00:00,2021-07-27 13:35:00+00:00,1,0
external,ASIA_TO_LONDON,2021-07-28,2021-07-28 00:00:00+00:00,2021-07-28 08:00:00+00:00,2021-07-28 08:00:00+00:00,2021-07-28 13:30:00+00:00,40388.0,38861.61,HIGH,2021-07-28 11:25:00+00:00,2021-07-28 11:30:00+00:00,HIGH,1,2021-07-28 10:55:00+00:00,2021-07-28 11:00:00+00:00,1,0
external,ASIA_TO_LONDON,2021-07-28,2021-07-28 00:00:00+00:00,2021-07-28 08:00:00+00:00,2021-07-28 08:00:00+00:00,2021-07-28 13:30:00+00:00,40388.0,38861.61,HIGH,2021-07-28 11:25:00+00:00,2021-07-28 11:30:00+00:00,HIGH,2,2021-07-28 11:10:00+00:00,2021-07-28 11:15:00+00:00,2,0
external,LONDON_TO_NEWYORK,2021-07-28,2021-07-28 08:00:00+00:00,2021-07-28 13:30:00+00:00,2021-07-28 13:30:00+00:00,2021-07-28 20:00:00+00:00,40894.0,39350.0,LOW,2021-07-28 17:35:00+00:00,2021-07-28 17:40:00+00:00,LOW,1,2021-07-28 14:50:00+00:00,2021-07-28 14:55:00+00:00,1,0
external,ASIA_TO_LONDON,2021-07-29,2021-07-29 00:00:00+00:00,2021-07-29 08:00:00+00:00,2021-07-29 08:00:00+00:00,2021-07-29 13:30:00+00:00,40281.93,39203.83,HIGH,2021-07-29 09:45:00+00:00,2021-07-29 09:50:00+00:00,HIGH,1,2021-07-29 09:40:00+00:00,2021-07-29 09:45:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-07-29,2021-07-29 08:00:00+00:00,2021-07-29 13:30:00+00:00,2021-07-29 13:30:00+00:00,2021-07-29 20:00:00+00:00,40665.0,39400.0,,,,LOW,1,2021-07-29 18:30:00+00:00,2021-07-29 18:35:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-08-03,2021-08-03 08:00:00+00:00,2021-08-03 13:30:00+00:00,2021-08-03 13:30:00+00:00,2021-08-03 20:00:00+00:00,38799.56,37658.69,,,,LOW,1,2021-08-03 18:05:00+00:00,2021-08-03 18:10:00+00:00,1,0
external,ASIA_TO_LONDON,2021-08-04,2021-08-04 00:00:00+00:00,2021-08-04 08:00:00+00:00,2021-08-04 08:00:00+00:00,2021-08-04 13:30:00+00:00,38554.27,37661.1,LOW,2021-08-04 08:45:00+00:00,2021-08-04 08:50:00+00:00,LOW,1,2021-08-04 08:20:00+00:00,2021-08-04 08:25:00+00:00,1,0
external,ASIA_TO_LONDON,2021-08-04,2021-08-04 00:00:00+00:00,2021-08-04 08:00:00+00:00,2021-08-04 08:00:00+00:00,2021-08-04 13:30:00+00:00,38554.27,37661.1,LOW,2021-08-04 08:45:00+00:00,2021-08-04 08:50:00+00:00,LOW,2,2021-08-04 08:30:00+00:00,2021-08-04 08:35:00+00:00,2,0
external,ASIA_TO_LONDON,2021-08-04,2021-08-04 00:00:00+00:00,2021-08-04 08:00:00+00:00,2021-08-04 08:00:00+00:00,2021-08-04 13:30:00+00:00,38554.27,37661.1,LOW,2021-08-04 08:45:00+00:00,2021-08-04 08:50:00+00:00,LOW,3,2021-08-04 08:40:00+00:00,2021-08-04 08:45:00+00:00,3,0
external,LONDON_TO_NEWYORK,2021-08-04,2021-08-04 08:00:00+00:00,2021-08-04 13:30:00+00:00,2021-08-04 13:30:00+00:00,2021-08-04 20:00:00+00:00,39155.0,37500.0,HIGH,2021-08-04 15:00:00+00:00,2021-08-04 15:05:00+00:00,HIGH,1,2021-08-04 13:30:00+00:00,2021-08-04 13:35:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-08-04,2021-08-04 08:00:00+00:00,2021-08-04 13:30:00+00:00,2021-08-04 13:30:00+00:00,2021-08-04 20:00:00+00:00,39155.0,37500.0,HIGH,2021-08-04 15:00:00+00:00,2021-08-04 15:05:00+00:00,HIGH,2,2021-08-04 14:15:00+00:00,2021-08-04 14:20:00+00:00,2,0
external,ASIA_TO_LONDON,2021-08-10,2021-08-10 00:00:00+00:00,2021-08-10 08:00:00+00:00,2021-08-10 08:00:00+00:00,2021-08-10 13:30:00+00:00,46800.0,45318.0,LOW,2021-08-10 11:00:00+00:00,2021-08-10 11:05:00+00:00,LOW,1,2021-08-10 10:55:00+00:00,2021-08-10 11:00:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-08-11,2021-08-11 08:00:00+00:00,2021-08-11 13:30:00+00:00,2021-08-11 13:30:00+00:00,2021-08-11 20:00:00+00:00,46643.13,45825.0,HIGH,2021-08-11 15:10:00+00:00,2021-08-11 15:15:00+00:00,HIGH,1,2021-08-11 14:45:00+00:00,2021-08-11 14:50:00+00:00,1,0
external,ASIA_TO_LONDON,2021-08-12,2021-08-12 00:00:00+00:00,2021-08-12 08:00:00+00:00,2021-08-12 08:00:00+00:00,2021-08-12 13:30:00+00:00,46226.67,44820.0,LOW,2021-08-12 11:55:00+00:00,2021-08-12 12:00:00+00:00,LOW,1,2021-08-12 11:40:00+00:00,2021-08-12 11:45:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-08-12,2021-08-12 08:00:00+00:00,2021-08-12 13:30:00+00:00,2021-08-12 13:30:00+00:00,2021-08-12 20:00:00+00:00,45680.0,44300.0,LOW,2021-08-12 14:20:00+00:00,2021-08-12 14:25:00+00:00,LOW,1,2021-08-12 14:05:00+00:00,2021-08-12 14:10:00+00:00,1,0
external,ASIA_TO_LONDON,2021-08-13,2021-08-13 00:00:00+00:00,2021-08-13 08:00:00+00:00,2021-08-13 08:00:00+00:00,2021-08-13 13:30:00+00:00,46349.46,44208.88,HIGH,2021-08-13 09:45:00+00:00,2021-08-13 09:50:00+00:00,HIGH,1,2021-08-13 09:05:00+00:00,2021-08-13 09:10:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-08-17,2021-08-17 08:00:00+00:00,2021-08-17 13:30:00+00:00,2021-08-17 13:30:00+00:00,2021-08-17 20:00:00+00:00,47194.0,45884.79,LOW,2021-08-17 15:05:00+00:00,2021-08-17 15:10:00+00:00,LOW,1,2021-08-17 14:25:00+00:00,2021-08-17 14:30:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-08-17,2021-08-17 08:00:00+00:00,2021-08-17 13:30:00+00:00,2021-08-17 13:30:00+00:00,2021-08-17 20:00:00+00:00,47194.0,45884.79,LOW,2021-08-17 15:05:00+00:00,2021-08-17 15:10:00+00:00,LOW,2,2021-08-17 15:00:00+00:00,2021-08-17 15:05:00+00:00,2,0
external,ASIA_TO_LONDON,2021-08-18,2021-08-18 00:00:00+00:00,2021-08-18 08:00:00+00:00,2021-08-18 08:00:00+00:00,2021-08-18 13:30:00+00:00,45500.0,44227.32,,,,HIGH,1,2021-08-18 10:00:00+00:00,2021-08-18 10:05:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-08-19,2021-08-19 08:00:00+00:00,2021-08-19 13:30:00+00:00,2021-08-19 13:30:00+00:00,2021-08-19 20:00:00+00:00,44980.0,44151.0,HIGH,2021-08-19 13:55:00+00:00,2021-08-19 14:00:00+00:00,HIGH,1,2021-08-19 13:50:00+00:00,2021-08-19 13:55:00+00:00,1,0
external,ASIA_TO_LONDON,2021-08-20,2021-08-20 00:00:00+00:00,2021-08-20 08:00:00+00:00,2021-08-20 08:00:00+00:00,2021-08-20 13:30:00+00:00,47499.9,46650.0,,,,HIGH,1,2021-08-20 13:25:00+00:00,2021-08-20 13:30:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-08-20,2021-08-20 08:00:00+00:00,2021-08-20 13:30:00+00:00,2021-08-20 13:30:00+00:00,2021-08-20 20:00:00+00:00,47647.0,46766.8,HIGH,2021-08-20 13:40:00+00:00,2021-08-20 13:45:00+00:00,HIGH,1,2021-08-20 13:35:00+00:00,2021-08-20 13:40:00+00:00,1,0
external,ASIA_TO_LONDON,2021-08-23,2021-08-23 00:00:00+00:00,2021-08-23 08:00:00+00:00,2021-08-23 08:00:00+00:00,2021-08-23 13:30:00+00:00,50476.0,49100.0,,,,HIGH,1,2021-08-23 10:15:00+00:00,2021-08-23 10:20:00+00:00,1,0
external,ASIA_TO_LONDON,2021-08-23,2021-08-23 00:00:00+00:00,2021-08-23 08:00:00+00:00,2021-08-23 08:00:00+00:00,2021-08-23 13:30:00+00:00,50476.0,49100.0,,,,HIGH,2,2021-08-23 11:50:00+00:00,2021-08-23 11:55:00+00:00,2,0
external,ASIA_TO_LONDON,2021-08-24,2021-08-24 00:00:00+00:00,2021-08-24 08:00:00+00:00,2021-08-24 08:00:00+00:00,2021-08-24 13:30:00+00:00,49882.81,48801.01,,,,HIGH,1,2021-08-24 10:15:00+00:00,2021-08-24 10:20:00+00:00,1,0
external,ASIA_TO_LONDON,2021-08-26,2021-08-26 00:00:00+00:00,2021-08-26 08:00:00+00:00,2021-08-26 08:00:00+00:00,2021-08-26 13:30:00+00:00,49380.0,46600.0,LOW,2021-08-26 12:05:00+00:00,2021-08-26 12:10:00+00:00,LOW,1,2021-08-26 12:00:00+00:00,2021-08-26 12:05:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-08-27,2021-08-27 08:00:00+00:00,2021-08-27 13:30:00+00:00,2021-08-27 13:30:00+00:00,2021-08-27 20:00:00+00:00,47795.13,47003.0,HIGH,2021-08-27 14:20:00+00:00,2021-08-27 14:25:00+00:00,HIGH,1,2021-08-27 14:10:00+00:00,2021-08-27 14:15:00+00:00,1,0
external,ASIA_TO_LONDON,2021-08-30,2021-08-30 00:00:00+00:00,2021-08-30 08:00:00+00:00,2021-08-30 08:00:00+00:00,2021-08-30 13:30:00+00:00,48916.25,47597.29,LOW,2021-08-30 12:35:00+00:00,2021-08-30 12:40:00+00:00,LOW,1,2021-08-30 12:20:00+00:00,2021-08-30 12:25:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-08-31,2021-08-31 08:00:00+00:00,2021-08-31 13:30:00+00:00,2021-08-31 13:30:00+00:00,2021-08-31 20:00:00+00:00,48188.0,47165.3,LOW,2021-08-31 17:35:00+00:00,2021-08-31 17:40:00+00:00,HIGH,1,2021-08-31 14:00:00+00:00,2021-08-31 14:05:00+00:00,1,0
external,ASIA_TO_LONDON,2021-09-01,2021-09-01 00:00:00+00:00,2021-09-01 08:00:00+00:00,2021-09-01 08:00:00+00:00,2021-09-01 13:30:00+00:00,47506.77,46550.99,HIGH,2021-09-01 09:15:00+00:00,2021-09-01 09:20:00+00:00,HIGH,1,2021-09-01 09:10:00+00:00,2021-09-01 09:15:00+00:00,1,0
external,ASIA_TO_LONDON,2021-09-06,2021-09-06 00:00:00+00:00,2021-09-06 08:00:00+00:00,2021-09-06 08:00:00+00:00,2021-09-06 13:30:00+00:00,52035.65,51450.0,LOW,2021-09-06 11:55:00+00:00,2021-09-06 12:00:00+00:00,HIGH,1,2021-09-06 11:15:00+00:00,2021-09-06 11:20:00+00:00,1,0
external,ASIA_TO_LONDON,2021-09-06,2021-09-06 00:00:00+00:00,2021-09-06 08:00:00+00:00,2021-09-06 08:00:00+00:00,2021-09-06 13:30:00+00:00,52035.65,51450.0,LOW,2021-09-06 11:55:00+00:00,2021-09-06 12:00:00+00:00,LOW,1,2021-09-06 11:40:00+00:00,2021-09-06 11:45:00+00:00,1,1
external,ASIA_TO_LONDON,2021-09-07,2021-09-07 00:00:00+00:00,2021-09-07 08:00:00+00:00,2021-09-07 08:00:00+00:00,2021-09-07 13:30:00+00:00,52950.0,52112.31,LOW,2021-09-07 08:20:00+00:00,2021-09-07 08:25:00+00:00,LOW,1,2021-09-07 08:15:00+00:00,2021-09-07 08:20:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-09-07,2021-09-07 08:00:00+00:00,2021-09-07 13:30:00+00:00,2021-09-07 13:30:00+00:00,2021-09-07 20:00:00+00:00,52397.46,50500.0,LOW,2021-09-07 14:15:00+00:00,2021-09-07 14:20:00+00:00,LOW,1,2021-09-07 14:00:00+00:00,2021-09-07 14:05:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-09-08,2021-09-08 08:00:00+00:00,2021-09-08 13:30:00+00:00,2021-09-08 13:30:00+00:00,2021-09-08 20:00:00+00:00,46800.0,44431.0,,,,HIGH,1,2021-09-08 13:30:00+00:00,2021-09-08 13:35:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-09-10,2021-09-10 08:00:00+00:00,2021-09-10 13:30:00+00:00,2021-09-10 13:30:00+00:00,2021-09-10 20:00:00+00:00,46538.5,45622.0,LOW,2021-09-10 14:20:00+00:00,2021-09-10 14:25:00+00:00,LOW,1,2021-09-10 14:05:00+00:00,2021-09-10 14:10:00+00:00,1,0
external,ASIA_TO_LONDON,2021-09-13,2021-09-13 00:00:00+00:00,2021-09-13 08:00:00+00:00,2021-09-13 08:00:00+00:00,2021-09-13 13:30:00+00:00,46319.82,44200.0,,,,LOW,1,2021-09-13 08:15:00+00:00,2021-09-13 08:20:00+00:00,1,0
external,ASIA_TO_LONDON,2021-09-13,2021-09-13 00:00:00+00:00,2021-09-13 08:00:00+00:00,2021-09-13 08:00:00+00:00,2021-09-13 13:30:00+00:00,46319.82,44200.0,,,,LOW,2,2021-09-13 11:15:00+00:00,2021-09-13 11:20:00+00:00,2,0
external,ASIA_TO_LONDON,2021-09-14,2021-09-14 00:00:00+00:00,2021-09-14 08:00:00+00:00,2021-09-14 08:00:00+00:00,2021-09-14 13:30:00+00:00,45915.59,44692.9,HIGH,2021-09-14 08:35:00+00:00,2021-09-14 08:40:00+00:00,HIGH,1,2021-09-14 08:30:00+00:00,2021-09-14 08:35:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-09-14,2021-09-14 08:00:00+00:00,2021-09-14 13:30:00+00:00,2021-09-14 13:30:00+00:00,2021-09-14 20:00:00+00:00,46694.06,45687.88,HIGH,2021-09-14 15:00:00+00:00,2021-09-14 15:05:00+00:00,HIGH,1,2021-09-14 13:30:00+00:00,2021-09-14 13:35:00+00:00,1,0
external,ASIA_TO_LONDON,2021-09-15,2021-09-15 00:00:00+00:00,2021-09-15 08:00:00+00:00,2021-09-15 08:00:00+00:00,2021-09-15 13:30:00+00:00,47478.76,46675.0,HIGH,2021-09-15 10:40:00+00:00,2021-09-15 10:45:00+00:00,HIGH,1,2021-09-15 10:30:00+00:00,2021-09-15 10:35:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-09-15,2021-09-15 08:00:00+00:00,2021-09-15 13:30:00+00:00,2021-09-15 13:30:00+00:00,2021-09-15 20:00:00+00:00,47717.65,47010.78,HIGH,2021-09-15 13:50:00+00:00,2021-09-15 13:55:00+00:00,HIGH,1,2021-09-15 13:40:00+00:00,2021-09-15 13:45:00+00:00,1,0
external,ASIA_TO_LONDON,2021-09-17,2021-09-17 00:00:00+00:00,2021-09-17 08:00:00+00:00,2021-09-17 08:00:00+00:00,2021-09-17 13:30:00+00:00,48150.0,47455.59,LOW,2021-09-17 10:45:00+00:00,2021-09-17 10:50:00+00:00,LOW,1,2021-09-17 10:35:00+00:00,2021-09-17 10:40:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-09-17,2021-09-17 08:00:00+00:00,2021-09-17 13:30:00+00:00,2021-09-17 13:30:00+00:00,2021-09-17 20:00:00+00:00,47988.0,47123.96,LOW,2021-09-17 18:10:00+00:00,2021-09-17 18:15:00+00:00,LOW,1,2021-09-17 18:05:00+00:00,2021-09-17 18:10:00+00:00,1,0
external,ASIA_TO_LONDON,2021-09-20,2021-09-20 00:00:00+00:00,2021-09-20 08:00:00+00:00,2021-09-20 08:00:00+00:00,2021-09-20 13:30:00+00:00,47345.0,44377.55,LOW,2021-09-20 11:05:00+00:00,2021-09-20 11:10:00+00:00,LOW,1,2021-09-20 10:45:00+00:00,2021-09-20 10:50:00+00:00,1,0
external,ASIA_TO_LONDON,2021-09-20,2021-09-20 00:00:00+00:00,2021-09-20 08:00:00+00:00,2021-09-20 08:00:00+00:00,2021-09-20 13:30:00+00:00,47345.0,44377.55,LOW,2021-09-20 11:05:00+00:00,2021-09-20 11:10:00+00:00,LOW,2,2021-09-20 11:00:00+00:00,2021-09-20 11:05:00+00:00,2,0
external,LONDON_TO_NEWYORK,2021-09-27,2021-09-27 08:00:00+00:00,2021-09-27 13:30:00+00:00,2021-09-27 13:30:00+00:00,2021-09-27 20:00:00+00:00,44100.0,43206.2,LOW,2021-09-27 14:50:00+00:00,2021-09-27 14:55:00+00:00,LOW,1,2021-09-27 14:40:00+00:00,2021-09-27 14:45:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-09-28,2021-09-28 08:00:00+00:00,2021-09-28 13:30:00+00:00,2021-09-28 13:30:00+00:00,2021-09-28 20:00:00+00:00,42566.85,41505.01,LOW,2021-09-28 14:15:00+00:00,2021-09-28 14:20:00+00:00,LOW,1,2021-09-28 14:10:00+00:00,2021-09-28 14:15:00+00:00,1,0
external,ASIA_TO_LONDON,2021-09-29,2021-09-29 00:00:00+00:00,2021-09-29 08:00:00+00:00,2021-09-29 08:00:00+00:00,2021-09-29 13:30:00+00:00,42493.72,40708.73,,,,HIGH,1,2021-09-29 12:15:00+00:00,2021-09-29 12:20:00+00:00,1,0
external,ASIA_TO_LONDON,2021-10-01,2021-10-01 00:00:00+00:00,2021-10-01 08:00:00+00:00,2021-10-01 08:00:00+00:00,2021-10-01 13:30:00+00:00,44793.97,43260.01,HIGH,2021-10-01 08:05:00+00:00,2021-10-01 08:10:00+00:00,HIGH,1,2021-10-01 08:00:00+00:00,2021-10-01 08:05:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-10-01,2021-10-01 08:00:00+00:00,2021-10-01 13:30:00+00:00,2021-10-01 13:30:00+00:00,2021-10-01 20:00:00+00:00,47925.41,44679.84,HIGH,2021-10-01 19:10:00+00:00,2021-10-01 19:15:00+00:00,HIGH,1,2021-10-01 19:05:00+00:00,2021-10-01 19:10:00+00:00,1,0
external,ASIA_TO_LONDON,2021-10-05,2021-10-05 00:00:00+00:00,2021-10-05 08:00:00+00:00,2021-10-05 08:00:00+00:00,2021-10-05 13:30:00+00:00,49888.0,49009.21,HIGH,2021-10-05 08:55:00+00:00,2021-10-05 09:00:00+00:00,HIGH,1,2021-10-05 08:45:00+00:00,2021-10-05 08:50:00+00:00,1,0
external,ASIA_TO_LONDON,2021-10-07,2021-10-07 00:00:00+00:00,2021-10-07 08:00:00+00:00,2021-10-07 08:00:00+00:00,2021-10-07 13:30:00+00:00,55337.8,54145.42,LOW,2021-10-07 09:25:00+00:00,2021-10-07 09:30:00+00:00,LOW,1,2021-10-07 09:20:00+00:00,2021-10-07 09:25:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-10-07,2021-10-07 08:00:00+00:00,2021-10-07 13:30:00+00:00,2021-10-07 13:30:00+00:00,2021-10-07 20:00:00+00:00,54826.87,53666.0,,,,LOW,1,2021-10-07 14:35:00+00:00,2021-10-07 14:40:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-10-07,2021-10-07 08:00:00+00:00,2021-10-07 13:30:00+00:00,2021-10-07 13:30:00+00:00,2021-10-07 20:00:00+00:00,54826.87,53666.0,,,,LOW,2,2021-10-07 16:10:00+00:00,2021-10-07 16:15:00+00:00,2,0
external,ASIA_TO_LONDON,2021-10-08,2021-10-08 00:00:00+00:00,2021-10-08 08:00:00+00:00,2021-10-08 08:00:00+00:00,2021-10-08 13:30:00+00:00,55046.88,53647.3,HIGH,2021-10-08 08:10:00+00:00,2021-10-08 08:15:00+00:00,HIGH,1,2021-10-08 08:05:00+00:00,2021-10-08 08:10:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-10-11,2021-10-11 08:00:00+00:00,2021-10-11 13:30:00+00:00,2021-10-11 13:30:00+00:00,2021-10-11 20:00:00+00:00,56996.48,55910.0,HIGH,2021-10-11 13:35:00+00:00,2021-10-11 13:40:00+00:00,HIGH,1,2021-10-11 13:30:00+00:00,2021-10-11 13:35:00+00:00,1,0
external,LONDON_TO_NEWYORK,2021-10-12,2021-10-12 08:00:00+00:00,2021-10-12 13:30:00+00:00,2021-10-12 13:30:00+00:00,2021-10-12 20:00:00+00:00,57630.0,56707.43,LOW,2021-10-12 14:55:00+00:00,2021-10-12 15:00:00+00:00,LOW,1,2021-10-12 14:45:00+00:00,2021-10-12 14:50:00+00:00,1,0
