symbol,partition,side,source,entry_ts,entry_px,confirmation_bar_start,H,L,R,entry_level,stop_level,target_level,touch_elapsed_min,outcome,outcome_bar_start,minutes_entry_to_h2
BTCUSDT,development,LONG,RAW_2330,2022-02-08 05:25:00+00:00,44252.06,2022-02-08 05:20:00+00:00,44350.0,43550.0,800.0,44230.0,43830.0,44510.0,20.0,H2,2022-02-08 05:30:00+00:00,5.0
BTCUSDT,development,SHORT,SHORT_2000,2022-03-03 02:25:00+00:00,43757.2,2022-03-03 02:20:00+00:00,44345.0,43657.0,688.0,43760.2,44104.2,43519.4,50.0,H2,2022-03-03 02:30:00+00:00,5.0
BTCUSDT,development,LONG,RAW_0530,2022-03-04 12:05:00+00:00,41718.3,2022-03-04 12:00:00+00:00,41850.0,40800.0,1050.0,41692.5,41167.5,42060.0,60.0,OPPOSITE_BREAK,2022-03-04 14:45:00+00:00,
BTCUSDT,development,LONG,ALT_0330,2022-03-14 10:15:00+00:00,39063.4,2022-03-14 10:10:00+00:00,39225.7,38035.0,1190.699999999997,39047.095,38451.744999999995,39463.84,70.0,NO_H2_BY_END,,
BTCUSDT,development,LONG,RAW_0530,2022-03-16 14:15:00+00:00,40676.0,2022-03-16 14:10:00+00:00,40760.0,38984.9,1775.0999999999985,40493.735,39606.185,41115.02,190.0,H2,2022-03-16 14:15:00+00:00,0.0
BTCUSDT,development,LONG,LONDON,2022-03-16 14:15:00+00:00,40676.0,2022-03-16 14:10:00+00:00,40760.0,39538.0,1222.0,40576.7,39965.7,41004.4,40.0,H2,2022-03-16 14:15:00+00:00,0.0
BTCUSDT,development,LONG,ALT_0330,2022-03-28 11:30:00+00:00,47325.7,2022-03-28 11:25:00+00:00,47400.0,46755.2,644.8000000000029,47303.28,46980.88,47528.96,145.0,H2,2022-03-28 13:30:00+00:00,120.0
BTCUSDT,development,LONG,RAW_0530,2022-03-28 11:20:00+00:00,47210.1,2022-03-28 11:15:00+00:00,47288.0,46755.2,532.8000000000029,47208.08,46941.68,47394.56,15.0,H2,2022-03-28 11:25:00+00:00,5.0
BTCUSDT,development,LONG,RAW_0530,2022-04-01 12:55:00+00:00,45212.7,2022-04-01 12:50:00+00:00,45307.9,44549.4,758.5,45194.125,44814.875,45459.6,110.0,H2,2022-04-01 13:00:00+00:00,5.0
BTCUSDT,development,LONG,LONDON,2022-04-18 14:05:00+00:00,39402.7,2022-04-18 14:00:00+00:00,39489.0,38780.0,709.0,39382.65,39028.15,39630.8,30.0,H2,2022-04-18 14:20:00+00:00,15.0
BTCUSDT,development,LONG,RAW_2330,2022-04-27 05:30:00+00:00,38407.3,2022-04-27 05:25:00+00:00,38460.8,37844.5,616.3000000000029,38368.355,38060.205,38584.060000000005,25.0,H2,2022-04-27 05:30:00+00:00,0.0
BTCUSDT,development,LONG,ALT_0330,2022-04-28 09:20:00+00:00,39723.0,2022-04-28 09:15:00+00:00,39800.0,39200.5,599.5,39710.075,39410.325,39919.9,15.0,H2,2022-04-28 09:40:00+00:00,20.0
BTCUSDT,development,LONG,RAW_2330,2022-05-19 07:20:00+00:00,29238.5,2022-05-19 07:15:00+00:00,29339.5,28629.6,709.9000000000015,29233.015,28878.065,29481.48,135.0,H2,2022-05-19 11:20:00+00:00,240.0
BTCUSDT,development,LONG,ALT_0330,2022-06-02 11:30:00+00:00,30084.0,2022-06-02 11:25:00+00:00,30113.5,29633.2,480.2999999999993,30041.455,29801.305,30209.56,145.0,H2,2022-06-02 11:45:00+00:00,15.0
BTCUSDT,development,LONG,ALT_0330,2022-06-06 09:15:00+00:00,31422.0,2022-06-06 09:10:00+00:00,31483.8,31015.4,468.3999999999978,31413.54,31179.34,31577.48,10.0,H2,2022-06-06 09:20:00+00:00,5.0
BTCUSDT,development,LONG,ALT_0330,2022-06-21 09:20:00+00:00,21311.5,2022-06-21 09:15:00+00:00,21456.6,20381.3,1075.2999999999993,21295.305,20757.655,21671.66,15.0,H2,2022-06-21 13:40:00+00:00,260.0
BTCUSDT,development,LONG,ALT_0330,2022-06-23 09:35:00+00:00,20616.9,2022-06-23 09:30:00+00:00,20666.0,20152.0,514.0,20588.9,20331.9,20768.8,30.0,H2,2022-06-23 09:50:00+00:00,15.0
BTCUSDT,development,LONG,RAW_0530,2022-07-04 11:30:00+00:00,19523.7,2022-07-04 11:25:00+00:00,19554.4,19071.6,482.8000000000029,19481.98,19240.579999999998,19650.960000000003,25.0,H2,2022-07-04 11:30:00+00:00,0.0
BTCUSDT,development,LONG,LONDON,2022-07-06 14:10:00+00:00,20254.1,2022-07-06 14:05:00+00:00,20295.0,19950.0,345.0,20243.25,20070.75,20364.0,35.0,H2,2022-07-06 16:45:00+00:00,155.0
BTCUSDT,development,LONG,LONDON,2022-07-08 15:00:00+00:00,21755.0,2022-07-08 14:55:00+00:00,21814.1,21175.2,638.8999999999978,21718.265,21398.815,21941.879999999997,85.0,H2,2022-07-08 15:00:00+00:00,0.0
BTCUSDT,development,LONG,ALT_0330,2022-07-20 11:10:00+00:00,23790.9,2022-07-20 11:05:00+00:00,23861.0,23298.5,562.5,23776.625,23495.375,23973.5,125.0,H2,2022-07-20 12:25:00+00:00,75.0
BTCUSDT,development,LONG,LONDON,2022-07-22 14:50:00+00:00,23599.7,2022-07-22 14:45:00+00:00,23690.0,23060.0,630.0,23595.5,23280.5,23816.0,75.0,OPPOSITE_BREAK,2022-07-22 17:15:00+00:00,
BTCUSDT,development,LONG,ALT_0330,2022-07-25 09:20:00+00:00,22042.7,2022-07-25 09:15:00+00:00,22088.8,21734.1,354.7000000000007,22035.594999999998,21858.245,22159.739999999998,15.0,H2,2022-07-25 11:05:00+00:00,105.0
BTCUSDT,development,LONG,LONDON,2022-07-28 15:00:00+00:00,23121.7,2022-07-28 14:55:00+00:00,23210.2,22583.1,627.1000000000022,23116.135000000002,22802.585,23335.620000000003,85.0,H2,2022-07-28 15:10:00+00:00,10.0
BTCUSDT,development,LONG,ALT_0330,2022-08-05 12:00:00+00:00,23393.1,2022-08-05 11:55:00+00:00,23430.3,23055.0,375.2999999999993,23374.005,23186.355,23505.36,175.0,H2,2022-08-05 12:05:00+00:00,5.0
BTCUSDT,development,LONG,ALT_0330,2022-08-18 09:30:00+00:00,23455.6,2022-08-18 09:25:00+00:00,23474.8,23318.9,155.89999999999782,23451.415,23373.465,23505.98,25.0,H2,2022-08-18 09:35:00+00:00,5.0
BTCUSDT,development,LONG,RAW_0530,2022-08-23 13:50:00+00:00,21467.1,2022-08-23 13:45:00+00:00,21546.5,20874.8,671.7000000000007,21445.745,21109.895,21680.84,165.0,H2,2022-08-23 14:00:00+00:00,10.0
BTCUSDT,development,LONG,LONDON,2022-09-02 15:00:00+00:00,20354.1,2022-09-02 14:55:00+00:00,20396.0,19978.0,418.0,20333.3,20124.3,20479.6,85.0,OPPOSITE_BREAK,2022-09-02 17:20:00+00:00,
BTCUSDT,development,LONG,LONDON,2022-09-12 14:00:00+00:00,22383.7,2022-09-12 13:55:00+00:00,22450.0,21961.1,488.90000000000146,22376.665,22132.215,22547.78,25.0,H2,2022-09-12 14:15:00+00:00,15.0
BTCUSDT,development,LONG,ALT_0330,2022-09-21 11:10:00+00:00,19090.1,2022-09-21 11:05:00+00:00,19123.0,18784.2,338.7999999999993,19072.18,18902.78,19190.76,125.0,H2,2022-09-21 11:10:00+00:00,0.0
BTCUSDT,development,LONG,LONDON,2022-09-28 13:45:00+00:00,19132.2,2022-09-28 13:40:00+00:00,19175.0,18558.6,616.4000000000015,19082.54,18774.34,19298.28,10.0,H2,2022-09-28 13:45:00+00:00,0.0
BTCUSDT,development,SHORT,SHORT_2000,2022-10-24 02:10:00+00:00,19420.7,2022-10-24 02:05:00+00:00,19690.0,19374.3,315.7000000000007,19421.655,19579.505,19311.16,35.0,H2,2022-10-24 03:05:00+00:00,55.0
BTCUSDT,development,LONG,RAW_2330,2022-10-27 05:55:00+00:00,20825.6,2022-10-27 05:50:00+00:00,20858.0,20561.5,296.5,20813.525,20665.275,20917.3,50.0,OPPOSITE_BREAK,2022-10-27 10:05:00+00:00,
BTCUSDT,development,LONG,ALT_0330,2022-11-01 10:15:00+00:00,20631.6,2022-11-01 10:10:00+00:00,20649.0,20455.8,193.20000000000073,20620.02,20523.42,20687.64,70.0,OPPOSITE_BREAK,2022-11-01 13:40:00+00:00,
BTCUSDT,development,LONG,RAW_0530,2022-11-02 17:15:00+00:00,20510.1,2022-11-02 17:10:00+00:00,20529.9,20323.0,206.90000000000146,20498.865,20395.415,20571.280000000002,370.0,NO_H2_BY_END,,
BTCUSDT,development,LONG,LONDON,2022-11-02 17:15:00+00:00,20510.1,2022-11-02 17:10:00+00:00,20529.9,20323.0,206.90000000000146,20498.865,20395.415,20571.280000000002,220.0,H2,2022-11-02 18:00:00+00:00,45.0
BTCUSDT,development,LONG,LONDON,2022-12-07 13:55:00+00:00,16858.9,2022-12-07 13:50:00+00:00,16859.9,16655.0,204.90000000000146,16829.165,16726.715,16900.88,20.0,H2,2022-12-07 13:55:00+00:00,0.0
BTCUSDT,development,LONG,RAW_0530,2022-12-09 13:00:00+00:00,17250.4,2022-12-09 12:55:00+00:00,17260.6,17184.2,76.39999999999782,17249.14,17210.94,17275.879999999997,115.0,H2,2022-12-09 13:00:00+00:00,0.0
BTCUSDT,development,LONG,RAW_0530,2022-12-12 13:35:00+00:00,16983.5,2022-12-12 13:30:00+00:00,16998.9,16894.3,104.60000000000218,16983.210000000003,16930.91,17019.820000000003,150.0,H2,2022-12-12 14:15:00+00:00,40.0
BTCUSDT,development,LONG,ALT_0330,2022-12-19 09:15:00+00:00,16736.5,2022-12-19 09:10:00+00:00,16752.8,16620.4,132.39999999999782,16732.94,16666.74,16779.28,10.0,H2,2022-12-19 09:20:00+00:00,5.0
BTCUSDT,development,LONG,ALT_0330,2022-12-22 10:00:00+00:00,16839.7,2022-12-22 09:55:00+00:00,16850.0,16778.0,72.0,16839.2,16803.2,16864.4,55.0,H2,2022-12-22 10:00:00+00:00,0.0
BTCUSDT,development,LONG,ALT_0330,2023-01-09 09:50:00+00:00,17240.6,2023-01-09 09:45:00+00:00,17248.0,17171.7,76.29999999999927,17236.555,17198.405,17263.26,45.0,H2,2023-01-09 09:50:00+00:00,0.0
BTCUSDT,development,LONG,RAW_0530,2023-01-12 12:00:00+00:00,18194.4,2023-01-12 11:55:00+00:00,18211.5,18062.0,149.5,18189.075,18114.325,18241.4,55.0,H2,2023-01-12 12:10:00+00:00,10.0
BTCUSDT,development,LONG,LONDON,2023-01-19 15:05:00+00:00,20823.9,2023-01-19 15:00:00+00:00,20848.0,20661.0,187.0,20819.95,20726.45,20885.4,90.0,H2,2023-01-19 15:05:00+00:00,0.0
BTCUSDT,development,LONG,RAW_0530,2023-02-14 13:05:00+00:00,21858.2,2023-02-14 13:00:00+00:00,21880.0,21659.1,220.90000000000146,21846.864999999998,21736.415,21924.18,120.0,H2,2023-02-14 13:25:00+00:00,20.0
BTCUSDT,development,LONG,LONDON,2023-02-15 16:30:00+00:00,22823.2,2023-02-15 16:25:00+00:00,22924.9,22075.9,849.0,22797.550000000003,22373.050000000003,23094.7,175.0,H2,2023-02-15 18:40:00+00:00,130.0
BTCUSDT,development,LONG,RAW_0530,2023-02-22 11:55:00+00:00,24145.2,2023-02-22 11:50:00+00:00,24195.0,23855.3,339.7000000000007,24144.045,23974.195,24262.94,50.0,H2,2023-02-22 12:20:00+00:00,25.0
BTCUSDT,development,SHORT,SHORT_2000,2023-03-06 02:05:00+00:00,22342.2,2023-03-06 02:00:00+00:00,22555.0,22310.0,245.0,22346.75,22469.25,22261.0,30.0,H2,2023-03-06 02:05:00+00:00,0.0
BTCUSDT,development,LONG,RAW_0530,2023-03-06 14:00:00+00:00,22430.8,2023-03-06 13:55:00+00:00,22443.9,22320.0,123.90000000000146,22425.315000000002,22363.365,22468.68,175.0,H2,2023-03-06 14:30:00+00:00,30.0
BTCUSDT,development,LONG,LONDON,2023-03-06 14:00:00+00:00,22430.8,2023-03-06 13:55:00+00:00,22443.9,22345.3,98.60000000000218,22429.11,22379.81,22463.620000000003,25.0,H2,2023-03-06 14:30:00+00:00,30.0
BTCUSDT,development,LONG,LONDON,2023-03-13 14:05:00+00:00,22482.0,2023-03-13 14:00:00+00:00,22572.0,21804.0,768.0,22456.8,22072.8,22725.6,30.0,H2,2023-03-13 14:05:00+00:00,0.0
BTCUSDT,development,SHORT,SHORT_2000,2023-03-20 02:25:00+00:00,27664.9,2023-03-20 02:20:00+00:00,28397.0,27539.0,858.0,27667.7,28096.7,27367.4,50.0,H2,2023-03-20 02:35:00+00:00,10.0
BTCUSDT,development,LONG,ALT_0330,2023-03-21 10:00:00+00:00,27916.5,2023-03-21 09:55:00+00:00,27960.7,27288.0,672.7000000000007,27859.795000000002,27523.445,28095.24,55.0,H2,2023-03-21 10:00:00+00:00,0.0
BTCUSDT,development,LONG,RAW_0530,2023-03-21 13:20:00+00:00,28044.8,2023-03-21 13:15:00+00:00,28172.5,27288.0,884.5,28039.825,27597.575,28349.4,135.0,H2,2023-03-21 16:30:00+00:00,190.0
BTCUSDT,development,LONG,LONDON,2023-03-22 13:50:00+00:00,28321.3,2023-03-22 13:45:00+00:00,28379.4,27962.1,417.3000000000029,28316.805,28108.155,28462.86,15.0,H2,2023-03-22 14:20:00+00:00,30.0
BTCUSDT,development,LONG,RAW_0530,2023-03-27 11:30:00+00:00,27923.6,2023-03-27 11:25:00+00:00,27968.0,27650.0,318.0,27920.3,27761.3,28031.6,25.0,OPPOSITE_BREAK,2023-03-27 13:35:00+00:00,
BTCUSDT,development,LONG,ALT_0330,2023-04-26 09:15:00+00:00,28734.4,2023-04-26 09:10:00+00:00,28777.0,28285.9,491.09999999999854,28703.335,28457.785,28875.22,10.0,H2,2023-04-26 09:20:00+00:00,5.0
BTCUSDT,development,LONG,RAW_0530,2023-04-26 12:10:00+00:00,28994.6,2023-04-26 12:05:00+00:00,29099.0,28300.0,799.0,28979.15,28579.65,29258.8,65.0,H2,2023-04-26 12:15:00+00:00,5.0
BTCUSDT,development,LONG,ALT_0330,2023-05-30 09:35:00+00:00,27836.5,2023-05-30 09:30:00+00:00,27865.9,27659.3,206.60000000000218,27834.91,27731.61,27907.22,30.0,H2,2023-05-30 09:35:00+00:00,0.0
BTCUSDT,development,LONG,LONDON,2023-06-19 13:45:00+00:00,26537.9,2023-06-19 13:40:00+00:00,26569.7,26350.2,219.5,26536.775,26427.025,26613.600000000002,10.0,OPPOSITE_BREAK,2023-06-19 16:30:00+00:00,
BTCUSDT,development,LONG,RAW_2330,2023-07-12 06:05:00+00:00,30651.4,2023-07-12 06:00:00+00:00,30672.0,30485.0,187.0,30643.95,30550.45,30709.4,60.0,H2,2023-07-12 06:25:00+00:00,20.0
BTCUSDT,development,LONG,RAW_0530,2023-07-28 12:05:00+00:00,29224.1,2023-07-28 12:00:00+00:00,29227.0,29112.8,114.20000000000073,29209.87,29152.77,29249.84,60.0,H2,2023-07-28 12:05:00+00:00,0.0
BTCUSDT,development,LONG,RAW_0530,2023-08-03 13:50:00+00:00,29169.7,2023-08-03 13:45:00+00:00,29193.5,28955.4,238.09999999999854,29157.785,29038.735,29241.12,165.0,H2,2023-08-03 13:55:00+00:00,5.0
BTCUSDT,development,LONG,LONDON,2023-08-03 13:50:00+00:00,29169.7,2023-08-03 13:45:00+00:00,29193.5,28955.4,238.09999999999854,29157.785,29038.735,29241.12,15.0,H2,2023-08-03 13:55:00+00:00,5.0
BTCUSDT,development,LONG,RAW_0530,2023-08-10 13:35:00+00:00,29605.0,2023-08-10 13:30:00+00:00,29613.2,29461.4,151.79999999999927,29590.43,29514.530000000002,29643.56,150.0,H2,2023-08-10 13:35:00+00:00,0.0
BTCUSDT,development,LONG,RAW_2330,2023-08-14 07:15:00+00:00,29391.3,2023-08-14 07:10:00+00:00,29443.6,29070.0,373.59999999999854,29387.559999999998,29200.76,29518.32,130.0,H2,2023-08-14 08:05:00+00:00,50.0
BTCUSDT,development,LONG,ALT_0330,2023-08-25 09:45:00+00:00,26082.0,2023-08-25 09:40:00+00:00,26102.9,25960.0,142.90000000000146,26081.465,26010.015,26131.480000000003,40.0,H2,2023-08-25 10:20:00+00:00,35.0
BTCUSDT,development,LONG,LONDON,2023-09-14 16:05:00+00:00,26709.5,2023-09-14 16:00:00+00:00,26790.0,26253.0,537.0,26709.45,26440.95,26897.4,150.0,H2,2023-09-14 18:35:00+00:00,150.0
BTCUSDT,development,LONG,RAW_2330,2023-10-10 08:50:00+00:00,27668.1,2023-10-10 08:45:00+00:00,27695.1,27482.0,213.09999999999854,27663.135,27556.585,27737.719999999998,225.0,NO_H2_BY_END,,
BTCUSDT,development,LONG,RAW_2330,2023-10-20 08:10:00+00:00,29349.2,2023-10-20 08:05:00+00:00,29400.0,28560.0,840.0,29274.0,28854.0,29568.0,185.0,H2,2023-10-20 08:15:00+00:00,5.0
BTCUSDT,development,LONG,RAW_0530,2023-10-23 16:40:00+00:00,30984.5,2023-10-23 16:35:00+00:00,30990.0,30333.0,657.0,30891.45,30562.95,31121.4,335.0,H2,2023-10-23 16:40:00+00:00,0.0
BTCUSDT,development,LONG,ALT_0330,2023-10-31 09:25:00+00:00,34394.5,2023-10-31 09:20:00+00:00,34437.8,34016.8,421.0,34374.65,34164.15,34522.0,20.0,H2,2023-10-31 09:40:00+00:00,15.0
BTCUSDT,development,SHORT,SHORT_2000,2023-11-07 02:40:00+00:00,34885.1,2023-11-07 02:35:00+00:00,35172.9,34836.6,336.3000000000029,34887.045,35055.195,34769.34,65.0,H2,2023-11-07 02:55:00+00:00,15.0
BTCUSDT,development,LONG,ALT_0330,2023-11-09 10:15:00+00:00,36821.4,2023-11-09 10:10:00+00:00,36884.0,36374.5,509.5,36807.575,36552.825,36985.9,70.0,H2,2023-11-09 10:20:00+00:00,5.0
BTCUSDT,development,SHORT,SHORT_2000,2023-11-13 03:55:00+00:00,36980.0,2023-11-13 03:50:00+00:00,37464.8,36960.0,504.8000000000029,37035.72,37288.12,36859.04,140.0,H2,2023-11-13 03:55:00+00:00,0.0
BTCUSDT,development,LONG,RAW_0530,2023-11-17 12:35:00+00:00,36430.5,2023-11-17 12:30:00+00:00,36465.4,36129.4,336.0,36415.0,36247.0,36532.6,90.0,H2,2023-11-17 12:55:00+00:00,20.0
BTCUSDT,development,LONG,ALT_0330,2023-11-23 09:15:00+00:00,37493.5,2023-11-23 09:10:00+00:00,37527.0,37275.0,252.0,37489.2,37363.2,37577.4,10.0,H2,2023-11-23 09:40:00+00:00,25.0
BTCUSDT,development,SHORT,SHORT_2000,2023-12-05 01:45:00+00:00,41747.6,2023-12-05 01:40:00+00:00,42440.0,41636.2,803.8000000000029,41756.77,42158.67,41475.439999999995,10.0,H2,2023-12-05 02:15:00+00:00,30.0
BTCUSDT,development,SHORT,SHORT_2000,2023-12-11 01:55:00+00:00,43366.3,2023-12-11 01:50:00+00:00,44099.2,43250.0,849.1999999999971,43377.38,43801.979999999996,43080.16,20.0,H2,2023-12-11 01:55:00+00:00,0.0
BTCUSDT,development,SHORT,SHORT_2000,2023-12-15 02:25:00+00:00,42866.4,2023-12-15 02:20:00+00:00,43193.9,42851.3,342.59999999999854,42902.69,43073.990000000005,42782.780000000006,50.0,H2,2023-12-15 03:15:00+00:00,50.0
BTCUSDT,development,LONG,RAW_0530,2023-12-27 11:15:00+00:00,43190.5,2023-12-27 11:10:00+00:00,43265.3,42335.0,930.3000000000029,43125.755000000005,42660.605,43451.36,10.0,NO_H2_BY_END,,
BTCUSDT,development,SHORT,SHORT_2000,2023-12-28 05:25:00+00:00,43203.3,2023-12-28 05:20:00+00:00,43850.0,43146.2,703.8000000000029,43251.77,43603.67,43005.439999999995,230.0,H2,2023-12-28 06:25:00+00:00,60.0
BTCUSDT,development,LONG,ALT_0330,2023-12-29 10:55:00+00:00,42767.7,2023-12-29 10:50:00+00:00,42839.1,42253.2,585.9000000000015,42751.215,42458.265,42956.28,110.0,H2,2023-12-29 11:15:00+00:00,20.0
BTCUSDT,development,SHORT,SHORT_2000,2024-01-08 02:30:00+00:00,43619.6,2024-01-08 02:25:00+00:00,44262.9,43557.5,705.4000000000015,43663.31,44016.01,43416.42,55.0,H2,2024-01-08 02:35:00+00:00,5.0
BTCUSDT,development,LONG,LONDON,2024-01-08 15:55:00+00:00,44948.4,2024-01-08 15:50:00+00:00,45180.0,43629.7,1550.300000000003,44947.455,44172.305,45490.06,140.0,H2,2024-01-08 17:15:00+00:00,80.0
BTCUSDT,development,LONG,LONDON,2024-01-09 14:05:00+00:00,46854.1,2024-01-09 14:00:00+00:00,47080.0,45400.0,1680.0,46828.0,45988.0,47416.0,30.0,NO_H2_BY_END,,
BTCUSDT,development,LONG,RAW_0530,2024-01-16 13:15:00+00:00,43127.5,2024-01-16 13:10:00+00:00,43164.9,42600.5,564.4000000000015,43080.24,42798.04,43277.78,130.0,OPPOSITE_BREAK,2024-01-16 14:35:00+00:00,
BTCUSDT,development,LONG,RAW_0530,2024-01-30 11:25:00+00:00,43454.9,2024-01-30 11:20:00+00:00,43497.4,43200.4,297.0,43452.85,43304.35,43556.8,20.0,H2,2024-01-30 11:30:00+00:00,5.0
BTCUSDT,development,SHORT,SHORT_2000,2024-01-31 02:35:00+00:00,42801.4,2024-01-31 02:30:00+00:00,43750.0,42665.6,1084.4000000000015,42828.26,43370.46,42448.72,60.0,NO_H2_BY_END,,
BTCUSDT,development,LONG,RAW_2330,2024-02-05 06:25:00+00:00,42752.1,2024-02-05 06:20:00+00:00,42826.0,42235.1,590.9000000000015,42737.365,42441.915,42944.18,80.0,H2,2024-02-05 06:55:00+00:00,30.0
BTCUSDT,development,SHORT,SHORT_2000,2024-02-07 02:55:00+00:00,43038.6,2024-02-07 02:50:00+00:00,43312.3,43000.2,312.1000000000058,43047.015,43203.065,42937.78,80.0,H2,2024-02-07 03:05:00+00:00,10.0
BTCUSDT,development,LONG,LONDON,2024-02-28 15:10:00+00:00,60959.3,2024-02-28 15:05:00+00:00,61127.0,58226.9,2900.0999999999985,60691.985,59241.935,61707.02,95.0,H2,2024-02-28 15:10:00+00:00,0.0
BTCUSDT,development,LONG,RAW_2330,2024-03-01 06:30:00+00:00,61728.0,2024-03-01 06:25:00+00:00,61842.2,60844.8,997.3999999999942,61692.59,61193.89,62041.67999999999,85.0,H2,2024-03-01 07:15:00+00:00,45.0
BTCUSDT,development,LONG,ALT_0330,2024-03-04 09:50:00+00:00,65488.2,2024-03-04 09:45:00+00:00,65690.9,63249.1,2441.7999999999956,65324.63,64103.729999999996,66179.26,45.0,H2,2024-03-04 13:40:00+00:00,230.0
BTCUSDT,development,LONG,LONDON,2024-03-20 15:15:00+00:00,64177.1,2024-03-20 15:10:00+00:00,64380.0,62676.6,1703.4000000000015,64124.49,63272.79,64720.68,100.0,OPPOSITE_BREAK,2024-03-20 16:25:00+00:00,
BTCUSDT,development,LONG,ALT_0330,2024-03-28 09:55:00+00:00,70660.5,2024-03-28 09:50:00+00:00,70924.0,69116.6,1807.3999999999942,70652.89,69749.19,71285.48,50.0,H2,2024-03-28 10:55:00+00:00,60.0
BTCUSDT,development,LONG,RAW_0530,2024-03-28 11:30:00+00:00,70813.3,2024-03-28 11:25:00+00:00,70993.5,69667.7,1325.800000000003,70794.63,70131.73,71258.66,25.0,H2,2024-03-28 13:25:00+00:00,115.0
BTCUSDT,development,LONG,RAW_2330,2024-06-07 05:15:00+00:00,71232.3,2024-06-07 05:10:00+00:00,71298.5,70700.0,598.5,71208.725,70909.475,71418.2,10.0,H2,2024-06-07 05:15:00+00:00,0.0
BTCUSDT,development,SHORT,SHORT_2000,2024-06-17 02:50:00+00:00,66338.5,2024-06-17 02:45:00+00:00,66960.3,66248.0,712.3000000000029,66354.845,66710.995,66105.54,75.0,H2,2024-06-17 03:30:00+00:00,40.0
BTCUSDT,development,LONG,RAW_0530,2024-06-27 12:25:00+00:00,61401.0,2024-06-27 12:20:00+00:00,61500.0,60605.0,895.0,61365.75,60918.25,61679.0,80.0,H2,2024-06-27 12:25:00+00:00,0.0
BTCUSDT,development,LONG,LONDON,2024-06-27 13:45:00+00:00,61689.3,2024-06-27 13:40:00+00:00,61830.0,60730.0,1100.0,61665.0,61115.0,62050.0,10.0,H2,2024-06-27 13:55:00+00:00,10.0
BTCUSDT,development,LONG,ALT_0330,2024-07-05 12:10:00+00:00,55281.7,2024-07-05 12:05:00+00:00,55501.9,53329.5,2172.4000000000015,55176.04,54089.840000000004,55936.380000000005,185.0,H2,2024-07-05 12:20:00+00:00,10.0
BTCUSDT,development,LONG,RAW_2330,2024-07-11 10:15:00+00:00,58220.4,2024-07-11 10:10:00+00:00,58380.0,57030.0,1350.0,58177.5,57502.5,58650.0,310.0,H2,2024-07-11 10:40:00+00:00,25.0
BTCUSDT,development,LONG,RAW_0530,2024-07-16 12:45:00+00:00,63913.5,2024-07-16 12:40:00+00:00,64142.1,62350.0,1792.0999999999985,63873.284999999996,62977.235,64500.52,100.0,H2,2024-07-16 15:10:00+00:00,145.0
BTCUSDT,development,SHORT,SHORT_2000,2024-07-23 01:50:00+00:00,67316.6,2024-07-23 01:45:00+00:00,68221.5,67175.7,1045.800000000003,67332.56999999999,67855.47,66966.54,15.0,H2,2024-07-23 04:35:00+00:00,165.0
BTCUSDT,development,LONG,RAW_2330,2024-07-29 07:00:00+00:00,69553.0,2024-07-29 06:55:00+00:00,69782.2,68067.4,1714.800000000003,69524.98,68667.58,70125.16,115.0,H2,2024-07-29 11:10:00+00:00,250.0
BTCUSDT,development,SHORT,SHORT_2000,2024-08-05 05:25:00+00:00,53232.8,2024-08-05 05:20:00+00:00,59569.2,52222.0,7347.199999999997,53324.08,56997.68,50752.56,230.0,H2,2024-08-05 06:05:00+00:00,40.0
BTCUSDT,development,LONG,ALT_0330,2024-08-07 09:20:00+00:00,57397.0,2024-08-07 09:15:00+00:00,57460.0,56510.0,950.0,57317.5,56842.5,57650.0,15.0,H2,2024-08-07 09:20:00+00:00,0.0
BTCUSDT,development,LONG,RAW_0530,2024-08-08 11:50:00+00:00,57506.0,2024-08-08 11:45:00+00:00,57550.5,56757.1,793.4000000000015,57431.49,57034.79,57709.18,45.0,H2,2024-08-08 12:30:00+00:00,40.0
BTCUSDT,development,LONG,LONDON,2024-08-16 17:45:00+00:00,58738.2,2024-08-16 17:40:00+00:00,58908.5,57500.0,1408.5,58697.225,57992.975,59190.2,250.0,H2,2024-08-16 17:45:00+00:00,0.0
BTCUSDT,development,LONG,LONDON,2024-08-19 17:25:00+00:00,58772.0,2024-08-19 17:20:00+00:00,58940.0,57750.0,1190.0,58761.5,58166.5,59178.0,230.0,H2,2024-08-19 17:30:00+00:00,5.0
BTCUSDT,development,SHORT,SHORT_2000,2024-08-30 05:30:00+00:00,58740.8,2024-08-30 05:25:00+00:00,59614.5,58655.0,959.5,58798.925,59278.675,58463.1,235.0,NO_H2_BY_END,,
BTCUSDT,development,LONG,RAW_0530,2024-08-30 12:30:00+00:00,59524.9,2024-08-30 12:25:00+00:00,59637.4,58681.7,955.7000000000044,59494.045,59016.195,59828.54,85.0,H2,2024-08-30 12:30:00+00:00,0.0
BTCUSDT,development,LONG,RAW_0530,2024-09-09 13:35:00+00:00,55405.3,2024-09-09 13:30:00+00:00,55549.0,54557.0,992.0,55400.2,54904.2,55747.4,150.0,H2,2024-09-09 13:35:00+00:00,0.0
BTCUSDT,development,SHORT,SHORT_2000,2024-09-16 01:50:00+00:00,58496.0,2024-09-16 01:45:00+00:00,59910.2,58410.0,1500.199999999997,58635.03,59385.13,58109.96,15.0,H2,2024-09-16 01:50:00+00:00,0.0
