role,partition,dev_block,execution_start,loss_class,episode_class_before_a8,lane,window_min,H,L,R,parent_pnl,parent_pnl_5bps,h2_recovery_pnl,h2_recovery_pnl_5bps,episode_pnl_before_a8,episode_pnl_before_a8_5bps,h2_exit_ts,reclaim_signal_ts,reclaim_signal_close,reentry_ts,reentry_price,a8_exit_ts,a8_exit_price,a8_exit_reason,a8_invalidation_close_ts,a8_pnl,a8_pnl_5bps,a8_won,a8_won_5bps,combined_episode_pnl,combined_episode_pnl_5bps,rescued,rescued_5bps,selection_scope
CENTRAL,external,,2021-02-11 18:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,9.4328,9.0666,0.3662000000000009,-0.3021372233059649,-0.5521372233059649,0.10071240776854395,-0.14928759223145605,-0.20142481553742092,-0.701424815537421,2021-02-12 08:35:00+00:00,2021-02-12 08:35:00+00:00,9.4692,2021-02-12 08:40:00+00:00,9.4692,2021-02-12 08:55:00+00:00,9.4253,FAILED_RECLAIM,2021-02-12 08:50:00+00:00,-2.318041650825886,-2.5680416508258865,False,False,-2.519466466363307,-3.2694664663633075,False,False,FROZEN_OOS
CENTRAL,external,,2021-03-11 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,15.923,14.1128,1.8102,-0.3454122966777273,-0.5954122966777273,-0.2857501727061562,-0.5357501727061562,-0.6311624693838835,-1.1311624693838835,2021-03-11 19:00:00+00:00,2021-03-11 19:05:00+00:00,15.9516,2021-03-11 19:10:00+00:00,15.9563,2021-03-11 19:55:00+00:00,15.8412,FAILED_RECLAIM,2021-03-11 19:50:00+00:00,-3.6067258700325233,-3.8567258700325233,False,False,-4.237888339416407,-4.987888339416407,False,False,FROZEN_OOS
CENTRAL,external,,2021-03-13 18:00:00+00:00,L5_BREAK_FAIL_LATE,RESIDUAL_LATENT_RECOVERABLE,RC30,30,15.2117,14.8383,0.3734000000000002,-0.5423456944326221,-0.7923456944326221,-0.44373738635394844,-0.6937373863539484,-0.9860830807865706,-1.4860830807865706,2021-03-13 20:45:00+00:00,2021-03-13 20:45:00+00:00,15.2548,2021-03-13 20:50:00+00:00,15.2536,2021-03-13 21:00:00+00:00,15.1708,FAILED_RECLAIM,2021-03-13 20:55:00+00:00,-2.7141133896260716,-2.964113389626072,False,False,-3.700196470412642,-4.450196470412642,False,False,FROZEN_OOS
CENTRAL,external,,2021-03-14 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,14.6566,14.4171,0.2394999999999996,-0.0921086745902521,-0.3421086745902522,-0.2285659702795373,-0.4785659702795373,-0.32067464486978936,-0.8206746448697895,2021-03-15 00:35:00+00:00,2021-03-15 00:40:00+00:00,14.6573,2021-03-15 00:45:00+00:00,14.6591,2021-03-15 00:55:00+00:00,14.6293,FAILED_RECLAIM,2021-03-15 00:50:00+00:00,-1.016433478180756,-1.266433478180756,False,False,-1.3371081230505455,-2.0871081230505455,False,False,FROZEN_OOS
CENTRAL,external,,2021-03-17 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,14.0671,13.3217,0.7454000000000001,-0.1812740365818577,-0.4312740365818577,-0.24169871544243993,-0.4916987154424399,-0.4229727520242976,-0.9229727520242976,2021-03-17 22:10:00+00:00,2021-03-17 22:10:00+00:00,14.0774,2021-03-17 22:15:00+00:00,14.0738,2021-03-18 00:20:00+00:00,14.36526,TARGET,,10.354701644189834,10.104701644189834,True,True,9.931728892165538,9.181728892165538,True,True,FROZEN_OOS
CENTRAL,external,,2021-03-25 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,13.0627,12.679,0.3836999999999992,-0.0535876962649561,-0.3035876962649562,-0.2679384813246699,-0.5179384813246699,-0.321526177589626,-0.8215261775896261,2021-03-25 22:40:00+00:00,2021-03-25 23:05:00+00:00,13.0818,2021-03-25 23:10:00+00:00,13.0818,2021-03-25 23:20:00+00:00,12.9824,FAILED_RECLAIM,2021-03-25 23:15:00+00:00,-3.79917136785457,-4.04917136785457,False,False,-4.120697545444196,-4.870697545444196,False,False,FROZEN_OOS
CENTRAL,external,,2021-04-06 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,24.3083,21.6509,2.657399999999999,-0.4278374053306444,-0.6778374053306444,-1.7895122242196915,-2.039512224219692,-2.217349629550336,-2.7173496295503363,2021-04-06 19:25:00+00:00,2021-04-06 19:35:00+00:00,24.323,2021-04-06 19:40:00+00:00,24.3204,2021-04-06 19:50:00+00:00,24.045,FAILED_RECLAIM,2021-04-06 19:45:00+00:00,-5.66191345537076,-5.91191345537076,False,False,-7.879263084921096,-8.629263084921096,False,False,FROZEN_OOS
CENTRAL,external,,2021-04-15 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,27.7735,26.7152,1.0582999999999991,-0.1278196842313117,-0.3778196842313117,-0.07381136695044921,-0.3238113669504492,-0.20163105118176092,-0.701631051181761,2021-04-16 03:30:00+00:00,2021-04-16 03:30:00+00:00,27.9317,2021-04-16 03:35:00+00:00,27.928,2021-04-16 04:10:00+00:00,27.7017,FAILED_RECLAIM,2021-04-16 04:05:00+00:00,-4.051489544543152,-4.301489544543152,False,False,-4.253120595724913,-5.003120595724913,False,False,FROZEN_OOS
CENTRAL,external,,2021-04-16 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,26.1245,25.1111,1.0134000000000007,-2.137839958659571,-2.387839958659571,-0.4440276368926077,-0.6940276368926077,-2.5818675955521786,-3.0818675955521786,2021-04-17 08:35:00+00:00,2021-04-17 08:35:00+00:00,26.2789,2021-04-17 08:40:00+00:00,26.2713,2021-04-17 09:05:00+00:00,26.529860000000003,TARGET,,4.920959373917566,4.670959373917566,True,True,2.3390917783653875,1.5890917783653875,True,True,FROZEN_OOS
CENTRAL,external,,2021-04-30 18:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,43.696,42.1,1.5959999999999963,-0.7998443793482135,-1.0498443793482135,-0.4107927499084618,-0.6607927499084618,-1.2106371292566753,-1.7106371292566753,2021-04-30 19:40:00+00:00,2021-04-30 19:50:00+00:00,43.7193,2021-04-30 19:55:00+00:00,43.7226,2021-04-30 20:05:00+00:00,43.4543,FAILED_RECLAIM,2021-04-30 20:00:00+00:00,-3.0682072886790146,-3.318207288679015,False,False,-4.27884441793569,-5.028844417935691,False,False,FROZEN_OOS
CENTRAL,external,,2021-05-02 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,47.9672,46.376,1.5912000000000006,-0.8036741773545519,-1.053674177354552,-0.8933187678246135,-1.1433187678246135,-1.6969929451791654,-2.1969929451791654,2021-05-02 19:25:00+00:00,2021-05-02 19:40:00+00:00,48.0082,2021-05-02 19:45:00+00:00,48.0045,2021-05-02 20:00:00+00:00,47.9542,FAILED_RECLAIM,2021-05-02 19:55:00+00:00,-0.5239092168442538,-0.7739092168442538,False,False,-2.2209021620234193,-2.9709021620234193,False,False,FROZEN_OOS
CENTRAL,external,,2021-05-08 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,45.4999,43.4275,2.0723999999999947,-0.725276319288537,-0.975276319288537,-0.11758267600586736,-0.36758267600586736,-0.8428589952944043,-1.3428589952944043,2021-05-09 04:50:00+00:00,2021-05-09 04:50:00+00:00,45.747,2021-05-09 04:55:00+00:00,45.7525,2021-05-09 05:20:00+00:00,45.4216,FAILED_RECLAIM,2021-05-09 05:15:00+00:00,-3.616195836293079,-3.8661958362930795,False,False,-4.459054831587483,-5.209054831587483,False,False,FROZEN_OOS
CENTRAL,external,,2021-05-09 18:00:00+00:00,L5_BREAK_FAIL_LATE,RESIDUAL_LATENT_RECOVERABLE,RC30,30,44.7924,43.5411,1.2513000000000003,-1.236816960019982,-1.486816960019982,-0.0022325215884855254,-0.2522325215884855,-1.2390494816084676,-1.7390494816084676,2021-05-09 22:05:00+00:00,2021-05-09 22:05:00+00:00,44.8069,2021-05-09 22:10:00+00:00,44.802,2021-05-09 22:20:00+00:00,44.6502,FAILED_RECLAIM,2021-05-09 22:15:00+00:00,-1.6941207981786555,-1.9441207981786555,False,False,-2.933170279787123,-3.683170279787123,False,False,FROZEN_OOS
CENTRAL,external,,2021-05-23 18:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,24.458,19.127,5.331,-5.540109575598917,-5.790109575598917,-5.846757707089645,-6.096757707089645,-11.386867282688563,-11.886867282688563,2021-05-23 23:15:00+00:00,2021-05-23 23:15:00+00:00,24.667,2021-05-23 23:20:00+00:00,24.651,2021-05-23 23:40:00+00:00,24.364,FAILED_RECLAIM,2021-05-23 23:35:00+00:00,-5.821264857409414,-6.071264857409414,False,False,-17.208132140097977,-17.958132140097977,False,False,FROZEN_OOS
CENTRAL,external,,2021-05-26 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,35.254,33.274,1.9799999999999969,-3.148578884665576,-3.398578884665576,-3.0209337947467163,-3.2709337947467167,-6.169512679412293,-6.669512679412293,2021-05-26 23:05:00+00:00,2021-05-26 23:05:00+00:00,35.283,2021-05-26 23:10:00+00:00,35.282,2021-05-26 23:20:00+00:00,34.927,FAILED_RECLAIM,2021-05-26 23:15:00+00:00,-5.030893940252801,-5.280893940252801,False,False,-11.200406619665094,-11.950406619665094,False,False,FROZEN_OOS
CENTRAL,external,,2021-05-27 18:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,35.009,33.055,1.9540000000000008,-0.2856408352138739,-0.535640835213874,-0.5712816704275814,-0.8212816704275814,-0.8569225056414553,-1.3569225056414553,2021-05-27 22:00:00+00:00,2021-05-27 22:00:00+00:00,35.035,2021-05-27 22:05:00+00:00,35.03,2021-05-27 22:15:00+00:00,34.695,FAILED_RECLAIM,2021-05-27 22:10:00+00:00,-4.781615757921798,-5.031615757921798,False,False,-5.6385382635632535,-6.3885382635632535,False,False,FROZEN_OOS
CENTRAL,external,,2021-06-05 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,40.632,39.164,1.4679999999999964,-4.085449891711002,-4.335449891711002,-2.448808820633974,-2.6988088206339746,-6.534258712344975,-7.034258712344976,2021-06-06 09:20:00+00:00,2021-06-06 09:30:00+00:00,40.701,2021-06-06 09:35:00+00:00,40.695,2021-06-06 09:50:00+00:00,41.219199999999994,TARGET,,6.440594667649457,6.190594667649457,True,True,-0.09366404469551792,-0.8436640446955188,False,False,FROZEN_OOS
CENTRAL,external,,2021-07-01 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,34.175,32.852,1.3230000000000004,-2.574981711777557,-2.824981711777558,-1.4191660570591624,-1.6691660570591624,-3.9941477688367195,-4.49414776883672,2021-07-01 22:25:00+00:00,2021-07-01 22:45:00+00:00,34.177,2021-07-01 22:50:00+00:00,34.177,2021-07-01 23:00:00+00:00,33.822,FAILED_RECLAIM,2021-07-01 22:55:00+00:00,-5.193551218655779,-5.443551218655779,False,False,-9.1876989874925,-9.9376989874925,False,False,FROZEN_OOS
CENTRAL,external,,2021-07-14 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,31.18,30.33,0.8500000000000014,-5.259781911481687,-5.509781911481687,-0.43296985246954467,-0.6829698524695447,-5.6927517639512315,-6.1927517639512315,2021-07-15 00:05:00+00:00,2021-07-15 00:20:00+00:00,31.187,2021-07-15 00:25:00+00:00,31.185,2021-07-15 01:00:00+00:00,31.1,FAILED_RECLAIM,2021-07-15 00:55:00+00:00,-1.3628346961679916,-1.6128346961679916,False,False,-7.055586460119223,-7.805586460119223,False,False,FROZEN_OOS
CENTRAL,external,,2021-07-20 18:00:00+00:00,L5_BREAK_FAIL_LATE,RESIDUAL_LATENT_RECOVERABLE,RC30,30,23.941,22.65,1.2910000000000004,-1.5663506119209525,-1.8163506119209525,-1.670773986048979,-1.920773986048979,-3.2371245979699315,-3.7371245979699315,2021-07-21 03:50:00+00:00,2021-07-21 03:50:00+00:00,23.988,2021-07-21 03:55:00+00:00,23.994,2021-07-21 04:10:00+00:00,24.4574,TARGET,,9.656580811869597,9.406580811869597,True,True,6.419456213899666,5.669456213899666,True,True,FROZEN_OOS
CENTRAL,external,,2021-08-14 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,44.231,43.541,0.6900000000000048,-0.972168840858212,-1.222168840858212,-2.4191178132983437,-2.669117813298344,-3.3912866541565556,-3.8912866541565565,2021-08-15 00:35:00+00:00,2021-08-15 00:50:00+00:00,44.491,2021-08-15 00:55:00+00:00,44.495,2021-08-15 01:00:00+00:00,44.507000000000005,TARGET,,0.13484661197893377,-0.11515338802106623,True,False,-3.256440042177622,-4.006440042177623,False,False,FROZEN_OOS
CENTRAL,external,,2021-08-15 18:00:00+00:00,L5_BREAK_FAIL_LATE,RESIDUAL_LATENT_RECOVERABLE,RC30,30,52.8,46.635,6.164999999999999,-0.8143939393939204,-1.0643939393939204,-1.6003787878787756,-1.8503787878787756,-2.414772727272696,-2.914772727272696,2021-08-15 20:25:00+00:00,2021-08-15 20:30:00+00:00,53.071,2021-08-15 20:35:00+00:00,53.062,2021-08-15 21:00:00+00:00,52.584,FAILED_RECLAIM,2021-08-15 20:55:00+00:00,-4.504164939127753,-4.754164939127753,False,False,-6.918937666400449,-7.668937666400449,False,False,FROZEN_OOS
CENTRAL,external,,2021-08-23 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,73.246,71.6,1.6460000000000008,-1.8840619282963769,-2.1340619282963766,-0.6689785107719115,-0.9189785107719115,-2.5530404390682886,-3.053040439068288,2021-08-23 21:25:00+00:00,2021-08-23 21:25:00+00:00,73.324,2021-08-23 21:30:00+00:00,73.324,2021-08-23 21:35:00+00:00,73.9044,TARGET,,3.957776444274752,3.707776444274752,True,True,1.4047360052064635,0.6547360052064639,True,True,FROZEN_OOS
CENTRAL,external,,2021-08-25 18:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,71.576,67.003,4.572999999999993,-1.53682798703475,-1.78682798703475,-0.04889907231470092,-0.2988990723147009,-1.585727059349451,-2.085727059349451,2021-08-25 23:25:00+00:00,2021-08-25 23:25:00+00:00,71.67,2021-08-25 23:30:00+00:00,71.686,2021-08-25 23:40:00+00:00,71.475,FAILED_RECLAIM,2021-08-25 23:35:00+00:00,-1.4716960075887298,-1.7216960075887298,False,False,-3.0574230669381808,-3.8074230669381808,False,False,FROZEN_OOS
CENTRAL,external,,2021-08-28 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,96.607,91.525,5.081999999999994,-0.06210730071321,-0.31210730071321,-1.9408531472874802,-2.1908531472874806,-2.00296044800069,-2.5029604480006906,2021-08-29 00:00:00+00:00,2021-08-29 00:05:00+00:00,96.764,2021-08-29 00:10:00+00:00,96.754,2021-08-29 00:20:00+00:00,96.057,FAILED_RECLAIM,2021-08-29 00:15:00+00:00,-3.601918266945059,-3.8519182669450593,False,False,-5.604878714945749,-6.35487871494575,False,False,FROZEN_OOS
CENTRAL,external,,2021-09-04 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,143.722,136.038,7.683999999999997,-3.468501690764181,-3.718501690764181,-0.37224642017225085,-0.6222464201722508,-3.8407481109364316,-4.340748110936431,2021-09-05 02:10:00+00:00,2021-09-05 02:10:00+00:00,143.822,2021-09-05 02:15:00+00:00,143.838,2021-09-05 02:25:00+00:00,143.343,FAILED_RECLAIM,2021-09-05 02:20:00+00:00,-1.7206857714929247,-1.970685771492925,False,False,-5.561433882429356,-6.311433882429356,False,False,FROZEN_OOS
CENTRAL,external,,2021-09-17 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,145.99,138.61,7.3799999999999955,-0.6062059045141011,-0.8562059045141011,-0.45208575929861494,-0.7020857592986149,-1.058291663812716,-1.558291663812716,2021-09-17 23:30:00+00:00,2021-09-17 23:30:00+00:00,146.781,2021-09-17 23:35:00+00:00,146.768,2021-09-17 23:45:00+00:00,148.942,TARGET,,7.406246593262833,7.156246593262833,True,True,6.3479549294501165,5.5979549294501165,True,True,FROZEN_OOS
CENTRAL,external,,2021-09-29 18:00:00+00:00,L5_BREAK_FAIL_LATE,RESIDUAL_LATENT_RECOVERABLE,RC30,30,138.58,132.8,5.780000000000001,-1.0138548131043423,-1.2638548131043423,-1.0102467888584155,-1.2602467888584155,-2.024101601962758,-2.524101601962758,2021-09-30 02:40:00+00:00,2021-09-30 03:00:00+00:00,138.701,2021-09-30 03:05:00+00:00,138.712,2021-09-30 03:20:00+00:00,138.552,FAILED_RECLAIM,2021-09-30 03:15:00+00:00,-0.5767345290962345,-0.8267345290962345,False,False,-2.6008361310589923,-3.3508361310589923,False,False,FROZEN_OOS
CENTRAL,external,,2021-10-13 18:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,147.993,144.283,3.710000000000008,-0.0912205307007085,-0.3412205307007085,-0.8851770016149452,-1.1351770016149452,-0.9763975323156536,-1.4763975323156537,2021-10-14 00:55:00+00:00,2021-10-14 01:10:00+00:00,148.687,2021-10-14 01:15:00+00:00,148.691,2021-10-14 01:55:00+00:00,149.477,TARGET,,2.643065148529522,2.393065148529522,True,True,1.6666676162138683,0.9166676162138683,True,True,FROZEN_OOS
CENTRAL,external,,2021-10-24 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,191.5,185.5,6.0,-2.415143603133163,-2.6651436031331635,-0.9190600522193115,-1.1690600522193115,-3.3342036553524745,-3.834203655352475,2021-10-24 20:05:00+00:00,2021-10-24 20:10:00+00:00,191.702,2021-10-24 20:15:00+00:00,191.72,2021-10-24 20:25:00+00:00,190.903,FAILED_RECLAIM,2021-10-24 20:20:00+00:00,-2.1307114542040706,-2.3807114542040706,False,False,-5.464915109556545,-6.214915109556546,False,False,FROZEN_OOS
CENTRAL,external,,2021-11-01 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,205.202,199.81,5.391999999999996,-1.491213535930458,-1.741213535930458,-0.18274675685420183,-0.43274675685420183,-1.6739602927846597,-2.1739602927846597,2021-11-02 05:50:00+00:00,2021-11-02 05:50:00+00:00,205.241,2021-11-02 05:55:00+00:00,205.252,2021-11-02 06:15:00+00:00,205.173,FAILED_RECLAIM,2021-11-02 06:10:00+00:00,-0.19244635862258885,-0.44244635862258885,False,False,-1.8664066514072486,-2.6164066514072486,False,False,FROZEN_OOS
CENTRAL,external,,2021-11-02 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,214.728,203.919,10.808999999999996,-0.9546961737640358,-1.2046961737640358,-0.966338810029499,-1.216338810029499,-1.9210349837935348,-2.4210349837935348,2021-11-02 21:05:00+00:00,2021-11-02 21:15:00+00:00,215.17,2021-11-02 21:20:00+00:00,215.17,2021-11-02 21:30:00+00:00,214.679,FAILED_RECLAIM,2021-11-02 21:25:00+00:00,-1.1409583120323141,-1.3909583120323141,False,False,-3.061993295825849,-3.811993295825849,False,False,FROZEN_OOS
CENTRAL,external,,2021-11-12 18:00:00+00:00,L5_BREAK_FAIL_LATE,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,230.495,221.115,9.379999999999995,-1.848196273238012,-2.0981962732380124,-0.5813575131781712,-0.8313575131781712,-2.429553786416183,-2.9295537864161836,2021-11-12 20:20:00+00:00,2021-11-12 20:25:00+00:00,230.839,2021-11-12 20:30:00+00:00,230.84,2021-11-12 20:50:00+00:00,230.245,FAILED_RECLAIM,2021-11-12 20:45:00+00:00,-1.2887714434240416,-1.5387714434240416,False,False,-3.7183252298402247,-4.468325229840225,False,False,FROZEN_OOS
CENTRAL,external,,2021-11-23 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,224.7,213.581,11.119,-0.3226524254561491,-0.5726524254561491,-0.10458388963063836,-0.35458388963063836,-0.42723631508678744,-0.9272363150867875,2021-11-23 21:05:00+00:00,2021-11-23 21:10:00+00:00,225.284,2021-11-23 21:15:00+00:00,225.289,2021-11-23 21:25:00+00:00,224.377,FAILED_RECLAIM,2021-11-23 21:20:00+00:00,-2.0240668652263816,-2.2740668652263816,False,False,-2.451303180313169,-3.201303180313169,False,False,FROZEN_OOS
CENTRAL,external,,2021-12-05 18:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,195.335,181.205,14.129999999999995,-4.694499193692914,-4.944499193692914,-1.377121355619848,-1.627121355619848,-6.071620549312762,-6.571620549312762,2021-12-05 23:45:00+00:00,2021-12-05 23:45:00+00:00,196.441,2021-12-05 23:50:00+00:00,196.436,2021-12-06 00:05:00+00:00,194.844,FAILED_RECLAIM,2021-12-06 00:00:00+00:00,-4.052210389134392,-4.302210389134392,False,False,-10.123830938447153,-10.873830938447153,False,False,FROZEN_OOS
CENTRAL,external,,2021-12-25 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,192.94,189.27,3.669999999999988,-0.5182958432672913,-0.7682958432672913,-0.15548875298021514,-0.40548875298021514,-0.6737845962475064,-1.1737845962475064,2021-12-26 00:05:00+00:00,2021-12-26 00:05:00+00:00,193.91,2021-12-26 00:10:00+00:00,193.92,2021-12-26 00:15:00+00:00,194.408,TARGET,,1.258250825082463,1.008250825082463,True,True,0.5844662288349567,-0.1655337711650433,True,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-01-04 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,217.04,213.45,3.5900000000000034,-0.4607445632141549,-0.7107445632141549,-0.7371913011426368,-0.9871913011426368,-1.1979358643567917,-1.6979358643567917,2025-01-05 00:25:00+00:00,2025-01-05 00:30:00+00:00,217.43,2025-01-05 00:35:00+00:00,217.44,2025-01-05 00:50:00+00:00,216.87,FAILED_RECLAIM,2025-01-05 00:45:00+00:00,-1.3107064017660042,-1.5607064017660042,False,False,-2.508642266122796,-3.258642266122796,False,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-01-25 18:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,258.08,248.91,9.169999999999987,-0.3487290762554385,-0.5987290762554385,0.019373837569780505,-0.2306261624302195,-0.32935523868565797,-0.829355238685658,2025-01-25 20:55:00+00:00,2025-01-25 21:00:00+00:00,258.87,2025-01-25 21:05:00+00:00,258.87,2025-01-25 21:25:00+00:00,258.01,FAILED_RECLAIM,2025-01-25 21:20:00+00:00,-1.6610653996214642,-1.9110653996214642,False,False,-1.9904206383071221,-2.740420638307122,False,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-01-26 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,256.65,253.16,3.4899999999999807,-0.0584453535943385,-0.3084453535943385,-0.07792713812576624,-0.32792713812576624,-0.13637249172010474,-0.6363724917201048,2025-01-26 18:50:00+00:00,2025-01-26 19:00:00+00:00,256.96,2025-01-26 19:05:00+00:00,256.97,2025-01-26 19:15:00+00:00,256.6,FAILED_RECLAIM,2025-01-26 19:10:00+00:00,-0.7199283963108538,-0.9699283963108538,False,False,-0.8563008880309586,-1.6063008880309586,False,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-02-08 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,RC30,30,196.79,192.67,4.1200000000000045,-0.0508155902230189,-0.3008155902230189,-0.3811169266731418,-0.6311169266731418,-0.4319325168961607,-0.9319325168961607,2025-02-08 19:10:00+00:00,2025-02-08 19:10:00+00:00,197.18,2025-02-08 19:15:00+00:00,197.19,2025-02-08 19:50:00+00:00,196.78,FAILED_RECLAIM,2025-02-08 19:45:00+00:00,-1.0396064709163877,-1.2896064709163877,False,False,-1.4715389878125484,-2.2215389878125484,False,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-02-15 18:00:00+00:00,L0_NEVER_BREAK_REFERENCE_INVALIDATION,RESIDUAL_LATENT_RECOVERABLE,RC30,30,194.93,193.15,1.7800000000000011,-5.181347150259086,-5.431347150259086,-0.5643051351767459,-0.8143051351767459,-5.745652285435831,-6.245652285435831,2025-02-16 00:45:00+00:00,2025-02-16 00:55:00+00:00,194.94,2025-02-16 01:00:00+00:00,194.94,2025-02-16 01:10:00+00:00,194.42,FAILED_RECLAIM,2025-02-16 01:05:00+00:00,-1.33374371601519,-1.58374371601519,False,False,-7.0793960014510215,-7.8293960014510215,False,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-02-25 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,145.0,134.4,10.599999999999994,-3.5862068965517024,-3.836206896551703,-0.48275862068958286,-0.7327586206895829,-4.068965517241285,-4.568965517241286,2025-02-25 20:45:00+00:00,2025-02-25 20:45:00+00:00,145.04,2025-02-25 20:50:00+00:00,145.04,2025-02-25 21:00:00+00:00,144.53,FAILED_RECLAIM,2025-02-25 20:55:00+00:00,-1.758135686707074,-2.0081356867070745,False,False,-5.827101203948359,-6.57710120394836,False,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-03-11 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,126.71,118.53,8.179999999999993,-0.7102833241259265,-0.9602833241259264,-0.1973009233683376,-0.4473009233683376,-0.9075842474942641,-1.4075842474942641,2025-03-11 20:40:00+00:00,2025-03-11 20:40:00+00:00,127.0,2025-03-11 20:45:00+00:00,127.0,2025-03-11 20:55:00+00:00,126.47,FAILED_RECLAIM,2025-03-11 20:50:00+00:00,-2.0866141732283627,-2.336614173228363,False,False,-2.994198420722627,-3.7441984207226273,False,False,FROZEN_OOS
CENTRAL,reference_validation,,2025-03-14 18:00:00+00:00,L5_BREAK_FAIL_LATE,RESIDUAL_TRUE_FAILURE_PROXY,RC30,30,133.77,127.5,6.27000000000001,-0.4485310607759696,-0.6985310607759696,-0.7101741795619287,-0.9601741795619287,-1.1587052403378983,-1.6587052403378983,2025-03-14 21:10:00+00:00,2025-03-14 21:30:00+00:00,133.93,2025-03-14 21:35:00+00:00,133.93,2025-03-14 23:45:00+00:00,133.58,FAILED_RECLAIM,2025-03-14 23:40:00+00:00,-1.3066527290375163,-1.5566527290375163,False,False,-2.4653579693754146,-3.2153579693754146,False,False,FROZEN_OOS
