partition,reference_start,execution_start,breakout_ts,entry_ts,H,L,R,E20,F35,eligible,skip_reason,entry_price,exit_ts,exit_price,exit_reason,net_pnl,win,net_pnl_5bps,win_5bps
development,2024-04-04 08:00:00+00:00,2024-04-04 13:30:00+00:00,2024-04-04 14:40:00+00:00,2024-04-04 14:45:00+00:00,3383.0,3320.91,62.090000000000146,3395.418,3342.6414999999997,True,,3388.53,2024-04-04 14:45:00+00:00,3395.418,TARGET_E20,0.6163699303237239,True,0.11560394338689972,True
development,2024-05-24 08:00:00+00:00,2024-05-24 13:30:00+00:00,2024-05-24 15:15:00+00:00,2024-05-24 15:20:00+00:00,3728.58,3627.0,101.57999999999993,3748.8959999999997,3662.553,True,,3734.41,2024-05-24 16:40:00+00:00,3660.55,CLOSE_BELOW_F35,-10.289112336352979,False,-10.778978291039232,False
development,2024-08-12 08:00:00+00:00,2024-08-12 13:30:00+00:00,2024-08-12 14:35:00+00:00,2024-08-12 14:40:00+00:00,2698.85,2556.62,142.23000000000002,2727.296,2606.4004999999997,True,,2706.79,2024-08-12 20:00:00+00:00,2659.0,SESSION_END,-9.227799718485741,False,-9.718726455398663,False
development,2024-08-15 08:00:00+00:00,2024-08-15 13:30:00+00:00,2024-08-15 15:45:00+00:00,2024-08-15 15:50:00+00:00,2666.65,2604.29,62.36000000000013,2679.1220000000003,2626.116,True,,2668.64,2024-08-15 17:55:00+00:00,2612.68,CLOSE_BELOW_F35,-10.884741291444334,False,-11.374011914841098,False
development,2024-11-21 08:00:00+00:00,2024-11-21 13:30:00+00:00,2024-11-21 18:55:00+00:00,2024-11-21 19:00:00+00:00,3370.0,3120.14,249.86000000000013,3419.972,3207.591,True,,3382.34,2024-11-21 20:00:00+00:00,3349.99,SESSION_END,-5.182192210126768,False,-5.677162532755231,False
development,2024-11-29 08:00:00+00:00,2024-11-29 13:30:00+00:00,2024-11-29 14:40:00+00:00,2024-11-29 14:45:00+00:00,3618.0,3547.58,70.42000000000007,3632.084,3572.227,True,,3622.12,2024-11-29 14:50:00+00:00,3632.084,TARGET_E20,0.9754375890362436,True,0.4743127138848283,True
development,2024-12-13 08:00:00+00:00,2024-12-13 13:30:00+00:00,2024-12-13 14:30:00+00:00,2024-12-13 14:35:00+00:00,3931.47,3870.85,60.61999999999989,3943.5939999999996,3892.067,True,,3935.0,2024-12-13 14:40:00+00:00,3943.5939999999996,TARGET_E20,0.6919949174078569,True,0.19115334327752842,True
reference_validation,2025-01-01 08:00:00+00:00,2025-01-01 13:30:00+00:00,2025-01-01 16:05:00+00:00,2025-01-01 16:10:00+00:00,3352.78,3312.62,40.16000000000031,3360.8120000000004,3326.676,True,,3353.01,2025-01-01 17:15:00+00:00,3324.77,CLOSE_BELOW_F35,-4.611141630952542,False,-5.106682718777611,False
reference_validation,2025-01-30 08:00:00+00:00,2025-01-30 13:30:00+00:00,2025-01-30 13:55:00+00:00,2025-01-30 14:00:00+00:00,3261.66,3180.0,81.65999999999985,3277.9919999999997,3208.581,True,,3261.73,2025-01-30 14:55:00+00:00,3277.9919999999997,TARGET_E20,2.0928488869403465,True,1.5906071589175235,True
reference_validation,2025-02-04 08:00:00+00:00,2025-02-04 13:30:00+00:00,2025-02-04 14:35:00+00:00,2025-02-04 14:40:00+00:00,2832.7,2675.28,157.41999999999962,2864.1839999999997,2730.377,True,,2835.56,2025-02-04 19:15:00+00:00,2864.1839999999997,TARGET_E20,4.647327512025856,True,4.142532581978897,True
reference_validation,2025-02-20 08:00:00+00:00,2025-02-20 13:30:00+00:00,2025-02-20 14:00:00+00:00,2025-02-20 14:05:00+00:00,2746.0,2723.72,22.2800000000002,2750.456,2731.518,False,ENTRY_OPEN_AT_OR_ABOVE_TARGET,2754.95,,,,,False,,False
reference_validation,2025-04-24 08:00:00+00:00,2025-04-24 13:30:00+00:00,2025-04-24 14:00:00+00:00,2025-04-24 14:05:00+00:00,1759.88,1721.22,38.66000000000008,1767.612,1734.751,True,,1764.4,2025-04-24 14:05:00+00:00,1767.612,TARGET_E20,0.5102244389027625,True,0.009564544411100662,True
reference_validation,2025-05-08 08:00:00+00:00,2025-05-08 13:30:00+00:00,2025-05-08 14:00:00+00:00,2025-05-08 14:05:00+00:00,1976.56,1925.0,51.559999999999945,1986.8719999999998,1943.046,True,,1980.8,2025-05-08 14:30:00+00:00,1986.8719999999998,TARGET_E20,1.1327140549272756,True,0.6314319819089146,True
reference_validation,2025-05-21 08:00:00+00:00,2025-05-21 13:30:00+00:00,2025-05-21 14:50:00+00:00,2025-05-21 14:55:00+00:00,2561.48,2513.21,48.26999999999998,2571.134,2530.1045,True,,2565.62,2025-05-21 14:55:00+00:00,2571.134,TARGET_E20,0.6745940552381317,True,0.17376987327395488,True
reference_validation,2025-05-27 08:00:00+00:00,2025-05-27 13:30:00+00:00,2025-05-27 17:05:00+00:00,2025-05-27 17:10:00+00:00,2683.76,2606.7,77.0600000000004,2699.1720000000005,2633.671,True,,2688.26,2025-05-27 17:40:00+00:00,2699.1720000000005,TARGET_E20,1.6295655926139134,True,1.1277869163594638,True
reference_validation,2025-06-24 08:00:00+00:00,2025-06-24 13:30:00+00:00,2025-06-24 16:40:00+00:00,2025-06-24 16:45:00+00:00,2450.0,2374.9,75.09999999999991,2465.02,2401.185,False,ENTRY_OPEN_AT_OR_ABOVE_TARGET,2469.58,,,,,False,,False
reference_validation,2025-07-18 08:00:00+00:00,2025-07-18 13:30:00+00:00,2025-07-18 14:05:00+00:00,2025-07-18 14:10:00+00:00,3654.99,3584.0,70.98999999999978,3669.1879999999996,3608.8465,True,,3663.35,2025-07-18 14:10:00+00:00,3669.1879999999996,TARGET_E20,0.3968116614573972,True,-0.1037348769348686,False
reference_validation,2025-08-12 08:00:00+00:00,2025-08-12 13:30:00+00:00,2025-08-12 15:25:00+00:00,2025-08-12 15:30:00+00:00,4428.39,4255.56,172.82999999999993,4462.956,4316.0505,True,,4430.96,2025-08-12 15:50:00+00:00,4462.956,TARGET_E20,3.2105042699550173,True,2.7071454450976034,True
reference_validation,2025-08-18 08:00:00+00:00,2025-08-18 13:30:00+00:00,2025-08-18 17:30:00+00:00,2025-08-18 17:35:00+00:00,4366.91,4224.1,142.8099999999995,4395.472,4274.083500000001,True,,4370.57,2025-08-18 20:00:00+00:00,4353.37,SESSION_END,-2.367706729328167,False,-2.8654901308979737,False
reference_validation,2025-10-02 08:00:00+00:00,2025-10-02 13:30:00+00:00,2025-10-02 15:50:00+00:00,2025-10-02 15:55:00+00:00,4416.96,4366.34,50.61999999999989,4427.084,4384.057,False,ENTRY_OPEN_AT_OR_ABOVE_TARGET,4428.97,,,,,False,,False
reference_validation,2025-10-03 08:00:00+00:00,2025-10-03 13:30:00+00:00,2025-10-03 15:30:00+00:00,2025-10-03 15:35:00+00:00,4493.08,4426.0,67.07999999999993,4506.496,4449.478,True,,4502.55,2025-10-03 15:45:00+00:00,4506.496,TARGET_E20,0.038196133302204394,True,-0.46199196877998416,False
reference_validation,2025-10-14 08:00:00+00:00,2025-10-14 13:30:00+00:00,2025-10-14 15:40:00+00:00,2025-10-14 15:45:00+00:00,4013.42,3885.09,128.32999999999993,4039.0860000000002,3930.0055,True,,4020.55,2025-10-14 15:45:00+00:00,4039.0860000000002,TARGET_E20,1.9051572546044508,True,1.4031031244150065,True
reference_validation,2025-11-14 08:00:00+00:00,2025-11-14 13:30:00+00:00,2025-11-14 15:45:00+00:00,2025-11-14 15:50:00+00:00,3217.8,3068.0,149.80000000000018,3247.76,3120.4300000000003,True,,3220.19,2025-11-14 16:25:00+00:00,3247.76,TARGET_E20,3.88080330663716,True,3.376774517725068,True
reference_validation,2025-11-21 08:00:00+00:00,2025-11-21 13:30:00+00:00,2025-11-21 14:30:00+00:00,2025-11-21 14:35:00+00:00,2760.87,2620.0,140.8699999999999,2789.044,2669.3045,True,,2768.17,2025-11-21 17:05:00+00:00,2789.044,TARGET_E20,3.3703609243651127,True,2.866842322741659,True
reference_validation,2025-11-24 08:00:00+00:00,2025-11-24 13:30:00+00:00,2025-11-24 15:30:00+00:00,2025-11-24 15:35:00+00:00,2841.92,2786.01,55.909999999999854,2853.102,2805.5785,True,,2842.56,2025-11-24 15:45:00+00:00,2853.102,TARGET_E20,1.4543144208037488,True,0.9527109081392652,True
reference_validation,2025-11-28 08:00:00+00:00,2025-11-28 13:30:00+00:00,2025-11-28 14:25:00+00:00,2025-11-28 14:30:00+00:00,3080.0,2999.7,80.30000000000018,3096.06,3027.805,True,,3090.97,2025-11-28 14:30:00+00:00,3096.06,TARGET_E20,0.42336612778510785,True,-0.07720695180273263,False
reference_validation,2026-02-02 08:00:00+00:00,2026-02-02 13:30:00+00:00,2026-02-02 14:30:00+00:00,2026-02-02 14:35:00+00:00,2328.0,2227.56,100.44000000000005,2348.088,2262.714,True,,2342.46,2026-02-02 14:35:00+00:00,2348.088,TARGET_E20,0.8013011961784503,True,0.3003503703951752,True
reference_validation,2026-02-11 08:00:00+00:00,2026-02-11 13:30:00+00:00,2026-02-11 14:00:00+00:00,2026-02-11 14:05:00+00:00,1966.73,1930.39,36.33999999999992,1973.998,1943.1090000000002,False,ENTRY_OPEN_AT_OR_ABOVE_TARGET,1977.77,,,,,False,,False
reference_validation,2026-03-12 08:00:00+00:00,2026-03-12 13:30:00+00:00,2026-03-12 14:00:00+00:00,2026-03-12 14:05:00+00:00,2075.65,2036.75,38.90000000000009,2083.4300000000003,2050.3650000000002,True,,2076.88,2026-03-12 14:15:00+00:00,2083.4300000000003,TARGET_E20,1.176884557605629,True,0.6755583361589105,True
reference_validation,2026-03-16 08:00:00+00:00,2026-03-16 13:30:00+00:00,2026-03-16 17:10:00+00:00,2026-03-16 17:15:00+00:00,2302.99,2233.0,69.98999999999978,2316.988,2257.4964999999997,True,,2303.8,2026-03-16 17:45:00+00:00,2316.988,TARGET_E20,2.4622276239256284,True,1.959616701762879,True
reference_validation,2026-04-22 08:00:00+00:00,2026-04-22 13:30:00+00:00,2026-04-22 13:55:00+00:00,2026-04-22 14:00:00+00:00,2414.99,2382.15,32.83999999999969,2421.5579999999995,2393.644,True,,2416.32,2026-04-22 14:00:00+00:00,2421.5579999999995,TARGET_E20,0.683879618593464,True,0.18304615570636817,True
reference_validation,2026-05-01 08:00:00+00:00,2026-05-01 13:30:00+00:00,2026-05-01 13:50:00+00:00,2026-05-01 13:55:00+00:00,2314.68,2275.68,39.0,2322.48,2289.33,True,,2316.83,2026-05-01 13:55:00+00:00,2322.48,TARGET_E20,0.819338492681854,True,0.31836963861626744,True
reference_validation,2026-07-03 08:00:00+00:00,2026-07-03 13:30:00+00:00,2026-07-03 19:35:00+00:00,2026-07-03 19:40:00+00:00,1748.67,1714.9,33.76999999999998,1755.424,1726.7195000000002,True,,1749.75,2026-07-03 20:00:00+00:00,1744.79,SESSION_END,-1.8173453350478925,False,-2.315678822968836,False
