partition,zone,reference_start,check,actual,expected,pass
development,ALT_0330,2023-05-30 03:30:00+00:00,L,27659.3,27659.3,True
development,LONDON,2023-06-19 08:00:00+00:00,H,26569.7,26569.7,True
development,LONDON,2023-06-19 08:00:00+00:00,L,26350.2,26350.2,True
development,RAW_2330,2023-07-11 23:30:00+00:00,H,30672.0,30672.0,True
development,RAW_2330,2023-07-11 23:30:00+00:00,L,30485.0,30485.0,True
development,RAW_0530,2023-07-12 05:30:00+00:00,H,30849.2,30849.2,True
development,RAW_0530,2023-07-12 05:30:00+00:00,L,30600.0,30600.0,True
development,RAW_2330,2023-07-19 23:30:00+00:00,H,30037.9,30037.9,True
development,RAW_2330,2023-07-19 23:30:00+00:00,L,29866.0,29866.0,True
development,ALT_0330,2023-07-26 03:30:00+00:00,H,29315.0,29315.0,True
development,ALT_0330,2023-07-26 03:30:00+00:00,L,29100.0,29100.0,True
development,RAW_0530,2023-07-26 05:30:00+00:00,H,29315.0,29315.0,True
development,RAW_0530,2023-07-26 05:30:00+00:00,L,29100.0,29100.0,True
development,RAW_0530,2023-07-28 05:30:00+00:00,H,29227.0,29227.0,True
development,RAW_0530,2023-07-28 05:30:00+00:00,L,29112.8,29112.8,True
development,RAW_0530,2023-08-03 05:30:00+00:00,H,29193.5,29193.5,True
development,RAW_0530,2023-08-03 05:30:00+00:00,L,28955.4,28955.4,True
development,LONDON,2023-08-03 08:00:00+00:00,H,29193.5,29193.5,True
development,LONDON,2023-08-03 08:00:00+00:00,L,28955.4,28955.4,True
development,RAW_0530,2023-08-10 05:30:00+00:00,H,29613.2,29613.2,True
development,RAW_0530,2023-08-10 05:30:00+00:00,L,29461.4,29461.4,True
development,RAW_2330,2023-08-13 23:30:00+00:00,H,29443.6,29443.6,True
development,RAW_2330,2023-08-13 23:30:00+00:00,L,29070.0,29070.0,True
development,ALT_0330,2023-08-25 03:30:00+00:00,H,26102.9,26102.9,True
development,ALT_0330,2023-08-25 03:30:00+00:00,L,25960.0,25960.0,True
development,LONDON,2023-09-14 08:00:00+00:00,H,26790.0,26790.0,True
development,LONDON,2023-09-14 08:00:00+00:00,L,26253.0,26253.0,True
development,RAW_2330,2023-10-09 23:30:00+00:00,H,27695.1,27695.1,True
development,RAW_2330,2023-10-09 23:30:00+00:00,L,27482.0,27482.0,True
development,RAW_2330,2023-10-19 23:30:00+00:00,H,29400.0,29400.0,True
development,RAW_2330,2023-10-19 23:30:00+00:00,L,28560.0,28560.0,True
development,RAW_0530,2023-10-23 05:30:00+00:00,H,30990.0,30990.0,True
development,RAW_0530,2023-10-23 05:30:00+00:00,L,30333.0,30333.0,True
development,ALT_0330,2023-10-31 03:30:00+00:00,H,34437.8,34437.8,True
development,ALT_0330,2023-10-31 03:30:00+00:00,L,34016.8,34016.8,True
development,ALT_0330,2023-11-09 03:30:00+00:00,H,36884.0,36884.0,True
development,ALT_0330,2023-11-09 03:30:00+00:00,L,36374.5,36374.5,True
development,RAW_0530,2023-11-17 05:30:00+00:00,H,36465.4,36465.4,True
development,RAW_0530,2023-11-17 05:30:00+00:00,L,36129.4,36129.4,True
development,ALT_0330,2023-11-23 03:30:00+00:00,H,37527.0,37527.0,True
development,ALT_0330,2023-11-23 03:30:00+00:00,L,37275.0,37275.0,True
development,RAW_0530,2023-12-27 05:30:00+00:00,H,43265.3,43265.3,True
development,RAW_0530,2023-12-27 05:30:00+00:00,L,42335.0,42335.0,True
development,ALT_0330,2023-12-29 03:30:00+00:00,H,42839.1,42839.1,True
development,ALT_0330,2023-12-29 03:30:00+00:00,L,42253.2,42253.2,True
development,LONDON,2024-01-08 08:00:00+00:00,H,45180.0,45180.0,True
development,LONDON,2024-01-08 08:00:00+00:00,L,43629.7,43629.7,True
development,LONDON,2024-01-09 08:00:00+00:00,H,47080.0,47080.0,True
development,LONDON,2024-01-09 08:00:00+00:00,L,45400.0,45400.0,True
development,RAW_0530,2024-01-16 05:30:00+00:00,H,43164.9,43164.9,True
development,RAW_0530,2024-01-16 05:30:00+00:00,L,42600.5,42600.5,True
development,RAW_2330,2024-01-17 23:30:00+00:00,H,42797.0,42797.0,True
development,RAW_2330,2024-01-17 23:30:00+00:00,L,42515.0,42515.0,True
development,RAW_0530,2024-01-30 05:30:00+00:00,H,43497.4,43497.4,True
development,RAW_0530,2024-01-30 05:30:00+00:00,L,43200.4,43200.4,True
development,RAW_2330,2024-02-04 23:30:00+00:00,H,42826.0,42826.0,True
development,RAW_2330,2024-02-04 23:30:00+00:00,L,42235.1,42235.1,True
development,RAW_2330,2024-02-07 23:30:00+00:00,H,44795.1,44795.1,True
development,RAW_2330,2024-02-07 23:30:00+00:00,L,44145.9,44145.9,True
development,LONDON,2024-02-28 08:00:00+00:00,H,61127.0,61127.0,True
development,LONDON,2024-02-28 08:00:00+00:00,L,58226.9,58226.9,True
development,RAW_2330,2024-02-29 23:30:00+00:00,H,61842.2,61842.2,True
development,RAW_2330,2024-02-29 23:30:00+00:00,L,60844.8,60844.8,True
development,ALT_0330,2024-03-04 03:30:00+00:00,H,65690.9,65690.9,True
development,ALT_0330,2024-03-04 03:30:00+00:00,L,63249.1,63249.1,True
development,LONDON,2024-03-20 08:00:00+00:00,H,64380.0,64380.0,True
development,LONDON,2024-03-20 08:00:00+00:00,L,62676.6,62676.6,True
development,ALT_0330,2024-03-28 03:30:00+00:00,H,70924.0,70924.0,True
development,ALT_0330,2024-03-28 03:30:00+00:00,L,69116.6,69116.6,True
development,RAW_0530,2024-03-28 05:30:00+00:00,H,70993.5,70993.5,True
development,RAW_0530,2024-03-28 05:30:00+00:00,L,69667.7,69667.7,True
development,RAW_2330,2024-06-06 23:30:00+00:00,H,71298.5,71298.5,True
development,RAW_2330,2024-06-06 23:30:00+00:00,L,70700.0,70700.0,True
development,RAW_0530,2024-06-27 05:30:00+00:00,H,61500.0,61500.0,True
development,RAW_0530,2024-06-27 05:30:00+00:00,L,60605.0,60605.0,True
development,LONDON,2024-06-27 08:00:00+00:00,H,61830.0,61830.0,True
development,LONDON,2024-06-27 08:00:00+00:00,L,60730.0,60730.0,True
development,ALT_0330,2024-07-05 03:30:00+00:00,H,55501.9,55501.9,True
development,ALT_0330,2024-07-05 03:30:00+00:00,L,53329.5,53329.5,True
development,RAW_2330,2024-07-10 23:30:00+00:00,H,58380.0,58380.0,True
development,RAW_2330,2024-07-10 23:30:00+00:00,L,57030.0,57030.0,True
development,RAW_0530,2024-07-16 05:30:00+00:00,H,64142.1,64142.1,True
development,RAW_0530,2024-07-16 05:30:00+00:00,L,62350.0,62350.0,True
development,RAW_2330,2024-07-28 23:30:00+00:00,H,69782.2,69782.2,True
development,RAW_2330,2024-07-28 23:30:00+00:00,L,68067.4,68067.4,True
development,RAW_0530,2024-08-05 05:30:00+00:00,H,53843.6,53843.6,True
development,RAW_0530,2024-08-05 05:30:00+00:00,L,48888.0,48888.0,True
development,ALT_0330,2024-08-07 03:30:00+00:00,H,57460.0,57460.0,True
development,ALT_0330,2024-08-07 03:30:00+00:00,L,56510.0,56510.0,True
development,RAW_0530,2024-08-08 05:30:00+00:00,H,57550.5,57550.5,True
development,RAW_0530,2024-08-08 05:30:00+00:00,L,56757.1,56757.1,True
development,LONDON,2024-08-16 08:00:00+00:00,H,58908.5,58908.5,True
development,LONDON,2024-08-16 08:00:00+00:00,L,57500.0,57500.0,True
development,LONDON,2024-08-19 08:00:00+00:00,H,58940.0,58940.0,True
development,LONDON,2024-08-19 08:00:00+00:00,L,57750.0,57750.0,True
development,RAW_0530,2024-08-30 05:30:00+00:00,H,59637.4,59637.4,True
development,RAW_0530,2024-08-30 05:30:00+00:00,L,58681.7,58681.7,True
development,RAW_0530,2024-09-09 05:30:00+00:00,H,55549.0,55549.0,True
development,RAW_0530,2024-09-09 05:30:00+00:00,L,54557.0,54557.0,True
development,RAW_0530,2024-09-10 05:30:00+00:00,H,57366.0,57366.0,True
development,RAW_0530,2024-09-10 05:30:00+00:00,L,56737.0,56737.0,True
development,LONDON,2024-09-19 08:00:00+00:00,H,63369.6,63369.6,True
development,LONDON,2024-09-19 08:00:00+00:00,L,61851.3,61851.3,True
development,RAW_2330,2024-09-30 23:30:00+00:00,H,63850.0,63850.0,True
development,RAW_2330,2024-09-30 23:30:00+00:00,L,62825.0,62825.0,True
development,RAW_0530,2024-10-11 05:30:00+00:00,H,61213.0,61213.0,True
development,RAW_0530,2024-10-11 05:30:00+00:00,L,60561.4,60561.4,True
development,RAW_0530,2024-10-14 05:30:00+00:00,H,65000.0,65000.0,True
development,RAW_0530,2024-10-14 05:30:00+00:00,L,63752.8,63752.8,True
development,RAW_2330,2024-10-17 23:30:00+00:00,H,68268.0,68268.0,True
development,RAW_2330,2024-10-17 23:30:00+00:00,L,67165.0,67165.0,True
development,RAW_0530,2024-10-24 05:30:00+00:00,H,67457.0,67457.0,True
development,RAW_0530,2024-10-24 05:30:00+00:00,L,66700.0,66700.0,True
development,RAW_2330,2024-11-19 23:30:00+00:00,H,92459.2,92459.2,True
development,RAW_2330,2024-11-19 23:30:00+00:00,L,91500.0,91500.0,True
development,RAW_2330,2024-12-10 23:30:00+00:00,H,97643.0,97643.0,True
development,RAW_2330,2024-12-10 23:30:00+00:00,L,95650.0,95650.0,True
development,RAW_2330,2024-12-12 23:30:00+00:00,H,100333.0,100333.0,True
development,RAW_2330,2024-12-12 23:30:00+00:00,L,99149.6,99149.6,True
development,ALT_0330,2024-12-19 03:30:00+00:00,H,101816.7,101816.7,True
development,ALT_0330,2024-12-19 03:30:00+00:00,L,100613.2,100613.2,True
development,RAW_2330,2024-12-22 23:30:00+00:00,H,96488.8,96488.8,True
development,RAW_2330,2024-12-22 23:30:00+00:00,L,93655.3,93655.3,True
development,LONDON,2024-12-31 08:00:00+00:00,H,96032.1,96032.1,True
development,LONDON,2024-12-31 08:00:00+00:00,L,92800.0,92800.0,True
reference_validation,RAW_0530,2025-01-01 05:30:00+00:00,H,93914.7,93914.7,True
reference_validation,RAW_0530,2025-01-01 05:30:00+00:00,L,92796.5,92796.5,True
reference_validation,LONDON,2025-01-02 08:00:00+00:00,H,96991.8,96991.8,True
reference_validation,LONDON,2025-01-02 08:00:00+00:00,L,95612.5,95612.5,True
reference_validation,RAW_2330,2025-01-16 23:30:00+00:00,H,102133.7,102133.7,True
reference_validation,RAW_2330,2025-01-16 23:30:00+00:00,L,99760.0,99760.0,True
reference_validation,RAW_2330,2025-01-19 23:30:00+00:00,H,102792.8,102792.8,True
reference_validation,RAW_2330,2025-01-19 23:30:00+00:00,L,99501.0,99501.0,True
reference_validation,RAW_0530,2025-02-20 05:30:00+00:00,H,97332.9,97332.9,True
reference_validation,RAW_0530,2025-02-20 05:30:00+00:00,L,96743.8,96743.8,True
reference_validation,RAW_2330,2025-03-04 23:30:00+00:00,H,87850.0,87850.0,True
reference_validation,RAW_2330,2025-03-04 23:30:00+00:00,L,86328.0,86328.0,True
reference_validation,RAW_0530,2025-03-07 05:30:00+00:00,H,89666.0,89666.0,True
reference_validation,RAW_0530,2025-03-07 05:30:00+00:00,L,87763.8,87763.8,True
reference_validation,RAW_2330,2025-03-09 23:30:00+00:00,H,82694.2,82694.2,True
reference_validation,RAW_2330,2025-03-09 23:30:00+00:00,L,80001.0,80001.0,True
reference_validation,RAW_0530,2025-03-11 05:30:00+00:00,H,81874.9,81874.9,True
reference_validation,RAW_0530,2025-03-11 05:30:00+00:00,L,80019.5,80019.5,True
reference_validation,LONDON,2025-03-19 08:00:00+00:00,H,84325.2,84325.2,True
reference_validation,LONDON,2025-03-19 08:00:00+00:00,L,83137.8,83137.8,True
reference_validation,ALT_0330,2025-03-24 03:30:00+00:00,H,87475.5,87475.5,True
reference_validation,ALT_0330,2025-03-24 03:30:00+00:00,L,86188.0,86188.0,True
reference_validation,RAW_2330,2025-03-25 23:30:00+00:00,H,87864.4,87864.4,True
reference_validation,RAW_2330,2025-03-25 23:30:00+00:00,L,86980.0,86980.0,True
reference_validation,RAW_0530,2025-04-07 05:30:00+00:00,H,77550.6,77550.6,True
reference_validation,RAW_0530,2025-04-07 05:30:00+00:00,L,74457.0,74457.0,True
reference_validation,RAW_2330,2025-04-22 23:30:00+00:00,H,93864.9,93864.9,True
reference_validation,RAW_2330,2025-04-22 23:30:00+00:00,L,92552.0,92552.0,True
reference_validation,ALT_0330,2025-04-24 03:30:00+00:00,H,93237.9,93237.9,True
reference_validation,ALT_0330,2025-04-24 03:30:00+00:00,L,91619.0,91619.0,True
reference_validation,ALT_0330,2025-04-25 03:30:00+00:00,H,93859.6,93859.6,True
reference_validation,ALT_0330,2025-04-25 03:30:00+00:00,L,92959.2,92959.2,True
reference_validation,ALT_0330,2025-05-01 03:30:00+00:00,H,95174.9,95174.9,True
reference_validation,ALT_0330,2025-05-01 03:30:00+00:00,L,94660.2,94660.2,True
reference_validation,RAW_0530,2025-05-16 05:30:00+00:00,H,104150.0,104150.0,True
reference_validation,RAW_0530,2025-05-16 05:30:00+00:00,L,103062.3,103062.3,True
reference_validation,ALT_0330,2025-06-09 03:30:00+00:00,H,105906.6,105906.6,True
reference_validation,ALT_0330,2025-06-09 03:30:00+00:00,L,105265.0,105265.0,True
reference_validation,LONDON,2025-06-09 08:00:00+00:00,H,107912.8,107912.8,True
reference_validation,LONDON,2025-06-09 08:00:00+00:00,L,105429.2,105429.2,True
reference_validation,ALT_0330,2025-07-02 03:30:00+00:00,H,107717.0,107717.0,True
reference_validation,ALT_0330,2025-07-02 03:30:00+00:00,L,106026.5,106026.5,True
reference_validation,RAW_2330,2025-07-16 23:30:00+00:00,H,119151.3,119151.3,True
reference_validation,RAW_2330,2025-07-16 23:30:00+00:00,L,117663.6,117663.6,True
reference_validation,LONDON,2025-07-22 08:00:00+00:00,H,119475.2,119475.2,True
reference_validation,LONDON,2025-07-22 08:00:00+00:00,L,117441.5,117441.5,True
reference_validation,RAW_0530,2025-08-18 05:30:00+00:00,H,115684.5,115684.5,True
reference_validation,RAW_0530,2025-08-18 05:30:00+00:00,L,114605.0,114605.0,True
reference_validation,ALT_0330,2025-08-19 03:30:00+00:00,H,115430.0,115430.0,True
reference_validation,ALT_0330,2025-08-19 03:30:00+00:00,L,114303.8,114303.8,True
reference_validation,RAW_2330,2025-09-01 23:30:00+00:00,H,110597.9,110597.9,True
reference_validation,RAW_2330,2025-09-01 23:30:00+00:00,L,108632.4,108632.4,True
reference_validation,ALT_0330,2025-09-03 03:30:00+00:00,H,111221.0,111221.0,True
reference_validation,ALT_0330,2025-09-03 03:30:00+00:00,L,110486.9,110486.9,True
reference_validation,LONDON,2025-09-03 08:00:00+00:00,H,111831.4,111831.4,True
reference_validation,LONDON,2025-09-03 08:00:00+00:00,L,110843.0,110843.0,True
reference_validation,ALT_0330,2025-09-05 03:30:00+00:00,H,112949.0,112949.0,True
reference_validation,ALT_0330,2025-09-05 03:30:00+00:00,L,111040.5,111040.5,True
reference_validation,RAW_2330,2025-09-07 23:30:00+00:00,H,111445.7,111445.7,True
reference_validation,RAW_2330,2025-09-07 23:30:00+00:00,L,110566.5,110566.5,True
reference_validation,LONDON,2025-09-08 08:00:00+00:00,H,112321.3,112321.3,True
reference_validation,LONDON,2025-09-08 08:00:00+00:00,L,111201.0,111201.0,True
reference_validation,RAW_2330,2025-09-09 23:30:00+00:00,H,111607.0,111607.0,True
reference_validation,RAW_2330,2025-09-09 23:30:00+00:00,L,110855.8,110855.8,True
reference_validation,LONDON,2025-10-28 08:00:00+00:00,H,115140.3,115140.3,True
reference_validation,LONDON,2025-10-28 08:00:00+00:00,L,114058.0,114058.0,True
reference_validation,RAW_2330,2025-11-04 23:30:00+00:00,H,102222.0,102222.0,True
reference_validation,RAW_2330,2025-11-04 23:30:00+00:00,L,98909.7,98909.7,True
reference_validation,RAW_0530,2025-11-28 05:30:00+00:00,H,91855.0,91855.0,True
reference_validation,RAW_0530,2025-11-28 05:30:00+00:00,L,90824.1,90824.1,True
reference_validation,ALT_0330,2025-12-01 03:30:00+00:00,H,86842.0,86842.0,True
reference_validation,ALT_0330,2025-12-01 03:30:00+00:00,L,85563.7,85563.7,True
reference_validation,RAW_2330,2025-12-01 23:30:00+00:00,H,87384.0,87384.0,True
reference_validation,RAW_2330,2025-12-01 23:30:00+00:00,L,86140.1,86140.1,True
reference_validation,RAW_2330,2025-12-02 23:30:00+00:00,H,93456.0,93456.0,True
reference_validation,RAW_2330,2025-12-02 23:30:00+00:00,L,90954.8,90954.8,True
reference_validation,RAW_0530,2025-12-17 05:30:00+00:00,H,87164.2,87164.2,True
reference_validation,RAW_0530,2025-12-17 05:30:00+00:00,L,86188.0,86188.0,True
reference_validation,RAW_2330,2025-12-17 23:30:00+00:00,H,86859.1,86859.1,True
reference_validation,RAW_2330,2025-12-17 23:30:00+00:00,L,85820.6,85820.6,True
reference_validation,LONDON,2026-01-01 08:00:00+00:00,H,88000.0,88000.0,True
reference_validation,LONDON,2026-01-01 08:00:00+00:00,L,87590.0,87590.0,True
reference_validation,ALT_0330,2026-02-25 03:30:00+00:00,H,65627.5,65627.5,True
reference_validation,ALT_0330,2026-02-25 03:30:00+00:00,L,64720.4,64720.4,True
reference_validation,LONDON,2026-03-13 08:00:00+00:00,H,73269.1,73269.1,True
reference_validation,LONDON,2026-03-13 08:00:00+00:00,L,71347.1,71347.1,True
reference_validation,RAW_0530,2026-03-31 05:30:00+00:00,H,67756.8,67756.8,True
reference_validation,RAW_0530,2026-03-31 05:30:00+00:00,L,65938.0,65938.0,True
reference_validation,LONDON,2026-03-31 08:00:00+00:00,H,67476.9,67476.9,True
reference_validation,LONDON,2026-03-31 08:00:00+00:00,L,65938.0,65938.0,True
reference_validation,ALT_0330,2026-04-08 03:30:00+00:00,H,71919.0,71919.0,True
reference_validation,ALT_0330,2026-04-08 03:30:00+00:00,L,71250.0,71250.0,True
reference_validation,ALT_0330,2026-04-09 03:30:00+00:00,H,71342.0,71342.0,True
reference_validation,ALT_0330,2026-04-09 03:30:00+00:00,L,70666.0,70666.0,True
reference_validation,ALT_0330,2026-04-20 03:30:00+00:00,H,75539.3,75539.3,True
reference_validation,ALT_0330,2026-04-20 03:30:00+00:00,L,74061.2,74061.2,True
reference_validation,RAW_0530,2026-04-20 05:30:00+00:00,H,75539.3,75539.3,True
reference_validation,RAW_0530,2026-04-20 05:30:00+00:00,L,74061.2,74061.2,True
reference_validation,RAW_2330,2026-04-20 23:30:00+00:00,H,76232.3,76232.3,True
reference_validation,RAW_2330,2026-04-20 23:30:00+00:00,L,75433.1,75433.1,True
reference_validation,RAW_0530,2026-04-22 05:30:00+00:00,H,78335.7,78335.7,True
reference_validation,RAW_0530,2026-04-22 05:30:00+00:00,L,77774.3,77774.3,True
reference_validation,LONDON,2026-05-01 08:00:00+00:00,H,78400.0,78400.0,True
reference_validation,LONDON,2026-05-01 08:00:00+00:00,L,77010.5,77010.5,True
reference_validation,RAW_2330,2026-05-24 23:30:00+00:00,H,77450.6,77450.6,True
reference_validation,RAW_2330,2026-05-24 23:30:00+00:00,L,76818.3,76818.3,True
reference_validation,RAW_2330,2026-05-28 23:30:00+00:00,H,73844.0,73844.0,True
reference_validation,RAW_2330,2026-05-28 23:30:00+00:00,L,73158.8,73158.8,True
reference_validation,RAW_2330,2026-06-02 23:30:00+00:00,H,67195.7,67195.7,True
reference_validation,RAW_2330,2026-06-02 23:30:00+00:00,L,65359.1,65359.1,True
reference_validation,RAW_0530,2026-06-10 05:30:00+00:00,H,61783.4,61783.4,True
reference_validation,RAW_0530,2026-06-10 05:30:00+00:00,L,60691.9,60691.9,True
reference_validation,RAW_0530,2026-06-11 05:30:00+00:00,H,63188.0,63188.0,True
reference_validation,RAW_0530,2026-06-11 05:30:00+00:00,L,62507.9,62507.9,True
reference_validation,RAW_2330,2026-07-02 23:30:00+00:00,H,61727.2,61727.2,True
reference_validation,RAW_2330,2026-07-02 23:30:00+00:00,L,61229.0,61229.0,True
reference_validation,ALT_0330,2026-07-07 03:30:00+00:00,H,63424.2,63424.2,True
reference_validation,ALT_0330,2026-07-07 03:30:00+00:00,L,62745.6,62745.6,True
august,RAW_0530,2026-08-20 05:30:00+00:00,H,72487.5,72487.5,True
august,RAW_0530,2026-08-20 05:30:00+00:00,L,69330.3,69330.3,True
august,LONDON,2026-08-20 08:00:00+00:00,H,72487.5,72487.5,True
august,LONDON,2026-08-20 08:00:00+00:00,L,69771.8,69771.8,True
external,RAW_0530,,B27DH_BASE_raw_n,21.0,21.0,True
external,RAW_0530,,B27DH_BASE_accepted_n,17.0,17.0,True
external,RAW_0530,,B27DH_BASE_wr,0.7647058823529411,0.7647058823529411,True
external,RAW_0530,,B27DH_BASE_pf,3.0223654605522166,3.022365460552217,True
external,RAW_0530,,B27DH_BASE_expectancy,1.5515421796860036,1.5515421796860036,True
external,RAW_0530,,B27DH_BASE_total_net,26.37621705466206,26.37621705466206,True
development,RAW_0530,,B27DH_BASE_raw_n,46.0,46.0,True
development,RAW_0530,,B27DH_BASE_accepted_n,40.0,40.0,True
development,RAW_0530,,B27DH_BASE_wr,0.675,0.675,True
development,RAW_0530,,B27DH_BASE_pf,1.4482677968797921,1.448267796879792,True
development,RAW_0530,,B27DH_BASE_expectancy,0.5000920636943451,0.5000920636943451,True
development,RAW_0530,,B27DH_BASE_total_net,20.003682547773806,20.003682547773806,True
reference_validation,RAW_0530,,B27DH_BASE_raw_n,14.0,14.0,True
reference_validation,RAW_0530,,B27DH_BASE_accepted_n,13.0,13.0,True
reference_validation,RAW_0530,,B27DH_BASE_wr,0.8461538461538461,0.8461538461538461,True
reference_validation,RAW_0530,,B27DH_BASE_pf,1.9431023323569263,1.9431023323569263,True
reference_validation,RAW_0530,,B27DH_BASE_expectancy,0.8116816783805642,0.8116816783805642,True
reference_validation,RAW_0530,,B27DH_BASE_total_net,10.551861818947334,10.551861818947334,True
august,RAW_0530,,B27DH_BASE_raw_n,1.0,1.0,True
august,RAW_0530,,B27DH_BASE_accepted_n,0.0,0.0,True
august,RAW_0530,,B27DH_BASE_wr,,,True
august,RAW_0530,,B27DH_BASE_pf,,,True
august,RAW_0530,,B27DH_BASE_expectancy,,,True
august,RAW_0530,,B27DH_BASE_total_net,0.0,0.0,True
external,RAW_2330,,B27DH_BASE_raw_n,20.0,20.0,True
external,RAW_2330,,B27DH_BASE_accepted_n,18.0,18.0,True
external,RAW_2330,,B27DH_BASE_wr,0.7777777777777778,0.7777777777777778,True
external,RAW_2330,,B27DH_BASE_pf,4.00494877367374,4.00494877367374,True
external,RAW_2330,,B27DH_BASE_expectancy,1.9660324163201384,1.9660324163201384,True
external,RAW_2330,,B27DH_BASE_total_net,35.38858349376249,35.38858349376249,True
development,RAW_2330,,B27DH_BASE_raw_n,31.0,31.0,True
development,RAW_2330,,B27DH_BASE_accepted_n,30.0,30.0,True
development,RAW_2330,,B27DH_BASE_wr,0.6666666666666666,0.6666666666666666,True
development,RAW_2330,,B27DH_BASE_pf,1.5039322251721263,1.5039322251721263,True
development,RAW_2330,,B27DH_BASE_expectancy,0.33494823468734186,0.3349482346873418,True
development,RAW_2330,,B27DH_BASE_total_net,10.048447040620255,10.048447040620257,True
reference_validation,RAW_2330,,B27DH_BASE_raw_n,19.0,19.0,True
reference_validation,RAW_2330,,B27DH_BASE_accepted_n,19.0,19.0,True
reference_validation,RAW_2330,,B27DH_BASE_wr,0.7368421052631579,0.7368421052631579,True
reference_validation,RAW_2330,,B27DH_BASE_pf,1.9665617927185992,1.9665617927185992,True
reference_validation,RAW_2330,,B27DH_BASE_expectancy,0.6598140408013458,0.6598140408013458,True
reference_validation,RAW_2330,,B27DH_BASE_total_net,12.53646677522557,12.53646677522557,True
august,RAW_2330,,B27DH_BASE_raw_n,0.0,0.0,True
august,RAW_2330,,B27DH_BASE_accepted_n,0.0,0.0,True
august,RAW_2330,,B27DH_BASE_wr,,,True
august,RAW_2330,,B27DH_BASE_pf,,,True
august,RAW_2330,,B27DH_BASE_expectancy,,,True
august,RAW_2330,,B27DH_BASE_total_net,0.0,0.0,True
