clock,side,partition,reference_start,execution_start,H,L,k1,clean,leave_bar,eligible_start,terminal,terminal_bar
RAW_2330,LONG,development,2022-06-13 23:30:00+00:00,2022-06-14 05:00:00+00:00,1224.78,1073.0,2022-06-14 05:15:00+00:00,False,,,BREAK_DURING_K1,2022-06-14 05:40:00+00:00
RAW_0530,LONG,development,2022-06-15 05:30:00+00:00,2022-06-15 11:00:00+00:00,1142.0,1012.42,2022-06-15 12:15:00+00:00,True,2022-06-15 12:20:00+00:00,2022-06-15 12:25:00+00:00,H2,2022-06-15 13:20:00+00:00
LONDON,LONG,development,2022-06-15 08:00:00+00:00,2022-06-15 13:30:00+00:00,1150.0,1012.42,2022-06-15 13:45:00+00:00,True,2022-06-15 14:00:00+00:00,2022-06-15 14:05:00+00:00,H2,2022-06-15 14:05:00+00:00
RAW_2330,LONG,development,2022-06-16 23:30:00+00:00,2022-06-17 05:00:00+00:00,1116.7,1050.0,2022-06-17 07:20:00+00:00,True,2022-06-17 07:25:00+00:00,2022-06-17 07:30:00+00:00,NO_H2,
RAW_2330,LONG,development,2022-06-19 23:30:00+00:00,2022-06-20 05:00:00+00:00,1132.2,1052.05,2022-06-20 09:05:00+00:00,True,2022-06-20 09:20:00+00:00,2022-06-20 09:25:00+00:00,H2,2022-06-20 09:30:00+00:00
ALT_0330,LONG,development,2022-06-20 03:30:00+00:00,2022-06-20 09:00:00+00:00,1131.0,1059.7,2022-06-20 09:05:00+00:00,False,,,BREAK_DURING_K1,2022-06-20 09:10:00+00:00
RAW_2330,LONG,development,2022-06-20 23:30:00+00:00,2022-06-21 05:00:00+00:00,1143.8,1105.7,2022-06-21 05:20:00+00:00,True,2022-06-21 05:25:00+00:00,2022-06-21 05:30:00+00:00,H2,2022-06-21 05:40:00+00:00
ALT_0330,LONG,development,2022-06-21 03:30:00+00:00,2022-06-21 09:00:00+00:00,1180.0,1114.46,2022-06-21 13:45:00+00:00,True,2022-06-21 13:50:00+00:00,2022-06-21 13:55:00+00:00,H2,2022-06-21 13:55:00+00:00
RAW_0530,LONG,development,2022-06-21 05:30:00+00:00,2022-06-21 11:00:00+00:00,1180.0,1131.88,2022-06-21 13:45:00+00:00,True,2022-06-21 13:50:00+00:00,2022-06-21 13:55:00+00:00,H2,2022-06-21 13:55:00+00:00
LONDON,LONG,development,2022-06-21 08:00:00+00:00,2022-06-21 13:30:00+00:00,1180.0,1134.65,2022-06-21 13:45:00+00:00,True,2022-06-21 13:50:00+00:00,2022-06-21 13:55:00+00:00,H2,2022-06-21 13:55:00+00:00
ALT_0330,LONG,development,2022-06-23 03:30:00+00:00,2022-06-23 09:00:00+00:00,1110.0,1071.0,2022-06-23 09:20:00+00:00,True,2022-06-23 09:25:00+00:00,2022-06-23 09:30:00+00:00,H2,2022-06-23 09:55:00+00:00
RAW_0530,LONG,development,2022-06-23 05:30:00+00:00,2022-06-23 11:00:00+00:00,1117.25,1082.04,2022-06-23 12:10:00+00:00,False,,,BREAK_DURING_K1,2022-06-23 12:20:00+00:00
ALT_0330,LONG,development,2022-06-24 03:30:00+00:00,2022-06-24 09:00:00+00:00,1162.87,1131.36,2022-06-24 10:55:00+00:00,False,,,BREAK_DURING_K1,2022-06-24 11:05:00+00:00
LONDON,LONG,development,2022-06-24 08:00:00+00:00,2022-06-24 13:30:00+00:00,1227.33,1142.15,2022-06-24 19:40:00+00:00,True,2022-06-24 19:45:00+00:00,2022-06-24 19:50:00+00:00,H2,2022-06-24 19:55:00+00:00
RAW_2330,LONG,development,2022-06-26 23:30:00+00:00,2022-06-27 05:00:00+00:00,1228.35,1193.54,2022-06-27 07:20:00+00:00,False,,,BREAK_DURING_K1,2022-06-27 07:25:00+00:00
ALT_0330,LONG,development,2022-06-27 03:30:00+00:00,2022-06-27 09:00:00+00:00,1237.06,1211.78,2022-06-27 10:15:00+00:00,True,2022-06-27 10:25:00+00:00,2022-06-27 10:30:00+00:00,OPPOSITE,2022-06-27 12:50:00+00:00
SHORT_2000,SHORT,development,2022-06-27 20:00:00+00:00,2022-06-28 01:30:00+00:00,1218.7,1175.65,2022-06-28 01:30:00+00:00,True,2022-06-28 01:35:00+00:00,2022-06-28 01:40:00+00:00,H2,2022-06-28 01:50:00+00:00
ALT_0330,LONG,development,2022-06-28 03:30:00+00:00,2022-06-28 09:00:00+00:00,1228.38,1176.5,2022-06-28 09:00:00+00:00,False,,,BREAK_DURING_K1,2022-06-28 09:05:00+00:00
RAW_0530,LONG,development,2022-06-28 05:30:00+00:00,2022-06-28 11:00:00+00:00,1234.0,1183.28,2022-06-28 11:30:00+00:00,True,2022-06-28 11:35:00+00:00,2022-06-28 11:40:00+00:00,H2,2022-06-28 13:30:00+00:00
LONDON,LONG,development,2022-06-28 08:00:00+00:00,2022-06-28 13:30:00+00:00,1234.0,1203.32,2022-06-28 13:30:00+00:00,True,2022-06-28 13:35:00+00:00,2022-06-28 13:40:00+00:00,OPPOSITE,2022-06-28 14:30:00+00:00
SHORT_2000,SHORT,development,2022-06-29 20:00:00+00:00,2022-06-30 01:30:00+00:00,1122.71,1077.41,2022-06-30 01:30:00+00:00,True,2022-06-30 01:35:00+00:00,2022-06-30 01:40:00+00:00,H2,2022-06-30 06:25:00+00:00
RAW_0530,LONG,development,2022-07-04 05:30:00+00:00,2022-07-04 11:00:00+00:00,1079.74,1044.33,2022-07-04 11:15:00+00:00,True,2022-07-04 11:20:00+00:00,2022-07-04 11:25:00+00:00,H2,2022-07-04 11:30:00+00:00
RAW_2330,LONG,development,2022-07-04 23:30:00+00:00,2022-07-05 05:00:00+00:00,1164.54,1141.3,2022-07-05 05:20:00+00:00,True,2022-07-05 05:30:00+00:00,2022-07-05 05:35:00+00:00,H2,2022-07-05 06:10:00+00:00
RAW_2330,LONG,development,2022-07-05 23:30:00+00:00,2022-07-06 05:00:00+00:00,1153.66,1111.03,2022-07-06 09:20:00+00:00,True,2022-07-06 09:25:00+00:00,2022-07-06 09:30:00+00:00,NO_H2,
ALT_0330,LONG,development,2022-07-06 03:30:00+00:00,2022-07-06 09:00:00+00:00,1150.36,1118.12,2022-07-06 09:20:00+00:00,True,2022-07-06 09:30:00+00:00,2022-07-06 09:35:00+00:00,NO_H2,
LONDON,LONG,development,2022-07-06 08:00:00+00:00,2022-07-06 13:30:00+00:00,1155.4,1122.22,2022-07-06 18:30:00+00:00,False,,,BREAK_DURING_K1,2022-07-06 18:40:00+00:00
ALT_0330,LONG,development,2022-07-07 03:30:00+00:00,2022-07-07 09:00:00+00:00,1190.61,1162.93,2022-07-07 09:45:00+00:00,True,2022-07-07 09:50:00+00:00,2022-07-07 09:55:00+00:00,H2,2022-07-07 12:15:00+00:00
RAW_0530,LONG,development,2022-07-07 05:30:00+00:00,2022-07-07 11:00:00+00:00,1194.08,1162.93,2022-07-07 13:35:00+00:00,False,,,BREAK_DURING_K1,2022-07-07 13:40:00+00:00
LONDON,LONG,development,2022-07-07 08:00:00+00:00,2022-07-07 13:30:00+00:00,1194.08,1172.3,2022-07-07 13:35:00+00:00,False,,,BREAK_DURING_K1,2022-07-07 13:40:00+00:00
SHORT_2000,SHORT,development,2022-07-10 20:00:00+00:00,2022-07-11 01:30:00+00:00,1184.0,1145.58,2022-07-11 02:10:00+00:00,True,2022-07-11 02:15:00+00:00,2022-07-11 02:20:00+00:00,H2,2022-07-11 03:00:00+00:00
ALT_0330,LONG,development,2022-07-11 03:30:00+00:00,2022-07-11 09:00:00+00:00,1155.7,1136.69,2022-07-11 13:00:00+00:00,True,2022-07-11 13:05:00+00:00,2022-07-11 13:10:00+00:00,H2,2022-07-11 13:30:00+00:00
LONDON,LONG,development,2022-07-11 08:00:00+00:00,2022-07-11 13:30:00+00:00,1156.45,1138.4,2022-07-11 13:30:00+00:00,True,2022-07-11 13:35:00+00:00,2022-07-11 13:40:00+00:00,OPPOSITE,2022-07-11 13:45:00+00:00
SHORT_2000,SHORT,development,2022-07-11 20:00:00+00:00,2022-07-12 01:30:00+00:00,1144.55,1082.8,2022-07-12 03:05:00+00:00,True,2022-07-12 03:10:00+00:00,2022-07-12 03:15:00+00:00,H2,2022-07-12 03:20:00+00:00
LONDON,LONG,development,2022-07-12 08:00:00+00:00,2022-07-12 13:30:00+00:00,1076.97,1052.63,2022-07-12 13:30:00+00:00,False,,,BREAK_DURING_K1,2022-07-12 13:35:00+00:00
ALT_0330,LONG,development,2022-07-13 03:30:00+00:00,2022-07-13 09:00:00+00:00,1079.25,1048.33,2022-07-13 11:45:00+00:00,True,2022-07-13 11:50:00+00:00,2022-07-13 11:55:00+00:00,H2,2022-07-13 11:55:00+00:00
RAW_0530,LONG,development,2022-07-13 05:30:00+00:00,2022-07-13 11:00:00+00:00,1079.25,1054.51,2022-07-13 11:45:00+00:00,True,2022-07-13 11:50:00+00:00,2022-07-13 11:55:00+00:00,H2,2022-07-13 11:55:00+00:00
LONDON,LONG,development,2022-07-14 08:00:00+00:00,2022-07-14 13:30:00+00:00,1100.28,1070.57,2022-07-14 14:55:00+00:00,False,,,BREAK_DURING_K1,2022-07-14 15:00:00+00:00
LONDON,LONG,development,2022-07-15 08:00:00+00:00,2022-07-15 13:30:00+00:00,1235.35,1202.75,2022-07-15 14:25:00+00:00,True,2022-07-15 14:35:00+00:00,2022-07-15 14:40:00+00:00,H2,2022-07-15 15:05:00+00:00
LONDON,LONG,development,2022-07-19 08:00:00+00:00,2022-07-19 13:30:00+00:00,1574.53,1505.2,2022-07-19 13:30:00+00:00,True,2022-07-19 13:35:00+00:00,2022-07-19 13:40:00+00:00,H2,2022-07-19 16:25:00+00:00
RAW_0530,LONG,development,2022-07-20 05:30:00+00:00,2022-07-20 11:00:00+00:00,1609.5,1525.59,2022-07-20 11:10:00+00:00,True,2022-07-20 11:15:00+00:00,2022-07-20 11:20:00+00:00,H2,2022-07-20 12:05:00+00:00
LONDON,LONG,development,2022-07-20 08:00:00+00:00,2022-07-20 13:30:00+00:00,1616.0,1525.59,2022-07-20 13:35:00+00:00,True,2022-07-20 13:40:00+00:00,2022-07-20 13:45:00+00:00,NO_H2,
ALT_0330,LONG,development,2022-07-21 03:30:00+00:00,2022-07-21 09:00:00+00:00,1497.86,1462.3,2022-07-21 09:05:00+00:00,False,,,BREAK_DURING_K1,2022-07-21 09:10:00+00:00
RAW_2330,LONG,development,2022-07-21 23:30:00+00:00,2022-07-22 05:00:00+00:00,1595.86,1552.0,2022-07-22 06:00:00+00:00,True,2022-07-22 06:10:00+00:00,2022-07-22 06:15:00+00:00,H2,2022-07-22 06:30:00+00:00
ALT_0330,LONG,development,2022-07-25 03:30:00+00:00,2022-07-25 09:00:00+00:00,1542.0,1497.5,2022-07-25 09:05:00+00:00,True,2022-07-25 09:10:00+00:00,2022-07-25 09:15:00+00:00,H2,2022-07-25 10:15:00+00:00
RAW_0530,LONG,development,2022-07-25 05:30:00+00:00,2022-07-25 11:00:00+00:00,1548.88,1510.52,2022-07-25 11:05:00+00:00,True,2022-07-25 11:10:00+00:00,2022-07-25 11:15:00+00:00,OPPOSITE,2022-07-25 14:10:00+00:00
SHORT_2000,SHORT,development,2022-07-25 20:00:00+00:00,2022-07-26 01:30:00+00:00,1539.44,1410.71,2022-07-26 03:10:00+00:00,True,2022-07-26 03:15:00+00:00,2022-07-26 03:20:00+00:00,H2,2022-07-26 07:50:00+00:00
LONDON,LONG,development,2022-07-28 08:00:00+00:00,2022-07-28 13:30:00+00:00,1659.0,1595.0,2022-07-28 13:30:00+00:00,True,2022-07-28 13:40:00+00:00,2022-07-28 13:45:00+00:00,H2,2022-07-28 15:15:00+00:00
RAW_2330,LONG,development,2022-07-28 23:30:00+00:00,2022-07-29 05:00:00+00:00,1743.74,1695.34,2022-07-29 06:35:00+00:00,True,2022-07-29 06:45:00+00:00,2022-07-29 06:50:00+00:00,OPPOSITE,2022-07-29 11:25:00+00:00
LONDON,LONG,development,2022-07-29 08:00:00+00:00,2022-07-29 13:30:00+00:00,1732.43,1656.0,2022-07-29 14:10:00+00:00,False,,,BREAK_DURING_K1,2022-07-29 14:15:00+00:00
RAW_0530,LONG,development,2022-08-02 05:30:00+00:00,2022-08-02 11:00:00+00:00,1595.0,1557.8,2022-08-02 11:40:00+00:00,True,2022-08-02 11:45:00+00:00,2022-08-02 11:50:00+00:00,H2,2022-08-02 11:50:00+00:00
RAW_2330,LONG,development,2022-08-02 23:30:00+00:00,2022-08-03 05:00:00+00:00,1647.83,1588.5,2022-08-03 08:45:00+00:00,True,2022-08-03 08:50:00+00:00,2022-08-03 08:55:00+00:00,H2,2022-08-03 08:55:00+00:00
RAW_2330,LONG,development,2022-08-03 23:30:00+00:00,2022-08-04 05:00:00+00:00,1659.11,1610.15,2022-08-04 05:00:00+00:00,True,2022-08-04 05:05:00+00:00,2022-08-04 05:10:00+00:00,NO_H2,
ALT_0330,LONG,development,2022-08-05 03:30:00+00:00,2022-08-05 09:00:00+00:00,1678.83,1645.59,2022-08-05 11:10:00+00:00,False,,,BREAK_DURING_K1,2022-08-05 11:15:00+00:00
RAW_0530,LONG,development,2022-08-05 05:30:00+00:00,2022-08-05 11:00:00+00:00,1678.83,1648.35,2022-08-05 11:10:00+00:00,False,,,BREAK_DURING_K1,2022-08-05 11:15:00+00:00
ALT_0330,LONG,development,2022-08-08 03:30:00+00:00,2022-08-08 09:00:00+00:00,1777.0,1707.3,2022-08-08 09:00:00+00:00,True,2022-08-08 09:10:00+00:00,2022-08-08 09:15:00+00:00,H2,2022-08-08 09:20:00+00:00
RAW_2330,LONG,development,2022-08-08 23:30:00+00:00,2022-08-09 05:00:00+00:00,1786.6,1759.0,2022-08-09 07:05:00+00:00,False,,,BREAK_DURING_K1,2022-08-09 07:15:00+00:00
RAW_2330,LONG,development,2022-08-09 23:30:00+00:00,2022-08-10 05:00:00+00:00,1705.83,1655.0,2022-08-10 09:00:00+00:00,True,2022-08-10 09:05:00+00:00,2022-08-10 09:10:00+00:00,H2,2022-08-10 11:20:00+00:00
ALT_0330,LONG,development,2022-08-10 03:30:00+00:00,2022-08-10 09:00:00+00:00,1705.0,1666.69,2022-08-10 09:00:00+00:00,True,2022-08-10 09:05:00+00:00,2022-08-10 09:10:00+00:00,H2,2022-08-10 11:20:00+00:00
LONDON,LONG,development,2022-08-10 08:00:00+00:00,2022-08-10 13:30:00+00:00,1849.99,1683.5,2022-08-10 14:45:00+00:00,True,2022-08-10 14:50:00+00:00,2022-08-10 14:55:00+00:00,H2,2022-08-10 15:05:00+00:00
ALT_0330,LONG,development,2022-08-11 03:30:00+00:00,2022-08-11 09:00:00+00:00,1905.25,1870.0,2022-08-11 11:50:00+00:00,False,,,BREAK_DURING_K1,2022-08-11 12:00:00+00:00
LONDON,LONG,development,2022-08-12 08:00:00+00:00,2022-08-12 13:30:00+00:00,1903.13,1852.0,2022-08-12 15:30:00+00:00,True,2022-08-12 15:35:00+00:00,2022-08-12 15:40:00+00:00,H2,2022-08-12 16:00:00+00:00
ALT_0330,LONG,development,2022-08-16 03:30:00+00:00,2022-08-16 09:00:00+00:00,1894.0,1855.89,2022-08-16 09:20:00+00:00,True,2022-08-16 09:30:00+00:00,2022-08-16 09:35:00+00:00,H2,2022-08-16 09:40:00+00:00
RAW_2330,LONG,development,2022-08-17 23:30:00+00:00,2022-08-18 05:00:00+00:00,1865.0,1820.11,2022-08-18 10:05:00+00:00,True,2022-08-18 10:10:00+00:00,2022-08-18 10:15:00+00:00,NO_H2,
RAW_0530,LONG,development,2022-08-18 05:30:00+00:00,2022-08-18 11:00:00+00:00,1865.98,1833.34,2022-08-18 12:20:00+00:00,True,2022-08-18 12:35:00+00:00,2022-08-18 12:40:00+00:00,H2,2022-08-18 12:40:00+00:00
SHORT_2000,SHORT,development,2022-08-18 20:00:00+00:00,2022-08-19 01:30:00+00:00,1879.34,1805.75,2022-08-19 06:25:00+00:00,False,,,BREAK_DURING_K1,2022-08-19 06:30:00+00:00
SHORT_2000,SHORT,development,2022-08-21 20:00:00+00:00,2022-08-22 01:30:00+00:00,1648.7,1578.66,2022-08-22 06:40:00+00:00,True,2022-08-22 06:50:00+00:00,2022-08-22 06:55:00+00:00,H2,2022-08-22 07:10:00+00:00
LONDON,LONG,development,2022-08-22 08:00:00+00:00,2022-08-22 13:30:00+00:00,1580.0,1528.0,2022-08-22 14:05:00+00:00,True,2022-08-22 14:10:00+00:00,2022-08-22 14:15:00+00:00,H2,2022-08-22 15:40:00+00:00
SHORT_2000,SHORT,development,2022-08-22 20:00:00+00:00,2022-08-23 01:30:00+00:00,1638.75,1563.0,2022-08-23 06:10:00+00:00,True,2022-08-23 06:15:00+00:00,2022-08-23 06:20:00+00:00,NO_H2,
ALT_0330,LONG,development,2022-08-23 03:30:00+00:00,2022-08-23 09:00:00+00:00,1627.85,1562.41,2022-08-23 13:35:00+00:00,False,,,BREAK_DURING_K1,2022-08-23 13:50:00+00:00
RAW_0530,LONG,development,2022-08-23 05:30:00+00:00,2022-08-23 11:00:00+00:00,1624.95,1562.41,2022-08-23 12:05:00+00:00,True,2022-08-23 12:10:00+00:00,2022-08-23 12:15:00+00:00,H2,2022-08-23 13:25:00+00:00
LONDON,LONG,development,2022-08-23 08:00:00+00:00,2022-08-23 13:30:00+00:00,1626.84,1586.85,2022-08-23 13:35:00+00:00,False,,,BREAK_DURING_K1,2022-08-23 13:45:00+00:00
LONDON,LONG,development,2022-08-24 08:00:00+00:00,2022-08-24 13:30:00+00:00,1660.25,1625.18,2022-08-24 14:25:00+00:00,True,2022-08-24 14:30:00+00:00,2022-08-24 14:35:00+00:00,H2,2022-08-24 15:15:00+00:00
ALT_0330,LONG,development,2022-08-25 03:30:00+00:00,2022-08-25 09:00:00+00:00,1715.5,1663.03,2022-08-25 12:00:00+00:00,True,2022-08-25 12:05:00+00:00,2022-08-25 12:10:00+00:00,H2,2022-08-25 14:25:00+00:00
RAW_0530,LONG,development,2022-08-25 05:30:00+00:00,2022-08-25 11:00:00+00:00,1715.5,1672.1,2022-08-25 12:00:00+00:00,True,2022-08-25 12:05:00+00:00,2022-08-25 12:10:00+00:00,H2,2022-08-25 14:25:00+00:00
LONDON,LONG,development,2022-08-25 08:00:00+00:00,2022-08-25 13:30:00+00:00,1716.86,1692.7,2022-08-25 14:30:00+00:00,False,,,BREAK_DURING_K1,2022-08-25 14:35:00+00:00
LONDON,LONG,development,2022-08-29 08:00:00+00:00,2022-08-29 13:30:00+00:00,1495.0,1441.1,2022-08-29 13:35:00+00:00,False,,,BREAK_DURING_K1,2022-08-29 13:40:00+00:00
SHORT_2000,SHORT,development,2022-08-29 20:00:00+00:00,2022-08-30 01:30:00+00:00,1559.79,1527.88,2022-08-30 01:35:00+00:00,False,,,BREAK_DURING_K1,2022-08-30 01:40:00+00:00
SHORT_2000,SHORT,development,2022-08-31 20:00:00+00:00,2022-09-01 01:30:00+00:00,1584.41,1533.06,2022-09-01 07:30:00+00:00,True,2022-09-01 07:35:00+00:00,2022-09-01 07:40:00+00:00,NO_H2,
RAW_0530,LONG,development,2022-09-01 05:30:00+00:00,2022-09-01 11:00:00+00:00,1567.59,1530.24,2022-09-01 11:00:00+00:00,True,2022-09-01 11:10:00+00:00,2022-09-01 11:15:00+00:00,H2,2022-09-01 11:15:00+00:00
ALT_0330,LONG,development,2022-09-02 03:30:00+00:00,2022-09-02 09:00:00+00:00,1611.06,1577.28,2022-09-02 12:30:00+00:00,False,,,BREAK_DURING_K1,2022-09-02 12:35:00+00:00
RAW_0530,LONG,development,2022-09-02 05:30:00+00:00,2022-09-02 11:00:00+00:00,1602.59,1577.28,2022-09-02 12:25:00+00:00,False,,,BREAK_DURING_K1,2022-09-02 12:30:00+00:00
LONDON,LONG,development,2022-09-02 08:00:00+00:00,2022-09-02 13:30:00+00:00,1644.8,1581.33,2022-09-02 14:35:00+00:00,True,2022-09-02 14:45:00+00:00,2022-09-02 14:50:00+00:00,OPPOSITE,2022-09-02 18:10:00+00:00
ALT_0330,LONG,development,2022-09-05 03:30:00+00:00,2022-09-05 09:00:00+00:00,1579.55,1555.72,2022-09-05 13:20:00+00:00,True,2022-09-05 13:25:00+00:00,2022-09-05 13:30:00+00:00,H2,2022-09-05 14:10:00+00:00
LONDON,LONG,development,2022-09-05 08:00:00+00:00,2022-09-05 13:30:00+00:00,1582.59,1556.54,2022-09-05 14:10:00+00:00,False,,,BREAK_DURING_K1,2022-09-05 14:15:00+00:00
RAW_2330,LONG,development,2022-09-05 23:30:00+00:00,2022-09-06 05:00:00+00:00,1675.4,1599.96,2022-09-06 06:45:00+00:00,True,2022-09-06 06:50:00+00:00,2022-09-06 06:55:00+00:00,H2,2022-09-06 11:20:00+00:00
ALT_0330,LONG,development,2022-09-06 03:30:00+00:00,2022-09-06 09:00:00+00:00,1677.61,1634.26,2022-09-06 11:20:00+00:00,True,2022-09-06 11:25:00+00:00,2022-09-06 11:30:00+00:00,H2,2022-09-06 12:10:00+00:00
RAW_0530,LONG,development,2022-09-06 05:30:00+00:00,2022-09-06 11:00:00+00:00,1677.61,1645.25,2022-09-06 11:20:00+00:00,True,2022-09-06 11:25:00+00:00,2022-09-06 11:30:00+00:00,H2,2022-09-06 12:10:00+00:00
SHORT_2000,SHORT,development,2022-09-06 20:00:00+00:00,2022-09-07 01:30:00+00:00,1588.0,1520.2,2022-09-07 02:05:00+00:00,False,,,BREAK_DURING_K1,2022-09-07 02:10:00+00:00
ALT_0330,LONG,development,2022-09-08 03:30:00+00:00,2022-09-08 09:00:00+00:00,1646.94,1594.0,2022-09-08 13:40:00+00:00,True,2022-09-08 13:50:00+00:00,2022-09-08 13:55:00+00:00,H2,2022-09-08 15:05:00+00:00
LONDON,LONG,development,2022-09-08 08:00:00+00:00,2022-09-08 13:30:00+00:00,1646.6,1597.0,2022-09-08 13:40:00+00:00,True,2022-09-08 13:50:00+00:00,2022-09-08 13:55:00+00:00,H2,2022-09-08 15:05:00+00:00
RAW_2330,LONG,development,2022-09-12 23:30:00+00:00,2022-09-13 05:00:00+00:00,1724.13,1672.79,2022-09-13 06:40:00+00:00,True,2022-09-13 06:45:00+00:00,2022-09-13 06:50:00+00:00,H2,2022-09-13 09:40:00+00:00
RAW_2330,LONG,development,2022-09-13 23:30:00+00:00,2022-09-14 05:00:00+00:00,1618.0,1548.0,2022-09-14 05:10:00+00:00,True,2022-09-14 05:15:00+00:00,2022-09-14 05:20:00+00:00,NO_H2,
LONDON,LONG,development,2022-09-20 08:00:00+00:00,2022-09-20 13:30:00+00:00,1366.4,1328.76,2022-09-20 15:05:00+00:00,True,2022-09-20 15:10:00+00:00,2022-09-20 15:15:00+00:00,H2,2022-09-20 15:50:00+00:00
RAW_0530,LONG,development,2022-09-21 05:30:00+00:00,2022-09-21 11:00:00+00:00,1348.8,1315.02,2022-09-21 11:00:00+00:00,True,2022-09-21 11:05:00+00:00,2022-09-21 11:10:00+00:00,H2,2022-09-21 11:35:00+00:00
ALT_0330,LONG,development,2022-09-22 03:30:00+00:00,2022-09-22 09:00:00+00:00,1297.5,1253.22,2022-09-22 10:25:00+00:00,False,,,BREAK_DURING_K1,2022-09-22 10:30:00+00:00
RAW_0530,LONG,development,2022-09-22 05:30:00+00:00,2022-09-22 11:00:00+00:00,1303.0,1254.18,2022-09-22 11:45:00+00:00,False,,,BREAK_DURING_K1,2022-09-22 11:50:00+00:00
ALT_0330,LONG,development,2022-09-26 03:30:00+00:00,2022-09-26 09:00:00+00:00,1322.29,1277.55,2022-09-26 09:00:00+00:00,True,2022-09-26 09:05:00+00:00,2022-09-26 09:10:00+00:00,H2,2022-09-26 13:35:00+00:00
RAW_0530,LONG,development,2022-09-26 05:30:00+00:00,2022-09-26 11:00:00+00:00,1324.61,1277.55,2022-09-26 13:35:00+00:00,True,2022-09-26 13:40:00+00:00,2022-09-26 13:45:00+00:00,H2,2022-09-26 13:50:00+00:00
LONDON,LONG,development,2022-09-26 08:00:00+00:00,2022-09-26 13:30:00+00:00,1324.61,1288.16,2022-09-26 13:35:00+00:00,True,2022-09-26 13:40:00+00:00,2022-09-26 13:45:00+00:00,H2,2022-09-26 13:50:00+00:00
RAW_0530,LONG,development,2022-09-28 05:30:00+00:00,2022-09-28 11:00:00+00:00,1312.5,1250.0,2022-09-28 13:20:00+00:00,True,2022-09-28 13:25:00+00:00,2022-09-28 13:30:00+00:00,H2,2022-09-28 13:30:00+00:00
LONDON,LONG,development,2022-09-28 08:00:00+00:00,2022-09-28 13:30:00+00:00,1313.0,1250.0,2022-09-28 13:30:00+00:00,True,2022-09-28 13:35:00+00:00,2022-09-28 13:40:00+00:00,H2,2022-09-28 13:40:00+00:00
RAW_0530,LONG,development,2022-09-29 05:30:00+00:00,2022-09-29 11:00:00+00:00,1344.21,1312.65,2022-09-29 11:20:00+00:00,True,2022-09-29 11:25:00+00:00,2022-09-29 11:30:00+00:00,OPPOSITE,2022-09-29 13:40:00+00:00
SHORT_2000,SHORT,development,2022-09-29 20:00:00+00:00,2022-09-30 01:30:00+00:00,1352.99,1323.22,2022-09-30 03:00:00+00:00,True,2022-09-30 03:05:00+00:00,2022-09-30 03:10:00+00:00,H2,2022-09-30 03:30:00+00:00
LONDON,LONG,development,2022-09-30 08:00:00+00:00,2022-09-30 13:30:00+00:00,1348.98,1307.53,2022-09-30 14:35:00+00:00,True,2022-09-30 14:40:00+00:00,2022-09-30 14:45:00+00:00,H2,2022-09-30 14:45:00+00:00
RAW_2330,LONG,development,2022-10-02 23:30:00+00:00,2022-10-03 05:00:00+00:00,1300.0,1260.48,2022-10-03 06:05:00+00:00,True,2022-10-03 06:10:00+00:00,2022-10-03 06:15:00+00:00,NO_H2,
ALT_0330,LONG,development,2022-10-03 03:30:00+00:00,2022-10-03 09:00:00+00:00,1301.64,1283.45,2022-10-03 12:50:00+00:00,False,,,BREAK_DURING_K1,2022-10-03 13:00:00+00:00
RAW_0530,LONG,development,2022-10-03 05:30:00+00:00,2022-10-03 11:00:00+00:00,1301.64,1283.61,2022-10-03 12:50:00+00:00,False,,,BREAK_DURING_K1,2022-10-03 13:00:00+00:00
ALT_0330,LONG,development,2022-10-04 03:30:00+00:00,2022-10-04 09:00:00+00:00,1359.8,1323.06,2022-10-04 14:00:00+00:00,True,2022-10-04 14:10:00+00:00,2022-10-04 14:15:00+00:00,NO_H2,
RAW_0530,LONG,development,2022-10-04 05:30:00+00:00,2022-10-04 11:00:00+00:00,1359.8,1323.87,2022-10-04 14:00:00+00:00,True,2022-10-04 14:10:00+00:00,2022-10-04 14:15:00+00:00,NO_H2,
LONDON,LONG,development,2022-10-04 08:00:00+00:00,2022-10-04 13:30:00+00:00,1359.8,1341.51,2022-10-04 14:00:00+00:00,True,2022-10-04 14:10:00+00:00,2022-10-04 14:15:00+00:00,OPPOSITE,2022-10-04 17:15:00+00:00
SHORT_2000,SHORT,development,2022-10-04 20:00:00+00:00,2022-10-05 01:30:00+00:00,1370.0,1350.52,2022-10-05 04:15:00+00:00,False,,,BREAK_DURING_K1,2022-10-05 04:20:00+00:00
RAW_0530,LONG,development,2022-10-06 05:30:00+00:00,2022-10-06 11:00:00+00:00,1377.59,1354.0,2022-10-06 12:30:00+00:00,True,2022-10-06 12:35:00+00:00,2022-10-06 12:40:00+00:00,H2,2022-10-06 13:40:00+00:00
LONDON,LONG,development,2022-10-06 08:00:00+00:00,2022-10-06 13:30:00+00:00,1378.0,1354.0,2022-10-06 13:40:00+00:00,True,2022-10-06 13:45:00+00:00,2022-10-06 13:50:00+00:00,OPPOSITE,2022-10-06 14:05:00+00:00
ALT_0330,LONG,development,2022-10-07 03:30:00+00:00,2022-10-07 09:00:00+00:00,1359.64,1345.2,2022-10-07 09:20:00+00:00,True,2022-10-07 09:25:00+00:00,2022-10-07 09:30:00+00:00,OPPOSITE,2022-10-07 12:30:00+00:00
