partition,date_utc,signal_ts,window_status,filled,h2_after_fill,fill_bar_start,entry_px,entry_fraction,H,L,range,h2_bar_start,path_class,pre_max_frac,pre_required_d,cons_max_frac,cons_required_d,next_max_frac,next_required_d,failure_max_frac,failure_required_d
development,2023-09-18,2023-09-18 17:35:00+00:00,H2_ARRIVAL,True,True,2023-09-18 17:40:00+00:00,26775.99,0.15,27397.0,26666.4,730.5999999999985,2023-09-18 18:40:00+00:00,F15_H2_WINNER,0.2237886668491655,0.07378866684916552,0.2237886668491655,0.07378866684916552,0.2237886668491655,0.07378866684916552,,
development,2023-09-22,2023-09-22 13:45:00+00:00,H2_ARRIVAL,False,False,,,0.15,26737.7,26560.0,177.70000000000073,2023-09-22 13:50:00+00:00,NO_FILL,,,,,,,,
development,2023-09-26,2023-09-26 13:35:00+00:00,H2_ARRIVAL,True,True,2023-09-26 13:50:00+00:00,26192.945,0.15,26322.4,26170.1,152.3000000000029,2023-09-26 13:55:00+00:00,F15_H2_WINNER,0.4793171372291438,0.3293171372291438,0.4793171372291438,0.3293171372291438,,,,
development,2023-09-27,2023-09-27 14:30:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,26849.9,26209.0,640.9000000000015,,NO_FILL,,,,,,,,
development,2023-09-29,2023-09-29 13:45:00+00:00,H2_ARRIVAL,False,False,,,0.15,27168.0,26880.0,288.0,2023-09-29 13:50:00+00:00,NO_FILL,,,,,,,,
development,2023-10-04,2023-10-04 13:50:00+00:00,H2_ARRIVAL,False,False,,,0.15,27627.6,27420.5,207.09999999999854,2023-10-04 13:55:00+00:00,NO_FILL,,,,,,,,
development,2023-10-09,2023-10-09 16:05:00+00:00,H2_ARRIVAL,True,True,2023-10-09 16:10:00+00:00,27429.690000000002,0.15,27834.8,27358.2,476.59999999999854,2023-10-09 16:25:00+00:00,F15_H2_WINNER,0.38019303399077065,0.23019303399077065,0.38019303399077065,0.23019303399077065,0.38019303399077065,0.23019303399077065,,
development,2023-10-10,2023-10-10 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,27727.3,27379.0,348.2999999999993,,NO_FILL,,,,,,,,
development,2023-10-17,2023-10-17 13:50:00+00:00,NO_H2_BY_SESSION_END,False,False,,,0.15,28605.0,28123.7,481.2999999999993,,NO_FILL,,,,,,,,
development,2023-10-18,2023-10-18 14:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,28584.9,28204.8,380.1000000000022,,NO_FILL,,,,,,,,
development,2023-10-24,2023-10-24 15:20:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,34888.0,33966.0,922.0,,NO_FILL,,,,,,,,
development,2023-10-27,2023-10-27 14:35:00+00:00,H2_ARRIVAL,False,False,,,0.15,34220.0,33912.1,307.90000000000146,2023-10-27 14:45:00+00:00,NO_FILL,,,,,,,,
development,2023-10-30,2023-10-30 17:15:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,34888.2,34161.7,726.5,,NO_FILL,,,,,,,,
development,2023-11-13,2023-11-13 14:50:00+00:00,H2_ARRIVAL,True,True,2023-11-13 14:55:00+00:00,36722.585,0.15,37065.9,36662.0,403.90000000000146,2023-11-13 17:20:00+00:00,F15_H2_WINNER,1.0207972270363987,0.8707972270363987,1.0207972270363987,0.8707972270363987,1.0207972270363987,0.8707972270363987,,
development,2023-11-23,2023-11-23 14:35:00+00:00,H2_ARRIVAL,True,True,2023-11-23 14:40:00+00:00,37212.93,0.15,37650.0,37135.8,514.1999999999971,2023-11-23 14:50:00+00:00,F15_H2_WINNER,0.2512640995721467,0.10126409957214669,0.2512640995721467,0.10126409957214669,0.2512640995721467,0.10126409957214669,,
development,2023-11-27,2023-11-27 13:55:00+00:00,H2_ARRIVAL,True,True,2023-11-27 14:10:00+00:00,36861.744999999995,0.15,37457.0,36756.7,700.3000000000029,2023-11-27 14:30:00+00:00,F15_H2_WINNER,0.2131943452805973,0.06319434528059731,0.2131943452805973,0.06319434528059731,0.14165357703841774,0.0,,
development,2023-12-14,2023-12-14 13:35:00+00:00,NO_H2_BY_SESSION_END,False,False,,,0.15,43379.3,41851.0,1528.300000000003,,NO_FILL,,,,,,,,
development,2023-12-28,2023-12-28 14:50:00+00:00,H2_ARRIVAL,False,False,,,0.15,43233.0,42614.0,619.0,2023-12-28 15:05:00+00:00,NO_FILL,,,,,,,,
development,2024-01-05,2024-01-05 14:45:00+00:00,H2_ARRIVAL,False,False,,,0.15,44332.4,43459.0,873.4000000000015,2024-01-05 14:55:00+00:00,NO_FILL,,,,,,,,
development,2024-01-16,2024-01-16 13:55:00+00:00,H2_ARRIVAL,False,False,,,0.15,43181.7,42718.8,462.8999999999942,2024-01-16 14:00:00+00:00,NO_FILL,,,,,,,,
development,2024-01-22,2024-01-22 15:25:00+00:00,H2_ARRIVAL,True,True,2024-01-22 15:30:00+00:00,40488.7,0.15,41253.7,40353.7,900.0,2024-01-22 18:45:00+00:00,F15_H2_WINNER,0.5848888888888905,0.43488888888889043,0.5848888888888905,0.43488888888889043,0.5848888888888905,0.43488888888889043,,
development,2024-01-24,2024-01-24 14:15:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,40560.6,39844.7,715.9000000000015,,NO_FILL,,,,,,,,
development,2024-01-25,2024-01-25 13:50:00+00:00,H2_ARRIVAL,True,True,2024-01-25 14:05:00+00:00,39858.17,0.15,40300.0,39780.2,519.8000000000029,2024-01-25 15:25:00+00:00,F15_H2_WINNER,0.5740669488264714,0.42406694882647133,0.5740669488264714,0.42406694882647133,0.5740669488264714,0.42406694882647133,,
development,2024-01-29,2024-01-29 13:35:00+00:00,H2_ARRIVAL,True,True,2024-01-29 13:40:00+00:00,41998.270000000004,0.15,42368.7,41932.9,435.79999999999563,2024-01-29 13:45:00+00:00,F15_H2_WINNER,0.3028912345112467,0.15289123451124673,0.3028912345112467,0.15289123451124673,,,,
development,2024-01-30,2024-01-30 14:15:00+00:00,NO_H2_BY_SESSION_END,True,False,2024-01-30 16:15:00+00:00,43244.125,0.15,43888.0,43130.5,757.5,,F15_NON_H2_FILL,,,,,,,0.5988118811881169,0.4488118811881169
development,2024-02-13,2024-02-13 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,50290.0,49651.0,639.0,,NO_FILL,,,,,,,,
development,2024-02-19,2024-02-19 14:10:00+00:00,H2_ARRIVAL,True,True,2024-02-19 14:15:00+00:00,52151.759999999995,0.15,52509.1,52088.7,420.40000000000146,2024-02-19 14:25:00+00:00,F15_H2_WINNER,0.34015223596574573,0.19015223596574574,0.34015223596574573,0.19015223596574574,0.18529971455756705,0.03529971455756706,,
development,2024-03-18,2024-03-18 13:50:00+00:00,H2_ARRIVAL,True,True,2024-03-18 13:55:00+00:00,67550.80500000001,0.15,68685.3,67350.6,1334.699999999997,2024-03-18 14:00:00+00:00,F15_H2_WINNER,0.3002922004944851,0.15029220049448508,0.3002922004944851,0.15029220049448508,,,,
development,2024-03-21,2024-03-21 14:00:00+00:00,H2_ARRIVAL,True,True,2024-03-21 14:50:00+00:00,66857.405,0.15,67774.3,66695.6,1078.699999999997,2024-03-21 15:00:00+00:00,F15_H2_WINNER,0.34523036988967754,0.19523036988967754,0.34523036988967754,0.19523036988967754,0.34523036988967754,0.19523036988967754,,
development,2024-03-26,2024-03-26 13:45:00+00:00,H2_ARRIVAL,True,True,2024-03-26 13:55:00+00:00,70452.635,0.15,71340.8,70295.9,1044.9000000000087,2024-03-26 14:00:00+00:00,F15_H2_WINNER,0.4384151593453938,0.28841515934539386,0.4384151593453938,0.28841515934539386,,,,
development,2024-04-15,2024-04-15 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,66874.9,65767.0,1107.8999999999942,,NO_FILL,,,,,,,,
development,2024-04-17,2024-04-17 14:10:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,63562.7,62024.8,1537.8999999999942,,NO_FILL,,,,,,,,
development,2024-04-26,2024-04-26 13:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,False,False,,,0.15,64544.8,63700.0,844.8000000000029,,NO_FILL,,,,,,,,
development,2024-04-30,2024-04-30 14:05:00+00:00,H2_ARRIVAL,False,False,,,0.15,63220.4,60714.0,2506.4000000000015,2024-04-30 14:10:00+00:00,NO_FILL,,,,,,,,
development,2024-05-08,2024-05-08 13:45:00+00:00,OPPOSITE_BREAK_BEFORE_H2,False,False,,,0.15,62517.6,61800.0,717.5999999999985,,NO_FILL,,,,,,,,
development,2024-05-10,2024-05-10 14:05:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,63446.5,62758.7,687.8000000000029,,NO_FILL,,,,,,,,
development,2024-05-16,2024-05-16 14:25:00+00:00,H2_ARRIVAL,True,True,2024-05-16 14:30:00+00:00,65896.19499999999,0.15,66800.0,65736.7,1063.300000000003,2024-05-16 14:55:00+00:00,F15_H2_WINNER,0.4208595880748601,0.2708595880748601,0.4208595880748601,0.2708595880748601,0.4208595880748601,0.2708595880748601,,
development,2024-05-20,2024-05-20 14:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,True,False,2024-05-20 14:45:00+00:00,66813.97499999999,0.15,67341.4,66720.9,620.5,,F15_NON_H2_FILL,,,,,,,1.2554391619661562,1.1054391619661563
development,2024-05-21,2024-05-21 13:35:00+00:00,H2_ARRIVAL,False,False,,,0.15,71498.6,70880.2,618.4000000000087,2024-05-21 13:50:00+00:00,NO_FILL,,,,,,,,
development,2024-05-22,2024-05-22 13:45:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,70321.8,69546.1,775.6999999999971,,NO_FILL,,,,,,,,
development,2024-05-28,2024-05-28 14:05:00+00:00,H2_ARRIVAL,True,True,2024-05-28 14:40:00+00:00,67800.62000000001,0.15,68921.6,67602.8,1318.800000000003,2024-05-28 18:35:00+00:00,F15_H2_WINNER,0.6727327873824652,0.5227327873824652,0.6727327873824652,0.5227327873824652,0.6727327873824652,0.5227327873824652,,
development,2024-05-29,2024-05-29 14:35:00+00:00,H2_ARRIVAL,True,True,2024-05-29 14:45:00+00:00,67724.89,0.15,68330.6,67618.0,712.6000000000058,2024-05-29 15:05:00+00:00,F15_H2_WINNER,0.27561044063989976,0.12561044063989976,0.27561044063989976,0.12561044063989976,0.27561044063989976,0.12561044063989976,,
development,2024-05-31,2024-05-31 14:05:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,69080.0,67908.4,1171.6000000000058,,NO_FILL,,,,,,,,
development,2024-06-05,2024-06-05 13:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,71282.2,70686.1,596.0999999999913,,NO_FILL,,,,,,,,
development,2024-06-11,2024-06-11 13:50:00+00:00,H2_ARRIVAL,False,False,,,0.15,67690.8,66689.5,1001.3000000000029,2024-06-11 13:55:00+00:00,NO_FILL,,,,,,,,
development,2024-06-13,2024-06-13 14:30:00+00:00,H2_ARRIVAL,True,True,2024-06-13 14:35:00+00:00,67385.995,0.15,68607.7,67170.4,1437.300000000003,2024-06-13 15:15:00+00:00,F15_H2_WINNER,0.39775968830446706,0.24775968830446707,0.39775968830446706,0.24775968830446707,0.37194740137758625,0.22194740137758626,,
development,2024-06-19,2024-06-19 14:05:00+00:00,H2_ARRIVAL,False,False,,,0.15,65519.6,64955.9,563.6999999999971,2024-06-19 14:10:00+00:00,NO_FILL,,,,,,,,
development,2024-06-21,2024-06-21 13:35:00+00:00,H2_ARRIVAL,True,True,2024-06-21 13:45:00+00:00,63614.75,0.15,64350.0,63485.0,865.0,2024-06-21 13:50:00+00:00,F15_H2_WINNER,0.3441618497109793,0.1941618497109793,0.3441618497109793,0.1941618497109793,,,,
development,2024-07-01,2024-07-01 13:55:00+00:00,OPPOSITE_BREAK_BEFORE_H2,True,False,2024-07-01 14:00:00+00:00,62688.405,0.15,63302.7,62580.0,722.6999999999971,,F15_NON_H2_FILL,,,,,,,1.094783450947835,0.9447834509478349
development,2024-07-04,2024-07-04 13:35:00+00:00,H2_ARRIVAL,False,False,,,0.15,58484.5,56769.2,1715.300000000003,2024-07-04 13:45:00+00:00,NO_FILL,,,,,,,,
development,2024-07-09,2024-07-09 13:55:00+00:00,H2_ARRIVAL,True,True,2024-07-09 14:00:00+00:00,57134.985,0.15,57899.9,57000.0,899.9000000000015,2024-07-09 15:00:00+00:00,F15_H2_WINNER,1.288587620846757,1.1385876208467571,1.288587620846757,1.1385876208467571,1.288587620846757,1.1385876208467571,,
development,2024-07-10,2024-07-10 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,59013.9,57715.0,1298.9000000000015,,NO_FILL,,,,,,,,
development,2024-07-17,2024-07-17 13:35:00+00:00,H2_ARRIVAL,True,True,2024-07-17 13:40:00+00:00,64673.275,0.15,65479.5,64531.0,948.5,2024-07-17 16:05:00+00:00,F15_H2_WINNER,0.8948866631523489,0.7448866631523489,0.8948866631523489,0.7448866631523489,0.8948866631523489,0.7448866631523489,,
development,2024-07-23,2024-07-23 13:35:00+00:00,H2_ARRIVAL,False,False,,,0.15,67135.5,66290.0,845.5,2024-07-23 13:40:00+00:00,NO_FILL,,,,,,,,
development,2024-07-25,2024-07-25 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,64474.2,63857.2,617.0,,NO_FILL,,,,,,,,
development,2024-07-30,2024-07-30 14:05:00+00:00,H2_ARRIVAL,False,False,,,0.15,66956.6,66200.0,756.6000000000058,2024-07-30 14:10:00+00:00,NO_FILL,,,,,,,,
development,2024-08-07,2024-08-07 13:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,57699.0,56780.9,918.0999999999985,,NO_FILL,,,,,,,,
development,2024-08-08,2024-08-08 13:50:00+00:00,OPPOSITE_BREAK_BEFORE_H2,True,False,2024-08-08 14:00:00+00:00,57177.145,0.15,58500.0,56943.7,1556.300000000003,,F15_NON_H2_FILL,,,,,,,1.2242498232988495,1.0742498232988495
development,2024-08-12,2024-08-12 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,59937.8,58086.1,1851.7000000000044,,NO_FILL,,,,,,,,
development,2024-08-20,2024-08-20 13:40:00+00:00,H2_ARRIVAL,False,False,,,0.15,60949.7,60355.0,594.6999999999971,2024-08-20 14:10:00+00:00,NO_FILL,,,,,,,,
development,2024-08-22,2024-08-22 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,61392.0,60639.0,753.0,,NO_FILL,,,,,,,,
development,2024-08-26,2024-08-26 15:20:00+00:00,NO_H2_BY_SESSION_END,True,False,2024-08-26 17:45:00+00:00,63216.655,0.15,64022.2,63074.5,947.6999999999971,,F15_NON_H2_FILL,,,,,,,0.6417642713938999,0.4917642713938999
development,2024-08-28,2024-08-28 15:25:00+00:00,H2_ARRIVAL,False,False,,,0.15,60197.8,58510.0,1687.800000000003,2024-08-28 15:30:00+00:00,NO_FILL,,,,,,,,
development,2024-09-04,2024-09-04 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,56871.5,56411.6,459.90000000000146,,NO_FILL,,,,,,,,
development,2024-09-12,2024-09-12 13:35:00+00:00,H2_ARRIVAL,True,True,2024-09-12 13:40:00+00:00,57669.375,0.15,58317.5,57555.0,762.5,2024-09-12 13:45:00+00:00,F15_H2_WINNER,0.3775737704918052,0.2275737704918052,0.3775737704918052,0.2275737704918052,,,,
development,2024-09-18,2024-09-18 14:00:00+00:00,H2_ARRIVAL,False,False,,,0.15,60403.7,59360.1,1043.5999999999985,2024-09-18 14:05:00+00:00,NO_FILL,,,,,,,,
development,2024-09-20,2024-09-20 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,63673.8,62756.9,916.9000000000015,,NO_FILL,,,,,,,,
development,2024-09-23,2024-09-23 13:50:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,63668.4,63145.0,523.4000000000015,,NO_FILL,,,,,,,,
development,2024-09-25,2024-09-25 13:45:00+00:00,OPPOSITE_BREAK_BEFORE_H2,False,False,,,0.15,63888.3,63376.0,512.3000000000029,,NO_FILL,,,,,,,,
development,2024-10-04,2024-10-04 14:15:00+00:00,H2_ARRIVAL,False,False,,,0.15,61985.0,61170.2,814.8000000000029,2024-10-04 14:20:00+00:00,NO_FILL,,,,,,,,
development,2024-10-09,2024-10-09 13:40:00+00:00,H2_ARRIVAL,True,True,2024-10-09 13:50:00+00:00,61814.005,0.15,62261.7,61735.0,526.6999999999971,2024-10-09 14:00:00+00:00,F15_H2_WINNER,0.4406683121321432,0.29066831213214317,0.4406683121321432,0.29066831213214317,0.2546041389785443,0.10460413897854429,,
development,2024-10-10,2024-10-10 13:50:00+00:00,H2_ARRIVAL,True,True,2024-10-10 14:20:00+00:00,60704.55,0.15,61297.0,60600.0,697.0,2024-10-10 14:30:00+00:00,F15_H2_WINNER,0.3249641319942611,0.1749641319942611,0.3249641319942611,0.1749641319942611,0.21032998565279562,0.060329985652795626,,
development,2024-10-17,2024-10-17 13:40:00+00:00,H2_ARRIVAL,True,True,2024-10-17 14:00:00+00:00,66878.605,0.15,67516.7,66766.0,750.6999999999971,2024-10-17 14:05:00+00:00,F15_H2_WINNER,0.36499267350473036,0.21499267350473036,0.36499267350473036,0.21499267350473036,,,,
development,2024-10-22,2024-10-22 13:55:00+00:00,OPPOSITE_BREAK_BEFORE_H2,True,False,2024-10-22 14:00:00+00:00,66857.69,0.15,67524.6,66740.0,784.6000000000058,,F15_NON_H2_FILL,,,,,,,1.0999235279123039,0.9499235279123038
development,2024-10-23,2024-10-23 15:30:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,67046.8,66095.2,951.6000000000058,,NO_FILL,,,,,,,,
development,2024-11-12,2024-11-12 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,89590.2,85500.0,4090.199999999997,,NO_FILL,,,,,,,,
development,2024-11-18,2024-11-18 14:00:00+00:00,OPPOSITE_BREAK_BEFORE_H2,True,False,2024-11-18 14:10:00+00:00,89927.535,0.15,92338.9,89502.0,2836.899999999994,,F15_NON_H2_FILL,,,,,,,1.1167119038386994,0.9667119038386994
development,2024-11-22,2024-11-22 13:45:00+00:00,H2_ARRIVAL,True,True,2024-11-22 13:55:00+00:00,97861.085,0.15,99340.0,97600.1,1739.8999999999942,2024-11-22 14:00:00+00:00,F15_H2_WINNER,0.1633427208460245,0.013342720846024503,0.19897695269842994,0.04897695269842994,,,,
development,2024-12-04,2024-12-04 13:35:00+00:00,H2_ARRIVAL,False,False,,,0.15,97041.1,95706.5,1334.6000000000058,2024-12-04 13:40:00+00:00,NO_FILL,,,,,,,,
development,2024-12-23,2024-12-23 13:45:00+00:00,H2_ARRIVAL,False,False,,,0.15,96499.0,94974.2,1524.800000000003,2024-12-23 13:50:00+00:00,NO_FILL,,,,,,,,
external,2020-01-02,2020-01-02 13:55:00+00:00,H2_ARRIVAL,True,True,2020-01-02 15:35:00+00:00,7116.9875,0.15,7175.0,7106.75,68.25,2020-01-02 16:45:00+00:00,F15_H2_WINNER,0.5353846153846149,0.3853846153846149,0.5353846153846149,0.3853846153846149,0.5353846153846149,0.3853846153846149,,
external,2020-01-17,2020-01-17 14:25:00+00:00,H2_ARRIVAL,False,False,,,0.15,9039.0,8800.0,239.0,2020-01-17 14:55:00+00:00,NO_FILL,,,,,,,,
external,2020-01-22,2020-01-22 16:40:00+00:00,NO_H2_BY_SESSION_END,True,False,2020-01-22 18:40:00+00:00,8636.0265,0.15,8749.0,8616.09,132.90999999999985,,F15_NON_H2_FILL,,,,,,,0.5109472575426975,0.3609472575426975
external,2020-01-23,2020-01-23 13:40:00+00:00,H2_ARRIVAL,False,False,,,0.15,8625.0,8374.0,251.0,2020-01-23 13:45:00+00:00,NO_FILL,,,,,,,,
external,2020-02-03,2020-02-03 15:30:00+00:00,H2_ARRIVAL,True,True,2020-02-03 15:40:00+00:00,9319.45,0.15,9407.0,9304.0,103.0,2020-02-03 15:45:00+00:00,F15_H2_WINNER,0.20388349514563106,0.053883495145631066,0.20388349514563106,0.053883495145631066,,,,
external,2020-02-24,2020-02-24 15:50:00+00:00,H2_ARRIVAL,True,True,2020-02-24 16:10:00+00:00,9723.93,0.15,9848.2,9702.0,146.20000000000073,2020-02-24 16:15:00+00:00,F15_H2_WINNER,0.15800273597811387,0.008002735978113878,0.15800273597811387,0.008002735978113878,,,,
external,2020-02-26,2020-02-26 14:05:00+00:00,H2_ARRIVAL,True,True,2020-02-26 14:15:00+00:00,9059.161,0.15,9300.0,9016.66,283.34000000000015,2020-02-26 14:20:00+00:00,F15_H2_WINNER,0.3005223406508068,0.1505223406508068,0.3005223406508068,0.1505223406508068,,,,
external,2020-03-03,2020-03-03 14:10:00+00:00,H2_ARRIVAL,True,True,2020-03-03 14:15:00+00:00,8762.5595,0.15,8907.0,8737.07,169.9300000000003,2020-03-03 14:30:00+00:00,F15_H2_WINNER,0.22079679868181235,0.07079679868181235,0.22079679868181235,0.07079679868181235,0.22079679868181235,0.07079679868181235,,
external,2020-03-09,2020-03-09 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,7996.28,7762.06,234.21999999999935,,NO_FILL,,,,,,,,
external,2020-03-11,2020-03-11 15:40:00+00:00,H2_ARRIVAL,False,False,,,0.15,7930.0,7758.18,171.8199999999997,2020-03-11 15:45:00+00:00,NO_FILL,,,,,,,,
external,2020-03-24,2020-03-24 15:10:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,6840.0,6500.68,339.3199999999997,,NO_FILL,,,,,,,,
external,2020-03-27,2020-03-27 13:50:00+00:00,H2_ARRIVAL,True,True,2020-03-27 13:55:00+00:00,6597.0,0.15,6699.0,6579.0,120.0,2020-03-27 14:00:00+00:00,F15_H2_WINNER,0.21666666666666667,0.06666666666666668,0.21666666666666667,0.06666666666666668,,,,
external,2020-04-01,2020-04-01 13:40:00+00:00,H2_ARRIVAL,True,True,2020-04-01 13:50:00+00:00,6203.55,0.15,6337.0,6180.0,157.0,2020-04-01 16:00:00+00:00,F15_H2_WINNER,0.47770700636942676,0.32770700636942673,0.47770700636942676,0.32770700636942673,0.47770700636942676,0.32770700636942673,,
external,2020-04-03,2020-04-03 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,7049.11,6835.0,214.10999999999967,,NO_FILL,,,,,,,,
external,2020-04-08,2020-04-08 14:00:00+00:00,NO_H2_BY_SESSION_END,True,False,2020-04-08 14:05:00+00:00,7230.41,0.15,7343.46,7210.46,133.0,,F15_NON_H2_FILL,,,,,,,1.031052631578948,0.8810526315789481
external,2020-04-17,2020-04-17 13:35:00+00:00,H2_ARRIVAL,True,True,2020-04-17 13:45:00+00:00,7029.7265,0.15,7122.64,7013.33,109.3100000000004,2020-04-17 14:35:00+00:00,F15_H2_WINNER,0.4909889305644486,0.34098893056444857,0.4909889305644486,0.34098893056444857,0.4909889305644486,0.34098893056444857,,
external,2020-04-27,2020-04-27 13:35:00+00:00,H2_ARRIVAL,True,True,2020-04-27 14:25:00+00:00,7663.2,0.15,7738.0,7650.0,88.0,2020-04-27 14:40:00+00:00,F15_H2_WINNER,0.3351136363636339,0.1851136363636339,0.3351136363636339,0.1851136363636339,0.2727272727272727,0.12272727272727271,,
external,2020-04-28,2020-04-28 15:00:00+00:00,NO_H2_BY_SESSION_END,False,False,,,0.15,7760.0,7681.05,78.94999999999982,,NO_FILL,,,,,,,,
external,2020-05-01,2020-05-01 14:05:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,9065.0,8755.0,310.0,,NO_FILL,,,,,,,,
external,2020-05-11,2020-05-11 16:40:00+00:00,H2_ARRIVAL,True,True,2020-05-11 17:05:00+00:00,8575.808500000001,0.15,9164.0,8472.01,691.9899999999998,2020-05-11 17:55:00+00:00,F15_H2_WINNER,0.26707033338631997,0.11707033338631997,0.26707033338631997,0.11707033338631997,0.2203355539819931,0.07033555398199309,,
external,2020-05-15,2020-05-15 15:10:00+00:00,H2_ARRIVAL,True,True,2020-05-15 15:15:00+00:00,9496.0,0.15,9700.0,9460.0,240.0,2020-05-15 15:30:00+00:00,F15_H2_WINNER,0.32916666666666666,0.17916666666666667,0.32916666666666666,0.17916666666666667,0.30262499999999665,0.15262499999999665,,
external,2020-05-21,2020-05-21 14:10:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,9498.49,9225.53,272.9599999999991,,NO_FILL,,,,,,,,
external,2020-05-29,2020-05-29 15:20:00+00:00,NO_H2_BY_SESSION_END,True,False,2020-05-29 15:30:00+00:00,9377.4745,0.15,9590.0,9339.97,250.03000000000065,,F15_NON_H2_FILL,,,,,,,0.440067191936969,0.29006719193696906
external,2020-06-03,2020-06-03 14:15:00+00:00,NO_H2_BY_SESSION_END,True,False,2020-06-03 19:30:00+00:00,9509.989,0.15,9644.0,9486.34,157.65999999999985,,F15_NON_H2_FILL,,,,,,,0.7620829633388287,0.6120829633388287
external,2020-06-17,2020-06-17 13:35:00+00:00,H2_ARRIVAL,True,True,2020-06-17 13:40:00+00:00,9467.85,0.15,9569.0,9450.0,119.0,2020-06-17 13:50:00+00:00,F15_H2_WINNER,0.21008403361344538,0.06008403361344539,0.21008403361344538,0.06008403361344539,0.1632773109243722,0.013277310924372204,,
external,2020-06-18,2020-06-18 16:20:00+00:00,H2_ARRIVAL,True,True,2020-06-18 16:40:00+00:00,9389.8825,0.15,9483.85,9373.3,110.55000000000109,2020-06-18 19:00:00+00:00,F15_H2_WINNER,0.3817277250113099,0.23172772501130992,0.3817277250113099,0.23172772501130992,0.3817277250113099,0.23172772501130992,,
external,2020-06-19,2020-06-19 18:35:00+00:00,NO_H2_BY_SESSION_END,True,False,2020-06-19 18:40:00+00:00,9297.518,0.15,9453.0,9270.08,182.92000000000007,,F15_NON_H2_FILL,,,,,,,0.40411108681390795,0.2541110868139079
external,2020-06-24,2020-06-24 15:45:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,9555.83,9257.76,298.0699999999997,,NO_FILL,,,,,,,,
external,2020-06-29,2020-06-29 13:35:00+00:00,H2_ARRIVAL,True,True,2020-06-29 13:40:00+00:00,9044.298999999999,0.15,9136.66,9028.0,108.65999999999985,2020-06-29 13:45:00+00:00,F15_H2_WINNER,0.20743603902080712,0.05743603902080713,0.20743603902080712,0.05743603902080713,,,,
external,2020-07-09,2020-07-09 14:25:00+00:00,H2_ARRIVAL,True,True,2020-07-09 14:40:00+00:00,9364.4585,0.15,9435.0,9352.01,82.98999999999978,2020-07-09 14:45:00+00:00,F15_H2_WINNER,0.258344378840831,0.10834437884083101,0.258344378840831,0.10834437884083101,,,,
external,2020-07-15,2020-07-15 16:55:00+00:00,H2_ARRIVAL,True,True,2020-07-15 18:45:00+00:00,9198.7,0.15,9248.0,9190.0,58.0,2020-07-15 18:50:00+00:00,F15_H2_WINNER,0.3543103448275737,0.20431034482757368,0.3543103448275737,0.20431034482757368,,,,
external,2020-08-11,2020-08-11 13:35:00+00:00,H2_ARRIVAL,True,True,2020-08-11 14:05:00+00:00,11612.55,0.15,11780.0,11583.0,197.0,2020-08-11 14:10:00+00:00,F15_H2_WINNER,0.24538071065989922,0.09538071065989923,0.24538071065989922,0.09538071065989923,,,,
