component,hour_wib,anchor_utc_min,lookback_min,hold_min,character_rule,entry_ts,exit_ts,gross,net
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-02-13 20:00:00+00:00,2023-02-14 00:00:00+00:00,4.93574472368547,4.18574472368547
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-02-13 20:15:00+00:00,2023-02-14 00:15:00+00:00,5.130738060197966,4.380738060197966
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-02-22 20:15:00+00:00,2023-02-23 00:15:00+00:00,8.577984204634712,7.827984204634712
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2023-02-22 20:30:00+00:00,2023-02-23 00:30:00+00:00,8.074907387905276,7.3249073879052755
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2023-02-22 20:45:00+00:00,2023-02-23 00:45:00+00:00,8.367655815799926,7.617655815799926
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-02-23 18:00:00+00:00,2023-02-24 00:00:00+00:00,1.136128898987815,0.3861288989878151
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-02-23 18:15:00+00:00,2023-02-24 00:15:00+00:00,3.464562130538086,2.714562130538086
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-02-23 18:30:00+00:00,2023-02-24 00:30:00+00:00,1.99483046981905,1.24483046981905
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2023-02-23 18:45:00+00:00,2023-02-24 00:45:00+00:00,0.6142954456987099,-0.13570455430129014
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-02-23 20:00:00+00:00,2023-02-24 00:00:00+00:00,-0.7928342310718063,-1.5428342310718062
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-02-23 20:15:00+00:00,2023-02-24 00:15:00+00:00,-1.2707669274606503,-2.0207669274606506
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2023-02-23 20:30:00+00:00,2023-02-24 00:30:00+00:00,-1.7595856673749741,-2.5095856673749743
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-03-07 20:15:00+00:00,2023-03-08 00:15:00+00:00,6.433995798998249,5.683995798998249
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2023-03-07 20:30:00+00:00,2023-03-08 00:30:00+00:00,6.395423991726979,5.645423991726979
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-03-14 18:15:00+00:00,2023-03-15 00:15:00+00:00,-12.111979765463289,-12.861979765463289
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-03-14 18:30:00+00:00,2023-03-15 00:30:00+00:00,-18.413048068527463,-19.163048068527463
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2023-03-14 18:45:00+00:00,2023-03-15 00:45:00+00:00,-15.892805060076956,-16.642805060076956
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2023-03-15 20:30:00+00:00,2023-03-16 00:30:00+00:00,3.326603094288233,2.576603094288233
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2023-03-15 20:45:00+00:00,2023-03-16 00:45:00+00:00,-2.7900671189682282,-3.5400671189682282
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-03-17 18:00:00+00:00,2023-03-18 00:00:00+00:00,18.55147229306747,17.80147229306747
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-03-17 18:15:00+00:00,2023-03-18 00:15:00+00:00,19.751640385534298,19.001640385534298
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-03-17 18:30:00+00:00,2023-03-18 00:30:00+00:00,16.19972874331313,15.44972874331313
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-03-17 20:00:00+00:00,2023-03-18 00:00:00+00:00,13.043952010643913,12.293952010643913
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-03-17 20:15:00+00:00,2023-03-18 00:15:00+00:00,12.966136787135635,12.216136787135635
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2023-03-17 20:30:00+00:00,2023-03-18 00:30:00+00:00,9.207473930819036,8.457473930819036
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2023-03-24 18:45:00+00:00,2023-03-25 00:45:00+00:00,2.7715424435384306,2.0215424435384306
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-03-24 20:00:00+00:00,2023-03-25 00:00:00+00:00,-4.0329213438533476,-4.7829213438533476
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2023-03-27 20:30:00+00:00,2023-03-28 00:30:00+00:00,2.1382793002847,1.3882793002847
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2023-03-27 20:45:00+00:00,2023-03-28 00:45:00+00:00,2.3860814848294174,1.6360814848294174
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-04-03 20:15:00+00:00,2023-04-04 00:15:00+00:00,6.431579418945867,5.681579418945867
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2023-04-03 20:30:00+00:00,2023-04-04 00:30:00+00:00,5.256833044547586,4.506833044547586
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-04-14 18:30:00+00:00,2023-04-15 00:30:00+00:00,3.4689636680520746,2.7189636680520746
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-04-14 20:00:00+00:00,2023-04-15 00:00:00+00:00,2.116293306295771,1.3662933062957712
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-04-14 20:15:00+00:00,2023-04-15 00:15:00+00:00,0.5279276094195748,-0.22207239058042516
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2023-04-14 20:30:00+00:00,2023-04-15 00:30:00+00:00,-0.15924475205345348,-0.9092447520534535
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-04-27 18:00:00+00:00,2023-04-28 00:00:00+00:00,1.1848652511336326,0.4348652511336326
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-04-27 18:30:00+00:00,2023-04-28 00:30:00+00:00,-5.097637566027567,-5.847637566027567
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-04-27 20:15:00+00:00,2023-04-28 00:15:00+00:00,-2.1663347914935334,-2.9163347914935334
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-05-11 18:00:00+00:00,2023-05-12 00:00:00+00:00,3.1142159750862466,2.3642159750862466
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-05-11 18:15:00+00:00,2023-05-12 00:15:00+00:00,2.4634683616674136,1.7134683616674136
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-05-11 18:30:00+00:00,2023-05-12 00:30:00+00:00,2.649032612534779,1.899032612534779
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2023-05-11 18:45:00+00:00,2023-05-12 00:45:00+00:00,3.4844767122673903,2.7344767122673903
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-05-11 20:00:00+00:00,2023-05-12 00:00:00+00:00,2.646021717559621,1.8960217175596208
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-06-07 18:00:00+00:00,2023-06-08 00:00:00+00:00,-4.695242010515646,-5.445242010515646
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-06-07 18:15:00+00:00,2023-06-08 00:15:00+00:00,-5.493733794295632,-6.243733794295632
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-06-12 18:30:00+00:00,2023-06-13 00:30:00+00:00,3.0090936367623144,2.2590936367623144
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-07-06 18:00:00+00:00,2023-07-07 00:00:00+00:00,-11.085845736335536,-11.835845736335536
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-07-17 20:15:00+00:00,2023-07-18 00:15:00+00:00,5.415591829830425,4.665591829830425
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2023-07-17 20:30:00+00:00,2023-07-18 00:30:00+00:00,6.55487159961077,5.80487159961077
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2023-07-17 20:45:00+00:00,2023-07-18 00:45:00+00:00,6.1726108582919235,5.4226108582919235
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-08-02 18:00:00+00:00,2023-08-03 00:00:00+00:00,2.1817725058435484,1.4317725058435484
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-08-02 18:15:00+00:00,2023-08-03 00:15:00+00:00,1.691456507742518,0.9414565077425181
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-08-02 18:30:00+00:00,2023-08-03 00:30:00+00:00,2.250765260188464,1.500765260188464
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2023-08-02 18:45:00+00:00,2023-08-03 00:45:00+00:00,2.281198666208279,1.531198666208279
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-08-15 20:00:00+00:00,2023-08-16 00:00:00+00:00,0.3859080608257015,-0.3640919391742985
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-08-15 20:15:00+00:00,2023-08-16 00:15:00+00:00,0.5279946598674368,-0.22200534013256323
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2023-09-11 18:45:00+00:00,2023-09-12 00:45:00+00:00,-2.461096726228646,-3.211096726228646
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-09-19 18:00:00+00:00,2023-09-20 00:00:00+00:00,-0.6323879943571311,-1.3823879943571311
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2023-09-19 18:45:00+00:00,2023-09-20 00:45:00+00:00,-1.3378251827347856,-2.0878251827347856
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-09-29 18:00:00+00:00,2023-09-30 00:00:00+00:00,1.3567174056915923,0.6067174056915923
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-09-29 18:15:00+00:00,2023-09-30 00:15:00+00:00,3.2686248234399113,2.5186248234399113
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-09-29 20:00:00+00:00,2023-09-30 00:00:00+00:00,0.603748648323919,-0.14625135167608105
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-10-04 20:00:00+00:00,2023-10-05 00:00:00+00:00,1.1174783355358333,0.3674783355358333
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-10-04 20:15:00+00:00,2023-10-05 00:15:00+00:00,0.197591211142956,-0.552408788857044
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2023-10-04 20:30:00+00:00,2023-10-05 00:30:00+00:00,-0.28248759180841765,-1.0324875918084175
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2023-10-04 20:45:00+00:00,2023-10-05 00:45:00+00:00,1.538498960144955,0.788498960144955
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-10-06 18:30:00+00:00,2023-10-07 00:30:00+00:00,-0.6186917701863933,-1.3686917701863934
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2023-10-06 18:45:00+00:00,2023-10-07 00:45:00+00:00,0.054666051167443226,-0.6953339488325567
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2023-10-06 20:45:00+00:00,2023-10-07 00:45:00+00:00,0.22177529605483567,-0.5282247039451643
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-10-10 20:00:00+00:00,2023-10-11 00:00:00+00:00,0.5206802703704525,-0.2293197296295475
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2023-10-10 20:30:00+00:00,2023-10-11 00:30:00+00:00,2.0271828243492287,1.2771828243492287
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2023-10-10 20:45:00+00:00,2023-10-11 00:45:00+00:00,4.2370161135006885,3.4870161135006885
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-10-11 18:15:00+00:00,2023-10-12 00:15:00+00:00,3.116909880089149,2.366909880089149
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-10-11 18:30:00+00:00,2023-10-12 00:30:00+00:00,3.3319597718170635,2.5819597718170635
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-10-23 18:00:00+00:00,2023-10-24 00:00:00+00:00,23.850337795756598,23.100337795756598
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-10-23 18:15:00+00:00,2023-10-24 00:15:00+00:00,19.941860807934255,19.191860807934255
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-10-23 18:30:00+00:00,2023-10-24 00:30:00+00:00,25.338637870607222,24.588637870607222
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-10-25 20:00:00+00:00,2023-10-26 00:00:00+00:00,-0.7767619643695299,-1.52676196436953
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-11-01 18:15:00+00:00,2023-11-02 00:15:00+00:00,8.4994718774756,7.7494718774755995
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-11-10 18:00:00+00:00,2023-11-11 00:00:00+00:00,-4.527906200848387,-5.277906200848387
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-11-10 18:15:00+00:00,2023-11-11 00:15:00+00:00,-4.0331423232044115,-4.7831423232044115
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-11-10 18:30:00+00:00,2023-11-11 00:30:00+00:00,-3.689949054896919,-4.439949054896919
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2023-11-10 18:45:00+00:00,2023-11-11 00:45:00+00:00,-4.0559433885736915,-4.8059433885736915
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-11-10 20:00:00+00:00,2023-11-11 00:00:00+00:00,-2.46958486087052,-3.21958486087052
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-11-14 18:00:00+00:00,2023-11-15 00:00:00+00:00,-11.156371895521666,-11.906371895521666
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-11-15 18:15:00+00:00,2023-11-16 00:15:00+00:00,5.635077125815654,4.885077125815654
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-11-22 18:00:00+00:00,2023-11-23 00:00:00+00:00,7.282639151743387,6.532639151743387
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-11-22 18:15:00+00:00,2023-11-23 00:15:00+00:00,5.801897198323424,5.051897198323424
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-11-22 18:30:00+00:00,2023-11-23 00:30:00+00:00,1.7734815782036544,1.0234815782036544
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2023-11-22 18:45:00+00:00,2023-11-23 00:45:00+00:00,0.516166731593273,-0.23383326840672702
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-11-27 20:15:00+00:00,2023-11-28 00:15:00+00:00,7.9678876066231785,7.2178876066231785
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2023-11-27 20:30:00+00:00,2023-11-28 00:30:00+00:00,10.734801159921407,9.984801159921407
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2023-11-27 20:45:00+00:00,2023-11-28 00:45:00+00:00,10.73433583959898,9.98433583959898
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-11-28 20:00:00+00:00,2023-11-29 00:00:00+00:00,-2.6491899452192817,-3.3991899452192817
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-11-28 20:15:00+00:00,2023-11-29 00:15:00+00:00,-5.2736989117995074,-6.0236989117995074
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2023-11-28 20:30:00+00:00,2023-11-29 00:30:00+00:00,-2.866897185626113,-3.616897185626113
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-12-04 18:00:00+00:00,2023-12-05 00:00:00+00:00,5.442642745470813,4.692642745470813
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-12-06 18:00:00+00:00,2023-12-07 00:00:00+00:00,-8.007772054968322,-8.757772054968322
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-12-06 18:15:00+00:00,2023-12-07 00:15:00+00:00,-7.740013028398403,-8.490013028398403
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-12-06 18:30:00+00:00,2023-12-07 00:30:00+00:00,-6.618698703984846,-7.368698703984846
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-12-12 20:00:00+00:00,2023-12-13 00:00:00+00:00,5.565390471647921,4.815390471647921
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-12-12 20:15:00+00:00,2023-12-13 00:15:00+00:00,5.919005974066432,5.169005974066432
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2023-12-12 20:30:00+00:00,2023-12-13 00:30:00+00:00,6.0601608697249265,5.3101608697249265
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2023-12-12 20:45:00+00:00,2023-12-13 00:45:00+00:00,6.418320218167803,5.668320218167803
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-12-13 18:00:00+00:00,2023-12-14 00:00:00+00:00,10.506070224072301,9.756070224072301
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-12-13 18:15:00+00:00,2023-12-14 00:15:00+00:00,8.651906031562932,7.901906031562932
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-12-13 18:30:00+00:00,2023-12-14 00:30:00+00:00,10.440961110809743,9.690961110809743
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2023-12-13 18:45:00+00:00,2023-12-14 00:45:00+00:00,7.896680961476077,7.146680961476077
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-12-14 18:00:00+00:00,2023-12-15 00:00:00+00:00,2.4269738953907134,1.6769738953907134
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-12-14 18:15:00+00:00,2023-12-15 00:15:00+00:00,4.550548813194169,3.800548813194169
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2023-12-20 18:45:00+00:00,2023-12-21 00:45:00+00:00,-6.5938502254020435,-7.3438502254020435
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-12-21 18:15:00+00:00,2023-12-22 00:15:00+00:00,-0.5652873357762535,-1.3152873357762536
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-12-21 18:30:00+00:00,2023-12-22 00:30:00+00:00,1.6086006514833249,0.8586006514833249
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-12-22 18:00:00+00:00,2023-12-23 00:00:00+00:00,-0.5302682255551189,-1.280268225555119
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-12-22 18:15:00+00:00,2023-12-23 00:15:00+00:00,-1.1208700004705476,-1.8708700004705476
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-12-22 18:30:00+00:00,2023-12-23 00:30:00+00:00,-3.049054472160528,-3.799054472160528
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2023-12-22 18:45:00+00:00,2023-12-23 00:45:00+00:00,-2.147055038393841,-2.897055038393841
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-12-22 20:00:00+00:00,2023-12-23 00:00:00+00:00,3.272894034377309,2.522894034377309
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-12-22 20:15:00+00:00,2023-12-23 00:15:00+00:00,3.456062032104079,2.706062032104079
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2023-12-27 20:45:00+00:00,2023-12-28 00:45:00+00:00,15.936466422393881,15.186466422393881
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-12-28 18:00:00+00:00,2023-12-29 00:00:00+00:00,-2.8165491868247305,-3.5665491868247305
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-12-28 18:15:00+00:00,2023-12-29 00:15:00+00:00,-0.3750333716135719,-1.1250333716135719
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-12-28 18:30:00+00:00,2023-12-29 00:30:00+00:00,-1.648070340234488,-2.3980703402344883
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2023-12-28 18:45:00+00:00,2023-12-29 00:45:00+00:00,1.797216226780654,1.047216226780654
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2023-12-28 20:00:00+00:00,2023-12-29 00:00:00+00:00,-3.947730108049832,-4.697730108049832
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2023-12-28 20:15:00+00:00,2023-12-29 00:15:00+00:00,0.9006789079692625,0.15067890796926253
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2023-12-28 20:30:00+00:00,2023-12-29 00:30:00+00:00,0.6141905648427699,-0.1358094351572301
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2023-12-28 20:45:00+00:00,2023-12-29 00:45:00+00:00,1.2732906073596197,0.5232906073596197
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-01-02 18:00:00+00:00,2024-01-03 00:00:00+00:00,-0.5467260012714404,-1.2967260012714403
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-01-02 18:15:00+00:00,2024-01-03 00:15:00+00:00,0.7798262343716542,0.029826234371654214
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-01-02 18:30:00+00:00,2024-01-03 00:30:00+00:00,-2.4330848810514825,-3.1830848810514825
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-01-02 20:00:00+00:00,2024-01-03 00:00:00+00:00,-3.0153254442860065,-3.7653254442860065
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-01-02 20:15:00+00:00,2024-01-03 00:15:00+00:00,-3.226782928951992,-3.976782928951992
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-01-03 20:00:00+00:00,2024-01-04 00:00:00+00:00,0.8156643812958889,0.06566438129588892
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-01-03 20:15:00+00:00,2024-01-04 00:15:00+00:00,2.1062967186114157,1.3562967186114157
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-01-03 20:30:00+00:00,2024-01-04 00:30:00+00:00,-1.1507999187670441,-1.9007999187670441
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-01-03 20:45:00+00:00,2024-01-04 00:45:00+00:00,-1.25885484817046,-2.00885484817046
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-01-04 18:45:00+00:00,2024-01-05 00:45:00+00:00,-2.5824018972748117,-3.3324018972748117
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-01-04 20:00:00+00:00,2024-01-05 00:00:00+00:00,-1.5473275630909546,-2.2973275630909544
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-01-04 20:15:00+00:00,2024-01-05 00:15:00+00:00,-0.9910345433770366,-1.7410345433770367
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-01-23 18:45:00+00:00,2024-01-24 00:45:00+00:00,9.225628359726835,8.475628359726835
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-01-23 20:00:00+00:00,2024-01-24 00:00:00+00:00,12.965615718005834,12.215615718005834
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-01-23 20:15:00+00:00,2024-01-24 00:15:00+00:00,8.595740808154396,7.845740808154396
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-01-23 20:30:00+00:00,2024-01-24 00:30:00+00:00,10.396337570904825,9.646337570904825
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-01-23 20:45:00+00:00,2024-01-24 00:45:00+00:00,10.795658965565892,10.045658965565892
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-01-24 18:30:00+00:00,2024-01-25 00:30:00+00:00,3.1889797520083065,2.4389797520083065
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-01-24 18:45:00+00:00,2024-01-25 00:45:00+00:00,3.5799415133532206,2.8299415133532206
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-01-31 18:45:00+00:00,2024-02-01 00:45:00+00:00,-12.24619886543513,-12.99619886543513
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-01-31 20:15:00+00:00,2024-02-01 00:15:00+00:00,-3.146334997761934,-3.896334997761934
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-01-31 20:30:00+00:00,2024-02-01 00:30:00+00:00,-5.859620120048627,-6.609620120048627
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-01-31 20:45:00+00:00,2024-02-01 00:45:00+00:00,-4.058515705542257,-4.808515705542257
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-02-13 18:15:00+00:00,2024-02-14 00:15:00+00:00,2.321423806601438,1.5714238066014379
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-02-13 18:30:00+00:00,2024-02-14 00:30:00+00:00,-0.16508538899428668,-0.9150853889942867
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-02-13 18:45:00+00:00,2024-02-14 00:45:00+00:00,-1.6066191952108333,-2.3566191952108335
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-02-13 20:00:00+00:00,2024-02-14 00:00:00+00:00,5.4973661644003915,4.7473661644003915
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-02-13 20:15:00+00:00,2024-02-14 00:15:00+00:00,2.3309978881883433,1.5809978881883433
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-02-13 20:30:00+00:00,2024-02-14 00:30:00+00:00,3.347843201699906,2.597843201699906
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-02-15 18:00:00+00:00,2024-02-16 00:00:00+00:00,1.338307910216298,0.588307910216298
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-02-15 18:15:00+00:00,2024-02-16 00:15:00+00:00,-0.8417359878310003,-1.5917359878310005
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-02-15 18:30:00+00:00,2024-02-16 00:30:00+00:00,-0.4331729120181293,-1.1831729120181294
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-02-15 18:45:00+00:00,2024-02-16 00:45:00+00:00,2.730060805899784,1.9800608058997842
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-02-15 20:00:00+00:00,2024-02-16 00:00:00+00:00,-2.04152871362534,-2.79152871362534
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-02-15 20:15:00+00:00,2024-02-16 00:15:00+00:00,-0.03888464692745091,-0.7888846469274509
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-02-15 20:30:00+00:00,2024-02-16 00:30:00+00:00,-0.229940357008968,-0.979940357008968
