role,partition,component,outcome,n,entry_to_e20_min_q25,entry_to_e20_min_q50,entry_to_e20_min_q75,break_to_e20_min_q25,break_to_e20_min_q50,break_to_e20_min_q75,e20_bar_close_R_q25,e20_bar_close_R_q50,e20_bar_close_R_q75,e20_bar_close_vs_E20_R_q25,e20_bar_close_vs_E20_R_q50,e20_bar_close_vs_E20_R_q75,running_mae_R_to_e20_q25,running_mae_R_to_e20_q50,running_mae_R_to_e20_q75,closes_gt_H_to_e20_q25,closes_gt_H_to_e20_q50,closes_gt_H_to_e20_q75,trigger_close_R_q25,trigger_close_R_q50,trigger_close_R_q75,trigger_close_vs_E10_R_q25,trigger_close_vs_E10_R_q50,trigger_close_vs_E10_R_q75,trigger_high_R_q25,trigger_high_R_q50,trigger_high_R_q75,trigger_low_R_q25,trigger_low_R_q50,trigger_low_R_q75,trigger_body_R_q25,trigger_body_R_q50,trigger_body_R_q75,trigger_upper_wick_R_q25,trigger_upper_wick_R_q50,trigger_upper_wick_R_q75,trigger_lower_wick_R_q25,trigger_lower_wick_R_q50,trigger_lower_wick_R_q75,post_e20_peak_R_q25,post_e20_peak_R_q50,post_e20_peak_R_q75,giveback_peak_to_trigger_close_R_q25,giveback_peak_to_trigger_close_R_q50,giveback_peak_to_trigger_close_R_q75,running_mfe_R_to_trigger_q25,running_mfe_R_to_trigger_q50,running_mfe_R_to_trigger_q75,trigger_traded_E25_rate,trigger_traded_E30_rate
CENTRAL,development,POOLED,TRIGGERED_TRUE_STALLER,51,0.0,10.0,40.0,0.0,5.0,10.0,0.060250710671496045,0.12767561049140944,0.1743203959773749,-0.13974928932850397,-0.07232438950859058,-0.02567960402262512,0.10670352180635545,0.22613065326633147,0.3271182201880113,1.0,2.0,3.0,0.011241902904506905,0.04826732673267511,0.07074528110650398,-0.0887580970954931,-0.0517326732673249,-0.029254718893496026,0.1229043853342929,0.1715686274509813,0.2122208436724583,-0.05629251700679723,0.0033057851239651076,0.03843042896080103,0.056238107674518006,0.09217877094972404,0.1404690406572967,0.005968216896834929,0.03440860215053768,0.05388211108150075,0.01755694487145572,0.036792452830187415,0.05459801247448779,0.21529907685799288,0.24333719582850633,0.2939325779053714,0.1703311988410901,0.21296296296296696,0.3013585031097737,0.21529907685799288,0.24333719582850633,0.2939325779053714,0.13725490196078433,0.0392156862745098
CENTRAL,development,POOLED,TRIGGERED_E40_RECOVERY,31,0.0,25.0,127.5,0.0,0.0,6.25,0.08748615725359729,0.13721804511278268,0.17277213063488372,-0.11251384274640272,-0.06278195488721733,-0.027227869365116286,0.1681949397181134,0.3215686274509706,0.6214276877397036,1.0,1.0,3.0,-0.004882566678701142,0.03260869565216737,0.07631188511711776,-0.10488256667870115,-0.06739130434783264,-0.023688114882882257,0.12547211242863396,0.17755102040816267,0.22020851012244252,-0.11070847422418609,-0.004936747917306736,0.021090862842710854,0.0759641365757824,0.12418300653594845,0.16279112617924507,0.018036090241085486,0.042212518195045796,0.08031157668547073,0.023154260180765968,0.05098039215685559,0.08738370227783222,0.22635175282234063,0.2651585820895517,0.3069864481503717,0.19682287459862008,0.22524028416213715,0.30554855290761795,0.22635175282234063,0.2651585820895517,0.3069864481503717,0.16129032258064516,0.0967741935483871
CENTRAL,external,POOLED,TRIGGERED_TRUE_STALLER,31,2.5,5.0,17.5,2.5,5.0,12.5,0.09339484689603289,0.15620328849028514,0.1972633589278959,-0.10660515310396712,-0.04379671150971487,-0.0027366410721041123,0.08273307391597541,0.1475046210720889,0.21430438104499216,1.0,2.0,3.0,0.021973672127295237,0.0472418670438477,0.06922127708735443,-0.07802632787270478,-0.0527581329561523,-0.030778722912645586,0.15072530717169494,0.18743563336766222,0.23254923602248861,-0.033795028732986204,-0.003972900635662275,0.03464606846500771,0.0756765723494015,0.11310133060388763,0.1536856534915937,0.008880285951677211,0.031012658227847812,0.05489624146823764,0.00912785183539878,0.03504043126684506,0.07093012762511643,0.2126317861103223,0.232006773920408,0.2563124087379754,0.1794029096359845,0.19602977667493945,0.2218248380737829,0.2126317861103223,0.232006773920408,0.2563124087379754,0.1935483870967742,0.06451612903225806
CENTRAL,external,POOLED,TRIGGERED_E40_RECOVERY,13,5.0,15.0,15.0,0.0,5.0,11.25,0.06570512820512855,0.14200946195172753,0.16494845360824772,-0.13429487179487146,-0.05799053804827248,-0.035051546391752286,0.1156274664561955,0.1703821656050944,0.2729468599033794,1.0,2.0,4.0,0.06019108280254551,0.08191440404970003,0.08945299431248019,-0.039808917197454496,-0.018085595950299974,-0.010547005687519817,0.16826923076923084,0.20397489539749053,0.22461525593844214,0.0016025641025603616,0.039808917197452214,0.06672802577082355,0.04786010124252272,0.05689488910317952,0.0866242038216578,0.02724913494809673,0.050144648023143015,0.08452950558213677,0.015151515151515265,0.02196652719665265,0.041987286717966116,0.2129436325678507,0.22854387656701391,0.2471237919926373,0.13516226162596195,0.16520938794293727,0.18979266347687448,0.2129436325678507,0.22854387656701391,0.2471237919926373,0.07692307692307693,0.0
CENTRAL,reference_validation,POOLED,TRIGGERED_TRUE_STALLER,33,5.0,5.0,45.0,0.0,5.0,12.5,0.08333333333333187,0.1333333333333322,0.16503667481662712,-0.11666666666666814,-0.06666666666666782,-0.03496332518337289,0.122340425531923,0.15175097276264102,0.25740740740740986,1.0,2.0,2.0,0.02822580645162173,0.05194805194807975,0.07971014492753607,-0.07177419354837827,-0.04805194805192026,-0.020289855072463933,0.13924050632912235,0.17383177570093603,0.19480519480520678,-0.004032258064512478,0.01785714285714346,0.050724637681154636,0.036259541984732524,0.0817120622568016,0.12987012987012556,0.012987012987001481,0.033644859813085425,0.05925925925925763,0.012987012987038393,0.020560747663553973,0.03225806451613421,0.21495327102803435,0.24489795918367327,0.27536231884057727,0.16610169491525795,0.1978021978021904,0.23809523809523442,0.21495327102803435,0.24489795918367327,0.27536231884057727,0.030303030303030304,0.0
CENTRAL,reference_validation,POOLED,TRIGGERED_E40_RECOVERY,17,0.0,25.0,75.0,0.0,2.5,5.0,0.019292604501608364,0.0747663551401858,0.12472160356347464,-0.18070739549839165,-0.1252336448598142,-0.07527839643652537,0.16788321167882583,0.26168224299065695,0.5357142857142786,1.0,2.0,3.0,-0.09009009009008502,0.049900199600798494,0.07707129094412445,-0.19009009009008504,-0.05009980039920151,-0.02292870905587556,0.06349206349205132,0.13363028953229245,0.16966067864271941,-0.1269841269841252,0.0,0.01428571428571477,0.03571428571427892,0.06569343065693659,0.10179640718563278,0.016077170418010017,0.04624277456647576,0.053571428571431066,0.026726057906459755,0.05109489051095466,0.08139534883720143,0.21221864951768285,0.23809523809524882,0.2429906542056138,0.15169660678643127,0.18971061093247615,0.3153153153153104,0.21221864951768285,0.23809523809524882,0.2429906542056138,0.058823529411764705,0.0
CLOCK_SUPPORT,external,POOLED,TRIGGERED_TRUE_STALLER,27,5.0,10.0,25.0,5.0,5.0,10.0,0.08005341327249554,0.13263525305409582,0.18154633047383734,-0.11994658672750447,-0.06736474694590419,-0.01845366952616266,0.10252941700837918,0.17312709653373085,0.2936891905508905,1.5,2.0,3.0,0.016792530818348736,0.04559625876851059,0.07200831220330933,-0.08320746918165127,-0.054403741231489416,-0.02799168779669068,0.13882520544717258,0.17710826411375627,0.21299595520349318,-0.07315415134369418,-0.004212945231715769,0.03603099082290993,0.07042253521126494,0.09746835443038204,0.14804544636968758,0.010947540574646784,0.024471635150164265,0.05992208065910476,0.010260625414688699,0.0334855403348566,0.07872208354590837,0.20768608071567063,0.24360400444938962,0.28129412428847556,0.16996160993740267,0.19685438863520918,0.21870775875633136,0.20768608071567063,0.24360400444938962,0.28129412428847556,0.1111111111111111,0.0
CLOCK_SUPPORT,external,POOLED,TRIGGERED_E40_RECOVERY,10,1.25,15.0,18.75,2.5,10.0,15.0,0.0800409198262152,0.16621535948865052,0.18210794548760584,-0.11995908017378482,-0.03378464051134948,-0.017892054512394166,0.13373149692701675,0.1823486741588614,0.2493583527249087,1.0,2.0,3.75,0.008385193213924443,0.05752675099316866,0.07812749648323485,-0.09161480678607556,-0.042473249006831346,-0.021872503516765156,0.1588940926313841,0.189885736102343,0.21757925629683228,-0.016047402959275328,0.03879759415191526,0.06655231547483367,0.06499116927956933,0.10305729499704033,0.11622450043553532,0.026060360153677777,0.048592616098181544,0.07455621735998859,0.008868962823896041,0.019095953499701564,0.027093311180330027,0.23097269787250288,0.24095836767793363,0.290097763974678,0.14947503817706886,0.20491847992853884,0.2841171737220335,0.23097269787250288,0.24095836767793363,0.290097763974678,0.2,0.1
CLOCK_SUPPORT,reference_validation,POOLED,TRIGGERED_TRUE_STALLER,33,0.0,5.0,25.0,0.0,5.0,5.0,0.06551724137931987,0.1190476190476118,0.18630573248407667,-0.13448275862068015,-0.08095238095238821,-0.013694267515923342,0.12476722532588244,0.16455696202531236,0.2266435986159173,1.0,2.0,3.0,0.04498269896194619,0.06920415224913427,0.08679706601467098,-0.055017301038053815,-0.030795847750865732,-0.013202933985329027,0.1550387596899239,0.18644067796610628,0.21153846153846298,0.006896551724141513,0.03797468354430562,0.06250000000000185,0.03846153846153827,0.06465517241379574,0.1047619047619045,0.014669926650363842,0.04651162790697827,0.0967741935483797,0.01176470588235058,0.02127659574469179,0.03225806451613421,0.2110726643598673,0.232000000000005,0.2699275362318859,0.13529411764705257,0.17436305732484056,0.21065375302663425,0.2110726643598673,0.232000000000005,0.2699275362318859,0.12121212121212122,0.030303030303030304
CLOCK_SUPPORT,reference_validation,POOLED,TRIGGERED_E40_RECOVERY,16,0.0,10.0,51.25,0.0,0.0,2.5,0.08680756610693463,0.11678844815588074,0.15350958565244427,-0.11319243389306538,-0.08321155184411927,-0.04649041434755575,0.11249999999999807,0.20815215783713395,0.25737535520537286,1.0,2.0,2.25,0.025024939210676188,0.055459471924365844,0.07792207792207416,-0.07497506078932381,-0.04454052807563416,-0.022077922077925843,0.12501916657820472,0.1612524461839526,0.21758720930231917,-0.0043604651162792015,0.018918817755194977,0.046077210460773226,0.024694394569198863,0.06969557576400678,0.1091411564625818,0.012103274226360114,0.028139971765540783,0.10013528138528283,0.0142175176421817,0.027060979754332713,0.04526194144838635,0.21408653013863602,0.23216161589298095,0.2651205936920207,0.15150723628201962,0.18894572025051856,0.21344728974392344,0.21408653013863602,0.23216161589298095,0.2651205936920207,0.0625,0.0625
REF_SUPPORT,external,POOLED,TRIGGERED_E40_RECOVERY,16,3.75,17.5,67.5,0.0,15.0,15.0,0.057168209876546666,0.12399916004075257,0.17119737372573873,-0.14283179012345334,-0.07600083995924745,-0.02880262627426127,0.12502640256095565,0.2082911605937905,0.36427290286975683,1.0,3.0,4.0,0.027339631822235956,0.06687393991151383,0.08712029223078949,-0.07266036817776406,-0.03312606008848617,-0.012879707769210526,0.12206121766279972,0.16989763952513953,0.22325019214990235,-0.017407458558963557,0.013172416071899675,0.053521548284120146,0.03490957078620748,0.06900961911745615,0.11069072657984773,0.031849550575846756,0.05375083339080945,0.07720276008492787,0.012793209876543699,0.03296128557634753,0.07661014449118914,0.20865397263877827,0.24483946521947142,0.2816241021548255,0.15045769881714166,0.18254129159570753,0.21163621321567014,0.20865397263877827,0.24483946521947142,0.2816241021548255,0.0625,0.0
REF_SUPPORT,external,POOLED,TRIGGERED_TRUE_STALLER,32,0.0,5.0,11.25,0.0,5.0,10.0,0.09185632811100382,0.13878539301074594,0.19451559120263007,-0.10814367188899619,-0.061214606989254086,-0.00548440879736993,0.09104936842102002,0.151566880072468,0.19092103342577738,1.0,2.0,3.0,0.015357718080884004,0.03234934056548515,0.05585829929199523,-0.084642281919116,-0.06765065943451486,-0.04414170070800478,0.15247981756184675,0.18484897985853516,0.21450894566343692,-0.06390651849136292,-0.012658015260245958,0.01717051424143632,0.07440991142658965,0.11334914273910285,0.15183918697725685,0.008211963084282185,0.029726065632598966,0.06313197128278762,0.01833071160471187,0.040897011484623866,0.07316995918952442,0.2099979130642179,0.23077750173431855,0.26019147545834453,0.18212848711387955,0.1999420524923041,0.23168890862515112,0.2099979130642179,0.23077750173431855,0.26019147545834453,0.125,0.0625
REF_SUPPORT,reference_validation,POOLED,TRIGGERED_E40_RECOVERY,19,2.5,25.0,80.0,0.0,2.5,5.0,-0.01028311965812171,0.09128630705394157,0.14321758003255472,-0.21028311965812174,-0.10871369294605844,-0.05678241996744529,0.21666666666666312,0.29069767441860483,0.44700292397661007,1.0,2.0,3.5,-0.09589250267216279,0.04639175257732139,0.0756651538493564,-0.1958925026721628,-0.05360824742267861,-0.02433484615064361,0.05889830508473971,0.14977973568282207,0.1699440736063535,-0.17717161016948907,-0.02884615384615496,0.031169458762884066,0.06139929149797331,0.07986111111110769,0.1363326322969334,0.016369313113284226,0.04347826086956306,0.05879407051282417,0.02268437050071911,0.039647577092512834,0.07248958193305005,0.21875000000000352,0.24377593360996122,0.2781528935147054,0.1667668269230755,0.2749999999999979,0.3141793967880908,0.21875000000000352,0.24377593360996122,0.2781528935147054,0.15789473684210525,0.0
REF_SUPPORT,reference_validation,POOLED,TRIGGERED_TRUE_STALLER,33,5.0,5.0,20.0,0.0,5.0,11.25,0.06551724137931987,0.13084112149533042,0.19315403422982674,-0.13448275862068015,-0.06915887850466959,-0.006845965770173268,0.12941176470587953,0.16874999999999812,0.29090909090909545,1.0,2.0,3.0,0.025974025974039874,0.05625000000000233,0.07823960880195426,-0.07402597402596013,-0.04374999999999767,-0.02176039119804575,0.13684210526316765,0.17337807606264113,0.21632653061224386,-0.0028846153846154923,0.02016806722689156,0.04048582995951189,0.04999999999999023,0.08786610878660282,0.1381215469613269,0.012987012987001481,0.03546099290779913,0.0740740740740723,0.012987012987038393,0.023715415019763732,0.05263157894738023,0.221476510067113,0.2552301255230197,0.28067226890756625,0.16326530612245016,0.20293398533007623,0.246913580246912,0.221476510067113,0.2552301255230197,0.28067226890756625,0.09090909090909091,0.030303030303030304
