role,partition,execution_start,entry_ts,snapshot_min,outcome,loss_class,pnl,close_R,running_mfe_R,running_mae_R,break_confirmed_by_snapshot,closes_above_H
CENTRAL,development,2024-08-08 18:00:00+00:00,2024-08-08 23:00:00+00:00,30,LOSS,L1_NEVER_BREAK_TIME,-17.295935608737047,-0.16556145004420758,0.07294429708222773,0.26083112290008675,False,0
CENTRAL,development,2024-08-09 18:00:00+00:00,2024-08-09 23:35:00+00:00,5,LOSS,L1_NEVER_BREAK_TIME,-10.529930181984614,-0.10144709074464926,0.034217666566174906,0.25022610792885136,False,0
CENTRAL,development,2024-08-09 18:00:00+00:00,2024-08-09 23:35:00+00:00,10,LOSS,L1_NEVER_BREAK_TIME,-10.529930181984614,-0.2173650889357826,0.034217666566174906,0.25022610792885136,False,0
CENTRAL,development,2024-08-09 18:00:00+00:00,2024-08-09 23:35:00+00:00,15,LOSS,L1_NEVER_BREAK_TIME,-10.529930181984614,-0.22279167922821574,0.034217666566174906,0.2521857099788974,False,0
CENTRAL,development,2024-08-09 18:00:00+00:00,2024-08-09 23:35:00+00:00,30,LOSS,L1_NEVER_BREAK_TIME,-10.529930181984614,-0.3023816701839018,0.034217666566174906,0.32469098583056993,False,0
CENTRAL,development,2024-08-10 18:00:00+00:00,2024-08-10 18:10:00+00:00,5,WIN,WIN,3.0922384556860694,-0.036280233527946876,0.0008340283569562582,0.35654712260217236,False,0
CENTRAL,development,2024-08-10 18:00:00+00:00,2024-08-10 18:10:00+00:00,10,WIN,WIN,3.0922384556860694,-0.13052543786489296,0.0008340283569562582,0.35654712260217236,False,0
CENTRAL,development,2024-08-10 18:00:00+00:00,2024-08-10 18:10:00+00:00,15,WIN,WIN,3.0922384556860694,-0.2105921601334523,0.0008340283569562582,0.38532110091742994,False,0
CENTRAL,development,2024-08-10 18:00:00+00:00,2024-08-10 18:10:00+00:00,30,WIN,WIN,3.0922384556860694,-0.2026688907422908,0.0008340283569562582,0.43619683069224763,False,0
CENTRAL,development,2024-08-16 18:00:00+00:00,2024-08-16 19:00:00+00:00,5,LOSS,L2_BREAK_FAST_FAIL_5M,-2.111399424163773,0.0013001083423619182,0.0047670639219978056,0.2931744312025972,True,1
CENTRAL,development,2024-08-16 18:00:00+00:00,2024-08-16 19:00:00+00:00,10,LOSS,L2_BREAK_FAST_FAIL_5M,-2.111399424163773,-0.13174431202600362,0.06717226435536372,0.2931744312025972,True,1
CENTRAL,development,2024-08-16 18:00:00+00:00,2024-08-16 19:00:00+00:00,15,LOSS,L2_BREAK_FAST_FAIL_5M,-2.111399424163773,-0.1258938244853719,0.06717226435536372,0.2931744312025972,True,1
CENTRAL,development,2024-08-17 18:00:00+00:00,2024-08-17 22:05:00+00:00,5,WIN,WIN,3.1692748185812025,-0.10235870048954906,0.011125945705387417,0.12016021361816134,False,0
CENTRAL,development,2024-08-17 18:00:00+00:00,2024-08-17 22:05:00+00:00,10,WIN,WIN,3.1692748185812025,-0.19225634178905815,0.011125945705387417,0.2594570538495749,False,0
CENTRAL,development,2024-08-17 18:00:00+00:00,2024-08-17 22:05:00+00:00,15,WIN,WIN,3.1692748185812025,-0.0685358255451693,0.011125945705387417,0.2594570538495749,False,0
CENTRAL,development,2024-08-17 18:00:00+00:00,2024-08-17 22:05:00+00:00,30,WIN,WIN,3.1692748185812025,-0.12772585669782124,0.011125945705387417,0.2594570538495749,False,0
CENTRAL,development,2024-08-18 18:00:00+00:00,2024-08-18 20:00:00+00:00,5,LOSS,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-9.525824127083805,-0.018994855559953117,0.02572220023743464,0.08349821923229579,False,0
CENTRAL,development,2024-08-18 18:00:00+00:00,2024-08-18 20:00:00+00:00,10,LOSS,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-9.525824127083805,-0.026909378709937332,0.043925603482385965,0.08428967154728634,False,0
CENTRAL,development,2024-08-18 18:00:00+00:00,2024-08-18 20:00:00+00:00,15,LOSS,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-9.525824127083805,-0.04590423426989045,0.043925603482385965,0.08428967154728634,False,0
CENTRAL,development,2024-08-18 18:00:00+00:00,2024-08-18 20:00:00+00:00,30,LOSS,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-9.525824127083805,-0.1768895924020578,0.043925603482385965,0.18005540166205372,False,0
CENTRAL,development,2024-08-19 18:00:00+00:00,2024-08-20 00:25:00+00:00,5,LOSS,L4_BREAK_FAIL_30M,-0.9404924760600952,0.03357885615251335,0.038128249566728056,0.2439341421143804,True,1
CENTRAL,development,2024-08-19 18:00:00+00:00,2024-08-20 00:25:00+00:00,10,LOSS,L4_BREAK_FAIL_30M,-0.9404924760600952,0.0493934142114405,0.129982668977475,0.2439341421143804,True,2
CENTRAL,development,2024-08-19 18:00:00+00:00,2024-08-20 00:25:00+00:00,15,LOSS,L4_BREAK_FAIL_30M,-0.9404924760600952,0.06889081455806176,0.1343154246100534,0.2439341421143804,True,3
CENTRAL,development,2024-08-21 18:00:00+00:00,2024-08-21 18:20:00+00:00,5,LOSS,L4_BREAK_FAIL_30M,-0.4809717736273255,0.004122497055362208,0.029740871613662984,0.14870435806831492,True,1
CENTRAL,development,2024-08-21 18:00:00+00:00,2024-08-21 18:20:00+00:00,10,LOSS,L4_BREAK_FAIL_30M,-0.4809717736273255,0.10954063604240741,0.1354534746760924,0.14870435806831492,True,2
CENTRAL,development,2024-08-21 18:00:00+00:00,2024-08-21 18:20:00+00:00,15,LOSS,L4_BREAK_FAIL_30M,-0.4809717736273255,0.11660777385159499,0.1354534746760924,0.14870435806831492,True,3
CENTRAL,development,2024-08-22 18:00:00+00:00,2024-08-22 18:45:00+00:00,5,WIN,WIN,2.270256710427354,-0.10926949048495714,0.029465930018416978,0.12768569674646776,False,0
CENTRAL,development,2024-08-22 18:00:00+00:00,2024-08-22 18:45:00+00:00,10,WIN,WIN,2.270256710427354,-0.29343155310006325,0.029465930018416978,0.2971147943523654,False,0
CENTRAL,development,2024-08-22 18:00:00+00:00,2024-08-22 18:45:00+00:00,15,WIN,WIN,2.270256710427354,-0.3646408839779101,0.029465930018416978,0.3990178023327183,False,0
CENTRAL,development,2024-08-22 18:00:00+00:00,2024-08-22 18:45:00+00:00,30,WIN,WIN,2.270256710427354,-0.28238182934315686,0.029465930018416978,0.3990178023327183,False,0
CENTRAL,development,2024-08-23 18:00:00+00:00,2024-08-23 18:00:00+00:00,5,LOSS,L4_BREAK_FAIL_30M,-0.4680134680135062,-0.009643038402975458,0.07612925054982042,0.06986973439350547,False,0
CENTRAL,development,2024-08-23 18:00:00+00:00,2024-08-23 18:00:00+00:00,10,LOSS,L4_BREAK_FAIL_30M,-0.4680134680135062,-0.09659956014210756,0.07612925054982042,0.16325494840128627,False,0
CENTRAL,development,2024-08-23 18:00:00+00:00,2024-08-23 18:00:00+00:00,15,LOSS,L4_BREAK_FAIL_30M,-0.4680134680135062,0.01454914566063487,0.07612925054982042,0.16325494840128627,True,1
CENTRAL,development,2024-08-23 18:00:00+00:00,2024-08-23 18:00:00+00:00,30,LOSS,L4_BREAK_FAIL_30M,-0.4680134680135062,0.0135340889866372,0.160378954491627,0.16325494840128627,True,4
CENTRAL,development,2024-08-24 18:00:00+00:00,2024-08-24 18:20:00+00:00,5,LOSS,L1_NEVER_BREAK_TIME,-12.24044524157314,-0.18558130322835853,0.015052485640719608,0.37512378688849335,False,0
CENTRAL,development,2024-08-24 18:00:00+00:00,2024-08-24 18:20:00+00:00,10,LOSS,L1_NEVER_BREAK_TIME,-12.24044524157314,-0.1578530402059806,0.015052485640719608,0.37512378688849335,False,0
CENTRAL,development,2024-08-24 18:00:00+00:00,2024-08-24 18:20:00+00:00,15,LOSS,L1_NEVER_BREAK_TIME,-12.24044524157314,-0.1273519508813626,0.015052485640719608,0.37512378688849335,False,0
CENTRAL,development,2024-08-24 18:00:00+00:00,2024-08-24 18:20:00+00:00,30,LOSS,L1_NEVER_BREAK_TIME,-12.24044524157314,-0.15290156466626864,0.015052485640719608,0.37512378688849335,False,0
CENTRAL,development,2024-08-25 18:00:00+00:00,2024-08-25 21:15:00+00:00,5,WIN,WIN,2.3396993954216683,-0.010666666666656966,0.10986666666667588,0.4074666666666568,False,0
CENTRAL,development,2024-08-25 18:00:00+00:00,2024-08-25 21:15:00+00:00,10,WIN,WIN,2.3396993954216683,0.04800000000000182,0.48533333333334666,0.4074666666666568,True,1
CENTRAL,development,2024-09-01 18:00:00+00:00,2024-09-01 18:25:00+00:00,5,LOSS,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-21.56790031892014,-0.08178053830227934,0.10227743271221501,0.2409937888198784,False,0
CENTRAL,development,2024-09-01 18:00:00+00:00,2024-09-01 18:25:00+00:00,10,LOSS,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-21.56790031892014,-0.05320910973084976,0.10227743271221501,0.2409937888198784,False,0
CENTRAL,development,2024-09-01 18:00:00+00:00,2024-09-01 18:25:00+00:00,15,LOSS,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-21.56790031892014,-0.14430641821946188,0.10227743271221501,0.2409937888198784,False,0
CENTRAL,development,2024-09-01 18:00:00+00:00,2024-09-01 18:25:00+00:00,30,LOSS,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-21.56790031892014,-0.045134575569361735,0.10227743271221501,0.2409937888198784,False,0
CENTRAL,development,2024-09-02 18:00:00+00:00,2024-09-02 18:10:00+00:00,5,WIN,WIN,5.600538801167398,-0.0229823623730584,0.05905932656333624,0.17477284874398666,False,0
CENTRAL,development,2024-09-02 18:00:00+00:00,2024-09-02 18:10:00+00:00,10,WIN,WIN,5.600538801167398,-0.11464457509353372,0.05905932656333624,0.17477284874398666,False,0
CENTRAL,development,2024-09-02 18:00:00+00:00,2024-09-02 18:10:00+00:00,15,WIN,WIN,5.600538801167398,-0.07696419027257703,0.05905932656333624,0.17477284874398666,False,0
CENTRAL,development,2024-09-02 18:00:00+00:00,2024-09-02 18:10:00+00:00,30,WIN,WIN,5.600538801167398,-0.14243719935862867,0.05905932656333624,0.22688401924104537,False,0
CENTRAL,development,2024-09-03 18:00:00+00:00,2024-09-03 19:05:00+00:00,5,LOSS,L4_BREAK_FAIL_30M,-0.6728912273231691,0.02227074235808573,0.07292576419214068,0.1314410480349296,True,1
CENTRAL,development,2024-09-03 18:00:00+00:00,2024-09-03 19:05:00+00:00,10,LOSS,L4_BREAK_FAIL_30M,-0.6728912273231691,0.16200873362445878,0.25065502183406735,0.1314410480349296,True,2
CENTRAL,development,2024-09-03 18:00:00+00:00,2024-09-03 19:05:00+00:00,15,LOSS,L4_BREAK_FAIL_30M,-0.6728912273231691,0.02532751091703989,0.25065502183406735,0.1314410480349296,True,3
CENTRAL,development,2024-09-03 18:00:00+00:00,2024-09-03 19:05:00+00:00,30,LOSS,L4_BREAK_FAIL_30M,-0.6728912273231691,-0.1423580786026177,0.287772925764202,0.16724890829693567,True,4
CENTRAL,development,2024-09-08 18:00:00+00:00,2024-09-08 18:00:00+00:00,5,WIN,WIN,4.250908809652731,-0.1484716157205198,0.0036390101892355754,0.17831149927219156,False,0
CENTRAL,development,2024-09-08 18:00:00+00:00,2024-09-08 18:00:00+00:00,10,WIN,WIN,4.250908809652731,-0.14556040756914376,0.0036390101892355754,0.20378457059679922,False,0
CENTRAL,development,2024-09-08 18:00:00+00:00,2024-09-08 18:00:00+00:00,15,WIN,WIN,4.250908809652731,-0.13427947598253315,0.0036390101892355754,0.20378457059679922,False,0
CENTRAL,development,2024-09-08 18:00:00+00:00,2024-09-08 18:00:00+00:00,30,WIN,WIN,4.250908809652731,-0.23762736535662077,0.0036390101892355754,0.25873362445414366,False,0
CENTRAL,development,2024-09-09 18:00:00+00:00,2024-09-09 19:10:00+00:00,5,WIN,WIN,10.35060177917324,-0.04983388704318909,0.03163368481871928,0.050700563339592414,False,0
CENTRAL,development,2024-09-09 18:00:00+00:00,2024-09-09 19:10:00+00:00,10,WIN,WIN,10.35060177917324,-0.02426693629929308,0.03163368481871928,0.0595117723530269,False,0
CENTRAL,development,2024-09-09 18:00:00+00:00,2024-09-09 19:10:00+00:00,15,WIN,WIN,10.35060177917324,-0.020078000866677694,0.03163368481871928,0.0595117723530269,False,0
CENTRAL,development,2024-09-09 18:00:00+00:00,2024-09-09 19:10:00+00:00,30,WIN,WIN,10.35060177917324,0.027733641484902267,0.079300881120898,0.0595117723530269,True,3
CENTRAL,development,2024-09-10 18:00:00+00:00,2024-09-10 18:10:00+00:00,5,WIN,WIN,4.215384615384621,-0.007646854362179802,0.017379214459510326,0.10358011817865863,False,0
CENTRAL,development,2024-09-10 18:00:00+00:00,2024-09-10 18:10:00+00:00,10,WIN,WIN,4.215384615384621,0.18074383037886985,0.27806743135210593,0.10358011817865863,True,1
CENTRAL,development,2024-09-10 18:00:00+00:00,2024-09-10 18:10:00+00:00,15,WIN,WIN,4.215384615384621,0.10149461244351779,0.27806743135210593,0.10358011817865863,True,2
CENTRAL,development,2024-09-10 18:00:00+00:00,2024-09-10 18:10:00+00:00,30,WIN,WIN,4.215384615384621,0.28536670142509396,0.5154675008689605,0.10358011817865863,True,5
CENTRAL,development,2024-09-11 18:00:00+00:00,2024-09-11 18:25:00+00:00,5,WIN,WIN,7.896295518784901,-0.009684770224076681,0.0206988226357784,0.022218002278767645,False,0
CENTRAL,development,2024-09-11 18:00:00+00:00,2024-09-11 18:25:00+00:00,10,WIN,WIN,7.896295518784901,-0.02962400303835506,0.0206988226357784,0.12134447398404533,False,0
CENTRAL,development,2024-09-11 18:00:00+00:00,2024-09-11 18:25:00+00:00,15,WIN,WIN,7.896295518784901,-0.11963539688568108,0.0206988226357784,0.21971135586782836,False,0
CENTRAL,development,2024-09-11 18:00:00+00:00,2024-09-11 18:25:00+00:00,30,WIN,WIN,7.896295518784901,-0.24990505127231386,0.0206988226357784,0.30193695404481696,False,0
CENTRAL,development,2024-09-13 18:00:00+00:00,2024-09-13 18:05:00+00:00,5,WIN,WIN,8.204539176202118,-0.01754385964912095,0.007442849548112987,0.08098529151160616,False,0
CENTRAL,development,2024-09-13 18:00:00+00:00,2024-09-13 18:05:00+00:00,10,WIN,WIN,8.204539176202118,-0.049618996987418236,0.007442849548112987,0.08098529151160616,False,0
CENTRAL,development,2024-09-13 18:00:00+00:00,2024-09-13 18:05:00+00:00,15,WIN,WIN,8.204539176202118,-0.0237462342725476,0.007442849548112987,0.08098529151160616,False,0
CENTRAL,development,2024-09-13 18:00:00+00:00,2024-09-13 18:05:00+00:00,30,WIN,WIN,8.204539176202118,0.04093567251461891,0.07832713095871119,0.10951621477937178,True,1
CENTRAL,development,2024-09-16 18:00:00+00:00,2024-09-17 05:45:00+00:00,5,WIN,WIN,0.661195744166343,-0.01544622425629345,0.009153318077798107,0.11899313501144855,False,0
CENTRAL,development,2024-09-16 18:00:00+00:00,2024-09-17 05:45:00+00:00,10,WIN,WIN,0.661195744166343,0.12614416475971765,0.12614416475971765,0.11899313501144855,True,1
CENTRAL,development,2024-09-16 18:00:00+00:00,2024-09-17 05:45:00+00:00,15,WIN,WIN,0.661195744166343,0.05005720823798126,0.1275743707093812,0.11899313501144855,True,2
CENTRAL,development,2024-09-18 18:00:00+00:00,2024-09-18 18:00:00+00:00,5,WIN,WIN,4.207019924742372,0.29142228739003573,0.9512463343108519,0.3255131964809306,True,1
CENTRAL,development,2024-09-18 18:00:00+00:00,2024-09-18 18:00:00+00:00,10,WIN,WIN,4.207019924742372,0.3592375366568989,0.9512463343108519,0.3255131964809306,True,2
CENTRAL,development,2024-09-19 18:00:00+00:00,2024-09-19 19:25:00+00:00,5,WIN,WIN,5.012851684612629,-0.08619733924611438,0.013858093126389052,0.0870288248337015,False,0
CENTRAL,development,2024-09-19 18:00:00+00:00,2024-09-19 19:25:00+00:00,10,WIN,WIN,5.012851684612629,-0.1438470066518793,0.013858093126389052,0.20205099778270227,False,0
CENTRAL,development,2024-09-19 18:00:00+00:00,2024-09-19 19:25:00+00:00,15,WIN,WIN,5.012851684612629,-0.07677383592017424,0.013858093126389052,0.20205099778270227,False,0
CENTRAL,development,2024-09-19 18:00:00+00:00,2024-09-19 19:25:00+00:00,30,WIN,WIN,5.012851684612629,-0.2292128603104223,0.013858093126389052,0.2721729490022189,False,0
CENTRAL,development,2024-09-21 18:00:00+00:00,2024-09-21 23:40:00+00:00,5,LOSS,L4_BREAK_FAIL_30M,-0.7398480131231011,0.039172535211267144,0.039172535211267144,0.13732394366196501,True,1
CENTRAL,development,2024-09-21 18:00:00+00:00,2024-09-21 23:40:00+00:00,10,LOSS,L4_BREAK_FAIL_30M,-0.7398480131231011,0.13996478873240017,0.14744718309859559,0.13732394366196501,True,2
CENTRAL,development,2024-09-21 18:00:00+00:00,2024-09-21 23:40:00+00:00,15,LOSS,L4_BREAK_FAIL_30M,-0.7398480131231011,0.06514084507042107,0.18485915492958513,0.13732394366196501,True,3
CENTRAL,development,2024-09-21 18:00:00+00:00,2024-09-21 23:40:00+00:00,30,LOSS,L4_BREAK_FAIL_30M,-0.7398480131231011,0.17605633802817214,0.22711267605634747,0.13732394366196501,True,6
CENTRAL,development,2024-09-22 18:00:00+00:00,2024-09-22 22:45:00+00:00,5,WIN,WIN,4.165061898211753,-0.13705416116248123,0.023117569352705866,0.17833553500660287,False,0
CENTRAL,development,2024-09-22 18:00:00+00:00,2024-09-22 22:45:00+00:00,10,WIN,WIN,4.165061898211753,-0.031043593130777522,0.023117569352705866,0.23645970937913147,False,0
CENTRAL,development,2024-09-22 18:00:00+00:00,2024-09-22 22:45:00+00:00,15,WIN,WIN,4.165061898211753,-0.0059445178335537415,0.10072655217965906,0.23645970937913147,False,0
CENTRAL,development,2024-09-22 18:00:00+00:00,2024-09-22 22:45:00+00:00,30,WIN,WIN,4.165061898211753,-0.18494055482166571,0.10171730515191332,0.29689564068692315,False,0
CENTRAL,development,2024-09-23 18:00:00+00:00,2024-09-24 02:35:00+00:00,5,WIN,WIN,3.8844162719228192,-0.05840707964601453,0.014867256637168615,0.23115044247787173,False,0
CENTRAL,development,2024-09-23 18:00:00+00:00,2024-09-24 02:35:00+00:00,10,WIN,WIN,3.8844162719228192,0.19752212389380155,0.21734513274336306,0.23115044247787173,True,1
CENTRAL,development,2024-09-23 18:00:00+00:00,2024-09-24 02:35:00+00:00,15,WIN,WIN,3.8844162719228192,0.15433628318584228,0.37805309734512466,0.23115044247787173,True,2
CENTRAL,development,2024-09-24 18:00:00+00:00,2024-09-24 20:00:00+00:00,5,LOSS,L2_BREAK_FAST_FAIL_5M,-0.7477265072414196,0.03564037709818384,0.04299839043458548,0.12186709588411185,True,1
CENTRAL,development,2024-09-24 18:00:00+00:00,2024-09-24 20:00:00+00:00,10,LOSS,L2_BREAK_FAST_FAIL_5M,-0.7477265072414196,-0.05104621752126478,0.16716486548631998,0.12186709588411185,True,1
CENTRAL,development,2024-09-24 18:00:00+00:00,2024-09-24 20:00:00+00:00,15,LOSS,L2_BREAK_FAST_FAIL_5M,-0.7477265072414196,0.05334559668889397,0.16716486548631998,0.12186709588411185,True,2
CENTRAL,development,2024-09-28 18:00:00+00:00,2024-09-29 01:55:00+00:00,5,LOSS,L4_BREAK_FAIL_30M,-0.6900131672237242,-0.0251798561151092,0.01738609112711341,0.10791366906473668,False,0
CENTRAL,development,2024-09-28 18:00:00+00:00,2024-09-29 01:55:00+00:00,10,LOSS,L4_BREAK_FAIL_30M,-0.6900131672237242,-0.02817745803357174,0.01738609112711341,0.14328537170262534,False,0
CENTRAL,development,2024-09-28 18:00:00+00:00,2024-09-29 01:55:00+00:00,15,LOSS,L4_BREAK_FAIL_30M,-0.6900131672237242,0.20263788968826543,0.26199040767387144,0.14328537170262534,True,1
CENTRAL,development,2024-09-28 18:00:00+00:00,2024-09-29 01:55:00+00:00,30,LOSS,L4_BREAK_FAIL_30M,-0.6900131672237242,0.13609112709832547,0.31834532374101493,0.14328537170262534,True,4
CENTRAL,development,2024-09-29 18:00:00+00:00,2024-09-29 18:40:00+00:00,5,LOSS,L2_BREAK_FAST_FAIL_5M,-0.2023715415019333,-0.04669260700389265,0.09394107837688188,0.05336297943302017,False,0
CENTRAL,development,2024-09-29 18:00:00+00:00,2024-09-29 18:40:00+00:00,10,LOSS,L2_BREAK_FAST_FAIL_5M,-0.2023715415019333,0.03224013340744442,0.09394107837688188,0.06559199555308202,True,1
CENTRAL,development,2024-09-29 18:00:00+00:00,2024-09-29 18:40:00+00:00,15,LOSS,L2_BREAK_FAST_FAIL_5M,-0.2023715415019333,-0.03557531962200818,0.09394107837688188,0.06559199555308202,True,1
CENTRAL,development,2024-10-03 18:00:00+00:00,2024-10-04 01:30:00+00:00,5,WIN,WIN,2.5020399026624007,-0.06891522333636954,0.025341841385598977,0.09188696444849445,False,0
CENTRAL,development,2024-10-03 18:00:00+00:00,2024-10-04 01:30:00+00:00,10,WIN,WIN,2.5020399026624007,-0.14658158614402994,0.025341841385598977,0.15168641750227818,False,0
CENTRAL,development,2024-10-03 18:00:00+00:00,2024-10-04 01:30:00+00:00,15,WIN,WIN,2.5020399026624007,-0.13035551504102194,0.025341841385598977,0.24849589790337342,False,0
CENTRAL,development,2024-10-03 18:00:00+00:00,2024-10-04 01:30:00+00:00,30,WIN,WIN,2.5020399026624007,-0.07566089334548645,0.025341841385598977,0.24849589790337342,False,0
CENTRAL,development,2024-10-04 18:00:00+00:00,2024-10-04 19:00:00+00:00,5,LOSS,L1_NEVER_BREAK_TIME,-3.0859921586012806,-0.07468354430379888,0.021518987341771493,0.09541139240506476,False,0
CENTRAL,development,2024-10-04 18:00:00+00:00,2024-10-04 19:00:00+00:00,10,LOSS,L1_NEVER_BREAK_TIME,-3.0859921586012806,-0.09256329113924186,0.021518987341771493,0.10316455696202334,False,0
CENTRAL,development,2024-10-04 18:00:00+00:00,2024-10-04 19:00:00+00:00,15,LOSS,L1_NEVER_BREAK_TIME,-3.0859921586012806,-0.06107594936708799,0.021518987341771493,0.10316455696202334,False,0
CENTRAL,development,2024-10-04 18:00:00+00:00,2024-10-04 19:00:00+00:00,30,LOSS,L1_NEVER_BREAK_TIME,-3.0859921586012806,-0.08306962025316554,0.021518987341771493,0.10617088607594825,False,0
CENTRAL,development,2024-10-05 18:00:00+00:00,2024-10-06 02:00:00+00:00,5,LOSS,L1_NEVER_BREAK_TIME,-3.1120187348406825,-0.14396067415731148,0.016853932584270225,0.15028089887640284,False,0
CENTRAL,development,2024-10-05 18:00:00+00:00,2024-10-06 02:00:00+00:00,10,LOSS,L1_NEVER_BREAK_TIME,-3.1120187348406825,-0.28792134831460303,0.016853932584270225,0.29424157303371434,False,0
CENTRAL,development,2024-10-05 18:00:00+00:00,2024-10-06 02:00:00+00:00,15,LOSS,L1_NEVER_BREAK_TIME,-3.1120187348406825,-0.14957865168538825,0.016853932584270225,0.33426966292134613,False,0
CENTRAL,development,2024-10-05 18:00:00+00:00,2024-10-06 02:00:00+00:00,30,LOSS,L1_NEVER_BREAK_TIME,-3.1120187348406825,-0.11727528089887698,0.016853932584270225,0.33426966292134613,False,0
CENTRAL,development,2024-10-06 18:00:00+00:00,2024-10-06 23:40:00+00:00,5,LOSS,L2_BREAK_FAST_FAIL_5M,-0.6207621048610057,0.002740798747065386,0.05873140172278996,0.11667971808927236,True,1
CENTRAL,development,2024-10-06 18:00:00+00:00,2024-10-06 23:40:00+00:00,10,LOSS,L2_BREAK_FAST_FAIL_5M,-0.6207621048610057,-0.07086922474549061,0.05873140172278996,0.13664839467501538,True,1
CENTRAL,development,2024-10-06 18:00:00+00:00,2024-10-06 23:40:00+00:00,15,LOSS,L2_BREAK_FAST_FAIL_5M,-0.6207621048610057,-0.10924040720438377,0.05873140172278996,0.15505090054815437,True,1
CENTRAL,development,2024-10-10 18:00:00+00:00,2024-10-11 00:05:00+00:00,5,LOSS,L5_BREAK_FAIL_LATE,-0.2229830820578149,0.03650137741046649,0.046831955922863586,0.08505509641873775,True,1
CENTRAL,development,2024-10-10 18:00:00+00:00,2024-10-11 00:05:00+00:00,10,LOSS,L5_BREAK_FAIL_LATE,-0.2229830820578149,0.18491735537190318,0.21900826446280872,0.08505509641873775,True,2
CENTRAL,development,2024-10-10 18:00:00+00:00,2024-10-11 00:05:00+00:00,15,LOSS,L5_BREAK_FAIL_LATE,-0.2229830820578149,0.1794077134986182,0.23657024793388867,0.08505509641873775,True,3
CENTRAL,development,2024-10-10 18:00:00+00:00,2024-10-11 00:05:00+00:00,30,LOSS,L5_BREAK_FAIL_LATE,-0.2229830820578149,0.08780991735537044,0.2630853994490396,0.08505509641873775,True,6
CENTRAL,development,2024-10-11 18:00:00+00:00,2024-10-11 19:05:00+00:00,5,LOSS,L2_BREAK_FAST_FAIL_5M,-0.0410539928429321,0.03458213256484268,0.1051873198847264,0.14517291066282062,True,1
CENTRAL,development,2024-10-11 18:00:00+00:00,2024-10-11 19:05:00+00:00,10,LOSS,L2_BREAK_FAST_FAIL_5M,-0.0410539928429321,-0.004682997118157486,0.10770893371758122,0.14517291066282062,True,1
CENTRAL,development,2024-10-11 18:00:00+00:00,2024-10-11 19:05:00+00:00,15,LOSS,L2_BREAK_FAST_FAIL_5M,-0.0410539928429321,0.00864553314121067,0.10770893371758122,0.14517291066282062,True,2
CENTRAL,development,2024-10-13 18:00:00+00:00,2024-10-13 21:30:00+00:00,5,WIN,WIN,3.7874824181722833,0.005740940078934732,0.08934337997846957,0.2163616792249757,True,1
CENTRAL,development,2024-10-13 18:00:00+00:00,2024-10-13 21:30:00+00:00,10,WIN,WIN,3.7874824181722833,0.05418012199497011,0.08934337997846957,0.2163616792249757,True,2
CENTRAL,development,2024-10-13 18:00:00+00:00,2024-10-13 21:30:00+00:00,15,WIN,WIN,3.7874824181722833,0.06673842841764557,0.0929314675278025,0.2163616792249757,True,3
CENTRAL,development,2024-10-13 18:00:00+00:00,2024-10-13 21:30:00+00:00,30,WIN,WIN,3.7874824181722833,0.24291352709005776,0.2938643702906303,0.2163616792249757,True,6
CENTRAL,development,2024-10-17 18:00:00+00:00,2024-10-18 02:40:00+00:00,5,LOSS,L1_NEVER_BREAK_TIME,-0.4246145806115486,-0.0865139949109422,0.005089058524168391,0.11959287531806566,False,0
CENTRAL,development,2024-10-17 18:00:00+00:00,2024-10-18 02:40:00+00:00,10,LOSS,L1_NEVER_BREAK_TIME,-0.4246145806115486,-0.05852417302799435,0.005089058524168391,0.11959287531806566,False,0
CENTRAL,development,2024-10-17 18:00:00+00:00,2024-10-18 02:40:00+00:00,15,LOSS,L1_NEVER_BREAK_TIME,-0.4246145806115486,-0.0025445292620914274,0.00865139949109205,0.11959287531806566,False,0
CENTRAL,development,2024-10-17 18:00:00+00:00,2024-10-18 02:40:00+00:00,30,LOSS,L1_NEVER_BREAK_TIME,-0.4246145806115486,-0.05089058524173453,0.021374045801520258,0.11959287531806566,False,0
CENTRAL,development,2024-10-18 18:00:00+00:00,2024-10-18 18:25:00+00:00,5,LOSS,L4_BREAK_FAIL_30M,-0.6083114554651936,0.01226993865031306,0.05521472392638262,0.08588957055214783,True,1
CENTRAL,development,2024-10-18 18:00:00+00:00,2024-10-18 18:25:00+00:00,10,LOSS,L4_BREAK_FAIL_30M,-0.6083114554651936,0.05214723926380871,0.05521472392638262,0.08588957055214783,True,2
CENTRAL,development,2024-10-18 18:00:00+00:00,2024-10-18 18:25:00+00:00,15,LOSS,L4_BREAK_FAIL_30M,-0.6083114554651936,0.05521472392638262,0.14417177914110435,0.08588957055214783,True,3
CENTRAL,development,2024-10-18 18:00:00+00:00,2024-10-18 18:25:00+00:00,30,LOSS,L4_BREAK_FAIL_30M,-0.6083114554651936,-0.05828220858895652,0.14417177914110435,0.08588957055214783,True,5
