partition,regime,clock_block,obs_start,obs_end,H,L,range,k1_start,k1_complete,low_visits_before_terminal,low_break,break_side,break_ts,genuine_l2,l2_ts,low_break_after_l2,clean_leave,leave_complete,eligible_start,first_return_type,first_return_ts
development,BEAR,12-16,2023-05-17 12:00:00+00:00,2023-05-17 16:00:00+00:00,26907.5,26558.0,349.5,2023-05-17 14:35:00+00:00,2023-05-17 14:40:00+00:00,1,False,NONE,,False,,False,True,2023-05-17 14:45:00+00:00,2023-05-17 14:45:00+00:00,BLOCK_END,
development,BULL,04-08,2023-05-18 04:00:00+00:00,2023-05-18 08:00:00+00:00,27482.7,27280.0,202.70000000000073,2023-05-18 05:00:00+00:00,2023-05-18 05:05:00+00:00,2,True,LOW,2023-05-18 05:30:00+00:00,True,2023-05-18 05:20:00+00:00,True,True,2023-05-18 05:10:00+00:00,2023-05-18 05:10:00+00:00,GENUINE_L2,2023-05-18 05:20:00+00:00
development,SIDEWAYS,16-20,2023-05-18 16:00:00+00:00,2023-05-18 20:00:00+00:00,27471.5,27007.1,464.40000000000146,2023-05-18 16:20:00+00:00,2023-05-18 16:25:00+00:00,4,True,LOW,2023-05-18 17:40:00+00:00,True,2023-05-18 16:30:00+00:00,True,True,2023-05-18 16:30:00+00:00,2023-05-18 16:30:00+00:00,GENUINE_L2,2023-05-18 16:30:00+00:00
development,BEAR,08-12,2023-05-19 08:00:00+00:00,2023-05-19 12:00:00+00:00,26950.0,26801.5,148.5,2023-05-19 09:35:00+00:00,2023-05-19 09:40:00+00:00,1,True,LOW,2023-05-19 10:55:00+00:00,False,,False,True,2023-05-19 09:45:00+00:00,2023-05-19 09:45:00+00:00,BREAK_BEFORE_GENUINE_L2,2023-05-19 10:50:00+00:00
development,BULL,04-08,2023-05-21 04:00:00+00:00,2023-05-21 08:00:00+00:00,27288.0,27050.0,238.0,2023-05-21 06:40:00+00:00,2023-05-21 06:45:00+00:00,2,True,LOW,2023-05-21 07:30:00+00:00,True,2023-05-21 07:15:00+00:00,True,True,2023-05-21 06:50:00+00:00,2023-05-21 06:50:00+00:00,GENUINE_L2,2023-05-21 07:15:00+00:00
development,BEAR,20-00,2023-05-21 20:00:00+00:00,2023-05-22 00:00:00+00:00,26928.0,26817.0,111.0,2023-05-21 20:50:00+00:00,2023-05-21 20:55:00+00:00,1,True,LOW,2023-05-21 21:05:00+00:00,False,,False,False,,,BLOCK_END,
development,BULL,16-20,2023-05-23 16:00:00+00:00,2023-05-23 20:00:00+00:00,27383.0,27159.3,223.70000000000073,2023-05-23 18:15:00+00:00,2023-05-23 18:20:00+00:00,1,True,LOW,2023-05-23 18:25:00+00:00,False,,False,False,,,BLOCK_END,
development,BULL,00-04,2023-05-24 00:00:00+00:00,2023-05-24 04:00:00+00:00,27244.0,27139.0,105.0,2023-05-24 00:40:00+00:00,2023-05-24 00:45:00+00:00,1,True,LOW,2023-05-24 00:50:00+00:00,False,,False,False,,,BLOCK_END,
development,SIDEWAYS,04-08,2023-05-24 04:00:00+00:00,2023-05-24 08:00:00+00:00,27212.9,26644.2,568.7000000000007,2023-05-24 06:55:00+00:00,2023-05-24 07:00:00+00:00,2,False,NONE,,True,2023-05-24 07:50:00+00:00,False,True,2023-05-24 07:05:00+00:00,2023-05-24 07:05:00+00:00,GENUINE_L2,2023-05-24 07:50:00+00:00
development,BEAR,12-16,2023-05-24 12:00:00+00:00,2023-05-24 16:00:00+00:00,26834.0,26650.0,184.0,2023-05-24 12:30:00+00:00,2023-05-24 12:35:00+00:00,2,True,LOW,2023-05-24 13:45:00+00:00,True,2023-05-24 13:30:00+00:00,True,True,2023-05-24 12:40:00+00:00,2023-05-24 12:40:00+00:00,GENUINE_L2,2023-05-24 13:30:00+00:00
development,BEAR,00-04,2023-05-25 00:00:00+00:00,2023-05-25 04:00:00+00:00,26476.0,26228.2,247.79999999999927,2023-05-25 00:30:00+00:00,2023-05-25 00:35:00+00:00,1,True,LOW,2023-05-25 00:45:00+00:00,False,,False,True,2023-05-25 00:40:00+00:00,2023-05-25 00:40:00+00:00,BREAK_BEFORE_GENUINE_L2,2023-05-25 00:40:00+00:00
development,BEAR,08-12,2023-05-25 08:00:00+00:00,2023-05-25 12:00:00+00:00,26289.0,26111.0,178.0,2023-05-25 08:00:00+00:00,2023-05-25 08:05:00+00:00,1,False,NONE,,False,,False,True,2023-05-25 08:10:00+00:00,2023-05-25 08:10:00+00:00,BLOCK_END,
development,BEAR,04-08,2023-05-26 04:00:00+00:00,2023-05-26 08:00:00+00:00,26532.0,26324.2,207.79999999999927,2023-05-26 05:55:00+00:00,2023-05-26 06:00:00+00:00,1,False,NONE,,False,,False,True,2023-05-26 06:10:00+00:00,2023-05-26 06:10:00+00:00,BLOCK_END,
development,BULL,00-04,2023-05-27 00:00:00+00:00,2023-05-27 04:00:00+00:00,26796.6,26670.0,126.59999999999854,2023-05-27 00:05:00+00:00,2023-05-27 00:10:00+00:00,1,True,LOW,2023-05-27 00:15:00+00:00,False,,False,False,,,BLOCK_END,
development,BULL,12-16,2023-05-29 12:00:00+00:00,2023-05-29 16:00:00+00:00,27966.7,27730.0,236.70000000000073,2023-05-29 14:55:00+00:00,2023-05-29 15:00:00+00:00,1,True,LOW,2023-05-29 15:25:00+00:00,False,,False,True,2023-05-29 15:05:00+00:00,2023-05-29 15:05:00+00:00,BREAK_BEFORE_GENUINE_L2,2023-05-29 15:20:00+00:00
development,BULL,16-20,2023-05-29 16:00:00+00:00,2023-05-29 20:00:00+00:00,27945.4,27570.6,374.8000000000029,2023-05-29 16:00:00+00:00,2023-05-29 16:05:00+00:00,2,True,LOW,2023-05-29 16:30:00+00:00,True,2023-05-29 16:20:00+00:00,True,True,2023-05-29 16:15:00+00:00,2023-05-29 16:15:00+00:00,GENUINE_L2,2023-05-29 16:20:00+00:00
development,BEAR,16-20,2023-05-31 16:00:00+00:00,2023-05-31 20:00:00+00:00,27219.6,26835.5,384.09999999999854,2023-05-31 16:05:00+00:00,2023-05-31 16:10:00+00:00,1,False,NONE,,False,,False,True,2023-05-31 16:15:00+00:00,2023-05-31 16:15:00+00:00,BLOCK_END,
development,BEAR,12-16,2023-06-01 12:00:00+00:00,2023-06-01 16:00:00+00:00,26945.4,26776.7,168.70000000000073,2023-06-01 12:15:00+00:00,2023-06-01 12:20:00+00:00,1,False,HIGH,2023-06-01 13:05:00+00:00,False,,False,True,2023-06-01 12:25:00+00:00,2023-06-01 12:25:00+00:00,OPPOSITE_HIGH_BREAK,2023-06-01 13:00:00+00:00
development,BEAR,00-04,2023-06-02 00:00:00+00:00,2023-06-02 04:00:00+00:00,26934.0,26697.1,236.90000000000146,2023-06-02 00:25:00+00:00,2023-06-02 00:30:00+00:00,1,True,LOW,2023-06-02 00:40:00+00:00,False,,False,True,2023-06-02 00:35:00+00:00,2023-06-02 00:35:00+00:00,BREAK_BEFORE_GENUINE_L2,2023-06-02 00:35:00+00:00
development,SIDEWAYS,12-16,2023-06-02 12:00:00+00:00,2023-06-02 16:00:00+00:00,27181.1,27038.3,142.79999999999927,2023-06-02 12:30:00+00:00,2023-06-02 12:35:00+00:00,3,True,LOW,2023-06-02 13:50:00+00:00,True,2023-06-02 12:50:00+00:00,True,True,2023-06-02 12:45:00+00:00,2023-06-02 12:45:00+00:00,GENUINE_L2,2023-06-02 12:50:00+00:00
development,SIDEWAYS,00-04,2023-06-03 00:00:00+00:00,2023-06-03 04:00:00+00:00,27290.0,27132.0,158.0,2023-06-03 01:00:00+00:00,2023-06-03 01:05:00+00:00,1,True,LOW,2023-06-03 01:30:00+00:00,False,,False,True,2023-06-03 01:10:00+00:00,2023-06-03 01:10:00+00:00,BREAK_BEFORE_GENUINE_L2,2023-06-03 01:25:00+00:00
development,BULL,16-20,2023-06-03 16:00:00+00:00,2023-06-03 20:00:00+00:00,27340.2,27110.0,230.20000000000073,2023-06-03 17:35:00+00:00,2023-06-03 17:40:00+00:00,1,True,LOW,2023-06-03 19:55:00+00:00,False,,False,True,2023-06-03 17:45:00+00:00,2023-06-03 17:45:00+00:00,BREAK_BEFORE_GENUINE_L2,2023-06-03 19:50:00+00:00
development,BULL,16-20,2023-06-04 16:00:00+00:00,2023-06-04 20:00:00+00:00,27290.0,27150.0,140.0,2023-06-04 16:05:00+00:00,2023-06-04 16:10:00+00:00,1,False,NONE,,False,,False,True,2023-06-04 16:15:00+00:00,2023-06-04 16:15:00+00:00,BLOCK_END,
development,SIDEWAYS,00-04,2023-06-05 00:00:00+00:00,2023-06-05 04:00:00+00:00,27460.0,27026.0,434.0,2023-06-05 00:45:00+00:00,2023-06-05 00:50:00+00:00,1,True,LOW,2023-06-05 00:55:00+00:00,False,,False,False,,,BLOCK_END,
development,BEAR,04-08,2023-06-05 04:00:00+00:00,2023-06-05 08:00:00+00:00,27125.0,26755.0,370.0,2023-06-05 05:10:00+00:00,2023-06-05 05:15:00+00:00,3,False,NONE,,True,2023-06-05 06:45:00+00:00,False,True,2023-06-05 05:30:00+00:00,2023-06-05 05:30:00+00:00,GENUINE_L2,2023-06-05 06:45:00+00:00
development,BEAR,08-12,2023-06-05 08:00:00+00:00,2023-06-05 12:00:00+00:00,26861.4,26719.9,141.5,2023-06-05 09:00:00+00:00,2023-06-05 09:05:00+00:00,2,True,LOW,2023-06-05 10:40:00+00:00,True,2023-06-05 10:25:00+00:00,True,True,2023-06-05 09:10:00+00:00,2023-06-05 09:10:00+00:00,GENUINE_L2,2023-06-05 10:25:00+00:00
development,BEAR,12-16,2023-06-05 12:00:00+00:00,2023-06-05 16:00:00+00:00,26831.2,26647.0,184.20000000000073,2023-06-05 12:55:00+00:00,2023-06-05 13:00:00+00:00,2,True,LOW,2023-06-05 15:20:00+00:00,True,2023-06-05 15:00:00+00:00,True,True,2023-06-05 13:15:00+00:00,2023-06-05 13:15:00+00:00,GENUINE_L2,2023-06-05 15:00:00+00:00
development,BEAR,08-12,2023-06-06 08:00:00+00:00,2023-06-06 12:00:00+00:00,25809.9,25685.3,124.60000000000218,2023-06-06 08:10:00+00:00,2023-06-06 08:15:00+00:00,1,True,LOW,2023-06-06 08:20:00+00:00,False,,False,False,,,BLOCK_END,
development,BULL,12-16,2023-06-07 12:00:00+00:00,2023-06-07 16:00:00+00:00,26968.0,26330.8,637.2000000000007,2023-06-07 14:50:00+00:00,2023-06-07 14:55:00+00:00,1,True,LOW,2023-06-07 15:55:00+00:00,False,,False,True,2023-06-07 15:10:00+00:00,2023-06-07 15:10:00+00:00,BREAK_BEFORE_GENUINE_L2,2023-06-07 15:50:00+00:00
development,SIDEWAYS,16-20,2023-06-07 16:00:00+00:00,2023-06-07 20:00:00+00:00,26900.0,26230.0,670.0,2023-06-07 16:10:00+00:00,2023-06-07 16:15:00+00:00,1,False,NONE,,False,,False,True,2023-06-07 16:20:00+00:00,2023-06-07 16:20:00+00:00,BLOCK_END,
development,BEAR,16-20,2023-06-09 16:00:00+00:00,2023-06-09 20:00:00+00:00,26775.0,26436.8,338.2000000000007,2023-06-09 16:00:00+00:00,2023-06-09 16:05:00+00:00,2,True,LOW,2023-06-09 17:15:00+00:00,True,2023-06-09 16:55:00+00:00,True,True,2023-06-09 16:10:00+00:00,2023-06-09 16:10:00+00:00,GENUINE_L2,2023-06-09 16:55:00+00:00
development,BEAR,00-04,2023-06-10 00:00:00+00:00,2023-06-10 04:00:00+00:00,26490.0,26385.0,105.0,2023-06-10 01:00:00+00:00,2023-06-10 01:05:00+00:00,1,False,HIGH,2023-06-10 01:15:00+00:00,False,,False,True,2023-06-10 01:10:00+00:00,2023-06-10 01:10:00+00:00,OPPOSITE_HIGH_BREAK,2023-06-10 01:10:00+00:00
development,BEAR,04-08,2023-06-11 04:00:00+00:00,2023-06-11 08:00:00+00:00,25850.0,25674.3,175.70000000000073,2023-06-11 04:05:00+00:00,2023-06-11 04:10:00+00:00,2,True,LOW,2023-06-11 04:25:00+00:00,True,2023-06-11 04:15:00+00:00,True,True,2023-06-11 04:15:00+00:00,2023-06-11 04:15:00+00:00,GENUINE_L2,2023-06-11 04:15:00+00:00
development,BEAR,12-16,2023-06-11 12:00:00+00:00,2023-06-11 16:00:00+00:00,25839.0,25682.7,156.29999999999927,2023-06-11 13:55:00+00:00,2023-06-11 14:00:00+00:00,1,False,NONE,,False,,False,True,2023-06-11 14:05:00+00:00,2023-06-11 14:05:00+00:00,BLOCK_END,
development,BEAR,16-20,2023-06-12 16:00:00+00:00,2023-06-12 20:00:00+00:00,25983.2,25722.0,261.2000000000007,2023-06-12 17:20:00+00:00,2023-06-12 17:25:00+00:00,1,False,NONE,,False,,False,True,2023-06-12 17:30:00+00:00,2023-06-12 17:30:00+00:00,BLOCK_END,
development,BEAR,08-12,2023-06-15 08:00:00+00:00,2023-06-15 12:00:00+00:00,25063.4,24856.0,207.40000000000146,2023-06-15 11:15:00+00:00,2023-06-15 11:20:00+00:00,1,False,NONE,,False,,False,True,2023-06-15 11:25:00+00:00,2023-06-15 11:25:00+00:00,BLOCK_END,
development,BEAR,08-12,2023-06-16 08:00:00+00:00,2023-06-16 12:00:00+00:00,25620.0,25461.0,159.0,2023-06-16 11:30:00+00:00,2023-06-16 11:35:00+00:00,3,False,NONE,,True,2023-06-16 11:40:00+00:00,False,True,2023-06-16 11:40:00+00:00,2023-06-16 11:40:00+00:00,GENUINE_L2,2023-06-16 11:40:00+00:00
development,BULL,12-16,2023-06-17 12:00:00+00:00,2023-06-17 16:00:00+00:00,26649.0,26455.0,194.0,2023-06-17 12:00:00+00:00,2023-06-17 12:05:00+00:00,3,True,LOW,2023-06-17 15:20:00+00:00,True,2023-06-17 14:25:00+00:00,True,True,2023-06-17 12:15:00+00:00,2023-06-17 12:15:00+00:00,GENUINE_L2,2023-06-17 14:25:00+00:00
development,BULL,08-12,2023-06-18 08:00:00+00:00,2023-06-18 12:00:00+00:00,26675.1,26457.2,217.89999999999782,2023-06-18 09:20:00+00:00,2023-06-18 09:25:00+00:00,1,False,NONE,,False,,False,True,2023-06-18 09:35:00+00:00,2023-06-18 09:35:00+00:00,BLOCK_END,
development,BULL,12-16,2023-06-18 12:00:00+00:00,2023-06-18 16:00:00+00:00,26587.9,26443.5,144.40000000000146,2023-06-18 12:30:00+00:00,2023-06-18 12:35:00+00:00,2,False,NONE,,True,2023-06-18 14:00:00+00:00,False,True,2023-06-18 12:45:00+00:00,2023-06-18 12:45:00+00:00,GENUINE_L2,2023-06-18 14:00:00+00:00
development,BULL,08-12,2023-06-19 08:00:00+00:00,2023-06-19 12:00:00+00:00,26468.5,26354.8,113.70000000000073,2023-06-19 09:15:00+00:00,2023-06-19 09:20:00+00:00,1,False,NONE,,False,,False,True,2023-06-19 09:25:00+00:00,2023-06-19 09:25:00+00:00,BLOCK_END,
development,BULL,16-20,2023-06-19 16:00:00+00:00,2023-06-19 20:00:00+00:00,26569.7,26328.0,241.70000000000073,2023-06-19 16:30:00+00:00,2023-06-19 16:35:00+00:00,1,False,HIGH,2023-06-19 17:10:00+00:00,False,,False,True,2023-06-19 16:45:00+00:00,2023-06-19 16:45:00+00:00,OPPOSITE_HIGH_BREAK,2023-06-19 17:05:00+00:00
development,BULL,04-08,2023-06-20 04:00:00+00:00,2023-06-20 08:00:00+00:00,27177.3,26782.6,394.7000000000007,2023-06-20 05:55:00+00:00,2023-06-20 06:00:00+00:00,1,True,LOW,2023-06-20 06:10:00+00:00,False,,False,True,2023-06-20 06:05:00+00:00,2023-06-20 06:05:00+00:00,BREAK_BEFORE_GENUINE_L2,2023-06-20 06:05:00+00:00
development,BULL,08-12,2023-06-20 08:00:00+00:00,2023-06-20 12:00:00+00:00,27024.2,26733.6,290.6000000000022,2023-06-20 08:35:00+00:00,2023-06-20 08:40:00+00:00,3,True,LOW,2023-06-20 09:15:00+00:00,True,2023-06-20 08:50:00+00:00,True,True,2023-06-20 08:45:00+00:00,2023-06-20 08:45:00+00:00,GENUINE_L2,2023-06-20 08:50:00+00:00
development,BULL,00-04,2023-06-23 00:00:00+00:00,2023-06-23 04:00:00+00:00,30260.0,29858.4,401.59999999999854,2023-06-23 02:00:00+00:00,2023-06-23 02:05:00+00:00,1,True,LOW,2023-06-23 02:10:00+00:00,False,,False,False,,,BLOCK_END,
development,BULL,08-12,2023-06-23 08:00:00+00:00,2023-06-23 12:00:00+00:00,30079.9,29910.0,169.90000000000146,2023-06-23 08:00:00+00:00,2023-06-23 08:05:00+00:00,1,False,HIGH,2023-06-23 09:55:00+00:00,False,,False,True,2023-06-23 08:10:00+00:00,2023-06-23 08:10:00+00:00,OPPOSITE_HIGH_BREAK,2023-06-23 09:50:00+00:00
development,BULL,20-00,2023-06-23 20:00:00+00:00,2023-06-24 00:00:00+00:00,31440.5,30601.0,839.5,2023-06-23 21:45:00+00:00,2023-06-23 21:50:00+00:00,1,True,LOW,2023-06-23 22:10:00+00:00,False,,False,True,2023-06-23 22:00:00+00:00,2023-06-23 22:00:00+00:00,BREAK_BEFORE_GENUINE_L2,2023-06-23 22:05:00+00:00
development,BULL,00-04,2023-06-24 00:00:00+00:00,2023-06-24 04:00:00+00:00,30943.4,30441.1,502.3000000000029,2023-06-24 01:00:00+00:00,2023-06-24 01:05:00+00:00,2,False,NONE,,True,2023-06-24 01:30:00+00:00,False,True,2023-06-24 01:10:00+00:00,2023-06-24 01:10:00+00:00,GENUINE_L2,2023-06-24 01:30:00+00:00
development,BULL,08-12,2023-06-24 08:00:00+00:00,2023-06-24 12:00:00+00:00,30750.0,30550.0,200.0,2023-06-24 08:40:00+00:00,2023-06-24 08:45:00+00:00,2,False,NONE,,True,2023-06-24 08:50:00+00:00,False,True,2023-06-24 08:50:00+00:00,2023-06-24 08:50:00+00:00,GENUINE_L2,2023-06-24 08:50:00+00:00
development,BULL,16-20,2023-06-24 16:00:00+00:00,2023-06-24 20:00:00+00:00,30796.5,30262.0,534.5,2023-06-24 16:00:00+00:00,2023-06-24 16:05:00+00:00,1,False,NONE,,False,,False,True,2023-06-24 16:10:00+00:00,2023-06-24 16:10:00+00:00,BLOCK_END,
development,BULL,12-16,2023-06-25 12:00:00+00:00,2023-06-25 16:00:00+00:00,30754.2,30565.2,189.0,2023-06-25 13:25:00+00:00,2023-06-25 13:30:00+00:00,1,True,LOW,2023-06-25 13:35:00+00:00,False,,False,False,,,BLOCK_END,
development,BULL,16-20,2023-06-25 16:00:00+00:00,2023-06-25 20:00:00+00:00,30732.9,30425.0,307.90000000000146,2023-06-25 18:05:00+00:00,2023-06-25 18:10:00+00:00,1,True,LOW,2023-06-25 18:15:00+00:00,False,,False,False,,,BLOCK_END,
development,BULL,04-08,2023-06-28 04:00:00+00:00,2023-06-28 08:00:00+00:00,30701.8,30306.4,395.3999999999978,2023-06-28 07:15:00+00:00,2023-06-28 07:20:00+00:00,2,True,LOW,2023-06-28 07:35:00+00:00,True,2023-06-28 07:25:00+00:00,True,True,2023-06-28 07:25:00+00:00,2023-06-28 07:25:00+00:00,GENUINE_L2,2023-06-28 07:25:00+00:00
development,SIDEWAYS,08-12,2023-06-28 08:00:00+00:00,2023-06-28 12:00:00+00:00,30479.5,30127.0,352.5,2023-06-28 08:00:00+00:00,2023-06-28 08:05:00+00:00,1,False,NONE,,False,,False,True,2023-06-28 08:10:00+00:00,2023-06-28 08:10:00+00:00,BLOCK_END,
development,SIDEWAYS,12-16,2023-06-28 12:00:00+00:00,2023-06-28 16:00:00+00:00,30377.0,30126.6,250.40000000000146,2023-06-28 12:35:00+00:00,2023-06-28 12:40:00+00:00,1,True,LOW,2023-06-28 12:55:00+00:00,False,,False,True,2023-06-28 12:50:00+00:00,2023-06-28 12:50:00+00:00,BREAK_BEFORE_GENUINE_L2,2023-06-28 12:50:00+00:00
development,BULL,16-20,2023-06-28 16:00:00+00:00,2023-06-28 20:00:00+00:00,30485.0,29992.5,492.5,2023-06-28 19:30:00+00:00,2023-06-28 19:35:00+00:00,1,True,LOW,2023-06-28 19:45:00+00:00,False,,False,False,,,BLOCK_END,
development,BULL,08-12,2023-07-03 08:00:00+00:00,2023-07-03 12:00:00+00:00,30785.3,30601.7,183.59999999999854,2023-07-03 08:20:00+00:00,2023-07-03 08:25:00+00:00,3,True,LOW,2023-07-03 10:05:00+00:00,True,2023-07-03 08:30:00+00:00,True,True,2023-07-03 08:30:00+00:00,2023-07-03 08:30:00+00:00,GENUINE_L2,2023-07-03 08:30:00+00:00
development,BULL,12-16,2023-07-03 12:00:00+00:00,2023-07-03 16:00:00+00:00,30693.7,30577.5,116.20000000000073,2023-07-03 12:05:00+00:00,2023-07-03 12:10:00+00:00,1,True,LOW,2023-07-03 12:20:00+00:00,False,,False,False,,,BLOCK_END,
development,BULL,04-08,2023-07-04 04:00:00+00:00,2023-07-04 08:00:00+00:00,31319.4,31083.6,235.8000000000029,2023-07-04 04:20:00+00:00,2023-07-04 04:25:00+00:00,2,True,LOW,2023-07-04 04:40:00+00:00,True,2023-07-04 04:30:00+00:00,True,True,2023-07-04 04:30:00+00:00,2023-07-04 04:30:00+00:00,GENUINE_L2,2023-07-04 04:30:00+00:00
development,BULL,08-12,2023-07-04 08:00:00+00:00,2023-07-04 12:00:00+00:00,31210.7,30860.0,350.7000000000007,2023-07-04 09:05:00+00:00,2023-07-04 09:10:00+00:00,1,False,NONE,,False,,False,True,2023-07-04 09:15:00+00:00,2023-07-04 09:15:00+00:00,BLOCK_END,
development,SIDEWAYS,08-12,2023-07-05 08:00:00+00:00,2023-07-05 12:00:00+00:00,30862.6,30742.9,119.69999999999709,2023-07-05 08:00:00+00:00,2023-07-05 08:05:00+00:00,1,True,LOW,2023-07-05 08:20:00+00:00,False,,False,True,2023-07-05 08:10:00+00:00,2023-07-05 08:10:00+00:00,BREAK_BEFORE_GENUINE_L2,2023-07-05 08:15:00+00:00
development,BEAR,12-16,2023-07-05 12:00:00+00:00,2023-07-05 16:00:00+00:00,30797.4,30326.0,471.40000000000146,2023-07-05 12:05:00+00:00,2023-07-05 12:10:00+00:00,2,True,LOW,2023-07-05 13:00:00+00:00,True,2023-07-05 12:15:00+00:00,True,True,2023-07-05 12:15:00+00:00,2023-07-05 12:15:00+00:00,GENUINE_L2,2023-07-05 12:15:00+00:00
development,BEAR,12-16,2023-07-08 12:00:00+00:00,2023-07-08 16:00:00+00:00,30315.0,30135.3,179.70000000000073,2023-07-08 12:05:00+00:00,2023-07-08 12:10:00+00:00,1,False,NONE,,False,,False,True,2023-07-08 12:15:00+00:00,2023-07-08 12:15:00+00:00,BLOCK_END,
development,BEAR,04-08,2023-07-09 04:00:00+00:00,2023-07-09 08:00:00+00:00,30397.0,30232.1,164.90000000000146,2023-07-09 06:05:00+00:00,2023-07-09 06:10:00+00:00,1,True,LOW,2023-07-09 06:20:00+00:00,False,,False,True,2023-07-09 06:15:00+00:00,2023-07-09 06:15:00+00:00,BREAK_BEFORE_GENUINE_L2,2023-07-09 06:15:00+00:00
development,BEAR,08-12,2023-07-10 08:00:00+00:00,2023-07-10 12:00:00+00:00,30151.0,30034.2,116.79999999999927,2023-07-10 08:15:00+00:00,2023-07-10 08:20:00+00:00,3,False,HIGH,2023-07-10 09:30:00+00:00,True,2023-07-10 09:00:00+00:00,False,True,2023-07-10 08:30:00+00:00,2023-07-10 08:30:00+00:00,GENUINE_L2,2023-07-10 09:00:00+00:00
development,BULL,12-16,2023-07-11 12:00:00+00:00,2023-07-11 16:00:00+00:00,30557.8,30325.0,232.79999999999927,2023-07-11 13:40:00+00:00,2023-07-11 13:45:00+00:00,1,False,HIGH,2023-07-11 14:50:00+00:00,False,,False,True,2023-07-11 13:50:00+00:00,2023-07-11 13:50:00+00:00,OPPOSITE_HIGH_BREAK,2023-07-11 14:45:00+00:00
development,BULL,00-04,2023-07-12 00:00:00+00:00,2023-07-12 04:00:00+00:00,30640.0,30492.8,147.20000000000073,2023-07-12 00:55:00+00:00,2023-07-12 01:00:00+00:00,1,True,LOW,2023-07-12 01:35:00+00:00,False,,False,True,2023-07-12 01:05:00+00:00,2023-07-12 01:05:00+00:00,BREAK_BEFORE_GENUINE_L2,2023-07-12 01:30:00+00:00
development,BEAR,04-08,2023-07-13 04:00:00+00:00,2023-07-13 08:00:00+00:00,30423.0,30257.1,165.90000000000146,2023-07-13 04:10:00+00:00,2023-07-13 04:15:00+00:00,2,True,LOW,2023-07-13 05:10:00+00:00,True,2023-07-13 05:00:00+00:00,True,True,2023-07-13 04:25:00+00:00,2023-07-13 04:25:00+00:00,GENUINE_L2,2023-07-13 05:00:00+00:00
development,BULL,04-08,2023-07-14 04:00:00+00:00,2023-07-14 08:00:00+00:00,31640.0,31321.4,318.59999999999854,2023-07-14 06:30:00+00:00,2023-07-14 06:35:00+00:00,1,True,LOW,2023-07-14 06:45:00+00:00,False,,False,False,,,BLOCK_END,
development,BULL,12-16,2023-07-14 12:00:00+00:00,2023-07-14 16:00:00+00:00,31284.9,31076.5,208.40000000000146,2023-07-14 13:20:00+00:00,2023-07-14 13:25:00+00:00,2,False,HIGH,2023-07-14 15:00:00+00:00,True,2023-07-14 13:35:00+00:00,False,True,2023-07-14 13:30:00+00:00,2023-07-14 13:30:00+00:00,GENUINE_L2,2023-07-14 13:35:00+00:00
development,BEAR,12-16,2023-07-15 12:00:00+00:00,2023-07-15 16:00:00+00:00,30360.0,30258.9,101.09999999999854,2023-07-15 13:45:00+00:00,2023-07-15 13:50:00+00:00,2,False,NONE,,True,2023-07-15 15:00:00+00:00,False,True,2023-07-15 13:55:00+00:00,2023-07-15 13:55:00+00:00,GENUINE_L2,2023-07-15 15:00:00+00:00
development,BEAR,04-08,2023-07-18 04:00:00+00:00,2023-07-18 08:00:00+00:00,30227.5,30061.3,166.20000000000073,2023-07-18 04:00:00+00:00,2023-07-18 04:05:00+00:00,1,True,LOW,2023-07-18 04:10:00+00:00,False,,False,False,,,BLOCK_END,
development,BEAR,16-20,2023-07-18 16:00:00+00:00,2023-07-18 20:00:00+00:00,30028.6,29657.1,371.5,2023-07-18 16:45:00+00:00,2023-07-18 16:50:00+00:00,2,False,NONE,,True,2023-07-18 17:00:00+00:00,False,True,2023-07-18 17:00:00+00:00,2023-07-18 17:00:00+00:00,GENUINE_L2,2023-07-18 17:00:00+00:00
development,BEAR,12-16,2023-07-19 12:00:00+00:00,2023-07-19 16:00:00+00:00,30038.4,29852.2,186.20000000000073,2023-07-19 13:15:00+00:00,2023-07-19 13:20:00+00:00,2,True,LOW,2023-07-19 14:30:00+00:00,True,2023-07-19 14:15:00+00:00,True,True,2023-07-19 13:25:00+00:00,2023-07-19 13:25:00+00:00,GENUINE_L2,2023-07-19 14:15:00+00:00
development,BEAR,12-16,2023-07-22 12:00:00+00:00,2023-07-22 16:00:00+00:00,29969.6,29847.9,121.69999999999709,2023-07-22 12:15:00+00:00,2023-07-22 12:20:00+00:00,1,True,LOW,2023-07-22 12:40:00+00:00,False,,False,True,2023-07-22 12:30:00+00:00,2023-07-22 12:30:00+00:00,BREAK_BEFORE_GENUINE_L2,2023-07-22 12:35:00+00:00
development,BEAR,16-20,2023-07-22 16:00:00+00:00,2023-07-22 20:00:00+00:00,29895.0,29806.6,88.40000000000146,2023-07-22 17:50:00+00:00,2023-07-22 17:55:00+00:00,2,True,LOW,2023-07-22 18:15:00+00:00,True,2023-07-22 18:05:00+00:00,True,True,2023-07-22 18:00:00+00:00,2023-07-22 18:00:00+00:00,GENUINE_L2,2023-07-22 18:05:00+00:00
