partition,date_utc,signal_ts,window_status,entry_name,entry_fraction,planned_entry_px,H,L,range,eligible_start,h2_bar_start,opposite_break_bar_start,session_end,filled,fill_bar_start,entry_px,h2_after_fill,minutes_fill_to_h2,terminal
development,2023-03-07,2023-03-07 14:20:00+00:00,H2_ARRIVAL,F20,0.2,22326.579999999998,22419.7,22303.3,116.40000000000146,2023-03-07 14:25:00+00:00,2023-03-07 14:30:00+00:00,,2023-03-07 20:00:00+00:00,True,2023-03-07 14:25:00+00:00,22326.579999999998,True,5.0,H2_ARRIVAL
development,2023-03-07,2023-03-07 14:20:00+00:00,H2_ARRIVAL,F25,0.25,22332.4,22419.7,22303.3,116.40000000000146,2023-03-07 14:25:00+00:00,2023-03-07 14:30:00+00:00,,2023-03-07 20:00:00+00:00,True,2023-03-07 14:25:00+00:00,22332.4,True,5.0,H2_ARRIVAL
development,2023-03-08,2023-03-08 14:10:00+00:00,H2_ARRIVAL,F05,0.05,21942.91,22135.0,21932.8,202.20000000000073,2023-03-08 14:20:00+00:00,2023-03-08 15:00:00+00:00,,2023-03-08 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-03-08,2023-03-08 14:10:00+00:00,H2_ARRIVAL,F10,0.1,21953.02,22135.0,21932.8,202.20000000000073,2023-03-08 14:20:00+00:00,2023-03-08 15:00:00+00:00,,2023-03-08 20:00:00+00:00,True,2023-03-08 14:25:00+00:00,21953.02,True,35.0,H2_ARRIVAL
development,2023-03-08,2023-03-08 14:10:00+00:00,H2_ARRIVAL,F15,0.15,21963.13,22135.0,21932.8,202.20000000000073,2023-03-08 14:20:00+00:00,2023-03-08 15:00:00+00:00,,2023-03-08 20:00:00+00:00,True,2023-03-08 14:20:00+00:00,21963.13,True,40.0,H2_ARRIVAL
development,2023-03-08,2023-03-08 14:10:00+00:00,H2_ARRIVAL,F20,0.2,21973.239999999998,22135.0,21932.8,202.20000000000073,2023-03-08 14:20:00+00:00,2023-03-08 15:00:00+00:00,,2023-03-08 20:00:00+00:00,True,2023-03-08 14:20:00+00:00,21973.239999999998,True,40.0,H2_ARRIVAL
development,2023-03-08,2023-03-08 14:10:00+00:00,H2_ARRIVAL,F25,0.25,21983.35,22135.0,21932.8,202.20000000000073,2023-03-08 14:20:00+00:00,2023-03-08 15:00:00+00:00,,2023-03-08 20:00:00+00:00,True,2023-03-08 14:20:00+00:00,21983.35,True,40.0,H2_ARRIVAL
development,2023-03-23,2023-03-23 13:50:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F05,0.05,27293.344999999998,27735.0,27270.1,464.90000000000146,2023-03-23 14:00:00+00:00,,2023-03-23 14:55:00+00:00,2023-03-23 20:00:00+00:00,True,2023-03-23 14:05:00+00:00,27293.344999999998,False,,OPPOSITE_BREAK_BEFORE_H2
development,2023-03-23,2023-03-23 13:50:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F10,0.1,27316.59,27735.0,27270.1,464.90000000000146,2023-03-23 14:00:00+00:00,,2023-03-23 14:55:00+00:00,2023-03-23 20:00:00+00:00,True,2023-03-23 14:00:00+00:00,27316.59,False,,OPPOSITE_BREAK_BEFORE_H2
development,2023-03-23,2023-03-23 13:50:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F15,0.15,27339.835,27735.0,27270.1,464.90000000000146,2023-03-23 14:00:00+00:00,,2023-03-23 14:55:00+00:00,2023-03-23 20:00:00+00:00,True,2023-03-23 14:00:00+00:00,27339.835,False,,OPPOSITE_BREAK_BEFORE_H2
development,2023-03-23,2023-03-23 13:50:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F20,0.2,27363.079999999998,27735.0,27270.1,464.90000000000146,2023-03-23 14:00:00+00:00,,2023-03-23 14:55:00+00:00,2023-03-23 20:00:00+00:00,True,2023-03-23 14:00:00+00:00,27363.079999999998,False,,OPPOSITE_BREAK_BEFORE_H2
development,2023-03-23,2023-03-23 13:50:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F25,0.25,27386.324999999997,27735.0,27270.1,464.90000000000146,2023-03-23 14:00:00+00:00,,2023-03-23 14:55:00+00:00,2023-03-23 20:00:00+00:00,True,2023-03-23 14:10:00+00:00,27386.324999999997,False,,OPPOSITE_BREAK_BEFORE_H2
development,2023-03-30,2023-03-30 13:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F05,0.05,28482.26,28734.2,28469.0,265.2000000000007,,,,2023-03-30 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-03-30,2023-03-30 13:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F10,0.1,28495.52,28734.2,28469.0,265.2000000000007,,,,2023-03-30 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-03-30,2023-03-30 13:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F15,0.15,28508.78,28734.2,28469.0,265.2000000000007,,,,2023-03-30 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-03-30,2023-03-30 13:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F20,0.2,28522.04,28734.2,28469.0,265.2000000000007,,,,2023-03-30 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-03-30,2023-03-30 13:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F25,0.25,28535.3,28734.2,28469.0,265.2000000000007,,,,2023-03-30 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-04-03,2023-04-03 14:50:00+00:00,H2_ARRIVAL,F05,0.05,27973.8,28540.0,27944.0,596.0,2023-04-03 15:00:00+00:00,2023-04-03 15:00:00+00:00,,2023-04-03 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-04-03,2023-04-03 14:50:00+00:00,H2_ARRIVAL,F10,0.1,28003.6,28540.0,27944.0,596.0,2023-04-03 15:00:00+00:00,2023-04-03 15:00:00+00:00,,2023-04-03 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-04-03,2023-04-03 14:50:00+00:00,H2_ARRIVAL,F15,0.15,28033.4,28540.0,27944.0,596.0,2023-04-03 15:00:00+00:00,2023-04-03 15:00:00+00:00,,2023-04-03 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-04-03,2023-04-03 14:50:00+00:00,H2_ARRIVAL,F20,0.2,28063.2,28540.0,27944.0,596.0,2023-04-03 15:00:00+00:00,2023-04-03 15:00:00+00:00,,2023-04-03 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-04-03,2023-04-03 14:50:00+00:00,H2_ARRIVAL,F25,0.25,28093.0,28540.0,27944.0,596.0,2023-04-03 15:00:00+00:00,2023-04-03 15:00:00+00:00,,2023-04-03 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-04-10,2023-04-10 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F05,0.05,28247.15,28383.0,28240.0,143.0,,,,2023-04-10 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-04-10,2023-04-10 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F10,0.1,28254.3,28383.0,28240.0,143.0,,,,2023-04-10 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-04-10,2023-04-10 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F15,0.15,28261.45,28383.0,28240.0,143.0,,,,2023-04-10 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-04-10,2023-04-10 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F20,0.2,28268.6,28383.0,28240.0,143.0,,,,2023-04-10 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-04-10,2023-04-10 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F25,0.25,28275.75,28383.0,28240.0,143.0,,,,2023-04-10 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-04-14,2023-04-14 14:25:00+00:00,H2_ARRIVAL,F05,0.05,30571.625,30840.0,30557.5,282.5,2023-04-14 14:30:00+00:00,2023-04-14 14:30:00+00:00,,2023-04-14 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-04-14,2023-04-14 14:25:00+00:00,H2_ARRIVAL,F10,0.1,30585.75,30840.0,30557.5,282.5,2023-04-14 14:30:00+00:00,2023-04-14 14:30:00+00:00,,2023-04-14 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-04-14,2023-04-14 14:25:00+00:00,H2_ARRIVAL,F15,0.15,30599.875,30840.0,30557.5,282.5,2023-04-14 14:30:00+00:00,2023-04-14 14:30:00+00:00,,2023-04-14 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-04-14,2023-04-14 14:25:00+00:00,H2_ARRIVAL,F20,0.2,30614.0,30840.0,30557.5,282.5,2023-04-14 14:30:00+00:00,2023-04-14 14:30:00+00:00,,2023-04-14 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-04-14,2023-04-14 14:25:00+00:00,H2_ARRIVAL,F25,0.25,30628.125,30840.0,30557.5,282.5,2023-04-14 14:30:00+00:00,2023-04-14 14:30:00+00:00,,2023-04-14 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-04-17,2023-04-17 13:35:00+00:00,H2_ARRIVAL,F05,0.05,29315.29,29913.6,29283.8,629.7999999999993,2023-04-17 13:40:00+00:00,2023-04-17 15:35:00+00:00,,2023-04-17 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-04-17,2023-04-17 13:35:00+00:00,H2_ARRIVAL,F10,0.1,29346.78,29913.6,29283.8,629.7999999999993,2023-04-17 13:40:00+00:00,2023-04-17 15:35:00+00:00,,2023-04-17 20:00:00+00:00,True,2023-04-17 14:00:00+00:00,29346.78,True,95.0,H2_ARRIVAL
development,2023-04-17,2023-04-17 13:35:00+00:00,H2_ARRIVAL,F15,0.15,29378.27,29913.6,29283.8,629.7999999999993,2023-04-17 13:40:00+00:00,2023-04-17 15:35:00+00:00,,2023-04-17 20:00:00+00:00,True,2023-04-17 13:45:00+00:00,29378.27,True,110.0,H2_ARRIVAL
development,2023-04-17,2023-04-17 13:35:00+00:00,H2_ARRIVAL,F20,0.2,29409.76,29913.6,29283.8,629.7999999999993,2023-04-17 13:40:00+00:00,2023-04-17 15:35:00+00:00,,2023-04-17 20:00:00+00:00,True,2023-04-17 13:45:00+00:00,29409.76,True,110.0,H2_ARRIVAL
development,2023-04-17,2023-04-17 13:35:00+00:00,H2_ARRIVAL,F25,0.25,29441.25,29913.6,29283.8,629.7999999999993,2023-04-17 13:40:00+00:00,2023-04-17 15:35:00+00:00,,2023-04-17 20:00:00+00:00,True,2023-04-17 13:40:00+00:00,29441.25,True,115.0,H2_ARRIVAL
development,2023-04-20,2023-04-20 16:05:00+00:00,H2_ARRIVAL,F05,0.05,28332.0,28940.0,28300.0,640.0,2023-04-20 16:10:00+00:00,2023-04-20 18:30:00+00:00,,2023-04-20 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-04-20,2023-04-20 16:05:00+00:00,H2_ARRIVAL,F10,0.1,28364.0,28940.0,28300.0,640.0,2023-04-20 16:10:00+00:00,2023-04-20 18:30:00+00:00,,2023-04-20 20:00:00+00:00,True,2023-04-20 17:05:00+00:00,28364.0,True,85.0,H2_ARRIVAL
development,2023-04-20,2023-04-20 16:05:00+00:00,H2_ARRIVAL,F15,0.15,28396.0,28940.0,28300.0,640.0,2023-04-20 16:10:00+00:00,2023-04-20 18:30:00+00:00,,2023-04-20 20:00:00+00:00,True,2023-04-20 17:00:00+00:00,28396.0,True,90.0,H2_ARRIVAL
development,2023-04-20,2023-04-20 16:05:00+00:00,H2_ARRIVAL,F20,0.2,28428.0,28940.0,28300.0,640.0,2023-04-20 16:10:00+00:00,2023-04-20 18:30:00+00:00,,2023-04-20 20:00:00+00:00,True,2023-04-20 17:00:00+00:00,28428.0,True,90.0,H2_ARRIVAL
development,2023-04-20,2023-04-20 16:05:00+00:00,H2_ARRIVAL,F25,0.25,28460.0,28940.0,28300.0,640.0,2023-04-20 16:10:00+00:00,2023-04-20 18:30:00+00:00,,2023-04-20 20:00:00+00:00,True,2023-04-20 16:10:00+00:00,28460.0,True,140.0,H2_ARRIVAL
development,2023-05-01,2023-05-01 14:00:00+00:00,H2_ARRIVAL,F05,0.05,28437.945,28659.2,28426.3,232.90000000000146,2023-05-01 14:10:00+00:00,2023-05-01 14:20:00+00:00,,2023-05-01 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-05-01,2023-05-01 14:00:00+00:00,H2_ARRIVAL,F10,0.1,28449.59,28659.2,28426.3,232.90000000000146,2023-05-01 14:10:00+00:00,2023-05-01 14:20:00+00:00,,2023-05-01 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-05-01,2023-05-01 14:00:00+00:00,H2_ARRIVAL,F15,0.15,28461.235,28659.2,28426.3,232.90000000000146,2023-05-01 14:10:00+00:00,2023-05-01 14:20:00+00:00,,2023-05-01 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-05-01,2023-05-01 14:00:00+00:00,H2_ARRIVAL,F20,0.2,28472.88,28659.2,28426.3,232.90000000000146,2023-05-01 14:10:00+00:00,2023-05-01 14:20:00+00:00,,2023-05-01 20:00:00+00:00,True,2023-05-01 14:15:00+00:00,28472.88,True,5.0,H2_ARRIVAL
development,2023-05-01,2023-05-01 14:00:00+00:00,H2_ARRIVAL,F25,0.25,28484.525,28659.2,28426.3,232.90000000000146,2023-05-01 14:10:00+00:00,2023-05-01 14:20:00+00:00,,2023-05-01 20:00:00+00:00,True,2023-05-01 14:10:00+00:00,28484.525,True,10.0,H2_ARRIVAL
development,2023-05-02,2023-05-02 13:40:00+00:00,H2_ARRIVAL,F05,0.05,27938.019999999997,28250.0,27921.6,328.40000000000146,2023-05-02 13:45:00+00:00,2023-05-02 14:05:00+00:00,,2023-05-02 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-05-02,2023-05-02 13:40:00+00:00,H2_ARRIVAL,F10,0.1,27954.44,28250.0,27921.6,328.40000000000146,2023-05-02 13:45:00+00:00,2023-05-02 14:05:00+00:00,,2023-05-02 20:00:00+00:00,True,2023-05-02 14:00:00+00:00,27954.44,True,5.0,H2_ARRIVAL
development,2023-05-02,2023-05-02 13:40:00+00:00,H2_ARRIVAL,F15,0.15,27970.86,28250.0,27921.6,328.40000000000146,2023-05-02 13:45:00+00:00,2023-05-02 14:05:00+00:00,,2023-05-02 20:00:00+00:00,True,2023-05-02 14:00:00+00:00,27970.86,True,5.0,H2_ARRIVAL
development,2023-05-02,2023-05-02 13:40:00+00:00,H2_ARRIVAL,F20,0.2,27987.28,28250.0,27921.6,328.40000000000146,2023-05-02 13:45:00+00:00,2023-05-02 14:05:00+00:00,,2023-05-02 20:00:00+00:00,True,2023-05-02 13:45:00+00:00,27987.28,True,20.0,H2_ARRIVAL
development,2023-05-02,2023-05-02 13:40:00+00:00,H2_ARRIVAL,F25,0.25,28003.699999999997,28250.0,27921.6,328.40000000000146,2023-05-02 13:45:00+00:00,2023-05-02 14:05:00+00:00,,2023-05-02 20:00:00+00:00,True,2023-05-02 13:45:00+00:00,28003.699999999997,True,20.0,H2_ARRIVAL
development,2023-05-03,2023-05-03 14:55:00+00:00,NO_H2_BY_SESSION_END,F05,0.05,28147.575,28758.9,28115.4,643.5,2023-05-03 15:00:00+00:00,,,2023-05-03 20:00:00+00:00,True,2023-05-03 15:00:00+00:00,28147.575,False,,NO_H2_BY_SESSION_END
development,2023-05-03,2023-05-03 14:55:00+00:00,NO_H2_BY_SESSION_END,F10,0.1,28179.75,28758.9,28115.4,643.5,2023-05-03 15:00:00+00:00,,,2023-05-03 20:00:00+00:00,True,2023-05-03 15:00:00+00:00,28179.75,False,,NO_H2_BY_SESSION_END
development,2023-05-03,2023-05-03 14:55:00+00:00,NO_H2_BY_SESSION_END,F15,0.15,28211.925000000003,28758.9,28115.4,643.5,2023-05-03 15:00:00+00:00,,,2023-05-03 20:00:00+00:00,True,2023-05-03 15:05:00+00:00,28211.925000000003,False,,NO_H2_BY_SESSION_END
development,2023-05-03,2023-05-03 14:55:00+00:00,NO_H2_BY_SESSION_END,F20,0.2,28244.100000000002,28758.9,28115.4,643.5,2023-05-03 15:00:00+00:00,,,2023-05-03 20:00:00+00:00,True,2023-05-03 15:10:00+00:00,28244.100000000002,False,,NO_H2_BY_SESSION_END
development,2023-05-03,2023-05-03 14:55:00+00:00,NO_H2_BY_SESSION_END,F25,0.25,28276.275,28758.9,28115.4,643.5,2023-05-03 15:00:00+00:00,,,2023-05-03 20:00:00+00:00,True,2023-05-03 15:15:00+00:00,28276.275,False,,NO_H2_BY_SESSION_END
development,2023-05-11,2023-05-11 13:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F05,0.05,27240.5,27630.0,27220.0,410.0,,,,2023-05-11 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-05-11,2023-05-11 13:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F10,0.1,27261.0,27630.0,27220.0,410.0,,,,2023-05-11 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-05-11,2023-05-11 13:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F15,0.15,27281.5,27630.0,27220.0,410.0,,,,2023-05-11 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-05-11,2023-05-11 13:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F20,0.2,27302.0,27630.0,27220.0,410.0,,,,2023-05-11 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-05-11,2023-05-11 13:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F25,0.25,27322.5,27630.0,27220.0,410.0,,,,2023-05-11 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-05-16,2023-05-16 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F05,0.05,26974.855,27274.2,26959.1,315.1000000000022,,,,2023-05-16 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-05-16,2023-05-16 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F10,0.1,26990.61,27274.2,26959.1,315.1000000000022,,,,2023-05-16 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-05-16,2023-05-16 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F15,0.15,27006.364999999998,27274.2,26959.1,315.1000000000022,,,,2023-05-16 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-05-16,2023-05-16 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F20,0.2,27022.12,27274.2,26959.1,315.1000000000022,,,,2023-05-16 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-05-16,2023-05-16 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F25,0.25,27037.875,27274.2,26959.1,315.1000000000022,,,,2023-05-16 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-05-17,2023-05-17 14:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F05,0.05,26575.475,26907.5,26558.0,349.5,2023-05-17 14:45:00+00:00,,2023-05-17 16:50:00+00:00,2023-05-17 20:00:00+00:00,False,,,False,,OPPOSITE_BREAK_BEFORE_H2
development,2023-05-17,2023-05-17 14:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F10,0.1,26592.95,26907.5,26558.0,349.5,2023-05-17 14:45:00+00:00,,2023-05-17 16:50:00+00:00,2023-05-17 20:00:00+00:00,False,,,False,,OPPOSITE_BREAK_BEFORE_H2
development,2023-05-17,2023-05-17 14:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F15,0.15,26610.425,26907.5,26558.0,349.5,2023-05-17 14:45:00+00:00,,2023-05-17 16:50:00+00:00,2023-05-17 20:00:00+00:00,False,,,False,,OPPOSITE_BREAK_BEFORE_H2
development,2023-05-17,2023-05-17 14:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F20,0.2,26627.9,26907.5,26558.0,349.5,2023-05-17 14:45:00+00:00,,2023-05-17 16:50:00+00:00,2023-05-17 20:00:00+00:00,False,,,False,,OPPOSITE_BREAK_BEFORE_H2
development,2023-05-17,2023-05-17 14:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F25,0.25,26645.375,26907.5,26558.0,349.5,2023-05-17 14:45:00+00:00,,2023-05-17 16:50:00+00:00,2023-05-17 20:00:00+00:00,False,,,False,,OPPOSITE_BREAK_BEFORE_H2
development,2023-05-18,2023-05-18 14:50:00+00:00,H2_ARRIVAL,F05,0.05,27180.894999999997,27471.5,27165.6,305.90000000000146,2023-05-18 15:00:00+00:00,2023-05-18 15:20:00+00:00,,2023-05-18 20:00:00+00:00,True,2023-05-18 15:10:00+00:00,27180.894999999997,True,10.0,H2_ARRIVAL
development,2023-05-18,2023-05-18 14:50:00+00:00,H2_ARRIVAL,F10,0.1,27196.19,27471.5,27165.6,305.90000000000146,2023-05-18 15:00:00+00:00,2023-05-18 15:20:00+00:00,,2023-05-18 20:00:00+00:00,True,2023-05-18 15:05:00+00:00,27196.19,True,15.0,H2_ARRIVAL
development,2023-05-18,2023-05-18 14:50:00+00:00,H2_ARRIVAL,F15,0.15,27211.485,27471.5,27165.6,305.90000000000146,2023-05-18 15:00:00+00:00,2023-05-18 15:20:00+00:00,,2023-05-18 20:00:00+00:00,True,2023-05-18 15:05:00+00:00,27211.485,True,15.0,H2_ARRIVAL
development,2023-05-18,2023-05-18 14:50:00+00:00,H2_ARRIVAL,F20,0.2,27226.78,27471.5,27165.6,305.90000000000146,2023-05-18 15:00:00+00:00,2023-05-18 15:20:00+00:00,,2023-05-18 20:00:00+00:00,True,2023-05-18 15:00:00+00:00,27226.78,True,20.0,H2_ARRIVAL
development,2023-05-18,2023-05-18 14:50:00+00:00,H2_ARRIVAL,F25,0.25,27242.074999999997,27471.5,27165.6,305.90000000000146,2023-05-18 15:00:00+00:00,2023-05-18 15:20:00+00:00,,2023-05-18 20:00:00+00:00,True,2023-05-18 15:00:00+00:00,27242.074999999997,True,20.0,H2_ARRIVAL
development,2023-05-19,2023-05-19 14:15:00+00:00,H2_ARRIVAL,F05,0.05,26783.63,26985.6,26773.0,212.59999999999854,2023-05-19 14:25:00+00:00,2023-05-19 14:25:00+00:00,,2023-05-19 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-05-19,2023-05-19 14:15:00+00:00,H2_ARRIVAL,F10,0.1,26794.26,26985.6,26773.0,212.59999999999854,2023-05-19 14:25:00+00:00,2023-05-19 14:25:00+00:00,,2023-05-19 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-05-19,2023-05-19 14:15:00+00:00,H2_ARRIVAL,F15,0.15,26804.89,26985.6,26773.0,212.59999999999854,2023-05-19 14:25:00+00:00,2023-05-19 14:25:00+00:00,,2023-05-19 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-05-19,2023-05-19 14:15:00+00:00,H2_ARRIVAL,F20,0.2,26815.52,26985.6,26773.0,212.59999999999854,2023-05-19 14:25:00+00:00,2023-05-19 14:25:00+00:00,,2023-05-19 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-05-19,2023-05-19 14:15:00+00:00,H2_ARRIVAL,F25,0.25,26826.15,26985.6,26773.0,212.59999999999854,2023-05-19 14:25:00+00:00,2023-05-19 14:25:00+00:00,,2023-05-19 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-05-23,2023-05-23 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F05,0.05,27232.9,27383.0,27225.0,158.0,,,,2023-05-23 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-05-23,2023-05-23 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F10,0.1,27240.8,27383.0,27225.0,158.0,,,,2023-05-23 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-05-23,2023-05-23 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F15,0.15,27248.7,27383.0,27225.0,158.0,,,,2023-05-23 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-05-23,2023-05-23 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F20,0.2,27256.6,27383.0,27225.0,158.0,,,,2023-05-23 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-05-23,2023-05-23 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,F25,0.25,27264.5,27383.0,27225.0,158.0,,,,2023-05-23 20:00:00+00:00,False,,,False,,NO_CLEAN_WINDOW
development,2023-05-29,2023-05-29 15:00:00+00:00,H2_ARRIVAL,F05,0.05,27741.835,27966.7,27730.0,236.70000000000073,2023-05-29 15:05:00+00:00,2023-05-29 15:20:00+00:00,,2023-05-29 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-05-29,2023-05-29 15:00:00+00:00,H2_ARRIVAL,F10,0.1,27753.67,27966.7,27730.0,236.70000000000073,2023-05-29 15:05:00+00:00,2023-05-29 15:20:00+00:00,,2023-05-29 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-05-29,2023-05-29 15:00:00+00:00,H2_ARRIVAL,F15,0.15,27765.505,27966.7,27730.0,236.70000000000073,2023-05-29 15:05:00+00:00,2023-05-29 15:20:00+00:00,,2023-05-29 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-05-29,2023-05-29 15:00:00+00:00,H2_ARRIVAL,F20,0.2,27777.34,27966.7,27730.0,236.70000000000073,2023-05-29 15:05:00+00:00,2023-05-29 15:20:00+00:00,,2023-05-29 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-05-29,2023-05-29 15:00:00+00:00,H2_ARRIVAL,F25,0.25,27789.175,27966.7,27730.0,236.70000000000073,2023-05-29 15:05:00+00:00,2023-05-29 15:20:00+00:00,,2023-05-29 20:00:00+00:00,True,2023-05-29 15:15:00+00:00,27789.175,True,5.0,H2_ARRIVAL
development,2023-06-05,2023-06-05 15:05:00+00:00,H2_ARRIVAL,F05,0.05,26635.31,26831.2,26625.0,206.20000000000073,2023-06-05 15:15:00+00:00,2023-06-05 15:15:00+00:00,,2023-06-05 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-06-05,2023-06-05 15:05:00+00:00,H2_ARRIVAL,F10,0.1,26645.62,26831.2,26625.0,206.20000000000073,2023-06-05 15:15:00+00:00,2023-06-05 15:15:00+00:00,,2023-06-05 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-06-05,2023-06-05 15:05:00+00:00,H2_ARRIVAL,F15,0.15,26655.93,26831.2,26625.0,206.20000000000073,2023-06-05 15:15:00+00:00,2023-06-05 15:15:00+00:00,,2023-06-05 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-06-05,2023-06-05 15:05:00+00:00,H2_ARRIVAL,F20,0.2,26666.24,26831.2,26625.0,206.20000000000073,2023-06-05 15:15:00+00:00,2023-06-05 15:15:00+00:00,,2023-06-05 20:00:00+00:00,False,,,False,,H2_ARRIVAL
development,2023-06-05,2023-06-05 15:05:00+00:00,H2_ARRIVAL,F25,0.25,26676.55,26831.2,26625.0,206.20000000000073,2023-06-05 15:15:00+00:00,2023-06-05 15:15:00+00:00,,2023-06-05 20:00:00+00:00,False,,,False,,H2_ARRIVAL
