partition,signal_ts,entry_start,horizon_bars,horizon_minutes,horizon_end,outcome,eventual_e20,adverse_wick_r,favorable_wick_r,adverse_close_r,favorable_close_r,net_close_progress_r,wrong_side_close_fraction,lower_low_step_fraction,higher_high_step_fraction,close_path_efficiency,adverse_favorable_ratio
reference_validation,2025-07-09 14:40:00+00:00,2025-07-09 14:50:00+00:00,1,5,2025-07-09 15:00:00+00:00,PRE_H2_FAILURE,False,0.24047619047619284,0.0,0.11862026862027336,0.0,-0.11862026862027336,1.0,,,0.0,240476190476.19284
reference_validation,2025-08-01 14:05:00+00:00,2025-08-01 17:55:00+00:00,1,5,2025-08-01 18:05:00+00:00,LATER_H2,True,0.06358661334455738,0.10679856872237792,0.0,0.07112186908019569,0.07112186908019569,0.0,,,0.0,0.5953882538430858
reference_validation,2025-08-21 14:45:00+00:00,2025-08-21 14:50:00+00:00,1,5,2025-08-21 15:00:00+00:00,LATER_H2,True,0.27396401569528284,0.0,0.16534118097425626,0.0,-0.16534118097425626,1.0,,,0.0,273964015695.28284
reference_validation,2025-12-04 13:50:00+00:00,2025-12-04 14:00:00+00:00,1,5,2025-12-04 14:10:00+00:00,LATER_H2,True,0.06362489486963345,0.11450798990749263,0.0,0.00029436501262053894,0.00029436501262053894,0.0,,,0.0,0.5556371648915852
reference_validation,2025-12-10 14:55:00+00:00,2025-12-10 15:10:00+00:00,1,5,2025-12-10 15:20:00+00:00,LATER_H2,False,0.06137428589768637,0.03445984979780337,0.0,0.006537646832272745,0.006537646832272745,0.0,,,0.0,1.781037533761933
reference_validation,2025-12-22 17:15:00+00:00,2025-12-22 17:25:00+00:00,1,5,2025-12-22 17:35:00+00:00,LATER_H2,True,0.0412324875718287,0.04676544644586348,0.0,0.00886758344631715,0.00886758344631715,0.0,,,0.0,0.8816870297509116
reference_validation,2026-02-09 14:10:00+00:00,2026-02-09 14:30:00+00:00,1,5,2026-02-09 14:40:00+00:00,PRE_H2_FAILURE,False,0.2917941522585316,0.11243323979361027,0.273644428351586,0.0,-0.273644428351586,1.0,,,0.0,2.59526589106716
reference_validation,2026-02-18 14:00:00+00:00,2026-02-18 14:05:00+00:00,1,5,2026-02-18 14:15:00+00:00,LATER_H2,True,0.024114791547696544,0.04063392347230021,0.002555682467162863,0.0,-0.002555682467162863,1.0,,,0.0,0.5934645115954749
reference_validation,2026-02-23 14:45:00+00:00,2026-02-23 14:50:00+00:00,1,5,2026-02-23 15:00:00+00:00,LATER_H2,True,0.3304308106548752,0.0,0.1970526012116625,0.0,-0.1970526012116625,1.0,,,0.0,330430810654.8752
reference_validation,2026-02-27 13:40:00+00:00,2026-02-27 13:45:00+00:00,1,5,2026-02-27 13:55:00+00:00,LATER_H2,True,0.10099436526351041,0.0,0.049204507789198305,0.0,-0.049204507789198305,1.0,,,0.0,100994365263.5104
reference_validation,2026-04-24 18:20:00+00:00,2026-04-24 18:30:00+00:00,1,5,2026-04-24 18:40:00+00:00,PRE_H2_FAILURE,False,0.07792684059047289,0.0068378052177191515,0.0,0.006744963327452861,0.006744963327452861,0.0,,,0.0,11.396469789536724
reference_validation,2026-05-06 14:10:00+00:00,2026-05-06 14:55:00+00:00,1,5,2026-05-06 15:05:00+00:00,LATER_H2,False,0.03860980176923414,0.04558984955123398,0.03860980176923414,0.0,-0.03860980176923414,1.0,,,0.0,0.8468946958433008
reference_validation,2026-05-08 13:45:00+00:00,2026-05-08 15:20:00+00:00,1,5,2026-05-08 15:30:00+00:00,PRE_H2_FAILURE,False,0.0,0.10991379310344827,0.0,0.006250000000003136,0.006250000000003136,0.0,,,0.0,0.0
reference_validation,2026-06-03 13:50:00+00:00,2026-06-03 13:55:00+00:00,1,5,2026-06-03 14:05:00+00:00,LATER_H2,True,0.2241545893719877,0.025362318840579712,0.002898550724648226,0.0,-0.002898550724648226,1.0,,,0.0,8.838095238095514
reference_validation,2026-06-12 13:45:00+00:00,2026-06-12 13:50:00+00:00,1,5,2026-06-12 14:00:00+00:00,PRE_H2_FAILURE,False,0.022517321016166283,0.1427251732101684,0.007505773672055427,0.0,-0.007505773672055427,1.0,,,0.0,0.1577669902912547
reference_validation,2026-06-30 13:35:00+00:00,2026-06-30 13:45:00+00:00,1,5,2026-06-30 13:55:00+00:00,LATER_H2,False,0.25610723731666185,0.0,0.13829045443616148,0.0,-0.13829045443616148,1.0,,,0.0,256107237316.66187
reference_validation,2026-07-06 13:35:00+00:00,2026-07-06 13:45:00+00:00,1,5,2026-07-06 13:55:00+00:00,PRE_H2_FAILURE,False,0.19042669884275829,0.0,0.11704327318598064,0.0,-0.11704327318598064,1.0,,,0.0,190426698842.7583
development,2022-01-03 15:10:00+00:00,2022-01-03 15:15:00+00:00,2,10,2022-01-03 15:30:00+00:00,LATER_H2,True,0.09592217684348002,0.08109669013555171,0.035274736288240335,0.039303700734132876,-0.035274736288240335,0.5,0.0,1.0,-1.0,1.1828124758624274
development,2022-01-17 15:15:00+00:00,2022-01-17 15:30:00+00:00,2,10,2022-01-17 15:45:00+00:00,LATER_H2,True,0.29789684151999596,0.0,0.26115839445714634,0.0,-0.26115839445714634,1.0,0.0,1.0,-1.0,297896841519.996
development,2022-04-15 14:00:00+00:00,2022-04-15 14:10:00+00:00,2,10,2022-04-15 14:25:00+00:00,LATER_H2,True,0.11749492900607589,0.1385902636916919,0.04117647058822997,0.13427991886409463,0.13427991886409463,0.5,1.0,1.0,1.0,0.8477863154041996
development,2022-05-16 13:55:00+00:00,2022-05-16 14:00:00+00:00,2,10,2022-05-16 14:15:00+00:00,LATER_H2,True,0.24600321580337606,0.0,0.1550419202940192,0.0,-0.0815378431147382,1.0,0.0,1.0,1.0,246003215803.37607
development,2022-06-10 13:35:00+00:00,2022-06-10 13:45:00+00:00,2,10,2022-06-10 14:00:00+00:00,LATER_H2,True,0.007824042981868803,0.08899708976941825,0.0,0.03694873516901539,0.03694873516901539,0.0,1.0,0.0,1.0,0.08791347000379501
development,2022-06-13 13:45:00+00:00,2022-06-13 13:50:00+00:00,2,10,2022-06-13 14:05:00+00:00,LATER_H2,True,0.10094079277471081,0.06300802809834602,0.039914701455092516,0.03083291520321119,0.03083291520321119,0.5,1.0,0.0,1.0,1.6020306589686868
development,2022-07-05 13:35:00+00:00,2022-07-05 13:40:00+00:00,2,10,2022-07-05 13:55:00+00:00,PRE_H2_FAILURE,False,0.10296964364276165,0.025714914210295862,0.04709634843818705,0.007787065552135658,0.007787065552135658,0.5,1.0,0.0,1.0,4.004277159965564
development,2022-07-25 13:40:00+00:00,2022-07-25 13:45:00+00:00,2,10,2022-07-25 14:00:00+00:00,LATER_H2,True,0.3185197588747523,0.0,0.20365036838580577,0.0,-0.16446751507033094,1.0,0.0,1.0,1.0,318519758874.7523
development,2022-09-27 14:05:00+00:00,2022-09-27 14:10:00+00:00,2,10,2022-09-27 14:25:00+00:00,LATER_H2,True,0.354347826086959,0.04498327759196351,0.25769230769231743,0.0,-0.25769230769231743,1.0,0.0,1.0,-1.0,7.877323420076109
development,2022-10-10 16:25:00+00:00,2022-10-10 16:50:00+00:00,2,10,2022-10-10 17:05:00+00:00,PRE_H2_FAILURE,False,0.010923174201701285,0.14525766677205126,0.0,0.08961429023079744,0.08961429023079744,0.0,1.0,0.0,1.0,0.07519860703010404
development,2022-10-27 13:55:00+00:00,2022-10-27 16:25:00+00:00,2,10,2022-10-27 16:40:00+00:00,PRE_H2_FAILURE,False,0.15238316310739958,0.03146084803466703,0.1214329928814632,0.0,-0.1214329928814632,1.0,0.0,0.0,-1.0,4.8435809149037246
development,2022-12-15 13:50:00+00:00,2022-12-15 14:00:00+00:00,2,10,2022-12-15 14:15:00+00:00,LATER_H2,True,0.11669167291823238,0.0,0.10881470367592722,0.0,-0.05705176294074587,1.0,1.0,0.0,1.0,116691672918.23238
development,2022-12-16 14:20:00+00:00,2022-12-16 14:25:00+00:00,2,10,2022-12-16 14:40:00+00:00,LATER_H2,True,0.08663613655286898,0.0001248959200678228,0.02535387177351964,0.0,-0.016694421315566723,1.0,1.0,0.0,1.0,693.6666666599082
development,2023-01-24 14:35:00+00:00,2023-01-24 14:45:00+00:00,2,10,2023-01-24 15:00:00+00:00,LATER_H2,False,0.45416666666666955,0.0,0.4333333333333385,0.0,-0.13799019607843344,1.0,0.0,0.0,1.0,454166666666.66956
development,2023-01-27 14:25:00+00:00,2023-01-27 14:35:00+00:00,2,10,2023-01-27 14:50:00+00:00,PRE_H2_FAILURE,False,0.5252173913043446,0.0,0.45869565217391306,0.0,-0.45869565217391306,1.0,0.0,1.0,-1.0,525217391304.34467
development,2023-02-08 13:35:00+00:00,2023-02-08 14:00:00+00:00,2,10,2023-02-08 14:15:00+00:00,LATER_H2,True,0.01610549943882699,0.14887766554432508,0.0,0.08546576879909934,0.08546576879909934,0.0,0.0,1.0,1.0,0.10817941952503231
development,2023-02-13 16:40:00+00:00,2023-02-13 16:55:00+00:00,2,10,2023-02-13 17:10:00+00:00,LATER_H2,False,0.1314765985497678,0.0,0.0877499450670214,0.0,-0.08115798725555137,1.0,1.0,0.0,1.0,131476598549.76779
development,2023-02-21 15:20:00+00:00,2023-02-21 15:35:00+00:00,2,10,2023-02-21 15:50:00+00:00,LATER_H2,True,0.031255728689274585,0.04310265811182705,0.0,0.02568744271310943,0.02568744271310943,0.0,1.0,1.0,1.0,0.7251461988303279
development,2023-03-02 14:15:00+00:00,2023-03-02 14:45:00+00:00,2,10,2023-03-02 15:00:00+00:00,PRE_H2_FAILURE,False,0.3048780487804878,0.0,0.19186991869917516,0.0,-0.19186991869917516,1.0,0.0,0.0,-1.0,304878048780.4878
development,2023-03-08 14:10:00+00:00,2023-03-08 14:20:00+00:00,2,10,2023-03-08 14:35:00+00:00,LATER_H2,True,0.2812561819980156,0.07828882294758498,0.05623145400592945,0.04070227497526969,0.04070227497526969,0.5,1.0,1.0,1.0,3.592545799115143
development,2023-03-23 13:50:00+00:00,2023-03-23 14:00:00+00:00,2,10,2023-03-23 14:15:00+00:00,PRE_H2_FAILURE,False,0.16167993116799448,0.12139169713916431,0.15393633039363755,0.09342869434286412,-0.15393633039363755,0.5,0.0,1.0,-1.0,1.3318862408080796
development,2023-04-17 13:35:00+00:00,2023-04-17 13:45:00+00:00,2,10,2023-04-17 14:00:00+00:00,LATER_H2,False,0.06625912988250177,0.04488726579866699,0.02037154652270264,0.0298031120990798,-0.02037154652270264,0.5,0.0,0.0,-1.0,1.4761230986911538
development,2023-04-20 16:05:00+00:00,2023-04-20 17:00:00+00:00,2,10,2023-04-20 17:15:00+00:00,LATER_H2,True,0.1578125,0.09921875,0.15765625000000227,0.0703125,-0.15765625000000227,0.5,1.0,1.0,-1.0,1.5905511811023623
development,2023-05-03 14:55:00+00:00,2023-05-03 15:05:00+00:00,2,10,2023-05-03 15:20:00+00:00,PRE_H2_FAILURE,False,0.1213286713286668,0.0036130536130603973,0.08449883449882885,0.0,-0.08449883449882885,1.0,0.0,1.0,-1.0,33.580645161226016
development,2023-05-18 14:50:00+00:00,2023-05-18 15:05:00+00:00,2,10,2023-05-18 15:20:00+00:00,LATER_H2,True,0.0732755802549878,0.11600196142530374,0.0,0.04408303367113605,0.021853546910759327,0.0,0.0,1.0,-1.0,0.6316753557841485
development,2023-06-08 13:40:00+00:00,2023-06-08 13:55:00+00:00,2,10,2023-06-08 14:10:00+00:00,PRE_H2_FAILURE,False,0.17383858935232,0.0238555442522883,0.09075957951847842,0.01639538826720618,-0.09075957951847842,0.5,0.0,0.0,-1.0,7.287135749822385
development,2023-07-05 13:35:00+00:00,2023-07-05 13:40:00+00:00,2,10,2023-07-05 13:55:00+00:00,PRE_H2_FAILURE,False,0.13271897193101354,0.0,0.12680081163341464,0.0,-0.12680081163341464,1.0,0.0,1.0,-1.0,132718971931.01353
development,2023-07-17 17:25:00+00:00,2023-07-17 18:10:00+00:00,2,10,2023-07-17 18:25:00+00:00,LATER_H2,True,0.17674011016524757,0.0,0.15345518277416284,0.0,-0.07258387581372432,1.0,0.0,0.0,1.0,176740110165.2476
development,2023-07-24 15:10:00+00:00,2023-07-24 15:20:00+00:00,2,10,2023-07-24 15:35:00+00:00,PRE_H2_FAILURE,False,0.0886252045826498,0.0,0.05927441352973347,0.0,-0.02588652482269345,1.0,1.0,0.0,1.0,88625204582.64981
development,2023-08-02 13:35:00+00:00,2023-08-02 13:50:00+00:00,2,10,2023-08-02 14:05:00+00:00,LATER_H2,True,0.07510460251046329,0.12489539748953365,0.028242677824267783,0.035355648535552675,0.035355648535552675,0.5,0.0,0.0,1.0,0.6013400335008912
development,2023-08-14 13:35:00+00:00,2023-08-14 13:40:00+00:00,2,10,2023-08-14 13:55:00+00:00,PRE_H2_FAILURE,False,0.2570512820512727,0.015384615384624713,0.2448717948717762,0.0,-0.2448717948717762,1.0,0.0,1.0,-1.0,16.708333333322596
development,2023-08-31 14:20:00+00:00,2023-08-31 14:25:00+00:00,2,10,2023-08-31 14:40:00+00:00,LATER_H2,True,0.03726479000451761,0.02008881529429652,0.014233027246723045,0.02008881529429652,0.02008881529429652,0.5,1.0,0.0,1.0,1.8550018733607239
development,2023-09-05 14:40:00+00:00,2023-09-05 14:45:00+00:00,2,10,2023-09-05 15:00:00+00:00,PRE_H2_FAILURE,False,0.2138743455497306,0.0,0.18089005235601713,0.0,-0.18089005235601713,1.0,0.0,1.0,-1.0,213874345549.7306
development,2023-09-18 17:35:00+00:00,2023-09-18 17:40:00+00:00,2,10,2023-09-18 17:55:00+00:00,LATER_H2,False,0.07378866684916502,0.035573501231866485,0.04682452778538078,0.0,-0.013016698603885051,1.0,0.0,0.0,1.0,2.0742593305116017
development,2023-10-09 16:05:00+00:00,2023-10-09 16:10:00+00:00,2,10,2023-10-09 16:25:00+00:00,LATER_H2,True,0.23019303399077445,0.0,0.16892572387747018,0.0,-0.16892572387747018,1.0,0.0,1.0,-1.0,230193033990.77444
development,2023-11-13 14:50:00+00:00,2023-11-13 14:55:00+00:00,2,10,2023-11-13 15:10:00+00:00,PRE_H2_FAILURE,False,0.4246471898984867,0.0,0.19538252042584942,0.0,-0.1518073780638824,1.0,1.0,0.0,1.0,424647189898.4867
development,2023-11-27 13:55:00+00:00,2023-11-27 14:10:00+00:00,2,10,2023-11-27 14:25:00+00:00,LATER_H2,False,0.0,0.11387262601742437,0.0,0.07831643581322424,0.07403255747536905,0.0,1.0,0.0,-1.0,0.0
development,2024-01-22 15:25:00+00:00,2024-01-22 15:30:00+00:00,2,10,2024-01-22 15:45:00+00:00,LATER_H2,True,0.1761111111111111,0.05366666666666182,0.069777777777781,0.0,-0.069777777777781,1.0,0.0,0.0,-1.0,3.2815734989650998
development,2024-01-25 13:50:00+00:00,2024-01-25 14:05:00+00:00,2,10,2024-01-25 14:20:00+00:00,LATER_H2,True,0.3590419392073944,0.0,0.23668718737975789,0.0,-0.23668718737975789,1.0,0.0,1.0,-1.0,359041939207.3944
development,2024-01-30 14:15:00+00:00,2024-01-30 16:15:00+00:00,2,10,2024-01-30 16:30:00+00:00,PRE_H2_FAILURE,False,0.10438943894389055,0.04372937293729373,0.08128712871286745,0.0,-0.04656765676567849,1.0,0.0,1.0,1.0,2.3871698113206667
development,2024-05-16 14:25:00+00:00,2024-05-16 14:30:00+00:00,2,10,2024-05-16 14:45:00+00:00,LATER_H2,True,0.27085958807486493,0.0,0.16740806921847473,0.0,-0.11088592118876428,1.0,0.0,1.0,1.0,270859588074.86493
development,2024-05-20 14:40:00+00:00,2024-05-20 14:45:00+00:00,2,10,2024-05-20 15:00:00+00:00,PRE_H2_FAILURE,False,0.2757856567284683,0.07038678485090791,0.2401692183722945,0.0,-0.2401692183722945,1.0,0.0,1.0,-1.0,3.9181453921021223
development,2024-05-28 14:05:00+00:00,2024-05-28 14:40:00+00:00,2,10,2024-05-28 14:55:00+00:00,LATER_H2,True,0.30124355474672687,0.0894904458598755,0.19243251440702436,0.0,-0.19243251440702436,1.0,0.0,1.0,-1.0,3.3662091170985473
development,2024-05-29 14:35:00+00:00,2024-05-29 14:45:00+00:00,2,10,2024-05-29 15:00:00+00:00,LATER_H2,True,0.12561044063990182,0.08671063710355471,0.04828795958462421,0.07646646084760707,0.07646646084760707,0.5,1.0,0.0,1.0,1.4486162809516758
development,2024-06-13 14:30:00+00:00,2024-06-13 14:35:00+00:00,2,10,2024-06-13 14:50:00+00:00,LATER_H2,True,0.22194740137758576,0.0,0.14583246364712313,0.0,-0.14583246364712313,1.0,1.0,0.0,-1.0,221947401377.58575
development,2024-07-01 13:55:00+00:00,2024-07-01 14:00:00+00:00,2,10,2024-07-01 14:15:00+00:00,PRE_H2_FAILURE,False,0.2886329043863318,0.12232599972325887,0.1685277431852757,0.11305520963055497,0.11305520963055497,0.5,1.0,0.0,1.0,2.359538487642146
development,2024-08-08 13:50:00+00:00,2024-08-08 14:00:00+00:00,2,10,2024-08-08 14:15:00+00:00,PRE_H2_FAILURE,False,0.20584398894814793,0.0,0.1997397673970331,0.0,-0.1997397673970331,1.0,0.0,0.0,-1.0,205843988948.14792
development,2024-08-26 15:20:00+00:00,2024-08-26 17:45:00+00:00,2,10,2024-08-26 18:00:00+00:00,PRE_H2_FAILURE,False,0.16170201540572235,0.06294713516935635,0.133423024163765,0.04806900918012074,-0.133423024163765,0.5,0.0,1.0,-1.0,2.5688542452435774
development,2024-11-18 14:00:00+00:00,2024-11-18 14:10:00+00:00,2,10,2024-11-18 14:25:00+00:00,PRE_H2_FAILURE,False,0.19742148119426256,0.0,0.16964468257605148,0.0,-0.16964468257605148,1.0,1.0,1.0,-1.0,197421481194.26257
external,2020-01-02 13:55:00+00:00,2020-01-02 15:35:00+00:00,2,10,2020-01-02 15:50:00+00:00,LATER_H2,True,0.1979853479853453,0.01564102564102724,0.1765934065934034,0.0,-0.12091575091574505,1.0,0.0,1.0,1.0,12.658079625291274
external,2020-01-22 16:40:00+00:00,2020-01-22 18:40:00+00:00,2,10,2020-01-22 18:55:00+00:00,PRE_H2_FAILURE,False,0.36094725754269896,0.0,0.3407079978933083,0.0,-0.3407079978933083,1.0,0.0,1.0,-1.0,360947257542.699
external,2020-03-03 14:10:00+00:00,2020-03-03 14:15:00+00:00,2,10,2020-03-03 14:30:00+00:00,LATER_H2,False,0.07079679868181449,0.0915641734831952,0.010889778143944345,0.06890778555875364,-0.010889778143944345,0.5,0.0,0.0,-1.0,0.7731932260034853
external,2020-04-01 13:40:00+00:00,2020-04-01 13:50:00+00:00,2,10,2020-04-01 14:05:00+00:00,LATER_H2,True,0.02834394904458483,0.07675159235668906,0.0,0.022611464968154023,0.013694267515927042,0.0,1.0,1.0,-1.0,0.36929460580910795
external,2020-04-08 14:00:00+00:00,2020-04-08 14:05:00+00:00,2,10,2020-04-08 14:20:00+00:00,PRE_H2_FAILURE,False,0.2675939849624071,0.0,0.19285714285714697,0.0,-0.19285714285714697,1.0,0.0,1.0,-1.0,267593984962.4071
external,2020-04-17 13:35:00+00:00,2020-04-17 13:45:00+00:00,2,10,2020-04-17 14:00:00+00:00,LATER_H2,False,0.2769508736620632,0.07287988290183435,0.21721251486598123,0.003627298508826559,-0.21721251486598123,0.5,0.0,1.0,-1.0,3.8001004205111384
external,2020-04-27 13:35:00+00:00,2020-04-27 14:25:00+00:00,2,10,2020-04-27 14:40:00+00:00,LATER_H2,True,0.1227272727272748,0.09806818181818305,0.09056818181818471,0.06522727272727025,0.06522727272727025,0.5,1.0,0.0,1.0,1.2514484356894606
external,2020-05-11 16:40:00+00:00,2020-05-11 17:05:00+00:00,2,10,2020-05-11 17:20:00+00:00,LATER_H2,True,0.062416364398328025,0.06791788898683727,0.021635428257633284,0.02226694027370536,0.02226694027370536,0.5,0.0,0.0,1.0,0.9189974148110601
external,2020-05-15 15:10:00+00:00,2020-05-15 15:15:00+00:00,2,10,2020-05-15 15:30:00+00:00,LATER_H2,True,0.15262499999999665,0.10833333333333334,0.0,0.029166666666666667,0.029166666666666667,0.0,1.0,0.0,1.0,1.408846153846123
external,2020-05-29 15:20:00+00:00,2020-05-29 15:30:00+00:00,2,10,2020-05-29 15:45:00+00:00,PRE_H2_FAILURE,False,0.04481662200535936,0.029894412670480514,0.026458824941006546,0.02985441746990371,0.02985441746990371,0.5,1.0,0.0,1.0,1.4991638236670863
external,2020-06-03 14:15:00+00:00,2020-06-03 19:30:00+00:00,2,10,2020-06-03 19:45:00+00:00,PRE_H2_FAILURE,False,0.4236394773563437,0.0,0.38704173537993597,0.0,-0.38704173537993597,1.0,0.0,1.0,-1.0,423639477356.34375
external,2020-06-18 16:20:00+00:00,2020-06-18 16:40:00+00:00,2,10,2020-06-18 16:55:00+00:00,LATER_H2,True,0.08364993215738942,0.0713025780189926,0.08364993215738942,0.0,-0.08364993215738942,1.0,0.0,1.0,-1.0,1.1731684110370861
external,2020-06-19 18:35:00+00:00,2020-06-19 18:40:00+00:00,2,10,2020-06-19 18:55:00+00:00,PRE_H2_FAILURE,False,0.23224360376120684,0.0,0.1709599825060181,0.0,-0.1709599825060181,1.0,1.0,0.0,-1.0,232243603761.20685
external,2020-08-27 14:10:00+00:00,2020-08-27 14:25:00+00:00,2,10,2020-08-27 14:40:00+00:00,LATER_H2,True,0.06249841229518828,0.0803950209577013,0.05592531436555628,0.0,-0.01169185824971643,1.0,0.0,1.0,1.0,0.7773915791137231
external,2020-09-03 15:40:00+00:00,2020-09-03 16:10:00+00:00,2,10,2020-09-03 16:25:00+00:00,LATER_H2,False,0.007155440174309126,0.046747948634740306,0.0,0.03265495340966978,0.005372954429556583,0.0,0.0,1.0,-1.0,0.15306426021422526
external,2020-11-26 17:30:00+00:00,2020-11-26 17:35:00+00:00,2,10,2020-11-26 17:50:00+00:00,LATER_H2,False,0.06585807331679462,0.06530568651111861,0.033194549583647835,0.035595221142099155,-0.033194549583647835,0.5,0.0,1.0,-1.0,1.008458479424789
external,2020-12-02 15:05:00+00:00,2020-12-02 15:10:00+00:00,2,10,2020-12-02 15:25:00+00:00,LATER_H2,False,0.19884955752212133,0.004796460176989605,0.1575044247787639,0.0,-0.02042477876106349,1.0,1.0,0.0,1.0,41.45756457565858
external,2020-12-07 14:20:00+00:00,2020-12-07 17:40:00+00:00,2,10,2020-12-07 17:55:00+00:00,LATER_H2,True,0.10724014699436675,0.01810963891979736,0.09328242473281316,0.0,-0.09328242473281316,1.0,0.0,0.0,-1.0,5.921716466534979
external,2021-01-01 18:45:00+00:00,2021-01-01 19:00:00+00:00,2,10,2021-01-01 19:15:00+00:00,PRE_H2_FAILURE,False,0.07850714044168913,0.05761647113909252,0.040801966547874984,0.0,-0.022697240069710065,1.0,1.0,0.0,1.0,1.3625815481160628
external,2021-02-17 13:35:00+00:00,2021-02-17 14:40:00+00:00,2,10,2021-02-17 14:55:00+00:00,PRE_H2_FAILURE,False,0.18354962032863797,0.0,0.17087929431983068,0.0,-0.17087929431983068,1.0,0.0,1.0,-1.0,183549620328.63797
external,2021-03-18 14:15:00+00:00,2021-03-18 14:25:00+00:00,2,10,2021-03-18 14:40:00+00:00,PRE_H2_FAILURE,False,0.14323650411864658,0.12492593865213256,0.13463702974526404,0.05574010271078713,-0.13463702974526404,0.5,0.0,1.0,-1.0,1.14657136591546
external,2021-05-06 15:55:00+00:00,2021-05-06 16:05:00+00:00,2,10,2021-05-06 16:20:00+00:00,LATER_H2,True,0.1039638942295656,0.05994781392793809,0.1039638942295656,0.0,-0.1039638942295656,1.0,0.0,1.0,-1.0,1.7342399566819608
external,2021-06-07 14:55:00+00:00,2021-06-07 15:00:00+00:00,2,10,2021-06-07 15:15:00+00:00,LATER_H2,True,0.11432804669799534,0.09253155797627226,0.05637967789100607,0.0,-0.05637967789100607,1.0,0.0,1.0,-1.0,1.23555735144233
external,2021-06-18 13:45:00+00:00,2021-06-18 13:50:00+00:00,2,10,2021-06-18 14:05:00+00:00,LATER_H2,True,0.1115763391307094,0.07862178171984953,0.0,0.05709468345906324,0.05709468345906324,0.0,1.0,1.0,1.0,1.4191530221012516
external,2021-07-07 16:15:00+00:00,2021-07-07 16:20:00+00:00,2,10,2021-07-07 16:35:00+00:00,PRE_H2_FAILURE,False,0.0801856813508668,0.03722038756308846,0.048906473923610014,0.0,-0.048906473923610014,1.0,1.0,0.0,-1.0,2.154348371976307
external,2021-07-12 13:35:00+00:00,2021-07-12 13:50:00+00:00,2,10,2021-07-12 14:05:00+00:00,LATER_H2,True,0.08875675675675387,0.004720720720718885,0.06221621621621412,0.0,-0.06221621621621412,1.0,0.0,0.0,-1.0,18.801526717563952
external,2021-07-28 14:55:00+00:00,2021-07-28 15:10:00+00:00,2,10,2021-07-28 15:25:00+00:00,LATER_H2,True,0.06497409326424852,0.026943005181346208,0.05301813471502628,0.0,-0.05301813471502628,1.0,0.0,1.0,-1.0,2.411538461538539
external,2021-07-29 18:35:00+00:00,2021-07-29 19:10:00+00:00,2,10,2021-07-29 19:25:00+00:00,PRE_H2_FAILURE,False,0.05164426877470494,0.0891304347826087,0.0,0.05762055335968334,0.05762055335968334,0.0,1.0,0.0,1.0,0.5794235033259578
external,2021-08-03 18:10:00+00:00,2021-08-03 18:15:00+00:00,2,10,2021-08-03 18:30:00+00:00,PRE_H2_FAILURE,False,0.14786040477881016,0.026138385617994826,0.07479335945375037,0.0,-0.07479335945375037,1.0,0.0,1.0,-1.0,5.6568300330306736
external,2021-08-17 14:30:00+00:00,2021-08-17 14:45:00+00:00,2,10,2021-08-17 15:00:00+00:00,LATER_H2,True,0.03347705868424721,0.11523094079635747,0.0,0.0967770640309772,0.0967770640309772,0.0,1.0,0.0,1.0,0.2905214385380202
external,2021-10-07 14:40:00+00:00,2021-10-07 14:50:00+00:00,2,10,2021-10-07 15:05:00+00:00,LATER_H2,False,0.0923613324489383,0.12071162145632068,0.07231602160448823,0.0,-0.07231602160448823,1.0,1.0,0.0,-1.0,0.7651403513153794
external,2021-12-20 14:25:00+00:00,2021-12-20 14:30:00+00:00,2,10,2021-12-20 14:45:00+00:00,PRE_H2_FAILURE,False,0.2658149973948955,0.11202557011742693,0.24029497815718842,0.0,-0.22536571680493658,1.0,0.0,0.0,1.0,2.37280646834704
external,2021-12-22 13:35:00+00:00,2021-12-22 13:45:00+00:00,2,10,2021-12-22 14:00:00+00:00,PRE_H2_FAILURE,False,0.006267388804393699,0.14721779129724982,0.0,0.08561969061839246,0.0439700263382393,0.0,0.0,0.0,-1.0,0.042572224112091946
reference_validation,2025-01-24 14:10:00+00:00,2025-01-24 14:15:00+00:00,2,10,2025-01-24 14:30:00+00:00,LATER_H2,True,0.31714253342397647,0.0,0.24168366190799487,0.0,-0.24168366190799487,1.0,0.0,1.0,-1.0,317142533423.9765
reference_validation,2025-03-04 13:35:00+00:00,2025-03-04 13:55:00+00:00,2,10,2025-03-04 14:10:00+00:00,LATER_H2,True,0.3206103791341774,0.08546652325894213,0.18336918526485144,0.008295240656091912,-0.18336918526485144,0.5,0.0,1.0,-1.0,3.7512977819725783
reference_validation,2025-03-17 13:35:00+00:00,2025-03-17 13:45:00+00:00,2,10,2025-03-17 14:00:00+00:00,LATER_H2,True,0.17060050041700447,0.1045454545454594,0.11755629691409265,0.007881567973320801,0.007881567973320801,0.5,0.0,1.0,1.0,1.6318308735538802
reference_validation,2025-04-14 13:50:00+00:00,2025-04-14 13:55:00+00:00,2,10,2025-04-14 14:10:00+00:00,PRE_H2_FAILURE,False,0.25098010954166206,0.12741904487363917,0.12817814932257562,0.0,-0.1222206207360501,1.0,0.0,1.0,1.0,1.969722107009653
reference_validation,2025-04-29 14:05:00+00:00,2025-04-29 14:20:00+00:00,2,10,2025-04-29 14:35:00+00:00,PRE_H2_FAILURE,False,0.2711397819787445,0.05423623568372178,0.24961363322754906,0.0,-0.24961363322754906,1.0,0.0,1.0,-1.0,4.999236738329227
