gap,gap_label,partition,exec_min,execution_utc,execution_start,entry_bar_start,entry_px,exit_ts,exit_reason,pnl_0,pnl_5,armed,scheduled_updates,activations,ratchet_updates,buffer_f20_exit,gap_exit,touch_exit,early_floor_violation
0.05,G05,development,960,16:00,2022-06-09 16:00:00+00:00,2022-06-09 17:20:00+00:00,1805.1174999999998,2022-06-09 20:00:00+00:00,CLOSE_INVALIDATION_F20,-6.556801427053827,-7.050397827426547,False,0,0,0,0,0,0,0
0.05,G05,development,960,16:00,2022-06-14 16:00:00+00:00,2022-06-14 16:10:00+00:00,1235.595,2022-06-14 21:25:00+00:00,CLOSE_INVALIDATION_F20,-30.217618232511445,-30.687565640574775,False,0,0,0,0,0,0,0
0.05,G05,development,960,16:00,2022-07-06 16:00:00+00:00,2022-07-06 18:25:00+00:00,1143.055,2022-07-06 18:55:00+00:00,LIVE_FLOOR_GAP_OPEN,7.1696270083240865,6.662311039300328,True,3,3,2,0,1,0,0
0.05,G05,development,960,16:00,2022-07-18 16:00:00+00:00,2022-07-18 16:15:00+00:00,1510.4575,2022-07-18 18:00:00+00:00,CLOSE_INVALIDATION_F20,-14.27576280696412,-14.761644103508875,False,0,0,0,0,0,0,0
0.05,G05,development,960,16:00,2022-08-22 16:00:00+00:00,2022-08-22 16:10:00+00:00,1582.9099999999999,2022-08-22 18:40:00+00:00,CLOSE_INVALIDATION_F20,-9.310803520098988,-9.801647294691508,False,0,0,0,0,0,0,0
0.05,G05,development,960,16:00,2022-09-07 16:00:00+00:00,2022-09-07 16:20:00+00:00,1537.0025,2022-09-07 17:15:00+00:00,LIVE_FLOOR_GAP_OPEN,5.601128820545154,5.095380565852081,True,1,1,0,0,1,0,0
0.05,G05,development,960,16:00,2022-09-20 16:00:00+00:00,2022-09-20 16:10:00+00:00,1368.54,2022-09-20 17:40:00+00:00,CLOSE_INVALIDATION_F20,-11.199830476273975,-11.688786167951815,False,0,0,0,0,0,0,0
0.05,G05,development,960,16:00,2022-09-29 16:00:00+00:00,2022-09-29 17:50:00+00:00,1330.755,2022-09-29 22:00:00+00:00,TIME_EXIT_EXEC_END,-0.0036084778942010454,-0.5037547962570718,False,0,0,0,0,0,0,0
0.05,G05,development,960,16:00,2022-10-11 16:00:00+00:00,2022-10-11 17:25:00+00:00,1290.0075000000002,2022-10-11 22:00:00+00:00,TIME_EXIT_EXEC_END,-5.817604161216172,-6.3119393894407905,False,0,0,0,0,0,0,0
0.05,G05,development,960,16:00,2022-11-07 16:00:00+00:00,2022-11-07 16:10:00+00:00,1586.335,2022-11-07 19:45:00+00:00,LIVE_FLOOR_TOUCH,3.3813576577456765,2.877828064884414,True,2,1,1,0,0,1,0
0.05,G05,development,960,16:00,2022-11-24 16:00:00+00:00,2022-11-24 16:25:00+00:00,1199.2324999999998,2022-11-24 22:00:00+00:00,TIME_EXIT_EXEC_END,-1.7852609898413192,-2.283626546073269,False,0,0,0,0,0,0,0
0.05,G05,development,960,16:00,2022-11-30 16:00:00+00:00,2022-11-30 17:20:00+00:00,1269.8174999999999,2022-11-30 18:45:00+00:00,LIVE_FLOOR_GAP_OPEN,0.9751976169804614,0.47407298168107326,True,1,1,0,0,1,0,0
0.05,G05,development,960,16:00,2022-12-12 16:00:00+00:00,2022-12-12 19:15:00+00:00,1252.5575,2022-12-12 21:15:00+00:00,LIVE_FLOOR_TOUCH,6.131636272187113,5.625357775163442,True,3,3,2,0,0,1,0
0.05,G05,development,960,16:00,2023-01-13 16:00:00+00:00,2023-01-13 18:15:00+00:00,1419.0275,2023-01-13 21:05:00+00:00,LIVE_FLOOR_GAP_OPEN,0.6579428517065725,0.15713531262446823,True,1,1,0,0,1,0,0
0.05,G05,development,960,16:00,2023-02-03 16:00:00+00:00,2023-02-03 16:45:00+00:00,1661.6299999999999,2023-02-03 22:00:00+00:00,TIME_EXIT_EXEC_END,-1.5825737378357014,-2.0811418800266597,False,0,0,0,0,0,0,0
0.05,G05,development,960,16:00,2023-02-17 16:00:00+00:00,2023-02-17 16:40:00+00:00,1673.875,2023-02-17 17:40:00+00:00,LIVE_FLOOR_GAP_OPEN,6.931790008214489,6.424711757331791,True,3,3,2,0,1,0,0
0.05,G05,development,960,16:00,2023-03-10 16:00:00+00:00,2023-03-10 16:45:00+00:00,1418.7,2023-03-10 22:00:00+00:00,TIME_EXIT_EXEC_END,1.4820046521462742,0.9803734630887243,False,0,0,0,0,0,0,0
0.05,G05,development,960,16:00,2023-05-09 16:00:00+00:00,2023-05-09 17:10:00+00:00,1848.6299999999999,2023-05-09 20:10:00+00:00,LIVE_FLOOR_GAP_OPEN,0.2383105326647209,-0.26207758380962753,True,1,1,0,0,1,0,0
0.05,G05,development,960,16:00,2023-06-01 16:00:00+00:00,2023-06-01 16:30:00+00:00,1863.2,2023-06-01 17:05:00+00:00,LIVE_FLOOR_GAP_OPEN,2.388213825676178,1.8856768803233286,True,2,2,1,0,1,0,0
0.05,G05,development,960,16:00,2023-07-05 16:00:00+00:00,2023-07-05 18:15:00+00:00,1910.93,2023-07-05 22:00:00+00:00,TIME_EXIT_EXEC_END,-0.5412924596924104,-1.0409013627811654,False,0,0,0,0,0,0,0
0.05,G05,development,960,16:00,2023-07-26 16:00:00+00:00,2023-07-26 16:30:00+00:00,1857.91,2023-07-26 18:30:00+00:00,LIVE_FLOOR_TOUCH,1.2755386428836117,0.7741138166539988,True,2,2,1,0,0,1,0
0.05,G05,development,960,16:00,2023-11-01 16:00:00+00:00,2023-11-01 18:45:00+00:00,1817.4325,2023-11-01 19:40:00+00:00,LIVE_FLOOR_TOUCH,5.328273264619221,4.8227977291223745,True,1,1,0,0,0,1,0
0.05,G05,development,960,16:00,2023-11-15 16:00:00+00:00,2023-11-15 16:10:00+00:00,2016.26,2023-11-15 18:25:00+00:00,LIVE_FLOOR_TOUCH,3.358443851487492,2.8549371609812417,True,2,1,1,0,0,1,0
0.05,G05,development,960,16:00,2023-11-22 16:00:00+00:00,2023-11-22 16:25:00+00:00,2037.7624999999998,2023-11-22 18:25:00+00:00,LIVE_FLOOR_GAP_OPEN,3.4369289846094113,2.93334384819306,True,1,1,0,0,1,0,0
0.05,G05,development,960,16:00,2024-01-01 16:00:00+00:00,2024-01-01 16:35:00+00:00,2314.8775,2024-01-01 18:25:00+00:00,LIVE_FLOOR_TOUCH,2.509333215256438,2.006675211043319,True,2,2,1,0,0,1,0
0.05,G05,development,960,16:00,2024-01-30 16:00:00+00:00,2024-01-30 16:15:00+00:00,2334.5275,2024-01-30 16:40:00+00:00,LIVE_FLOOR_GAP_OPEN,3.6655978565256047,3.161784165514559,True,1,1,0,0,1,0,0
0.05,G05,development,960,16:00,2024-03-01 16:00:00+00:00,2024-03-01 21:05:00+00:00,3435.6425,2024-03-01 22:00:00+00:00,TIME_EXIT_EXEC_END,-1.2575543002509733,-1.7564472994510578,False,0,0,0,0,0,0,0
0.05,G05,development,960,16:00,2024-03-04 16:00:00+00:00,2024-03-04 16:25:00+00:00,3547.75,2024-03-04 19:35:00+00:00,LIVE_FLOOR_GAP_OPEN,6.769332675639461,6.262416800901294,True,1,1,0,0,1,0,0
0.05,G05,development,960,16:00,2024-03-19 16:00:00+00:00,2024-03-19 16:20:00+00:00,3296.875,2024-03-19 17:35:00+00:00,LIVE_FLOOR_GAP_OPEN,5.213649289099465,4.708288320294862,True,1,1,0,0,1,0,0
0.05,G05,development,960,16:00,2024-04-03 16:00:00+00:00,2024-04-03 17:00:00+00:00,3347.545,2024-04-03 18:25:00+00:00,CLOSE_INVALIDATION_F20,-9.04887551922383,-9.539981090918737,False,0,0,0,0,0,0,0
0.05,G05,development,960,16:00,2024-04-29 16:00:00+00:00,2024-04-29 16:30:00+00:00,3167.095,2024-04-29 22:00:00+00:00,TIME_EXIT_EXEC_END,0.7674736627730331,0.26655664761783304,False,0,0,0,0,0,0,0
0.05,G05,development,960,16:00,2024-05-17 16:00:00+00:00,2024-05-17 16:55:00+00:00,3092.2525,2024-05-17 22:00:00+00:00,TIME_EXIT_EXEC_END,-1.5759227294666496,-2.0744975193421773,False,0,0,0,0,0,0,0
0.05,G05,development,960,16:00,2024-06-18 16:00:00+00:00,2024-06-18 20:25:00+00:00,3421.9025,2024-06-18 21:10:00+00:00,LIVE_FLOOR_TOUCH,4.3493316948685745,3.8448346117153203,True,1,1,0,0,0,1,0
0.05,G05,development,960,16:00,2024-06-25 16:00:00+00:00,2024-06-25 19:10:00+00:00,3406.875,2024-06-25 22:00:00+00:00,TIME_EXIT_EXEC_END,-1.3678957989359692,-1.8666785117805613,False,0,0,0,0,0,0,0
0.05,G05,development,960,16:00,2024-08-16 16:00:00+00:00,2024-08-16 18:10:00+00:00,2605.2875,2024-08-16 22:00:00+00:00,TIME_EXIT_EXEC_END,-1.410924897923926,-1.9096646031733107,False,0,0,0,0,0,0,0
0.05,G05,development,960,16:00,2024-09-02 16:00:00+00:00,2024-09-02 18:35:00+00:00,2518.2349999999997,2024-09-02 21:10:00+00:00,LIVE_FLOOR_TOUCH,5.665557821251732,5.159745169756325,True,4,3,3,0,0,1,0
0.05,G05,development,960,16:00,2024-09-26 16:00:00+00:00,2024-09-26 16:55:00+00:00,2648.9375,2024-09-26 22:00:00+00:00,TIME_EXIT_EXEC_END,-2.56077200764464,-3.058362440420614,False,0,0,0,0,0,0,0
0.05,G05,development,960,16:00,2024-11-07 16:00:00+00:00,2024-11-07 16:10:00+00:00,2830.985,2024-11-07 17:25:00+00:00,LIVE_FLOOR_GAP_OPEN,5.2473276968970195,4.741933066515336,True,1,1,0,0,1,0,0
0.05,G05,development,960,16:00,2024-11-27 16:00:00+00:00,2024-11-27 17:05:00+00:00,3541.0575,2024-11-27 19:45:00+00:00,LIVE_FLOOR_TOUCH,8.381910488603994,7.873382841938792,True,1,1,0,0,0,1,0
0.05,G05,development,960,16:00,2024-12-02 16:00:00+00:00,2024-12-02 16:20:00+00:00,3655.3375,2024-12-02 17:50:00+00:00,CLOSE_INVALIDATION_F20,-8.93922517414607,-9.430440341388225,False,0,0,0,0,0,0,0
0.05,G05,development,960,16:00,2024-12-18 16:00:00+00:00,2024-12-18 18:00:00+00:00,3873.1175000000003,2024-12-18 19:10:00+00:00,LIVE_FLOOR_GAP_OPEN,-4.210560872475499,-4.706502340868768,True,1,1,0,0,1,0,0
0.05,G05,reference_validation,300,05:00,2025-02-10 05:00:00+00:00,2025-02-10 06:00:00+00:00,2632.525,2025-02-10 11:00:00+00:00,TIME_EXIT_EXEC_END,2.176423775652703,1.674098514507683,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,300,05:00,2025-02-27 05:00:00+00:00,2025-02-27 08:00:00+00:00,2353.2725,2025-02-27 11:00:00+00:00,TIME_EXIT_EXEC_END,4.605263946270544,4.1005110587680305,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,300,05:00,2025-04-25 05:00:00+00:00,2025-04-25 10:35:00+00:00,1776.7600000000002,2025-04-25 11:00:00+00:00,TIME_EXIT_EXEC_END,-2.085652536076998,-2.583717850883393,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,300,05:00,2025-06-18 05:00:00+00:00,2025-06-18 08:30:00+00:00,2535.075,2025-06-18 10:35:00+00:00,CLOSE_INVALIDATION_F20,-5.594126406516564,-6.088685000812822,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,300,05:00,2025-07-10 05:00:00+00:00,2025-07-10 06:45:00+00:00,2787.02,2025-07-10 07:20:00+00:00,LIVE_FLOOR_GAP_OPEN,3.5361037954517287,3.0324195337872566,True,2,2,1,0,1,0,0
0.05,G05,reference_validation,300,05:00,2025-08-14 05:00:00+00:00,2025-08-14 07:00:00+00:00,4768.085,2025-08-14 10:45:00+00:00,CLOSE_INVALIDATION_F20,-6.936691355124747,-7.429908055419421,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,300,05:00,2025-08-22 05:00:00+00:00,2025-08-22 06:35:00+00:00,4290.1525,2025-08-22 07:35:00+00:00,LIVE_FLOOR_GAP_OPEN,3.8617948895755654,3.3577850995811347,True,1,1,0,0,1,0,0
0.05,G05,reference_validation,300,05:00,2025-08-26 05:00:00+00:00,2025-08-26 08:20:00+00:00,4414.6625,2025-08-26 11:00:00+00:00,TIME_EXIT_EXEC_END,2.3541742998472563,1.8516713770089903,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,300,05:00,2025-08-27 05:00:00+00:00,2025-08-27 05:35:00+00:00,4615.8275,2025-08-27 11:00:00+00:00,TIME_EXIT_EXEC_END,-4.366515213144395,-4.862300805135211,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,300,05:00,2025-09-08 05:00:00+00:00,2025-09-08 09:25:00+00:00,4316.1775,2025-09-08 11:00:00+00:00,TIME_EXIT_EXEC_END,0.8780405810465245,0.37701305422905873,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,300,05:00,2025-09-17 05:00:00+00:00,2025-09-17 08:05:00+00:00,4528.9625,2025-09-17 11:00:00+00:00,TIME_EXIT_EXEC_END,-5.601246422331718,-6.0957979001704405,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,300,05:00,2025-11-05 05:00:00+00:00,2025-11-05 07:20:00+00:00,3302.165,2025-11-05 11:00:00+00:00,TIME_EXIT_EXEC_END,-4.534408789385147,-5.030026571704527,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,300,05:00,2025-11-12 05:00:00+00:00,2025-11-12 05:35:00+00:00,3443.045,2025-11-12 08:55:00+00:00,LIVE_FLOOR_GAP_OPEN,3.0540646433607326,2.55086217994911,True,2,2,1,0,1,0,0
0.05,G05,reference_validation,300,05:00,2025-11-20 05:00:00+00:00,2025-11-20 05:15:00+00:00,3043.6025,2025-11-20 06:45:00+00:00,CLOSE_INVALIDATION_F20,-5.573556665168944,-6.06813581892689,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,300,05:00,2026-01-02 05:00:00+00:00,2026-01-02 07:25:00+00:00,3023.4375,2026-01-02 09:20:00+00:00,LIVE_FLOOR_GAP_OPEN,1.705633074935387,1.2037783692134378,True,1,1,0,0,1,0,0
0.05,G05,reference_validation,300,05:00,2026-02-20 05:00:00+00:00,2026-02-20 05:50:00+00:00,1954.8,2026-02-20 10:15:00+00:00,LIVE_FLOOR_GAP_OPEN,2.7230816451810473,2.220209999358858,True,1,1,0,0,1,0,0
0.05,G05,reference_validation,300,05:00,2026-03-16 05:00:00+00:00,2026-03-16 07:35:00+00:00,2250.8075,2026-03-16 11:00:00+00:00,TIME_EXIT_EXEC_END,5.445124471995033,4.93953214368732,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,300,05:00,2026-04-03 05:00:00+00:00,2026-04-03 05:50:00+00:00,2055.9975,2026-04-03 07:50:00+00:00,LIVE_FLOOR_TOUCH,2.175027450179346,1.6727035846620502,True,1,1,0,0,0,1,0
0.05,G05,reference_validation,300,05:00,2026-04-08 05:00:00+00:00,2026-04-08 06:45:00+00:00,2245.5550000000003,2026-04-08 07:30:00+00:00,LIVE_FLOOR_GAP_OPEN,1.7765220624744287,1.2745965031916833,True,1,1,0,0,1,0,0
0.05,G05,reference_validation,300,05:00,2026-04-21 05:00:00+00:00,2026-04-21 06:45:00+00:00,2318.4425,2026-04-21 08:55:00+00:00,LIVE_FLOOR_GAP_OPEN,0.43191625412315504,-0.06866537131815476,True,1,1,0,0,1,0,0
0.05,G05,reference_validation,300,05:00,2026-05-05 05:00:00+00:00,2026-05-05 05:45:00+00:00,2377.315,2026-05-05 11:00:00+00:00,TIME_EXIT_EXEC_END,-0.43259980271863585,-0.9323173441452167,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,300,05:00,2026-06-03 05:00:00+00:00,2026-06-03 05:30:00+00:00,1859.29,2026-06-03 10:15:00+00:00,LIVE_FLOOR_GAP_OPEN,6.306861221218885,5.8004075868149485,True,1,1,0,0,1,0,0
0.05,G05,reference_validation,300,05:00,2026-06-11 05:00:00+00:00,2026-06-11 07:05:00+00:00,1651.7325,2026-06-11 11:00:00+00:00,TIME_EXIT_EXEC_END,1.4790875641182537,0.9774592906908856,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,300,05:00,2026-07-16 05:00:00+00:00,2026-07-16 06:15:00+00:00,1923.0225,2026-07-16 07:40:00+00:00,CLOSE_INVALIDATION_F20,-4.305960538683251,-4.801806655086327,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,540,09:00,2025-01-30 09:00:00+00:00,2025-01-30 09:30:00+00:00,3205.3875,2025-01-30 10:00:00+00:00,LIVE_FLOOR_GAP_OPEN,1.9308414349278995,1.4287616333938495,True,1,1,0,0,1,0,0
0.05,G05,reference_validation,540,09:00,2025-02-03 09:00:00+00:00,2025-02-03 12:45:00+00:00,2583.7599999999998,2025-02-03 15:00:00+00:00,TIME_EXIT_EXEC_END,6.285992507044047,5.779559730925099,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,540,09:00,2025-02-06 09:00:00+00:00,2025-02-06 10:05:00+00:00,2842.4025,2025-02-06 11:20:00+00:00,CLOSE_INVALIDATION_F20,-5.92745432780899,-6.421679760764565,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,540,09:00,2025-02-10 09:00:00+00:00,2025-02-10 10:35:00+00:00,2649.2375,2025-02-10 14:05:00+00:00,LIVE_FLOOR_TOUCH,3.2290630794709734,2.7256857050786514,True,2,1,1,0,0,1,0
0.05,G05,reference_validation,540,09:00,2025-02-14 09:00:00+00:00,2025-02-14 10:25:00+00:00,2708.795,2025-02-14 11:30:00+00:00,CLOSE_INVALIDATION_F20,-3.5333120446545014,-4.029930423420469,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,540,09:00,2025-03-13 09:00:00+00:00,2025-03-13 09:10:00+00:00,1881.115,2025-03-13 11:05:00+00:00,LIVE_FLOOR_TOUCH,4.214550412919915,3.710188043691676,True,1,1,0,0,0,1,0
0.05,G05,reference_validation,540,09:00,2025-03-14 09:00:00+00:00,2025-03-14 11:05:00+00:00,1900.405,2025-03-14 13:40:00+00:00,LIVE_FLOOR_GAP_OPEN,1.0536375141088743,0.5524344781127736,True,1,1,0,0,1,0,0
0.05,G05,reference_validation,540,09:00,2025-03-19 09:00:00+00:00,2025-03-19 09:45:00+00:00,1940.2875000000001,2025-03-19 10:50:00+00:00,LIVE_FLOOR_TOUCH,5.778079279488213,5.272154162767118,True,3,2,2,0,0,1,0
0.05,G05,reference_validation,540,09:00,2025-04-29 09:00:00+00:00,2025-04-29 10:40:00+00:00,1824.4724999999999,2025-04-29 15:00:00+00:00,TIME_EXIT_EXEC_END,-0.959750832089756,-1.45894148593072,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,540,09:00,2025-06-03 09:00:00+00:00,2025-06-03 10:40:00+00:00,2611.8,2025-06-03 13:25:00+00:00,LIVE_FLOOR_GAP_OPEN,2.0791331648671423,1.5769051457118048,True,1,1,0,0,1,0,0
0.05,G05,reference_validation,540,09:00,2025-06-24 09:00:00+00:00,2025-06-24 09:35:00+00:00,2419.3,2025-06-24 15:00:00+00:00,TIME_EXIT_EXEC_END,1.8072500310006405,1.305293759105664,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,540,09:00,2025-07-14 09:00:00+00:00,2025-07-14 10:25:00+00:00,3053.4700000000003,2025-07-14 10:45:00+00:00,LIVE_FLOOR_GAP_OPEN,2.2117826603830886,1.709422058023891,True,1,1,0,0,1,0,0
0.05,G05,reference_validation,540,09:00,2025-07-24 09:00:00+00:00,2025-07-24 10:20:00+00:00,3619.1875,2025-07-24 15:00:00+00:00,RUNNER_TIME_EXIT,15.445061909613655,14.929474641338269,True,3,1,2,0,0,0,0
0.05,G05,reference_validation,540,09:00,2025-08-27 09:00:00+00:00,2025-08-27 13:50:00+00:00,4621.1975,2025-08-27 15:00:00+00:00,TIME_EXIT_EXEC_END,-1.4827821143762905,-1.9814499983198282,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,540,09:00,2025-10-06 09:00:00+00:00,2025-10-06 10:15:00+00:00,4559.3425,2025-10-06 12:30:00+00:00,LIVE_FLOOR_TOUCH,3.002628778162664,2.4994777249111704,True,1,1,0,0,0,1,0
0.05,G05,reference_validation,540,09:00,2025-10-24 09:00:00+00:00,2025-10-24 12:45:00+00:00,3962.08,2025-10-24 14:30:00+00:00,CLOSE_INVALIDATION_F20,-7.861989661995739,-8.354281526401486,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,540,09:00,2025-11-17 09:00:00+00:00,2025-11-17 09:35:00+00:00,3198.6525,2025-11-17 11:40:00+00:00,LIVE_FLOOR_GAP_OPEN,1.5285464738666437,1.0268687662467584,True,1,1,0,0,1,0,0
0.05,G05,reference_validation,540,09:00,2025-12-01 09:00:00+00:00,2025-12-01 09:15:00+00:00,2834.9275,2025-12-01 12:50:00+00:00,CLOSE_INVALIDATION_F20,-6.68896153428965,-7.18242584060218,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,540,09:00,2025-12-03 09:00:00+00:00,2025-12-03 12:30:00+00:00,3070.2675,2025-12-03 14:05:00+00:00,CLOSE_INVALIDATION_F20,-6.817600420810188,-7.310936152523473,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,540,09:00,2025-12-19 09:00:00+00:00,2025-12-19 14:25:00+00:00,2964.4475,2025-12-19 15:00:00+00:00,TIME_EXIT_EXEC_END,1.486101879017943,0.9844665947810863,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,540,09:00,2025-12-22 09:00:00+00:00,2025-12-22 12:10:00+00:00,3045.85,2025-12-22 12:40:00+00:00,LIVE_FLOOR_GAP_OPEN,1.758674918331549,1.256767197273812,True,1,1,0,0,1,0,0
0.05,G05,reference_validation,540,09:00,2026-01-13 09:00:00+00:00,2026-01-13 09:35:00+00:00,3136.96,2026-01-13 13:40:00+00:00,LIVE_FLOOR_GAP_OPEN,-0.43984749566460224,-0.9395577930202289,True,1,1,0,0,1,0,0
0.05,G05,reference_validation,540,09:00,2026-03-16 09:00:00+00:00,2026-03-16 12:10:00+00:00,2274.25,2026-03-16 12:35:00+00:00,LIVE_FLOOR_GAP_OPEN,3.63649554798291,3.132710944736617,True,1,1,0,0,1,0,0
0.05,G05,reference_validation,540,09:00,2026-03-30 09:00:00+00:00,2026-03-30 11:40:00+00:00,2064.9925,2026-03-30 15:00:00+00:00,TIME_EXIT_EXEC_END,0.9408039012249295,0.4397136424530549,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,540,09:00,2026-04-08 09:00:00+00:00,2026-04-08 09:25:00+00:00,2253.2599999999998,2026-04-08 13:15:00+00:00,LIVE_FLOOR_GAP_OPEN,1.2465032885685239,0.7451074831828611,True,1,1,0,0,1,0,0
0.05,G05,reference_validation,540,09:00,2026-05-01 09:00:00+00:00,2026-05-01 11:35:00+00:00,2283.2725,2026-05-01 12:45:00+00:00,LIVE_FLOOR_TOUCH,4.217823759538009,3.7134581185989783,True,5,5,4,0,0,1,0
0.05,G05,reference_validation,540,09:00,2026-05-06 09:00:00+00:00,2026-05-06 09:20:00+00:00,2385.1175,2026-05-06 09:50:00+00:00,LIVE_FLOOR_GAP_OPEN,4.751213724271519,4.246314959929398,True,2,2,1,0,1,0,0
0.05,G05,reference_validation,540,09:00,2026-05-20 09:00:00+00:00,2026-05-20 13:10:00+00:00,2130.0025,2026-05-20 15:00:00+00:00,TIME_EXIT_EXEC_END,0.5477688406468454,0.047071420516254014,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,540,09:00,2026-05-27 09:00:00+00:00,2026-05-27 12:30:00+00:00,2085.8475,2026-05-27 13:40:00+00:00,CLOSE_INVALIDATION_F20,-6.665438868373608,-7.158926685596523,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,540,09:00,2026-05-28 09:00:00+00:00,2026-05-28 10:50:00+00:00,1988.0625,2026-05-28 15:00:00+00:00,TIME_EXIT_EXEC_END,0.7613065484611384,0.260395697338334,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,540,09:00,2026-06-11 09:00:00+00:00,2026-06-11 11:25:00+00:00,1659.295,2026-06-11 12:00:00+00:00,LIVE_FLOOR_GAP_OPEN,1.5511298473146033,1.0494295676072967,True,1,1,0,0,1,0,0
0.05,G05,reference_validation,600,10:00,2025-02-03 10:00:00+00:00,2025-02-03 12:45:00+00:00,2583.7599999999998,2025-02-03 15:35:00+00:00,LIVE_FLOOR_TOUCH,15.675409480756807,15.159591980026432,True,1,1,0,0,0,1,0
0.05,G05,reference_validation,600,10:00,2025-02-10 10:00:00+00:00,2025-02-10 10:35:00+00:00,2649.94,2025-02-10 14:05:00+00:00,LIVE_FLOOR_TOUCH,2.9895107059027652,2.4863727641678106,True,2,1,1,0,0,1,0
0.05,G05,reference_validation,600,10:00,2025-02-12 10:00:00+00:00,2025-02-12 11:55:00+00:00,2623.34,2025-02-12 13:35:00+00:00,LIVE_FLOOR_TOUCH,4.121716590300872,3.6174470085014847,True,2,1,1,0,0,1,0
0.05,G05,reference_validation,600,10:00,2025-02-14 10:00:00+00:00,2025-02-14 10:25:00+00:00,2708.795,2025-02-14 11:30:00+00:00,CLOSE_INVALIDATION_F20,-3.5333120446545014,-4.029930423420469,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,600,10:00,2025-02-18 10:00:00+00:00,2025-02-18 11:00:00+00:00,2690.9375,2025-02-18 14:30:00+00:00,LIVE_FLOOR_GAP_OPEN,4.622877714551121,4.118107222082901,True,2,2,1,0,1,0,0
0.05,G05,reference_validation,600,10:00,2025-03-13 10:00:00+00:00,2025-03-13 10:25:00+00:00,1884.3625,2025-03-13 12:35:00+00:00,LIVE_FLOOR_TOUCH,4.723616077055248,4.218744896568438,True,1,1,0,0,0,1,0
0.05,G05,reference_validation,600,10:00,2025-03-14 10:00:00+00:00,2025-03-14 11:05:00+00:00,1900.405,2025-03-14 13:40:00+00:00,LIVE_FLOOR_GAP_OPEN,1.0536375141088743,0.5524344781127736,True,1,1,0,0,1,0,0
0.05,G05,reference_validation,600,10:00,2025-04-02 10:00:00+00:00,2025-04-02 14:00:00+00:00,1878.095,2025-04-02 15:50:00+00:00,LIVE_FLOOR_TOUCH,8.84154528924259,8.332558237479315,True,2,2,1,0,0,1,0
0.05,G05,reference_validation,600,10:00,2025-04-24 10:00:00+00:00,2025-04-24 15:00:00+00:00,1762.0875,2025-04-24 16:00:00+00:00,TIME_EXIT_EXEC_END,0.09444196159376117,-0.4058023582078515,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,600,10:00,2025-04-29 10:00:00+00:00,2025-04-29 10:40:00+00:00,1824.4724999999999,2025-04-29 16:00:00+00:00,TIME_EXIT_EXEC_END,-3.2151972693476467,-3.712133603911027,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,600,10:00,2025-05-02 10:00:00+00:00,2025-05-02 12:45:00+00:00,1835.385,2025-05-02 15:10:00+00:00,LIVE_FLOOR_TOUCH,3.4223587966558227,2.9187882231459077,True,1,1,0,0,0,1,0
0.05,G05,reference_validation,600,10:00,2025-05-07 10:00:00+00:00,2025-05-07 10:20:00+00:00,1839.8125,2025-05-07 12:35:00+00:00,CLOSE_INVALIDATION_F20,-3.8874477698134675,-4.383712189833622,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,600,10:00,2025-05-29 10:00:00+00:00,2025-05-29 10:20:00+00:00,2731.375,2025-05-29 11:50:00+00:00,CLOSE_INVALIDATION_F20,-3.8442359617408712,-4.340543571973987,False,0,0,0,0,0,0,0
0.05,G05,reference_validation,600,10:00,2025-06-03 10:00:00+00:00,2025-06-03 10:40:00+00:00,2612.3075,2025-06-03 13:25:00+00:00,LIVE_FLOOR_GAP_OPEN,1.9815151929855728,1.4793847430175204,True,1,1,0,0,1,0,0
