episode_id,regime,first_effective_ts,last_effective_ts,first_partition,n_intervals,duration_hours
590,SIDEWAYS,2022-01-27 00:00:00+00:00,2022-01-27 08:00:00+00:00,development,3,12
591,BEAR,2022-01-27 12:00:00+00:00,2022-01-27 20:00:00+00:00,development,3,12
592,BULL,2022-01-28 00:00:00+00:00,2022-01-28 08:00:00+00:00,development,3,12
593,SIDEWAYS,2022-01-28 12:00:00+00:00,2022-01-28 12:00:00+00:00,development,1,4
594,BULL,2022-01-28 16:00:00+00:00,2022-01-30 16:00:00+00:00,development,13,52
595,SIDEWAYS,2022-01-30 20:00:00+00:00,2022-01-30 20:00:00+00:00,development,1,4
596,BULL,2022-01-31 00:00:00+00:00,2022-01-31 00:00:00+00:00,development,1,4
597,SIDEWAYS,2022-01-31 04:00:00+00:00,2022-01-31 08:00:00+00:00,development,2,8
598,BEAR,2022-01-31 12:00:00+00:00,2022-01-31 12:00:00+00:00,development,1,4
599,BULL,2022-01-31 16:00:00+00:00,2022-02-02 12:00:00+00:00,development,12,48
600,SIDEWAYS,2022-02-02 16:00:00+00:00,2022-02-02 16:00:00+00:00,development,1,4
601,BEAR,2022-02-02 20:00:00+00:00,2022-02-04 04:00:00+00:00,development,9,36
602,SIDEWAYS,2022-02-04 08:00:00+00:00,2022-02-04 12:00:00+00:00,development,2,8
603,BULL,2022-02-04 16:00:00+00:00,2022-02-10 20:00:00+00:00,development,38,152
604,SIDEWAYS,2022-02-11 00:00:00+00:00,2022-02-11 12:00:00+00:00,development,4,16
605,BULL,2022-02-11 16:00:00+00:00,2022-02-11 16:00:00+00:00,development,1,4
606,BEAR,2022-02-11 20:00:00+00:00,2022-02-14 12:00:00+00:00,development,17,68
607,SIDEWAYS,2022-02-14 16:00:00+00:00,2022-02-14 16:00:00+00:00,development,1,4
608,BEAR,2022-02-14 20:00:00+00:00,2022-02-14 20:00:00+00:00,development,1,4
609,SIDEWAYS,2022-02-15 00:00:00+00:00,2022-02-15 00:00:00+00:00,development,1,4
610,BULL,2022-02-15 04:00:00+00:00,2022-02-17 08:00:00+00:00,development,14,56
611,SIDEWAYS,2022-02-17 12:00:00+00:00,2022-02-17 12:00:00+00:00,development,1,4
612,BEAR,2022-02-17 16:00:00+00:00,2022-02-23 08:00:00+00:00,development,35,140
613,SIDEWAYS,2022-02-23 12:00:00+00:00,2022-02-23 16:00:00+00:00,development,2,8
614,BEAR,2022-02-23 20:00:00+00:00,2022-02-24 20:00:00+00:00,development,7,28
615,SIDEWAYS,2022-02-25 00:00:00+00:00,2022-02-25 04:00:00+00:00,development,2,8
616,BULL,2022-02-25 08:00:00+00:00,2022-02-27 16:00:00+00:00,development,15,60
617,SIDEWAYS,2022-02-27 20:00:00+00:00,2022-02-27 20:00:00+00:00,development,1,4
618,BEAR,2022-02-28 00:00:00+00:00,2022-02-28 12:00:00+00:00,development,4,16
619,BULL,2022-02-28 16:00:00+00:00,2022-03-03 12:00:00+00:00,development,18,72
620,SIDEWAYS,2022-03-03 16:00:00+00:00,2022-03-04 00:00:00+00:00,development,3,12
621,BEAR,2022-03-04 04:00:00+00:00,2022-03-08 08:00:00+00:00,development,26,104
622,SIDEWAYS,2022-03-08 12:00:00+00:00,2022-03-08 12:00:00+00:00,development,1,4
623,BEAR,2022-03-08 16:00:00+00:00,2022-03-09 00:00:00+00:00,development,3,12
624,BULL,2022-03-09 04:00:00+00:00,2022-03-10 04:00:00+00:00,development,7,28
625,SIDEWAYS,2022-03-10 08:00:00+00:00,2022-03-10 16:00:00+00:00,development,3,12
626,BEAR,2022-03-10 20:00:00+00:00,2022-03-11 08:00:00+00:00,development,4,16
627,SIDEWAYS,2022-03-11 12:00:00+00:00,2022-03-11 12:00:00+00:00,development,1,4
628,BEAR,2022-03-11 16:00:00+00:00,2022-03-14 04:00:00+00:00,development,16,64
629,SIDEWAYS,2022-03-14 08:00:00+00:00,2022-03-14 08:00:00+00:00,development,1,4
630,BEAR,2022-03-14 12:00:00+00:00,2022-03-14 12:00:00+00:00,development,1,4
631,SIDEWAYS,2022-03-14 16:00:00+00:00,2022-03-14 16:00:00+00:00,development,1,4
632,BEAR,2022-03-14 20:00:00+00:00,2022-03-14 20:00:00+00:00,development,1,4
633,BULL,2022-03-15 00:00:00+00:00,2022-03-15 00:00:00+00:00,development,1,4
634,BEAR,2022-03-15 04:00:00+00:00,2022-03-15 12:00:00+00:00,development,3,12
635,SIDEWAYS,2022-03-15 16:00:00+00:00,2022-03-15 16:00:00+00:00,development,1,4
636,BULL,2022-03-15 20:00:00+00:00,2022-03-20 12:00:00+00:00,development,29,116
637,SIDEWAYS,2022-03-20 16:00:00+00:00,2022-03-20 16:00:00+00:00,development,1,4
638,BULL,2022-03-20 20:00:00+00:00,2022-03-20 20:00:00+00:00,development,1,4
639,SIDEWAYS,2022-03-21 00:00:00+00:00,2022-03-21 08:00:00+00:00,development,3,12
640,BEAR,2022-03-21 12:00:00+00:00,2022-03-22 00:00:00+00:00,development,4,16
641,BULL,2022-03-22 04:00:00+00:00,2022-03-31 12:00:00+00:00,development,57,228
642,SIDEWAYS,2022-03-31 16:00:00+00:00,2022-03-31 16:00:00+00:00,development,1,4
643,BEAR,2022-03-31 20:00:00+00:00,2022-04-01 12:00:00+00:00,development,5,20
644,SIDEWAYS,2022-04-01 16:00:00+00:00,2022-04-02 08:00:00+00:00,development,5,20
645,BULL,2022-04-02 12:00:00+00:00,2022-04-02 12:00:00+00:00,development,1,4
646,SIDEWAYS,2022-04-02 16:00:00+00:00,2022-04-02 16:00:00+00:00,development,1,4
647,BEAR,2022-04-02 20:00:00+00:00,2022-04-03 04:00:00+00:00,development,3,12
648,SIDEWAYS,2022-04-03 08:00:00+00:00,2022-04-03 16:00:00+00:00,development,3,12
649,BULL,2022-04-03 20:00:00+00:00,2022-04-04 00:00:00+00:00,development,2,8
650,BEAR,2022-04-04 04:00:00+00:00,2022-04-04 20:00:00+00:00,development,5,20
651,SIDEWAYS,2022-04-05 00:00:00+00:00,2022-04-05 00:00:00+00:00,development,1,4
652,BULL,2022-04-05 04:00:00+00:00,2022-04-05 12:00:00+00:00,development,3,12
653,SIDEWAYS,2022-04-05 16:00:00+00:00,2022-04-05 16:00:00+00:00,development,1,4
654,BEAR,2022-04-05 20:00:00+00:00,2022-04-10 16:00:00+00:00,development,30,120
655,SIDEWAYS,2022-04-10 20:00:00+00:00,2022-04-10 20:00:00+00:00,development,1,4
656,BEAR,2022-04-11 00:00:00+00:00,2022-04-13 12:00:00+00:00,development,16,64
657,SIDEWAYS,2022-04-13 16:00:00+00:00,2022-04-14 08:00:00+00:00,development,5,20
658,BEAR,2022-04-14 12:00:00+00:00,2022-04-15 20:00:00+00:00,development,9,36
659,SIDEWAYS,2022-04-16 00:00:00+00:00,2022-04-16 00:00:00+00:00,development,1,4
660,BEAR,2022-04-16 04:00:00+00:00,2022-04-17 08:00:00+00:00,development,8,32
661,SIDEWAYS,2022-04-17 12:00:00+00:00,2022-04-17 16:00:00+00:00,development,2,8
662,BEAR,2022-04-17 20:00:00+00:00,2022-04-18 16:00:00+00:00,development,6,24
663,SIDEWAYS,2022-04-18 20:00:00+00:00,2022-04-19 00:00:00+00:00,development,2,8
664,BULL,2022-04-19 04:00:00+00:00,2022-04-21 16:00:00+00:00,development,16,64
665,SIDEWAYS,2022-04-21 20:00:00+00:00,2022-04-22 04:00:00+00:00,development,3,12
666,BEAR,2022-04-22 08:00:00+00:00,2022-04-25 16:00:00+00:00,development,21,84
667,SIDEWAYS,2022-04-25 20:00:00+00:00,2022-04-26 00:00:00+00:00,development,2,8
668,BULL,2022-04-26 04:00:00+00:00,2022-04-26 12:00:00+00:00,development,3,12
669,BEAR,2022-04-26 16:00:00+00:00,2022-04-28 00:00:00+00:00,development,9,36
670,SIDEWAYS,2022-04-28 04:00:00+00:00,2022-04-28 12:00:00+00:00,development,3,12
671,BULL,2022-04-28 16:00:00+00:00,2022-04-29 08:00:00+00:00,development,5,20
672,BEAR,2022-04-29 12:00:00+00:00,2022-05-02 00:00:00+00:00,development,16,64
673,SIDEWAYS,2022-05-02 04:00:00+00:00,2022-05-02 08:00:00+00:00,development,2,8
674,BEAR,2022-05-02 12:00:00+00:00,2022-05-02 12:00:00+00:00,development,1,4
675,SIDEWAYS,2022-05-02 16:00:00+00:00,2022-05-02 16:00:00+00:00,development,1,4
676,BEAR,2022-05-02 20:00:00+00:00,2022-05-03 04:00:00+00:00,development,3,12
677,SIDEWAYS,2022-05-03 08:00:00+00:00,2022-05-03 12:00:00+00:00,development,2,8
678,BEAR,2022-05-03 16:00:00+00:00,2022-05-04 04:00:00+00:00,development,4,16
679,SIDEWAYS,2022-05-04 08:00:00+00:00,2022-05-04 08:00:00+00:00,development,1,4
680,BULL,2022-05-04 12:00:00+00:00,2022-05-05 12:00:00+00:00,development,7,28
681,SIDEWAYS,2022-05-05 16:00:00+00:00,2022-05-05 16:00:00+00:00,development,1,4
682,BEAR,2022-05-05 20:00:00+00:00,2022-05-13 00:00:00+00:00,development,44,176
683,SIDEWAYS,2022-05-13 04:00:00+00:00,2022-05-13 04:00:00+00:00,development,1,4
684,BEAR,2022-05-13 08:00:00+00:00,2022-05-13 08:00:00+00:00,development,1,4
685,SIDEWAYS,2022-05-13 12:00:00+00:00,2022-05-13 12:00:00+00:00,development,1,4
686,BEAR,2022-05-13 16:00:00+00:00,2022-05-14 20:00:00+00:00,development,8,32
687,SIDEWAYS,2022-05-15 00:00:00+00:00,2022-05-15 00:00:00+00:00,development,1,4
688,BEAR,2022-05-15 04:00:00+00:00,2022-05-15 08:00:00+00:00,development,2,8
689,SIDEWAYS,2022-05-15 12:00:00+00:00,2022-05-15 16:00:00+00:00,development,2,8
690,BULL,2022-05-15 20:00:00+00:00,2022-05-16 04:00:00+00:00,development,3,12
691,SIDEWAYS,2022-05-16 08:00:00+00:00,2022-05-16 12:00:00+00:00,development,2,8
692,BEAR,2022-05-16 16:00:00+00:00,2022-05-17 00:00:00+00:00,development,3,12
693,BULL,2022-05-17 04:00:00+00:00,2022-05-18 00:00:00+00:00,development,6,24
694,SIDEWAYS,2022-05-18 04:00:00+00:00,2022-05-18 08:00:00+00:00,development,2,8
695,BEAR,2022-05-18 12:00:00+00:00,2022-05-19 12:00:00+00:00,development,7,28
696,SIDEWAYS,2022-05-19 16:00:00+00:00,2022-05-19 20:00:00+00:00,development,2,8
697,BULL,2022-05-20 00:00:00+00:00,2022-05-20 12:00:00+00:00,development,4,16
698,SIDEWAYS,2022-05-20 16:00:00+00:00,2022-05-20 16:00:00+00:00,development,1,4
699,BEAR,2022-05-20 20:00:00+00:00,2022-05-22 08:00:00+00:00,development,10,40
700,SIDEWAYS,2022-05-22 12:00:00+00:00,2022-05-22 12:00:00+00:00,development,1,4
701,BULL,2022-05-22 16:00:00+00:00,2022-05-23 16:00:00+00:00,development,7,28
702,SIDEWAYS,2022-05-23 20:00:00+00:00,2022-05-23 20:00:00+00:00,development,1,4
703,BEAR,2022-05-24 00:00:00+00:00,2022-05-24 20:00:00+00:00,development,6,24
704,SIDEWAYS,2022-05-25 00:00:00+00:00,2022-05-25 00:00:00+00:00,development,1,4
705,BULL,2022-05-25 04:00:00+00:00,2022-05-25 08:00:00+00:00,development,2,8
706,BEAR,2022-05-25 12:00:00+00:00,2022-05-26 00:00:00+00:00,development,4,16
707,BULL,2022-05-26 04:00:00+00:00,2022-05-26 08:00:00+00:00,development,2,8
708,BEAR,2022-05-26 12:00:00+00:00,2022-05-29 08:00:00+00:00,development,18,72
709,SIDEWAYS,2022-05-29 12:00:00+00:00,2022-05-29 20:00:00+00:00,development,3,12
710,BULL,2022-05-30 00:00:00+00:00,2022-06-01 12:00:00+00:00,development,16,64
711,SIDEWAYS,2022-06-01 16:00:00+00:00,2022-06-01 20:00:00+00:00,development,2,8
712,BEAR,2022-06-02 00:00:00+00:00,2022-06-03 00:00:00+00:00,development,7,28
713,SIDEWAYS,2022-06-03 04:00:00+00:00,2022-06-03 04:00:00+00:00,development,1,4
714,BEAR,2022-06-03 08:00:00+00:00,2022-06-05 12:00:00+00:00,development,14,56
715,SIDEWAYS,2022-06-05 16:00:00+00:00,2022-06-05 20:00:00+00:00,development,2,8
716,BEAR,2022-06-06 00:00:00+00:00,2022-06-06 00:00:00+00:00,development,1,4
717,BULL,2022-06-06 04:00:00+00:00,2022-06-07 00:00:00+00:00,development,6,24
718,SIDEWAYS,2022-06-07 04:00:00+00:00,2022-06-07 08:00:00+00:00,development,2,8
719,BEAR,2022-06-07 12:00:00+00:00,2022-06-07 16:00:00+00:00,development,2,8
720,BULL,2022-06-07 20:00:00+00:00,2022-06-08 00:00:00+00:00,development,2,8
721,SIDEWAYS,2022-06-08 04:00:00+00:00,2022-06-08 04:00:00+00:00,development,1,4
722,BULL,2022-06-08 08:00:00+00:00,2022-06-08 16:00:00+00:00,development,3,12
723,BEAR,2022-06-08 20:00:00+00:00,2022-06-09 04:00:00+00:00,development,3,12
724,SIDEWAYS,2022-06-09 08:00:00+00:00,2022-06-09 08:00:00+00:00,development,1,4
725,BEAR,2022-06-09 12:00:00+00:00,2022-06-19 16:00:00+00:00,development,62,248
726,SIDEWAYS,2022-06-19 20:00:00+00:00,2022-06-20 00:00:00+00:00,development,2,8
727,BEAR,2022-06-20 04:00:00+00:00,2022-06-20 04:00:00+00:00,development,1,4
728,SIDEWAYS,2022-06-20 08:00:00+00:00,2022-06-20 12:00:00+00:00,development,2,8
729,BULL,2022-06-20 16:00:00+00:00,2022-06-20 16:00:00+00:00,development,1,4
730,SIDEWAYS,2022-06-20 20:00:00+00:00,2022-06-20 20:00:00+00:00,development,1,4
731,BULL,2022-06-21 00:00:00+00:00,2022-06-22 00:00:00+00:00,development,7,28
732,SIDEWAYS,2022-06-22 04:00:00+00:00,2022-06-22 08:00:00+00:00,development,2,8
733,BULL,2022-06-22 12:00:00+00:00,2022-06-22 12:00:00+00:00,development,1,4
734,BEAR,2022-06-22 16:00:00+00:00,2022-06-23 04:00:00+00:00,development,4,16
735,SIDEWAYS,2022-06-23 08:00:00+00:00,2022-06-23 12:00:00+00:00,development,2,8
736,BEAR,2022-06-23 16:00:00+00:00,2022-06-23 16:00:00+00:00,development,1,4
737,BULL,2022-06-23 20:00:00+00:00,2022-06-26 20:00:00+00:00,development,19,76
738,SIDEWAYS,2022-06-27 00:00:00+00:00,2022-06-27 00:00:00+00:00,development,1,4
739,BULL,2022-06-27 04:00:00+00:00,2022-06-27 12:00:00+00:00,development,3,12
740,SIDEWAYS,2022-06-27 16:00:00+00:00,2022-06-27 16:00:00+00:00,development,1,4
741,BEAR,2022-06-27 20:00:00+00:00,2022-07-03 16:00:00+00:00,development,36,144
742,SIDEWAYS,2022-07-03 20:00:00+00:00,2022-07-03 20:00:00+00:00,development,1,4
743,BEAR,2022-07-04 00:00:00+00:00,2022-07-04 08:00:00+00:00,development,3,12
744,SIDEWAYS,2022-07-04 12:00:00+00:00,2022-07-04 12:00:00+00:00,development,1,4
745,BULL,2022-07-04 16:00:00+00:00,2022-07-05 08:00:00+00:00,development,5,20
746,SIDEWAYS,2022-07-05 12:00:00+00:00,2022-07-05 16:00:00+00:00,development,2,8
747,BULL,2022-07-05 20:00:00+00:00,2022-07-10 12:00:00+00:00,development,29,116
748,SIDEWAYS,2022-07-10 16:00:00+00:00,2022-07-10 16:00:00+00:00,development,1,4
749,BEAR,2022-07-10 20:00:00+00:00,2022-07-13 20:00:00+00:00,development,19,76
750,SIDEWAYS,2022-07-14 00:00:00+00:00,2022-07-14 04:00:00+00:00,development,2,8
751,BEAR,2022-07-14 08:00:00+00:00,2022-07-14 12:00:00+00:00,development,2,8
752,SIDEWAYS,2022-07-14 16:00:00+00:00,2022-07-14 16:00:00+00:00,development,1,4
753,BULL,2022-07-14 20:00:00+00:00,2022-07-17 20:00:00+00:00,development,19,76
754,SIDEWAYS,2022-07-18 00:00:00+00:00,2022-07-18 00:00:00+00:00,development,1,4
755,BULL,2022-07-18 04:00:00+00:00,2022-07-21 08:00:00+00:00,development,20,80
756,SIDEWAYS,2022-07-21 12:00:00+00:00,2022-07-21 16:00:00+00:00,development,2,8
757,BULL,2022-07-21 20:00:00+00:00,2022-07-22 16:00:00+00:00,development,6,24
758,SIDEWAYS,2022-07-22 20:00:00+00:00,2022-07-23 08:00:00+00:00,development,4,16
759,BEAR,2022-07-23 12:00:00+00:00,2022-07-24 04:00:00+00:00,development,5,20
760,SIDEWAYS,2022-07-24 08:00:00+00:00,2022-07-24 08:00:00+00:00,development,1,4
761,BEAR,2022-07-24 12:00:00+00:00,2022-07-24 12:00:00+00:00,development,1,4
762,SIDEWAYS,2022-07-24 16:00:00+00:00,2022-07-24 20:00:00+00:00,development,2,8
763,BEAR,2022-07-25 00:00:00+00:00,2022-07-27 16:00:00+00:00,development,17,68
764,SIDEWAYS,2022-07-27 20:00:00+00:00,2022-07-27 20:00:00+00:00,development,1,4
765,BULL,2022-07-28 00:00:00+00:00,2022-07-31 20:00:00+00:00,development,24,96
766,SIDEWAYS,2022-08-01 00:00:00+00:00,2022-08-01 04:00:00+00:00,development,2,8
767,BEAR,2022-08-01 08:00:00+00:00,2022-08-03 08:00:00+00:00,development,13,52
768,SIDEWAYS,2022-08-03 12:00:00+00:00,2022-08-03 16:00:00+00:00,development,2,8
769,BULL,2022-08-03 20:00:00+00:00,2022-08-03 20:00:00+00:00,development,1,4
770,BEAR,2022-08-04 00:00:00+00:00,2022-08-05 00:00:00+00:00,development,7,28
771,SIDEWAYS,2022-08-05 04:00:00+00:00,2022-08-05 08:00:00+00:00,development,2,8
772,BULL,2022-08-05 12:00:00+00:00,2022-08-05 12:00:00+00:00,development,1,4
773,BEAR,2022-08-05 16:00:00+00:00,2022-08-05 20:00:00+00:00,development,2,8
774,BULL,2022-08-06 00:00:00+00:00,2022-08-06 20:00:00+00:00,development,6,24
775,SIDEWAYS,2022-08-07 00:00:00+00:00,2022-08-07 00:00:00+00:00,development,1,4
776,BEAR,2022-08-07 04:00:00+00:00,2022-08-07 16:00:00+00:00,development,4,16
777,SIDEWAYS,2022-08-07 20:00:00+00:00,2022-08-07 20:00:00+00:00,development,1,4
778,BULL,2022-08-08 00:00:00+00:00,2022-08-09 08:00:00+00:00,development,9,36
779,SIDEWAYS,2022-08-09 12:00:00+00:00,2022-08-09 16:00:00+00:00,development,2,8
780,BEAR,2022-08-09 20:00:00+00:00,2022-08-10 12:00:00+00:00,development,5,20
781,BULL,2022-08-10 16:00:00+00:00,2022-08-12 08:00:00+00:00,development,11,44
782,SIDEWAYS,2022-08-12 12:00:00+00:00,2022-08-12 12:00:00+00:00,development,1,4
783,BULL,2022-08-12 16:00:00+00:00,2022-08-14 16:00:00+00:00,development,13,52
784,SIDEWAYS,2022-08-14 20:00:00+00:00,2022-08-15 00:00:00+00:00,development,2,8
785,BULL,2022-08-15 04:00:00+00:00,2022-08-15 04:00:00+00:00,development,1,4
786,SIDEWAYS,2022-08-15 08:00:00+00:00,2022-08-15 12:00:00+00:00,development,2,8
787,BEAR,2022-08-15 16:00:00+00:00,2022-08-23 16:00:00+00:00,development,49,196
788,SIDEWAYS,2022-08-23 20:00:00+00:00,2022-08-24 00:00:00+00:00,development,2,8
789,BEAR,2022-08-24 04:00:00+00:00,2022-08-24 12:00:00+00:00,development,3,12
790,SIDEWAYS,2022-08-24 16:00:00+00:00,2022-08-24 16:00:00+00:00,development,1,4
791,BULL,2022-08-24 20:00:00+00:00,2022-08-24 20:00:00+00:00,development,1,4
792,BEAR,2022-08-25 00:00:00+00:00,2022-08-25 04:00:00+00:00,development,2,8
793,BULL,2022-08-25 08:00:00+00:00,2022-08-26 04:00:00+00:00,development,6,24
794,SIDEWAYS,2022-08-26 08:00:00+00:00,2022-08-26 08:00:00+00:00,development,1,4
795,BEAR,2022-08-26 12:00:00+00:00,2022-08-29 12:00:00+00:00,development,19,76
796,SIDEWAYS,2022-08-29 16:00:00+00:00,2022-08-29 16:00:00+00:00,development,1,4
797,BEAR,2022-08-29 20:00:00+00:00,2022-08-29 20:00:00+00:00,development,1,4
798,SIDEWAYS,2022-08-30 00:00:00+00:00,2022-08-30 12:00:00+00:00,development,4,16
799,BEAR,2022-08-30 16:00:00+00:00,2022-08-31 00:00:00+00:00,development,3,12
800,SIDEWAYS,2022-08-31 04:00:00+00:00,2022-08-31 12:00:00+00:00,development,3,12
801,BEAR,2022-08-31 16:00:00+00:00,2022-08-31 16:00:00+00:00,development,1,4
802,SIDEWAYS,2022-08-31 20:00:00+00:00,2022-08-31 20:00:00+00:00,development,1,4
803,BEAR,2022-09-01 00:00:00+00:00,2022-09-01 20:00:00+00:00,development,6,24
804,SIDEWAYS,2022-09-02 00:00:00+00:00,2022-09-02 08:00:00+00:00,development,3,12
805,BEAR,2022-09-02 12:00:00+00:00,2022-09-02 12:00:00+00:00,development,1,4
806,BULL,2022-09-02 16:00:00+00:00,2022-09-02 16:00:00+00:00,development,1,4
807,BEAR,2022-09-02 20:00:00+00:00,2022-09-04 20:00:00+00:00,development,13,52
808,SIDEWAYS,2022-09-05 00:00:00+00:00,2022-09-05 00:00:00+00:00,development,1,4
809,BEAR,2022-09-05 04:00:00+00:00,2022-09-06 04:00:00+00:00,development,7,28
810,SIDEWAYS,2022-09-06 08:00:00+00:00,2022-09-06 12:00:00+00:00,development,2,8
811,BEAR,2022-09-06 16:00:00+00:00,2022-09-08 08:00:00+00:00,development,11,44
812,SIDEWAYS,2022-09-08 12:00:00+00:00,2022-09-08 12:00:00+00:00,development,1,4
813,BEAR,2022-09-08 16:00:00+00:00,2022-09-08 16:00:00+00:00,development,1,4
814,SIDEWAYS,2022-09-08 20:00:00+00:00,2022-09-09 00:00:00+00:00,development,2,8
815,BULL,2022-09-09 04:00:00+00:00,2022-09-13 12:00:00+00:00,development,27,108
816,SIDEWAYS,2022-09-13 16:00:00+00:00,2022-09-13 16:00:00+00:00,development,1,4
817,BEAR,2022-09-13 20:00:00+00:00,2022-09-17 20:00:00+00:00,development,25,100
818,SIDEWAYS,2022-09-18 00:00:00+00:00,2022-09-18 00:00:00+00:00,development,1,4
819,BEAR,2022-09-18 04:00:00+00:00,2022-09-18 04:00:00+00:00,development,1,4
820,SIDEWAYS,2022-09-18 08:00:00+00:00,2022-09-18 08:00:00+00:00,development,1,4
821,BEAR,2022-09-18 12:00:00+00:00,2022-09-22 08:00:00+00:00,development,24,96
822,SIDEWAYS,2022-09-22 12:00:00+00:00,2022-09-22 12:00:00+00:00,development,1,4
823,BEAR,2022-09-22 16:00:00+00:00,2022-09-22 16:00:00+00:00,development,1,4
824,SIDEWAYS,2022-09-22 20:00:00+00:00,2022-09-23 00:00:00+00:00,development,2,8
825,BULL,2022-09-23 04:00:00+00:00,2022-09-23 08:00:00+00:00,development,2,8
826,BEAR,2022-09-23 12:00:00+00:00,2022-09-23 20:00:00+00:00,development,3,12
827,SIDEWAYS,2022-09-24 00:00:00+00:00,2022-09-24 04:00:00+00:00,development,2,8
828,BEAR,2022-09-24 08:00:00+00:00,2022-09-24 12:00:00+00:00,development,2,8
829,SIDEWAYS,2022-09-24 16:00:00+00:00,2022-09-24 20:00:00+00:00,development,2,8
830,BEAR,2022-09-25 00:00:00+00:00,2022-09-25 04:00:00+00:00,development,2,8
831,SIDEWAYS,2022-09-25 08:00:00+00:00,2022-09-25 12:00:00+00:00,development,2,8
832,BEAR,2022-09-25 16:00:00+00:00,2022-09-26 12:00:00+00:00,development,6,24
833,SIDEWAYS,2022-09-26 16:00:00+00:00,2022-09-26 16:00:00+00:00,development,1,4
834,BULL,2022-09-26 20:00:00+00:00,2022-09-27 16:00:00+00:00,development,6,24
835,SIDEWAYS,2022-09-27 20:00:00+00:00,2022-09-28 04:00:00+00:00,development,3,12
836,BEAR,2022-09-28 08:00:00+00:00,2022-09-28 12:00:00+00:00,development,2,8
837,SIDEWAYS,2022-09-28 16:00:00+00:00,2022-09-28 16:00:00+00:00,development,1,4
838,BULL,2022-09-28 20:00:00+00:00,2022-09-29 12:00:00+00:00,development,5,20
839,SIDEWAYS,2022-09-29 16:00:00+00:00,2022-09-29 16:00:00+00:00,development,1,4
840,BULL,2022-09-29 20:00:00+00:00,2022-09-30 20:00:00+00:00,development,7,28
841,SIDEWAYS,2022-10-01 00:00:00+00:00,2022-10-01 12:00:00+00:00,development,4,16
842,BEAR,2022-10-01 16:00:00+00:00,2022-10-03 12:00:00+00:00,development,12,48
843,SIDEWAYS,2022-10-03 16:00:00+00:00,2022-10-03 16:00:00+00:00,development,1,4
844,BULL,2022-10-03 20:00:00+00:00,2022-10-06 20:00:00+00:00,development,19,76
845,SIDEWAYS,2022-10-07 00:00:00+00:00,2022-10-07 00:00:00+00:00,development,1,4
846,BULL,2022-10-07 04:00:00+00:00,2022-10-07 04:00:00+00:00,development,1,4
847,SIDEWAYS,2022-10-07 08:00:00+00:00,2022-10-07 08:00:00+00:00,development,1,4
848,BULL,2022-10-07 12:00:00+00:00,2022-10-07 12:00:00+00:00,development,1,4
849,BEAR,2022-10-07 16:00:00+00:00,2022-10-13 16:00:00+00:00,development,37,148
850,SIDEWAYS,2022-10-13 20:00:00+00:00,2022-10-14 00:00:00+00:00,development,2,8
851,BULL,2022-10-14 04:00:00+00:00,2022-10-14 16:00:00+00:00,development,4,16
852,SIDEWAYS,2022-10-14 20:00:00+00:00,2022-10-15 04:00:00+00:00,development,3,12
853,BEAR,2022-10-15 08:00:00+00:00,2022-10-16 16:00:00+00:00,development,9,36
854,SIDEWAYS,2022-10-16 20:00:00+00:00,2022-10-16 20:00:00+00:00,development,1,4
855,BULL,2022-10-17 00:00:00+00:00,2022-10-17 00:00:00+00:00,development,1,4
856,SIDEWAYS,2022-10-17 04:00:00+00:00,2022-10-17 04:00:00+00:00,development,1,4
857,BULL,2022-10-17 08:00:00+00:00,2022-10-18 12:00:00+00:00,development,8,32
858,SIDEWAYS,2022-10-18 16:00:00+00:00,2022-10-19 04:00:00+00:00,development,4,16
859,BEAR,2022-10-19 08:00:00+00:00,2022-10-21 12:00:00+00:00,development,14,56
860,SIDEWAYS,2022-10-21 16:00:00+00:00,2022-10-21 20:00:00+00:00,development,2,8
861,BEAR,2022-10-22 00:00:00+00:00,2022-10-22 08:00:00+00:00,development,3,12
862,SIDEWAYS,2022-10-22 12:00:00+00:00,2022-10-22 20:00:00+00:00,development,3,12
863,BULL,2022-10-23 00:00:00+00:00,2022-10-23 04:00:00+00:00,development,2,8
864,SIDEWAYS,2022-10-23 08:00:00+00:00,2022-10-23 08:00:00+00:00,development,1,4
865,BEAR,2022-10-23 12:00:00+00:00,2022-10-23 12:00:00+00:00,development,1,4
866,BULL,2022-10-23 16:00:00+00:00,2022-10-28 04:00:00+00:00,development,28,112
867,SIDEWAYS,2022-10-28 08:00:00+00:00,2022-10-28 12:00:00+00:00,development,2,8
868,BULL,2022-10-28 16:00:00+00:00,2022-10-31 00:00:00+00:00,development,15,60
869,SIDEWAYS,2022-10-31 04:00:00+00:00,2022-10-31 08:00:00+00:00,development,2,8
870,BULL,2022-10-31 12:00:00+00:00,2022-10-31 12:00:00+00:00,development,1,4
871,BEAR,2022-10-31 16:00:00+00:00,2022-11-01 04:00:00+00:00,development,4,16
872,SIDEWAYS,2022-11-01 08:00:00+00:00,2022-11-01 08:00:00+00:00,development,1,4
873,BEAR,2022-11-01 12:00:00+00:00,2022-11-04 04:00:00+00:00,development,17,68
874,SIDEWAYS,2022-11-04 08:00:00+00:00,2022-11-04 08:00:00+00:00,development,1,4
875,BULL,2022-11-04 12:00:00+00:00,2022-11-06 20:00:00+00:00,development,15,60
876,SIDEWAYS,2022-11-07 00:00:00+00:00,2022-11-07 04:00:00+00:00,development,2,8
