pair,f1,f2,partition,b1,b2,n,long_rate,short_rate,D,none_rate,ambiguous_rate,median_fwd_ret_4h,median_max_up_4h,median_max_down_4h
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,development,HIGH,MID,7720,0.46567357512953367,0.4283678756476684,0.037305699481865295,0.10544041450777202,0.0005181347150259067,0.00043216542592461327,0.012205520464730002,-0.0113461034271361
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,development,LOW,HIGH,3365,0.3450222882615156,0.5078751857355126,-0.162852897473997,0.1462109955423477,0.0008915304606240713,-4.3412198827974535e-05,0.009215178596286178,-0.011705726167238417
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,development,LOW,LOW,12652,0.4058646854252292,0.4466487511855833,-0.040784065760354093,0.14638001896933292,0.0011065444198545685,0.00045208080512504356,0.0101965659940213,-0.010889908317496755
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,development,LOW,MID,7349,0.4061777112532317,0.4812899714246836,-0.0751122601714519,0.11144373384133896,0.0010885834807456798,0.00010931052387053164,0.010925987658940484,-0.012256388046773536
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,development,MID,HIGH,7797,0.3589842247018084,0.4055405925355906,-0.0465563678337822,0.23521867384891626,0.00025650891368475054,-4.92562309132305e-05,0.008059140762285644,-0.008895866038723166
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,development,MID,LOW,7265,0.395732966276669,0.37040605643496216,0.025326909841706824,0.23386097728836888,0.0,0.00022598870056489417,0.008562691131498434,-0.008371444579082454
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,development,MID,MID,8299,0.39173394384865645,0.41016989998795034,-0.018435956139293885,0.19797565971803832,0.00012049644535486203,2.140273526962666e-05,0.008951141684969688,-0.00937176226806069
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,validation_2025,HIGH,HIGH,5406,0.47151313355530894,0.3719940806511284,0.09951905290418056,0.1557528671846097,0.0007399186089530152,0.0011431324933847131,0.010771363938210432,-0.008745604594428913
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,validation_2025,HIGH,LOW,2365,0.4959830866807611,0.3391120507399577,0.15687103594080337,0.16448202959830865,0.00042283298097251583,0.0016552511415526272,0.01125345390605359,-0.008421387145467585
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,validation_2025,HIGH,MID,2678,0.5029873039581777,0.3659447348767737,0.137042569081404,0.12920089619118746,0.0018670649738610904,0.0013163829991180709,0.012155703637829918,-0.009575387620125053
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,validation_2025,LOW,HIGH,2610,0.31417624521072796,0.5245210727969348,-0.21034482758620687,0.16091954022988506,0.0003831417624521073,-0.0014539234677610757,0.007876895228924985,-0.012017139495163476
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,validation_2025,LOW,LOW,5943,0.36345280161534577,0.475012619888945,-0.11155981827359923,0.16052498738011106,0.0010095911155981827,-0.00040257648953301306,0.008647229264759027,-0.010716079700842651
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,validation_2025,LOW,MID,2798,0.32273052180128664,0.5350250178699071,-0.21229449606862044,0.1411722659042173,0.001072194424588992,-0.0012951121923892583,0.008287568249372379,-0.012914197129405836
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,validation_2025,MID,HIGH,5120,0.3478515625,0.393359375,-0.04550781250000002,0.258203125,0.0005859375,-0.0002024551782802142,0.007689169465490697,-0.008555086296420433
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,validation_2025,MID,LOW,4720,0.3938559322033898,0.3430084745762712,0.05084745762711862,0.2629237288135593,0.000211864406779661,0.0006215701131335738,0.008528360291657378,-0.007608746128019039
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,validation_2025,MID,MID,3388,0.3707201889020071,0.391086186540732,-0.02036599763872493,0.2361275088547816,0.002066115702479339,4.921653988265717e-05,0.008369455303343765,-0.008688042163412013
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,validation_2026,HIGH,HIGH,3127,0.3856731691717301,0.30828269907259354,0.07739047009913658,0.3057243364246882,0.0003197953309881676,0.0006779004454773307,0.00823792236805354,-0.006822612085770063
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,validation_2026,HIGH,LOW,1370,0.43284671532846714,0.2832116788321168,0.14963503649635035,0.2839416058394161,0.0,0.0011144196366354997,0.009462766480567208,-0.006431609069173561
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,validation_2026,HIGH,MID,1450,0.4282758620689655,0.3158620689655172,0.11241379310344829,0.25517241379310346,0.000689655172413793,0.0006942457968307503,0.0088905196921637,-0.007452864568868511
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,validation_2026,LOW,HIGH,1629,0.25844076120319215,0.41866175567833025,-0.1602209944751381,0.32228360957642727,0.0006138735420503376,-0.000683060109289535,0.00605660169584854,-0.009059633027522995
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,validation_2026,LOW,LOW,3644,0.2810098792535675,0.3885839736553238,-0.1075740944017563,0.32958287596048297,0.000823271130625686,-0.0006112527380914834,0.00650776193348046,-0.008378228550965872
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,validation_2026,LOW,MID,1617,0.2628324056895485,0.45330859616573904,-0.19047619047619052,0.2826221397649969,0.0012368583797155227,-0.0011730205278591699,0.006460236132769026,-0.009962494139709288
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,validation_2026,MID,HIGH,5134,0.24094273470977795,0.28048305414881186,-0.03954031943903391,0.4781846513439813,0.00038955979742890534,-0.00024351741981237796,0.005473453359112201,-0.006085207000522563
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,validation_2026,MID,LOW,4798,0.2613588995414756,0.255939974989579,0.005418924551896631,0.48249270529387245,0.00020842017507294707,0.0,0.005854909144748621,-0.005685440187441382
oi_chg_15m__X__taker_imb_change_1h,oi_chg_15m,taker_imb_change_1h,validation_2026,MID,MID,2848,0.29634831460674155,0.28827247191011235,0.008075842696629199,0.41502808988764045,0.00035112359550561797,0.00024735299491418505,0.006023027432561334,-0.006304483023979401
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,development,HIGH,HIGH,9136,0.4611427320490368,0.43695271453590195,0.02419001751313482,0.10026269702276708,0.0016418563922942207,0.0,0.012375102828102613,-0.011838659409956653
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,development,HIGH,LOW,6385,0.45403288958496474,0.39483163664839466,0.05920125293657008,0.15113547376664058,0.0,0.0008037480765001881,0.010711380276597682,-0.00958172102450705
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,development,HIGH,MID,7845,0.4498406628425749,0.4052262587635437,0.04461440407903122,0.14480560866794137,0.00012746972594008922,0.0005222489274243625,0.010791608016623266,-0.009917200729756215
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,development,LOW,HIGH,9424,0.41394312393887944,0.4766553480475382,-0.06271222410865873,0.10706706281833617,0.00233446519524618,0.0006241380478426706,0.011277637255638462,-0.012385407059768982
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,development,LOW,LOW,6272,0.39174107142857145,0.45200892857142855,-0.060267857142857095,0.1560905612244898,0.00015943877551020407,9.437978832793625e-06,0.009631055716176729,-0.010597347692973824
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,development,LOW,MID,7670,0.38109517601043025,0.4654498044328553,-0.08435462842242503,0.15319426336375488,0.0002607561929595828,9.774239524085182e-05,0.00973289752530293,-0.011006296900487322
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,development,MID,HIGH,4802,0.4064972927946689,0.4310703873386089,-0.02457309454394002,0.1620158267388588,0.00041649312786339027,-0.00017260877689506682,0.00957111972769309,-0.010139023450881468
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,development,MID,LOW,10707,0.3778836275333894,0.37601569066965534,0.0018679368637340432,0.24600728495376856,9.33968431867003e-05,0.0002306917957608512,0.008203828453278161,-0.008260304415279474
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,development,MID,MID,7857,0.3731704212803869,0.4023164057528319,-0.029145984472444986,0.22451317296678122,0.0,0.0,0.008356137607506087,-0.008946935417523671
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,validation_2025,HIGH,HIGH,4220,0.4990521327014218,0.3853080568720379,0.1137440758293839,0.11374407582938388,0.0018957345971563982,0.0014016952182080988,0.01214839538751411,-0.009936762172221614
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,validation_2025,HIGH,LOW,2838,0.4760394644115574,0.3365045806906272,0.1395348837209302,0.18745595489781536,0.0,0.0011941593040598608,0.010652613771044095,-0.007830316065826015
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,validation_2025,HIGH,MID,3391,0.47537599528162783,0.3574166912415217,0.11795930404010613,0.16661751695664995,0.0005897965202005308,0.001404494382022392,0.010750988142292472,-0.008482200231332726
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,validation_2025,LOW,HIGH,4603,0.35303063219639363,0.5196610905930915,-0.16663045839669788,0.12535303063219638,0.001955246578318488,-0.0006604535114111965,0.00920810313075493,-0.012319926993025088
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,validation_2025,LOW,LOW,3123,0.32052513608709576,0.4803073967339097,-0.15978226064681395,0.19916746717899456,0.0,-0.000978593272171202,0.007565078470068709,-0.010543893129770998
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,validation_2025,LOW,MID,3625,0.3467586206896552,0.4957241379310345,-0.1489655172413793,0.15724137931034482,0.00027586206896551725,-0.0009744553490637076,0.008253479750996773,-0.011383884379330689
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,validation_2025,MID,HIGH,3035,0.400329489291598,0.4184514003294893,-0.018121911037891292,0.17957166392092258,0.0016474464579901153,0.00017940437746677418,0.009131679904900825,-0.009387267451783643
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,validation_2025,MID,LOW,5661,0.3451686981098746,0.3520579402932344,-0.0068892421833597894,0.3022434198904787,0.0005299417064122947,0.0,0.007701944044912423,-0.007822489657765996
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,validation_2025,MID,MID,4532,0.38106796116504854,0.3740070609002648,0.0070609002647837316,0.2442630185348632,0.0006619593998234775,0.0002124042711050267,0.008294957913525969,-0.008228749000765923
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,validation_2026,HIGH,HIGH,2698,0.4217939214232765,0.33432171979243885,0.08747220163083763,0.2435137138621201,0.00037064492216456633,0.000834967864592584,0.009127005778686414,-0.007600400756884673
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,validation_2026,HIGH,LOW,1210,0.37355371900826445,0.2834710743801653,0.09008264462809917,0.34297520661157027,0.0,0.00011773183344021554,0.007705473957189346,-0.006696118510703786
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,validation_2026,HIGH,MID,2039,0.4070622854340363,0.27709661598822954,0.12996566944580673,0.31535066208925944,0.0004904364884747426,0.0010586989765908328,0.008661330994408578,-0.006239364719228591
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,validation_2026,LOW,HIGH,2871,0.3072100313479624,0.43051201671891326,-0.12330198537095088,0.26053639846743293,0.0017415534656913968,-0.00023716352424996145,0.007386563489271802,-0.009416414787258853
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,validation_2026,LOW,LOW,1707,0.22319859402460457,0.39601640304628,-0.17281780902167543,0.38078500292911543,0.0,-0.0014255167498218313,0.005098324836125379,-0.008518117901568312
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,validation_2026,LOW,MID,2312,0.2625432525951557,0.39749134948096887,-0.13494809688581316,0.33953287197231835,0.00043252595155709344,-0.0008166554440140472,0.006139694676107421,-0.008511425736648981
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,validation_2026,MID,HIGH,2890,0.32110726643598614,0.3027681660899654,0.018339100346020765,0.37577854671280275,0.00034602076124567473,0.000530539349419934,0.006920561722455809,-0.0065189620958068795
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,validation_2026,MID,LOW,5132,0.22778643803585347,0.2640296180826189,-0.03624318004676541,0.5079890880748247,0.00019485580670303975,-0.00048174613915946685,0.005086671460934555,-0.005927500283523901
oi_chg_15m__X__quotevol_z_24h,oi_chg_15m,quotevol_z_24h,validation_2026,MID,MID,4758,0.26019335855401426,0.2646069777217318,-0.004413619167717542,0.47477931904161413,0.0004203446826397646,0.00012314010077318915,0.005706364892955618,-0.005791594414879642
oi_chg_15m__X__breakout_up_24h,oi_chg_15m,breakout_up_24h,development,HIGH,POSITIVE,964,0.4460580912863071,0.46680497925311204,-0.02074688796680496,0.08195020746887967,0.005186721991701245,-0.0019585827280793056,0.012226123146972356,-0.01261425693631496
oi_chg_15m__X__breakout_up_24h,oi_chg_15m,breakout_up_24h,development,HIGH,ZERO,22402,0.4558075171859655,0.41255245067404694,0.04325506651191857,0.1311490045531649,0.0004910275868226052,0.0004917807870281621,0.011320683985393765,-0.010439384105814964
oi_chg_15m__X__breakout_up_24h,oi_chg_15m,breakout_up_24h,development,LOW,POSITIVE,141,0.3900709219858156,0.5035460992907801,-0.11347517730496448,0.09929078014184398,0.0070921985815602835,0.0007579473003702653,0.011912291798439778,-0.012005840679249369
oi_chg_15m__X__breakout_up_24h,oi_chg_15m,breakout_up_24h,development,LOW,ZERO,23225,0.3972443487621098,0.4661356297093649,-0.0688912809472551,0.13558665231431646,0.0010333692142088268,0.00027981277981292685,0.010305517555859511,-0.011377679294328202
oi_chg_15m__X__breakout_up_24h,oi_chg_15m,breakout_up_24h,development,MID,POSITIVE,157,0.40764331210191085,0.445859872611465,-0.03821656050955413,0.14012738853503184,0.006369426751592357,-0.0003660992128867724,0.010205102551275491,-0.010260744699221225
oi_chg_15m__X__breakout_up_24h,oi_chg_15m,breakout_up_24h,development,MID,ZERO,23209,0.3820069800508423,0.39583782153474945,-0.01383084148390712,0.22206902494721875,8.617346718945237e-05,6.268592074221147e-05,0.008506573261156225,-0.008862899173100569
oi_chg_15m__X__breakout_up_24h,oi_chg_15m,breakout_up_24h,validation_2025,HIGH,POSITIVE,495,0.494949494949495,0.39191919191919194,0.10303030303030303,0.10707070707070707,0.006060606060606061,0.0007162139827006087,0.011190689346463722,-0.009345332278481111
oi_chg_15m__X__breakout_up_24h,oi_chg_15m,breakout_up_24h,validation_2025,HIGH,ZERO,9954,0.484629294755877,0.36156319067711473,0.12306610407876228,0.15310427968655818,0.0007032348804500703,0.001359125857517185,0.0111858084168448,-0.0088062063299027
oi_chg_15m__X__breakout_up_24h,oi_chg_15m,breakout_up_24h,validation_2025,LOW,POSITIVE,89,0.2696629213483146,0.5730337078651685,-0.3033707865168539,0.15730337078651685,0.0,-0.0035084921457618767,0.006000000000000005,-0.013938198553583248
oi_chg_15m__X__breakout_up_24h,oi_chg_15m,breakout_up_24h,validation_2025,LOW,ZERO,11262,0.34265672171905526,0.5006215592257148,-0.15796483750665957,0.15583377730420883,0.000887941751021133,-0.0008250830699353395,0.008401269742143724,-0.011421662025837998
oi_chg_15m__X__breakout_up_24h,oi_chg_15m,breakout_up_24h,validation_2025,MID,POSITIVE,121,0.30578512396694213,0.5371900826446281,-0.23140495867768596,0.1487603305785124,0.008264462809917356,-0.00163779840190581,0.00724603136768831,-0.011702601284742098
oi_chg_15m__X__breakout_up_24h,oi_chg_15m,breakout_up_24h,validation_2025,MID,ZERO,13107,0.3707179369802396,0.37331197070267796,-0.0025940337224383825,0.25520714122224764,0.0007629510948348211,0.00015834059061026196,0.00819482025512186,-0.008265689962383638
oi_chg_15m__X__breakout_up_24h,oi_chg_15m,breakout_up_24h,validation_2026,HIGH,POSITIVE,265,0.44150943396226416,0.35471698113207545,0.08679245283018872,0.2037735849056604,0.0,-0.0009862905611992545,0.00906315588628126,-0.009031092762224247
oi_chg_15m__X__breakout_up_24h,oi_chg_15m,breakout_up_24h,validation_2026,HIGH,ZERO,5682,0.4053150299190426,0.3020063357972545,0.10330869412178811,0.2923266455473425,0.00035198873636043646,0.0009019936168048748,0.008667822530452507,-0.00678485399665707
oi_chg_15m__X__breakout_up_24h,oi_chg_15m,breakout_up_24h,validation_2026,LOW,POSITIVE,74,0.25675675675675674,0.5405405405405406,-0.2837837837837838,0.20270270270270271,0.0,-0.004065813151675313,0.004761990116880943,-0.012000276919009734
oi_chg_15m__X__breakout_up_24h,oi_chg_15m,breakout_up_24h,validation_2026,LOW,ZERO,6816,0.2715669014084507,0.40947769953051644,-0.13791079812206575,0.318075117370892,0.0008802816901408451,-0.0007924471823984036,0.006368360398901207,-0.008817620379319935
oi_chg_15m__X__breakout_up_24h,oi_chg_15m,breakout_up_24h,validation_2026,MID,POSITIVE,84,0.36904761904761907,0.3333333333333333,0.035714285714285754,0.2976190476190476,0.0,-0.0012575817759690744,0.0069798160986863644,-0.008345396382928694
oi_chg_15m__X__breakout_up_24h,oi_chg_15m,breakout_up_24h,validation_2026,MID,ZERO,12696,0.260239445494644,0.27260554505356016,-0.012366099558916155,0.4668399495904222,0.000315059861373661,0.0,0.00569063631660649,-0.005984386452660584
oi_chg_15m__X__breakout_down_24h,oi_chg_15m,breakout_down_24h,development,HIGH,POSITIVE,117,0.5982905982905983,0.3333333333333333,0.26495726495726496,0.06837606837606838,0.0,0.006692167297189799,0.014677834584285065,-0.009187545075413084
oi_chg_15m__X__breakout_down_24h,oi_chg_15m,breakout_down_24h,development,HIGH,ZERO,23249,0.45468622306335754,0.4152006537915609,0.03948556927179664,0.12942492150200008,0.0006882016430814229,0.00040139246695813924,0.011332947530864113,-0.010547602997739824
oi_chg_15m__X__breakout_down_24h,oi_chg_15m,breakout_down_24h,development,LOW,POSITIVE,656,0.4420731707317073,0.48323170731707316,-0.041158536585365835,0.06097560975609756,0.013719512195121951,0.0038196330197712847,0.013521591545241018,-0.013643881802538504
oi_chg_15m__X__breakout_down_24h,oi_chg_15m,breakout_down_24h,development,LOW,ZERO,22710,0.39590488771466315,0.4658740642888595,-0.06996917657419638,0.13751651254953765,0.0007045354469396741,0.00017434321913445405,0.010211419552073053,-0.011324186342461962
oi_chg_15m__X__breakout_down_24h,oi_chg_15m,breakout_down_24h,development,MID,POSITIVE,97,0.5567010309278351,0.32989690721649484,0.22680412371134023,0.1134020618556701,0.0,0.0055306065739819665,0.013062093598314783,-0.009064683633566384
oi_chg_15m__X__breakout_down_24h,oi_chg_15m,breakout_down_24h,development,MID,ZERO,23269,0.381451716876531,0.39645021272938247,-0.014998495852851457,0.22196914349563798,0.00012892689844857966,4.9390033091345487e-05,0.008493942137713928,-0.008880286901576717
oi_chg_15m__X__breakout_down_24h,oi_chg_15m,breakout_down_24h,validation_2025,HIGH,POSITIVE,126,0.5,0.373015873015873,0.12698412698412698,0.12698412698412698,0.0,0.0023600048002025975,0.012557470871927046,-0.009666690219162999
oi_chg_15m__X__breakout_down_24h,oi_chg_15m,breakout_down_24h,validation_2025,HIGH,ZERO,10323,0.4849365494526785,0.3628790080402984,0.12205754141238012,0.15121573186089315,0.000968710646130001,0.001299334091278137,0.011161746251898697,-0.008815929472564377
oi_chg_15m__X__breakout_down_24h,oi_chg_15m,breakout_down_24h,validation_2025,LOW,POSITIVE,379,0.3641160949868074,0.525065963060686,-0.16094986807387857,0.10554089709762533,0.005277044854881266,-6.837139340898357e-05,0.009996213555471423,-0.01410351575679869
oi_chg_15m__X__breakout_down_24h,oi_chg_15m,breakout_down_24h,validation_2025,LOW,ZERO,10972,0.3413233685745534,0.500364564345607,-0.15904119577105363,0.15758293838862558,0.0007291286912139992,-0.0008718548540126436,0.008321408133071362,-0.011396388947409408
oi_chg_15m__X__breakout_down_24h,oi_chg_15m,breakout_down_24h,validation_2025,MID,POSITIVE,126,0.36507936507936506,0.4523809523809524,-0.08730158730158732,0.18253968253968253,0.0,0.0012300461418436326,0.009153356515041566,-0.010053789604275554
oi_chg_15m__X__breakout_down_24h,oi_chg_15m,breakout_down_24h,validation_2025,MID,ZERO,13102,0.3701724927491986,0.37406502823996335,-0.003892535490764737,0.2549229125324378,0.0008395664784002443,0.00013375894425993184,0.008176430223838516,-0.008276811257075523
oi_chg_15m__X__breakout_down_24h,oi_chg_15m,breakout_down_24h,validation_2026,HIGH,POSITIVE,63,0.47619047619047616,0.2857142857142857,0.19047619047619047,0.23809523809523808,0.0,0.001476196334112334,0.011171698364144111,-0.007037170696499451
oi_chg_15m__X__breakout_down_24h,oi_chg_15m,breakout_down_24h,validation_2026,HIGH,ZERO,5884,0.4061862678450034,0.30455472467709044,0.10163154316791295,0.28891910265125764,0.0003399048266485384,0.0007907594704471554,0.00867716605390545,-0.006854821853378157
oi_chg_15m__X__breakout_down_24h,oi_chg_15m,breakout_down_24h,validation_2026,LOW,POSITIVE,243,0.2962962962962963,0.4567901234567901,-0.16049382716049382,0.24279835390946503,0.00411522633744856,0.0009237021984112026,0.008332231186350958,-0.010556127703398421
oi_chg_15m__X__breakout_down_24h,oi_chg_15m,breakout_down_24h,validation_2026,LOW,ZERO,6647,0.2704979690085753,0.4092071611253197,-0.13870919211674437,0.3195426508199188,0.0007522190461862494,-0.0008259911894273886,0.0062850512473409115,-0.008792100635736544
oi_chg_15m__X__breakout_down_24h,oi_chg_15m,breakout_down_24h,validation_2026,MID,POSITIVE,80,0.3875,0.25,0.1375,0.3625,0.0,0.002624098403307684,0.00804268033998512,-0.004789001347522803
oi_chg_15m__X__breakout_down_24h,oi_chg_15m,breakout_down_24h,validation_2026,MID,ZERO,12700,0.2601574803149606,0.2731496062992126,-0.012992125984251979,0.4663779527559055,0.00031496062992125983,0.0,0.0056902893976824576,-0.006006182840478047
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,development,HIGH,HIGH,7640,0.437434554973822,0.4163612565445026,0.021073298429319376,0.1456806282722513,0.0005235602094240838,5.031685544998332e-05,0.010851669814270548,-0.010700836702744132
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,development,HIGH,LOW,7929,0.47370412410139995,0.40433850422499684,0.0693656198764031,0.12107453651153992,0.0008828351620633119,0.0010202373228971329,0.0121946429974078,-0.010614241543218439
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,development,HIGH,MID,7797,0.4544055405925356,0.42388097986405027,0.030524560728485306,0.12107220725920226,0.0006412722842118764,0.00028017744571573466,0.010988800978481095,-0.010372052221476857
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,development,LOW,HIGH,7765,0.38892466194462333,0.45640695428203476,-0.06748229233741143,0.15428203477141017,0.000386349001931745,0.00039049425415615957,0.010076647168157704,-0.010994084547684357
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,development,LOW,LOW,7807,0.39541437171768923,0.48289996157294734,-0.08748558985525812,0.12002049442807737,0.0016651722812860254,0.00012737771739135262,0.010873273068394917,-0.012231851988444231
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,development,LOW,MID,7794,0.40723633564280215,0.45971259943546317,-0.052476263792661015,0.13189633051064922,0.0011547344110854503,0.00032199240278907304,0.010010342242344095,-0.010961496645071678
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,development,MID,HIGH,7936,0.3670614919354839,0.3888608870967742,-0.021799395161290314,0.24407762096774194,0.0,-6.201026377095076e-05,0.008157138573732348,-0.008777407965421036
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,development,MID,LOW,7648,0.39539748953974896,0.38846757322175735,0.0069299163179916135,0.2160041841004184,0.0001307531380753138,0.00044058039549799144,0.008908227886716524,-0.008715179268112716
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,development,MID,MID,7782,0.38460549987149834,0.4112053456694937,-0.026599845797995347,0.20393215111796453,0.00025700334104343357,-0.00012989876784103016,0.008508817797214574,-0.00914717930706943
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,validation_2025,HIGH,HIGH,3516,0.507679180887372,0.3518202502844141,0.15585893060295786,0.13936291240045506,0.0011376564277588168,0.0019763899855896883,0.012147139845595345,-0.008758888489424688
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,validation_2025,HIGH,LOW,3431,0.467210725735937,0.36111920722821333,0.10609151850772369,0.17108714660448848,0.0005829204313611193,0.001207437816952428,0.010464930500079683,-0.008367046708348758
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,validation_2025,HIGH,MID,3502,0.480011422044546,0.376070816676185,0.10394060536836097,0.1427755568246716,0.001142204454597373,0.0009443293893373061,0.011156723156095838,-0.009304051098822319
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,validation_2025,LOW,HIGH,3652,0.3663745892661555,0.48986856516977,-0.1234939759036145,0.1432092004381161,0.000547645125958379,-0.000504383070117298,0.00895045445949072,-0.011384162362791606
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,validation_2025,LOW,LOW,3742,0.33057188669160875,0.48717263495456975,-0.156600748262961,0.1819882415820417,0.0002672367717797969,-0.0005305538089645512,0.00808642162040829,-0.01091240442072261
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,validation_2025,LOW,MID,3957,0.3305534495830174,0.524892595400556,-0.19433914581753858,0.14278493808440737,0.0017690169320192064,-0.0014988955506469726,0.008243525816310049,-0.012178325480246333
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,validation_2025,MID,HIGH,4253,0.3943098988948977,0.35222196096872793,0.04208793792616977,0.2522924994121796,0.0011756407241946861,0.0007336218912772363,0.008627706332410945,-0.007851239669421473
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,validation_2025,MID,LOW,4585,0.3637949836423119,0.3589967284623773,0.004798255179934596,0.2767720828789531,0.0004362050163576881,0.0003214548126377892,0.0081820978160565,-0.007968889455565509
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,validation_2025,MID,MID,4390,0.35330296127562644,0.4132118451025057,-0.059908883826879256,0.2325740318906606,0.0009111617312072893,-0.0008292413355401873,0.007811871024926198,-0.008989115798958836
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,validation_2026,HIGH,HIGH,2011,0.4301342615614122,0.2854301342615614,0.14470412729985083,0.28443560417702635,0.0,0.000695490900660678,0.00917431192660545,-0.006657508189791828
oi_chg_15m__X__funding_z_30,oi_chg_15m,funding_z_30,validation_2026,HIGH,LOW,2352,0.39158163265306123,0.3163265306122449,0.07525510204081631,0.29124149659863946,0.0008503401360544217,0.0006830658455879712,0.008354659465564351,-0.007006580611929714
