clock_min,reference_start_utc,execution_start_utc,execution_end_utc,partition,days,k1_opp0,clean_windows,f15_touches,h2_after_f15_touch_rate,same_bar_confirmations,trades,wins,wr,pf,expectancy,total_net,tp_rate,time_exit_rate
1260,21:00,02:30+1d,09:00+1d,development,782,141,94,59,0.6271186440677966,28,28,16,0.5714285714285714,1.2111592943687428,0.30656421129419925,8.583797916237579,0.5,0.35714285714285715
1260,21:00,02:30+1d,09:00+1d,reference_validation,410,88,58,32,0.75,15,15,11,0.7333333333333333,2.3575987974231616,0.8993576368857003,13.490364553285504,0.7333333333333333,0.13333333333333333
1260,21:00,02:30+1d,09:00+1d,august,14,5,2,2,1.0,1,1,0,0.0,0.0,-5.123993045494091,-5.123993045494091,0.0,0.0
1290,21:30,03:00+1d,09:30+1d,external,522,123,81,53,0.660377358490566,22,22,10,0.45454545454545453,0.4537460957237852,-1.6623693379269702,-36.57212543439334,0.45454545454545453,0.36363636363636365
1290,21:30,03:00+1d,09:30+1d,development,782,145,101,57,0.7192982456140351,21,21,12,0.5714285714285714,1.731117829452901,0.8805895834019339,18.492381251440612,0.5714285714285714,0.2857142857142857
1290,21:30,03:00+1d,09:30+1d,reference_validation,410,84,51,31,0.7096774193548387,12,12,9,0.75,3.2422979555279894,1.9109626410245752,22.931551692294903,0.6666666666666666,0.16666666666666666
1290,21:30,03:00+1d,09:30+1d,august,14,4,2,2,1.0,1,1,0,0.0,0.0,-5.123993045494091,-5.123993045494091,0.0,0.0
1320,22:00,03:30+1d,10:00+1d,external,522,125,80,54,0.6851851851851852,24,24,14,0.5833333333333334,0.7444817804681566,-0.6946394348748693,-16.671346436996863,0.5416666666666666,0.16666666666666666
1320,22:00,03:30+1d,10:00+1d,development,782,154,111,64,0.671875,25,24,14,0.5833333333333334,2.4983323002240203,1.115715464393867,26.777171145452805,0.5833333333333334,0.20833333333333334
1320,22:00,03:30+1d,10:00+1d,reference_validation,410,86,54,31,0.6774193548387096,16,16,12,0.75,3.2718475331666905,1.2469336791140737,19.95093886582518,0.6875,0.25
1320,22:00,03:30+1d,10:00+1d,august,14,2,1,1,1.0,0,0,0,,,,0.0,,
1350,22:30,04:00+1d,10:30+1d,external,522,130,93,60,0.6166666666666667,25,25,14,0.56,0.6380461002594567,-0.9594817671603636,-23.98704417900909,0.56,0.08
1350,22:30,04:00+1d,10:30+1d,development,782,144,98,65,0.7384615384615385,20,19,10,0.5263157894736842,2.31552835738516,1.1170646985305879,21.22422927208117,0.47368421052631576,0.3684210526315789
1350,22:30,04:00+1d,10:30+1d,reference_validation,410,83,52,29,0.6551724137931034,15,15,11,0.7333333333333333,4.763810185329455,1.368022647068031,20.520339706020465,0.6666666666666666,0.26666666666666666
1350,22:30,04:00+1d,10:30+1d,august,14,3,3,2,1.0,1,1,1,1.0,inf,0.41797233203456663,0.41797233203456663,1.0,0.0
1380,23:00,04:30+1d,11:00+1d,external,522,123,84,60,0.6333333333333333,31,31,14,0.45161290322580644,0.39918366197281085,-2.3766729771494886,-73.67686229163415,0.41935483870967744,0.1935483870967742
1380,23:00,04:30+1d,11:00+1d,development,782,159,104,67,0.6716417910447762,26,26,12,0.46153846153846156,0.5537193789186852,-0.6727503843459472,-17.49150999299463,0.46153846153846156,0.3076923076923077
1380,23:00,04:30+1d,11:00+1d,reference_validation,410,85,44,21,0.6190476190476191,9,8,7,0.875,11.154142705594206,1.1193611342041934,8.954889073633547,0.625,0.375
1380,23:00,04:30+1d,11:00+1d,august,14,2,2,1,1.0,0,0,0,,,,0.0,,
1410,23:30,05:00+1d,11:30+1d,external,522,121,87,60,0.7333333333333333,23,23,16,0.6956521739130435,1.305768890090303,0.5548900751661322,12.76247172882104,0.6521739130434783,0.17391304347826086
1410,23:30,05:00+1d,11:30+1d,development,782,174,124,78,0.7692307692307693,31,31,20,0.6451612903225806,1.5899376830001979,0.42133443323863445,13.061367430397668,0.5806451612903226,0.2903225806451613
1410,23:30,05:00+1d,11:30+1d,reference_validation,410,87,51,31,0.7419354838709677,14,14,9,0.6428571428571429,0.9770460069289564,-0.019855243085136958,-0.27797340319191743,0.35714285714285715,0.5714285714285714
1410,23:30,05:00+1d,11:30+1d,august,14,1,1,0,,0,0,0,,,,0.0,,
