partition,dev_block,ref_min,hour,execution_start,family,target_R,H,L,R,h1_ts,h1_break_ts,entry_ts,entry_price,entry_F,exit_ts,exit_price,exit_reason,return,pnl,return_5bps,pnl_5bps,won,won_5bps,h1_break_confirmed,invalidation_close_ts,role,candidate_scope,loss_class,mfe_R,mae_R,mfe_band,exec_to_entry_min,entry_to_break_min,break_to_fail_min,hold_min
development,2.0,240,18,2023-05-11 18:00:00+00:00,E0_RESTING_H,0.4,20.246,19.65,0.5960000000000001,2023-05-11 22:25:00+00:00,,2023-05-11 22:25:00+00:00,20.246,1.0,2023-05-12 05:55:00+00:00,19.959,TIME,-0.0141756396325199,-7.08781981626,-0.0146756396325199,-7.33781981626,False,False,False,,CENTRAL,FROZEN_WINNER,L1_NEVER_BREAK_TIME,0.1124161073825506,0.7651006711409387,M2_0.10-<0.20R,265.0,,,450.0
development,2.0,240,18,2023-05-12 18:00:00+00:00,E0_RESTING_H,0.4,20.931,20.203,0.7280000000000015,2023-05-12 23:45:00+00:00,,2023-05-12 23:45:00+00:00,20.931,1.0,2023-05-13 04:00:00+00:00,21.2222,TARGET,0.0139123787683339,6.9561893841669775,0.0134123787683339,6.7061893841669775,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,0.4079670329670329,0.19093406593406465,WIN,345.0,,,255.0
development,2.0,240,18,2023-05-13 18:00:00+00:00,E0_RESTING_H,0.4,20.942,20.759,0.1829999999999998,2023-05-13 18:30:00+00:00,2023-05-13 18:35:00+00:00,2023-05-13 18:30:00+00:00,20.942,1.0,2023-05-13 18:45:00+00:00,21.0152,TARGET,0.0034953681596792,1.7476840798396065,0.0029953681596792,1.4976840798396065,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,1.0273224043715794,0.3661202185792363,WIN,30.0,5.0,,15.0
development,2.0,240,18,2023-05-16 18:00:00+00:00,E0_RESTING_H,0.4,20.82,20.629,0.1909999999999989,2023-05-17 01:00:00+00:00,2023-05-17 01:05:00+00:00,2023-05-17 01:00:00+00:00,20.82,1.0,2023-05-17 01:20:00+00:00,20.796,FAILED_BREAK,-0.0011527377521614,-0.5763688760807018,-0.0016527377521614,-0.8263688760807018,False,False,True,2023-05-17 01:15:00+00:00,CENTRAL,FROZEN_WINNER,L3_BREAK_FAST_FAIL_10M,0.34554973821989177,0.3141361256544454,M3_0.20-<0.40R,420.0,5.0,10.0,20.0
development,2.0,240,18,2023-05-17 18:00:00+00:00,E0_RESTING_H,0.4,20.836,20.412,0.4239999999999995,2023-05-17 18:00:00+00:00,2023-05-17 18:00:00+00:00,2023-05-17 18:00:00+00:00,20.836,1.0,2023-05-17 18:10:00+00:00,20.817,FAILED_BREAK,-0.0009118832789402,-0.4559416394701032,-0.0014118832789402,-0.7059416394701032,False,False,True,2023-05-17 18:05:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.07075471698113484,0.11556603773584799,M1_0.05-<0.10R,0.0,0.0,5.0,10.0
development,2.0,240,18,2023-05-20 18:00:00+00:00,E0_RESTING_H,0.4,20.334,20.181,0.1529999999999987,2023-05-20 18:00:00+00:00,,2023-05-20 18:00:00+00:00,20.334,1.0,2023-05-21 05:55:00+00:00,20.245,TIME,-0.0043769056752236,-2.1884528376118206,-0.0048769056752236,-2.4384528376118206,False,False,False,,CENTRAL,FROZEN_WINNER,L1_NEVER_BREAK_TIME,0.35947712418300776,0.9477124183006589,M3_0.20-<0.40R,0.0,,,715.0
development,2.0,240,18,2023-05-22 18:00:00+00:00,E0_RESTING_H,0.4,19.895,19.561,0.3339999999999996,2023-05-23 03:00:00+00:00,2023-05-23 03:00:00+00:00,2023-05-23 03:00:00+00:00,19.895,1.0,2023-05-23 03:20:00+00:00,20.0286,TARGET,0.0067152550892184,3.3576275446092207,0.0062152550892184,3.1076275446092207,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.8233532934131811,0.05688622754490532,WIN,540.0,0.0,,20.0
development,2.0,240,18,2023-05-24 18:00:00+00:00,E0_RESTING_H,0.4,19.284,18.8,0.4839999999999982,2023-05-24 19:30:00+00:00,,2023-05-24 19:30:00+00:00,19.284,1.0,2023-05-25 05:55:00+00:00,19.375,TIME,0.0047189379796723,2.3594689898361887,0.0042189379796723,2.1094689898361887,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,0.3822314049586838,1.092975206611574,WIN,90.0,,,625.0
development,2.0,240,18,2023-05-25 18:00:00+00:00,E0_RESTING_H,0.4,19.414,19.178,0.2360000000000006,2023-05-25 19:10:00+00:00,,2023-05-25 19:10:00+00:00,19.414,1.0,2023-05-26 05:50:00+00:00,19.17,REFERENCE_INVALIDATION,-0.0125682497166992,-6.284124858349616,-0.0130682497166992,-6.534124858349616,False,False,False,2023-05-26 05:45:00+00:00,CENTRAL,FROZEN_WINNER,L0_NEVER_BREAK_REFERENCE_INVALIDATION,0.0635593220338855,1.330508474576268,M1_0.05-<0.10R,70.0,,,640.0
development,2.0,240,18,2023-05-27 18:00:00+00:00,E0_RESTING_H,0.4,19.67,19.462,0.2080000000000019,2023-05-27 19:50:00+00:00,2023-05-27 20:00:00+00:00,2023-05-27 19:50:00+00:00,19.67,1.0,2023-05-27 20:10:00+00:00,19.753200000000003,TARGET,0.0042297915607525,2.114895780376269,0.0037297915607525,1.864895780376269,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.5048076923076726,0.12019230769231684,WIN,110.0,10.0,,20.0
development,2.0,240,18,2023-05-28 18:00:00+00:00,E0_RESTING_H,0.4,20.679,20.413,0.2659999999999982,2023-05-28 18:00:00+00:00,2023-05-28 18:00:00+00:00,2023-05-28 18:00:00+00:00,20.679,1.0,2023-05-28 18:15:00+00:00,20.7854,TARGET,0.0051453165046666,2.5726582523333263,0.0046453165046666,2.3226582523333263,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,1.0075187969924906,0.20676691729323343,WIN,0.0,0.0,,15.0
development,2.0,240,18,2023-05-29 18:00:00+00:00,E0_RESTING_H,0.4,20.736,20.265,0.4710000000000001,2023-05-30 01:30:00+00:00,2023-05-30 01:30:00+00:00,2023-05-30 01:30:00+00:00,20.736,1.0,2023-05-30 01:35:00+00:00,20.9244,TARGET,0.0090856481481482,4.542824074074137,0.0085856481481482,4.292824074074137,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.4628450106157111,0.13800424628450375,WIN,450.0,0.0,,5.0
development,2.0,240,18,2023-05-30 18:00:00+00:00,E0_RESTING_H,0.4,21.358,20.792,0.565999999999999,2023-05-30 18:20:00+00:00,,2023-05-30 18:20:00+00:00,21.358,1.0,2023-05-31 04:50:00+00:00,20.785,REFERENCE_INVALIDATION,-0.026828354714861,-13.414177357430502,-0.027328354714861,-13.664177357430502,False,False,False,2023-05-31 04:45:00+00:00,CENTRAL,FROZEN_WINNER,L0_NEVER_BREAK_REFERENCE_INVALIDATION,0.056537102473498385,1.2049469964664372,M1_0.05-<0.10R,20.0,,,630.0
development,2.0,240,18,2023-05-31 18:00:00+00:00,E0_RESTING_H,0.4,20.693,20.32,0.3730000000000011,2023-05-31 18:00:00+00:00,2023-05-31 18:05:00+00:00,2023-05-31 18:00:00+00:00,20.693,1.0,2023-05-31 18:15:00+00:00,20.664,FAILED_BREAK,-0.0014014401005171,-0.7007200502585631,-0.0019014401005171,-0.9507200502585632,False,False,True,2023-05-31 18:10:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.09383378016085801,0.27613941018767085,M1_0.05-<0.10R,0.0,5.0,5.0,15.0
development,2.0,240,18,2023-06-01 18:00:00+00:00,E0_RESTING_H,0.4,20.862,20.556,0.3059999999999974,2023-06-02 04:35:00+00:00,2023-06-02 04:35:00+00:00,2023-06-02 04:35:00+00:00,20.862,1.0,2023-06-02 05:00:00+00:00,20.9844,TARGET,0.0058671268334771,2.9335634167385605,0.0053671268334771,2.6835634167385605,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.4084967320261473,0.1666666666666628,WIN,635.0,0.0,,25.0
development,2.0,240,18,2023-06-02 18:00:00+00:00,E0_RESTING_H,0.4,21.216,20.958,0.2580000000000026,2023-06-02 18:45:00+00:00,2023-06-02 18:45:00+00:00,2023-06-02 18:45:00+00:00,21.216,1.0,2023-06-02 19:30:00+00:00,21.3192,TARGET,0.0048642533936651,2.4321266968325705,0.0043642533936651,2.1821266968325705,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.4612403100775138,0.31007751937984895,WIN,45.0,0.0,,45.0
development,2.0,240,18,2023-06-03 18:00:00+00:00,E0_RESTING_H,0.4,21.34,21.08,0.2600000000000015,2023-06-04 04:30:00+00:00,2023-06-04 04:30:00+00:00,2023-06-04 04:30:00+00:00,21.34,1.0,2023-06-04 04:40:00+00:00,21.323,FAILED_BREAK,-0.000796626054358,-0.3983130271790203,-0.001296626054358,-0.6483130271790203,False,False,True,2023-06-04 04:35:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.14230769230768778,0.126923076923081,M2_0.10-<0.20R,630.0,0.0,5.0,10.0
development,2.0,240,18,2023-06-06 18:00:00+00:00,E0_RESTING_H,0.4,20.33,19.743,0.5869999999999997,2023-06-06 19:20:00+00:00,2023-06-06 19:35:00+00:00,2023-06-06 19:20:00+00:00,20.33,1.0,2023-06-06 19:50:00+00:00,20.5648,TARGET,0.0115494343334972,5.7747171667486,0.0110494343334971,5.5247171667486,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.5519591141396963,0.20102214650766373,WIN,80.0,15.0,,30.0
development,2.0,240,18,2023-06-08 18:00:00+00:00,E0_RESTING_H,0.4,18.98,18.558,0.4220000000000006,2023-06-08 20:30:00+00:00,2023-06-08 20:30:00+00:00,2023-06-08 20:30:00+00:00,18.98,1.0,2023-06-08 20:50:00+00:00,18.977,FAILED_BREAK,-0.0001580611169652,-0.0790305584826289,-0.0006580611169652,-0.3290305584826289,False,False,True,2023-06-08 20:45:00+00:00,CENTRAL,FROZEN_WINNER,L4_BREAK_FAIL_30M,0.31279620853080026,0.08530805687204103,M3_0.20-<0.40R,150.0,0.0,15.0,20.0
development,2.0,240,18,2023-06-10 18:00:00+00:00,E0_RESTING_H,0.4,15.864,14.5,1.3640000000000008,2023-06-10 22:40:00+00:00,,2023-06-10 22:40:00+00:00,15.864,1.0,2023-06-11 05:55:00+00:00,15.65,TIME,-0.0134896621280887,-6.744831064044387,-0.0139896621280887,-6.994831064044388,False,False,False,,CENTRAL,FROZEN_WINNER,L1_NEVER_BREAK_TIME,0.004398826979471002,0.4508797653958943,M0_<0.05R,280.0,,,435.0
development,2.0,240,18,2023-06-11 18:00:00+00:00,E0_RESTING_H,0.4,15.6,15.101,0.4989999999999988,2023-06-11 18:05:00+00:00,2023-06-11 18:05:00+00:00,2023-06-11 18:05:00+00:00,15.6,1.0,2023-06-11 18:15:00+00:00,15.7996,TARGET,0.0127948717948718,6.39743589743591,0.0122948717948718,6.14743589743591,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.47494989979960056,0.170340681362724,WIN,5.0,0.0,,10.0
development,2.0,240,18,2023-06-12 18:00:00+00:00,E0_RESTING_H,0.4,15.47,14.708,0.7620000000000005,2023-06-13 03:15:00+00:00,,2023-06-13 03:15:00+00:00,15.47,1.0,2023-06-13 05:55:00+00:00,15.365,TIME,-0.006787330316742,-3.3936651583710287,-0.007287330316742,-3.6436651583710287,False,False,False,,CENTRAL,FROZEN_WINNER,L1_NEVER_BREAK_TIME,0.06955380577427693,0.4658792650918638,M1_0.05-<0.10R,555.0,,,160.0
development,2.0,240,18,2023-06-13 18:00:00+00:00,E0_RESTING_H,0.4,15.269,14.751,0.5180000000000007,2023-06-14 02:40:00+00:00,,2023-06-14 02:40:00+00:00,15.269,1.0,2023-06-14 05:55:00+00:00,15.028,TIME,-0.0157836138581439,-7.891806929071987,-0.0162836138581439,-8.141806929071988,False,False,False,,CENTRAL,FROZEN_WINNER,L1_NEVER_BREAK_TIME,0.04054054054053859,0.5386100386100378,M0_<0.05R,520.0,,,195.0
development,2.0,240,18,2023-06-15 18:00:00+00:00,E0_RESTING_H,0.4,14.807,14.161,0.6460000000000008,2023-06-15 19:00:00+00:00,,2023-06-15 19:00:00+00:00,14.807,1.0,2023-06-15 21:15:00+00:00,15.0654,TARGET,0.017451205510907,8.725602755453533,0.016951205510907,8.475602755453531,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,0.40557275541795684,0.3405572755417962,WIN,60.0,,,135.0
development,2.0,240,18,2023-06-16 18:00:00+00:00,E0_RESTING_H,0.4,15.286,14.315,0.971,2023-06-16 18:05:00+00:00,2023-06-16 18:05:00+00:00,2023-06-16 18:05:00+00:00,15.286,1.0,2023-06-16 18:35:00+00:00,15.266,FAILED_BREAK,-0.0013083867591259,-0.6541933795629618,-0.0018083867591259,-0.9041933795629618,False,False,True,2023-06-16 18:30:00+00:00,CENTRAL,FROZEN_WINNER,L4_BREAK_FAIL_30M,0.19464469618949543,0.04428424304840295,M2_0.10-<0.20R,5.0,0.0,25.0,30.0
development,2.0,240,18,2023-06-19 18:00:00+00:00,E0_RESTING_H,0.4,15.827,15.419,0.4079999999999995,2023-06-19 18:00:00+00:00,2023-06-19 18:00:00+00:00,2023-06-19 18:00:00+00:00,15.827,1.0,2023-06-19 18:30:00+00:00,15.824,FAILED_BREAK,-0.0001895495040121,-0.0947747520060882,-0.0006895495040121,-0.3447747520060882,False,False,True,2023-06-19 18:25:00+00:00,CENTRAL,FROZEN_WINNER,L4_BREAK_FAIL_30M,0.39705882352941424,0.23774509803921484,M3_0.20-<0.40R,0.0,0.0,25.0,30.0
development,2.0,240,18,2023-06-20 18:00:00+00:00,E0_RESTING_H,0.4,16.49,15.715,0.7749999999999986,2023-06-20 18:20:00+00:00,,2023-06-20 18:20:00+00:00,16.49,1.0,2023-06-21 00:20:00+00:00,16.799999999999997,TARGET,0.018799272286234,9.399636143117007,0.018299272286234,9.149636143117007,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,0.4000000000000037,0.344516129032258,WIN,20.0,,,360.0
development,2.0,240,18,2023-06-21 18:00:00+00:00,E0_RESTING_H,0.4,17.307,16.6,0.7069999999999972,2023-06-21 23:05:00+00:00,2023-06-21 23:05:00+00:00,2023-06-21 23:05:00+00:00,17.307,1.0,2023-06-21 23:25:00+00:00,17.3,FAILED_BREAK,-0.0004044606228692,-0.2022303114346257,-0.0009044606228692,-0.4522303114346258,False,False,True,2023-06-21 23:20:00+00:00,CENTRAL,FROZEN_WINNER,L4_BREAK_FAIL_30M,0.08910891089109284,0.055162659123052446,M1_0.05-<0.10R,305.0,0.0,15.0,20.0
development,2.0,240,18,2023-06-23 18:00:00+00:00,E0_RESTING_H,0.4,17.29,16.196,1.0939999999999976,2023-06-23 20:30:00+00:00,2023-06-23 20:30:00+00:00,2023-06-23 20:30:00+00:00,17.29,1.0,2023-06-23 21:25:00+00:00,17.286,FAILED_BREAK,-0.0002313475997685,-0.1156737998842527,-0.0007313475997685,-0.3656737998842527,False,False,True,2023-06-23 21:20:00+00:00,CENTRAL,FROZEN_WINNER,L5_BREAK_FAIL_LATE,0.21572212065813634,0.09597806215722181,M3_0.20-<0.40R,150.0,0.0,50.0,55.0
development,2.0,240,18,2023-06-27 18:00:00+00:00,E0_RESTING_H,0.4,16.83,16.321,0.5089999999999968,2023-06-27 21:35:00+00:00,2023-06-27 21:35:00+00:00,2023-06-27 21:35:00+00:00,16.83,1.0,2023-06-27 21:45:00+00:00,16.822,FAILED_BREAK,-0.0004753416518121,-0.2376708259060889,-0.0009753416518121,-0.4876708259060889,False,False,True,2023-06-27 21:40:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.21218074656188846,0.07662082514734415,M3_0.20-<0.40R,215.0,0.0,5.0,10.0
development,2.0,240,18,2023-06-29 18:00:00+00:00,E0_RESTING_H,0.4,17.782,17.25,0.532,2023-06-29 18:55:00+00:00,,2023-06-29 18:55:00+00:00,17.782,1.0,2023-06-29 22:35:00+00:00,17.9948,TARGET,0.0119671578000226,5.983578900011333,0.0114671578000226,5.733578900011333,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,0.5281954887218022,0.6691729323308301,WIN,55.0,,,220.0
development,3.0,240,18,2023-07-01 18:00:00+00:00,E0_RESTING_H,0.4,18.496,18.241,0.254999999999999,2023-07-01 23:10:00+00:00,,2023-07-01 23:10:00+00:00,18.496,1.0,2023-07-01 23:50:00+00:00,18.598,TARGET,0.005514705882353,2.7573529411765163,0.005014705882353,2.5073529411765163,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,0.603921568627453,0.3215686274509706,WIN,310.0,,,40.0
development,3.0,240,18,2023-07-02 18:00:00+00:00,E0_RESTING_H,0.4,19.494,18.85,0.6439999999999984,2023-07-02 20:40:00+00:00,2023-07-02 20:40:00+00:00,2023-07-02 20:40:00+00:00,19.494,1.0,2023-07-02 20:55:00+00:00,19.47,FAILED_BREAK,-0.0012311480455525,-0.6155740227762885,-0.0017311480455525,-0.8655740227762885,False,False,True,2023-07-02 20:50:00+00:00,CENTRAL,FROZEN_WINNER,L3_BREAK_FAST_FAIL_10M,0.3198757763975156,0.08229813664596422,M3_0.20-<0.40R,160.0,0.0,10.0,15.0
development,3.0,240,18,2023-07-03 18:00:00+00:00,E0_RESTING_H,0.4,19.356,18.931,0.4250000000000007,2023-07-04 00:15:00+00:00,,2023-07-04 00:15:00+00:00,19.356,1.0,2023-07-04 05:55:00+00:00,19.204,TIME,-0.0078528621616036,-3.9264310808018177,-0.0083528621616036,-4.176431080801818,False,False,False,,CENTRAL,FROZEN_WINNER,L1_NEVER_BREAK_TIME,0.3341176470588217,0.5976470588235315,M3_0.20-<0.40R,375.0,,,340.0
development,3.0,240,18,2023-07-05 18:00:00+00:00,E0_RESTING_H,0.4,18.891,18.43,0.4609999999999985,2023-07-05 23:15:00+00:00,2023-07-05 23:20:00+00:00,2023-07-05 23:15:00+00:00,18.891,1.0,2023-07-06 00:05:00+00:00,19.0754,TARGET,0.0097612619766025,4.880630988301271,0.0092612619766025,4.630630988301271,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.6312364425162718,0.08893709327548145,WIN,315.0,5.0,,50.0
development,3.0,240,18,2023-07-06 18:00:00+00:00,E0_RESTING_H,0.4,20.066,18.803,1.262999999999998,2023-07-06 18:00:00+00:00,2023-07-06 18:00:00+00:00,2023-07-06 18:00:00+00:00,20.066,1.0,2023-07-06 18:20:00+00:00,20.057,FAILED_BREAK,-0.0004485198843815,-0.2242599421907742,-0.0009485198843815,-0.4742599421907743,False,False,True,2023-07-06 18:15:00+00:00,CENTRAL,FROZEN_WINNER,L4_BREAK_FAIL_30M,0.1575613618368978,0.052256532066507565,M2_0.10-<0.20R,0.0,0.0,15.0,20.0
development,3.0,240,18,2023-07-07 18:00:00+00:00,E0_RESTING_H,0.4,21.74,20.722,1.0179999999999971,2023-07-07 22:15:00+00:00,,2023-07-07 22:15:00+00:00,21.74,1.0,2023-07-08 05:55:00+00:00,21.418,TIME,-0.0148114075436982,-7.405703771849126,-0.0153114075436982,-7.655703771849126,False,False,False,,CENTRAL,FROZEN_WINNER,L1_NEVER_BREAK_TIME,0.25442043222004035,0.4174852652259316,M3_0.20-<0.40R,255.0,,,460.0
development,3.0,240,18,2023-07-08 18:00:00+00:00,E0_RESTING_H,0.4,22.0,21.362,0.6380000000000017,2023-07-09 01:00:00+00:00,2023-07-09 01:00:00+00:00,2023-07-09 01:00:00+00:00,22.0,1.0,2023-07-09 01:05:00+00:00,22.2552,TARGET,0.0116,5.800000000000027,0.0111,5.550000000000027,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.6144200626959223,0.08620689655172346,WIN,420.0,0.0,,5.0
development,3.0,240,18,2023-07-10 18:00:00+00:00,E0_RESTING_H,0.4,21.3,20.764,0.5360000000000014,2023-07-10 18:40:00+00:00,2023-07-10 18:40:00+00:00,2023-07-10 18:40:00+00:00,21.3,1.0,2023-07-10 18:50:00+00:00,21.248,FAILED_BREAK,-0.0024413145539905,-1.220657276995274,-0.0029413145539905,-1.470657276995274,False,False,True,2023-07-10 18:45:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.11567164179104003,0.13246268656716664,M2_0.10-<0.20R,40.0,0.0,5.0,10.0
development,3.0,240,18,2023-07-13 18:00:00+00:00,E0_RESTING_H,0.4,26.555,22.072,4.4830000000000005,2023-07-13 18:10:00+00:00,,2023-07-13 18:10:00+00:00,26.555,1.0,2023-07-14 00:45:00+00:00,28.3482,TARGET,0.0675277725475427,33.76388627377136,0.0670277725475427,33.51388627377136,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,1.5668079411108633,0.2919919696631722,WIN,10.0,,,395.0
development,3.0,240,18,2023-07-18 18:00:00+00:00,E0_RESTING_H,0.4,25.7,24.8,0.8999999999999986,2023-07-18 19:05:00+00:00,2023-07-18 19:05:00+00:00,2023-07-18 19:05:00+00:00,25.7,1.0,2023-07-18 19:15:00+00:00,25.638,FAILED_BREAK,-0.0024124513618676,-1.2062256809338143,-0.0029124513618676,-1.4562256809338143,False,False,True,2023-07-18 19:10:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.1,0.302222222222221,M2_0.10-<0.20R,65.0,0.0,5.0,10.0
development,3.0,240,18,2023-07-19 18:00:00+00:00,E0_RESTING_H,0.4,26.75,25.82,0.9299999999999996,2023-07-19 18:00:00+00:00,,2023-07-19 18:00:00+00:00,26.75,1.0,2023-07-20 05:55:00+00:00,26.824,TIME,0.002766355140187,1.3831775700935411,0.002266355140187,1.1331775700935411,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,0.2516129032258084,0.6752688172043014,WIN,0.0,,,715.0
development,3.0,240,18,2023-07-21 18:00:00+00:00,E0_RESTING_H,0.4,25.516,25.158,0.357999999999997,2023-07-21 18:00:00+00:00,2023-07-21 18:00:00+00:00,2023-07-21 18:00:00+00:00,25.516,1.0,2023-07-21 18:05:00+00:00,25.6592,TARGET,0.0056121649161311,2.806082458065573,0.0051121649161311,2.556082458065573,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.7318435754190018,0.06703910614524458,WIN,0.0,0.0,,5.0
development,3.0,240,18,2023-07-23 18:00:00+00:00,E0_RESTING_H,0.4,25.175,24.58,0.5950000000000024,2023-07-23 18:50:00+00:00,2023-07-23 18:55:00+00:00,2023-07-23 18:50:00+00:00,25.175,1.0,2023-07-23 19:05:00+00:00,25.157,FAILED_BREAK,-0.0007149950347566,-0.3574975173783468,-0.0012149950347566,-0.6074975173783468,False,False,True,2023-07-23 19:00:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.1243697478991559,0.07226890756302368,M2_0.10-<0.20R,50.0,5.0,5.0,15.0
development,3.0,240,18,2023-07-24 18:00:00+00:00,E0_RESTING_H,0.4,23.559,22.814,0.745000000000001,2023-07-24 21:55:00+00:00,,2023-07-24 21:55:00+00:00,23.559,1.0,2023-07-25 05:55:00+00:00,23.299,TIME,-0.0110361220764888,-5.518061038244426,-0.0115361220764888,-5.768061038244427,False,False,False,,CENTRAL,FROZEN_WINNER,L1_NEVER_BREAK_TIME,0.04832214765100371,0.5825503355704704,M0_<0.05R,235.0,,,480.0
development,3.0,240,18,2023-07-25 18:00:00+00:00,E0_RESTING_H,0.4,23.58,23.063,0.5169999999999995,2023-07-26 03:00:00+00:00,2023-07-26 03:05:00+00:00,2023-07-26 03:00:00+00:00,23.58,1.0,2023-07-26 03:20:00+00:00,23.555,FAILED_BREAK,-0.0010602205258692,-0.5301102629346466,-0.0015602205258692,-0.7801102629346466,False,False,True,2023-07-26 03:15:00+00:00,CENTRAL,FROZEN_WINNER,L3_BREAK_FAST_FAIL_10M,0.20696324951644676,0.16441005802707426,M3_0.20-<0.40R,540.0,5.0,10.0,20.0
development,3.0,240,18,2023-07-26 18:00:00+00:00,E0_RESTING_H,0.4,24.985,24.288,0.6969999999999992,2023-07-26 18:00:00+00:00,,2023-07-26 18:00:00+00:00,24.985,1.0,2023-07-26 18:15:00+00:00,25.2638,TARGET,0.0111586952171303,5.579347608565155,0.0106586952171303,5.329347608565155,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,0.4519368723099019,0.588235294117648,WIN,0.0,,,15.0
development,3.0,240,18,2023-07-29 18:00:00+00:00,E0_RESTING_H,0.4,25.345,24.9,0.4450000000000003,2023-07-29 20:20:00+00:00,2023-07-29 20:20:00+00:00,2023-07-29 20:20:00+00:00,25.345,1.0,2023-07-29 20:30:00+00:00,25.329,FAILED_BREAK,-0.000631288222529,-0.3156441112645014,-0.001131288222529,-0.5656441112645014,False,False,True,2023-07-29 20:25:00+00:00,CENTRAL,FROZEN_WINNER,L2_BREAK_FAST_FAIL_5M,0.07415730337078928,0.1977528089887581,M1_0.05-<0.10R,140.0,0.0,5.0,10.0
development,3.0,240,18,2023-08-01 18:00:00+00:00,E0_RESTING_H,0.4,23.452,22.738,0.7140000000000022,2023-08-01 18:15:00+00:00,2023-08-01 18:15:00+00:00,2023-08-01 18:15:00+00:00,23.452,1.0,2023-08-01 19:00:00+00:00,23.737600000000004,TARGET,0.0121780658366024,6.089032918301207,0.0116780658366024,5.839032918301207,True,True,True,,CENTRAL,FROZEN_WINNER,WIN,0.4747899159663832,0.061624649859944466,WIN,15.0,0.0,,45.0
development,3.0,240,18,2023-08-03 18:00:00+00:00,E0_RESTING_H,0.4,23.1,22.685,0.4150000000000027,2023-08-03 20:25:00+00:00,,2023-08-03 20:25:00+00:00,23.1,1.0,2023-08-03 22:10:00+00:00,22.571,REFERENCE_INVALIDATION,-0.0229004329004328,-11.450216450216432,-0.0234004329004328,-11.700216450216432,False,False,False,2023-08-03 22:05:00+00:00,CENTRAL,FROZEN_WINNER,L0_NEVER_BREAK_REFERENCE_INVALIDATION,0.0,1.5831325301204717,M0_<0.05R,145.0,,,105.0
development,3.0,240,18,2023-08-05 18:00:00+00:00,E0_RESTING_H,0.4,22.8,22.17,0.629999999999999,2023-08-06 02:00:00+00:00,2023-08-06 02:00:00+00:00,2023-08-06 02:00:00+00:00,22.8,1.0,2023-08-06 03:10:00+00:00,22.775,FAILED_BREAK,-0.0010964912280703,-0.5482456140351588,-0.0015964912280703,-0.7982456140351588,False,False,True,2023-08-06 03:05:00+00:00,CENTRAL,FROZEN_WINNER,L5_BREAK_FAIL_LATE,0.15873015873015558,0.25873015873015953,M2_0.10-<0.20R,480.0,0.0,65.0,70.0
development,3.0,240,18,2023-08-06 18:00:00+00:00,E0_RESTING_H,0.4,23.25,22.844,0.4059999999999988,2023-08-06 18:50:00+00:00,,2023-08-06 18:50:00+00:00,23.25,1.0,2023-08-07 01:15:00+00:00,23.4124,TARGET,0.0069849462365589,3.492473118279493,0.0064849462365589,3.242473118279493,True,True,False,,CENTRAL,FROZEN_WINNER,WIN,0.4532019704433537,0.5788177339901481,WIN,50.0,,,385.0
development,3.0,240,18,2023-08-07 18:00:00+00:00,E0_RESTING_H,0.4,22.868,22.25,0.6179999999999986,2023-08-07 18:05:00+00:00,2023-08-07 18:05:00+00:00,2023-08-07 18:05:00+00:00,22.868,1.0,2023-08-07 18:50:00+00:00,22.868,FAILED_BREAK,0.0,0.0,-0.0005,-0.25,False,False,True,2023-08-07 18:45:00+00:00,CENTRAL,FROZEN_WINNER,L5_BREAK_FAIL_LATE,0.3252427184466035,0.07119741100323145,M3_0.20-<0.40R,5.0,0.0,40.0,45.0
