tf,signal_ts,entry_idx,hold,selector,side,score,week,net_ret,reason,exit_ts,entry,rr,threshold_q
1h,2023-05-31 04:00:00+00:00,3585,6,MOMENTUM,SHORT,5.53302202380241,2023-W22,0.006966139636441384,TP,2023-05-31 05:00:00+00:00,27243.4,R150,0.95
1h,2023-06-10 04:00:00+00:00,3825,6,MOMENTUM,SHORT,8.396884362692242,2023-W23,0.006886695777488518,TP,2023-06-10 05:00:00+00:00,25753.8,R150,0.95
1h,2023-06-14 20:00:00+00:00,3937,6,MOMENTUM,SHORT,12.559524349316774,2023-W24,-0.008736269975986031,SL,2023-06-14 21:00:00+00:00,24920.1,R150,0.95
1h,2023-06-23 15:00:00+00:00,4148,6,MOMENTUM,LONG,9.927206482040997,2023-W25,-0.009580764651560268,SL,2023-06-23 16:00:00+00:00,31232.9,R150,0.95
1h,2023-06-29 10:00:00+00:00,4287,6,MOMENTUM,LONG,4.260818198137786,2023-W26,-0.00624953787084964,SL,2023-06-29 13:00:00+00:00,30688.7,R150,0.95
1h,2023-07-06 08:00:00+00:00,4453,6,MOMENTUM,LONG,8.22511117040735,2023-W27,-0.006708200321781597,SL,2023-07-06 09:00:00+00:00,31325.6,R150,0.95
1h,2023-07-14 18:00:00+00:00,4655,6,MOMENTUM,SHORT,8.041475710208072,2023-W28,-0.009209638223427184,SL,2023-07-15 00:00:00+00:00,30074.6,R150,0.95
1h,2023-07-23 18:00:00+00:00,4871,6,MOMENTUM,LONG,6.7218391144154745,2023-W29,-0.00405159407308303,SL,2023-07-23 19:00:00+00:00,30238.8,R150,0.95
1h,2023-07-24 09:00:00+00:00,4886,6,MOMENTUM,SHORT,6.727359458956121,2023-W30,-0.007293008514015429,SL,2023-07-24 10:00:00+00:00,29162.0,R150,0.95
1h,2023-08-01 23:00:00+00:00,5092,6,MOMENTUM,LONG,5.312327937900836,2023-W31,0.007354620592530172,TP,2023-08-02 01:00:00+00:00,29701.2,R150,0.95
1h,2023-08-08 12:00:00+00:00,5249,6,MOMENTUM,LONG,6.30025732387344,2023-W32,-0.004507824015232474,SL,2023-08-08 13:00:00+00:00,29561.0,R150,0.95
1h,2023-08-17 21:00:00+00:00,5474,6,MOMENTUM,SHORT,10.766340516337955,2023-W33,-0.017336462585034018,SL,2023-08-17 22:00:00+00:00,26250.0,R150,0.95
1h,2023-08-27 14:00:00+00:00,5707,6,MOMENTUM,LONG,4.8703046936834955,2023-W34,-0.002722545343231074,SL,2023-08-27 17:00:00+00:00,26134.0,R150,0.95
1h,2023-08-29 14:00:00+00:00,5755,6,MOMENTUM,LONG,26.399563135404716,2023-W35,-0.008078441278711988,SL,2023-08-29 15:00:00+00:00,27484.8,R150,0.95
4h,2023-09-07 20:00:00+00:00,1480,3,MOMENTUM,LONG,4.454715781459723,2023-W36,-0.009594296264962497,SL,2023-09-08 08:00:00+00:00,26240.7,R150,0.95
1h,2023-09-11 14:00:00+00:00,6067,6,MOMENTUM,SHORT,6.19871677614724,2023-W37,0.007356116555171379,TP,2023-09-11 15:00:00+00:00,25138.8,R150,0.95
4h,2023-09-18 08:00:00+00:00,1543,3,MOMENTUM,LONG,6.392425902483896,2023-W38,-0.008037314719152975,SL,2023-09-18 16:00:00+00:00,27184.6,R150,0.95
1h,2023-10-01 22:00:00+00:00,6555,6,MOMENTUM,LONG,13.719741356226626,2023-W39,-0.0075361705776431625,SL,2023-10-02 01:00:00+00:00,27989.6,R150,0.95
4h,2023-10-02 04:00:00+00:00,1626,3,MOMENTUM,LONG,6.384793669457036,2023-W40,-0.010723885177975788,SL,2023-10-02 12:00:00+00:00,28299.2,R150,0.95
1h,2023-10-09 09:00:00+00:00,6734,6,MOMENTUM,SHORT,5.920213681927914,2023-W41,0.004479622970469612,TP,2023-10-09 13:00:00+00:00,27531.0,R150,0.95
1h,2023-10-16 05:00:00+00:00,6898,6,MOMENTUM,LONG,7.931311028482205,2023-W42,-0.008528329368976016,SL,2023-10-16 09:00:00+00:00,27903.4,R150,0.95
1h,2023-10-23 22:00:00+00:00,7083,6,MOMENTUM,LONG,8.936638720848666,2023-W43,-0.020957063375010077,SL,2023-10-23 23:00:00+00:00,33358.8,R150,0.95
1h,2023-11-04 22:00:00+00:00,7371,6,MOMENTUM,LONG,5.810631517849263,2023-W44,-0.004816577485371841,SL,2023-11-04 23:00:00+00:00,35171.8,R150,0.95
1h,2023-11-07 18:00:00+00:00,7439,6,MOMENTUM,LONG,5.906377124115891,2023-W45,0.007159494510709909,TP,2023-11-07 20:00:00+00:00,35398.8,R150,0.95
1h,2023-11-15 18:00:00+00:00,7631,6,MOMENTUM,LONG,7.101176164007354,2023-W46,0.010025063708349049,TP,2023-11-15 19:00:00+00:00,37413.8,R150,0.95
1h,2023-11-21 14:00:00+00:00,7771,6,MOMENTUM,SHORT,5.425274232973047,2023-W47,-0.006461481517287591,SL,2023-11-21 15:00:00+00:00,36646.6,R150,0.95
1h,2023-12-02 19:00:00+00:00,8040,6,MOMENTUM,LONG,10.097642161453685,2023-W48,0.004881045888078419,TP,2023-12-02 21:00:00+00:00,39416.4,R150,0.95
1h,2023-12-05 17:00:00+00:00,8110,6,MOMENTUM,LONG,6.163497001901376,2023-W49,0.011432941838061041,TP,2023-12-05 18:00:00+00:00,43389.2,R150,0.95
1h,2023-12-11 02:00:00+00:00,8239,6,MOMENTUM,SHORT,11.681276580982088,2023-W50,-0.011105220468304587,SL,2023-12-11 03:00:00+00:00,41962.3,R150,0.95
1h,2023-12-24 22:00:00+00:00,8571,6,MOMENTUM,SHORT,6.7858789425103065,2023-W51,-0.00653222852464491,SL,2023-12-24 23:00:00+00:00,42994.3,R150,0.95
1h,2023-12-27 10:00:00+00:00,8631,6,MOMENTUM,LONG,5.319261413755638,2023-W52,-0.0067410787179428815,SL,2023-12-27 11:00:00+00:00,43238.1,R150,0.95
1h,2024-01-03 12:00:00+00:00,8801,6,MOMENTUM,SHORT,8.004866551656399,2024-W01,-0.015397558705694201,SL,2024-01-03 16:00:00+00:00,42795.8,R150,0.95
4h,2024-01-08 16:00:00+00:00,2217,3,MOMENTUM,LONG,7.834435611065757,2024-W02,-0.017439081543000945,SL,2024-01-09 00:00:00+00:00,47007.1,R150,0.95
4h,2024-01-18 16:00:00+00:00,2277,3,MOMENTUM,SHORT,5.95351836413637,2024-W03,-0.008029445899225328,TIME,2024-01-19 04:00:00+00:00,41014.2,R150,0.95
1h,2024-01-26 11:00:00+00:00,9352,6,MOMENTUM,LONG,7.5354013047914945,2024-W04,-0.0074872974798141905,SL,2024-01-26 13:00:00+00:00,41271.9,R150,0.95
1h,2024-01-29 16:00:00+00:00,9429,6,MOMENTUM,LONG,6.547308827235879,2024-W05,-0.008802230566284317,SL,2024-01-29 18:00:00+00:00,43182.5,R150,0.95
1h,2024-02-09 02:00:00+00:00,9679,6,MOMENTUM,LONG,5.434304893105482,2024-W06,-0.009346325024019051,SL,2024-02-09 04:00:00+00:00,46272.8,R150,0.95
1h,2024-02-12 15:00:00+00:00,9764,6,MOMENTUM,LONG,9.187514007856578,2024-W07,-0.009166995251496167,SL,2024-02-12 16:00:00+00:00,49925.5,R150,0.95
1h,2024-02-24 17:00:00+00:00,10054,6,MOMENTUM,LONG,4.995077059306783,2024-W08,-0.0008911271322668544,TIME,2024-02-24 23:00:00+00:00,51570.7,R150,0.95
4h,2024-02-26 16:00:00+00:00,2511,3,MOMENTUM,LONG,9.535225640225123,2024-W09,0.014727865882283865,TP,2024-02-27 00:00:00+00:00,54531.2,R150,0.95
1h,2024-03-10 01:00:00+00:00,10398,6,MOMENTUM,LONG,5.106075370575086,2024-W10,0.004613663953828619,TP,2024-03-10 04:00:00+00:00,69029.8,R150,0.95
1h,2024-03-11 07:00:00+00:00,10428,6,MOMENTUM,LONG,6.5321464088171695,2024-W11,0.013695491160370889,TP,2024-03-11 11:00:00+00:00,71223.9,R150,0.95
1h,2024-03-20 20:00:00+00:00,10657,6,MOMENTUM,LONG,4.2124764013932285,2024-W12,0.005673453601332814,TIME,2024-03-21 02:00:00+00:00,67094.6,R150,0.95
1h,2024-03-25 14:00:00+00:00,10771,6,MOMENTUM,LONG,6.699543764408371,2024-W13,0.012300807831089612,TP,2024-03-25 17:00:00+00:00,69434.6,R150,0.95
1h,2024-04-01 05:00:00+00:00,10930,6,MOMENTUM,SHORT,6.946991296430676,2024-W14,-0.00833601611111495,SL,2024-04-01 06:00:00+00:00,69212.2,R150,0.95
1h,2024-04-13 20:00:00+00:00,11233,6,MOMENTUM,SHORT,8.211842628247737,2024-W15,-0.018686480113770887,SL,2024-04-13 21:00:00+00:00,61828.5,R150,0.95
1h,2024-04-19 06:00:00+00:00,11363,6,MOMENTUM,LONG,4.541352847311655,2024-W16,0.0035792697369337336,TIME,2024-04-19 12:00:00+00:00,64595.9,R150,0.95
1h,2024-04-24 14:00:00+00:00,11491,6,MOMENTUM,SHORT,5.796413422825219,2024-W17,0.008143593194675116,TP,2024-04-24 15:00:00+00:00,65212.8,R150,0.95
1h,2024-05-03 13:00:00+00:00,11706,6,MOMENTUM,LONG,7.256610589880392,2024-W18,0.004629367113244966,TIME,2024-05-03 19:00:00+00:00,61654.0,R150,0.95
1h,2024-05-10 14:00:00+00:00,11875,6,MOMENTUM,SHORT,8.227955899999563,2024-W19,0.010716469834841038,TP,2024-05-10 16:00:00+00:00,61034.7,R150,0.95
1h,2024-05-13 08:00:00+00:00,11941,6,MOMENTUM,LONG,6.293644750639655,2024-W20,-0.0018091663027854353,TIME,2024-05-13 14:00:00+00:00,62749.4,R150,0.95
4h,2024-05-20 16:00:00+00:00,3015,3,MOMENTUM,LONG,8.247835344280974,2024-W21,-0.012940163844926965,SL,2024-05-20 20:00:00+00:00,69996.5,R150,0.95
1h,2024-05-27 15:00:00+00:00,12284,6,MOMENTUM,LONG,7.132681568802589,2024-W22,-0.007240543966140099,SL,2024-05-27 18:00:00+00:00,70421.4,R150,0.95
1h,2024-06-07 17:00:00+00:00,12550,6,MOMENTUM,SHORT,5.952478927383637,2024-W23,0.008709517263387924,TP,2024-06-07 18:00:00+00:00,69834.0,R150,0.95
1h,2024-06-12 12:00:00+00:00,12665,6,MOMENTUM,LONG,7.97367250088884,2024-W24,0.006998792803257383,TP,2024-06-12 14:00:00+00:00,69340.1,R150,0.95
1h,2024-06-23 16:00:00+00:00,12933,6,MOMENTUM,SHORT,5.2466825560875545,2024-W25,-0.0032223313086700554,SL,2024-06-23 17:00:00+00:00,63900.1,R150,0.95
1h,2024-06-30 07:00:00+00:00,13092,6,MOMENTUM,LONG,7.114674911850434,2024-W26,-0.004770106552703433,SL,2024-06-30 12:00:00+00:00,61533.6,R150,0.95
1h,2024-07-04 01:00:00+00:00,13182,6,MOMENTUM,SHORT,5.483976449966732,2024-W27,0.013433882920553421,TP,2024-07-04 02:00:00+00:00,58561.7,R150,0.95
1h,2024-07-14 21:00:00+00:00,13442,6,MOMENTUM,LONG,6.448948600327832,2024-W28,-0.008132492321382743,SL,2024-07-14 22:00:00+00:00,61260.1,R150,0.95
4h,2024-07-19 16:00:00+00:00,3375,3,MOMENTUM,LONG,5.238533358183009,2024-W29,-0.01016516261895045,TIME,2024-07-20 04:00:00+00:00,67107.8,R150,0.95
1h,2024-07-27 13:00:00+00:00,13746,6,MOMENTUM,LONG,6.94254285768365,2024-W30,-0.005792367310549272,SL,2024-07-27 14:00:00+00:00,69205.9,R150,0.95
1h,2024-08-04 16:00:00+00:00,13941,6,MOMENTUM,SHORT,5.970417676860832,2024-W31,0.01031804496662986,TP,2024-08-04 17:00:00+00:00,58647.3,R150,0.95
1h,2024-08-05 01:00:00+00:00,13950,6,MOMENTUM,SHORT,5.662449768911663,2024-W32,0.03221882807427473,TP,2024-08-05 05:00:00+00:00,54389.6,R150,0.95
1h,2024-08-18 23:00:00+00:00,14284,6,MOMENTUM,SHORT,6.743993742991153,2024-W33,-0.00247448026292124,TIME,2024-08-19 05:00:00+00:00,58390.1,R150,0.95
1h,2024-08-23 17:00:00+00:00,14398,6,MOMENTUM,LONG,6.135070189699414,2024-W34,0.01175170953938848,TP,2024-08-23 21:00:00+00:00,62966.0,R150,0.95
1h,2024-08-27 21:00:00+00:00,14498,6,MOMENTUM,SHORT,6.581685723907123,2024-W35,0.011554018717769345,TP,2024-08-27 22:00:00+00:00,60379.6,R150,0.95
1h,2024-09-04 16:00:00+00:00,14685,6,MOMENTUM,LONG,5.650879457988678,2024-W36,-0.00910947398354761,SL,2024-09-04 17:00:00+00:00,58374.6,R150,0.95
1h,2024-09-13 15:00:00+00:00,14900,6,MOMENTUM,LONG,8.431122564638475,2024-W37,0.008655853914030289,TP,2024-09-13 21:00:00+00:00,59623.6,R150,0.95
4h,2024-09-17 12:00:00+00:00,3734,3,MOMENTUM,LONG,5.84674860417554,2024-W38,-0.016410806331336125,SL,2024-09-17 16:00:00+00:00,61111.0,R150,0.95
1h,2024-09-24 19:00:00+00:00,15168,6,MOMENTUM,LONG,4.259242456891507,2024-W39,-0.00017745448887501606,TIME,2024-09-25 01:00:00+00:00,64270.0,R150,0.95
1h,2024-10-06 14:00:00+00:00,15451,6,MOMENTUM,LONG,5.9563918026483105,2024-W40,-0.004463935236265813,SL,2024-10-06 15:00:00+00:00,62679.7,R150,0.95
1h,2024-10-07 00:00:00+00:00,15461,6,MOMENTUM,LONG,7.274090990394761,2024-W41,-0.006935264403013007,SL,2024-10-07 03:00:00+00:00,63653.1,R150,0.95
1h,2024-10-15 13:00:00+00:00,15666,6,MOMENTUM,LONG,8.396455564436714,2024-W42,-0.008376790286352907,SL,2024-10-15 14:00:00+00:00,67646.8,R150,0.95
1h,2024-10-27 13:00:00+00:00,15954,6,MOMENTUM,LONG,4.730226730932266,2024-W43,0.0024795791553431936,TP,2024-10-27 17:00:00+00:00,67590.6,R150,0.95
1h,2024-11-03 02:00:00+00:00,16110,6,MOMENTUM,SHORT,7.345590858277408,2024-W44,-0.00616034771679924,SL,2024-11-03 04:00:00+00:00,68200.0,R150,0.95
1h,2024-11-10 04:00:00+00:00,16280,6,MOMENTUM,LONG,9.689804629828078,2024-W45,-0.008660544507735289,SL,2024-11-10 06:00:00+00:00,79273.7,R150,0.95
1h,2024-11-13 14:00:00+00:00,16362,6,MOMENTUM,LONG,6.071941410542306,2024-W46,0.01692747616395268,TP,2024-11-13 16:00:00+00:00,91563.0,R150,0.95
1h,2024-11-21 04:00:00+00:00,16544,6,MOMENTUM,LONG,5.427201382986265,2024-W47,0.00018355343514581254,TIME,2024-11-21 10:00:00+00:00,97591.2,R150,0.95
1h,2024-11-25 14:00:00+00:00,16650,6,MOMENTUM,SHORT,6.160996480220703,2024-W48,-0.008774474671165709,SL,2024-11-25 15:00:00+00:00,95444.3,R150,0.95
4h,2024-12-05 00:00:00+00:00,4205,3,MOMENTUM,LONG,7.614922296255093,2024-W49,-0.01870734779956945,SL,2024-12-05 12:00:00+00:00,103084.7,R150,0.95
1h,2024-12-15 23:00:00+00:00,17139,6,MOMENTUM,LONG,4.625075196392886,2024-W50,0.007608227511834599,TP,2024-12-16 00:00:00+00:00,104460.5,R150,0.95
1h,2024-12-18 20:00:00+00:00,17208,6,MOMENTUM,SHORT,6.154114478850305,2024-W51,0.013562473516915476,TP,2024-12-19 02:00:00+00:00,100839.3,R150,0.95
1h,2024-12-24 15:00:00+00:00,17347,6,MOMENTUM,LONG,7.180449376702523,2024-W52,0.009707066407155964,TP,2024-12-24 18:00:00+00:00,98243.5,R150,0.95
1h,2024-12-30 14:00:00+00:00,17490,6,MOMENTUM,SHORT,5.41743599653219,2025-W01,-0.008370403664795965,SL,2024-12-30 17:00:00+00:00,91845.3,R150,0.95
1h,2025-01-07 15:00:00+00:00,17683,6,MOMENTUM,SHORT,8.4474092285091,2025-W02,0.008014408794297325,TP,2025-01-07 17:00:00+00:00,97915.4,R150,0.95
1h,2025-01-15 13:00:00+00:00,17873,6,MOMENTUM,LONG,5.916083546122761,2025-W03,0.00887881743070268,TP,2025-01-15 19:00:00+00:00,98916.1,R150,0.95
1h,2025-01-26 23:00:00+00:00,18147,6,MOMENTUM,SHORT,10.980727169033381,2025-W04,-0.00513181134388224,SL,2025-01-27 00:00:00+00:00,102560.0,R150,0.95
1h,2025-01-27 00:00:00+00:00,18148,6,MOMENTUM,SHORT,8.902320871980098,2025-W05,0.005557553735456024,TP,2025-01-27 02:00:00+00:00,101670.7,R150,0.95
1h,2025-02-03 01:00:00+00:00,18317,6,MOMENTUM,SHORT,5.059281303919912,2025-W06,-0.018670909070888253,SL,2025-02-03 07:00:00+00:00,93408.4,R150,0.95
1h,2025-02-14 17:00:00+00:00,18597,6,MOMENTUM,LONG,4.321383775918989,2025-W07,-0.007786565442623293,SL,2025-02-14 19:00:00+00:00,98487.8,R150,0.95
1h,2025-02-21 19:00:00+00:00,18767,6,MOMENTUM,SHORT,5.725968671039737,2025-W08,-0.010195475452048295,SL,2025-02-21 23:00:00+00:00,95247.4,R150,0.95
1h,2025-03-02 17:00:00+00:00,18981,6,MOMENTUM,LONG,11.73181450675661,2025-W09,-0.014876479198928814,SL,2025-03-02 18:00:00+00:00,94039.8,R150,0.95
1h,2025-03-03 14:00:00+00:00,19002,6,MOMENTUM,SHORT,5.5200843322484126,2025-W10,-0.01485517280627041,SL,2025-03-03 15:00:00+00:00,89239.9,R150,0.95
1h,2025-03-16 11:00:00+00:00,19311,6,MOMENTUM,SHORT,9.255565060794929,2025-W11,-0.005953624704353398,SL,2025-03-16 12:00:00+00:00,82367.9,R150,0.95
1h,2025-03-18 13:00:00+00:00,19361,6,MOMENTUM,SHORT,4.510448022849291,2025-W12,-0.008523388401546482,SL,2025-03-18 14:00:00+00:00,81330.3,R150,0.95
1h,2025-03-29 11:00:00+00:00,19623,6,MOMENTUM,SHORT,5.261586340634162,2025-W13,-0.007367373920540153,SL,2025-03-29 13:00:00+00:00,82255.1,R150,0.95
1h,2025-04-06 18:00:00+00:00,19822,6,MOMENTUM,SHORT,9.093668367467421,2025-W14,-0.008942911599660373,SL,2025-04-06 19:00:00+00:00,79066.6,R150,0.95
1h,2025-04-09 17:00:00+00:00,19893,6,MOMENTUM,LONG,8.612578284377399,2025-W15,0.0036861020740757713,TIME,2025-04-09 23:00:00+00:00,82161.9,R150,0.95
1h,2025-04-20 10:00:00+00:00,20150,6,MOMENTUM,SHORT,4.562415264590117,2025-W16,-0.004034429115448322,SL,2025-04-20 12:00:00+00:00,84135.6,R150,0.95
4h,2025-04-21 00:00:00+00:00,5027,3,MOMENTUM,LONG,8.698603913600428,2025-W17,0.009858790441030609,TP,2025-04-21 12:00:00+00:00,87166.6,R150,0.95
1h,2025-04-30 13:00:00+00:00,20393,6,MOMENTUM,SHORT,6.505515098283554,2025-W18,-0.00668070748995858,SL,2025-04-30 14:00:00+00:00,92978.2,R150,0.95
1h,2025-05-10 23:00:00+00:00,20643,6,MOMENTUM,LONG,6.687535299368731,2025-W19,-0.005697967721741302,SL,2025-05-11 00:00:00+00:00,104788.8,R150,0.95
1h,2025-05-18 14:00:00+00:00,20826,6,MOMENTUM,LONG,6.24449913957938,2025-W20,0.0036285175345592293,TP,2025-05-18 16:00:00+00:00,105233.0,R150,0.95
1h,2025-05-23 11:00:00+00:00,20943,6,MOMENTUM,SHORT,6.65291639335347,2025-W21,0.006619938304505859,TP,2025-05-23 12:00:00+00:00,109033.2,R150,0.95
1h,2025-05-28 15:00:00+00:00,21067,6,MOMENTUM,SHORT,4.6571583604524385,2025-W22,-0.006270510975591113,SL,2025-05-28 17:00:00+00:00,107065.5,R150,0.95
1h,2025-06-05 20:00:00+00:00,21264,6,MOMENTUM,SHORT,5.204001629982857,2025-W23,-0.009818678331493245,SL,2025-06-05 21:00:00+00:00,100428.9,R150,0.95
1h,2025-06-09 10:00:00+00:00,21350,6,MOMENTUM,LONG,5.416922837460097,2025-W24,0.004827181318127595,TP,2025-06-09 12:00:00+00:00,107136.4,R150,0.95
1h,2025-06-20 07:00:00+00:00,21611,6,MOMENTUM,LONG,6.965148416849493,2025-W25,0.004071826493911303,TP,2025-06-20 08:00:00+00:00,105763.6,R150,0.95
1h,2025-06-29 10:00:00+00:00,21830,6,MOMENTUM,LONG,6.042110050991966,2025-W26,0.0011448420130527061,TP,2025-06-29 11:00:00+00:00,108121.5,R150,0.95
1h,2025-07-06 13:00:00+00:00,22001,6,MOMENTUM,LONG,7.689609264033325,2025-W27,-0.003609679413355603,SL,2025-07-06 18:00:00+00:00,108713.2,R150,0.95
1h,2025-07-09 19:00:00+00:00,22079,6,MOMENTUM,LONG,8.950508355595638,2025-W28,-0.006495578183797255,SL,2025-07-09 20:00:00+00:00,111718.8,R150,0.95
4h,2025-07-14 04:00:00+00:00,5532,3,MOMENTUM,LONG,5.328732084373943,2025-W29,-0.010358805028884253,SL,2025-07-14 08:00:00+00:00,122731.0,R150,0.95
1h,2025-07-27 16:00:00+00:00,22508,6,MOMENTUM,LONG,5.9801806863811375,2025-W30,-0.003908076684160098,SL,2025-07-27 20:00:00+00:00,119081.4,R150,0.95
1h,2025-07-31 19:00:00+00:00,22607,6,MOMENTUM,SHORT,5.495066210226165,2025-W31,0.005326933280361103,TP,2025-07-31 23:00:00+00:00,116718.9,R150,0.95
1h,2025-08-10 03:00:00+00:00,22831,6,MOMENTUM,LONG,7.289011758181169,2025-W32,-0.004872901996720356,SL,2025-08-10 05:00:00+00:00,118480.0,R150,0.95
1h,2025-08-11 02:00:00+00:00,22854,6,MOMENTUM,LONG,7.609825059409779,2025-W33,-0.006417674302715946,SL,2025-08-11 08:00:00+00:00,121837.5,R150,0.95
1h,2025-08-22 14:00:00+00:00,23130,6,MOMENTUM,LONG,9.456636416558622,2025-W34,0.00876056159410227,TP,2025-08-22 15:00:00+00:00,115744.5,R150,0.95
1h,2025-08-31 00:00:00+00:00,23332,6,MOMENTUM,LONG,5.072155150555643,2025-W35,-0.00424347633911709,SL,2025-08-31 04:00:00+00:00,109339.9,R150,0.95
1h,2025-09-01 07:00:00+00:00,23363,6,MOMENTUM,LONG,5.470200038341996,2025-W36,-0.0067570000394394075,SL,2025-09-01 10:00:00+00:00,109390.2,R150,0.95
1h,2025-09-10 13:00:00+00:00,23585,6,MOMENTUM,LONG,4.84132482442798,2025-W37,-0.006152742967554579,SL,2025-09-10 17:00:00+00:00,113911.3,R150,0.95
1h,2025-09-15 08:00:00+00:00,23700,6,MOMENTUM,SHORT,4.770345937062896,2025-W38,-0.000813844302815224,TIME,2025-09-15 14:00:00+00:00,114697.0,R150,0.95
4h,2025-09-22 04:00:00+00:00,5952,3,MOMENTUM,SHORT,8.32246598461736,2025-W39,-0.007168959445820354,SL,2025-09-22 12:00:00+00:00,112454.5,R150,0.95
1h,2025-10-05 02:00:00+00:00,24174,6,MOMENTUM,LONG,8.019233245444756,2025-W40,-0.005320534246976259,SL,2025-10-05 03:00:00+00:00,124012.2,R150,0.95
1h,2025-10-10 15:00:00+00:00,24307,6,MOMENTUM,SHORT,6.384313399060588,2025-W41,0.007997795513790153,TP,2025-10-10 17:00:00+00:00,118965.2,R150,0.95
1h,2025-10-17 08:00:00+00:00,24468,6,MOMENTUM,SHORT,4.992868817746712,2025-W42,0.011475353868642237,TP,2025-10-17 10:00:00+00:00,104845.2,R150,0.95
1h,2025-10-26 11:00:00+00:00,24687,6,MOMENTUM,LONG,6.603531103529731,2025-W43,0.003427043696824507,TP,2025-10-26 12:00:00+00:00,113235.1,R150,0.95
1h,2025-10-28 20:00:00+00:00,24744,6,MOMENTUM,SHORT,4.861855905476551,2025-W44,-0.00037622112278540157,TIME,2025-10-29 02:00:00+00:00,112744.6,R150,0.95
1h,2025-11-03 03:00:00+00:00,24871,6,MOMENTUM,SHORT,4.9035461673784555,2025-W45,0.006532486672439943,TP,2025-11-03 06:00:00+00:00,107886.0,R150,0.95
1h,2025-11-12 16:00:00+00:00,25100,6,MOMENTUM,SHORT,5.979442699394461,2025-W46,-0.006722248851253219,TIME,2025-11-12 22:00:00+00:00,101393.1,R150,0.95
1h,2025-11-20 16:00:00+00:00,25292,6,MOMENTUM,SHORT,6.089550600140962,2025-W47,0.013326130895130519,TP,2025-11-20 17:00:00+00:00,87855.5,R150,0.95
1h,2025-11-26 17:00:00+00:00,25437,6,MOMENTUM,LONG,7.582378727004689,2025-W48,0.005691031757699085,TIME,2025-11-26 23:00:00+00:00,89792.4,R150,0.95
1h,2025-12-01 00:00:00+00:00,25540,6,MOMENTUM,SHORT,11.834959548893647,2025-W49,-0.00929220629894306,SL,2025-12-01 01:00:00+00:00,86970.6,R150,0.95
1h,2025-12-09 16:00:00+00:00,25748,6,MOMENTUM,LONG,7.631531013609061,2025-W50,-0.009599652169717086,SL,2025-12-09 20:00:00+00:00,94146.9,R150,0.95
1h,2025-12-17 14:00:00+00:00,25938,6,MOMENTUM,LONG,7.7724994261490075,2025-W51,-0.009435286036229949,SL,2025-12-17 15:00:00+00:00,89634.0,R150,0.95
1h,2025-12-26 02:00:00+00:00,26142,6,MOMENTUM,LONG,6.578100733871106,2025-W52,-0.007618697066608391,SL,2025-12-26 04:00:00+00:00,89151.8,R150,0.95
4h,2025-12-29 00:00:00+00:00,6539,3,MOMENTUM,LONG,7.589326977900763,2026-W01,-0.0069519968191069075,SL,2025-12-29 04:00:00+00:00,90091.5,R150,0.95
1h,2026-01-05 01:00:00+00:00,26381,6,MOMENTUM,LONG,6.968535895954642,2026-W02,-0.005677772980864857,SL,2026-01-05 04:00:00+00:00,92916.9,R150,0.95
1h,2026-01-18 23:00:00+00:00,26715,6,MOMENTUM,SHORT,11.032204173705082,2026-W03,0.0037355951032965197,TP,2026-01-19 00:00:00+00:00,93614.0,R150,0.95
1h,2026-01-19 00:00:00+00:00,26716,6,MOMENTUM,SHORT,10.030135179444036,2026-W04,-0.0002545624672182765,TIME,2026-01-19 06:00:00+00:00,92658.2,R150,0.95
1h,2026-01-29 15:00:00+00:00,26971,6,MOMENTUM,SHORT,9.212604709708504,2026-W05,-0.008520533740276002,SL,2026-01-29 17:00:00+00:00,84897.9,R150,0.95
1h,2026-02-03 18:00:00+00:00,27094,6,MOMENTUM,SHORT,7.650829145792626,2026-W06,-0.014003177623124361,SL,2026-02-03 19:00:00+00:00,73111.7,R150,0.95
1h,2026-02-12 16:00:00+00:00,27308,6,MOMENTUM,SHORT,6.076348540605428,2026-W07,-0.008134186951297138,TIME,2026-02-12 22:00:00+00:00,65825.7,R150,0.95
1h,2026-02-16 15:00:00+00:00,27403,6,MOMENTUM,SHORT,5.248848429958642,2026-W08,-0.010822414998989447,SL,2026-02-16 18:00:00+00:00,67505.5,R150,0.95
1h,2026-02-23 01:00:00+00:00,27557,6,MOMENTUM,SHORT,12.254816005142986,2026-W09,-0.009289369848133054,SL,2026-02-23 03:00:00+00:00,64387.2,R150,0.95
1h,2026-03-02 15:00:00+00:00,27739,6,MOMENTUM,LONG,7.427451377323644,2026-W10,0.002520894757638782,TIME,2026-03-02 21:00:00+00:00,69089.1,R150,0.95
1h,2026-03-15 22:00:00+00:00,28058,6,MOMENTUM,LONG,5.265825264325208,2026-W11,-0.007557053114291055,SL,2026-03-16 01:00:00+00:00,72715.7,R150,0.95
1h,2026-03-21 23:00:00+00:00,28203,6,MOMENTUM,SHORT,9.94096530575558,2026-W12,0.005716897342329998,TP,2026-03-22 00:00:00+00:00,68881.5,R150,0.95
1h,2026-03-27 10:00:00+00:00,28334,6,MOMENTUM,SHORT,5.946175869531854,2026-W13,0.006187747154525249,TIME,2026-03-27 16:00:00+00:00,66456.4,R150,0.95
4h,2026-04-05 20:00:00+00:00,7126,3,MOMENTUM,LONG,6.798838729221097,2026-W14,0.009575958212392712,TP,2026-04-06 08:00:00+00:00,68997.9,R150,0.95
