signal_ts,entry_ts,friday_wib,period,direction,ret5,flow5,qv5,vol_rel,flow_strength_rel,close_pos,pnl,win,reason
2026-05-21 19:45:00+00:00,2026-05-21 20:00:00+00:00,2026-05-22,validation,SHORT,-9.270668762861867e-05,0.2860120006149418,40185166.755899996,2.008494608789531,1.6288124592577458,0.4166228300894751,-7.249999999999999,0,SL
2026-06-11 17:30:00+00:00,2026-06-11 17:45:00+00:00,2026-06-12,validation,LONG,0.0016281774381126102,-0.22147336471397916,91865738.2872,3.5061604317687327,1.4259063052807945,0.698816568047343,-7.249999999999999,0,SL
2026-06-12 01:00:00+00:00,2026-06-12 01:15:00+00:00,2026-06-12,validation,SHORT,-0.00044735540496676496,0.22766443961508043,25747782.3542,1.0573049214485242,1.3513288007968152,0.12675296655879578,-7.249999999999999,0,SL
2026-06-12 05:30:00+00:00,2026-06-12 05:45:00+00:00,2026-06-12,validation,SHORT,-2.5250771726659238e-05,0.24581477401146046,27115751.864,1.2082459969838253,1.4713724008023346,0.35030303030304794,-7.249999999999999,0,SL
2026-06-12 08:15:00+00:00,2026-06-12 08:30:00+00:00,2026-06-12,validation,LONG,0.00046793539655554106,-0.18271021450708858,30981100.7418,1.3306436804781783,1.0787119310354827,0.7399880454273748,-7.249999999999999,0,SL
2026-06-18 18:30:00+00:00,2026-06-18 18:45:00+00:00,2026-06-19,validation,LONG,0.0007751208534623188,-0.5354970938191674,87735662.2831,2.9406526692616195,2.940864540948912,0.5530694205392992,-7.249999999999999,0,SL
2026-06-19 16:15:00+00:00,2026-06-19 16:30:00+00:00,2026-06-19,validation,SHORT,-0.0001295531207292644,0.31674391291360804,20274588.9543,1.0919109168687027,1.655314600007055,0.3662745098039558,-7.249999999999999,0,SL
2026-06-26 12:00:00+00:00,2026-06-26 12:15:00+00:00,2026-06-26,validation,LONG,0.0004729954922351176,-0.22823734904557869,39615900.155300006,1.0873834915277396,1.6855663831340524,0.6676283900749864,-7.249999999999999,0,SL
2026-07-10 01:30:00+00:00,2026-07-10 01:45:00+00:00,2026-07-10,validation,SHORT,-5.8390935201768634e-05,0.28439512400665223,23016318.358,1.0044590556324513,1.7998838285281313,0.4450301204819618,-7.249999999999999,0,SL
2026-07-10 14:45:00+00:00,2026-07-10 15:00:00+00:00,2026-07-10,validation,SHORT,-0.0010833677259595165,0.17243705064024972,60243578.3866,2.763738582673808,1.0659743087154592,0.10591035303452499,-7.249999999999999,0,SL
2026-07-16 22:30:00+00:00,2026-07-16 22:45:00+00:00,2026-07-17,validation,SHORT,-0.0005851019013470848,0.36824813770419906,37574515.6944,2.3435359313561586,2.3411004428426865,0.34941249226964144,-7.249999999999999,0,SL
2026-07-17 05:45:00+00:00,2026-07-17 06:00:00+00:00,2026-07-17,validation,SHORT,-0.00020693947657046685,0.25695423333749146,85693695.9337,3.9445740968306717,1.613691849987157,0.27136972193616465,-7.249999999999999,0,SL
2026-07-17 11:30:00+00:00,2026-07-17 11:45:00+00:00,2026-07-17,validation,LONG,0.00019601024311599602,-0.19353011189013414,36034530.1064,1.6156674129521418,1.1796695039963805,0.9925,5.75,1,TP
2026-07-17 13:30:00+00:00,2026-07-17 13:45:00+00:00,2026-07-17,validation,SHORT,-0.00024138719305055734,0.2231498950364188,104057003.55229999,4.477910348941093,1.3166966947985461,0.08537181996086401,-7.249999999999999,0,SL
2026-07-24 09:15:00+00:00,2026-07-24 09:30:00+00:00,2026-07-24,validation,SHORT,-4.311360280351284e-05,0.2620825752980922,43814527.3391,2.3337378993109152,1.3663696039967432,0.17452830188682078,5.75,1,TP
2026-07-31 03:45:00+00:00,2026-07-31 04:00:00+00:00,2026-07-31,validation,SHORT,-0.0009952164401682007,0.48807784304903556,50308966.143199995,3.0596021828057554,2.7640948683694146,0.3119170984455808,-7.249999999999999,0,SL
2026-07-31 14:30:00+00:00,2026-07-31 14:45:00+00:00,2026-07-31,validation,SHORT,-7.659130401482805e-05,0.3251781978684023,97912600.8432,4.926517981567384,1.6891950799886348,0.4117379435850719,-7.249999999999999,0,SL
2026-08-06 18:15:00+00:00,2026-08-06 18:30:00+00:00,2026-08-07,validation,SHORT,-0.00028990809758266955,0.28557840870689266,17284895.4837,1.049744370461489,1.5936386742435062,0.1425641025641175,-7.249999999999999,0,SL
2026-08-07 02:15:00+00:00,2026-08-07 02:30:00+00:00,2026-08-07,validation,SHORT,-0.0007258473140540067,0.36353455095047216,33386757.5026,2.2961728583211083,2.012658619802916,0.07579365079364501,-7.249999999999999,0,SL
2026-08-07 15:00:00+00:00,2026-08-07 15:15:00+00:00,2026-08-07,validation,SHORT,-0.0009200665278874531,0.2211283287182102,19552361.4191,1.2041596522840257,1.1742229454957176,0.4878048780487714,-7.249999999999999,0,SL
2026-08-14 01:00:00+00:00,2026-08-14 01:15:00+00:00,2026-08-14,validation,SHORT,-0.00022836407848791929,0.44576220844524106,17810393.3947,1.1266519033737192,2.0077321027940163,0.22763507528783666,-7.249999999999999,0,SL
