rule,week,week_start,breakout_ts,accept_ts,signal_ts,signal_i,side,level,instance,accept_closes,body_required,entry_ts,exit_ts,entry,tp,sl,reason,net_ret,hours,partition,selector
A1_HOLD,2025-W21,2025-05-19 00:00:00+00:00,2025-05-19 14:00:00+00:00,2025-05-19 15:00:00+00:00,2025-05-20 13:00:00+00:00,47197,LONG,104273.87916666667,2025-05-12T00:00:00+00:00,1,False,2025-05-20 14:00:00+00:00,2025-05-20 17:00:00+00:00,104395.5,105596.04825,103508.13825,TP,0.010000000000000066,4,reference_validation,PRIMARY_RULE
A1_HOLD,2025-W26,2025-06-23 00:00:00+00:00,2025-06-25 10:00:00+00:00,2025-06-25 11:00:00+00:00,2025-06-25 12:00:00+00:00,48060,LONG,106877.8875,2025-06-16T00:00:00+00:00,1,False,2025-06-25 13:00:00+00:00,2025-06-29 11:00:00+00:00,107177.9,108410.44585,106266.88785,TP,0.010000000000000066,95,reference_validation,PRIMARY_RULE
A1_HOLD,2025-W29,2025-07-14 00:00:00+00:00,2025-07-14 02:00:00+00:00,2025-07-14 03:00:00+00:00,2025-07-14 16:00:00+00:00,48520,LONG,119399.6875,2025-07-07T00:00:00+00:00,1,False,2025-07-14 17:00:00+00:00,2025-07-15 00:00:00+00:00,120261.0,121644.00150000001,119238.78150000001,SL,-0.009999999999999952,8,reference_validation,PRIMARY_RULE
A1_HOLD,2025-W33,2025-08-11 00:00:00+00:00,2025-08-12 00:00:00+00:00,2025-08-12 01:00:00+00:00,2025-08-12 02:00:00+00:00,49202,LONG,118872.55625,2025-08-04T00:00:00+00:00,1,False,2025-08-12 03:00:00+00:00,2025-08-13 10:00:00+00:00,119003.7,120372.24255000001,117992.16855,TP,0.010000000000000066,32,reference_validation,PRIMARY_RULE
A1_HOLD,2025-W36,2025-09-01 00:00:00+00:00,2025-09-03 14:00:00+00:00,2025-09-03 15:00:00+00:00,2025-09-03 16:00:00+00:00,49744,LONG,111639.95625,2025-08-25T00:00:00+00:00,1,False,2025-09-03 17:00:00+00:00,2025-09-04 04:00:00+00:00,111809.9,113095.71385,110859.51585,SL,-0.009999999999999952,12,reference_validation,PRIMARY_RULE
A1_HOLD,2025-W37,2025-09-08 00:00:00+00:00,2025-09-08 08:00:00+00:00,2025-09-08 09:00:00+00:00,2025-09-09 00:00:00+00:00,49872,LONG,111427.8,2025-09-01T00:00:00+00:00,1,False,2025-09-09 01:00:00+00:00,2025-09-09 06:00:00+00:00,111598.0,112881.37700000001,110649.417,TP,0.010000000000000066,6,reference_validation,PRIMARY_RULE
A1_HOLD,2025-W49,2025-12-01 00:00:00+00:00,2025-12-03 02:00:00+00:00,2025-12-03 03:00:00+00:00,2025-12-03 04:00:00+00:00,51916,LONG,92589.15,2025-11-24T00:00:00+00:00,1,False,2025-12-03 05:00:00+00:00,2025-12-03 14:00:00+00:00,93302.1,94375.07415000001,92509.03215000001,SL,-0.009999999999999952,10,reference_validation,PRIMARY_RULE
A1_HOLD,2025-W52,2025-12-22 00:00:00+00:00,2025-12-22 04:00:00+00:00,2025-12-22 05:00:00+00:00,2025-12-22 06:00:00+00:00,52374,LONG,88750.49583333333,2025-12-15T00:00:00+00:00,1,False,2025-12-22 07:00:00+00:00,2025-12-22 11:00:00+00:00,88867.3,89889.27395,88111.92795000001,TP,0.010000000000000066,5,reference_validation,PRIMARY_RULE
A1_HOLD,2026-W09,2026-02-23 00:00:00+00:00,2026-02-25 16:00:00+00:00,2026-02-25 17:00:00+00:00,2026-02-25 22:00:00+00:00,53950,LONG,68135.5,2026-02-16T00:00:00+00:00,1,False,2026-02-25 23:00:00+00:00,2026-02-25 23:00:00+00:00,68402.0,69188.623,67820.583,SL,-0.010000000000000063,1,reference_validation,PRIMARY_RULE
A1_HOLD,2026-W16,2026-04-13 00:00:00+00:00,2026-04-13 22:00:00+00:00,2026-04-13 23:00:00+00:00,2026-04-15 07:00:00+00:00,55111,LONG,73647.09999999999,2026-04-06T00:00:00+00:00,1,False,2026-04-15 08:00:00+00:00,2026-04-15 19:00:00+00:00,73705.2,74552.8098,73078.7058,TP,0.010000000000000066,12,reference_validation,PRIMARY_RULE
A1_HOLD,2026-W20,2026-05-11 00:00:00+00:00,2026-05-11 17:00:00+00:00,2026-05-11 18:00:00+00:00,2026-05-11 21:00:00+00:00,55749,LONG,81555.675,2026-05-04T00:00:00+00:00,1,False,2026-05-11 22:00:00+00:00,2026-05-12 01:00:00+00:00,81784.6,82725.12290000002,81089.4309,SL,-0.009999999999999952,4,reference_validation,PRIMARY_RULE
A1_HOLD,2026-W29,2026-07-13 00:00:00+00:00,2026-07-14 15:00:00+00:00,2026-07-14 16:00:00+00:00,2026-07-14 17:00:00+00:00,57281,LONG,64338.26458333334,2026-07-06T00:00:00+00:00,1,False,2026-07-14 18:00:00+00:00,2026-07-15 13:00:00+00:00,64597.5,65340.371250000004,64048.42125000001,TP,0.010000000000000066,20,reference_validation,PRIMARY_RULE
A1_HOLD,2026-W30,2026-07-20 00:00:00+00:00,2026-07-20 15:00:00+00:00,2026-07-20 16:00:00+00:00,2026-07-20 19:00:00+00:00,57427,LONG,65037.910416666666,2026-07-13T00:00:00+00:00,1,False,2026-07-20 20:00:00+00:00,2026-07-21 05:00:00+00:00,65119.3,65868.17195,64565.785950000005,TP,0.010000000000000066,10,reference_validation,PRIMARY_RULE
