utc_date,anchor,anchor_kind,session,anchor_ts,frozen_high,frozen_low,anchor_price,range_location,location_bucket,pretrend,archetype,first_sweep_side,pattern_complete_ts,diagnostic_entry_ts,direction_map,signed_ret60,signed_ret240,positive60,positive240,opposite_level_6h
2026-08-16,NEW_YORK_OPEN,OPEN,NEW_YORK,2026-08-16 13:00:00+00:00,63132.2,62928.5,62986.4,0.2842415316642233,MID,PRE_UP,NO_SWEEP,N,2026-08-16 14:15:00+00:00,2026-08-16 14:30:00+00:00,,,,,,
2026-08-16,NEW_YORK_CLOSE,CLOSE,NEW_YORK,2026-08-16 22:00:00+00:00,63370.0,62700.1,62900.1,0.29855202268995307,MID,PRE_DOWN,LOW_IMMEDIATE_RECLAIM,L,2026-08-16 22:30:00+00:00,2026-08-16 22:45:00+00:00,LONG,0.0017062943301958103,0.0074576692433675745,1.0,1.0,True
2026-08-17,ASIA_OPEN,OPEN,ASIA,2026-08-17 00:00:00+00:00,63370.0,62681.1,62876.0,0.28291479169690964,MID,PRE_DOWN,NO_SWEEP,N,2026-08-17 01:15:00+00:00,2026-08-17 01:30:00+00:00,,,,,,
2026-08-17,ASIA_CLOSE,CLOSE,ASIA,2026-08-17 08:00:00+00:00,63693.2,62723.9,63493.5,0.7939750335293532,NEAR_HIGH,PRE_DOWN,NO_SWEEP,N,2026-08-17 09:15:00+00:00,2026-08-17 09:30:00+00:00,,,,,,
2026-08-17,LONDON_OPEN,OPEN,LONDON,2026-08-17 07:00:00+00:00,63693.2,62723.9,63633.2,0.9380996595481272,NEAR_HIGH,PRE_UP,NO_SWEEP,N,2026-08-17 08:15:00+00:00,2026-08-17 08:30:00+00:00,,,,,,
2026-08-17,LONDON_CLOSE,CLOSE,LONDON,2026-08-17 16:00:00+00:00,64199.9,62723.9,64169.8,0.9796070460704617,NEAR_HIGH,PRE_UP,HIGH_IMMEDIATE_RECLAIM,H,2026-08-17 17:15:00+00:00,2026-08-17 17:30:00+00:00,SHORT,-0.004514584742355393,-0.002075742794897243,0.0,0.0,False
2026-08-17,NEW_YORK_OPEN,OPEN,NEW_YORK,2026-08-17 13:00:00+00:00,63753.0,62723.9,63526.6,0.7800019434457276,NEAR_HIGH,PRE_DOWN,HIGH_IMMEDIATE_RECLAIM,H,2026-08-17 13:30:00+00:00,2026-08-17 13:45:00+00:00,SHORT,0.0005217927037035394,-0.008754172769964857,1.0,0.0,False
2026-08-17,NEW_YORK_CLOSE,CLOSE,NEW_YORK,2026-08-17 22:00:00+00:00,64600.8,62723.9,64350.2,0.8664819649421889,NEAR_HIGH,PRE_DOWN,NO_SWEEP,N,2026-08-17 23:15:00+00:00,2026-08-17 23:30:00+00:00,,,,,,
2026-08-18,ASIA_OPEN,OPEN,ASIA,2026-08-18 00:00:00+00:00,64600.8,62723.9,64504.1,0.9484788747402609,NEAR_HIGH,PRE_UP,NO_SWEEP,N,2026-08-18 01:15:00+00:00,2026-08-18 01:30:00+00:00,,,,,,
2026-08-18,ASIA_CLOSE,CLOSE,ASIA,2026-08-18 08:00:00+00:00,64541.6,64000.0,64170.8,0.31536189069424553,MID,PRE_DOWN,NO_SWEEP,N,2026-08-18 09:15:00+00:00,2026-08-18 09:30:00+00:00,,,,,,
2026-08-18,LONDON_OPEN,OPEN,LONDON,2026-08-18 07:00:00+00:00,64541.6,64000.0,64297.9,0.5500369276218653,MID,PRE_UP,NO_SWEEP,N,2026-08-18 08:15:00+00:00,2026-08-18 08:30:00+00:00,,,,,,
2026-08-18,LONDON_CLOSE,CLOSE,LONDON,2026-08-18 16:00:00+00:00,65057.9,63979.2,64823.9,0.7830722165569676,NEAR_HIGH,PRE_UP,NO_SWEEP,N,2026-08-18 17:15:00+00:00,2026-08-18 17:30:00+00:00,,,,,,
2026-08-18,NEW_YORK_OPEN,OPEN,NEW_YORK,2026-08-18 13:00:00+00:00,64541.6,64000.0,64194.6,0.3593057607090086,MID,PRE_DOWN,DOUBLE_LOW_THEN_HIGH,B,2026-08-18 14:15:00+00:00,2026-08-18 14:30:00+00:00,,,,,,
2026-08-18,NEW_YORK_CLOSE,CLOSE,NEW_YORK,2026-08-18 22:00:00+00:00,65057.9,63979.2,64576.0,0.5532585519606938,MID,PRE_UP,NO_SWEEP,N,2026-08-18 23:15:00+00:00,2026-08-18 23:30:00+00:00,,,,,,
