zone,session_date,year,ref_start,ref_end,exec_start,exec_end,ref_bars,exec_bars,status,H,L,R,k1_ts,leave_ts,h2_ts,terminal,entry_signal_ts,entry_ts,entry_px,has_k1,has_leave,upstream_h2,has_entry,h2_after_entry,trade_net_win,trade_net_return,trade_pnl_usd_500,trade_exit_type,trade_exit_ts,trade_rr,entry_structural_terminal
Z20,2022-06-19,2022,2022-06-19 20:00:00+00:00,2022-06-20 00:00:00+00:00,2022-06-20 00:00:00+00:00,2022-06-20 04:00:00+00:00,48,48,OK,216.8,211.17,5.630000000000024,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z00,2022-06-20,2022,2022-06-20 00:00:00+00:00,2022-06-20 04:00:00+00:00,2022-06-20 04:00:00+00:00,2022-06-20 08:00:00+00:00,48,48,OK,216.2,205.43,10.769999999999982,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z04,2022-06-20,2022,2022-06-20 04:00:00+00:00,2022-06-20 08:00:00+00:00,2022-06-20 08:00:00+00:00,2022-06-20 12:00:00+00:00,48,48,OK,209.55,204.51,5.0400000000000205,2022-06-20 08:10:00+00:00,2022-06-20 08:15:00+00:00,2022-06-20 08:15:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z08,2022-06-20,2022,2022-06-20 08:00:00+00:00,2022-06-20 12:00:00+00:00,2022-06-20 12:00:00+00:00,2022-06-20 16:00:00+00:00,48,48,OK,217.46,206.58,10.879999999999995,2022-06-20 14:30:00+00:00,2022-06-20 14:40:00+00:00,2022-06-20 14:45:00+00:00,H2,2022-06-20 14:40:00+00:00,2022-06-20 14:45:00+00:00,216.77,True,True,True,True,True,True,0.0025134704986851677,1.2567352493425838,SESSION_CLOSE,2022-06-20 15:55:00+00:00,1.211397058823528,H2
Z12,2022-06-20,2022,2022-06-20 12:00:00+00:00,2022-06-20 16:00:00+00:00,2022-06-20 16:00:00+00:00,2022-06-20 20:00:00+00:00,48,48,OK,219.58,211.51,8.070000000000022,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z16,2022-06-20,2022,2022-06-20 16:00:00+00:00,2022-06-20 20:00:00+00:00,2022-06-20 20:00:00+00:00,2022-06-21 00:00:00+00:00,48,48,OK,217.82,211.0,6.819999999999993,2022-06-20 23:35:00+00:00,2022-06-20 23:50:00+00:00,,NO_H2_BY_END,,,,True,True,False,False,False,False,,,,,,
Z20,2022-06-20,2022,2022-06-20 20:00:00+00:00,2022-06-21 00:00:00+00:00,2022-06-21 00:00:00+00:00,2022-06-21 04:00:00+00:00,48,48,OK,217.99,212.55,5.439999999999998,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z00,2022-06-21,2022,2022-06-21 00:00:00+00:00,2022-06-21 04:00:00+00:00,2022-06-21 04:00:00+00:00,2022-06-21 08:00:00+00:00,48,48,OK,219.29,212.94,6.349999999999994,2022-06-21 05:10:00+00:00,2022-06-21 05:15:00+00:00,2022-06-21 05:15:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z04,2022-06-21,2022,2022-06-21 04:00:00+00:00,2022-06-21 08:00:00+00:00,2022-06-21 08:00:00+00:00,2022-06-21 12:00:00+00:00,48,48,OK,225.88,216.03,9.849999999999994,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z08,2022-06-21,2022,2022-06-21 08:00:00+00:00,2022-06-21 12:00:00+00:00,2022-06-21 12:00:00+00:00,2022-06-21 16:00:00+00:00,48,48,OK,223.98,218.53,5.449999999999989,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z12,2022-06-21,2022,2022-06-21 12:00:00+00:00,2022-06-21 16:00:00+00:00,2022-06-21 16:00:00+00:00,2022-06-21 20:00:00+00:00,48,48,OK,228.22,218.86,9.359999999999985,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z16,2022-06-21,2022,2022-06-21 16:00:00+00:00,2022-06-21 20:00:00+00:00,2022-06-21 20:00:00+00:00,2022-06-22 00:00:00+00:00,48,48,OK,227.28,219.55,7.72999999999999,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z20,2022-06-21,2022,2022-06-21 20:00:00+00:00,2022-06-22 00:00:00+00:00,2022-06-22 00:00:00+00:00,2022-06-22 04:00:00+00:00,48,48,OK,222.27,216.88,5.390000000000015,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z00,2022-06-22,2022,2022-06-22 00:00:00+00:00,2022-06-22 04:00:00+00:00,2022-06-22 04:00:00+00:00,2022-06-22 08:00:00+00:00,48,48,OK,220.37,214.41,5.960000000000008,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z04,2022-06-22,2022,2022-06-22 04:00:00+00:00,2022-06-22 08:00:00+00:00,2022-06-22 08:00:00+00:00,2022-06-22 12:00:00+00:00,48,48,OK,217.79,211.46,6.329999999999984,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z08,2022-06-22,2022,2022-06-22 08:00:00+00:00,2022-06-22 12:00:00+00:00,2022-06-22 12:00:00+00:00,2022-06-22 16:00:00+00:00,48,48,OK,217.29,211.0,6.289999999999992,2022-06-22 13:30:00+00:00,2022-06-22 13:35:00+00:00,2022-06-22 13:45:00+00:00,H2,2022-06-22 13:35:00+00:00,2022-06-22 13:40:00+00:00,216.79,True,True,True,True,True,True,0.009510655473038478,4.755327736519239,TP,2022-06-22 14:00:00+00:00,1.2649708532061472,H2
Z12,2022-06-22,2022,2022-06-22 12:00:00+00:00,2022-06-22 16:00:00+00:00,2022-06-22 16:00:00+00:00,2022-06-22 20:00:00+00:00,48,48,OK,220.8,212.82,7.980000000000018,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z16,2022-06-22,2022,2022-06-22 16:00:00+00:00,2022-06-22 20:00:00+00:00,2022-06-22 20:00:00+00:00,2022-06-23 00:00:00+00:00,48,48,OK,218.13,212.76,5.3700000000000045,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z20,2022-06-22,2022,2022-06-22 20:00:00+00:00,2022-06-23 00:00:00+00:00,2022-06-23 00:00:00+00:00,2022-06-23 04:00:00+00:00,48,48,OK,216.89,212.72,4.1699999999999875,2022-06-23 00:10:00+00:00,2022-06-23 00:15:00+00:00,2022-06-23 00:15:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z00,2022-06-23,2022,2022-06-23 00:00:00+00:00,2022-06-23 04:00:00+00:00,2022-06-23 04:00:00+00:00,2022-06-23 08:00:00+00:00,48,48,OK,221.7,213.79,7.909999999999997,2022-06-23 05:35:00+00:00,2022-06-23 05:40:00+00:00,2022-06-23 06:20:00+00:00,H2,2022-06-23 05:55:00+00:00,2022-06-23 06:00:00+00:00,220.33,True,True,True,True,True,True,0.015488154132437483,7.7440770662187415,TP,2022-06-23 07:10:00+00:00,1.577328276443313,H2
Z04,2022-06-23,2022,2022-06-23 04:00:00+00:00,2022-06-23 08:00:00+00:00,2022-06-23 08:00:00+00:00,2022-06-23 12:00:00+00:00,48,48,OK,224.17,217.24,6.929999999999978,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z08,2022-06-23,2022,2022-06-23 08:00:00+00:00,2022-06-23 12:00:00+00:00,2022-06-23 12:00:00+00:00,2022-06-23 16:00:00+00:00,48,48,OK,229.37,221.21,8.159999999999997,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z12,2022-06-23,2022,2022-06-23 12:00:00+00:00,2022-06-23 16:00:00+00:00,2022-06-23 16:00:00+00:00,2022-06-23 20:00:00+00:00,48,48,OK,228.45,220.78,7.6699999999999875,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z16,2022-06-23,2022,2022-06-23 16:00:00+00:00,2022-06-23 20:00:00+00:00,2022-06-23 20:00:00+00:00,2022-06-24 00:00:00+00:00,48,48,OK,229.44,220.7,8.740000000000009,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z20,2022-06-23,2022,2022-06-23 20:00:00+00:00,2022-06-24 00:00:00+00:00,2022-06-24 00:00:00+00:00,2022-06-24 04:00:00+00:00,48,48,OK,230.67,226.05,4.619999999999976,2022-06-24 00:15:00+00:00,2022-06-24 00:25:00+00:00,2022-06-24 01:15:00+00:00,H2,2022-06-24 00:40:00+00:00,2022-06-24 00:45:00+00:00,229.51,True,True,True,True,True,False,-0.007538952551087106,-3.7694762755435534,SL,2022-06-24 01:00:00+00:00,1.836940836940837,H2
Z00,2022-06-24,2022,2022-06-24 00:00:00+00:00,2022-06-24 04:00:00+00:00,2022-06-24 04:00:00+00:00,2022-06-24 08:00:00+00:00,48,48,OK,234.5,228.1,6.400000000000006,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z04,2022-06-24,2022,2022-06-24 04:00:00+00:00,2022-06-24 08:00:00+00:00,2022-06-24 08:00:00+00:00,2022-06-24 12:00:00+00:00,48,48,OK,232.66,229.4,3.259999999999991,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z08,2022-06-24,2022,2022-06-24 08:00:00+00:00,2022-06-24 12:00:00+00:00,2022-06-24 12:00:00+00:00,2022-06-24 16:00:00+00:00,48,48,OK,238.29,230.6,7.689999999999998,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z12,2022-06-24,2022,2022-06-24 12:00:00+00:00,2022-06-24 16:00:00+00:00,2022-06-24 16:00:00+00:00,2022-06-24 20:00:00+00:00,48,48,OK,242.08,234.76,7.320000000000022,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z16,2022-06-24,2022,2022-06-24 16:00:00+00:00,2022-06-24 20:00:00+00:00,2022-06-24 20:00:00+00:00,2022-06-25 00:00:00+00:00,48,48,OK,239.14,233.16,5.97999999999999,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z20,2022-06-24,2022,2022-06-24 20:00:00+00:00,2022-06-25 00:00:00+00:00,2022-06-25 00:00:00+00:00,2022-06-25 04:00:00+00:00,48,48,OK,243.4,237.34,6.060000000000002,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z00,2022-06-25,2022,2022-06-25 00:00:00+00:00,2022-06-25 04:00:00+00:00,2022-06-25 04:00:00+00:00,2022-06-25 08:00:00+00:00,48,48,OK,241.67,235.4,6.269999999999982,2022-06-25 07:20:00+00:00,2022-06-25 07:25:00+00:00,2022-06-25 07:30:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z04,2022-06-25,2022,2022-06-25 04:00:00+00:00,2022-06-25 08:00:00+00:00,2022-06-25 08:00:00+00:00,2022-06-25 12:00:00+00:00,48,48,OK,242.0,237.0,5.0,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z08,2022-06-25,2022,2022-06-25 08:00:00+00:00,2022-06-25 12:00:00+00:00,2022-06-25 12:00:00+00:00,2022-06-25 16:00:00+00:00,48,48,OK,241.84,236.63,5.210000000000008,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z12,2022-06-25,2022,2022-06-25 12:00:00+00:00,2022-06-25 16:00:00+00:00,2022-06-25 16:00:00+00:00,2022-06-25 20:00:00+00:00,48,48,OK,238.17,229.33,8.839999999999975,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z16,2022-06-25,2022,2022-06-25 16:00:00+00:00,2022-06-25 20:00:00+00:00,2022-06-25 20:00:00+00:00,2022-06-26 00:00:00+00:00,48,48,OK,236.89,230.24,6.649999999999977,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z20,2022-06-25,2022,2022-06-25 20:00:00+00:00,2022-06-26 00:00:00+00:00,2022-06-26 00:00:00+00:00,2022-06-26 04:00:00+00:00,48,48,OK,240.28,235.1,5.180000000000007,2022-06-26 00:05:00+00:00,2022-06-26 00:10:00+00:00,,NO_H2_BY_END,2022-06-26 00:15:00+00:00,2022-06-26 00:20:00+00:00,238.54,True,True,False,True,False,False,-0.00801463066990865,-4.007315334954325,SL,2022-06-26 01:30:00+00:00,2.119691119691124,NO_H2_BY_END
Z00,2022-06-26,2022,2022-06-26 00:00:00+00:00,2022-06-26 04:00:00+00:00,2022-06-26 04:00:00+00:00,2022-06-26 08:00:00+00:00,48,48,OK,240.48,236.07,4.409999999999997,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z04,2022-06-26,2022,2022-06-26 04:00:00+00:00,2022-06-26 08:00:00+00:00,2022-06-26 08:00:00+00:00,2022-06-26 12:00:00+00:00,48,48,OK,240.38,237.26,3.1200000000000045,2022-06-26 08:20:00+00:00,2022-06-26 08:25:00+00:00,2022-06-26 08:30:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z08,2022-06-26,2022,2022-06-26 08:00:00+00:00,2022-06-26 12:00:00+00:00,2022-06-26 12:00:00+00:00,2022-06-26 16:00:00+00:00,48,48,OK,243.84,238.01,5.8300000000000125,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z12,2022-06-26,2022,2022-06-26 12:00:00+00:00,2022-06-26 16:00:00+00:00,2022-06-26 16:00:00+00:00,2022-06-26 20:00:00+00:00,48,48,OK,245.46,237.62,7.840000000000003,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z16,2022-06-26,2022,2022-06-26 16:00:00+00:00,2022-06-26 20:00:00+00:00,2022-06-26 20:00:00+00:00,2022-06-27 00:00:00+00:00,48,48,OK,240.23,235.52,4.7099999999999795,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z20,2022-06-26,2022,2022-06-26 20:00:00+00:00,2022-06-27 00:00:00+00:00,2022-06-27 00:00:00+00:00,2022-06-27 04:00:00+00:00,48,48,OK,240.0,233.0,7.0,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z00,2022-06-27,2022,2022-06-27 00:00:00+00:00,2022-06-27 04:00:00+00:00,2022-06-27 04:00:00+00:00,2022-06-27 08:00:00+00:00,48,48,OK,237.92,233.05,4.869999999999976,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z04,2022-06-27,2022,2022-06-27 04:00:00+00:00,2022-06-27 08:00:00+00:00,2022-06-27 08:00:00+00:00,2022-06-27 12:00:00+00:00,48,48,OK,240.38,236.82,3.5600000000000023,2022-06-27 08:35:00+00:00,2022-06-27 08:40:00+00:00,2022-06-27 08:55:00+00:00,H2,2022-06-27 08:50:00+00:00,2022-06-27 08:55:00+00:00,240.09,True,True,True,True,True,False,-0.005948331875546718,-2.974165937773359,SL,2022-06-27 11:20:00+00:00,1.271535580524334,H2
Z08,2022-06-27,2022,2022-06-27 08:00:00+00:00,2022-06-27 12:00:00+00:00,2022-06-27 12:00:00+00:00,2022-06-27 16:00:00+00:00,48,48,OK,240.9,237.82,3.0800000000000125,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z12,2022-06-27,2022,2022-06-27 12:00:00+00:00,2022-06-27 16:00:00+00:00,2022-06-27 16:00:00+00:00,2022-06-27 20:00:00+00:00,48,48,OK,238.35,229.9,8.449999999999989,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z16,2022-06-27,2022,2022-06-27 16:00:00+00:00,2022-06-27 20:00:00+00:00,2022-06-27 20:00:00+00:00,2022-06-28 00:00:00+00:00,48,48,OK,236.76,231.23,5.530000000000001,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z20,2022-06-27,2022,2022-06-27 20:00:00+00:00,2022-06-28 00:00:00+00:00,2022-06-28 00:00:00+00:00,2022-06-28 04:00:00+00:00,48,48,OK,236.09,232.77,3.319999999999993,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z00,2022-06-28,2022,2022-06-28 00:00:00+00:00,2022-06-28 04:00:00+00:00,2022-06-28 04:00:00+00:00,2022-06-28 08:00:00+00:00,48,48,OK,235.48,230.33,5.149999999999977,2022-06-28 06:05:00+00:00,2022-06-28 06:10:00+00:00,2022-06-28 06:10:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z04,2022-06-28,2022,2022-06-28 04:00:00+00:00,2022-06-28 08:00:00+00:00,2022-06-28 08:00:00+00:00,2022-06-28 12:00:00+00:00,48,48,OK,238.27,233.2,5.070000000000022,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z08,2022-06-28,2022,2022-06-28 08:00:00+00:00,2022-06-28 12:00:00+00:00,2022-06-28 12:00:00+00:00,2022-06-28 16:00:00+00:00,48,48,OK,240.51,237.01,3.5,2022-06-28 12:15:00+00:00,2022-06-28 12:25:00+00:00,2022-06-28 13:30:00+00:00,H2,2022-06-28 12:35:00+00:00,2022-06-28 12:40:00+00:00,239.43,True,True,True,True,True,False,-0.005885415361483624,-2.942707680741812,SL,2022-06-28 12:45:00+00:00,2.0285714285714023,H2
Z12,2022-06-28,2022,2022-06-28 12:00:00+00:00,2022-06-28 16:00:00+00:00,2022-06-28 16:00:00+00:00,2022-06-28 20:00:00+00:00,48,48,OK,242.59,234.3,8.289999999999992,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z16,2022-06-28,2022,2022-06-28 16:00:00+00:00,2022-06-28 20:00:00+00:00,2022-06-28 20:00:00+00:00,2022-06-29 00:00:00+00:00,48,48,OK,236.39,231.61,4.779999999999973,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z20,2022-06-28,2022,2022-06-28 20:00:00+00:00,2022-06-29 00:00:00+00:00,2022-06-29 00:00:00+00:00,2022-06-29 04:00:00+00:00,48,48,OK,233.69,225.67,8.02000000000001,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z00,2022-06-29,2022,2022-06-29 00:00:00+00:00,2022-06-29 04:00:00+00:00,2022-06-29 04:00:00+00:00,2022-06-29 08:00:00+00:00,48,48,OK,229.55,223.36,6.189999999999998,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z04,2022-06-29,2022,2022-06-29 04:00:00+00:00,2022-06-29 08:00:00+00:00,2022-06-29 08:00:00+00:00,2022-06-29 12:00:00+00:00,48,48,OK,225.74,216.97,8.77000000000001,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z08,2022-06-29,2022,2022-06-29 08:00:00+00:00,2022-06-29 12:00:00+00:00,2022-06-29 12:00:00+00:00,2022-06-29 16:00:00+00:00,48,48,OK,222.14,217.18,4.9599999999999795,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z12,2022-06-29,2022,2022-06-29 12:00:00+00:00,2022-06-29 16:00:00+00:00,2022-06-29 16:00:00+00:00,2022-06-29 20:00:00+00:00,48,48,OK,220.72,215.21,5.509999999999991,2022-06-29 19:50:00+00:00,2022-06-29 19:55:00+00:00,2022-06-29 19:55:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z16,2022-06-29,2022,2022-06-29 16:00:00+00:00,2022-06-29 20:00:00+00:00,2022-06-29 20:00:00+00:00,2022-06-30 00:00:00+00:00,48,48,OK,221.05,215.6,5.450000000000017,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z20,2022-06-29,2022,2022-06-29 20:00:00+00:00,2022-06-30 00:00:00+00:00,2022-06-30 00:00:00+00:00,2022-06-30 04:00:00+00:00,48,48,OK,222.44,218.28,4.159999999999997,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z00,2022-06-30,2022,2022-06-30 00:00:00+00:00,2022-06-30 04:00:00+00:00,2022-06-30 04:00:00+00:00,2022-06-30 08:00:00+00:00,48,48,OK,220.11,216.1,4.010000000000019,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z04,2022-06-30,2022,2022-06-30 04:00:00+00:00,2022-06-30 08:00:00+00:00,2022-06-30 08:00:00+00:00,2022-06-30 12:00:00+00:00,48,48,OK,219.78,210.0,9.780000000000001,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z08,2022-06-30,2022,2022-06-30 08:00:00+00:00,2022-06-30 12:00:00+00:00,2022-06-30 12:00:00+00:00,2022-06-30 16:00:00+00:00,48,48,OK,211.41,205.42,5.990000000000009,2022-06-30 12:45:00+00:00,2022-06-30 12:50:00+00:00,2022-06-30 13:00:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z12,2022-06-30,2022,2022-06-30 12:00:00+00:00,2022-06-30 16:00:00+00:00,2022-06-30 16:00:00+00:00,2022-06-30 20:00:00+00:00,48,48,OK,213.13,207.01,6.1200000000000045,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z16,2022-06-30,2022,2022-06-30 16:00:00+00:00,2022-06-30 20:00:00+00:00,2022-06-30 20:00:00+00:00,2022-07-01 00:00:00+00:00,48,48,OK,215.36,210.5,4.860000000000014,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z20,2022-06-30,2022,2022-06-30 20:00:00+00:00,2022-07-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,2022-07-01 04:00:00+00:00,48,48,OK,219.76,209.62,10.139999999999986,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z00,2022-07-01,2022,2022-07-01 00:00:00+00:00,2022-07-01 04:00:00+00:00,2022-07-01 04:00:00+00:00,2022-07-01 08:00:00+00:00,48,48,OK,226.66,217.49,9.169999999999987,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z04,2022-07-01,2022,2022-07-01 04:00:00+00:00,2022-07-01 08:00:00+00:00,2022-07-01 08:00:00+00:00,2022-07-01 12:00:00+00:00,48,48,OK,223.14,217.53,5.609999999999985,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z08,2022-07-01,2022,2022-07-01 08:00:00+00:00,2022-07-01 12:00:00+00:00,2022-07-01 12:00:00+00:00,2022-07-01 16:00:00+00:00,48,48,OK,224.89,216.89,8.0,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z12,2022-07-01,2022,2022-07-01 12:00:00+00:00,2022-07-01 16:00:00+00:00,2022-07-01 16:00:00+00:00,2022-07-01 20:00:00+00:00,48,48,OK,219.18,213.31,5.8700000000000045,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z16,2022-07-01,2022,2022-07-01 16:00:00+00:00,2022-07-01 20:00:00+00:00,2022-07-01 20:00:00+00:00,2022-07-02 00:00:00+00:00,48,48,OK,218.6,214.36,4.239999999999981,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z20,2022-07-01,2022,2022-07-01 20:00:00+00:00,2022-07-02 00:00:00+00:00,2022-07-02 00:00:00+00:00,2022-07-02 04:00:00+00:00,48,48,OK,220.77,215.28,5.490000000000009,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z00,2022-07-02,2022,2022-07-02 00:00:00+00:00,2022-07-02 04:00:00+00:00,2022-07-02 04:00:00+00:00,2022-07-02 08:00:00+00:00,48,48,OK,218.74,213.59,5.150000000000006,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z04,2022-07-02,2022,2022-07-02 04:00:00+00:00,2022-07-02 08:00:00+00:00,2022-07-02 08:00:00+00:00,2022-07-02 12:00:00+00:00,48,48,OK,216.92,214.46,2.4599999999999795,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z08,2022-07-02,2022,2022-07-02 08:00:00+00:00,2022-07-02 12:00:00+00:00,2022-07-02 12:00:00+00:00,2022-07-02 16:00:00+00:00,48,48,OK,218.46,214.25,4.210000000000008,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z12,2022-07-02,2022,2022-07-02 12:00:00+00:00,2022-07-02 16:00:00+00:00,2022-07-02 16:00:00+00:00,2022-07-02 20:00:00+00:00,48,48,OK,217.59,214.31,3.280000000000001,2022-07-02 16:45:00+00:00,2022-07-02 16:50:00+00:00,2022-07-02 17:05:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z16,2022-07-02,2022,2022-07-02 16:00:00+00:00,2022-07-02 20:00:00+00:00,2022-07-02 20:00:00+00:00,2022-07-03 00:00:00+00:00,48,48,OK,219.24,215.04,4.200000000000017,2022-07-02 21:55:00+00:00,2022-07-02 22:00:00+00:00,2022-07-02 22:00:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z20,2022-07-02,2022,2022-07-02 20:00:00+00:00,2022-07-03 00:00:00+00:00,2022-07-03 00:00:00+00:00,2022-07-03 04:00:00+00:00,48,48,OK,219.68,217.23,2.450000000000017,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z00,2022-07-03,2022,2022-07-03 00:00:00+00:00,2022-07-03 04:00:00+00:00,2022-07-03 04:00:00+00:00,2022-07-03 08:00:00+00:00,48,48,OK,219.25,216.35,2.9000000000000057,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z04,2022-07-03,2022,2022-07-03 04:00:00+00:00,2022-07-03 08:00:00+00:00,2022-07-03 08:00:00+00:00,2022-07-03 12:00:00+00:00,48,48,OK,219.73,213.93,5.799999999999983,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z08,2022-07-03,2022,2022-07-03 08:00:00+00:00,2022-07-03 12:00:00+00:00,2022-07-03 12:00:00+00:00,2022-07-03 16:00:00+00:00,48,48,OK,218.47,216.04,2.430000000000007,2022-07-03 12:05:00+00:00,2022-07-03 12:15:00+00:00,,OPPOSITE_BREAK,,,,True,True,False,False,False,False,,,,,,
Z12,2022-07-03,2022,2022-07-03 12:00:00+00:00,2022-07-03 16:00:00+00:00,2022-07-03 16:00:00+00:00,2022-07-03 20:00:00+00:00,48,48,OK,218.59,214.0,4.590000000000003,2022-07-03 19:45:00+00:00,2022-07-03 19:55:00+00:00,2022-07-03 19:55:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z16,2022-07-03,2022,2022-07-03 16:00:00+00:00,2022-07-03 20:00:00+00:00,2022-07-03 20:00:00+00:00,2022-07-04 00:00:00+00:00,48,48,OK,219.34,214.29,5.050000000000011,2022-07-03 20:00:00+00:00,2022-07-03 20:10:00+00:00,2022-07-03 20:10:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z20,2022-07-03,2022,2022-07-03 20:00:00+00:00,2022-07-04 00:00:00+00:00,2022-07-04 00:00:00+00:00,2022-07-04 04:00:00+00:00,48,48,OK,220.2,218.12,2.079999999999984,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
