partition,transition,date_utc,previous_session_start,previous_session_end,active_session_start,active_session_end,previous_session_high,previous_session_low,breakout_side,breakout_bar_start,breakout_ts,side,signal_level,k,visit_no,signal_bar_start,signal_ts,same_visits_at_signal,opp_visits_at_signal,structural_outcome,entry_depth,entry_fraction_from_low,planned_entry_px,stop_px,target_px,nominal_rr,filled,entry_ts,entry_px,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,hold_minutes
development,ASIA_TO_LONDON,2022-02-04,2022-02-04 00:00:00+00:00,2022-02-04 08:00:00+00:00,2022-02-04 08:00:00+00:00,2022-02-04 13:30:00+00:00,38198.0,37011.0,,,,LONG,HIGH,1,1,2022-02-04 10:05:00+00:00,2022-02-04 10:10:00+00:00,1,0,NO_BREAK,SHALLOW,0.75,37901.25,37011.0,38198.0,0.3333333333333333,True,2022-02-04 10:15:00+00:00,37901.25,2022-02-04 13:30:00+00:00,37870.04,TIME_EXIT_SESSION_END,-0.0008234556907753543,-0.8117278453876772,195.0
development,ASIA_TO_LONDON,2022-02-04,2022-02-04 00:00:00+00:00,2022-02-04 08:00:00+00:00,2022-02-04 08:00:00+00:00,2022-02-04 13:30:00+00:00,38198.0,37011.0,,,,LONG,HIGH,1,1,2022-02-04 10:05:00+00:00,2022-02-04 10:10:00+00:00,1,0,NO_BREAK,MID,0.5,37604.5,37011.0,38198.0,1.0,False,,,,,NO_FILL,,,
development,ASIA_TO_LONDON,2022-02-04,2022-02-04 00:00:00+00:00,2022-02-04 08:00:00+00:00,2022-02-04 08:00:00+00:00,2022-02-04 13:30:00+00:00,38198.0,37011.0,,,,LONG,HIGH,1,1,2022-02-04 10:05:00+00:00,2022-02-04 10:10:00+00:00,1,0,NO_BREAK,DEEP,0.25,37307.75,37011.0,38198.0,3.0,False,,,,,NO_FILL,,,
development,ASIA_TO_LONDON,2022-02-04,2022-02-04 00:00:00+00:00,2022-02-04 08:00:00+00:00,2022-02-04 08:00:00+00:00,2022-02-04 13:30:00+00:00,38198.0,37011.0,,,,LONG,HIGH,1,1,2022-02-04 10:05:00+00:00,2022-02-04 10:10:00+00:00,1,0,NO_BREAK,NEAR_OPPOSITE_EDGE,0.1,37129.7,37011.0,38198.0,9.000000000000245,False,,,,,NO_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-07,2022-02-07 08:00:00+00:00,2022-02-07 13:30:00+00:00,2022-02-07 13:30:00+00:00,2022-02-07 20:00:00+00:00,42913.09,42201.68,HIGH,2022-02-07 14:35:00+00:00,2022-02-07 14:40:00+00:00,LONG,HIGH,1,1,2022-02-07 14:20:00+00:00,2022-02-07 14:25:00+00:00,1,0,TARGET_BREAK,SHALLOW,0.75,42735.237499999996,42201.68,42913.09,0.33333333333333787,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-07,2022-02-07 08:00:00+00:00,2022-02-07 13:30:00+00:00,2022-02-07 13:30:00+00:00,2022-02-07 20:00:00+00:00,42913.09,42201.68,HIGH,2022-02-07 14:35:00+00:00,2022-02-07 14:40:00+00:00,LONG,HIGH,1,1,2022-02-07 14:20:00+00:00,2022-02-07 14:25:00+00:00,1,0,TARGET_BREAK,MID,0.5,42557.384999999995,42201.68,42913.09,1.0000000000000204,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-07,2022-02-07 08:00:00+00:00,2022-02-07 13:30:00+00:00,2022-02-07 13:30:00+00:00,2022-02-07 20:00:00+00:00,42913.09,42201.68,HIGH,2022-02-07 14:35:00+00:00,2022-02-07 14:40:00+00:00,LONG,HIGH,1,1,2022-02-07 14:20:00+00:00,2022-02-07 14:25:00+00:00,1,0,TARGET_BREAK,DEEP,0.25,42379.5325,42201.68,42913.09,2.999999999999959,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-07,2022-02-07 08:00:00+00:00,2022-02-07 13:30:00+00:00,2022-02-07 13:30:00+00:00,2022-02-07 20:00:00+00:00,42913.09,42201.68,HIGH,2022-02-07 14:35:00+00:00,2022-02-07 14:40:00+00:00,LONG,HIGH,1,1,2022-02-07 14:20:00+00:00,2022-02-07 14:25:00+00:00,1,0,TARGET_BREAK,NEAR_OPPOSITE_EDGE,0.1,42272.820999999996,42201.68,42913.09,9.000000000000512,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-02-08,2022-02-08 00:00:00+00:00,2022-02-08 08:00:00+00:00,2022-02-08 08:00:00+00:00,2022-02-08 13:30:00+00:00,45600.0,43550.0,LOW,2022-02-08 12:20:00+00:00,2022-02-08 12:25:00+00:00,SHORT,LOW,1,1,2022-02-08 09:15:00+00:00,2022-02-08 09:20:00+00:00,1,0,TARGET_BREAK,SHALLOW,0.25,44062.5,45600.0,43550.0,0.3333333333333333,True,2022-02-08 09:40:00+00:00,44062.5,2022-02-08 12:20:00+00:00,43550.0,TP_RANGE_EDGE,0.01163120567375886,5.41560283687943,160.0
development,ASIA_TO_LONDON,2022-02-08,2022-02-08 00:00:00+00:00,2022-02-08 08:00:00+00:00,2022-02-08 08:00:00+00:00,2022-02-08 13:30:00+00:00,45600.0,43550.0,LOW,2022-02-08 12:20:00+00:00,2022-02-08 12:25:00+00:00,SHORT,LOW,1,1,2022-02-08 09:15:00+00:00,2022-02-08 09:20:00+00:00,1,0,TARGET_BREAK,MID,0.5,44575.0,45600.0,43550.0,1.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-02-08,2022-02-08 00:00:00+00:00,2022-02-08 08:00:00+00:00,2022-02-08 08:00:00+00:00,2022-02-08 13:30:00+00:00,45600.0,43550.0,LOW,2022-02-08 12:20:00+00:00,2022-02-08 12:25:00+00:00,SHORT,LOW,1,1,2022-02-08 09:15:00+00:00,2022-02-08 09:20:00+00:00,1,0,TARGET_BREAK,DEEP,0.75,45087.5,45600.0,43550.0,3.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-02-08,2022-02-08 00:00:00+00:00,2022-02-08 08:00:00+00:00,2022-02-08 08:00:00+00:00,2022-02-08 13:30:00+00:00,45600.0,43550.0,LOW,2022-02-08 12:20:00+00:00,2022-02-08 12:25:00+00:00,SHORT,LOW,1,1,2022-02-08 09:15:00+00:00,2022-02-08 09:20:00+00:00,1,0,TARGET_BREAK,NEAR_OPPOSITE_EDGE,0.9,45395.0,45600.0,43550.0,9.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-08,2022-02-08 08:00:00+00:00,2022-02-08 13:30:00+00:00,2022-02-08 13:30:00+00:00,2022-02-08 20:00:00+00:00,44910.0,43123.38,LOW,2022-02-08 15:10:00+00:00,2022-02-08 15:15:00+00:00,SHORT,LOW,1,1,2022-02-08 15:05:00+00:00,2022-02-08 15:10:00+00:00,1,0,TARGET_BREAK,SHALLOW,0.25,43570.034999999996,44910.0,43123.38,0.33333333333333154,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-08,2022-02-08 08:00:00+00:00,2022-02-08 13:30:00+00:00,2022-02-08 13:30:00+00:00,2022-02-08 20:00:00+00:00,44910.0,43123.38,LOW,2022-02-08 15:10:00+00:00,2022-02-08 15:15:00+00:00,SHORT,LOW,1,1,2022-02-08 15:05:00+00:00,2022-02-08 15:10:00+00:00,1,0,TARGET_BREAK,MID,0.5,44016.69,44910.0,43123.38,1.0000000000000082,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-08,2022-02-08 08:00:00+00:00,2022-02-08 13:30:00+00:00,2022-02-08 13:30:00+00:00,2022-02-08 20:00:00+00:00,44910.0,43123.38,LOW,2022-02-08 15:10:00+00:00,2022-02-08 15:15:00+00:00,SHORT,LOW,1,1,2022-02-08 15:05:00+00:00,2022-02-08 15:10:00+00:00,1,0,TARGET_BREAK,DEEP,0.75,44463.345,44910.0,43123.38,3.0000000000000164,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-08,2022-02-08 08:00:00+00:00,2022-02-08 13:30:00+00:00,2022-02-08 13:30:00+00:00,2022-02-08 20:00:00+00:00,44910.0,43123.38,LOW,2022-02-08 15:10:00+00:00,2022-02-08 15:15:00+00:00,SHORT,LOW,1,1,2022-02-08 15:05:00+00:00,2022-02-08 15:10:00+00:00,1,0,TARGET_BREAK,NEAR_OPPOSITE_EDGE,0.9,44731.338,44910.0,43123.38,9.000000000000204,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-02-09,2022-02-09 00:00:00+00:00,2022-02-09 08:00:00+00:00,2022-02-09 08:00:00+00:00,2022-02-09 13:30:00+00:00,44325.52,43089.08,,,,LONG,HIGH,1,1,2022-02-09 12:45:00+00:00,2022-02-09 12:50:00+00:00,1,0,NO_BREAK,SHALLOW,0.75,44016.409999999996,43089.08,44325.52,0.3333333333333359,True,2022-02-09 12:55:00+00:00,44016.409999999996,2022-02-09 13:10:00+00:00,44325.52,TP_RANGE_EDGE,0.007022608159093391,3.1113040795466955,15.0
development,ASIA_TO_LONDON,2022-02-09,2022-02-09 00:00:00+00:00,2022-02-09 08:00:00+00:00,2022-02-09 08:00:00+00:00,2022-02-09 13:30:00+00:00,44325.52,43089.08,,,,LONG,HIGH,1,1,2022-02-09 12:45:00+00:00,2022-02-09 12:50:00+00:00,1,0,NO_BREAK,MID,0.5,43707.3,43089.08,44325.52,0.9999999999999882,False,,,,,NO_FILL,,,
development,ASIA_TO_LONDON,2022-02-09,2022-02-09 00:00:00+00:00,2022-02-09 08:00:00+00:00,2022-02-09 08:00:00+00:00,2022-02-09 13:30:00+00:00,44325.52,43089.08,,,,LONG,HIGH,1,1,2022-02-09 12:45:00+00:00,2022-02-09 12:50:00+00:00,1,0,NO_BREAK,DEEP,0.25,43398.19,43089.08,44325.52,2.9999999999999765,False,,,,,NO_FILL,,,
development,ASIA_TO_LONDON,2022-02-09,2022-02-09 00:00:00+00:00,2022-02-09 08:00:00+00:00,2022-02-09 08:00:00+00:00,2022-02-09 13:30:00+00:00,44325.52,43089.08,,,,LONG,HIGH,1,1,2022-02-09 12:45:00+00:00,2022-02-09 12:50:00+00:00,1,0,NO_BREAK,NEAR_OPPOSITE_EDGE,0.1,43212.724,43089.08,44325.52,8.999999999999941,False,,,,,NO_FILL,,,
development,ASIA_TO_LONDON,2022-02-09,2022-02-09 00:00:00+00:00,2022-02-09 08:00:00+00:00,2022-02-09 08:00:00+00:00,2022-02-09 13:30:00+00:00,44325.52,43089.08,,,,LONG,HIGH,2,2,2022-02-09 13:10:00+00:00,2022-02-09 13:15:00+00:00,2,0,NO_BREAK,SHALLOW,0.75,44016.409999999996,43089.08,44325.52,0.3333333333333359,False,,,,,NO_FILL,,,
development,ASIA_TO_LONDON,2022-02-09,2022-02-09 00:00:00+00:00,2022-02-09 08:00:00+00:00,2022-02-09 08:00:00+00:00,2022-02-09 13:30:00+00:00,44325.52,43089.08,,,,LONG,HIGH,2,2,2022-02-09 13:10:00+00:00,2022-02-09 13:15:00+00:00,2,0,NO_BREAK,MID,0.5,43707.3,43089.08,44325.52,0.9999999999999882,False,,,,,NO_FILL,,,
development,ASIA_TO_LONDON,2022-02-09,2022-02-09 00:00:00+00:00,2022-02-09 08:00:00+00:00,2022-02-09 08:00:00+00:00,2022-02-09 13:30:00+00:00,44325.52,43089.08,,,,LONG,HIGH,2,2,2022-02-09 13:10:00+00:00,2022-02-09 13:15:00+00:00,2,0,NO_BREAK,DEEP,0.25,43398.19,43089.08,44325.52,2.9999999999999765,False,,,,,NO_FILL,,,
development,ASIA_TO_LONDON,2022-02-09,2022-02-09 00:00:00+00:00,2022-02-09 08:00:00+00:00,2022-02-09 08:00:00+00:00,2022-02-09 13:30:00+00:00,44325.52,43089.08,,,,LONG,HIGH,2,2,2022-02-09 13:10:00+00:00,2022-02-09 13:15:00+00:00,2,0,NO_BREAK,NEAR_OPPOSITE_EDGE,0.1,43212.724,43089.08,44325.52,8.999999999999941,False,,,,,NO_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-09,2022-02-09 08:00:00+00:00,2022-02-09 13:30:00+00:00,2022-02-09 13:30:00+00:00,2022-02-09 20:00:00+00:00,44436.44,43164.79,HIGH,2022-02-09 19:25:00+00:00,2022-02-09 19:30:00+00:00,LONG,HIGH,1,1,2022-02-09 19:05:00+00:00,2022-02-09 19:10:00+00:00,1,0,TARGET_BREAK,SHALLOW,0.75,44118.527500000004,43164.79,44436.44,0.3333333333333308,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-09,2022-02-09 08:00:00+00:00,2022-02-09 13:30:00+00:00,2022-02-09 13:30:00+00:00,2022-02-09 20:00:00+00:00,44436.44,43164.79,HIGH,2022-02-09 19:25:00+00:00,2022-02-09 19:30:00+00:00,LONG,HIGH,1,1,2022-02-09 19:05:00+00:00,2022-02-09 19:10:00+00:00,1,0,TARGET_BREAK,MID,0.5,43800.615000000005,43164.79,44436.44,0.9999999999999886,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-09,2022-02-09 08:00:00+00:00,2022-02-09 13:30:00+00:00,2022-02-09 13:30:00+00:00,2022-02-09 20:00:00+00:00,44436.44,43164.79,HIGH,2022-02-09 19:25:00+00:00,2022-02-09 19:30:00+00:00,LONG,HIGH,1,1,2022-02-09 19:05:00+00:00,2022-02-09 19:10:00+00:00,1,0,TARGET_BREAK,DEEP,0.25,43482.7025,43164.79,44436.44,3.000000000000023,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-09,2022-02-09 08:00:00+00:00,2022-02-09 13:30:00+00:00,2022-02-09 13:30:00+00:00,2022-02-09 20:00:00+00:00,44436.44,43164.79,HIGH,2022-02-09 19:25:00+00:00,2022-02-09 19:30:00+00:00,LONG,HIGH,1,1,2022-02-09 19:05:00+00:00,2022-02-09 19:10:00+00:00,1,0,TARGET_BREAK,NEAR_OPPOSITE_EDGE,0.1,43291.955,43164.79,44436.44,8.999999999999943,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-09,2022-02-09 08:00:00+00:00,2022-02-09 13:30:00+00:00,2022-02-09 13:30:00+00:00,2022-02-09 20:00:00+00:00,44436.44,43164.79,HIGH,2022-02-09 19:25:00+00:00,2022-02-09 19:30:00+00:00,LONG,HIGH,2,2,2022-02-09 19:20:00+00:00,2022-02-09 19:25:00+00:00,2,0,TARGET_BREAK,SHALLOW,0.75,44118.527500000004,43164.79,44436.44,0.3333333333333308,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-09,2022-02-09 08:00:00+00:00,2022-02-09 13:30:00+00:00,2022-02-09 13:30:00+00:00,2022-02-09 20:00:00+00:00,44436.44,43164.79,HIGH,2022-02-09 19:25:00+00:00,2022-02-09 19:30:00+00:00,LONG,HIGH,2,2,2022-02-09 19:20:00+00:00,2022-02-09 19:25:00+00:00,2,0,TARGET_BREAK,MID,0.5,43800.615000000005,43164.79,44436.44,0.9999999999999886,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-09,2022-02-09 08:00:00+00:00,2022-02-09 13:30:00+00:00,2022-02-09 13:30:00+00:00,2022-02-09 20:00:00+00:00,44436.44,43164.79,HIGH,2022-02-09 19:25:00+00:00,2022-02-09 19:30:00+00:00,LONG,HIGH,2,2,2022-02-09 19:20:00+00:00,2022-02-09 19:25:00+00:00,2,0,TARGET_BREAK,DEEP,0.25,43482.7025,43164.79,44436.44,3.000000000000023,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-09,2022-02-09 08:00:00+00:00,2022-02-09 13:30:00+00:00,2022-02-09 13:30:00+00:00,2022-02-09 20:00:00+00:00,44436.44,43164.79,HIGH,2022-02-09 19:25:00+00:00,2022-02-09 19:30:00+00:00,LONG,HIGH,2,2,2022-02-09 19:20:00+00:00,2022-02-09 19:25:00+00:00,2,0,TARGET_BREAK,NEAR_OPPOSITE_EDGE,0.1,43291.955,43164.79,44436.44,8.999999999999943,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-02-10,2022-02-10 00:00:00+00:00,2022-02-10 08:00:00+00:00,2022-02-10 08:00:00+00:00,2022-02-10 13:30:00+00:00,44386.48,43531.1,HIGH,2022-02-10 10:00:00+00:00,2022-02-10 10:05:00+00:00,LONG,HIGH,1,1,2022-02-10 09:20:00+00:00,2022-02-10 09:25:00+00:00,1,0,TARGET_BREAK,SHALLOW,0.75,44172.635,43531.1,44386.48,0.3333333333333333,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-02-10,2022-02-10 00:00:00+00:00,2022-02-10 08:00:00+00:00,2022-02-10 08:00:00+00:00,2022-02-10 13:30:00+00:00,44386.48,43531.1,HIGH,2022-02-10 10:00:00+00:00,2022-02-10 10:05:00+00:00,LONG,HIGH,1,1,2022-02-10 09:20:00+00:00,2022-02-10 09:25:00+00:00,1,0,TARGET_BREAK,MID,0.5,43958.79,43531.1,44386.48,1.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-02-10,2022-02-10 00:00:00+00:00,2022-02-10 08:00:00+00:00,2022-02-10 08:00:00+00:00,2022-02-10 13:30:00+00:00,44386.48,43531.1,HIGH,2022-02-10 10:00:00+00:00,2022-02-10 10:05:00+00:00,LONG,HIGH,1,1,2022-02-10 09:20:00+00:00,2022-02-10 09:25:00+00:00,1,0,TARGET_BREAK,DEEP,0.25,43744.945,43531.1,44386.48,3.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-02-10,2022-02-10 00:00:00+00:00,2022-02-10 08:00:00+00:00,2022-02-10 08:00:00+00:00,2022-02-10 13:30:00+00:00,44386.48,43531.1,HIGH,2022-02-10 10:00:00+00:00,2022-02-10 10:05:00+00:00,LONG,HIGH,1,1,2022-02-10 09:20:00+00:00,2022-02-10 09:25:00+00:00,1,0,TARGET_BREAK,NEAR_OPPOSITE_EDGE,0.1,43616.638,43531.1,44386.48,9.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-02-10,2022-02-10 00:00:00+00:00,2022-02-10 08:00:00+00:00,2022-02-10 08:00:00+00:00,2022-02-10 13:30:00+00:00,44386.48,43531.1,HIGH,2022-02-10 10:00:00+00:00,2022-02-10 10:05:00+00:00,LONG,HIGH,2,2,2022-02-10 09:55:00+00:00,2022-02-10 10:00:00+00:00,2,0,TARGET_BREAK,SHALLOW,0.75,44172.635,43531.1,44386.48,0.3333333333333333,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-02-10,2022-02-10 00:00:00+00:00,2022-02-10 08:00:00+00:00,2022-02-10 08:00:00+00:00,2022-02-10 13:30:00+00:00,44386.48,43531.1,HIGH,2022-02-10 10:00:00+00:00,2022-02-10 10:05:00+00:00,LONG,HIGH,2,2,2022-02-10 09:55:00+00:00,2022-02-10 10:00:00+00:00,2,0,TARGET_BREAK,MID,0.5,43958.79,43531.1,44386.48,1.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-02-10,2022-02-10 00:00:00+00:00,2022-02-10 08:00:00+00:00,2022-02-10 08:00:00+00:00,2022-02-10 13:30:00+00:00,44386.48,43531.1,HIGH,2022-02-10 10:00:00+00:00,2022-02-10 10:05:00+00:00,LONG,HIGH,2,2,2022-02-10 09:55:00+00:00,2022-02-10 10:00:00+00:00,2,0,TARGET_BREAK,DEEP,0.25,43744.945,43531.1,44386.48,3.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-02-10,2022-02-10 00:00:00+00:00,2022-02-10 08:00:00+00:00,2022-02-10 08:00:00+00:00,2022-02-10 13:30:00+00:00,44386.48,43531.1,HIGH,2022-02-10 10:00:00+00:00,2022-02-10 10:05:00+00:00,LONG,HIGH,2,2,2022-02-10 09:55:00+00:00,2022-02-10 10:00:00+00:00,2,0,TARGET_BREAK,NEAR_OPPOSITE_EDGE,0.1,43616.638,43531.1,44386.48,9.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-02-11,2022-02-11 00:00:00+00:00,2022-02-11 08:00:00+00:00,2022-02-11 08:00:00+00:00,2022-02-11 13:30:00+00:00,43739.89,42555.0,,,,LONG,HIGH,1,1,2022-02-11 13:20:00+00:00,2022-02-11 13:25:00+00:00,1,0,NO_BREAK,SHALLOW,0.75,43443.667499999996,42555.0,43739.89,0.3333333333333388,False,,,,,NO_FILL,,,
development,ASIA_TO_LONDON,2022-02-11,2022-02-11 00:00:00+00:00,2022-02-11 08:00:00+00:00,2022-02-11 08:00:00+00:00,2022-02-11 13:30:00+00:00,43739.89,42555.0,,,,LONG,HIGH,1,1,2022-02-11 13:20:00+00:00,2022-02-11 13:25:00+00:00,1,0,NO_BREAK,MID,0.5,43147.445,42555.0,43739.89,1.0,False,,,,,NO_FILL,,,
development,ASIA_TO_LONDON,2022-02-11,2022-02-11 00:00:00+00:00,2022-02-11 08:00:00+00:00,2022-02-11 08:00:00+00:00,2022-02-11 13:30:00+00:00,43739.89,42555.0,,,,LONG,HIGH,1,1,2022-02-11 13:20:00+00:00,2022-02-11 13:25:00+00:00,1,0,NO_BREAK,DEEP,0.25,42851.2225,42555.0,43739.89,2.9999999999999507,False,,,,,NO_FILL,,,
development,ASIA_TO_LONDON,2022-02-11,2022-02-11 00:00:00+00:00,2022-02-11 08:00:00+00:00,2022-02-11 08:00:00+00:00,2022-02-11 13:30:00+00:00,43739.89,42555.0,,,,LONG,HIGH,1,1,2022-02-11 13:20:00+00:00,2022-02-11 13:25:00+00:00,1,0,NO_BREAK,NEAR_OPPOSITE_EDGE,0.1,42673.489,42555.0,43739.89,8.999999999999877,False,,,,,NO_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-11,2022-02-11 08:00:00+00:00,2022-02-11 13:30:00+00:00,2022-02-11 13:30:00+00:00,2022-02-11 20:00:00+00:00,43748.13,42811.42,HIGH,2022-02-11 13:50:00+00:00,2022-02-11 13:55:00+00:00,LONG,HIGH,1,1,2022-02-11 13:40:00+00:00,2022-02-11 13:45:00+00:00,1,0,TARGET_BREAK,SHALLOW,0.75,43513.9525,42811.42,43748.13,0.3333333333333299,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-11,2022-02-11 08:00:00+00:00,2022-02-11 13:30:00+00:00,2022-02-11 13:30:00+00:00,2022-02-11 20:00:00+00:00,43748.13,42811.42,HIGH,2022-02-11 13:50:00+00:00,2022-02-11 13:55:00+00:00,LONG,HIGH,1,1,2022-02-11 13:40:00+00:00,2022-02-11 13:45:00+00:00,1,0,TARGET_BREAK,MID,0.5,43279.774999999994,42811.42,43748.13,1.0000000000000155,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-11,2022-02-11 08:00:00+00:00,2022-02-11 13:30:00+00:00,2022-02-11 13:30:00+00:00,2022-02-11 20:00:00+00:00,43748.13,42811.42,HIGH,2022-02-11 13:50:00+00:00,2022-02-11 13:55:00+00:00,LONG,HIGH,1,1,2022-02-11 13:40:00+00:00,2022-02-11 13:45:00+00:00,1,0,TARGET_BREAK,DEEP,0.25,43045.597499999996,42811.42,43748.13,3.000000000000031,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-11,2022-02-11 08:00:00+00:00,2022-02-11 13:30:00+00:00,2022-02-11 13:30:00+00:00,2022-02-11 20:00:00+00:00,43748.13,42811.42,HIGH,2022-02-11 13:50:00+00:00,2022-02-11 13:55:00+00:00,LONG,HIGH,1,1,2022-02-11 13:40:00+00:00,2022-02-11 13:45:00+00:00,1,0,TARGET_BREAK,NEAR_OPPOSITE_EDGE,0.1,42905.091,42811.42,43748.13,8.999999999999767,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-15,2022-02-15 08:00:00+00:00,2022-02-15 13:30:00+00:00,2022-02-15 13:30:00+00:00,2022-02-15 20:00:00+00:00,44442.3,43579.4,,,,LONG,HIGH,1,1,2022-02-15 14:35:00+00:00,2022-02-15 14:40:00+00:00,1,0,NO_BREAK,SHALLOW,0.75,44226.575000000004,43579.4,44442.3,0.3333333333333296,True,2022-02-15 14:50:00+00:00,44226.575000000004,2022-02-15 20:00:00+00:00,43989.7,TIME_EXIT_SESSION_END,-0.005355942665693836,-3.077971332846918,310.0
development,LONDON_TO_NEWYORK,2022-02-15,2022-02-15 08:00:00+00:00,2022-02-15 13:30:00+00:00,2022-02-15 13:30:00+00:00,2022-02-15 20:00:00+00:00,44442.3,43579.4,,,,LONG,HIGH,1,1,2022-02-15 14:35:00+00:00,2022-02-15 14:40:00+00:00,1,0,NO_BREAK,MID,0.5,44010.850000000006,43579.4,44442.3,0.9999999999999831,True,2022-02-15 16:45:00+00:00,44010.850000000006,2022-02-15 20:00:00+00:00,43989.7,TIME_EXIT_SESSION_END,-0.00048056331563717247,-0.6402816578185863,195.0
development,LONDON_TO_NEWYORK,2022-02-15,2022-02-15 08:00:00+00:00,2022-02-15 13:30:00+00:00,2022-02-15 13:30:00+00:00,2022-02-15 20:00:00+00:00,44442.3,43579.4,,,,LONG,HIGH,1,1,2022-02-15 14:35:00+00:00,2022-02-15 14:40:00+00:00,1,0,NO_BREAK,DEEP,0.25,43795.125,43579.4,44442.3,3.0000000000000338,False,,,,,NO_FILL,,,
development,LONDON_TO_NEWYORK,2022-02-15,2022-02-15 08:00:00+00:00,2022-02-15 13:30:00+00:00,2022-02-15 13:30:00+00:00,2022-02-15 20:00:00+00:00,44442.3,43579.4,,,,LONG,HIGH,1,1,2022-02-15 14:35:00+00:00,2022-02-15 14:40:00+00:00,1,0,NO_BREAK,NEAR_OPPOSITE_EDGE,0.1,43665.69,43579.4,44442.3,8.999999999999917,False,,,,,NO_FILL,,,
development,ASIA_TO_LONDON,2022-02-17,2022-02-17 00:00:00+00:00,2022-02-17 08:00:00+00:00,2022-02-17 08:00:00+00:00,2022-02-17 13:30:00+00:00,44150.0,43320.1,LOW,2022-02-17 09:15:00+00:00,2022-02-17 09:20:00+00:00,SHORT,LOW,1,1,2022-02-17 08:40:00+00:00,2022-02-17 08:45:00+00:00,1,0,TARGET_BREAK,SHALLOW,0.25,43527.575,44150.0,43320.1,0.33333333333332943,True,2022-02-17 09:00:00+00:00,43527.575,2022-02-17 09:15:00+00:00,43320.1,TP_RANGE_EDGE,0.004766518695332733,1.9832593476663667,15.0
development,ASIA_TO_LONDON,2022-02-17,2022-02-17 00:00:00+00:00,2022-02-17 08:00:00+00:00,2022-02-17 08:00:00+00:00,2022-02-17 13:30:00+00:00,44150.0,43320.1,LOW,2022-02-17 09:15:00+00:00,2022-02-17 09:20:00+00:00,SHORT,LOW,1,1,2022-02-17 08:40:00+00:00,2022-02-17 08:45:00+00:00,1,0,TARGET_BREAK,MID,0.5,43735.05,44150.0,43320.1,1.0000000000000175,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
