partition,reference_start,execution_start,fill_ts,H,L,R,F85,E20,breakout,breakout_attack,breakout_ts,minutes_fill_to_breakout,post_breakout_path
development,2024-03-28 08:00:00+00:00,2024-03-28 13:30:00+00:00,2024-03-28 14:00:00+00:00,3597.61,3554.95,42.66000000000031,3591.211,3606.1420000000003,True,3.0,2024-03-28 14:30:00+00:00,30.0,E20_ON_BREAKOUT_BAR
development,2024-04-04 08:00:00+00:00,2024-04-04 13:30:00+00:00,2024-04-04 14:20:00+00:00,3383.0,3320.91,62.090000000000146,3373.6865,3395.418,True,2.0,2024-04-04 14:40:00+00:00,20.0,DIRECT_CONTINUATION
development,2024-04-10 08:00:00+00:00,2024-04-10 13:30:00+00:00,2024-04-10 17:35:00+00:00,3543.94,3413.2,130.74000000000024,3524.329,3570.088,False,,,,NO_BREAKOUT_BY_END
development,2024-05-21 08:00:00+00:00,2024-05-21 13:30:00+00:00,2024-05-21 14:10:00+00:00,3830.53,3651.59,178.94000000000005,3803.689,3866.318,False,,,,NO_BREAKOUT_BY_END
development,2024-05-22 08:00:00+00:00,2024-05-22 13:30:00+00:00,2024-05-22 16:20:00+00:00,3782.34,3655.0,127.34000000000015,3763.239,3807.808,False,,,,NO_BREAKOUT_BY_END
development,2024-05-24 08:00:00+00:00,2024-05-24 13:30:00+00:00,2024-05-24 14:50:00+00:00,3728.58,3627.0,101.57999999999993,3713.343,3748.8959999999997,True,3.0,2024-05-24 15:15:00+00:00,25.0,BACK_IN_RANGE_BEFORE_E20
development,2024-08-12 08:00:00+00:00,2024-08-12 13:30:00+00:00,2024-08-12 14:10:00+00:00,2698.85,2556.62,142.23000000000002,2677.5155,2727.296,True,2.0,2024-08-12 14:35:00+00:00,25.0,BACK_IN_RANGE_BEFORE_E20
development,2024-08-15 08:00:00+00:00,2024-08-15 13:30:00+00:00,2024-08-15 13:50:00+00:00,2666.65,2604.29,62.36000000000013,2657.2960000000003,2679.1220000000003,True,5.0,2024-08-15 15:45:00+00:00,115.0,BACK_IN_RANGE_BEFORE_E20
development,2024-11-21 08:00:00+00:00,2024-11-21 13:30:00+00:00,2024-11-21 14:35:00+00:00,3370.0,3120.14,249.86000000000013,3332.521,3419.972,True,2.0,2024-11-21 18:55:00+00:00,260.0,BACK_IN_RANGE_BEFORE_E20
development,2024-11-29 08:00:00+00:00,2024-11-29 13:30:00+00:00,2024-11-29 14:10:00+00:00,3618.0,3547.58,70.42000000000007,3607.437,3632.084,True,2.0,2024-11-29 14:40:00+00:00,30.0,DIRECT_CONTINUATION
development,2024-12-13 08:00:00+00:00,2024-12-13 13:30:00+00:00,2024-12-13 14:00:00+00:00,3931.47,3870.85,60.61999999999989,3922.377,3943.5939999999996,True,3.0,2024-12-13 14:30:00+00:00,30.0,RETEST_THEN_CONTINUATION
reference_validation,2025-01-01 08:00:00+00:00,2025-01-01 13:30:00+00:00,2025-01-01 14:15:00+00:00,3352.78,3312.62,40.16000000000031,3346.7560000000003,3360.8120000000004,True,3.0,2025-01-01 16:05:00+00:00,110.0,BACK_IN_RANGE_BEFORE_E20
reference_validation,2025-01-30 08:00:00+00:00,2025-01-30 13:30:00+00:00,2025-01-30 13:40:00+00:00,3261.66,3180.0,81.65999999999985,3249.411,3277.9919999999997,True,2.0,2025-01-30 13:55:00+00:00,15.0,BACK_IN_RANGE_BEFORE_E20
reference_validation,2025-02-04 08:00:00+00:00,2025-02-04 13:30:00+00:00,2025-02-04 13:50:00+00:00,2832.7,2675.28,157.41999999999962,2809.087,2864.1839999999997,True,2.0,2025-02-04 14:35:00+00:00,45.0,BACK_IN_RANGE_BEFORE_E20
reference_validation,2025-02-20 08:00:00+00:00,2025-02-20 13:30:00+00:00,2025-02-20 13:45:00+00:00,2746.0,2723.72,22.2800000000002,2742.658,2750.456,True,2.0,2025-02-20 14:00:00+00:00,15.0,E20_ON_BREAKOUT_BAR
reference_validation,2025-02-21 08:00:00+00:00,2025-02-21 13:30:00+00:00,2025-02-21 14:00:00+00:00,2843.75,2746.55,97.19999999999982,2829.17,2863.19,False,,,,NO_BREAKOUT_BY_END
reference_validation,2025-03-03 08:00:00+00:00,2025-03-03 13:30:00+00:00,2025-03-03 13:50:00+00:00,2386.99,2321.0,65.98999999999978,2377.0915,2400.1879999999996,False,,,,NO_BREAKOUT_BY_END
reference_validation,2025-04-24 08:00:00+00:00,2025-04-24 13:30:00+00:00,2025-04-24 13:40:00+00:00,1759.88,1721.22,38.66000000000008,1754.081,1767.612,True,2.0,2025-04-24 14:00:00+00:00,20.0,E20_ON_BREAKOUT_BAR
reference_validation,2025-05-08 08:00:00+00:00,2025-05-08 13:30:00+00:00,2025-05-08 13:45:00+00:00,1976.56,1925.0,51.559999999999945,1968.826,1986.8719999999998,True,2.0,2025-05-08 14:00:00+00:00,15.0,BACK_IN_RANGE_BEFORE_E20
reference_validation,2025-05-21 08:00:00+00:00,2025-05-21 13:30:00+00:00,2025-05-21 14:45:00+00:00,2561.48,2513.21,48.26999999999998,2554.2395,2571.134,True,2.0,2025-05-21 14:50:00+00:00,5.0,E20_ON_BREAKOUT_BAR
reference_validation,2025-05-27 08:00:00+00:00,2025-05-27 13:30:00+00:00,2025-05-27 17:00:00+00:00,2683.76,2606.7,77.0600000000004,2672.201,2699.1720000000005,True,2.0,2025-05-27 17:05:00+00:00,5.0,BACK_IN_RANGE_BEFORE_E20
reference_validation,2025-06-24 08:00:00+00:00,2025-06-24 13:30:00+00:00,2025-06-24 16:00:00+00:00,2450.0,2374.9,75.09999999999991,2438.735,2465.02,True,2.0,2025-06-24 16:40:00+00:00,40.0,E20_ON_BREAKOUT_BAR
reference_validation,2025-07-18 08:00:00+00:00,2025-07-18 13:30:00+00:00,2025-07-18 14:00:00+00:00,3654.99,3584.0,70.98999999999978,3644.3415,3669.1879999999996,True,2.0,2025-07-18 14:05:00+00:00,5.0,DIRECT_CONTINUATION
reference_validation,2025-07-30 08:00:00+00:00,2025-07-30 13:30:00+00:00,2025-07-30 16:20:00+00:00,3824.26,3742.0,82.26000000000022,3811.921,3840.7120000000004,False,,,,NO_BREAKOUT_BY_END
reference_validation,2025-08-12 08:00:00+00:00,2025-08-12 13:30:00+00:00,2025-08-12 13:40:00+00:00,4428.39,4255.56,172.82999999999993,4402.4655,4462.956,True,3.0,2025-08-12 15:25:00+00:00,105.0,RETEST_THEN_CONTINUATION
reference_validation,2025-08-18 08:00:00+00:00,2025-08-18 13:30:00+00:00,2025-08-18 15:50:00+00:00,4366.91,4224.1,142.8099999999995,4345.4885,4395.472,True,2.0,2025-08-18 17:30:00+00:00,100.0,BACK_IN_RANGE_BEFORE_E20
reference_validation,2025-08-19 08:00:00+00:00,2025-08-19 13:30:00+00:00,2025-08-19 13:50:00+00:00,4315.71,4216.31,99.39999999999964,4300.8,4335.59,False,,,,NO_BREAKOUT_BY_END
reference_validation,2025-10-02 08:00:00+00:00,2025-10-02 13:30:00+00:00,2025-10-02 14:20:00+00:00,4416.96,4366.34,50.61999999999989,4409.367,4427.084,True,4.0,2025-10-02 15:50:00+00:00,90.0,E20_ON_BREAKOUT_BAR
reference_validation,2025-10-03 08:00:00+00:00,2025-10-03 13:30:00+00:00,2025-10-03 13:40:00+00:00,4493.08,4426.0,67.07999999999993,4483.018,4506.496,True,3.0,2025-10-03 15:30:00+00:00,110.0,DIRECT_CONTINUATION
reference_validation,2025-10-14 08:00:00+00:00,2025-10-14 13:30:00+00:00,2025-10-14 14:40:00+00:00,4013.42,3885.09,128.32999999999993,3994.1705,4039.0860000000002,True,2.0,2025-10-14 15:40:00+00:00,60.0,DIRECT_CONTINUATION
reference_validation,2025-11-03 08:00:00+00:00,2025-11-03 13:30:00+00:00,2025-11-03 14:20:00+00:00,3739.98,3650.13,89.84999999999991,3726.5025,3757.95,False,,,,NO_BREAKOUT_BY_END
reference_validation,2025-11-14 08:00:00+00:00,2025-11-14 13:30:00+00:00,2025-11-14 15:00:00+00:00,3217.8,3068.0,149.80000000000018,3195.33,3247.76,True,2.0,2025-11-14 15:45:00+00:00,45.0,BACK_IN_RANGE_BEFORE_E20
reference_validation,2025-11-21 08:00:00+00:00,2025-11-21 13:30:00+00:00,2025-11-21 14:00:00+00:00,2760.87,2620.0,140.8699999999999,2739.7395,2789.044,True,2.0,2025-11-21 14:30:00+00:00,30.0,BACK_IN_RANGE_BEFORE_E20
reference_validation,2025-11-24 08:00:00+00:00,2025-11-24 13:30:00+00:00,2025-11-24 15:00:00+00:00,2841.92,2786.01,55.909999999999854,2833.5335,2853.102,True,2.0,2025-11-24 15:30:00+00:00,30.0,RETEST_THEN_CONTINUATION
reference_validation,2025-11-28 08:00:00+00:00,2025-11-28 13:30:00+00:00,2025-11-28 13:55:00+00:00,3080.0,2999.7,80.30000000000018,3067.955,3096.06,True,2.0,2025-11-28 14:25:00+00:00,30.0,BACK_IN_RANGE_BEFORE_E20
reference_validation,2025-12-30 08:00:00+00:00,2025-12-30 13:30:00+00:00,2025-12-30 15:55:00+00:00,3003.0,2948.81,54.190000000000055,2994.8715,3013.838,False,,,,NO_BREAKOUT_BY_END
reference_validation,2026-02-02 08:00:00+00:00,2026-02-02 13:30:00+00:00,2026-02-02 14:10:00+00:00,2328.0,2227.56,100.44000000000005,2312.934,2348.088,True,2.0,2026-02-02 14:30:00+00:00,20.0,DIRECT_CONTINUATION
reference_validation,2026-02-11 08:00:00+00:00,2026-02-11 13:30:00+00:00,2026-02-11 13:55:00+00:00,1966.73,1930.39,36.33999999999992,1961.279,1973.998,True,2.0,2026-02-11 14:00:00+00:00,5.0,E20_ON_BREAKOUT_BAR
reference_validation,2026-03-12 08:00:00+00:00,2026-03-12 13:30:00+00:00,2026-03-12 13:50:00+00:00,2075.65,2036.75,38.90000000000009,2069.815,2083.4300000000003,True,2.0,2026-03-12 14:00:00+00:00,10.0,BACK_IN_RANGE_BEFORE_E20
reference_validation,2026-03-13 08:00:00+00:00,2026-03-13 13:30:00+00:00,2026-03-13 14:35:00+00:00,2205.58,2090.09,115.48999999999978,2188.2565,2228.678,False,,,,NO_BREAKOUT_BY_END
reference_validation,2026-03-16 08:00:00+00:00,2026-03-16 13:30:00+00:00,2026-03-16 13:50:00+00:00,2302.99,2233.0,69.98999999999978,2292.4915,2316.988,True,3.0,2026-03-16 17:10:00+00:00,200.0,BACK_IN_RANGE_BEFORE_E20
reference_validation,2026-04-22 08:00:00+00:00,2026-04-22 13:30:00+00:00,2026-04-22 13:40:00+00:00,2414.99,2382.15,32.83999999999969,2410.064,2421.5579999999995,True,3.0,2026-04-22 13:55:00+00:00,15.0,DIRECT_CONTINUATION
reference_validation,2026-05-01 08:00:00+00:00,2026-05-01 13:30:00+00:00,2026-05-01 13:45:00+00:00,2314.68,2275.68,39.0,2308.83,2322.48,True,2.0,2026-05-01 13:50:00+00:00,5.0,DIRECT_CONTINUATION
reference_validation,2026-07-03 08:00:00+00:00,2026-07-03 13:30:00+00:00,2026-07-03 14:00:00+00:00,1748.67,1714.9,33.76999999999998,1743.6045,1755.424,True,2.0,2026-07-03 19:35:00+00:00,335.0,BACK_IN_RANGE_BEFORE_E20
reference_validation,2026-07-10 08:00:00+00:00,2026-07-10 13:30:00+00:00,2026-07-10 14:00:00+00:00,1806.82,1771.66,35.159999999999854,1801.546,1813.8519999999999,False,,,,NO_BREAKOUT_BY_END
august,2026-08-13 08:00:00+00:00,2026-08-13 13:30:00+00:00,2026-08-13 14:55:00+00:00,1896.19,1874.43,21.75999999999999,1892.926,1900.5420000000001,False,,,,NO_BREAKOUT_BY_END
