partition,exec_min,execution_utc,reference_start,execution_start,entry_bar_start,exit_ts,entry_px,pnl_0,pnl_5,exit_reason,H,L,range_completion_ts,range_completion_elapsed_min,k1_ts,k1_elapsed_min,fill_elapsed_min,high_formation_ts,low_formation_ts,range_order
development,540,09:00,2022-07-06 04:00:00+00:00,2022-07-06 09:00:00+00:00,2022-07-06 10:00:00+00:00,2022-07-06 12:10:00+00:00,1142.81,-7.842181990007068,-8.334493652185904,CLOSE_INVALIDATION,1150.36,1120.16,2022-07-06 06:35:00+00:00,155.0,2022-07-06 09:20:00+00:00,20.0,60.0,2022-07-06 04:15:00+00:00,2022-07-06 06:35:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2022-07-07 04:00:00+00:00,2022-07-07 09:00:00+00:00,2022-07-07 09:55:00+00:00,2022-07-07 13:45:00+00:00,1183.69,5.4461252523885895,5.193328588094581,TARGET,1190.61,1162.93,2022-07-07 08:50:00+00:00,290.0,2022-07-07 09:45:00+00:00,45.0,55.0,2022-07-07 08:50:00+00:00,2022-07-07 06:00:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2022-07-11 04:00:00+00:00,2022-07-11 09:00:00+00:00,2022-07-11 13:20:00+00:00,2022-07-11 13:35:00+00:00,1150.1225,3.4930635649681023,3.2412429434963257,TARGET,1154.6,1136.69,2022-07-11 06:15:00+00:00,135.0,2022-07-11 13:00:00+00:00,240.0,260.0,2022-07-11 04:05:00+00:00,2022-07-11 06:15:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2022-07-25 04:00:00+00:00,2022-07-25 09:00:00+00:00,2022-07-25 09:25:00+00:00,2022-07-25 11:10:00+00:00,1531.0025,6.783201856299947,6.5297369878060785,TARGET,1542.0,1498.01,2022-07-25 08:50:00+00:00,290.0,2022-07-25 09:05:00+00:00,5.0,25.0,2022-07-25 08:50:00+00:00,2022-07-25 04:10:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2022-08-10 04:00:00+00:00,2022-08-10 09:00:00+00:00,2022-08-10 09:35:00+00:00,2022-08-10 12:15:00+00:00,1695.4225000000001,5.24903438523423,4.996336217125763,TARGET,1705.0,1666.69,2022-08-10 08:55:00+00:00,295.0,2022-08-10 09:00:00+00:00,0.0,35.0,2022-08-10 08:55:00+00:00,2022-08-10 04:00:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2022-08-25 04:00:00+00:00,2022-08-25 09:00:00+00:00,2022-08-25 12:15:00+00:00,2022-08-25 15:00:00+00:00,1703.745,1.1157784762391825,0.6145133303359754,TIME_EXIT,1715.5,1668.48,2022-08-25 08:10:00+00:00,250.0,2022-08-25 12:00:00+00:00,180.0,195.0,2022-08-25 08:10:00+00:00,2022-08-25 04:00:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2022-09-05 04:00:00+00:00,2022-09-05 09:00:00+00:00,2022-09-05 13:30:00+00:00,2022-09-05 14:25:00+00:00,1573.5925,3.385922975611533,3.1341558976627053,TARGET,1579.55,1555.72,2022-09-05 05:20:00+00:00,80.0,2022-09-05 13:20:00+00:00,260.0,270.0,2022-09-05 04:00:00+00:00,2022-09-05 05:20:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2022-09-06 04:00:00+00:00,2022-09-06 09:00:00+00:00,2022-09-06 11:55:00+00:00,2022-09-06 14:05:00+00:00,1667.1475,-8.04104555835643,-8.533158456349044,CLOSE_INVALIDATION,1677.61,1635.76,2022-09-06 06:45:00+00:00,165.0,2022-09-06 11:20:00+00:00,140.0,175.0,2022-09-06 06:45:00+00:00,2022-09-06 05:00:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2022-09-08 04:00:00+00:00,2022-09-08 09:00:00+00:00,2022-09-08 13:55:00+00:00,2022-09-08 15:00:00+00:00,1633.705,2.31927918443049,1.8168111392686375,TIME_EXIT,1646.94,1594.0,2022-09-08 07:25:00+00:00,205.0,2022-09-08 13:40:00+00:00,280.0,295.0,2022-09-08 04:55:00+00:00,2022-09-08 07:25:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2022-09-26 04:00:00+00:00,2022-09-26 09:00:00+00:00,2022-09-26 09:35:00+00:00,2022-09-26 14:25:00+00:00,1311.105,8.13097196639474,7.876833549619944,TARGET,1322.29,1277.55,2022-09-26 08:55:00+00:00,295.0,2022-09-26 09:00:00+00:00,0.0,35.0,2022-09-26 08:55:00+00:00,2022-09-26 06:35:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2022-10-04 04:00:00+00:00,2022-10-04 09:00:00+00:00,2022-10-04 14:20:00+00:00,2022-10-04 15:00:00+00:00,1350.8174999999999,-0.6137594456689818,-1.1132959179870223,TIME_EXIT,1359.8,1323.87,2022-10-04 08:05:00+00:00,245.0,2022-10-04 14:00:00+00:00,300.0,320.0,2022-10-04 08:05:00+00:00,2022-10-04 06:00:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2022-10-07 04:00:00+00:00,2022-10-07 09:00:00+00:00,2022-10-07 09:30:00+00:00,2022-10-07 12:35:00+00:00,1356.0300000000002,-5.750176618511449,-6.2445792405819045,CLOSE_INVALIDATION,1359.64,1345.2,2022-10-07 08:15:00+00:00,255.0,2022-10-07 09:20:00+00:00,20.0,30.0,2022-10-07 08:15:00+00:00,2022-10-07 06:25:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2022-10-14 04:00:00+00:00,2022-10-14 09:00:00+00:00,2022-10-14 10:15:00+00:00,2022-10-14 11:25:00+00:00,1327.7125,2.63341273054214,2.3820217196823372,TARGET,1331.74,1315.63,2022-10-14 07:35:00+00:00,215.0,2022-10-14 10:05:00+00:00,65.0,75.0,2022-10-14 04:40:00+00:00,2022-10-14 07:35:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2022-10-19 04:00:00+00:00,2022-10-19 09:00:00+00:00,2022-10-19 10:30:00+00:00,2022-10-19 11:20:00+00:00,1302.4175,-3.696753921073703,-4.193208939643411,CLOSE_INVALIDATION,1305.89,1292.0,2022-10-19 06:25:00+00:00,145.0,2022-10-19 09:50:00+00:00,50.0,90.0,2022-10-19 05:20:00+00:00,2022-10-19 06:25:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2022-11-10 04:00:00+00:00,2022-11-10 09:00:00+00:00,2022-11-10 12:35:00+00:00,2022-11-10 13:35:00+00:00,1204.405,12.548302273736889,12.291956295589058,TARGET,1220.0,1157.62,2022-11-10 08:50:00+00:00,290.0,2022-11-10 12:15:00+00:00,195.0,215.0,2022-11-10 08:50:00+00:00,2022-11-10 04:30:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2022-11-18 04:00:00+00:00,2022-11-18 09:00:00+00:00,2022-11-18 10:40:00+00:00,2022-11-18 13:25:00+00:00,1218.42,3.9991398696672236,3.7470663364989725,TARGET,1223.78,1202.34,2022-11-18 08:00:00+00:00,240.0,2022-11-18 10:30:00+00:00,90.0,100.0,2022-11-18 05:20:00+00:00,2022-11-18 08:00:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2022-12-01 04:00:00+00:00,2022-12-01 09:00:00+00:00,2022-12-01 13:00:00+00:00,2022-12-01 13:35:00+00:00,1285.4850000000001,2.318818189243688,2.0675843970451973,TARGET,1288.98,1275.0,2022-12-01 05:45:00+00:00,105.0,2022-12-01 12:40:00+00:00,220.0,240.0,2022-12-01 04:05:00+00:00,2022-12-01 05:45:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2022-12-08 04:00:00+00:00,2022-12-08 09:00:00+00:00,2022-12-08 11:35:00+00:00,2022-12-08 11:50:00+00:00,1232.6775,1.9465180470966241,1.6954703119406838,TARGET,1235.57,1224.0,2022-12-08 07:35:00+00:00,215.0,2022-12-08 11:25:00+00:00,145.0,155.0,2022-12-08 07:35:00+00:00,2022-12-08 06:05:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2022-12-21 04:00:00+00:00,2022-12-21 09:00:00+00:00,2022-12-21 11:15:00+00:00,2022-12-21 14:50:00+00:00,1214.5774999999999,3.035350975956819,2.783759096408556,TARGET,1218.75,1202.06,2022-12-21 08:50:00+00:00,290.0,2022-12-21 10:55:00+00:00,115.0,135.0,2022-12-21 08:50:00+00:00,2022-12-21 05:00:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2022-12-23 04:00:00+00:00,2022-12-23 09:00:00+00:00,2022-12-23 10:45:00+00:00,2022-12-23 13:35:00+00:00,1222.225,1.6249953977378166,1.374108343566061,TARGET,1224.7,1214.8,2022-12-23 08:05:00+00:00,245.0,2022-12-23 10:30:00+00:00,90.0,105.0,2022-12-23 05:00:00+00:00,2022-12-23 08:05:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2022-12-29 04:00:00+00:00,2022-12-29 09:00:00+00:00,2022-12-29 09:40:00+00:00,2022-12-29 11:15:00+00:00,1196.975,1.6593579648698902,1.4084537380009814,TARGET,1199.44,1189.58,2022-12-29 08:40:00+00:00,280.0,2022-12-29 09:20:00+00:00,20.0,40.0,2022-12-29 04:25:00+00:00,2022-12-29 08:40:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2023-01-02 04:00:00+00:00,2023-01-02 09:00:00+00:00,2023-01-02 10:35:00+00:00,2023-01-02 15:00:00+00:00,1216.28,-0.3506692537901698,-0.8504686848207929,TIME_EXIT,1222.0,1199.12,2023-01-02 07:15:00+00:00,195.0,2023-01-02 10:05:00+00:00,65.0,95.0,2023-01-02 07:15:00+00:00,2023-01-02 04:20:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-01-10 04:00:00+00:00,2023-01-10 09:00:00+00:00,2023-01-10 14:20:00+00:00,2023-01-10 15:00:00+00:00,1332.52,-0.5651007114339964,-1.0646858181691417,TIME_EXIT,1336.27,1321.27,2023-01-10 08:25:00+00:00,265.0,2023-01-10 14:05:00+00:00,305.0,320.0,2023-01-10 08:25:00+00:00,2023-01-10 08:05:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-02-02 04:00:00+00:00,2023-02-02 09:00:00+00:00,2023-02-02 13:10:00+00:00,2023-02-02 14:20:00+00:00,1673.2825,2.1264711726800116,1.8753335059271241,TARGET,1677.51,1660.6,2023-02-02 06:25:00+00:00,145.0,2023-02-02 12:55:00+00:00,235.0,250.0,2023-02-02 05:10:00+00:00,2023-02-02 06:25:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2023-02-06 04:00:00+00:00,2023-02-06 09:00:00+00:00,2023-02-06 12:15:00+00:00,2023-02-06 15:00:00+00:00,1630.35,-0.5840095684975118,-1.0835757758252846,TIME_EXIT,1637.99,1607.43,2023-02-06 08:05:00+00:00,245.0,2023-02-06 12:00:00+00:00,180.0,195.0,2023-02-06 08:05:00+00:00,2023-02-06 05:30:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-02-09 04:00:00+00:00,2023-02-09 09:00:00+00:00,2023-02-09 12:30:00+00:00,2023-02-09 14:30:00+00:00,1630.74,3.806679176324779,3.5547018254121325,TARGET,1637.6,1610.16,2023-02-09 08:25:00+00:00,265.0,2023-02-09 11:50:00+00:00,170.0,210.0,2023-02-09 08:25:00+00:00,2023-02-09 04:05:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-02-22 04:00:00+00:00,2023-02-22 09:00:00+00:00,2023-02-22 12:40:00+00:00,2023-02-22 14:25:00+00:00,1643.635,-5.262697618388479,-5.757587475841364,CLOSE_INVALIDATION,1649.91,1624.81,2023-02-22 08:45:00+00:00,285.0,2023-02-22 12:20:00+00:00,200.0,220.0,2023-02-22 04:00:00+00:00,2023-02-22 08:45:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2023-03-23 04:00:00+00:00,2023-03-23 09:00:00+00:00,2023-03-23 10:55:00+00:00,2023-03-23 14:50:00+00:00,1749.4225000000001,3.4741356076076317,3.222324445385017,TARGET,1756.2,1729.09,2023-03-23 08:10:00+00:00,250.0,2023-03-23 10:10:00+00:00,70.0,115.0,2023-03-23 08:10:00+00:00,2023-03-23 04:55:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-03-28 04:00:00+00:00,2023-03-28 09:00:00+00:00,2023-03-28 11:30:00+00:00,2023-03-28 11:50:00+00:00,1729.4099999999999,3.6129292648938276,3.3610487405236316,TARGET,1736.35,1708.59,2023-03-28 06:05:00+00:00,125.0,2023-03-28 11:20:00+00:00,140.0,150.0,2023-03-28 06:05:00+00:00,2023-03-28 04:05:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-04-14 04:00:00+00:00,2023-04-14 09:00:00+00:00,2023-04-14 12:30:00+00:00,2023-04-14 12:50:00+00:00,2119.0025,-3.612006592724692,-4.1085463162701,CLOSE_INVALIDATION,2125.0,2101.01,2023-04-14 08:45:00+00:00,285.0,2023-04-14 12:10:00+00:00,190.0,210.0,2023-04-14 06:50:00+00:00,2023-04-14 08:45:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2023-04-26 04:00:00+00:00,2023-04-26 09:00:00+00:00,2023-04-26 09:10:00+00:00,2023-04-26 09:35:00+00:00,1874.1875,2.6053022976622713,2.3539253349948557,TARGET,1879.82,1857.29,2023-04-26 08:50:00+00:00,290.0,2023-04-26 09:00:00+00:00,0.0,10.0,2023-04-26 08:50:00+00:00,2023-04-26 07:45:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-05-05 04:00:00+00:00,2023-05-05 09:00:00+00:00,2023-05-05 11:20:00+00:00,2023-05-05 11:55:00+00:00,1903.4125,1.6476381236331776,1.3967397537563824,TARGET,1907.31,1891.72,2023-05-05 07:50:00+00:00,230.0,2023-05-05 11:10:00+00:00,130.0,140.0,2023-05-05 07:00:00+00:00,2023-05-05 07:50:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2023-05-08 04:00:00+00:00,2023-05-08 09:00:00+00:00,2023-05-08 13:30:00+00:00,2023-05-08 15:00:00+00:00,1860.615,1.447507410184246,0.9459107011286608,TIME_EXIT,1869.82,1833.0,2023-05-08 07:45:00+00:00,225.0,2023-05-08 13:15:00+00:00,255.0,270.0,2023-05-08 04:00:00+00:00,2023-05-08 07:45:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2023-05-15 04:00:00+00:00,2023-05-15 09:00:00+00:00,2023-05-15 09:15:00+00:00,2023-05-15 14:10:00+00:00,1829.445,-3.4788025876700153,-3.975475448651777,CLOSE_INVALIDATION,1833.82,1816.32,2023-05-15 07:15:00+00:00,195.0,2023-05-15 09:05:00+00:00,5.0,15.0,2023-05-15 07:15:00+00:00,2023-05-15 05:10:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-05-19 04:00:00+00:00,2023-05-19 09:00:00+00:00,2023-05-19 09:15:00+00:00,2023-05-19 12:15:00+00:00,1806.9099999999999,1.2381557465507957,0.9874620155430728,TARGET,1809.87,1798.03,2023-05-19 07:10:00+00:00,190.0,2023-05-19 09:00:00+00:00,0.0,15.0,2023-05-19 07:10:00+00:00,2023-05-19 04:15:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-05-26 04:00:00+00:00,2023-05-26 09:00:00+00:00,2023-05-26 12:45:00+00:00,2023-05-26 13:35:00+00:00,1813.6925,1.9749891450727257,1.7239271814820216,TARGET,1818.0,1800.77,2023-05-26 08:30:00+00:00,270.0,2023-05-26 12:30:00+00:00,210.0,225.0,2023-05-26 08:30:00+00:00,2023-05-26 06:00:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-06-05 04:00:00+00:00,2023-06-05 09:00:00+00:00,2023-06-05 09:20:00+00:00,2023-06-05 15:00:00+00:00,1869.7175000000002,-1.0464880389684956,-1.5455919989495355,TIME_EXIT,1872.91,1860.14,2023-06-05 05:10:00+00:00,70.0,2023-06-05 09:05:00+00:00,5.0,20.0,2023-06-05 04:30:00+00:00,2023-06-05 05:10:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2023-06-08 04:00:00+00:00,2023-06-08 09:00:00+00:00,2023-06-08 11:30:00+00:00,2023-06-08 12:40:00+00:00,1842.3400000000001,1.581176112986649,1.3303109575079746,TARGET,1845.99,1831.39,2023-06-08 07:25:00+00:00,205.0,2023-06-08 11:00:00+00:00,120.0,150.0,2023-06-08 07:25:00+00:00,2023-06-08 06:10:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-06-23 04:00:00+00:00,2023-06-23 09:00:00+00:00,2023-06-23 10:00:00+00:00,2023-06-23 10:30:00+00:00,1884.24,-2.591865155181938,-3.089424510349092,CLOSE_INVALIDATION,1887.7,1873.86,2023-06-23 08:45:00+00:00,285.0,2023-06-23 09:50:00+00:00,50.0,60.0,2023-06-23 08:45:00+00:00,2023-06-23 07:15:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-06-26 04:00:00+00:00,2023-06-26 09:00:00+00:00,2023-06-26 14:15:00+00:00,2023-06-26 14:45:00+00:00,1896.1725000000001,-6.615811061493659,-7.109348481722,CLOSE_INVALIDATION,1905.0,1869.69,2023-06-26 07:10:00+00:00,190.0,2023-06-26 13:55:00+00:00,295.0,315.0,2023-06-26 07:10:00+00:00,2023-06-26 05:20:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-06-30 04:00:00+00:00,2023-06-30 09:00:00+00:00,2023-06-30 13:35:00+00:00,2023-06-30 13:45:00+00:00,1898.5125,-9.858062562137492,-10.348359351180825,CLOSE_INVALIDATION,1908.53,1868.46,2023-06-30 04:50:00+00:00,50.0,2023-06-30 12:50:00+00:00,230.0,275.0,2023-06-30 04:50:00+00:00,2023-06-30 04:15:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-07-12 04:00:00+00:00,2023-07-12 09:00:00+00:00,2023-07-12 13:15:00+00:00,2023-07-12 13:40:00+00:00,1891.72,-3.407844712748231,-3.9045884961436568,CLOSE_INVALIDATION,1896.43,1877.59,2023-07-12 06:25:00+00:00,145.0,2023-07-12 12:30:00+00:00,210.0,255.0,2023-07-12 06:25:00+00:00,2023-07-12 04:10:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-07-31 04:00:00+00:00,2023-07-31 09:00:00+00:00,2023-07-31 11:25:00+00:00,2023-07-31 12:50:00+00:00,1867.395,0.6254927318537055,0.3751051792641572,TARGET,1869.31,1861.65,2023-07-31 05:10:00+00:00,70.0,2023-07-31 11:15:00+00:00,135.0,145.0,2023-07-31 04:00:00+00:00,2023-07-31 05:10:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2023-08-01 04:00:00+00:00,2023-08-01 09:00:00+00:00,2023-08-01 09:25:00+00:00,2023-08-01 15:00:00+00:00,1832.4775,-1.8727329530649368,-2.371011081047802,TIME_EXIT,1836.5,1820.41,2023-08-01 08:55:00+00:00,295.0,2023-08-01 09:00:00+00:00,0.0,25.0,2023-08-01 08:55:00+00:00,2023-08-01 04:20:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-08-03 04:00:00+00:00,2023-08-03 09:00:00+00:00,2023-08-03 14:15:00+00:00,2023-08-03 14:50:00+00:00,1836.5725,1.700379919660167,1.4494551920641423,TARGET,1840.43,1825.0,2023-08-03 08:25:00+00:00,265.0,2023-08-03 14:00:00+00:00,300.0,315.0,2023-08-03 06:15:00+00:00,2023-08-03 08:25:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2023-08-04 04:00:00+00:00,2023-08-04 09:00:00+00:00,2023-08-04 12:40:00+00:00,2023-08-04 13:35:00+00:00,1837.8,0.9603221242790564,0.7097672406586989,TARGET,1840.3,1830.3,2023-08-04 08:15:00+00:00,255.0,2023-08-04 12:30:00+00:00,210.0,220.0,2023-08-04 08:15:00+00:00,2023-08-04 04:25:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-08-08 04:00:00+00:00,2023-08-08 09:00:00+00:00,2023-08-08 12:10:00+00:00,2023-08-08 12:45:00+00:00,1836.3525,0.9273595347298439,0.6768211241677372,TARGET,1838.79,1829.04,2023-08-08 05:45:00+00:00,105.0,2023-08-08 12:00:00+00:00,180.0,190.0,2023-08-08 05:45:00+00:00,2023-08-08 04:20:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-08-09 04:00:00+00:00,2023-08-09 09:00:00+00:00,2023-08-09 11:15:00+00:00,2023-08-09 12:50:00+00:00,1861.0225,1.1085792890735529,0.8579503139166226,TARGET,1863.83,1852.6,2023-08-09 08:10:00+00:00,250.0,2023-08-09 10:55:00+00:00,115.0,135.0,2023-08-09 08:10:00+00:00,2023-08-09 04:00:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-09-13 04:00:00+00:00,2023-09-13 09:00:00+00:00,2023-09-13 10:15:00+00:00,2023-09-13 14:40:00+00:00,1597.1925,3.0920649827744344,2.840444760394201,TARGET,1602.77,1580.46,2023-09-13 07:35:00+00:00,215.0,2023-09-13 10:00:00+00:00,60.0,75.0,2023-09-13 07:35:00+00:00,2023-09-13 05:20:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-09-14 04:00:00+00:00,2023-09-14 09:00:00+00:00,2023-09-14 11:40:00+00:00,2023-09-14 12:20:00+00:00,1621.7475,1.73504260065156,1.4841005503763554,TARGET,1625.21,1611.36,2023-09-14 07:45:00+00:00,225.0,2023-09-14 11:30:00+00:00,150.0,160.0,2023-09-14 07:45:00+00:00,2023-09-14 05:30:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-10-06 04:00:00+00:00,2023-10-06 09:00:00+00:00,2023-10-06 10:45:00+00:00,2023-10-06 12:55:00+00:00,1632.5049999999999,-3.8992235858389286,-4.395476235928053,CLOSE_INVALIDATION,1637.34,1618.0,2023-10-06 08:30:00+00:00,270.0,2023-10-06 10:25:00+00:00,85.0,105.0,2023-10-06 08:30:00+00:00,2023-10-06 05:30:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-10-24 04:00:00+00:00,2023-10-24 09:00:00+00:00,2023-10-24 09:55:00+00:00,2023-10-24 12:05:00+00:00,1827.755,4.658117745540213,4.405714888096224,TARGET,1837.0,1800.02,2023-10-24 07:30:00+00:00,210.0,2023-10-24 09:40:00+00:00,40.0,55.0,2023-10-24 05:25:00+00:00,2023-10-24 07:30:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2023-10-25 04:00:00+00:00,2023-10-25 09:00:00+00:00,2023-10-25 13:35:00+00:00,2023-10-25 14:45:00+00:00,1786.2425,4.653905054884677,4.4015043027334055,TARGET,1795.27,1759.16,2023-10-25 08:10:00+00:00,250.0,2023-10-25 13:20:00+00:00,260.0,275.0,2023-10-25 05:00:00+00:00,2023-10-25 08:10:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2023-11-23 04:00:00+00:00,2023-11-23 09:00:00+00:00,2023-11-23 09:15:00+00:00,2023-11-23 11:15:00+00:00,2077.85,-4.767495247491416,-5.262880059837705,CLOSE_INVALIDATION,2084.4,2058.2,2023-11-23 08:55:00+00:00,295.0,2023-11-23 09:00:00+00:00,0.0,15.0,2023-11-23 08:55:00+00:00,2023-11-23 04:15:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-11-29 04:00:00+00:00,2023-11-29 09:00:00+00:00,2023-11-29 10:00:00+00:00,2023-11-29 10:40:00+00:00,2065.795,-4.469861723936807,-4.965544021064183,CLOSE_INVALIDATION,2072.0,2047.18,2023-11-29 08:55:00+00:00,295.0,2023-11-29 09:50:00+00:00,50.0,60.0,2023-11-29 08:55:00+00:00,2023-11-29 05:35:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-12-01 04:00:00+00:00,2023-12-01 09:00:00+00:00,2023-12-01 09:25:00+00:00,2023-12-01 10:55:00+00:00,2103.305,-3.4749225623483144,-3.9715993014163726,CLOSE_INVALIDATION,2108.83,2086.73,2023-12-01 07:05:00+00:00,185.0,2023-12-01 09:15:00+00:00,15.0,25.0,2023-12-01 07:05:00+00:00,2023-12-01 06:05:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-12-04 04:00:00+00:00,2023-12-04 09:00:00+00:00,2023-12-04 09:50:00+00:00,2023-12-04 14:30:00+00:00,2252.8450000000003,-8.137993514866814,-8.63000951335262,CLOSE_INVALIDATION,2267.0,2210.38,2023-12-04 06:20:00+00:00,140.0,2023-12-04 09:35:00+00:00,35.0,50.0,2023-12-04 06:20:00+00:00,2023-12-04 04:00:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2023-12-20 04:00:00+00:00,2023-12-20 09:00:00+00:00,2023-12-20 10:25:00+00:00,2023-12-20 13:15:00+00:00,2214.66,4.128911887152098,3.876773500401898,TARGET,2224.69,2184.57,2023-12-20 06:25:00+00:00,145.0,2023-12-20 10:10:00+00:00,70.0,85.0,2023-12-20 06:25:00+00:00,2023-12-20 04:10:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2024-01-05 04:00:00+00:00,2024-01-05 09:00:00+00:00,2024-01-05 09:15:00+00:00,2024-01-05 11:00:00+00:00,2258.0474999999997,-4.303261556720939,-4.799110370757131,CLOSE_INVALIDATION,2265.95,2234.34,2024-01-05 07:15:00+00:00,195.0,2024-01-05 09:00:00+00:00,0.0,15.0,2024-01-05 07:15:00+00:00,2024-01-05 04:10:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2024-01-16 04:00:00+00:00,2024-01-16 09:00:00+00:00,2024-01-16 09:10:00+00:00,2024-01-16 11:30:00+00:00,2539.7425,-3.127146551274373,-3.624170892552447,CLOSE_INVALIDATION,2545.5,2522.47,2024-01-16 08:55:00+00:00,295.0,2024-01-16 09:00:00+00:00,0.0,10.0,2024-01-16 08:55:00+00:00,2024-01-16 07:30:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2024-01-24 04:00:00+00:00,2024-01-24 09:00:00+00:00,2024-01-24 09:35:00+00:00,2024-01-24 10:45:00+00:00,2236.8775,3.2311778360683667,2.979488092022376,TARGET,2245.0,2212.51,2024-01-24 07:20:00+00:00,200.0,2024-01-24 09:15:00+00:00,15.0,35.0,2024-01-24 07:20:00+00:00,2024-01-24 04:10:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2024-02-01 04:00:00+00:00,2024-02-01 09:00:00+00:00,2024-02-01 10:35:00+00:00,2024-02-01 14:20:00+00:00,2270.3225,2.488356169663098,2.2370376508376704,TARGET,2276.88,2250.65,2024-02-01 07:25:00+00:00,205.0,2024-02-01 10:25:00+00:00,85.0,95.0,2024-02-01 07:25:00+00:00,2024-02-01 04:35:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2024-02-05 04:00:00+00:00,2024-02-05 09:00:00+00:00,2024-02-05 09:35:00+00:00,2024-02-05 13:40:00+00:00,2315.81,3.5511013425108655,3.2992517166525297,TARGET,2324.96,2288.36,2024-02-05 08:50:00+00:00,290.0,2024-02-05 09:00:00+00:00,0.0,35.0,2024-02-05 08:50:00+00:00,2024-02-05 05:25:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2024-02-09 04:00:00+00:00,2024-02-09 09:00:00+00:00,2024-02-09 09:15:00+00:00,2024-02-09 11:50:00+00:00,2466.835,3.4369003196404573,3.1851077657574893,TARGET,2476.3,2438.44,2024-02-09 08:55:00+00:00,295.0,2024-02-09 09:00:00+00:00,0.0,15.0,2024-02-09 08:55:00+00:00,2024-02-09 05:20:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2024-02-15 04:00:00+00:00,2024-02-15 09:00:00+00:00,2024-02-15 12:10:00+00:00,2024-02-15 14:00:00+00:00,2793.8575,3.8101288272575755,3.5581497523814014,TARGET,2805.62,2758.57,2024-02-15 05:55:00+00:00,115.0,2024-02-15 12:00:00+00:00,180.0,190.0,2024-02-15 04:55:00+00:00,2024-02-15 05:55:00+00:00,HIGH_BEFORE_LOW
