episode_id,first_sideways_ts,last_sideways_ts,partition,n_intervals,duration_hours,origin_state,exit_state,bracketed_directional,class,same_direction_resume,opposite_direction_transition,gap_or_boundary
367,2021-06-16 12:00:00+00:00,2021-06-17 04:00:00+00:00,external,5,20,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
370,2021-06-23 04:00:00+00:00,2021-06-23 12:00:00+00:00,external,3,12,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
372,2021-06-24 00:00:00+00:00,2021-06-24 00:00:00+00:00,external,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
374,2021-06-24 12:00:00+00:00,2021-06-24 16:00:00+00:00,external,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
376,2021-06-25 12:00:00+00:00,2021-06-25 12:00:00+00:00,external,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
378,2021-06-27 04:00:00+00:00,2021-06-27 12:00:00+00:00,external,3,12,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
380,2021-06-30 16:00:00+00:00,2021-06-30 16:00:00+00:00,external,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
382,2021-07-01 04:00:00+00:00,2021-07-01 04:00:00+00:00,external,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
384,2021-07-03 08:00:00+00:00,2021-07-03 08:00:00+00:00,external,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
386,2021-07-05 04:00:00+00:00,2021-07-05 08:00:00+00:00,external,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
388,2021-07-06 08:00:00+00:00,2021-07-06 08:00:00+00:00,external,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
390,2021-07-07 04:00:00+00:00,2021-07-07 04:00:00+00:00,external,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
392,2021-07-08 00:00:00+00:00,2021-07-08 00:00:00+00:00,external,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
394,2021-07-09 16:00:00+00:00,2021-07-09 16:00:00+00:00,external,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
396,2021-07-10 00:00:00+00:00,2021-07-10 08:00:00+00:00,external,3,12,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
398,2021-07-10 20:00:00+00:00,2021-07-11 00:00:00+00:00,external,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
401,2021-07-12 12:00:00+00:00,2021-07-12 16:00:00+00:00,external,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
403,2021-07-18 04:00:00+00:00,2021-07-18 04:00:00+00:00,external,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
405,2021-07-21 08:00:00+00:00,2021-07-21 12:00:00+00:00,external,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
407,2021-07-30 12:00:00+00:00,2021-07-30 16:00:00+00:00,external,2,8,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
409,2021-08-02 00:00:00+00:00,2021-08-02 04:00:00+00:00,external,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
411,2021-08-04 16:00:00+00:00,2021-08-05 04:00:00+00:00,external,4,16,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
414,2021-08-12 08:00:00+00:00,2021-08-12 12:00:00+00:00,external,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
416,2021-08-13 04:00:00+00:00,2021-08-13 04:00:00+00:00,external,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
418,2021-08-15 08:00:00+00:00,2021-08-15 16:00:00+00:00,external,3,12,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
420,2021-08-16 16:00:00+00:00,2021-08-17 00:00:00+00:00,external,3,12,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
422,2021-08-17 12:00:00+00:00,2021-08-17 12:00:00+00:00,external,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
424,2021-08-19 16:00:00+00:00,2021-08-19 20:00:00+00:00,external,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
426,2021-08-24 16:00:00+00:00,2021-08-24 20:00:00+00:00,external,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
428,2021-08-25 16:00:00+00:00,2021-08-26 00:00:00+00:00,external,3,12,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
430,2021-08-27 16:00:00+00:00,2021-08-27 20:00:00+00:00,external,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
432,2021-08-29 04:00:00+00:00,2021-08-29 04:00:00+00:00,external,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
434,2021-08-29 12:00:00+00:00,2021-08-29 12:00:00+00:00,external,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
436,2021-08-30 04:00:00+00:00,2021-08-30 04:00:00+00:00,external,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
438,2021-08-30 20:00:00+00:00,2021-08-30 20:00:00+00:00,external,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
440,2021-09-01 12:00:00+00:00,2021-09-01 12:00:00+00:00,external,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
442,2021-09-01 20:00:00+00:00,2021-09-01 20:00:00+00:00,external,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
444,2021-09-07 12:00:00+00:00,2021-09-07 12:00:00+00:00,external,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
446,2021-09-12 12:00:00+00:00,2021-09-12 12:00:00+00:00,external,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
448,2021-09-13 00:00:00+00:00,2021-09-13 00:00:00+00:00,external,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
450,2021-09-14 08:00:00+00:00,2021-09-14 12:00:00+00:00,external,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
452,2021-09-18 00:00:00+00:00,2021-09-18 00:00:00+00:00,external,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
454,2021-09-19 12:00:00+00:00,2021-09-19 20:00:00+00:00,external,3,12,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
456,2021-09-23 04:00:00+00:00,2021-09-23 08:00:00+00:00,external,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
460,2021-09-26 12:00:00+00:00,2021-09-27 00:00:00+00:00,external,4,16,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
462,2021-09-27 20:00:00+00:00,2021-09-27 20:00:00+00:00,external,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
464,2021-09-29 08:00:00+00:00,2021-09-29 08:00:00+00:00,external,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
466,2021-09-30 04:00:00+00:00,2021-09-30 04:00:00+00:00,external,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
468,2021-10-12 20:00:00+00:00,2021-10-13 00:00:00+00:00,external,2,8,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
471,2021-10-13 16:00:00+00:00,2021-10-13 16:00:00+00:00,external,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
473,2021-10-21 16:00:00+00:00,2021-10-22 08:00:00+00:00,external,5,20,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
475,2021-10-25 04:00:00+00:00,2021-10-25 08:00:00+00:00,external,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
477,2021-10-26 20:00:00+00:00,2021-10-26 20:00:00+00:00,external,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
479,2021-10-28 12:00:00+00:00,2021-10-28 20:00:00+00:00,external,3,12,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
484,2021-10-31 08:00:00+00:00,2021-10-31 12:00:00+00:00,external,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
486,2021-11-01 00:00:00+00:00,2021-11-01 00:00:00+00:00,external,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
488,2021-11-01 08:00:00+00:00,2021-11-01 08:00:00+00:00,external,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
490,2021-11-02 00:00:00+00:00,2021-11-02 00:00:00+00:00,external,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
493,2021-11-03 16:00:00+00:00,2021-11-03 16:00:00+00:00,external,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
495,2021-11-04 08:00:00+00:00,2021-11-04 08:00:00+00:00,external,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
497,2021-11-05 04:00:00+00:00,2021-11-05 08:00:00+00:00,external,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
499,2021-11-07 00:00:00+00:00,2021-11-07 08:00:00+00:00,external,3,12,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
501,2021-11-11 00:00:00+00:00,2021-11-11 08:00:00+00:00,external,3,12,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
503,2021-11-13 16:00:00+00:00,2021-11-13 16:00:00+00:00,external,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
505,2021-11-14 04:00:00+00:00,2021-11-14 08:00:00+00:00,external,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
508,2021-11-15 16:00:00+00:00,2021-11-15 20:00:00+00:00,external,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
510,2021-11-20 20:00:00+00:00,2021-11-21 00:00:00+00:00,external,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
512,2021-11-21 08:00:00+00:00,2021-11-21 08:00:00+00:00,external,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
515,2021-11-22 00:00:00+00:00,2021-11-22 00:00:00+00:00,external,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
517,2021-11-23 20:00:00+00:00,2021-11-24 00:00:00+00:00,external,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
519,2021-11-25 04:00:00+00:00,2021-11-25 08:00:00+00:00,external,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
521,2021-11-26 08:00:00+00:00,2021-11-26 08:00:00+00:00,external,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
523,2021-11-29 00:00:00+00:00,2021-11-29 00:00:00+00:00,external,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
525,2021-12-02 04:00:00+00:00,2021-12-02 08:00:00+00:00,external,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
527,2021-12-03 12:00:00+00:00,2021-12-03 12:00:00+00:00,external,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
529,2021-12-07 00:00:00+00:00,2021-12-07 12:00:00+00:00,external,4,16,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
531,2021-12-08 00:00:00+00:00,2021-12-08 08:00:00+00:00,external,3,12,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
533,2021-12-08 16:00:00+00:00,2021-12-08 16:00:00+00:00,external,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
535,2021-12-09 00:00:00+00:00,2021-12-09 00:00:00+00:00,external,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
537,2021-12-11 16:00:00+00:00,2021-12-11 16:00:00+00:00,external,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
539,2021-12-12 00:00:00+00:00,2021-12-12 04:00:00+00:00,external,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
541,2021-12-13 04:00:00+00:00,2021-12-13 12:00:00+00:00,external,3,12,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
543,2021-12-15 00:00:00+00:00,2021-12-15 12:00:00+00:00,external,4,16,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
545,2021-12-15 20:00:00+00:00,2021-12-15 20:00:00+00:00,external,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
547,2021-12-16 20:00:00+00:00,2021-12-17 00:00:00+00:00,external,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
549,2021-12-19 04:00:00+00:00,2021-12-19 08:00:00+00:00,external,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
551,2021-12-21 00:00:00+00:00,2021-12-21 04:00:00+00:00,external,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
553,2021-12-23 08:00:00+00:00,2021-12-23 08:00:00+00:00,external,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
555,2021-12-26 04:00:00+00:00,2021-12-26 16:00:00+00:00,external,4,16,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
557,2021-12-28 04:00:00+00:00,2021-12-28 04:00:00+00:00,external,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
559,2021-12-31 12:00:00+00:00,2021-12-31 16:00:00+00:00,external,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
561,2022-01-02 00:00:00+00:00,2022-01-02 00:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
563,2022-01-03 12:00:00+00:00,2022-01-03 12:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
565,2022-01-04 16:00:00+00:00,2022-01-04 16:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
567,2022-01-09 20:00:00+00:00,2022-01-09 20:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
569,2022-01-11 04:00:00+00:00,2022-01-11 08:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
572,2022-01-13 20:00:00+00:00,2022-01-14 08:00:00+00:00,development,4,16,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
574,2022-01-14 16:00:00+00:00,2022-01-14 16:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
576,2022-01-16 04:00:00+00:00,2022-01-16 04:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
578,2022-01-16 12:00:00+00:00,2022-01-16 12:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
580,2022-01-16 20:00:00+00:00,2022-01-16 20:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
583,2022-01-20 12:00:00+00:00,2022-01-20 12:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
586,2022-01-25 00:00:00+00:00,2022-01-25 04:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
588,2022-01-25 12:00:00+00:00,2022-01-25 16:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
590,2022-01-27 00:00:00+00:00,2022-01-27 08:00:00+00:00,development,3,12,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
593,2022-01-28 12:00:00+00:00,2022-01-28 12:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
595,2022-01-30 20:00:00+00:00,2022-01-30 20:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
597,2022-01-31 04:00:00+00:00,2022-01-31 08:00:00+00:00,development,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
600,2022-02-02 16:00:00+00:00,2022-02-02 16:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
602,2022-02-04 08:00:00+00:00,2022-02-04 12:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
604,2022-02-11 00:00:00+00:00,2022-02-11 12:00:00+00:00,development,4,16,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
607,2022-02-14 16:00:00+00:00,2022-02-14 16:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
609,2022-02-15 00:00:00+00:00,2022-02-15 00:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
611,2022-02-17 12:00:00+00:00,2022-02-17 12:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
613,2022-02-23 12:00:00+00:00,2022-02-23 16:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
615,2022-02-25 00:00:00+00:00,2022-02-25 04:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
617,2022-02-27 20:00:00+00:00,2022-02-27 20:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
620,2022-03-03 16:00:00+00:00,2022-03-04 00:00:00+00:00,development,3,12,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
622,2022-03-08 12:00:00+00:00,2022-03-08 12:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
625,2022-03-10 08:00:00+00:00,2022-03-10 16:00:00+00:00,development,3,12,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
627,2022-03-11 12:00:00+00:00,2022-03-11 12:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
629,2022-03-14 08:00:00+00:00,2022-03-14 08:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
631,2022-03-14 16:00:00+00:00,2022-03-14 16:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
635,2022-03-15 16:00:00+00:00,2022-03-15 16:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
637,2022-03-20 16:00:00+00:00,2022-03-20 16:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
639,2022-03-21 00:00:00+00:00,2022-03-21 08:00:00+00:00,development,3,12,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
642,2022-03-31 16:00:00+00:00,2022-03-31 16:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
644,2022-04-01 16:00:00+00:00,2022-04-02 08:00:00+00:00,development,5,20,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
646,2022-04-02 16:00:00+00:00,2022-04-02 16:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
648,2022-04-03 08:00:00+00:00,2022-04-03 16:00:00+00:00,development,3,12,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
651,2022-04-05 00:00:00+00:00,2022-04-05 00:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
653,2022-04-05 16:00:00+00:00,2022-04-05 16:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
655,2022-04-10 20:00:00+00:00,2022-04-10 20:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
657,2022-04-13 16:00:00+00:00,2022-04-14 08:00:00+00:00,development,5,20,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
659,2022-04-16 00:00:00+00:00,2022-04-16 00:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
661,2022-04-17 12:00:00+00:00,2022-04-17 16:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
663,2022-04-18 20:00:00+00:00,2022-04-19 00:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
665,2022-04-21 20:00:00+00:00,2022-04-22 04:00:00+00:00,development,3,12,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
667,2022-04-25 20:00:00+00:00,2022-04-26 00:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
670,2022-04-28 04:00:00+00:00,2022-04-28 12:00:00+00:00,development,3,12,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
673,2022-05-02 04:00:00+00:00,2022-05-02 08:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
675,2022-05-02 16:00:00+00:00,2022-05-02 16:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
677,2022-05-03 08:00:00+00:00,2022-05-03 12:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
679,2022-05-04 08:00:00+00:00,2022-05-04 08:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
681,2022-05-05 16:00:00+00:00,2022-05-05 16:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
683,2022-05-13 04:00:00+00:00,2022-05-13 04:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
685,2022-05-13 12:00:00+00:00,2022-05-13 12:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
687,2022-05-15 00:00:00+00:00,2022-05-15 00:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
689,2022-05-15 12:00:00+00:00,2022-05-15 16:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
691,2022-05-16 08:00:00+00:00,2022-05-16 12:00:00+00:00,development,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
694,2022-05-18 04:00:00+00:00,2022-05-18 08:00:00+00:00,development,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
696,2022-05-19 16:00:00+00:00,2022-05-19 20:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
698,2022-05-20 16:00:00+00:00,2022-05-20 16:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
700,2022-05-22 12:00:00+00:00,2022-05-22 12:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
702,2022-05-23 20:00:00+00:00,2022-05-23 20:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
704,2022-05-25 00:00:00+00:00,2022-05-25 00:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
709,2022-05-29 12:00:00+00:00,2022-05-29 20:00:00+00:00,development,3,12,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
711,2022-06-01 16:00:00+00:00,2022-06-01 20:00:00+00:00,development,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
713,2022-06-03 04:00:00+00:00,2022-06-03 04:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
715,2022-06-05 16:00:00+00:00,2022-06-05 20:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
718,2022-06-07 04:00:00+00:00,2022-06-07 08:00:00+00:00,development,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
721,2022-06-08 04:00:00+00:00,2022-06-08 04:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
724,2022-06-09 08:00:00+00:00,2022-06-09 08:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
726,2022-06-19 20:00:00+00:00,2022-06-20 00:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
728,2022-06-20 08:00:00+00:00,2022-06-20 12:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
730,2022-06-20 20:00:00+00:00,2022-06-20 20:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
732,2022-06-22 04:00:00+00:00,2022-06-22 08:00:00+00:00,development,2,8,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
735,2022-06-23 08:00:00+00:00,2022-06-23 12:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
738,2022-06-27 00:00:00+00:00,2022-06-27 00:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
740,2022-06-27 16:00:00+00:00,2022-06-27 16:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
742,2022-07-03 20:00:00+00:00,2022-07-03 20:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
744,2022-07-04 12:00:00+00:00,2022-07-04 12:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
746,2022-07-05 12:00:00+00:00,2022-07-05 16:00:00+00:00,development,2,8,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
748,2022-07-10 16:00:00+00:00,2022-07-10 16:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
750,2022-07-14 00:00:00+00:00,2022-07-14 04:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
752,2022-07-14 16:00:00+00:00,2022-07-14 16:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
754,2022-07-18 00:00:00+00:00,2022-07-18 00:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
756,2022-07-21 12:00:00+00:00,2022-07-21 16:00:00+00:00,development,2,8,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
758,2022-07-22 20:00:00+00:00,2022-07-23 08:00:00+00:00,development,4,16,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
