rule_text,conditions,atoms_repr,selected_n,event_n,event_rate,lift_vs_buy_baseline,wilson_lower,mean_r,pf_r,cum_r,eligible
source_to_opposite_structure_range_units <= 1.59650150215 AND initial_risk_range_units >= 0.821954726364,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 0.8219547263639353, 'quantile': 0.25}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.22754341190011487,0.6586848821498277,-0.6826302357003446,False
source_to_opposite_structure_range_units <= 1.59650150215 AND initial_risk_range_units <= 0.952684811809,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.9526848118094255, 'quantile': 0.5}]",2,0,0.0,-0.375,0.0,-1.0,0.0,-2.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND initial_risk_range_units >= 0.952684811809,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 0.9526848118094255, 'quantile': 0.5}]",2,1,0.5,0.125,0.09452865480086614,0.15868488214982768,1.3173697642996554,0.31736976429965535,False
source_to_opposite_structure_range_units <= 1.59650150215 AND initial_risk_range_units <= 1.31026395801,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 1.3102639580060815, 'quantile': 0.75}]",2,0,0.0,-0.375,0.0,-1.0,0.0,-2.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND initial_risk_range_units >= 1.31026395801,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 1.3102639580060815, 'quantile': 0.75}]",2,1,0.5,0.125,0.09452865480086614,0.15868488214982768,1.3173697642996554,0.31736976429965535,False
source_to_opposite_structure_range_units <= 1.59650150215 AND structural_target_distance_range_units <= 1.01904453724,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.0190445372434982, 'quantile': 0.25}]",2,0,0.0,-0.375,0.0,-1.0,0.0,-2.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND structural_target_distance_range_units >= 1.01904453724,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.0190445372434982, 'quantile': 0.25}]",2,1,0.5,0.125,0.09452865480086614,0.15868488214982768,1.3173697642996554,0.31736976429965535,False
source_to_opposite_structure_range_units <= 1.59650150215 AND structural_target_distance_range_units <= 1.10860006597,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.1086000659690294, 'quantile': 0.5}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.22754341190011487,0.6586848821498277,-0.6826302357003446,False
source_to_opposite_structure_range_units <= 1.59650150215 AND structural_target_distance_range_units >= 1.10860006597,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.1086000659690294, 'quantile': 0.5}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND structural_target_distance_range_units <= 1.22797163375,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.2279716337452877, 'quantile': 0.75}]",4,1,0.25,-0.125,0.045586062644636216,-0.42065755892508616,0.4391232547665518,-1.6826302357003446,False
source_to_opposite_structure_range_units <= 1.59650150215 AND structural_target_distance_range_units >= 1.22797163375,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.2279716337452877, 'quantile': 0.75}]",0,0,,,,,,0.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND structural_reward_r <= 0.80242228366,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 0.8024222836602144, 'quantile': 0.25}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.22754341190011487,0.6586848821498277,-0.6826302357003446,False
source_to_opposite_structure_range_units <= 1.59650150215 AND structural_reward_r >= 0.80242228366,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 0.8024222836602144, 'quantile': 0.25}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND structural_reward_r <= 1.16560173697,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 1.1656017369727043, 'quantile': 0.5}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.22754341190011487,0.6586848821498277,-0.6826302357003446,False
source_to_opposite_structure_range_units <= 1.59650150215 AND structural_reward_r >= 1.16560173697,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 1.1656017369727043, 'quantile': 0.5}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND structural_reward_r <= 1.35285896624,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 1.3528589662436352, 'quantile': 0.75}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.22754341190011487,0.6586848821498277,-0.6826302357003446,False
source_to_opposite_structure_range_units <= 1.59650150215 AND structural_reward_r >= 1.35285896624,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 1.3528589662436352, 'quantile': 0.75}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
source_to_opposite_structure_range_units >= 1.59650150215 AND approach_start_distance_to_level_range_units <= 0.978378228578,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'approach_start_distance_to_level_range_units', 'op': '<=', 'threshold': 0.9783782285777651, 'quantile': 0.25}]",3,0,0.0,-0.375,0.0,-1.0,0.0,-3.0,False
source_to_opposite_structure_range_units >= 1.59650150215 AND approach_start_distance_to_level_range_units >= 0.978378228578,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'approach_start_distance_to_level_range_units', 'op': '>=', 'threshold': 0.9783782285777651, 'quantile': 0.25}]",9,5,0.5555555555555556,0.18055555555555558,0.2666473457440297,-0.25430826133808165,0.6185376079928774,-2.288774352042735,False
source_to_opposite_structure_range_units >= 1.59650150215 AND approach_start_distance_to_level_range_units <= 1.08656260871,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'approach_start_distance_to_level_range_units', 'op': '<=', 'threshold': 1.0865626087068305, 'quantile': 0.5}]",5,1,0.2,-0.175,0.03622316096978745,-0.4659605386379047,0.41754932670261913,-2.3298026931895235,False
source_to_opposite_structure_range_units >= 1.59650150215 AND approach_start_distance_to_level_range_units >= 1.08656260871,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'approach_start_distance_to_level_range_units', 'op': '>=', 'threshold': 1.0865626087068305, 'quantile': 0.5}]",7,4,0.5714285714285714,0.1964285714285714,0.2504542304090258,-0.42271023697903026,0.40820566822935767,-2.958971658853212,False
source_to_opposite_structure_range_units >= 1.59650150215 AND approach_start_distance_to_level_range_units <= 1.24729634002,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'approach_start_distance_to_level_range_units', 'op': '<=', 'threshold': 1.2472963400236092, 'quantile': 0.75}]",8,4,0.5,0.125,0.21521252682444186,-0.4739176443409978,0.36810980754533623,-3.7913411547279825,False
source_to_opposite_structure_range_units >= 1.59650150215 AND approach_start_distance_to_level_range_units >= 1.24729634002,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'approach_start_distance_to_level_range_units', 'op': '>=', 'threshold': 1.2472963400236092, 'quantile': 0.75}]",4,1,0.25,-0.125,0.045586062644636216,-0.3743582993286882,0.5008556008950824,-1.4974331973147528,False
source_to_opposite_structure_range_units >= 1.59650150215 AND reclaim_directional_body_range_units <= 0.82384492265,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_directional_body_range_units', 'op': '<=', 'threshold': 0.8238449226499903, 'quantile': 0.25}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
source_to_opposite_structure_range_units >= 1.59650150215 AND reclaim_directional_body_range_units >= 0.82384492265,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 0.8238449226499903, 'quantile': 0.25}]",11,5,0.45454545454545453,0.07954545454545453,0.21270957543988045,-0.3898885774584305,0.46390320599465806,-4.2887743520427355,False
source_to_opposite_structure_range_units >= 1.59650150215 AND reclaim_directional_body_range_units <= 0.938715729547,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_directional_body_range_units', 'op': '<=', 'threshold': 0.9387157295465962, 'quantile': 0.5}]",5,2,0.4,0.025000000000000022,0.1176182311592533,-0.4994866394629506,0.3756417006713118,-2.497433197314753,False
source_to_opposite_structure_range_units >= 1.59650150215 AND reclaim_directional_body_range_units >= 0.938715729547,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 0.9387157295465962, 'quantile': 0.5}]",7,3,0.42857142857142855,0.05357142857142855,0.15821692226262685,-0.3987630221039975,0.4417317690544035,-2.7913411547279825,False
source_to_opposite_structure_range_units >= 1.59650150215 AND reclaim_directional_body_range_units <= 1.07291188004,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_directional_body_range_units', 'op': '<=', 'threshold': 1.0729118800400952, 'quantile': 0.75}]",9,4,0.4444444444444444,0.06944444444444442,0.188775429471914,-0.42524843227825293,0.4532520156422462,-3.8272358905042765,False
source_to_opposite_structure_range_units >= 1.59650150215 AND reclaim_directional_body_range_units >= 1.07291188004,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.48717948717948634,0.26923076923077055,-1.461538461538459,False
source_to_opposite_structure_range_units >= 1.59650150215 AND reclaim_close_inside_range_units <= 0.786541923801,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}]",2,2,1.0,0.625,0.34237195288961925,0.2512834013426236,1.5025668026852472,0.5025668026852472,False
source_to_opposite_structure_range_units >= 1.59650150215 AND reclaim_close_inside_range_units >= 0.786541923801,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_close_inside_range_units', 'op': '>=', 'threshold': 0.7865419238005553, 'quantile': 0.25}]",10,3,0.3,-0.07500000000000001,0.10778928748621183,-0.5791341154727982,0.2760823556590022,-5.7913411547279825,False
source_to_opposite_structure_range_units >= 1.59650150215 AND reclaim_close_inside_range_units <= 0.851580400587,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.8515804005869738, 'quantile': 0.5}]",6,3,0.5,0.125,0.18761280689940868,-0.13787264841737937,0.7931910273739309,-0.8272358905042763,False
source_to_opposite_structure_range_units >= 1.59650150215 AND reclaim_close_inside_range_units >= 0.851580400587,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_close_inside_range_units', 'op': '>=', 'threshold': 0.8515804005869738, 'quantile': 0.5}]",6,2,0.3333333333333333,-0.041666666666666685,0.09676933255921683,-0.7435897435897432,0.10769230769230823,-4.461538461538459,False
source_to_opposite_structure_range_units >= 1.59650150215 AND reclaim_close_inside_range_units <= 1.01446857606,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 1.0144685760613668, 'quantile': 0.75}]",9,3,0.3333333333333333,-0.041666666666666685,0.12058159868274293,-0.42524843227825293,0.4532520156422462,-3.8272358905042765,False
source_to_opposite_structure_range_units >= 1.59650150215 AND reclaim_close_inside_range_units >= 1.01446857606,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_close_inside_range_units', 'op': '>=', 'threshold': 1.0144685760613668, 'quantile': 0.75}]",3,2,0.6666666666666666,0.29166666666666663,0.2076549551264879,-0.48717948717948634,0.26923076923077055,-1.461538461538459,False
source_to_opposite_structure_range_units >= 1.59650150215 AND time_to_fill_min <= 0,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'time_to_fill_min', 'op': '<=', 'threshold': 0.0, 'quantile': 0.25}]",4,2,0.5,0.125,0.15003570882017148,-0.6153846153846148,0.17948717948718038,-2.461538461538459,False
source_to_opposite_structure_range_units >= 1.59650150215 AND time_to_fill_min >= 0,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'time_to_fill_min', 'op': '>=', 'threshold': 0.0, 'quantile': 0.25}]",12,5,0.4166666666666667,0.041666666666666685,0.19325746190524656,-0.4407311960035613,0.4123584053285849,-5.2887743520427355,False
source_to_opposite_structure_range_units >= 1.59650150215 AND time_to_fill_min <= 15,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'time_to_fill_min', 'op': '<=', 'threshold': 15.0, 'quantile': 0.5}]",7,4,0.5714285714285714,0.1964285714285714,0.2504542304090258,-0.04125347886324789,0.9278064119893161,-0.28877435204273527,False
source_to_opposite_structure_range_units >= 1.59650150215 AND time_to_fill_min >= 15,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'time_to_fill_min', 'op': '>=', 'threshold': 15.0, 'quantile': 0.5}]",7,2,0.2857142857142857,-0.0892857142857143,0.0822171657090155,-0.6424904567592504,0.2504278004475412,-4.497433197314753,False
source_to_opposite_structure_range_units >= 1.59650150215 AND time_to_fill_min <= 41.25,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'time_to_fill_min', 'op': '<=', 'threshold': 41.25, 'quantile': 0.75}]",9,4,0.4444444444444444,0.06944444444444442,0.188775429471914,-0.25430826133808165,0.6185376079928774,-2.288774352042735,False
