variant,tp_multiple,use_be,partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,H,L,R4,limit_px,hard_stop_px,filled,cancel_reason,fill_ts,entry_px,initial_risk_px,initial_risk_pct,target_px,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,hold_minutes,rebreak_confirmed
A_R2,2.0,False,external,SIDEWAYS,00-04,2020-08-21 00:00:00+00:00,2020-08-21 04:00:00+00:00,2020-08-21 01:40:00+00:00,11888.0,11811.36,76.63999999999942,11815.192000000001,11830.52,True,,2020-08-21 01:40:00+00:00,11815.192000000001,15.32799999999952,0.0012973128155682548,11784.536000000002,2020-08-21 02:10:00+00:00,11830.52,HARD_STOP,-0.0012973128155682548,-1.0486564077841274,30.0,True
B_R1_BE,1.0,True,external,SIDEWAYS,00-04,2020-08-21 00:00:00+00:00,2020-08-21 04:00:00+00:00,2020-08-21 01:40:00+00:00,11888.0,11811.36,76.63999999999942,11815.192000000001,11830.52,True,,2020-08-21 01:40:00+00:00,11815.192000000001,15.32799999999952,0.0012973128155682548,11799.864000000001,2020-08-21 01:50:00+00:00,11799.864000000001,TP,0.0012973128155682548,0.24865640778412734,10.0,False
B_R1_5_BE,1.5,True,external,SIDEWAYS,00-04,2020-08-21 00:00:00+00:00,2020-08-21 04:00:00+00:00,2020-08-21 01:40:00+00:00,11888.0,11811.36,76.63999999999942,11815.192000000001,11830.52,True,,2020-08-21 01:40:00+00:00,11815.192000000001,15.32799999999952,0.0012973128155682548,11792.2,2020-08-21 02:00:00+00:00,11815.192000000001,BE_STOP,0.0,-0.4,20.0,True
B_R2_BE,2.0,True,external,SIDEWAYS,00-04,2020-08-21 00:00:00+00:00,2020-08-21 04:00:00+00:00,2020-08-21 01:40:00+00:00,11888.0,11811.36,76.63999999999942,11815.192000000001,11830.52,True,,2020-08-21 01:40:00+00:00,11815.192000000001,15.32799999999952,0.0012973128155682548,11784.536000000002,2020-08-21 02:00:00+00:00,11815.192000000001,BE_STOP,0.0,-0.4,20.0,True
A_R1,1.0,False,external,SIDEWAYS,12-16,2020-08-21 12:00:00+00:00,2020-08-21 16:00:00+00:00,2020-08-21 12:35:00+00:00,11842.01,11695.7,146.3099999999995,11703.015500000001,11732.2775,True,,2020-08-21 12:40:00+00:00,11703.015500000001,29.261999999998807,0.0025003812051687707,11673.753500000003,2020-08-21 12:45:00+00:00,11732.2775,HARD_STOP,-0.0025003812051687707,-1.6501906025843853,5.0,False
A_R1_5,1.5,False,external,SIDEWAYS,12-16,2020-08-21 12:00:00+00:00,2020-08-21 16:00:00+00:00,2020-08-21 12:35:00+00:00,11842.01,11695.7,146.3099999999995,11703.015500000001,11732.2775,True,,2020-08-21 12:40:00+00:00,11703.015500000001,29.261999999998807,0.0025003812051687707,11659.122500000003,2020-08-21 12:45:00+00:00,11732.2775,HARD_STOP,-0.0025003812051687707,-1.6501906025843853,5.0,False
A_R2,2.0,False,external,SIDEWAYS,12-16,2020-08-21 12:00:00+00:00,2020-08-21 16:00:00+00:00,2020-08-21 12:35:00+00:00,11842.01,11695.7,146.3099999999995,11703.015500000001,11732.2775,True,,2020-08-21 12:40:00+00:00,11703.015500000001,29.261999999998807,0.0025003812051687707,11644.491500000004,2020-08-21 12:45:00+00:00,11732.2775,HARD_STOP,-0.0025003812051687707,-1.6501906025843853,5.0,False
B_R1_BE,1.0,True,external,SIDEWAYS,12-16,2020-08-21 12:00:00+00:00,2020-08-21 16:00:00+00:00,2020-08-21 12:35:00+00:00,11842.01,11695.7,146.3099999999995,11703.015500000001,11732.2775,True,,2020-08-21 12:40:00+00:00,11703.015500000001,29.261999999998807,0.0025003812051687707,11673.753500000003,2020-08-21 12:45:00+00:00,11732.2775,HARD_STOP,-0.0025003812051687707,-1.6501906025843853,5.0,False
B_R1_5_BE,1.5,True,external,SIDEWAYS,12-16,2020-08-21 12:00:00+00:00,2020-08-21 16:00:00+00:00,2020-08-21 12:35:00+00:00,11842.01,11695.7,146.3099999999995,11703.015500000001,11732.2775,True,,2020-08-21 12:40:00+00:00,11703.015500000001,29.261999999998807,0.0025003812051687707,11659.122500000003,2020-08-21 12:45:00+00:00,11732.2775,HARD_STOP,-0.0025003812051687707,-1.6501906025843853,5.0,False
B_R2_BE,2.0,True,external,SIDEWAYS,12-16,2020-08-21 12:00:00+00:00,2020-08-21 16:00:00+00:00,2020-08-21 12:35:00+00:00,11842.01,11695.7,146.3099999999995,11703.015500000001,11732.2775,True,,2020-08-21 12:40:00+00:00,11703.015500000001,29.261999999998807,0.0025003812051687707,11644.491500000004,2020-08-21 12:45:00+00:00,11732.2775,HARD_STOP,-0.0025003812051687707,-1.6501906025843853,5.0,False
A_R1,1.0,False,external,BEAR,16-20,2020-08-22 16:00:00+00:00,2020-08-22 20:00:00+00:00,2020-08-22 16:55:00+00:00,11645.66,11565.34,80.31999999999971,11569.356,11585.42,True,,2020-08-22 16:55:00+00:00,11572.3,13.1200000000008,0.0011337417799400984,11559.179999999998,2020-08-22 17:00:00+00:00,11585.42,HARD_STOP,-0.0011337417799400984,-0.9668708899700492,5.0,False
A_R1_5,1.5,False,external,BEAR,16-20,2020-08-22 16:00:00+00:00,2020-08-22 20:00:00+00:00,2020-08-22 16:55:00+00:00,11645.66,11565.34,80.31999999999971,11569.356,11585.42,True,,2020-08-22 16:55:00+00:00,11572.3,13.1200000000008,0.0011337417799400984,11552.619999999999,2020-08-22 17:00:00+00:00,11585.42,HARD_STOP,-0.0011337417799400984,-0.9668708899700492,5.0,False
A_R2,2.0,False,external,BEAR,16-20,2020-08-22 16:00:00+00:00,2020-08-22 20:00:00+00:00,2020-08-22 16:55:00+00:00,11645.66,11565.34,80.31999999999971,11569.356,11585.42,True,,2020-08-22 16:55:00+00:00,11572.3,13.1200000000008,0.0011337417799400984,11546.059999999998,2020-08-22 17:00:00+00:00,11585.42,HARD_STOP,-0.0011337417799400984,-0.9668708899700492,5.0,False
B_R1_BE,1.0,True,external,BEAR,16-20,2020-08-22 16:00:00+00:00,2020-08-22 20:00:00+00:00,2020-08-22 16:55:00+00:00,11645.66,11565.34,80.31999999999971,11569.356,11585.42,True,,2020-08-22 16:55:00+00:00,11572.3,13.1200000000008,0.0011337417799400984,11559.179999999998,2020-08-22 17:00:00+00:00,11585.42,HARD_STOP,-0.0011337417799400984,-0.9668708899700492,5.0,False
B_R1_5_BE,1.5,True,external,BEAR,16-20,2020-08-22 16:00:00+00:00,2020-08-22 20:00:00+00:00,2020-08-22 16:55:00+00:00,11645.66,11565.34,80.31999999999971,11569.356,11585.42,True,,2020-08-22 16:55:00+00:00,11572.3,13.1200000000008,0.0011337417799400984,11552.619999999999,2020-08-22 17:00:00+00:00,11585.42,HARD_STOP,-0.0011337417799400984,-0.9668708899700492,5.0,False
B_R2_BE,2.0,True,external,BEAR,16-20,2020-08-22 16:00:00+00:00,2020-08-22 20:00:00+00:00,2020-08-22 16:55:00+00:00,11645.66,11565.34,80.31999999999971,11569.356,11585.42,True,,2020-08-22 16:55:00+00:00,11572.3,13.1200000000008,0.0011337417799400984,11546.059999999998,2020-08-22 17:00:00+00:00,11585.42,HARD_STOP,-0.0011337417799400984,-0.9668708899700492,5.0,False
A_R1,1.0,False,external,BEAR,04-08,2020-08-23 04:00:00+00:00,2020-08-23 08:00:00+00:00,2020-08-23 05:15:00+00:00,11695.9,11592.29,103.60999999999876,11597.470500000001,11618.192500000001,True,,2020-08-23 05:15:00+00:00,11597.470500000001,20.721999999999753,0.0017867689337946364,11576.748500000002,2020-08-23 05:40:00+00:00,11576.748500000002,TP,0.0017867689337946364,0.4933844668973182,25.0,True
A_R1_5,1.5,False,external,BEAR,04-08,2020-08-23 04:00:00+00:00,2020-08-23 08:00:00+00:00,2020-08-23 05:15:00+00:00,11695.9,11592.29,103.60999999999876,11597.470500000001,11618.192500000001,True,,2020-08-23 05:15:00+00:00,11597.470500000001,20.721999999999753,0.0017867689337946364,11566.3875,2020-08-23 05:55:00+00:00,11566.3875,TP,0.002680153400692033,0.9400767003460165,40.0,True
A_R2,2.0,False,external,BEAR,04-08,2020-08-23 04:00:00+00:00,2020-08-23 08:00:00+00:00,2020-08-23 05:15:00+00:00,11695.9,11592.29,103.60999999999876,11597.470500000001,11618.192500000001,True,,2020-08-23 05:15:00+00:00,11597.470500000001,20.721999999999753,0.0017867689337946364,11556.026500000002,2020-08-23 07:15:00+00:00,11618.192500000001,HARD_STOP,-0.0017867689337946364,-1.2933844668973182,120.0,True
B_R1_BE,1.0,True,external,BEAR,04-08,2020-08-23 04:00:00+00:00,2020-08-23 08:00:00+00:00,2020-08-23 05:15:00+00:00,11695.9,11592.29,103.60999999999876,11597.470500000001,11618.192500000001,True,,2020-08-23 05:15:00+00:00,11597.470500000001,20.721999999999753,0.0017867689337946364,11576.748500000002,2020-08-23 05:30:00+00:00,11597.470500000001,BE_STOP,0.0,-0.4,15.0,True
B_R1_5_BE,1.5,True,external,BEAR,04-08,2020-08-23 04:00:00+00:00,2020-08-23 08:00:00+00:00,2020-08-23 05:15:00+00:00,11695.9,11592.29,103.60999999999876,11597.470500000001,11618.192500000001,True,,2020-08-23 05:15:00+00:00,11597.470500000001,20.721999999999753,0.0017867689337946364,11566.3875,2020-08-23 05:30:00+00:00,11597.470500000001,BE_STOP,0.0,-0.4,15.0,True
B_R2_BE,2.0,True,external,BEAR,04-08,2020-08-23 04:00:00+00:00,2020-08-23 08:00:00+00:00,2020-08-23 05:15:00+00:00,11695.9,11592.29,103.60999999999876,11597.470500000001,11618.192500000001,True,,2020-08-23 05:15:00+00:00,11597.470500000001,20.721999999999753,0.0017867689337946364,11556.026500000002,2020-08-23 05:30:00+00:00,11597.470500000001,BE_STOP,0.0,-0.4,15.0,True
A_R1,1.0,False,external,BULL,16-20,2020-08-24 16:00:00+00:00,2020-08-24 20:00:00+00:00,2020-08-24 18:50:00+00:00,11825.0,11731.29,93.70999999999913,11735.9755,11754.7175,True,,2020-08-24 18:50:00+00:00,11735.9755,18.74200000000019,0.0015969699323247725,11717.2335,2020-08-24 19:00:00+00:00,11738.78,EARLY_HOLD_EXIT,-0.00023896607486954867,-0.5194830374347743,10.0,False
A_R1_5,1.5,False,external,BULL,16-20,2020-08-24 16:00:00+00:00,2020-08-24 20:00:00+00:00,2020-08-24 18:50:00+00:00,11825.0,11731.29,93.70999999999913,11735.9755,11754.7175,True,,2020-08-24 18:50:00+00:00,11735.9755,18.74200000000019,0.0015969699323247725,11707.8625,2020-08-24 19:00:00+00:00,11738.78,EARLY_HOLD_EXIT,-0.00023896607486954867,-0.5194830374347743,10.0,False
A_R2,2.0,False,external,BULL,16-20,2020-08-24 16:00:00+00:00,2020-08-24 20:00:00+00:00,2020-08-24 18:50:00+00:00,11825.0,11731.29,93.70999999999913,11735.9755,11754.7175,True,,2020-08-24 18:50:00+00:00,11735.9755,18.74200000000019,0.0015969699323247725,11698.4915,2020-08-24 19:00:00+00:00,11738.78,EARLY_HOLD_EXIT,-0.00023896607486954867,-0.5194830374347743,10.0,False
B_R1_BE,1.0,True,external,BULL,16-20,2020-08-24 16:00:00+00:00,2020-08-24 20:00:00+00:00,2020-08-24 18:50:00+00:00,11825.0,11731.29,93.70999999999913,11735.9755,11754.7175,True,,2020-08-24 18:50:00+00:00,11735.9755,18.74200000000019,0.0015969699323247725,11717.2335,2020-08-24 19:00:00+00:00,11738.78,EARLY_HOLD_EXIT,-0.00023896607486954867,-0.5194830374347743,10.0,False
B_R1_5_BE,1.5,True,external,BULL,16-20,2020-08-24 16:00:00+00:00,2020-08-24 20:00:00+00:00,2020-08-24 18:50:00+00:00,11825.0,11731.29,93.70999999999913,11735.9755,11754.7175,True,,2020-08-24 18:50:00+00:00,11735.9755,18.74200000000019,0.0015969699323247725,11707.8625,2020-08-24 19:00:00+00:00,11738.78,EARLY_HOLD_EXIT,-0.00023896607486954867,-0.5194830374347743,10.0,False
B_R2_BE,2.0,True,external,BULL,16-20,2020-08-24 16:00:00+00:00,2020-08-24 20:00:00+00:00,2020-08-24 18:50:00+00:00,11825.0,11731.29,93.70999999999913,11735.9755,11754.7175,True,,2020-08-24 18:50:00+00:00,11735.9755,18.74200000000019,0.0015969699323247725,11698.4915,2020-08-24 19:00:00+00:00,11738.78,EARLY_HOLD_EXIT,-0.00023896607486954867,-0.5194830374347743,10.0,False
A_R1,1.0,False,external,SIDEWAYS,08-12,2020-08-25 08:00:00+00:00,2020-08-25 12:00:00+00:00,2020-08-25 08:35:00+00:00,11704.68,11556.0,148.6800000000003,11563.434,11593.17,True,,2020-08-25 08:35:00+00:00,11566.8,26.3700000000008,0.0022798008092126433,11540.429999999998,2020-08-25 08:45:00+00:00,11577.95,EARLY_HOLD_EXIT,-0.0009639658332470048,-0.8819829166235025,10.0,False
A_R1_5,1.5,False,external,SIDEWAYS,08-12,2020-08-25 08:00:00+00:00,2020-08-25 12:00:00+00:00,2020-08-25 08:35:00+00:00,11704.68,11556.0,148.6800000000003,11563.434,11593.17,True,,2020-08-25 08:35:00+00:00,11566.8,26.3700000000008,0.0022798008092126433,11527.244999999999,2020-08-25 08:45:00+00:00,11577.95,EARLY_HOLD_EXIT,-0.0009639658332470048,-0.8819829166235025,10.0,False
A_R2,2.0,False,external,SIDEWAYS,08-12,2020-08-25 08:00:00+00:00,2020-08-25 12:00:00+00:00,2020-08-25 08:35:00+00:00,11704.68,11556.0,148.6800000000003,11563.434,11593.17,True,,2020-08-25 08:35:00+00:00,11566.8,26.3700000000008,0.0022798008092126433,11514.059999999998,2020-08-25 08:45:00+00:00,11577.95,EARLY_HOLD_EXIT,-0.0009639658332470048,-0.8819829166235025,10.0,False
B_R1_BE,1.0,True,external,SIDEWAYS,08-12,2020-08-25 08:00:00+00:00,2020-08-25 12:00:00+00:00,2020-08-25 08:35:00+00:00,11704.68,11556.0,148.6800000000003,11563.434,11593.17,True,,2020-08-25 08:35:00+00:00,11566.8,26.3700000000008,0.0022798008092126433,11540.429999999998,2020-08-25 08:45:00+00:00,11577.95,EARLY_HOLD_EXIT,-0.0009639658332470048,-0.8819829166235025,10.0,False
B_R1_5_BE,1.5,True,external,SIDEWAYS,08-12,2020-08-25 08:00:00+00:00,2020-08-25 12:00:00+00:00,2020-08-25 08:35:00+00:00,11704.68,11556.0,148.6800000000003,11563.434,11593.17,True,,2020-08-25 08:35:00+00:00,11566.8,26.3700000000008,0.0022798008092126433,11527.244999999999,2020-08-25 08:45:00+00:00,11577.95,EARLY_HOLD_EXIT,-0.0009639658332470048,-0.8819829166235025,10.0,False
B_R2_BE,2.0,True,external,SIDEWAYS,08-12,2020-08-25 08:00:00+00:00,2020-08-25 12:00:00+00:00,2020-08-25 08:35:00+00:00,11704.68,11556.0,148.6800000000003,11563.434,11593.17,True,,2020-08-25 08:35:00+00:00,11566.8,26.3700000000008,0.0022798008092126433,11514.059999999998,2020-08-25 08:45:00+00:00,11577.95,EARLY_HOLD_EXIT,-0.0009639658332470048,-0.8819829166235025,10.0,False
A_R1,1.0,False,external,SIDEWAYS,04-08,2020-08-27 04:00:00+00:00,2020-08-27 08:00:00+00:00,2020-08-27 06:10:00+00:00,11486.61,11366.22,120.39000000000124,11372.2395,11396.3175,True,,2020-08-27 06:10:00+00:00,11375.77,20.547499999998763,0.0018062513570508865,11355.222500000002,2020-08-27 06:20:00+00:00,11376.53,EARLY_HOLD_EXIT,-6.680866438054024e-05,-0.43340433219027014,10.0,False
A_R1_5,1.5,False,external,SIDEWAYS,04-08,2020-08-27 04:00:00+00:00,2020-08-27 08:00:00+00:00,2020-08-27 06:10:00+00:00,11486.61,11366.22,120.39000000000124,11372.2395,11396.3175,True,,2020-08-27 06:10:00+00:00,11375.77,20.547499999998763,0.0018062513570508865,11344.948750000003,2020-08-27 06:20:00+00:00,11376.53,EARLY_HOLD_EXIT,-6.680866438054024e-05,-0.43340433219027014,10.0,False
A_R2,2.0,False,external,SIDEWAYS,04-08,2020-08-27 04:00:00+00:00,2020-08-27 08:00:00+00:00,2020-08-27 06:10:00+00:00,11486.61,11366.22,120.39000000000124,11372.2395,11396.3175,True,,2020-08-27 06:10:00+00:00,11375.77,20.547499999998763,0.0018062513570508865,11334.675000000003,2020-08-27 06:20:00+00:00,11376.53,EARLY_HOLD_EXIT,-6.680866438054024e-05,-0.43340433219027014,10.0,False
B_R1_BE,1.0,True,external,SIDEWAYS,04-08,2020-08-27 04:00:00+00:00,2020-08-27 08:00:00+00:00,2020-08-27 06:10:00+00:00,11486.61,11366.22,120.39000000000124,11372.2395,11396.3175,True,,2020-08-27 06:10:00+00:00,11375.77,20.547499999998763,0.0018062513570508865,11355.222500000002,2020-08-27 06:20:00+00:00,11376.53,EARLY_HOLD_EXIT,-6.680866438054024e-05,-0.43340433219027014,10.0,False
B_R1_5_BE,1.5,True,external,SIDEWAYS,04-08,2020-08-27 04:00:00+00:00,2020-08-27 08:00:00+00:00,2020-08-27 06:10:00+00:00,11486.61,11366.22,120.39000000000124,11372.2395,11396.3175,True,,2020-08-27 06:10:00+00:00,11375.77,20.547499999998763,0.0018062513570508865,11344.948750000003,2020-08-27 06:20:00+00:00,11376.53,EARLY_HOLD_EXIT,-6.680866438054024e-05,-0.43340433219027014,10.0,False
B_R2_BE,2.0,True,external,SIDEWAYS,04-08,2020-08-27 04:00:00+00:00,2020-08-27 08:00:00+00:00,2020-08-27 06:10:00+00:00,11486.61,11366.22,120.39000000000124,11372.2395,11396.3175,True,,2020-08-27 06:10:00+00:00,11375.77,20.547499999998763,0.0018062513570508865,11334.675000000003,2020-08-27 06:20:00+00:00,11376.53,EARLY_HOLD_EXIT,-6.680866438054024e-05,-0.43340433219027014,10.0,False
A_R1,1.0,False,external,SIDEWAYS,20-00,2020-08-28 20:00:00+00:00,2020-08-29 00:00:00+00:00,2020-08-28 22:45:00+00:00,11544.88,11464.42,80.45999999999913,11468.443,11484.535,True,,2020-08-28 22:45:00+00:00,11468.67,15.864999999999782,0.001383333900094761,11452.805,2020-08-28 22:55:00+00:00,11471.82,EARLY_HOLD_EXIT,-0.00027466131643857884,-0.5373306582192894,10.0,False
A_R1_5,1.5,False,external,SIDEWAYS,20-00,2020-08-28 20:00:00+00:00,2020-08-29 00:00:00+00:00,2020-08-28 22:45:00+00:00,11544.88,11464.42,80.45999999999913,11468.443,11484.535,True,,2020-08-28 22:45:00+00:00,11468.67,15.864999999999782,0.001383333900094761,11444.872500000001,2020-08-28 22:55:00+00:00,11471.82,EARLY_HOLD_EXIT,-0.00027466131643857884,-0.5373306582192894,10.0,False
A_R2,2.0,False,external,SIDEWAYS,20-00,2020-08-28 20:00:00+00:00,2020-08-29 00:00:00+00:00,2020-08-28 22:45:00+00:00,11544.88,11464.42,80.45999999999913,11468.443,11484.535,True,,2020-08-28 22:45:00+00:00,11468.67,15.864999999999782,0.001383333900094761,11436.94,2020-08-28 22:55:00+00:00,11471.82,EARLY_HOLD_EXIT,-0.00027466131643857884,-0.5373306582192894,10.0,False
B_R1_BE,1.0,True,external,SIDEWAYS,20-00,2020-08-28 20:00:00+00:00,2020-08-29 00:00:00+00:00,2020-08-28 22:45:00+00:00,11544.88,11464.42,80.45999999999913,11468.443,11484.535,True,,2020-08-28 22:45:00+00:00,11468.67,15.864999999999782,0.001383333900094761,11452.805,2020-08-28 22:55:00+00:00,11471.82,EARLY_HOLD_EXIT,-0.00027466131643857884,-0.5373306582192894,10.0,False
B_R1_5_BE,1.5,True,external,SIDEWAYS,20-00,2020-08-28 20:00:00+00:00,2020-08-29 00:00:00+00:00,2020-08-28 22:45:00+00:00,11544.88,11464.42,80.45999999999913,11468.443,11484.535,True,,2020-08-28 22:45:00+00:00,11468.67,15.864999999999782,0.001383333900094761,11444.872500000001,2020-08-28 22:55:00+00:00,11471.82,EARLY_HOLD_EXIT,-0.00027466131643857884,-0.5373306582192894,10.0,False
B_R2_BE,2.0,True,external,SIDEWAYS,20-00,2020-08-28 20:00:00+00:00,2020-08-29 00:00:00+00:00,2020-08-28 22:45:00+00:00,11544.88,11464.42,80.45999999999913,11468.443,11484.535,True,,2020-08-28 22:45:00+00:00,11468.67,15.864999999999782,0.001383333900094761,11436.94,2020-08-28 22:55:00+00:00,11471.82,EARLY_HOLD_EXIT,-0.00027466131643857884,-0.5373306582192894,10.0,False
A_R1,1.0,False,external,BULL,20-00,2020-08-29 20:00:00+00:00,2020-08-30 00:00:00+00:00,2020-08-29 23:55:00+00:00,11549.99,11480.0,69.98999999999978,11483.4995,11497.4975,True,,2020-08-29 23:55:00+00:00,11484.35,13.147499999999127,0.0011448188186531346,11471.202500000001,2020-08-30 00:00:00+00:00,11466.66,TIME,0.0015403570946549443,0.37017854732747213,5.0,True
A_R1_5,1.5,False,external,BULL,20-00,2020-08-29 20:00:00+00:00,2020-08-30 00:00:00+00:00,2020-08-29 23:55:00+00:00,11549.99,11480.0,69.98999999999978,11483.4995,11497.4975,True,,2020-08-29 23:55:00+00:00,11484.35,13.147499999999127,0.0011448188186531346,11464.628750000002,2020-08-30 00:00:00+00:00,11466.66,TIME,0.0015403570946549443,0.37017854732747213,5.0,True
A_R2,2.0,False,external,BULL,20-00,2020-08-29 20:00:00+00:00,2020-08-30 00:00:00+00:00,2020-08-29 23:55:00+00:00,11549.99,11480.0,69.98999999999978,11483.4995,11497.4975,True,,2020-08-29 23:55:00+00:00,11484.35,13.147499999999127,0.0011448188186531346,11458.055000000002,2020-08-30 00:00:00+00:00,11466.66,TIME,0.0015403570946549443,0.37017854732747213,5.0,True
B_R1_BE,1.0,True,external,BULL,20-00,2020-08-29 20:00:00+00:00,2020-08-30 00:00:00+00:00,2020-08-29 23:55:00+00:00,11549.99,11480.0,69.98999999999978,11483.4995,11497.4975,True,,2020-08-29 23:55:00+00:00,11484.35,13.147499999999127,0.0011448188186531346,11471.202500000001,2020-08-30 00:00:00+00:00,11466.66,TIME,0.0015403570946549443,0.37017854732747213,5.0,True
B_R1_5_BE,1.5,True,external,BULL,20-00,2020-08-29 20:00:00+00:00,2020-08-30 00:00:00+00:00,2020-08-29 23:55:00+00:00,11549.99,11480.0,69.98999999999978,11483.4995,11497.4975,True,,2020-08-29 23:55:00+00:00,11484.35,13.147499999999127,0.0011448188186531346,11464.628750000002,2020-08-30 00:00:00+00:00,11466.66,TIME,0.0015403570946549443,0.37017854732747213,5.0,True
B_R2_BE,2.0,True,external,BULL,20-00,2020-08-29 20:00:00+00:00,2020-08-30 00:00:00+00:00,2020-08-29 23:55:00+00:00,11549.99,11480.0,69.98999999999978,11483.4995,11497.4975,True,,2020-08-29 23:55:00+00:00,11484.35,13.147499999999127,0.0011448188186531346,11458.055000000002,2020-08-30 00:00:00+00:00,11466.66,TIME,0.0015403570946549443,0.37017854732747213,5.0,True
A_R1,1.0,False,external,BULL,00-04,2020-09-02 00:00:00+00:00,2020-09-02 04:00:00+00:00,2020-09-02 03:05:00+00:00,12059.79,11867.0,192.79000000000087,11876.6395,11915.1975,True,,2020-09-02 03:05:00+00:00,11877.13,38.06750000000102,0.003205109315129246,11839.062499999998,2020-09-02 03:25:00+00:00,11839.062499999998,TP,0.003205109315129246,1.2025546575646229,20.0,True
A_R1_5,1.5,False,external,BULL,00-04,2020-09-02 00:00:00+00:00,2020-09-02 04:00:00+00:00,2020-09-02 03:05:00+00:00,12059.79,11867.0,192.79000000000087,11876.6395,11915.1975,True,,2020-09-02 03:05:00+00:00,11877.13,38.06750000000102,0.003205109315129246,11820.028749999998,2020-09-02 04:00:00+00:00,11844.12,TIME,0.0027792909566535353,0.9896454783267675,55.0,True
A_R2,2.0,False,external,BULL,00-04,2020-09-02 00:00:00+00:00,2020-09-02 04:00:00+00:00,2020-09-02 03:05:00+00:00,12059.79,11867.0,192.79000000000087,11876.6395,11915.1975,True,,2020-09-02 03:05:00+00:00,11877.13,38.06750000000102,0.003205109315129246,11800.994999999997,2020-09-02 04:00:00+00:00,11844.12,TIME,0.0027792909566535353,0.9896454783267675,55.0,True
B_R1_BE,1.0,True,external,BULL,00-04,2020-09-02 00:00:00+00:00,2020-09-02 04:00:00+00:00,2020-09-02 03:05:00+00:00,12059.79,11867.0,192.79000000000087,11876.6395,11915.1975,True,,2020-09-02 03:05:00+00:00,11877.13,38.06750000000102,0.003205109315129246,11839.062499999998,2020-09-02 03:25:00+00:00,11839.062499999998,TP,0.003205109315129246,1.2025546575646229,20.0,True
B_R1_5_BE,1.5,True,external,BULL,00-04,2020-09-02 00:00:00+00:00,2020-09-02 04:00:00+00:00,2020-09-02 03:05:00+00:00,12059.79,11867.0,192.79000000000087,11876.6395,11915.1975,True,,2020-09-02 03:05:00+00:00,11877.13,38.06750000000102,0.003205109315129246,11820.028749999998,2020-09-02 04:00:00+00:00,11844.12,TIME,0.0027792909566535353,0.9896454783267675,55.0,True
B_R2_BE,2.0,True,external,BULL,00-04,2020-09-02 00:00:00+00:00,2020-09-02 04:00:00+00:00,2020-09-02 03:05:00+00:00,12059.79,11867.0,192.79000000000087,11876.6395,11915.1975,True,,2020-09-02 03:05:00+00:00,11877.13,38.06750000000102,0.003205109315129246,11800.994999999997,2020-09-02 04:00:00+00:00,11844.12,TIME,0.0027792909566535353,0.9896454783267675,55.0,True
A_R1,1.0,False,external,BULL,20-00,2020-09-14 20:00:00+00:00,2020-09-15 00:00:00+00:00,2020-09-14 23:15:00+00:00,10746.06,10636.0,110.05999999999949,10641.503,10663.515,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R1_5,1.5,False,external,BULL,20-00,2020-09-14 20:00:00+00:00,2020-09-15 00:00:00+00:00,2020-09-14 23:15:00+00:00,10746.06,10636.0,110.05999999999949,10641.503,10663.515,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R2,2.0,False,external,BULL,20-00,2020-09-14 20:00:00+00:00,2020-09-15 00:00:00+00:00,2020-09-14 23:15:00+00:00,10746.06,10636.0,110.05999999999949,10641.503,10663.515,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R1_BE,1.0,True,external,BULL,20-00,2020-09-14 20:00:00+00:00,2020-09-15 00:00:00+00:00,2020-09-14 23:15:00+00:00,10746.06,10636.0,110.05999999999949,10641.503,10663.515,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R1_5_BE,1.5,True,external,BULL,20-00,2020-09-14 20:00:00+00:00,2020-09-15 00:00:00+00:00,2020-09-14 23:15:00+00:00,10746.06,10636.0,110.05999999999949,10641.503,10663.515,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R2_BE,2.0,True,external,BULL,20-00,2020-09-14 20:00:00+00:00,2020-09-15 00:00:00+00:00,2020-09-14 23:15:00+00:00,10746.06,10636.0,110.05999999999949,10641.503,10663.515,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R1,1.0,False,external,BULL,08-12,2020-09-15 08:00:00+00:00,2020-09-15 12:00:00+00:00,2020-09-15 10:35:00+00:00,10777.98,10700.01,77.96999999999935,10703.9085,10719.5025,True,,2020-09-15 10:35:00+00:00,10716.37,3.132499999999709,0.00029230980266636077,10713.237500000001,2020-09-15 10:40:00+00:00,10719.5025,HARD_STOP,-0.00029230980266636077,-0.5461549013331803,5.0,False
A_R1_5,1.5,False,external,BULL,08-12,2020-09-15 08:00:00+00:00,2020-09-15 12:00:00+00:00,2020-09-15 10:35:00+00:00,10777.98,10700.01,77.96999999999935,10703.9085,10719.5025,True,,2020-09-15 10:35:00+00:00,10716.37,3.132499999999709,0.00029230980266636077,10711.671250000001,2020-09-15 10:40:00+00:00,10719.5025,HARD_STOP,-0.00029230980266636077,-0.5461549013331803,5.0,False
