rule,source_tf,family,side_type,mode,signal_i,signal_ts,side,level,instance,week,entry_ts,exit_ts,entry,tp,sl,reason,net_ret,hours,WIN,event_key,p_hold,route,partition
H1|PREV_OPEN|RESISTANCE|HOLD,H1,PREV_OPEN,RESISTANCE,HOLD,55394,2026-04-27 02:00:00+00:00,SHORT,79264.1,H1|PREV_OPEN|2026-04-27T01:00:00+00:00,2026-W18,2026-04-27 03:00:00+00:00,2026-04-27 05:00:00+00:00,79082.9,78173.44665,79755.10465,TP,0.009999999999999955,3,1,H1|PREV_OPEN|SHORT|H1|PREV_OPEN|2026-04-27T01:00:00+00:00,0.5849453573123039,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_HIGH|SUPPORT|HOLD,H1,PREV_HIGH,SUPPORT,HOLD,55562,2026-05-04 02:00:00+00:00,LONG,79849.8,H1|PREV_HIGH|2026-05-04T01:00:00+00:00,2026-W19,2026-05-04 03:00:00+00:00,2026-05-04 06:00:00+00:00,80136.6,81058.17090000001,79455.43890000001,SL,-0.009999999999999952,4,0,H1|PREV_HIGH|LONG|H1|PREV_HIGH|2026-05-04T01:00:00+00:00,0.5838035623817575,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|RESISTANCE|HOLD,H1,PREV_LOW,RESISTANCE,HOLD,55730,2026-05-11 02:00:00+00:00,SHORT,81242.9,H1|PREV_LOW|2026-05-11T01:00:00+00:00,2026-W20,2026-05-11 03:00:00+00:00,2026-05-11 16:00:00+00:00,81136.6,80203.52910000001,81826.2611,SL,-0.009999999999999952,14,0,H1|PREV_LOW|SHORT|H1|PREV_LOW|2026-05-11T01:00:00+00:00,0.5684674464881591,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_OPEN|RESISTANCE|HOLD,H1,PREV_OPEN,RESISTANCE,HOLD,55901,2026-05-18 05:00:00+00:00,SHORT,76900.1,H1|PREV_OPEN|2026-05-18T04:00:00+00:00,2026-W21,2026-05-18 06:00:00+00:00,2026-05-18 12:00:00+00:00,76886.5,76002.30525,77540.03525,SL,-0.009999999999999952,7,0,H1|PREV_OPEN|SHORT|H1|PREV_OPEN|2026-05-18T04:00:00+00:00,0.6222765009968088,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_HIGH|SUPPORT|HOLD,H1,PREV_HIGH,SUPPORT,HOLD,56068,2026-05-25 04:00:00+00:00,LONG,77127.7,H1|PREV_HIGH|2026-05-25T03:00:00+00:00,2026-W22,2026-05-25 05:00:00+00:00,2026-05-26 00:00:00+00:00,77357.1,78246.70665000001,76699.56465000001,SL,-0.00999999999999984,20,0,H1|PREV_HIGH|LONG|H1|PREV_HIGH|2026-05-25T03:00:00+00:00,0.6042776566707805,LEVEL_SURVIVAL_TRIGGER,reference_validation
H4|R6_LOW|RESISTANCE|HOLD,H4,R6_LOW,RESISTANCE,HOLD,56233,2026-06-01 01:00:00+00:00,SHORT,73340.7,H4|R6_LOW|2026-05-31T16:00:00+00:00,2026-W23,2026-06-01 02:00:00+00:00,2026-06-01 03:00:00+00:00,73257.9,72415.43415,73880.59215,SL,-0.009999999999999952,2,0,H4|R6_LOW|SHORT|H4|R6_LOW|2026-05-31T16:00:00+00:00,0.606852819204853,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|SWING2_LOW|RESISTANCE|HOLD,H1,SWING2_LOW,RESISTANCE,HOLD,56404,2026-06-08 04:00:00+00:00,SHORT,62676.8,H1|SWING2_LOW|2026-06-08T01:00:00+00:00,2026-W24,2026-06-08 05:00:00+00:00,2026-06-08 07:00:00+00:00,62654.7,61934.17095,63187.26495,SL,-0.009999999999999952,3,0,H1|SWING2_LOW|SHORT|H1|SWING2_LOW|2026-06-08T01:00:00+00:00,0.5724595753774988,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,56569,2026-06-15 01:00:00+00:00,LONG,65444.0,H1|PREV_LOW|2026-06-15T00:00:00+00:00,2026-W25,2026-06-15 02:00:00+00:00,2026-06-15 11:00:00+00:00,65482.6,66235.6499,64925.9979,TP,0.010000000000000066,10,1,H1|PREV_LOW|LONG|H1|PREV_LOW|2026-06-15T00:00:00+00:00,0.6046786764671715,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,56750,2026-06-22 14:00:00+00:00,LONG,64915.6,H1|PREV_LOW|2026-06-22T13:00:00+00:00,2026-W26,2026-06-22 15:00:00+00:00,2026-06-22 17:00:00+00:00,64943.1,65689.94565000001,64391.08365,SL,-0.009999999999999952,3,0,H1|PREV_LOW|LONG|H1|PREV_LOW|2026-06-22T13:00:00+00:00,0.5629598129358032,LEVEL_SURVIVAL_TRIGGER,reference_validation
H4|PREV_OPEN|RESISTANCE|HOLD,H4,PREV_OPEN,RESISTANCE,HOLD,56905,2026-06-29 01:00:00+00:00,SHORT,59451.3,H4|PREV_OPEN|2026-06-28T20:00:00+00:00,2026-W27,2026-06-29 02:00:00+00:00,2026-06-29 03:00:00+00:00,59413.0,58729.7505,59918.0105,SL,-0.009999999999999952,2,0,H4|PREV_OPEN|SHORT|H4|PREV_OPEN|2026-06-28T20:00:00+00:00,0.5799221595254448,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_OPEN|SUPPORT|HOLD,H1,PREV_OPEN,SUPPORT,HOLD,57072,2026-07-06 00:00:00+00:00,LONG,63717.1,H1|PREV_OPEN|2026-07-05T23:00:00+00:00,2026-W28,2026-07-06 01:00:00+00:00,2026-07-06 03:00:00+00:00,63728.3,64461.17545000001,63186.60945,SL,-0.009999999999999952,3,0,H1|PREV_OPEN|LONG|H1|PREV_OPEN|2026-07-05T23:00:00+00:00,0.6277449685770382,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|R12_LOW|RESISTANCE|HOLD,H1,R12_LOW,RESISTANCE,HOLD,57241,2026-07-13 01:00:00+00:00,SHORT,63538.0,H1|R12_LOW|2026-07-13T00:00:00+00:00,2026-W29,2026-07-13 02:00:00+00:00,2026-07-13 04:00:00+00:00,63382.1,62653.20585,63920.84785,TP,0.009999999999999955,3,1,H1|R12_LOW|SHORT|H1|R12_LOW|2026-07-13T00:00:00+00:00,0.5847542180739254,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|SWING2_HIGH|SUPPORT|HOLD,H1,SWING2_HIGH,SUPPORT,HOLD,57410,2026-07-20 02:00:00+00:00,LONG,64733.0,H1|SWING2_HIGH|2026-07-19T17:00:00+00:00,2026-W30,2026-07-20 03:00:00+00:00,2026-07-20 05:00:00+00:00,64800.1,65545.30115,64249.29915,SL,-0.009999999999999952,3,0,H1|SWING2_HIGH|LONG|H1|SWING2_HIGH|2026-07-19T17:00:00+00:00,0.6056488208157501,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|R3_LOW|RESISTANCE|HOLD,H1,R3_LOW,RESISTANCE,HOLD,57744,2026-08-03 00:00:00+00:00,SHORT,63306.2,H1|R3_LOW|2026-08-02T23:00:00+00:00,2026-W32,2026-08-03 01:00:00+00:00,2026-08-03 07:00:00+00:00,63299.0,62571.0615,63837.0415,TP,0.009999999999999955,7,1,H1|R3_LOW|SHORT|H1|R3_LOW|2026-08-02T23:00:00+00:00,0.5695498013004943,LEVEL_SURVIVAL_TRIGGER,august
H1|R3_LOW|RESISTANCE|HOLD,H1,R3_LOW,RESISTANCE,HOLD,57921,2026-08-10 09:00:00+00:00,SHORT,65104.1,H1|R3_LOW|2026-08-10T06:00:00+00:00,2026-W33,2026-08-10 10:00:00+00:00,2026-08-10 15:00:00+00:00,64941.0,64194.1785,65492.998499999994,TP,0.009999999999999955,6,1,H1|R3_LOW|SHORT|H1|R3_LOW|2026-08-10T06:00:00+00:00,0.5674780004689078,LEVEL_SURVIVAL_TRIGGER,august
