zone_id,activation_ts,origin_ts,demand_low,demand_high,h4_bos_ts,broken_h4_swing_ts,broken_h4_level,first_touch_ts,touch_open,touch_high,touch_low,touch_close,h1_bos_ts,broken_h1_swing_ts,broken_h1_level,new_high_pivot_ts,new_high_confirm_ts,new_high_price,has_h1_bos,has_confirmed_new_high,retrace_ge2_bars,has_lower_high,has_lower_low,retest_close_holds_demand,exact_structural_twin
H4D_2023-02-02T00:00:00+00:00,2023-02-02 00:00:00+00:00,2023-02-01 16:00:00+00:00,306.42,308.17,2023-02-02 00:00:00+00:00,2023-02-01 04:00:00+00:00,314.9,2023-02-09 20:00:00+00:00,316.43,316.54,307.59,311.29,2023-02-02 01:00:00+00:00,2023-02-01 22:00:00+00:00,319.58,2023-02-02 07:00:00+00:00,2023-02-02 09:00:00+00:00,334.99,True,True,True,True,True,True,True
H4D_2023-02-15T16:00:00+00:00,2023-02-15 16:00:00+00:00,2023-02-15 00:00:00+00:00,295.47,297.86,2023-02-15 16:00:00+00:00,2023-02-14 16:00:00+00:00,301.53,2023-02-25 21:00:00+00:00,300.23,300.43,295.07,297.91,2023-02-15 20:00:00+00:00,2023-02-15 15:00:00+00:00,305.49,2023-02-16 02:00:00+00:00,2023-02-16 04:00:00+00:00,328.1,True,True,True,True,True,True,True
H4D_2023-03-13T00:00:00+00:00,2023-03-13 00:00:00+00:00,2023-03-12 16:00:00+00:00,273.21,276.14,2023-03-13 00:00:00+00:00,2023-03-12 08:00:00+00:00,278.2,2023-06-05 16:00:00+00:00,300.1,300.28,275.2,275.66,2023-03-13 05:00:00+00:00,2023-03-13 01:00:00+00:00,291.91,2023-03-13 05:00:00+00:00,2023-03-13 07:00:00+00:00,310.55,True,True,True,True,True,True,True
H4D_2023-03-18T00:00:00+00:00,2023-03-18 00:00:00+00:00,2023-03-17 16:00:00+00:00,328.0,334.11,2023-03-18 00:00:00+00:00,2023-03-17 12:00:00+00:00,336.39,2023-03-18 15:00:00+00:00,340.64,341.29,333.63,333.98,2023-03-18 06:00:00+00:00,2023-03-18 02:00:00+00:00,344.76,2023-03-18 06:00:00+00:00,2023-03-18 08:00:00+00:00,345.77,True,True,True,True,True,True,True
H4D_2023-04-05T04:00:00+00:00,2023-04-05 04:00:00+00:00,2023-04-05 00:00:00+00:00,310.23,311.31,2023-04-05 04:00:00+00:00,2023-04-04 16:00:00+00:00,313.21,2023-04-05 16:00:00+00:00,312.54,312.54,310.5,312.08,2023-04-05 13:00:00+00:00,2023-04-05 07:00:00+00:00,315.91,2023-04-05 13:00:00+00:00,2023-04-05 15:00:00+00:00,316.92,True,True,True,True,True,True,True
H4D_2023-04-10T04:00:00+00:00,2023-04-10 04:00:00+00:00,2023-04-09 16:00:00+00:00,309.7,310.38,2023-04-10 04:00:00+00:00,2023-04-08 20:00:00+00:00,312.64,2023-05-08 19:00:00+00:00,312.56,313.42,310.0,312.13,2023-04-10 17:00:00+00:00,2023-04-10 09:00:00+00:00,313.29,2023-04-10 18:00:00+00:00,2023-04-10 20:00:00+00:00,315.19,True,True,True,True,True,True,True
H4D_2023-04-11T00:00:00+00:00,2023-04-11 00:00:00+00:00,2023-04-10 16:00:00+00:00,311.56,312.62,2023-04-11 00:00:00+00:00,2023-04-10 00:00:00+00:00,313.81,2023-05-08 18:00:00+00:00,316.25,316.98,312.49,312.56,2023-04-11 07:00:00+00:00,2023-04-11 04:00:00+00:00,328.5,2023-04-11 07:00:00+00:00,2023-04-11 09:00:00+00:00,333.75,True,True,True,True,True,True,True
H4D_2023-04-13T12:00:00+00:00,2023-04-13 12:00:00+00:00,2023-04-13 08:00:00+00:00,317.81,319.98,2023-04-13 12:00:00+00:00,2023-04-12 16:00:00+00:00,321.88,2023-04-20 00:00:00+00:00,324.59,324.96,319.63,322.37,2023-04-14 01:00:00+00:00,2023-04-13 19:00:00+00:00,324.9,2023-04-14 06:00:00+00:00,2023-04-14 08:00:00+00:00,336.14,True,True,True,True,True,True,True
H4D_2023-05-28T04:00:00+00:00,2023-05-28 04:00:00+00:00,2023-05-27 16:00:00+00:00,304.01,305.18,2023-05-28 04:00:00+00:00,2023-05-27 08:00:00+00:00,307.57,2023-05-31 15:00:00+00:00,306.74,306.94,305.09,306.39,2023-05-28 19:00:00+00:00,2023-05-28 12:00:00+00:00,308.55,2023-05-28 19:00:00+00:00,2023-05-28 21:00:00+00:00,310.25,True,True,True,True,True,True,True
H4D_2023-06-13T12:00:00+00:00,2023-06-13 12:00:00+00:00,2023-06-12 20:00:00+00:00,227.05,230.98,2023-06-13 12:00:00+00:00,2023-06-12 12:00:00+00:00,239.47,2023-06-15 12:00:00+00:00,233.69,234.62,230.3,234.06,2023-06-14 01:00:00+00:00,2023-06-13 21:00:00+00:00,245.0,2023-06-14 05:00:00+00:00,2023-06-14 07:00:00+00:00,252.97,True,True,True,True,True,True,True
H4D_2023-06-17T08:00:00+00:00,2023-06-17 08:00:00+00:00,2023-06-17 00:00:00+00:00,238.5,239.76,2023-06-17 08:00:00+00:00,2023-06-16 20:00:00+00:00,244.0,2023-06-19 17:00:00+00:00,241.33,241.35,237.35,240.2,2023-06-18 10:00:00+00:00,2023-06-17 23:00:00+00:00,246.15,2023-06-18 11:00:00+00:00,2023-06-18 13:00:00+00:00,248.77,True,True,True,True,True,True,True
H4D_2023-06-21T00:00:00+00:00,2023-06-21 00:00:00+00:00,2023-06-20 16:00:00+00:00,238.4,241.65,2023-06-21 00:00:00+00:00,2023-06-19 20:00:00+00:00,245.25,2023-06-22 15:00:00+00:00,248.01,248.17,241.01,242.95,2023-06-22 03:00:00+00:00,2023-06-21 17:00:00+00:00,253.79,2023-06-22 04:00:00+00:00,2023-06-22 06:00:00+00:00,257.19,True,True,True,True,True,True,True
H4D_2023-07-01T16:00:00+00:00,2023-07-01 16:00:00+00:00,2023-07-01 00:00:00+00:00,240.16,240.59,2023-07-01 16:00:00+00:00,2023-07-01 04:00:00+00:00,246.3,2023-07-04 20:00:00+00:00,242.25,242.37,240.15,241.36,2023-07-01 22:00:00+00:00,2023-07-01 19:00:00+00:00,248.41,2023-07-01 22:00:00+00:00,2023-07-02 00:00:00+00:00,249.54,True,True,True,True,True,True,True
H4D_2023-07-10T12:00:00+00:00,2023-07-10 12:00:00+00:00,2023-07-10 08:00:00+00:00,232.2,233.44,2023-07-10 12:00:00+00:00,2023-07-09 04:00:00+00:00,236.99,2023-08-15 20:00:00+00:00,238.89,238.94,232.21,236.02,2023-07-10 16:00:00+00:00,2023-07-10 10:00:00+00:00,244.85,2023-07-10 17:00:00+00:00,2023-07-10 19:00:00+00:00,246.0,True,True,True,True,True,True,True
H4D_2023-07-13T16:00:00+00:00,2023-07-13 16:00:00+00:00,2023-07-13 04:00:00+00:00,242.42,243.69,2023-07-13 16:00:00+00:00,2023-07-12 04:00:00+00:00,250.07,2023-07-14 19:00:00+00:00,249.5,250.49,241.04,244.64,2023-07-14 04:00:00+00:00,2023-07-13 19:00:00+00:00,259.02,2023-07-14 05:00:00+00:00,2023-07-14 07:00:00+00:00,261.38,True,True,True,True,True,True,True
H4D_2023-07-26T20:00:00+00:00,2023-07-26 20:00:00+00:00,2023-07-26 12:00:00+00:00,236.45,237.75,2023-07-26 20:00:00+00:00,2023-07-26 04:00:00+00:00,238.88,2023-08-01 03:00:00+00:00,241.13,241.27,237.0,239.96,2023-07-27 06:00:00+00:00,2023-07-26 22:00:00+00:00,240.65,2023-07-27 06:00:00+00:00,2023-07-27 08:00:00+00:00,244.84,True,True,True,True,True,True,True
H4D_2023-08-01T08:00:00+00:00,2023-08-01 08:00:00+00:00,2023-08-01 04:00:00+00:00,237.0,241.04,2023-08-01 08:00:00+00:00,2023-07-31 04:00:00+00:00,244.71,2023-08-02 17:00:00+00:00,243.19,243.88,234.8,237.45,2023-08-01 19:00:00+00:00,2023-08-01 14:00:00+00:00,245.92,2023-08-01 21:00:00+00:00,2023-08-01 23:00:00+00:00,247.34,True,True,True,True,True,True,True
H4D_2023-08-06T04:00:00+00:00,2023-08-06 04:00:00+00:00,2023-08-05 04:00:00+00:00,239.95,241.72,2023-08-06 04:00:00+00:00,2023-08-04 08:00:00+00:00,243.47,2023-08-07 11:00:00+00:00,243.03,243.05,240.9,242.22,2023-08-06 09:00:00+00:00,2023-08-06 04:00:00+00:00,245.4,2023-08-06 09:00:00+00:00,2023-08-06 11:00:00+00:00,245.59,True,True,True,True,True,True,True
H4D_2023-08-29T16:00:00+00:00,2023-08-29 16:00:00+00:00,2023-08-29 12:00:00+00:00,216.88,217.54,2023-08-29 16:00:00+00:00,2023-08-28 20:00:00+00:00,219.52,2023-08-31 17:00:00+00:00,221.49,221.53,217.21,217.58,2023-08-31 12:00:00+00:00,2023-08-31 08:00:00+00:00,224.08,2023-08-31 12:00:00+00:00,2023-08-31 14:00:00+00:00,226.02,True,True,True,True,True,True,True
H4D_2023-09-08T00:00:00+00:00,2023-09-08 00:00:00+00:00,2023-09-07 12:00:00+00:00,213.58,215.41,2023-09-08 00:00:00+00:00,2023-09-07 08:00:00+00:00,216.22,2023-09-08 11:00:00+00:00,216.15,216.15,213.33,214.57,2023-09-08 01:00:00+00:00,2023-09-07 22:00:00+00:00,217.9,2023-09-08 01:00:00+00:00,2023-09-08 03:00:00+00:00,218.9,True,True,True,True,True,True,True
H4D_2023-09-17T16:00:00+00:00,2023-09-17 16:00:00+00:00,2023-09-17 08:00:00+00:00,214.1,214.77,2023-09-17 16:00:00+00:00,2023-09-16 04:00:00+00:00,215.83,2023-09-20 10:00:00+00:00,216.94,217.1,214.69,215.71,2023-09-18 02:00:00+00:00,2023-09-17 21:00:00+00:00,216.49,2023-09-18 03:00:00+00:00,2023-09-18 05:00:00+00:00,218.8,True,True,True,True,True,True,True
H4D_2023-09-18T04:00:00+00:00,2023-09-18 04:00:00+00:00,2023-09-18 00:00:00+00:00,214.97,216.42,2023-09-18 04:00:00+00:00,2023-09-17 16:00:00+00:00,216.91,2023-09-18 18:00:00+00:00,219.34,219.41,215.15,216.21,2023-09-18 10:00:00+00:00,2023-09-18 03:00:00+00:00,218.8,2023-09-18 13:00:00+00:00,2023-09-18 15:00:00+00:00,221.46,True,True,True,True,True,True,True
H4D_2023-11-02T00:00:00+00:00,2023-11-02 00:00:00+00:00,2023-11-01 16:00:00+00:00,222.42,224.58,2023-11-02 00:00:00+00:00,2023-11-01 04:00:00+00:00,227.17,2023-11-21 23:00:00+00:00,238.42,239.89,224.1,225.11,2023-11-02 03:00:00+00:00,2023-11-01 22:00:00+00:00,230.15,2023-11-02 04:00:00+00:00,2023-11-02 06:00:00+00:00,232.74,True,True,True,True,True,True,True
H4D_2023-11-06T12:00:00+00:00,2023-11-06 12:00:00+00:00,2023-11-06 04:00:00+00:00,242.68,244.0,2023-11-06 12:00:00+00:00,2023-11-05 08:00:00+00:00,245.34,2023-11-07 16:00:00+00:00,247.05,247.22,243.16,244.61,2023-11-06 13:00:00+00:00,2023-11-06 02:00:00+00:00,246.35,2023-11-06 15:00:00+00:00,2023-11-06 17:00:00+00:00,254.57,True,True,True,True,True,True,True
H4D_2023-11-06T16:00:00+00:00,2023-11-06 16:00:00+00:00,2023-11-06 04:00:00+00:00,242.68,244.0,2023-11-06 16:00:00+00:00,2023-11-06 04:00:00+00:00,246.35,2023-11-07 16:00:00+00:00,247.05,247.22,243.16,244.61,2023-11-06 23:00:00+00:00,2023-11-06 15:00:00+00:00,254.57,2023-11-07 00:00:00+00:00,2023-11-07 02:00:00+00:00,256.0,True,True,True,True,True,True,True
H4D_2023-11-09T04:00:00+00:00,2023-11-09 04:00:00+00:00,2023-11-09 00:00:00+00:00,245.13,247.14,2023-11-09 04:00:00+00:00,2023-11-08 00:00:00+00:00,249.88,2023-11-09 17:00:00+00:00,251.93,253.39,238.9,246.72,2023-11-09 07:00:00+00:00,2023-11-08 22:00:00+00:00,249.67,2023-11-09 11:00:00+00:00,2023-11-09 13:00:00+00:00,251.43,True,True,True,True,True,True,True
H4D_2023-11-15T16:00:00+00:00,2023-11-15 16:00:00+00:00,2023-11-14 20:00:00+00:00,233.0,244.32,2023-11-15 16:00:00+00:00,2023-11-14 12:00:00+00:00,249.77,2023-11-16 20:00:00+00:00,244.57,244.84,240.1,243.37,2023-11-16 08:00:00+00:00,2023-11-16 01:00:00+00:00,254.91,2023-11-16 09:00:00+00:00,2023-11-16 11:00:00+00:00,256.12,True,True,True,True,True,True,True
H4D_2023-12-11T16:00:00+00:00,2023-12-11 16:00:00+00:00,2023-12-11 08:00:00+00:00,231.0,233.33,2023-12-11 16:00:00+00:00,2023-12-11 04:00:00+00:00,241.56,2023-12-18 11:00:00+00:00,235.51,235.84,232.01,234.25,2023-12-12 01:00:00+00:00,2023-12-11 17:00:00+00:00,247.06,2023-12-12 05:00:00+00:00,2023-12-12 07:00:00+00:00,254.37,True,True,True,True,True,True,True
H4D_2023-12-12T04:00:00+00:00,2023-12-12 04:00:00+00:00,2023-12-11 20:00:00+00:00,236.88,244.48,2023-12-12 04:00:00+00:00,2023-12-11 16:00:00+00:00,248.41,2023-12-13 05:00:00+00:00,246.34,247.2,244.16,245.96,2023-12-12 15:00:00+00:00,2023-12-12 05:00:00+00:00,254.37,2023-12-12 17:00:00+00:00,2023-12-12 19:00:00+00:00,257.13,True,True,True,True,True,True,True
H4D_2023-12-27T12:00:00+00:00,2023-12-27 12:00:00+00:00,2023-12-27 04:00:00+00:00,285.0,297.5,2023-12-27 12:00:00+00:00,2023-12-26 16:00:00+00:00,302.9,2024-01-03 13:00:00+00:00,323.2,323.67,285.38,316.14,2023-12-27 23:00:00+00:00,2023-12-27 20:00:00+00:00,315.54,2023-12-28 02:00:00+00:00,2023-12-28 04:00:00+00:00,327.99,True,True,True,True,True,True,True
H4D_2024-01-11T00:00:00+00:00,2024-01-11 00:00:00+00:00,2024-01-10 16:00:00+00:00,289.02,299.76,2024-01-11 00:00:00+00:00,2024-01-10 04:00:00+00:00,303.23,2024-01-12 18:00:00+00:00,301.3,302.52,296.75,301.65,2024-01-11 09:00:00+00:00,2024-01-11 05:00:00+00:00,308.86,2024-01-11 09:00:00+00:00,2024-01-11 11:00:00+00:00,316.81,True,True,True,True,True,True,True
H4D_2024-01-11T12:00:00+00:00,2024-01-11 12:00:00+00:00,2024-01-10 16:00:00+00:00,289.02,299.76,2024-01-11 12:00:00+00:00,2024-01-11 00:00:00+00:00,310.42,2024-01-12 18:00:00+00:00,301.3,302.52,296.75,301.65,2024-01-12 03:00:00+00:00,2024-01-11 21:00:00+00:00,310.32,2024-01-12 04:00:00+00:00,2024-01-12 06:00:00+00:00,313.35,True,True,True,True,True,True,True
H4D_2024-01-14T08:00:00+00:00,2024-01-14 08:00:00+00:00,2024-01-13 20:00:00+00:00,300.86,302.43,2024-01-14 08:00:00+00:00,2024-01-13 20:00:00+00:00,303.27,2024-01-14 21:00:00+00:00,304.24,305.37,301.48,304.58,2024-01-14 16:00:00+00:00,2024-01-14 11:00:00+00:00,305.5,2024-01-14 16:00:00+00:00,2024-01-14 18:00:00+00:00,306.89,True,True,True,True,True,True,True
H4D_2024-01-15T04:00:00+00:00,2024-01-15 04:00:00+00:00,2024-01-15 00:00:00+00:00,298.89,304.24,2024-01-15 04:00:00+00:00,2024-01-14 16:00:00+00:00,306.89,2024-01-22 20:00:00+00:00,310.03,311.2,303.3,306.17,2024-01-16 10:00:00+00:00,2024-01-16 03:00:00+00:00,318.0,2024-01-16 10:00:00+00:00,2024-01-16 12:00:00+00:00,318.77,True,True,True,True,True,True,True
H4D_2024-01-21T00:00:00+00:00,2024-01-21 00:00:00+00:00,2024-01-20 16:00:00+00:00,312.71,314.65,2024-01-21 00:00:00+00:00,2024-01-20 04:00:00+00:00,315.42,2024-01-22 05:00:00+00:00,316.26,316.63,314.53,314.67,2024-01-21 10:00:00+00:00,2024-01-21 07:00:00+00:00,318.6,2024-01-21 20:00:00+00:00,2024-01-21 22:00:00+00:00,321.58,True,True,True,True,True,True,True
H4D_2024-02-02T04:00:00+00:00,2024-02-02 04:00:00+00:00,2024-02-02 00:00:00+00:00,299.08,300.64,2024-02-02 04:00:00+00:00,2024-02-01 16:00:00+00:00,302.12,2024-02-02 14:00:00+00:00,302.15,302.41,299.91,300.34,2024-02-02 08:00:00+00:00,2024-02-02 04:00:00+00:00,302.76,2024-02-02 09:00:00+00:00,2024-02-02 11:00:00+00:00,305.28,True,True,True,True,True,True,True
H4D_2024-02-04T16:00:00+00:00,2024-02-04 16:00:00+00:00,2024-02-04 08:00:00+00:00,297.91,300.5,2024-02-04 16:00:00+00:00,2024-02-03 08:00:00+00:00,303.74,2024-02-05 16:00:00+00:00,302.12,302.27,300.43,300.79,2024-02-04 22:00:00+00:00,2024-02-04 19:00:00+00:00,306.6,2024-02-04 23:00:00+00:00,2024-02-05 01:00:00+00:00,307.8,True,True,True,True,True,True,True
H4D_2024-02-21T12:00:00+00:00,2024-02-21 12:00:00+00:00,2024-02-21 04:00:00+00:00,352.77,354.87,2024-02-21 12:00:00+00:00,2024-02-20 08:00:00+00:00,361.69,2024-03-05 20:00:00+00:00,403.94,405.56,352.01,376.7,2024-02-21 21:00:00+00:00,2024-02-21 17:00:00+00:00,372.06,2024-02-22 02:00:00+00:00,2024-02-22 04:00:00+00:00,386.81,True,True,True,True,True,True,True
H4D_2024-02-28T12:00:00+00:00,2024-02-28 12:00:00+00:00,2024-02-28 00:00:00+00:00,393.76,394.95,2024-02-28 12:00:00+00:00,2024-02-27 00:00:00+00:00,405.0,2024-02-29 23:00:00+00:00,402.79,403.13,390.93,396.41,2024-02-28 17:00:00+00:00,2024-02-28 10:00:00+00:00,417.48,2024-02-28 18:00:00+00:00,2024-02-28 20:00:00+00:00,426.92,True,True,True,True,True,True,True
H4D_2024-03-04T08:00:00+00:00,2024-03-04 08:00:00+00:00,2024-03-03 16:00:00+00:00,411.63,413.74,2024-03-04 08:00:00+00:00,2024-03-02 08:00:00+00:00,415.6,2024-03-04 18:00:00+00:00,416.83,419.07,413.0,413.06,2024-03-04 09:00:00+00:00,2024-03-04 01:00:00+00:00,417.93,2024-03-04 09:00:00+00:00,2024-03-04 11:00:00+00:00,424.44,True,True,True,True,True,True,True
H4D_2024-03-07T12:00:00+00:00,2024-03-07 12:00:00+00:00,2024-03-07 04:00:00+00:00,425.75,429.64,2024-03-07 12:00:00+00:00,2024-03-06 12:00:00+00:00,434.92,2024-08-05 02:00:00+00:00,476.76,478.17,425.83,452.73,2024-03-08 12:00:00+00:00,2024-03-08 08:00:00+00:00,473.0,2024-03-08 14:00:00+00:00,2024-03-08 16:00:00+00:00,489.87,True,True,True,True,True,True,True
H4D_2024-03-08T20:00:00+00:00,2024-03-08 20:00:00+00:00,2024-03-08 16:00:00+00:00,462.0,473.93,2024-03-08 20:00:00+00:00,2024-03-08 04:00:00+00:00,477.28,2024-07-05 03:00:00+00:00,508.03,508.03,465.41,477.94,2024-03-09 04:00:00+00:00,2024-03-09 01:00:00+00:00,488.73,2024-03-09 04:00:00+00:00,2024-03-09 06:00:00+00:00,492.21,True,True,True,True,True,True,True
H4D_2024-03-13T08:00:00+00:00,2024-03-13 08:00:00+00:00,2024-03-13 00:00:00+00:00,532.65,542.15,2024-03-13 08:00:00+00:00,2024-03-12 16:00:00+00:00,548.87,2024-03-15 10:00:00+00:00,561.39,572.1,542.0,570.86,2024-03-13 23:00:00+00:00,2024-03-13 12:00:00+00:00,600.97,2024-03-14 00:00:00+00:00,2024-03-14 02:00:00+00:00,634.68,True,True,True,True,True,True,True
H4D_2024-03-20T20:00:00+00:00,2024-03-20 20:00:00+00:00,2024-03-20 16:00:00+00:00,515.8,533.84,2024-03-20 20:00:00+00:00,2024-03-19 20:00:00+00:00,538.75,2024-04-13 20:00:00+00:00,581.65,582.0,532.2,544.44,2024-03-21 03:00:00+00:00,2024-03-20 23:00:00+00:00,559.47,2024-03-21 03:00:00+00:00,2024-03-21 05:00:00+00:00,562.58,True,True,True,True,True,True,True
H4D_2024-03-25T00:00:00+00:00,2024-03-25 00:00:00+00:00,2024-03-24 04:00:00+00:00,550.92,552.15,2024-03-25 00:00:00+00:00,2024-03-23 16:00:00+00:00,568.02,2024-04-02 03:00:00+00:00,577.35,577.37,550.0,561.29,2024-03-25 03:00:00+00:00,2024-03-25 00:00:00+00:00,573.78,2024-03-25 06:00:00+00:00,2024-03-25 08:00:00+00:00,589.88,True,True,True,True,True,True,True
H4D_2024-03-28T08:00:00+00:00,2024-03-28 08:00:00+00:00,2024-03-27 20:00:00+00:00,566.2,570.39,2024-03-28 08:00:00+00:00,2024-03-27 16:00:00+00:00,585.46,2024-04-01 06:00:00+00:00,593.74,594.75,570.0,579.1,2024-03-29 05:00:00+00:00,2024-03-29 02:00:00+00:00,590.0,2024-03-29 05:00:00+00:00,2024-03-29 07:00:00+00:00,614.27,True,True,True,True,True,True,True
H4D_2024-04-20T16:00:00+00:00,2024-04-20 16:00:00+00:00,2024-04-20 12:00:00+00:00,552.8,560.27,2024-04-20 16:00:00+00:00,2024-04-19 16:00:00+00:00,563.94,2024-04-30 13:00:00+00:00,567.89,569.16,558.11,567.32,2024-04-21 03:00:00+00:00,2024-04-20 21:00:00+00:00,574.0,2024-04-21 09:00:00+00:00,2024-04-21 11:00:00+00:00,582.41,True,True,True,True,True,True,True
H4D_2024-04-22T04:00:00+00:00,2024-04-22 04:00:00+00:00,2024-04-21 16:00:00+00:00,571.42,578.52,2024-04-22 04:00:00+00:00,2024-04-21 12:00:00+00:00,582.41,2024-04-29 07:00:00+00:00,593.89,593.9,578.09,584.0,2024-04-22 23:00:00+00:00,2024-04-22 18:00:00+00:00,599.99,2024-04-23 01:00:00+00:00,2024-04-23 03:00:00+00:00,608.94,True,True,True,True,True,True,True
H4D_2024-05-12T16:00:00+00:00,2024-05-12 16:00:00+00:00,2024-05-12 08:00:00+00:00,587.02,589.93,2024-05-12 16:00:00+00:00,2024-05-11 20:00:00+00:00,594.43,2024-05-13 02:00:00+00:00,594.74,595.19,589.92,592.08,2024-05-12 18:00:00+00:00,2024-05-12 13:00:00+00:00,594.12,2024-05-12 18:00:00+00:00,2024-05-12 20:00:00+00:00,598.74,True,True,True,True,True,True,True
H4D_2024-05-20T20:00:00+00:00,2024-05-20 20:00:00+00:00,2024-05-20 12:00:00+00:00,571.26,575.69,2024-05-20 20:00:00+00:00,2024-05-20 08:00:00+00:00,580.82,2024-06-18 02:00:00+00:00,600.36,602.43,574.0,587.69,2024-05-21 08:00:00+00:00,2024-05-21 01:00:00+00:00,612.93,2024-05-21 08:00:00+00:00,2024-05-21 10:00:00+00:00,632.89,True,True,True,True,True,True,True
H4D_2024-06-03T08:00:00+00:00,2024-06-03 08:00:00+00:00,2024-06-02 20:00:00+00:00,596.31,601.8,2024-06-03 08:00:00+00:00,2024-06-02 00:00:00+00:00,609.0,2024-06-11 16:00:00+00:00,610.03,610.24,594.0,597.64,2024-06-04 11:00:00+00:00,2024-06-04 08:00:00+00:00,633.89,2024-06-04 18:00:00+00:00,2024-06-04 20:00:00+00:00,675.2,True,True,True,True,True,True,True
H4D_2024-06-27T16:00:00+00:00,2024-06-27 16:00:00+00:00,2024-06-27 08:00:00+00:00,566.18,573.99,2024-06-27 16:00:00+00:00,2024-06-27 04:00:00+00:00,576.49,2024-06-28 14:00:00+00:00,575.45,577.97,573.5,574.26,2024-06-28 02:00:00+00:00,2024-06-27 19:00:00+00:00,582.47,2024-06-28 02:00:00+00:00,2024-06-28 04:00:00+00:00,585.33,True,True,True,True,True,True,True
H4D_2024-06-30T08:00:00+00:00,2024-06-30 08:00:00+00:00,2024-06-30 04:00:00+00:00,568.51,570.39,2024-06-30 08:00:00+00:00,2024-06-29 12:00:00+00:00,574.16,2024-07-03 04:00:00+00:00,575.01,575.1,566.0,570.28,2024-06-30 19:00:00+00:00,2024-06-30 08:00:00+00:00,579.25,2024-07-01 03:00:00+00:00,2024-07-01 05:00:00+00:00,588.5,True,True,True,True,True,True,True
H4D_2024-07-01T00:00:00+00:00,2024-07-01 00:00:00+00:00,2024-06-30 12:00:00+00:00,575.06,576.32,2024-07-01 00:00:00+00:00,2024-06-30 08:00:00+00:00,579.25,2024-07-02 01:00:00+00:00,577.18,577.99,575.31,575.71,2024-07-01 18:00:00+00:00,2024-07-01 14:00:00+00:00,581.91,2024-07-01 19:00:00+00:00,2024-07-01 21:00:00+00:00,583.49,True,True,True,True,True,True,True
H4D_2024-07-15T00:00:00+00:00,2024-07-15 00:00:00+00:00,2024-07-14 16:00:00+00:00,531.47,537.0,2024-07-15 00:00:00+00:00,2024-07-14 12:00:00+00:00,540.38,2024-08-03 01:00:00+00:00,543.15,544.05,532.0,534.11,2024-07-15 13:00:00+00:00,2024-07-15 09:00:00+00:00,563.27,2024-07-15 14:00:00+00:00,2024-07-15 16:00:00+00:00,574.7,True,True,True,True,True,True,True
H4D_2024-07-19T16:00:00+00:00,2024-07-19 16:00:00+00:00,2024-07-19 08:00:00+00:00,567.6,572.87,2024-07-19 16:00:00+00:00,2024-07-18 16:00:00+00:00,579.6,2024-07-24 22:00:00+00:00,581.08,581.64,570.0,576.17,2024-07-20 16:00:00+00:00,2024-07-20 11:00:00+00:00,593.22,2024-07-20 19:00:00+00:00,2024-07-20 21:00:00+00:00,598.22,True,True,True,True,True,True,True
H4D_2024-08-08T16:00:00+00:00,2024-08-08 16:00:00+00:00,2024-08-07 20:00:00+00:00,468.06,480.72,2024-08-08 16:00:00+00:00,2024-08-08 04:00:00+00:00,491.77,2024-09-06 19:00:00+00:00,488.3,488.63,478.15,478.21,2024-08-08 23:00:00+00:00,2024-08-08 17:00:00+00:00,513.69,2024-08-09 00:00:00+00:00,2024-08-09 02:00:00+00:00,521.74,True,True,True,True,True,True,True
H4D_2024-08-10T20:00:00+00:00,2024-08-10 20:00:00+00:00,2024-08-10 16:00:00+00:00,512.06,516.54,2024-08-10 20:00:00+00:00,2024-08-09 00:00:00+00:00,521.74,2024-08-11 20:00:00+00:00,518.97,519.17,512.0,512.53,2024-08-11 01:00:00+00:00,2024-08-10 19:00:00+00:00,525.71,2024-08-11 04:00:00+00:00,2024-08-11 06:00:00+00:00,534.99,True,True,True,True,True,True,True
H4D_2024-08-14T00:00:00+00:00,2024-08-14 00:00:00+00:00,2024-08-13 16:00:00+00:00,513.0,520.9,2024-08-14 00:00:00+00:00,2024-08-12 16:00:00+00:00,524.18,2024-08-14 14:00:00+00:00,527.41,528.65,519.05,519.92,2024-08-14 05:00:00+00:00,2024-08-14 01:00:00+00:00,526.48,2024-08-14 06:00:00+00:00,2024-08-14 08:00:00+00:00,528.49,True,True,True,True,True,True,True
H4D_2024-08-17T12:00:00+00:00,2024-08-17 12:00:00+00:00,2024-08-17 00:00:00+00:00,518.23,522.37,2024-08-17 12:00:00+00:00,2024-08-16 12:00:00+00:00,524.32,2024-08-27 23:00:00+00:00,537.88,538.6,520.52,530.61,2024-08-17 20:00:00+00:00,2024-08-17 16:00:00+00:00,539.99,2024-08-17 21:00:00+00:00,2024-08-17 23:00:00+00:00,547.9,True,True,True,True,True,True,True
H4D_2024-08-19T20:00:00+00:00,2024-08-19 20:00:00+00:00,2024-08-19 08:00:00+00:00,532.6,536.94,2024-08-19 20:00:00+00:00,2024-08-18 00:00:00+00:00,547.9,2024-08-27 22:00:00+00:00,549.79,550.15,532.0,537.88,2024-08-20 06:00:00+00:00,2024-08-20 02:00:00+00:00,572.21,2024-08-20 06:00:00+00:00,2024-08-20 08:00:00+00:00,573.8,True,True,True,True,True,True,True
