decision,label,feature,period,state,n,success,success_rate
PLUS15_CLOSE,GE1_5R,CLOSE5_ABOVE_DEMAND_HIGH,REF,False,96,31,0.3229166666666667
PLUS15_CLOSE,GE1_5R,CLOSE5_ABOVE_DEMAND_HIGH,REF,True,213,102,0.4788732394366197
PLUS15_CLOSE,CLEAN1R,CLOSE5_ABOVE_DEMAND_HIGH,DEV,False,119,27,0.226890756302521
PLUS15_CLOSE,CLEAN1R,CLOSE5_ABOVE_DEMAND_HIGH,DEV,True,379,140,0.36939313984168864
PLUS15_CLOSE,CLEAN1R,CLOSE5_ABOVE_DEMAND_HIGH,REF,False,96,24,0.25
PLUS15_CLOSE,CLEAN1R,CLOSE5_ABOVE_DEMAND_HIGH,REF,True,213,90,0.4225352112676056
PLUS15_CLOSE,CLEAN1_5R,CLOSE5_ABOVE_DEMAND_HIGH,DEV,False,119,21,0.17647058823529413
PLUS15_CLOSE,CLEAN1_5R,CLOSE5_ABOVE_DEMAND_HIGH,DEV,True,379,96,0.2532981530343008
PLUS15_CLOSE,CLEAN1_5R,CLOSE5_ABOVE_DEMAND_HIGH,REF,False,96,19,0.19791666666666666
PLUS15_CLOSE,CLEAN1_5R,CLOSE5_ABOVE_DEMAND_HIGH,REF,True,213,68,0.3192488262910798
PLUS15_CLOSE,GE1R,CLOSE5_BREAK_TOUCH_HIGH,DEV,False,446,238,0.5336322869955157
PLUS15_CLOSE,GE1R,CLOSE5_BREAK_TOUCH_HIGH,DEV,True,52,30,0.5769230769230769
PLUS15_CLOSE,GE1R,CLOSE5_BREAK_TOUCH_HIGH,REF,False,289,154,0.532871972318339
PLUS15_CLOSE,GE1R,CLOSE5_BREAK_TOUCH_HIGH,REF,True,20,17,0.85
PLUS15_CLOSE,GE1_5R,CLOSE5_BREAK_TOUCH_HIGH,DEV,False,446,179,0.4013452914798206
PLUS15_CLOSE,GE1_5R,CLOSE5_BREAK_TOUCH_HIGH,DEV,True,52,20,0.38461538461538464
PLUS15_CLOSE,GE1_5R,CLOSE5_BREAK_TOUCH_HIGH,REF,False,289,118,0.4083044982698962
PLUS15_CLOSE,GE1_5R,CLOSE5_BREAK_TOUCH_HIGH,REF,True,20,15,0.75
PLUS15_CLOSE,CLEAN1R,CLOSE5_BREAK_TOUCH_HIGH,DEV,False,446,144,0.32286995515695066
PLUS15_CLOSE,CLEAN1R,CLOSE5_BREAK_TOUCH_HIGH,DEV,True,52,23,0.4423076923076923
PLUS15_CLOSE,CLEAN1R,CLOSE5_BREAK_TOUCH_HIGH,REF,False,289,102,0.35294117647058826
PLUS15_CLOSE,CLEAN1R,CLOSE5_BREAK_TOUCH_HIGH,REF,True,20,12,0.6
PLUS15_CLOSE,CLEAN1_5R,CLOSE5_BREAK_TOUCH_HIGH,DEV,False,446,100,0.2242152466367713
PLUS15_CLOSE,CLEAN1_5R,CLOSE5_BREAK_TOUCH_HIGH,DEV,True,52,17,0.3269230769230769
PLUS15_CLOSE,CLEAN1_5R,CLOSE5_BREAK_TOUCH_HIGH,REF,False,289,77,0.2664359861591695
PLUS15_CLOSE,CLEAN1_5R,CLOSE5_BREAK_TOUCH_HIGH,REF,True,20,10,0.5
PLUS15_CLOSE,GE1R,CLOSE5_BULLISH,DEV,False,203,100,0.49261083743842365
PLUS15_CLOSE,GE1R,CLOSE5_BULLISH,DEV,True,295,168,0.5694915254237288
PLUS15_CLOSE,GE1R,CLOSE5_BULLISH,REF,False,137,58,0.4233576642335766
PLUS15_CLOSE,GE1R,CLOSE5_BULLISH,REF,True,172,113,0.6569767441860465
PLUS15_CLOSE,GE1_5R,CLOSE5_BULLISH,DEV,False,203,73,0.35960591133004927
PLUS15_CLOSE,GE1_5R,CLOSE5_BULLISH,DEV,True,295,126,0.4271186440677966
PLUS15_CLOSE,GE1_5R,CLOSE5_BULLISH,REF,False,137,40,0.291970802919708
PLUS15_CLOSE,GE1_5R,CLOSE5_BULLISH,REF,True,172,93,0.5406976744186046
PLUS15_CLOSE,CLEAN1R,CLOSE5_BULLISH,DEV,False,203,38,0.18719211822660098
PLUS15_CLOSE,CLEAN1R,CLOSE5_BULLISH,DEV,True,295,129,0.43728813559322033
PLUS15_CLOSE,CLEAN1R,CLOSE5_BULLISH,REF,False,137,34,0.24817518248175183
PLUS15_CLOSE,CLEAN1R,CLOSE5_BULLISH,REF,True,172,80,0.46511627906976744
PLUS15_CLOSE,CLEAN1_5R,CLOSE5_BULLISH,DEV,False,203,23,0.11330049261083744
PLUS15_CLOSE,CLEAN1_5R,CLOSE5_BULLISH,DEV,True,295,94,0.31864406779661014
PLUS15_CLOSE,CLEAN1_5R,CLOSE5_BULLISH,REF,False,137,23,0.1678832116788321
PLUS15_CLOSE,CLEAN1_5R,CLOSE5_BULLISH,REF,True,172,64,0.37209302325581395
PLUS15_CLOSE,GE1R,LOW5_HOLDS_TOUCH_LOW,DEV,False,103,56,0.5436893203883495
PLUS15_CLOSE,GE1R,LOW5_HOLDS_TOUCH_LOW,DEV,True,395,212,0.5367088607594936
PLUS15_CLOSE,GE1R,LOW5_HOLDS_TOUCH_LOW,REF,False,84,45,0.5357142857142857
PLUS15_CLOSE,GE1R,LOW5_HOLDS_TOUCH_LOW,REF,True,225,126,0.56
PLUS15_CLOSE,GE1_5R,LOW5_HOLDS_TOUCH_LOW,DEV,False,103,45,0.4368932038834951
PLUS15_CLOSE,GE1_5R,LOW5_HOLDS_TOUCH_LOW,DEV,True,395,154,0.389873417721519
PLUS15_CLOSE,GE1_5R,LOW5_HOLDS_TOUCH_LOW,REF,False,84,37,0.44047619047619047
PLUS15_CLOSE,GE1_5R,LOW5_HOLDS_TOUCH_LOW,REF,True,225,96,0.4266666666666667
PLUS15_CLOSE,CLEAN1R,LOW5_HOLDS_TOUCH_LOW,DEV,False,103,22,0.21359223300970873
PLUS15_CLOSE,CLEAN1R,LOW5_HOLDS_TOUCH_LOW,DEV,True,395,145,0.3670886075949367
PLUS15_CLOSE,CLEAN1R,LOW5_HOLDS_TOUCH_LOW,REF,False,84,28,0.3333333333333333
PLUS15_CLOSE,CLEAN1R,LOW5_HOLDS_TOUCH_LOW,REF,True,225,86,0.38222222222222224
PLUS15_CLOSE,CLEAN1_5R,LOW5_HOLDS_TOUCH_LOW,DEV,False,103,17,0.1650485436893204
PLUS15_CLOSE,CLEAN1_5R,LOW5_HOLDS_TOUCH_LOW,DEV,True,395,100,0.25316455696202533
PLUS15_CLOSE,CLEAN1_5R,LOW5_HOLDS_TOUCH_LOW,REF,False,84,23,0.27380952380952384
PLUS15_CLOSE,CLEAN1_5R,LOW5_HOLDS_TOUCH_LOW,REF,True,225,64,0.28444444444444444
PLUS15_CLOSE,GE1R,CLOSE15_ABOVE_ANCHOR,DEV,False,198,81,0.4090909090909091
PLUS15_CLOSE,GE1R,CLOSE15_ABOVE_ANCHOR,DEV,True,300,187,0.6233333333333333
PLUS15_CLOSE,GE1R,CLOSE15_ABOVE_ANCHOR,REF,False,139,58,0.4172661870503597
PLUS15_CLOSE,GE1R,CLOSE15_ABOVE_ANCHOR,REF,True,170,113,0.6647058823529411
PLUS15_CLOSE,GE1_5R,CLOSE15_ABOVE_ANCHOR,DEV,False,198,60,0.30303030303030304
PLUS15_CLOSE,GE1_5R,CLOSE15_ABOVE_ANCHOR,DEV,True,300,139,0.4633333333333333
PLUS15_CLOSE,GE1_5R,CLOSE15_ABOVE_ANCHOR,REF,False,139,42,0.302158273381295
PLUS15_CLOSE,GE1_5R,CLOSE15_ABOVE_ANCHOR,REF,True,170,91,0.5352941176470588
PLUS15_CLOSE,CLEAN1R,CLOSE15_ABOVE_ANCHOR,DEV,False,198,32,0.16161616161616163
PLUS15_CLOSE,CLEAN1R,CLOSE15_ABOVE_ANCHOR,DEV,True,300,135,0.45
PLUS15_CLOSE,CLEAN1R,CLOSE15_ABOVE_ANCHOR,REF,False,139,24,0.17266187050359713
PLUS15_CLOSE,CLEAN1R,CLOSE15_ABOVE_ANCHOR,REF,True,170,90,0.5294117647058824
PLUS15_CLOSE,CLEAN1_5R,CLOSE15_ABOVE_ANCHOR,DEV,False,198,23,0.11616161616161616
PLUS15_CLOSE,CLEAN1_5R,CLOSE15_ABOVE_ANCHOR,DEV,True,300,94,0.31333333333333335
PLUS15_CLOSE,CLEAN1_5R,CLOSE15_ABOVE_ANCHOR,REF,False,139,17,0.1223021582733813
PLUS15_CLOSE,CLEAN1_5R,CLOSE15_ABOVE_ANCHOR,REF,True,170,70,0.4117647058823529
PLUS15_CLOSE,GE1R,CLOSE15_ABOVE_DEMAND_HIGH,DEV,False,138,67,0.4855072463768116
PLUS15_CLOSE,GE1R,CLOSE15_ABOVE_DEMAND_HIGH,DEV,True,360,201,0.5583333333333333
PLUS15_CLOSE,GE1R,CLOSE15_ABOVE_DEMAND_HIGH,REF,False,97,43,0.44329896907216493
PLUS15_CLOSE,GE1R,CLOSE15_ABOVE_DEMAND_HIGH,REF,True,212,128,0.6037735849056604
PLUS15_CLOSE,GE1_5R,CLOSE15_ABOVE_DEMAND_HIGH,DEV,False,138,53,0.38405797101449274
PLUS15_CLOSE,GE1_5R,CLOSE15_ABOVE_DEMAND_HIGH,DEV,True,360,146,0.40555555555555556
PLUS15_CLOSE,GE1_5R,CLOSE15_ABOVE_DEMAND_HIGH,REF,False,97,32,0.32989690721649484
PLUS15_CLOSE,GE1_5R,CLOSE15_ABOVE_DEMAND_HIGH,REF,True,212,101,0.47641509433962265
PLUS15_CLOSE,CLEAN1R,CLOSE15_ABOVE_DEMAND_HIGH,DEV,False,138,28,0.2028985507246377
PLUS15_CLOSE,CLEAN1R,CLOSE15_ABOVE_DEMAND_HIGH,DEV,True,360,139,0.3861111111111111
PLUS15_CLOSE,CLEAN1R,CLOSE15_ABOVE_DEMAND_HIGH,REF,False,97,18,0.18556701030927836
PLUS15_CLOSE,CLEAN1R,CLOSE15_ABOVE_DEMAND_HIGH,REF,True,212,96,0.4528301886792453
PLUS15_CLOSE,CLEAN1_5R,CLOSE15_ABOVE_DEMAND_HIGH,DEV,False,138,21,0.15217391304347827
PLUS15_CLOSE,CLEAN1_5R,CLOSE15_ABOVE_DEMAND_HIGH,DEV,True,360,96,0.26666666666666666
PLUS15_CLOSE,CLEAN1_5R,CLOSE15_ABOVE_DEMAND_HIGH,REF,False,97,13,0.13402061855670103
PLUS15_CLOSE,CLEAN1_5R,CLOSE15_ABOVE_DEMAND_HIGH,REF,True,212,74,0.3490566037735849
PLUS15_CLOSE,GE1R,CLOSE15_BREAK_TOUCH_HIGH,DEV,False,425,217,0.5105882352941177
PLUS15_CLOSE,GE1R,CLOSE15_BREAK_TOUCH_HIGH,DEV,True,73,51,0.6986301369863014
PLUS15_CLOSE,GE1R,CLOSE15_BREAK_TOUCH_HIGH,REF,False,275,144,0.5236363636363637
PLUS15_CLOSE,GE1R,CLOSE15_BREAK_TOUCH_HIGH,REF,True,34,27,0.7941176470588235
PLUS15_CLOSE,GE1_5R,CLOSE15_BREAK_TOUCH_HIGH,DEV,False,425,163,0.3835294117647059
PLUS15_CLOSE,GE1_5R,CLOSE15_BREAK_TOUCH_HIGH,DEV,True,73,36,0.4931506849315068
PLUS15_CLOSE,GE1_5R,CLOSE15_BREAK_TOUCH_HIGH,REF,False,275,114,0.41454545454545455
PLUS15_CLOSE,GE1_5R,CLOSE15_BREAK_TOUCH_HIGH,REF,True,34,19,0.5588235294117647
PLUS15_CLOSE,CLEAN1R,CLOSE15_BREAK_TOUCH_HIGH,DEV,False,425,127,0.2988235294117647
PLUS15_CLOSE,CLEAN1R,CLOSE15_BREAK_TOUCH_HIGH,DEV,True,73,40,0.547945205479452
PLUS15_CLOSE,CLEAN1R,CLOSE15_BREAK_TOUCH_HIGH,REF,False,275,88,0.32
PLUS15_CLOSE,CLEAN1R,CLOSE15_BREAK_TOUCH_HIGH,REF,True,34,26,0.7647058823529411
PLUS15_CLOSE,CLEAN1_5R,CLOSE15_BREAK_TOUCH_HIGH,DEV,False,425,88,0.20705882352941177
PLUS15_CLOSE,CLEAN1_5R,CLOSE15_BREAK_TOUCH_HIGH,DEV,True,73,29,0.3972602739726027
PLUS15_CLOSE,CLEAN1_5R,CLOSE15_BREAK_TOUCH_HIGH,REF,False,275,69,0.2509090909090909
PLUS15_CLOSE,CLEAN1_5R,CLOSE15_BREAK_TOUCH_HIGH,REF,True,34,18,0.5294117647058824
PLUS15_CLOSE,GE1R,ALL3_CLOSES_ABOVE_ANCHOR,DEV,False,304,140,0.4605263157894737
PLUS15_CLOSE,GE1R,ALL3_CLOSES_ABOVE_ANCHOR,DEV,True,194,128,0.6597938144329897
PLUS15_CLOSE,GE1R,ALL3_CLOSES_ABOVE_ANCHOR,REF,False,202,91,0.4504950495049505
PLUS15_CLOSE,GE1R,ALL3_CLOSES_ABOVE_ANCHOR,REF,True,107,80,0.7476635514018691
PLUS15_CLOSE,GE1_5R,ALL3_CLOSES_ABOVE_ANCHOR,DEV,False,304,106,0.34868421052631576
PLUS15_CLOSE,GE1_5R,ALL3_CLOSES_ABOVE_ANCHOR,DEV,True,194,93,0.4793814432989691
PLUS15_CLOSE,GE1_5R,ALL3_CLOSES_ABOVE_ANCHOR,REF,False,202,68,0.33663366336633666
PLUS15_CLOSE,GE1_5R,ALL3_CLOSES_ABOVE_ANCHOR,REF,True,107,65,0.6074766355140186
PLUS15_CLOSE,CLEAN1R,ALL3_CLOSES_ABOVE_ANCHOR,DEV,False,304,63,0.20723684210526316
PLUS15_CLOSE,CLEAN1R,ALL3_CLOSES_ABOVE_ANCHOR,DEV,True,194,104,0.5360824742268041
PLUS15_CLOSE,CLEAN1R,ALL3_CLOSES_ABOVE_ANCHOR,REF,False,202,49,0.24257425742574257
PLUS15_CLOSE,CLEAN1R,ALL3_CLOSES_ABOVE_ANCHOR,REF,True,107,65,0.6074766355140186
PLUS15_CLOSE,CLEAN1_5R,ALL3_CLOSES_ABOVE_ANCHOR,DEV,False,304,44,0.14473684210526316
PLUS15_CLOSE,CLEAN1_5R,ALL3_CLOSES_ABOVE_ANCHOR,DEV,True,194,73,0.37628865979381443
PLUS15_CLOSE,CLEAN1_5R,ALL3_CLOSES_ABOVE_ANCHOR,REF,False,202,36,0.1782178217821782
PLUS15_CLOSE,CLEAN1_5R,ALL3_CLOSES_ABOVE_ANCHOR,REF,True,107,51,0.4766355140186916
PLUS15_CLOSE,GE1R,ALL3_CLOSES_ABOVE_DEMAND_HIGH,DEV,False,190,97,0.5105263157894737
PLUS15_CLOSE,GE1R,ALL3_CLOSES_ABOVE_DEMAND_HIGH,DEV,True,308,171,0.5551948051948052
PLUS15_CLOSE,GE1R,ALL3_CLOSES_ABOVE_DEMAND_HIGH,REF,False,141,67,0.475177304964539
PLUS15_CLOSE,GE1R,ALL3_CLOSES_ABOVE_DEMAND_HIGH,REF,True,168,104,0.6190476190476191
PLUS15_CLOSE,GE1_5R,ALL3_CLOSES_ABOVE_DEMAND_HIGH,DEV,False,190,77,0.4052631578947368
PLUS15_CLOSE,GE1_5R,ALL3_CLOSES_ABOVE_DEMAND_HIGH,DEV,True,308,122,0.3961038961038961
PLUS15_CLOSE,GE1_5R,ALL3_CLOSES_ABOVE_DEMAND_HIGH,REF,False,141,52,0.36879432624113473
PLUS15_CLOSE,GE1_5R,ALL3_CLOSES_ABOVE_DEMAND_HIGH,REF,True,168,81,0.48214285714285715
PLUS15_CLOSE,CLEAN1R,ALL3_CLOSES_ABOVE_DEMAND_HIGH,DEV,False,190,42,0.22105263157894736
PLUS15_CLOSE,CLEAN1R,ALL3_CLOSES_ABOVE_DEMAND_HIGH,DEV,True,308,125,0.40584415584415584
PLUS15_CLOSE,CLEAN1R,ALL3_CLOSES_ABOVE_DEMAND_HIGH,REF,False,141,34,0.24113475177304963
PLUS15_CLOSE,CLEAN1R,ALL3_CLOSES_ABOVE_DEMAND_HIGH,REF,True,168,80,0.47619047619047616
PLUS15_CLOSE,CLEAN1_5R,ALL3_CLOSES_ABOVE_DEMAND_HIGH,DEV,False,190,31,0.1631578947368421
PLUS15_CLOSE,CLEAN1_5R,ALL3_CLOSES_ABOVE_DEMAND_HIGH,DEV,True,308,86,0.2792207792207792
PLUS15_CLOSE,CLEAN1_5R,ALL3_CLOSES_ABOVE_DEMAND_HIGH,REF,False,141,27,0.19148936170212766
PLUS15_CLOSE,CLEAN1_5R,ALL3_CLOSES_ABOVE_DEMAND_HIGH,REF,True,168,60,0.35714285714285715
PLUS15_CLOSE,GE1R,RECLAIM_HIGH_THEN_HOLD,DEV,False,162,84,0.5185185185185185
PLUS15_CLOSE,GE1R,RECLAIM_HIGH_THEN_HOLD,DEV,True,336,184,0.5476190476190477
PLUS15_CLOSE,GE1R,RECLAIM_HIGH_THEN_HOLD,REF,False,117,56,0.47863247863247865
PLUS15_CLOSE,GE1R,RECLAIM_HIGH_THEN_HOLD,REF,True,192,115,0.5989583333333334
PLUS15_CLOSE,GE1_5R,RECLAIM_HIGH_THEN_HOLD,DEV,False,162,69,0.42592592592592593
PLUS15_CLOSE,GE1_5R,RECLAIM_HIGH_THEN_HOLD,DEV,True,336,130,0.3869047619047619
PLUS15_CLOSE,GE1_5R,RECLAIM_HIGH_THEN_HOLD,REF,False,117,42,0.358974358974359
PLUS15_CLOSE,GE1_5R,RECLAIM_HIGH_THEN_HOLD,REF,True,192,91,0.4739583333333333
PLUS15_CLOSE,CLEAN1R,RECLAIM_HIGH_THEN_HOLD,DEV,False,162,36,0.2222222222222222
PLUS15_CLOSE,CLEAN1R,RECLAIM_HIGH_THEN_HOLD,DEV,True,336,131,0.3898809523809524
PLUS15_CLOSE,CLEAN1R,RECLAIM_HIGH_THEN_HOLD,REF,False,117,25,0.21367521367521367
PLUS15_CLOSE,CLEAN1R,RECLAIM_HIGH_THEN_HOLD,REF,True,192,89,0.4635416666666667
PLUS15_CLOSE,CLEAN1_5R,RECLAIM_HIGH_THEN_HOLD,DEV,False,162,28,0.1728395061728395
PLUS15_CLOSE,CLEAN1_5R,RECLAIM_HIGH_THEN_HOLD,DEV,True,336,89,0.2648809523809524
PLUS15_CLOSE,CLEAN1_5R,RECLAIM_HIGH_THEN_HOLD,REF,False,117,19,0.1623931623931624
PLUS15_CLOSE,CLEAN1_5R,RECLAIM_HIGH_THEN_HOLD,REF,True,192,68,0.3541666666666667
PLUS15_CLOSE,GE1R,BREAK_TOUCH_HIGH_WITHIN15,DEV,False,405,210,0.5185185185185185
PLUS15_CLOSE,GE1R,BREAK_TOUCH_HIGH_WITHIN15,DEV,True,93,58,0.6236559139784946
PLUS15_CLOSE,GE1R,BREAK_TOUCH_HIGH_WITHIN15,REF,False,264,137,0.5189393939393939
PLUS15_CLOSE,GE1R,BREAK_TOUCH_HIGH_WITHIN15,REF,True,45,34,0.7555555555555555
PLUS15_CLOSE,GE1_5R,BREAK_TOUCH_HIGH_WITHIN15,DEV,False,405,158,0.39012345679012345
PLUS15_CLOSE,GE1_5R,BREAK_TOUCH_HIGH_WITHIN15,DEV,True,93,41,0.44086021505376344
PLUS15_CLOSE,GE1_5R,BREAK_TOUCH_HIGH_WITHIN15,REF,False,264,107,0.4053030303030303
PLUS15_CLOSE,GE1_5R,BREAK_TOUCH_HIGH_WITHIN15,REF,True,45,26,0.5777777777777777
PLUS15_CLOSE,CLEAN1R,BREAK_TOUCH_HIGH_WITHIN15,DEV,False,405,122,0.3012345679012346
PLUS15_CLOSE,CLEAN1R,BREAK_TOUCH_HIGH_WITHIN15,DEV,True,93,45,0.4838709677419355
PLUS15_CLOSE,CLEAN1R,BREAK_TOUCH_HIGH_WITHIN15,REF,False,264,85,0.32196969696969696
PLUS15_CLOSE,CLEAN1R,BREAK_TOUCH_HIGH_WITHIN15,REF,True,45,29,0.6444444444444445
PLUS15_CLOSE,CLEAN1_5R,BREAK_TOUCH_HIGH_WITHIN15,DEV,False,405,83,0.20493827160493827
PLUS15_CLOSE,CLEAN1_5R,BREAK_TOUCH_HIGH_WITHIN15,DEV,True,93,34,0.3655913978494624
PLUS15_CLOSE,CLEAN1_5R,BREAK_TOUCH_HIGH_WITHIN15,REF,False,264,66,0.25
PLUS15_CLOSE,CLEAN1_5R,BREAK_TOUCH_HIGH_WITHIN15,REF,True,45,21,0.4666666666666667
