decision,feature,feature_type,year,state,n,ge1r,ge1r_rate
PLUS15_CLOSE,p15_close_location,NUMERIC,2025,Q3,42,29,0.6904761904761905
PLUS15_CLOSE,p15_close_location,NUMERIC,2025,Q4,42,30,0.7142857142857143
PLUS15_CLOSE,p15_close_location,NUMERIC,2026,Q1,35,13,0.37142857142857144
PLUS15_CLOSE,p15_close_location,NUMERIC,2026,Q2,19,7,0.3684210526315789
PLUS15_CLOSE,p15_close_location,NUMERIC,2026,Q3,26,12,0.46153846153846156
PLUS15_CLOSE,p15_close_location,NUMERIC,2026,Q4,37,27,0.7297297297297297
PLUS15_CLOSE,p15_body_r,NUMERIC,2022,Q1,44,19,0.4318181818181818
PLUS15_CLOSE,p15_body_r,NUMERIC,2022,Q2,45,21,0.4666666666666667
PLUS15_CLOSE,p15_body_r,NUMERIC,2022,Q3,41,23,0.5609756097560976
PLUS15_CLOSE,p15_body_r,NUMERIC,2022,Q4,43,33,0.7674418604651163
PLUS15_CLOSE,p15_body_r,NUMERIC,2023,Q1,31,18,0.5806451612903226
PLUS15_CLOSE,p15_body_r,NUMERIC,2023,Q2,41,16,0.3902439024390244
PLUS15_CLOSE,p15_body_r,NUMERIC,2023,Q3,44,20,0.45454545454545453
PLUS15_CLOSE,p15_body_r,NUMERIC,2023,Q4,35,27,0.7714285714285715
PLUS15_CLOSE,p15_body_r,NUMERIC,2024,Q1,50,20,0.4
PLUS15_CLOSE,p15_body_r,NUMERIC,2024,Q2,38,14,0.3684210526315789
PLUS15_CLOSE,p15_body_r,NUMERIC,2024,Q3,39,16,0.41025641025641024
PLUS15_CLOSE,p15_body_r,NUMERIC,2024,Q4,47,41,0.8723404255319149
PLUS15_CLOSE,p15_body_r,NUMERIC,2025,Q1,48,20,0.4166666666666667
PLUS15_CLOSE,p15_body_r,NUMERIC,2025,Q2,61,32,0.5245901639344263
PLUS15_CLOSE,p15_body_r,NUMERIC,2025,Q3,41,27,0.6585365853658537
PLUS15_CLOSE,p15_body_r,NUMERIC,2025,Q4,42,33,0.7857142857142857
PLUS15_CLOSE,p15_body_r,NUMERIC,2026,Q1,24,8,0.3333333333333333
PLUS15_CLOSE,p15_body_r,NUMERIC,2026,Q2,31,10,0.3225806451612903
PLUS15_CLOSE,p15_body_r,NUMERIC,2026,Q3,24,10,0.4166666666666667
PLUS15_CLOSE,p15_body_r,NUMERIC,2026,Q4,38,31,0.8157894736842105
PLUS15_CLOSE,p15_close_r,NUMERIC,2022,Q1,45,19,0.4222222222222222
PLUS15_CLOSE,p15_close_r,NUMERIC,2022,Q2,43,20,0.46511627906976744
PLUS15_CLOSE,p15_close_r,NUMERIC,2022,Q3,42,24,0.5714285714285714
PLUS15_CLOSE,p15_close_r,NUMERIC,2022,Q4,43,33,0.7674418604651163
PLUS15_CLOSE,p15_close_r,NUMERIC,2023,Q1,30,17,0.5666666666666667
PLUS15_CLOSE,p15_close_r,NUMERIC,2023,Q2,43,17,0.3953488372093023
PLUS15_CLOSE,p15_close_r,NUMERIC,2023,Q3,43,20,0.46511627906976744
PLUS15_CLOSE,p15_close_r,NUMERIC,2023,Q4,35,27,0.7714285714285715
PLUS15_CLOSE,p15_close_r,NUMERIC,2024,Q1,50,20,0.4
PLUS15_CLOSE,p15_close_r,NUMERIC,2024,Q2,38,14,0.3684210526315789
PLUS15_CLOSE,p15_close_r,NUMERIC,2024,Q3,39,16,0.41025641025641024
PLUS15_CLOSE,p15_close_r,NUMERIC,2024,Q4,47,41,0.8723404255319149
PLUS15_CLOSE,p15_close_r,NUMERIC,2025,Q1,51,22,0.43137254901960786
PLUS15_CLOSE,p15_close_r,NUMERIC,2025,Q2,59,31,0.5254237288135594
PLUS15_CLOSE,p15_close_r,NUMERIC,2025,Q3,40,26,0.65
PLUS15_CLOSE,p15_close_r,NUMERIC,2025,Q4,42,33,0.7857142857142857
PLUS15_CLOSE,p15_close_r,NUMERIC,2026,Q1,25,8,0.32
PLUS15_CLOSE,p15_close_r,NUMERIC,2026,Q2,30,10,0.3333333333333333
PLUS15_CLOSE,p15_close_r,NUMERIC,2026,Q3,24,10,0.4166666666666667
PLUS15_CLOSE,p15_close_r,NUMERIC,2026,Q4,38,31,0.8157894736842105
PLUS15_CLOSE,p15_path_efficiency,NUMERIC,2022,Q1,54,24,0.4444444444444444
PLUS15_CLOSE,p15_path_efficiency,NUMERIC,2022,Q2,35,17,0.4857142857142857
PLUS15_CLOSE,p15_path_efficiency,NUMERIC,2022,Q3,84,55,0.6547619047619048
PLUS15_CLOSE,p15_path_efficiency,NUMERIC,2023,Q1,30,15,0.5
PLUS15_CLOSE,p15_path_efficiency,NUMERIC,2023,Q2,39,18,0.46153846153846156
PLUS15_CLOSE,p15_path_efficiency,NUMERIC,2023,Q3,82,48,0.5853658536585366
PLUS15_CLOSE,p15_path_efficiency,NUMERIC,2024,Q1,41,18,0.43902439024390244
PLUS15_CLOSE,p15_path_efficiency,NUMERIC,2024,Q2,50,19,0.38
PLUS15_CLOSE,p15_path_efficiency,NUMERIC,2024,Q3,83,54,0.6506024096385542
PLUS15_CLOSE,p15_path_efficiency,NUMERIC,2025,Q1,52,27,0.5192307692307693
PLUS15_CLOSE,p15_path_efficiency,NUMERIC,2025,Q2,49,22,0.4489795918367347
PLUS15_CLOSE,p15_path_efficiency,NUMERIC,2025,Q3,91,63,0.6923076923076923
PLUS15_CLOSE,p15_path_efficiency,NUMERIC,2026,Q1,29,14,0.4827586206896552
PLUS15_CLOSE,p15_path_efficiency,NUMERIC,2026,Q2,25,10,0.4
PLUS15_CLOSE,p15_path_efficiency,NUMERIC,2026,Q3,63,35,0.5555555555555556
