decision,label,feature,period,band,n,success,success_rate
TOUCH_CLOSE,CLEAN1_5R,touch_recovery_from_low_zw,DEV,Q2,196,48,0.24489795918367346
TOUCH_CLOSE,CLEAN1_5R,touch_recovery_from_low_zw,DEV,Q3,196,40,0.20408163265306123
TOUCH_CLOSE,CLEAN1_5R,touch_recovery_from_low_zw,DEV,Q4,196,36,0.1836734693877551
TOUCH_CLOSE,CLEAN1_5R,touch_recovery_from_low_zw,REF,Q1,129,39,0.3023255813953488
TOUCH_CLOSE,CLEAN1_5R,touch_recovery_from_low_zw,REF,Q2,134,43,0.3208955223880597
TOUCH_CLOSE,CLEAN1_5R,touch_recovery_from_low_zw,REF,Q3,104,20,0.19230769230769232
TOUCH_CLOSE,CLEAN1_5R,touch_recovery_from_low_zw,REF,Q4,96,33,0.34375
TOUCH_CLOSE,GE1R,touch_lower_wick_zw,DEV,Q1,197,94,0.47715736040609136
TOUCH_CLOSE,GE1R,touch_lower_wick_zw,DEV,Q2,196,105,0.5357142857142857
TOUCH_CLOSE,GE1R,touch_lower_wick_zw,DEV,Q3,196,91,0.4642857142857143
TOUCH_CLOSE,GE1R,touch_lower_wick_zw,DEV,Q4,196,85,0.4336734693877551
TOUCH_CLOSE,GE1R,touch_lower_wick_zw,REF,Q1,130,71,0.5461538461538461
TOUCH_CLOSE,GE1R,touch_lower_wick_zw,REF,Q2,133,66,0.49624060150375937
TOUCH_CLOSE,GE1R,touch_lower_wick_zw,REF,Q3,101,45,0.44554455445544555
TOUCH_CLOSE,GE1R,touch_lower_wick_zw,REF,Q4,99,59,0.5959595959595959
TOUCH_CLOSE,GE1_5R,touch_lower_wick_zw,DEV,Q1,197,72,0.36548223350253806
TOUCH_CLOSE,GE1_5R,touch_lower_wick_zw,DEV,Q2,196,79,0.4030612244897959
TOUCH_CLOSE,GE1_5R,touch_lower_wick_zw,DEV,Q3,196,70,0.35714285714285715
TOUCH_CLOSE,GE1_5R,touch_lower_wick_zw,DEV,Q4,196,63,0.32142857142857145
TOUCH_CLOSE,GE1_5R,touch_lower_wick_zw,REF,Q1,130,56,0.4307692307692308
TOUCH_CLOSE,GE1_5R,touch_lower_wick_zw,REF,Q2,133,56,0.42105263157894735
TOUCH_CLOSE,GE1_5R,touch_lower_wick_zw,REF,Q3,101,35,0.3465346534653465
TOUCH_CLOSE,GE1_5R,touch_lower_wick_zw,REF,Q4,99,46,0.46464646464646464
TOUCH_CLOSE,CLEAN1R,touch_lower_wick_zw,DEV,Q1,197,63,0.3197969543147208
TOUCH_CLOSE,CLEAN1R,touch_lower_wick_zw,DEV,Q2,196,69,0.3520408163265306
TOUCH_CLOSE,CLEAN1R,touch_lower_wick_zw,DEV,Q3,196,54,0.2755102040816326
TOUCH_CLOSE,CLEAN1R,touch_lower_wick_zw,DEV,Q4,196,51,0.2602040816326531
TOUCH_CLOSE,CLEAN1R,touch_lower_wick_zw,REF,Q1,130,47,0.36153846153846153
TOUCH_CLOSE,CLEAN1R,touch_lower_wick_zw,REF,Q2,133,51,0.38345864661654133
TOUCH_CLOSE,CLEAN1R,touch_lower_wick_zw,REF,Q3,101,30,0.297029702970297
TOUCH_CLOSE,CLEAN1R,touch_lower_wick_zw,REF,Q4,99,42,0.42424242424242425
TOUCH_CLOSE,CLEAN1_5R,touch_lower_wick_zw,DEV,Q1,197,45,0.22842639593908629
TOUCH_CLOSE,CLEAN1_5R,touch_lower_wick_zw,DEV,Q2,196,51,0.2602040816326531
TOUCH_CLOSE,CLEAN1_5R,touch_lower_wick_zw,DEV,Q3,196,37,0.18877551020408162
TOUCH_CLOSE,CLEAN1_5R,touch_lower_wick_zw,DEV,Q4,196,37,0.18877551020408162
TOUCH_CLOSE,CLEAN1_5R,touch_lower_wick_zw,REF,Q1,130,38,0.2923076923076923
TOUCH_CLOSE,CLEAN1_5R,touch_lower_wick_zw,REF,Q2,133,42,0.3157894736842105
TOUCH_CLOSE,CLEAN1_5R,touch_lower_wick_zw,REF,Q3,101,23,0.22772277227722773
TOUCH_CLOSE,CLEAN1_5R,touch_lower_wick_zw,REF,Q4,99,32,0.32323232323232326
TOUCH_CLOSE,GE1R,touch_upper_wick_zw,DEV,Q1,197,99,0.5025380710659898
TOUCH_CLOSE,GE1R,touch_upper_wick_zw,DEV,Q2,196,97,0.49489795918367346
TOUCH_CLOSE,GE1R,touch_upper_wick_zw,DEV,Q3,196,93,0.4744897959183674
TOUCH_CLOSE,GE1R,touch_upper_wick_zw,DEV,Q4,196,86,0.4387755102040816
TOUCH_CLOSE,GE1R,touch_upper_wick_zw,REF,Q1,158,82,0.5189873417721519
TOUCH_CLOSE,GE1R,touch_upper_wick_zw,REF,Q2,110,54,0.4909090909090909
TOUCH_CLOSE,GE1R,touch_upper_wick_zw,REF,Q3,85,42,0.49411764705882355
TOUCH_CLOSE,GE1R,touch_upper_wick_zw,REF,Q4,110,63,0.5727272727272728
TOUCH_CLOSE,GE1_5R,touch_upper_wick_zw,DEV,Q1,197,75,0.38071065989847713
TOUCH_CLOSE,GE1_5R,touch_upper_wick_zw,DEV,Q2,196,71,0.3622448979591837
TOUCH_CLOSE,GE1_5R,touch_upper_wick_zw,DEV,Q3,196,68,0.3469387755102041
TOUCH_CLOSE,GE1_5R,touch_upper_wick_zw,DEV,Q4,196,70,0.35714285714285715
TOUCH_CLOSE,GE1_5R,touch_upper_wick_zw,REF,Q1,158,67,0.4240506329113924
TOUCH_CLOSE,GE1_5R,touch_upper_wick_zw,REF,Q2,110,37,0.33636363636363636
TOUCH_CLOSE,GE1_5R,touch_upper_wick_zw,REF,Q3,85,36,0.4235294117647059
TOUCH_CLOSE,GE1_5R,touch_upper_wick_zw,REF,Q4,110,53,0.4818181818181818
TOUCH_CLOSE,CLEAN1R,touch_upper_wick_zw,DEV,Q1,197,64,0.3248730964467005
TOUCH_CLOSE,CLEAN1R,touch_upper_wick_zw,DEV,Q2,196,64,0.32653061224489793
TOUCH_CLOSE,CLEAN1R,touch_upper_wick_zw,DEV,Q3,196,52,0.2653061224489796
TOUCH_CLOSE,CLEAN1R,touch_upper_wick_zw,DEV,Q4,196,57,0.29081632653061223
TOUCH_CLOSE,CLEAN1R,touch_upper_wick_zw,REF,Q1,158,58,0.3670886075949367
TOUCH_CLOSE,CLEAN1R,touch_upper_wick_zw,REF,Q2,110,34,0.3090909090909091
TOUCH_CLOSE,CLEAN1R,touch_upper_wick_zw,REF,Q3,85,32,0.3764705882352941
TOUCH_CLOSE,CLEAN1R,touch_upper_wick_zw,REF,Q4,110,46,0.41818181818181815
TOUCH_CLOSE,CLEAN1_5R,touch_upper_wick_zw,DEV,Q1,197,47,0.23857868020304568
TOUCH_CLOSE,CLEAN1_5R,touch_upper_wick_zw,DEV,Q2,196,44,0.22448979591836735
TOUCH_CLOSE,CLEAN1_5R,touch_upper_wick_zw,DEV,Q3,196,36,0.1836734693877551
TOUCH_CLOSE,CLEAN1_5R,touch_upper_wick_zw,DEV,Q4,196,43,0.2193877551020408
TOUCH_CLOSE,CLEAN1_5R,touch_upper_wick_zw,REF,Q1,158,48,0.3037974683544304
TOUCH_CLOSE,CLEAN1_5R,touch_upper_wick_zw,REF,Q2,110,21,0.19090909090909092
TOUCH_CLOSE,CLEAN1_5R,touch_upper_wick_zw,REF,Q3,85,27,0.3176470588235294
TOUCH_CLOSE,CLEAN1_5R,touch_upper_wick_zw,REF,Q4,110,39,0.35454545454545455
TOUCH_CLOSE,GE1R,touch_body_zw,DEV,Q1,197,80,0.40609137055837563
TOUCH_CLOSE,GE1R,touch_body_zw,DEV,Q2,196,99,0.5051020408163265
TOUCH_CLOSE,GE1R,touch_body_zw,DEV,Q3,196,104,0.5306122448979592
TOUCH_CLOSE,GE1R,touch_body_zw,DEV,Q4,196,92,0.46938775510204084
TOUCH_CLOSE,GE1R,touch_body_zw,REF,Q1,108,53,0.49074074074074076
TOUCH_CLOSE,GE1R,touch_body_zw,REF,Q2,105,56,0.5333333333333333
TOUCH_CLOSE,GE1R,touch_body_zw,REF,Q3,132,69,0.5227272727272727
TOUCH_CLOSE,GE1R,touch_body_zw,REF,Q4,118,63,0.5338983050847458
TOUCH_CLOSE,GE1_5R,touch_body_zw,DEV,Q1,197,66,0.3350253807106599
TOUCH_CLOSE,GE1_5R,touch_body_zw,DEV,Q2,196,76,0.3877551020408163
TOUCH_CLOSE,GE1_5R,touch_body_zw,DEV,Q3,196,78,0.3979591836734694
TOUCH_CLOSE,GE1_5R,touch_body_zw,DEV,Q4,196,64,0.32653061224489793
TOUCH_CLOSE,GE1_5R,touch_body_zw,REF,Q1,108,43,0.39814814814814814
TOUCH_CLOSE,GE1_5R,touch_body_zw,REF,Q2,105,47,0.44761904761904764
TOUCH_CLOSE,GE1_5R,touch_body_zw,REF,Q3,132,57,0.4318181818181818
TOUCH_CLOSE,GE1_5R,touch_body_zw,REF,Q4,118,46,0.3898305084745763
TOUCH_CLOSE,CLEAN1R,touch_body_zw,DEV,Q1,197,45,0.22842639593908629
TOUCH_CLOSE,CLEAN1R,touch_body_zw,DEV,Q2,196,61,0.3112244897959184
TOUCH_CLOSE,CLEAN1R,touch_body_zw,DEV,Q3,196,72,0.3673469387755102
TOUCH_CLOSE,CLEAN1R,touch_body_zw,DEV,Q4,196,59,0.3010204081632653
TOUCH_CLOSE,CLEAN1R,touch_body_zw,REF,Q1,108,39,0.3611111111111111
TOUCH_CLOSE,CLEAN1R,touch_body_zw,REF,Q2,105,41,0.3904761904761905
TOUCH_CLOSE,CLEAN1R,touch_body_zw,REF,Q3,132,47,0.3560606060606061
TOUCH_CLOSE,CLEAN1R,touch_body_zw,REF,Q4,118,43,0.3644067796610169
TOUCH_CLOSE,CLEAN1_5R,touch_body_zw,DEV,Q1,197,32,0.16243654822335024
TOUCH_CLOSE,CLEAN1_5R,touch_body_zw,DEV,Q2,196,47,0.23979591836734693
TOUCH_CLOSE,CLEAN1_5R,touch_body_zw,DEV,Q3,196,48,0.24489795918367346
TOUCH_CLOSE,CLEAN1_5R,touch_body_zw,DEV,Q4,196,43,0.2193877551020408
TOUCH_CLOSE,CLEAN1_5R,touch_body_zw,REF,Q1,108,31,0.28703703703703703
TOUCH_CLOSE,CLEAN1_5R,touch_body_zw,REF,Q2,105,34,0.3238095238095238
TOUCH_CLOSE,CLEAN1_5R,touch_body_zw,REF,Q3,132,39,0.29545454545454547
TOUCH_CLOSE,CLEAN1_5R,touch_body_zw,REF,Q4,118,31,0.2627118644067797
TOUCH_CLOSE,GE1R,touch_range_zw,DEV,Q1,197,97,0.49238578680203043
TOUCH_CLOSE,GE1R,touch_range_zw,DEV,Q2,196,101,0.5153061224489796
TOUCH_CLOSE,GE1R,touch_range_zw,DEV,Q3,196,99,0.5051020408163265
TOUCH_CLOSE,GE1R,touch_range_zw,DEV,Q4,196,78,0.3979591836734694
TOUCH_CLOSE,GE1R,touch_range_zw,REF,Q1,157,78,0.4968152866242038
TOUCH_CLOSE,GE1R,touch_range_zw,REF,Q2,105,57,0.5428571428571428
TOUCH_CLOSE,GE1R,touch_range_zw,REF,Q3,102,55,0.5392156862745098
TOUCH_CLOSE,GE1R,touch_range_zw,REF,Q4,99,51,0.5151515151515151
TOUCH_CLOSE,GE1_5R,touch_range_zw,DEV,Q1,197,66,0.3350253807106599
TOUCH_CLOSE,GE1_5R,touch_range_zw,DEV,Q2,196,83,0.42346938775510207
TOUCH_CLOSE,GE1_5R,touch_range_zw,DEV,Q3,196,74,0.37755102040816324
TOUCH_CLOSE,GE1_5R,touch_range_zw,DEV,Q4,196,61,0.3112244897959184
TOUCH_CLOSE,GE1_5R,touch_range_zw,REF,Q1,157,61,0.3885350318471338
TOUCH_CLOSE,GE1_5R,touch_range_zw,REF,Q2,105,47,0.44761904761904764
TOUCH_CLOSE,GE1_5R,touch_range_zw,REF,Q3,102,47,0.46078431372549017
TOUCH_CLOSE,GE1_5R,touch_range_zw,REF,Q4,99,38,0.3838383838383838
TOUCH_CLOSE,CLEAN1R,touch_range_zw,DEV,Q1,197,64,0.3248730964467005
TOUCH_CLOSE,CLEAN1R,touch_range_zw,DEV,Q2,196,73,0.37244897959183676
TOUCH_CLOSE,CLEAN1R,touch_range_zw,DEV,Q3,196,55,0.28061224489795916
TOUCH_CLOSE,CLEAN1R,touch_range_zw,DEV,Q4,196,45,0.22959183673469388
TOUCH_CLOSE,CLEAN1R,touch_range_zw,REF,Q1,157,54,0.34394904458598724
TOUCH_CLOSE,CLEAN1R,touch_range_zw,REF,Q2,105,40,0.38095238095238093
TOUCH_CLOSE,CLEAN1R,touch_range_zw,REF,Q3,102,38,0.37254901960784315
TOUCH_CLOSE,CLEAN1R,touch_range_zw,REF,Q4,99,38,0.3838383838383838
TOUCH_CLOSE,CLEAN1_5R,touch_range_zw,DEV,Q1,197,42,0.2131979695431472
TOUCH_CLOSE,CLEAN1_5R,touch_range_zw,DEV,Q2,196,55,0.28061224489795916
TOUCH_CLOSE,CLEAN1_5R,touch_range_zw,DEV,Q3,196,41,0.20918367346938777
TOUCH_CLOSE,CLEAN1_5R,touch_range_zw,DEV,Q4,196,32,0.16326530612244897
TOUCH_CLOSE,CLEAN1_5R,touch_range_zw,REF,Q1,157,42,0.267515923566879
TOUCH_CLOSE,CLEAN1_5R,touch_range_zw,REF,Q2,105,34,0.3238095238095238
TOUCH_CLOSE,CLEAN1_5R,touch_range_zw,REF,Q3,102,31,0.30392156862745096
TOUCH_CLOSE,CLEAN1_5R,touch_range_zw,REF,Q4,99,28,0.2828282828282828
TOUCH_CLOSE,GE1R,touch_close_location,DEV,Q1,197,90,0.45685279187817257
TOUCH_CLOSE,GE1R,touch_close_location,DEV,Q2,196,101,0.5153061224489796
TOUCH_CLOSE,GE1R,touch_close_location,DEV,Q3,196,92,0.46938775510204084
TOUCH_CLOSE,GE1R,touch_close_location,DEV,Q4,196,92,0.46938775510204084
TOUCH_CLOSE,GE1R,touch_close_location,REF,Q1,123,68,0.5528455284552846
TOUCH_CLOSE,GE1R,touch_close_location,REF,Q2,112,44,0.39285714285714285
TOUCH_CLOSE,GE1R,touch_close_location,REF,Q3,125,71,0.568
TOUCH_CLOSE,GE1R,touch_close_location,REF,Q4,103,58,0.5631067961165048
TOUCH_CLOSE,GE1_5R,touch_close_location,DEV,Q1,197,73,0.37055837563451777
TOUCH_CLOSE,GE1_5R,touch_close_location,DEV,Q2,196,79,0.4030612244897959
TOUCH_CLOSE,GE1_5R,touch_close_location,DEV,Q3,196,67,0.34183673469387754
TOUCH_CLOSE,GE1_5R,touch_close_location,DEV,Q4,196,65,0.33163265306122447
TOUCH_CLOSE,GE1_5R,touch_close_location,REF,Q1,123,56,0.45528455284552843
TOUCH_CLOSE,GE1_5R,touch_close_location,REF,Q2,112,40,0.35714285714285715
TOUCH_CLOSE,GE1_5R,touch_close_location,REF,Q3,125,55,0.44
TOUCH_CLOSE,GE1_5R,touch_close_location,REF,Q4,103,42,0.4077669902912621
TOUCH_CLOSE,CLEAN1R,touch_close_location,DEV,Q1,197,56,0.28426395939086296
TOUCH_CLOSE,CLEAN1R,touch_close_location,DEV,Q2,196,64,0.32653061224489793
TOUCH_CLOSE,CLEAN1R,touch_close_location,DEV,Q3,196,59,0.3010204081632653
TOUCH_CLOSE,CLEAN1R,touch_close_location,DEV,Q4,196,58,0.29591836734693877
TOUCH_CLOSE,CLEAN1R,touch_close_location,REF,Q1,123,47,0.3821138211382114
TOUCH_CLOSE,CLEAN1R,touch_close_location,REF,Q2,112,30,0.26785714285714285
TOUCH_CLOSE,CLEAN1R,touch_close_location,REF,Q3,125,53,0.424
TOUCH_CLOSE,CLEAN1R,touch_close_location,REF,Q4,103,40,0.3883495145631068
TOUCH_CLOSE,CLEAN1_5R,touch_close_location,DEV,Q1,197,40,0.20304568527918782
TOUCH_CLOSE,CLEAN1_5R,touch_close_location,DEV,Q2,196,47,0.23979591836734693
TOUCH_CLOSE,CLEAN1_5R,touch_close_location,DEV,Q3,196,41,0.20918367346938777
TOUCH_CLOSE,CLEAN1_5R,touch_close_location,DEV,Q4,196,42,0.21428571428571427
TOUCH_CLOSE,CLEAN1_5R,touch_close_location,REF,Q1,123,40,0.3252032520325203
TOUCH_CLOSE,CLEAN1_5R,touch_close_location,REF,Q2,112,27,0.24107142857142858
TOUCH_CLOSE,CLEAN1_5R,touch_close_location,REF,Q3,125,41,0.328
TOUCH_CLOSE,CLEAN1_5R,touch_close_location,REF,Q4,103,27,0.2621359223300971
PLUS5_CLOSE,GE1R,zone_age_hours,DEV,Q1,152,74,0.4868421052631579
PLUS5_CLOSE,GE1R,zone_age_hours,DEV,Q2,153,72,0.47058823529411764
PLUS5_CLOSE,GE1R,zone_age_hours,DEV,Q3,148,75,0.5067567567567568
PLUS5_CLOSE,GE1R,zone_age_hours,DEV,Q4,151,96,0.6357615894039735
PLUS5_CLOSE,GE1R,zone_age_hours,REF,Q1,84,46,0.5476190476190477
PLUS5_CLOSE,GE1R,zone_age_hours,REF,Q2,83,46,0.5542168674698795
PLUS5_CLOSE,GE1R,zone_age_hours,REF,Q3,99,56,0.5656565656565656
PLUS5_CLOSE,GE1R,zone_age_hours,REF,Q4,103,59,0.5728155339805825
PLUS5_CLOSE,GE1_5R,zone_age_hours,DEV,Q1,152,54,0.35526315789473684
PLUS5_CLOSE,GE1_5R,zone_age_hours,DEV,Q2,153,55,0.35947712418300654
PLUS5_CLOSE,GE1_5R,zone_age_hours,DEV,Q3,148,52,0.35135135135135137
PLUS5_CLOSE,GE1_5R,zone_age_hours,DEV,Q4,151,73,0.48344370860927155
PLUS5_CLOSE,GE1_5R,zone_age_hours,REF,Q1,84,35,0.4166666666666667
PLUS5_CLOSE,GE1_5R,zone_age_hours,REF,Q2,83,37,0.4457831325301205
PLUS5_CLOSE,GE1_5R,zone_age_hours,REF,Q3,99,44,0.4444444444444444
PLUS5_CLOSE,GE1_5R,zone_age_hours,REF,Q4,103,47,0.4563106796116505
PLUS5_CLOSE,CLEAN1R,zone_age_hours,DEV,Q1,152,45,0.29605263157894735
PLUS5_CLOSE,CLEAN1R,zone_age_hours,DEV,Q2,153,43,0.28104575163398693
PLUS5_CLOSE,CLEAN1R,zone_age_hours,DEV,Q3,148,46,0.3108108108108108
PLUS5_CLOSE,CLEAN1R,zone_age_hours,DEV,Q4,151,68,0.4503311258278146
PLUS5_CLOSE,CLEAN1R,zone_age_hours,REF,Q1,84,28,0.3333333333333333
PLUS5_CLOSE,CLEAN1R,zone_age_hours,REF,Q2,83,36,0.43373493975903615
PLUS5_CLOSE,CLEAN1R,zone_age_hours,REF,Q3,99,36,0.36363636363636365
PLUS5_CLOSE,CLEAN1R,zone_age_hours,REF,Q4,103,42,0.4077669902912621
PLUS5_CLOSE,CLEAN1_5R,zone_age_hours,DEV,Q1,152,32,0.21052631578947367
PLUS5_CLOSE,CLEAN1_5R,zone_age_hours,DEV,Q2,153,31,0.20261437908496732
PLUS5_CLOSE,CLEAN1_5R,zone_age_hours,DEV,Q3,148,26,0.17567567567567569
PLUS5_CLOSE,CLEAN1_5R,zone_age_hours,DEV,Q4,151,52,0.3443708609271523
PLUS5_CLOSE,CLEAN1_5R,zone_age_hours,REF,Q1,84,20,0.23809523809523808
PLUS5_CLOSE,CLEAN1_5R,zone_age_hours,REF,Q2,83,31,0.37349397590361444
PLUS5_CLOSE,CLEAN1_5R,zone_age_hours,REF,Q3,99,29,0.29292929292929293
PLUS5_CLOSE,CLEAN1_5R,zone_age_hours,REF,Q4,103,30,0.2912621359223301
PLUS5_CLOSE,GE1R,bos_body_zw,DEV,Q1,151,77,0.5099337748344371
PLUS5_CLOSE,GE1R,bos_body_zw,DEV,Q2,151,82,0.543046357615894
PLUS5_CLOSE,GE1R,bos_body_zw,DEV,Q3,151,74,0.4900662251655629
PLUS5_CLOSE,GE1R,bos_body_zw,DEV,Q4,151,84,0.5562913907284768
PLUS5_CLOSE,GE1R,bos_body_zw,REF,Q1,116,60,0.5172413793103449
PLUS5_CLOSE,GE1R,bos_body_zw,REF,Q2,102,60,0.5882352941176471
PLUS5_CLOSE,GE1R,bos_body_zw,REF,Q3,69,42,0.6086956521739131
PLUS5_CLOSE,GE1R,bos_body_zw,REF,Q4,82,45,0.5487804878048781
PLUS5_CLOSE,GE1_5R,bos_body_zw,DEV,Q1,151,52,0.3443708609271523
PLUS5_CLOSE,GE1_5R,bos_body_zw,DEV,Q2,151,64,0.423841059602649
PLUS5_CLOSE,GE1_5R,bos_body_zw,DEV,Q3,151,51,0.33774834437086093
PLUS5_CLOSE,GE1_5R,bos_body_zw,DEV,Q4,151,67,0.44370860927152317
PLUS5_CLOSE,GE1_5R,bos_body_zw,REF,Q1,116,49,0.4224137931034483
PLUS5_CLOSE,GE1_5R,bos_body_zw,REF,Q2,102,49,0.4803921568627451
PLUS5_CLOSE,GE1_5R,bos_body_zw,REF,Q3,69,32,0.463768115942029
PLUS5_CLOSE,GE1_5R,bos_body_zw,REF,Q4,82,33,0.4024390243902439
PLUS5_CLOSE,CLEAN1R,bos_body_zw,DEV,Q1,151,53,0.3509933774834437
PLUS5_CLOSE,CLEAN1R,bos_body_zw,DEV,Q2,151,55,0.36423841059602646
PLUS5_CLOSE,CLEAN1R,bos_body_zw,DEV,Q3,151,44,0.2913907284768212
PLUS5_CLOSE,CLEAN1R,bos_body_zw,DEV,Q4,151,50,0.33112582781456956
PLUS5_CLOSE,CLEAN1R,bos_body_zw,REF,Q1,116,45,0.3879310344827586
PLUS5_CLOSE,CLEAN1R,bos_body_zw,REF,Q2,102,42,0.4117647058823529
PLUS5_CLOSE,CLEAN1R,bos_body_zw,REF,Q3,69,26,0.37681159420289856
PLUS5_CLOSE,CLEAN1R,bos_body_zw,REF,Q4,82,29,0.35365853658536583
PLUS5_CLOSE,CLEAN1_5R,bos_body_zw,DEV,Q1,151,36,0.23841059602649006
PLUS5_CLOSE,CLEAN1_5R,bos_body_zw,DEV,Q2,151,40,0.26490066225165565
PLUS5_CLOSE,CLEAN1_5R,bos_body_zw,DEV,Q3,151,26,0.17218543046357615
PLUS5_CLOSE,CLEAN1_5R,bos_body_zw,DEV,Q4,151,39,0.2582781456953642
PLUS5_CLOSE,CLEAN1_5R,bos_body_zw,REF,Q1,116,38,0.3275862068965517
PLUS5_CLOSE,CLEAN1_5R,bos_body_zw,REF,Q2,102,34,0.3333333333333333
PLUS5_CLOSE,CLEAN1_5R,bos_body_zw,REF,Q3,69,19,0.2753623188405797
PLUS5_CLOSE,CLEAN1_5R,bos_body_zw,REF,Q4,82,19,0.23170731707317074
PLUS5_CLOSE,GE1R,pullback_close_slope_zw_per_bar,DEV,Q1,151,71,0.47019867549668876
PLUS5_CLOSE,GE1R,pullback_close_slope_zw_per_bar,DEV,Q2,151,74,0.4900662251655629
PLUS5_CLOSE,GE1R,pullback_close_slope_zw_per_bar,DEV,Q3,151,86,0.5695364238410596
PLUS5_CLOSE,GE1R,pullback_close_slope_zw_per_bar,DEV,Q4,151,86,0.5695364238410596
PLUS5_CLOSE,GE1R,pullback_close_slope_zw_per_bar,REF,Q1,101,55,0.5445544554455446
PLUS5_CLOSE,GE1R,pullback_close_slope_zw_per_bar,REF,Q2,90,53,0.5888888888888889
PLUS5_CLOSE,GE1R,pullback_close_slope_zw_per_bar,REF,Q3,89,51,0.5730337078651685
PLUS5_CLOSE,GE1R,pullback_close_slope_zw_per_bar,REF,Q4,89,48,0.5393258426966292
PLUS5_CLOSE,GE1_5R,pullback_close_slope_zw_per_bar,DEV,Q1,151,52,0.3443708609271523
PLUS5_CLOSE,GE1_5R,pullback_close_slope_zw_per_bar,DEV,Q2,151,55,0.36423841059602646
PLUS5_CLOSE,GE1_5R,pullback_close_slope_zw_per_bar,DEV,Q3,151,68,0.4503311258278146
PLUS5_CLOSE,GE1_5R,pullback_close_slope_zw_per_bar,DEV,Q4,151,59,0.39072847682119205
PLUS5_CLOSE,GE1_5R,pullback_close_slope_zw_per_bar,REF,Q1,101,44,0.43564356435643564
PLUS5_CLOSE,GE1_5R,pullback_close_slope_zw_per_bar,REF,Q2,90,48,0.5333333333333333
PLUS5_CLOSE,GE1_5R,pullback_close_slope_zw_per_bar,REF,Q3,89,37,0.4157303370786517
PLUS5_CLOSE,GE1_5R,pullback_close_slope_zw_per_bar,REF,Q4,89,34,0.38202247191011235
PLUS5_CLOSE,CLEAN1R,pullback_close_slope_zw_per_bar,DEV,Q1,151,43,0.2847682119205298
PLUS5_CLOSE,CLEAN1R,pullback_close_slope_zw_per_bar,DEV,Q2,151,51,0.33774834437086093
PLUS5_CLOSE,CLEAN1R,pullback_close_slope_zw_per_bar,DEV,Q3,151,54,0.3576158940397351
PLUS5_CLOSE,CLEAN1R,pullback_close_slope_zw_per_bar,DEV,Q4,151,54,0.3576158940397351
PLUS5_CLOSE,CLEAN1R,pullback_close_slope_zw_per_bar,REF,Q1,101,32,0.31683168316831684
PLUS5_CLOSE,CLEAN1R,pullback_close_slope_zw_per_bar,REF,Q2,90,37,0.4111111111111111
PLUS5_CLOSE,CLEAN1R,pullback_close_slope_zw_per_bar,REF,Q3,89,37,0.4157303370786517
PLUS5_CLOSE,CLEAN1R,pullback_close_slope_zw_per_bar,REF,Q4,89,36,0.4044943820224719
PLUS5_CLOSE,CLEAN1_5R,pullback_close_slope_zw_per_bar,DEV,Q1,151,29,0.19205298013245034
PLUS5_CLOSE,CLEAN1_5R,pullback_close_slope_zw_per_bar,DEV,Q2,151,33,0.2185430463576159
PLUS5_CLOSE,CLEAN1_5R,pullback_close_slope_zw_per_bar,DEV,Q3,151,44,0.2913907284768212
PLUS5_CLOSE,CLEAN1_5R,pullback_close_slope_zw_per_bar,DEV,Q4,151,35,0.23178807947019867
PLUS5_CLOSE,CLEAN1_5R,pullback_close_slope_zw_per_bar,REF,Q1,101,24,0.2376237623762376
PLUS5_CLOSE,CLEAN1_5R,pullback_close_slope_zw_per_bar,REF,Q2,90,34,0.37777777777777777
PLUS5_CLOSE,CLEAN1_5R,pullback_close_slope_zw_per_bar,REF,Q3,89,28,0.3146067415730337
PLUS5_CLOSE,CLEAN1_5R,pullback_close_slope_zw_per_bar,REF,Q4,89,24,0.2696629213483146
PLUS5_CLOSE,GE1R,compression_last3_vs_earlier,DEV,Q1,80,33,0.4125
PLUS5_CLOSE,GE1R,compression_last3_vs_earlier,DEV,Q2,79,47,0.5949367088607594
PLUS5_CLOSE,GE1R,compression_last3_vs_earlier,DEV,Q3,79,45,0.569620253164557
PLUS5_CLOSE,GE1R,compression_last3_vs_earlier,DEV,Q4,79,44,0.5569620253164557
PLUS5_CLOSE,GE1R,compression_last3_vs_earlier,REF,Q1,70,34,0.4857142857142857
PLUS5_CLOSE,GE1R,compression_last3_vs_earlier,REF,Q2,45,25,0.5555555555555556
PLUS5_CLOSE,GE1R,compression_last3_vs_earlier,REF,Q3,48,32,0.6666666666666666
PLUS5_CLOSE,GE1R,compression_last3_vs_earlier,REF,Q4,50,32,0.64
PLUS5_CLOSE,GE1_5R,compression_last3_vs_earlier,DEV,Q1,80,24,0.3
PLUS5_CLOSE,GE1_5R,compression_last3_vs_earlier,DEV,Q2,79,36,0.45569620253164556
PLUS5_CLOSE,GE1_5R,compression_last3_vs_earlier,DEV,Q3,79,33,0.4177215189873418
PLUS5_CLOSE,GE1_5R,compression_last3_vs_earlier,DEV,Q4,79,35,0.4430379746835443
PLUS5_CLOSE,GE1_5R,compression_last3_vs_earlier,REF,Q1,70,24,0.34285714285714286
PLUS5_CLOSE,GE1_5R,compression_last3_vs_earlier,REF,Q2,45,20,0.4444444444444444
PLUS5_CLOSE,GE1_5R,compression_last3_vs_earlier,REF,Q3,48,29,0.6041666666666666
PLUS5_CLOSE,GE1_5R,compression_last3_vs_earlier,REF,Q4,50,23,0.46
