target,feature,period,band,n,expanders,expansion_rate
EXPANSION,tp1_r,DEV,Q2,32,18,0.5625
EXPANSION,tp1_r,DEV,Q3,31,19,0.6129032258064516
EXPANSION,tp1_r,DEV,Q4,32,24,0.75
EXPANSION,tp1_r,REF,Q1,31,24,0.7741935483870968
EXPANSION,tp1_r,REF,Q2,28,17,0.6071428571428571
EXPANSION,tp1_r,REF,Q3,25,16,0.64
EXPANSION,tp1_r,REF,Q4,22,17,0.7727272727272727
EXPANSION,tp2_r,DEV,Q1,32,14,0.4375
EXPANSION,tp2_r,DEV,Q2,32,20,0.625
EXPANSION,tp2_r,DEV,Q3,31,16,0.5161290322580645
EXPANSION,tp2_r,DEV,Q4,32,26,0.8125
EXPANSION,tp2_r,REF,Q1,34,25,0.7352941176470589
EXPANSION,tp2_r,REF,Q2,26,14,0.5384615384615384
EXPANSION,tp2_r,REF,Q3,19,15,0.7894736842105263
EXPANSION,tp2_r,REF,Q4,27,20,0.7407407407407407
EXPANSION,tp1_to_tp2_gap_r,DEV,Q1,32,19,0.59375
EXPANSION,tp1_to_tp2_gap_r,DEV,Q2,32,16,0.5
EXPANSION,tp1_to_tp2_gap_r,DEV,Q3,31,21,0.6774193548387096
EXPANSION,tp1_to_tp2_gap_r,DEV,Q4,32,20,0.625
EXPANSION,tp1_to_tp2_gap_r,REF,Q1,30,25,0.8333333333333334
EXPANSION,tp1_to_tp2_gap_r,REF,Q2,29,16,0.5517241379310345
EXPANSION,tp1_to_tp2_gap_r,REF,Q3,24,17,0.7083333333333334
EXPANSION,tp1_to_tp2_gap_r,REF,Q4,23,16,0.6956521739130435
EXPANSION,known_target_count,DEV,Q1,37,22,0.5945945945945946
EXPANSION,known_target_count,DEV,Q2,27,18,0.6666666666666666
EXPANSION,known_target_count,DEV,Q3,31,17,0.5483870967741935
EXPANSION,known_target_count,DEV,Q4,32,19,0.59375
EXPANSION,known_target_count,REF,Q1,28,17,0.6071428571428571
EXPANSION,known_target_count,REF,Q2,24,19,0.7916666666666666
EXPANSION,known_target_count,REF,Q3,15,11,0.7333333333333333
EXPANSION,known_target_count,REF,Q4,39,27,0.6923076923076923
EXPANSION,objective_room_from_tp2_r,DEV,Q1,32,27,0.84375
EXPANSION,objective_room_from_tp2_r,DEV,Q2,32,20,0.625
EXPANSION,objective_room_from_tp2_r,DEV,Q3,31,17,0.5483870967741935
EXPANSION,objective_room_from_tp2_r,DEV,Q4,32,12,0.375
EXPANSION,objective_room_from_tp2_r,REF,Q1,18,16,0.8888888888888888
EXPANSION,objective_room_from_tp2_r,REF,Q2,32,27,0.84375
EXPANSION,objective_room_from_tp2_r,REF,Q3,25,13,0.52
EXPANSION,objective_room_from_tp2_r,REF,Q4,31,18,0.5806451612903226
EXPANSION,minutes_entry_to_tp1,DEV,Q1,47,23,0.48936170212765956
EXPANSION,minutes_entry_to_tp1,DEV,Q2,22,14,0.6363636363636364
EXPANSION,minutes_entry_to_tp1,DEV,Q3,29,19,0.6551724137931034
EXPANSION,minutes_entry_to_tp1,DEV,Q4,29,20,0.6896551724137931
EXPANSION,minutes_entry_to_tp1,REF,Q1,32,22,0.6875
EXPANSION,minutes_entry_to_tp1,REF,Q2,23,13,0.5652173913043478
EXPANSION,minutes_entry_to_tp1,REF,Q3,20,13,0.65
EXPANSION,minutes_entry_to_tp1,REF,Q4,31,26,0.8387096774193549
EXPANSION,minutes_tp1_to_tp2,DEV,Q1,55,29,0.5272727272727272
EXPANSION,minutes_tp1_to_tp2,DEV,Q2,19,11,0.5789473684210527
EXPANSION,minutes_tp1_to_tp2,DEV,Q3,24,15,0.625
EXPANSION,minutes_tp1_to_tp2,DEV,Q4,29,21,0.7241379310344828
EXPANSION,minutes_tp1_to_tp2,REF,Q1,40,29,0.725
EXPANSION,minutes_tp1_to_tp2,REF,Q2,16,10,0.625
EXPANSION,minutes_tp1_to_tp2,REF,Q3,16,8,0.5
EXPANSION,minutes_tp1_to_tp2,REF,Q4,34,27,0.7941176470588235
EXPANSION,minutes_entry_to_tp2,DEV,Q1,37,17,0.4594594594594595
EXPANSION,minutes_entry_to_tp2,DEV,Q2,28,18,0.6428571428571429
EXPANSION,minutes_entry_to_tp2,DEV,Q3,32,18,0.5625
EXPANSION,minutes_entry_to_tp2,DEV,Q4,30,23,0.7666666666666667
EXPANSION,minutes_entry_to_tp2,REF,Q1,32,22,0.6875
EXPANSION,minutes_entry_to_tp2,REF,Q2,19,10,0.5263157894736842
EXPANSION,minutes_entry_to_tp2,REF,Q3,16,11,0.6875
EXPANSION,minutes_entry_to_tp2,REF,Q4,39,31,0.7948717948717948
EXPANSION,cluster_gap_r_per_minute,DEV,Q1,18,13,0.7222222222222222
EXPANSION,cluster_gap_r_per_minute,DEV,Q2,18,13,0.7222222222222222
EXPANSION,cluster_gap_r_per_minute,DEV,Q3,18,9,0.5
EXPANSION,cluster_gap_r_per_minute,DEV,Q4,18,12,0.6666666666666666
EXPANSION,cluster_gap_r_per_minute,REF,Q1,26,21,0.8076923076923077
EXPANSION,cluster_gap_r_per_minute,REF,Q2,12,7,0.5833333333333334
EXPANSION,cluster_gap_r_per_minute,REF,Q3,19,11,0.5789473684210527
EXPANSION,cluster_gap_r_per_minute,REF,Q4,9,6,0.6666666666666666
EXPANSION,cluster_path_efficiency,DEV,Q1,14,11,0.7857142857142857
EXPANSION,cluster_path_efficiency,DEV,Q2,13,8,0.6153846153846154
EXPANSION,cluster_path_efficiency,DEV,Q3,13,9,0.6923076923076923
EXPANSION,cluster_path_efficiency,DEV,Q4,13,8,0.6153846153846154
EXPANSION,cluster_path_efficiency,REF,Q1,17,17,1.0
EXPANSION,cluster_path_efficiency,REF,Q2,7,1,0.14285714285714285
EXPANSION,cluster_path_efficiency,REF,Q3,11,10,0.9090909090909091
EXPANSION,cluster_path_efficiency,REF,Q4,15,7,0.4666666666666667
EXPANSION,cluster_green_rate,DEV,Q1,14,9,0.6428571428571429
EXPANSION,cluster_green_rate,DEV,Q2,13,8,0.6153846153846154
EXPANSION,cluster_green_rate,DEV,Q3,13,11,0.8461538461538461
EXPANSION,cluster_green_rate,DEV,Q4,13,8,0.6153846153846154
EXPANSION,cluster_green_rate,REF,Q1,20,18,0.9
EXPANSION,cluster_green_rate,REF,Q2,4,3,0.75
EXPANSION,cluster_green_rate,REF,Q3,16,9,0.5625
EXPANSION,cluster_green_rate,REF,Q4,10,5,0.5
EXPANSION,cluster_close_above_tp1_rate,DEV,Q1,14,10,0.7142857142857143
EXPANSION,cluster_close_above_tp1_rate,DEV,Q2,13,11,0.8461538461538461
EXPANSION,cluster_close_above_tp1_rate,DEV,Q3,13,7,0.5384615384615384
EXPANSION,cluster_close_above_tp1_rate,DEV,Q4,13,8,0.6153846153846154
EXPANSION,cluster_close_above_tp1_rate,REF,Q1,22,17,0.7727272727272727
EXPANSION,cluster_close_above_tp1_rate,REF,Q2,10,6,0.6
EXPANSION,cluster_close_above_tp1_rate,REF,Q3,8,6,0.75
EXPANSION,cluster_close_above_tp1_rate,REF,Q4,10,6,0.6
EXPANSION,cluster_max_pullback_r,DEV,Q1,18,11,0.6111111111111112
EXPANSION,cluster_max_pullback_r,DEV,Q2,18,11,0.6111111111111112
EXPANSION,cluster_max_pullback_r,DEV,Q3,18,10,0.5555555555555556
EXPANSION,cluster_max_pullback_r,DEV,Q4,18,15,0.8333333333333334
EXPANSION,cluster_max_pullback_r,REF,Q1,26,20,0.7692307692307693
EXPANSION,cluster_max_pullback_r,REF,Q2,24,15,0.625
EXPANSION,cluster_max_pullback_r,REF,Q3,3,2,0.6666666666666666
EXPANSION,cluster_max_pullback_r,REF,Q4,13,8,0.6153846153846154
EXPANSION,cluster_mae_from_tp1_r,DEV,Q1,14,11,0.7857142857142857
EXPANSION,cluster_mae_from_tp1_r,DEV,Q2,13,9,0.6923076923076923
EXPANSION,cluster_mae_from_tp1_r,DEV,Q3,13,8,0.6153846153846154
EXPANSION,cluster_mae_from_tp1_r,DEV,Q4,13,8,0.6153846153846154
EXPANSION,cluster_mae_from_tp1_r,REF,Q1,12,8,0.6666666666666666
EXPANSION,cluster_mae_from_tp1_r,REF,Q2,21,17,0.8095238095238095
EXPANSION,cluster_mae_from_tp1_r,REF,Q3,10,5,0.5
EXPANSION,cluster_mae_from_tp1_r,REF,Q4,7,5,0.7142857142857143
EXPANSION,last1_progress_r,DEV,Q1,14,8,0.5714285714285714
EXPANSION,last1_progress_r,DEV,Q2,13,12,0.9230769230769231
EXPANSION,last1_progress_r,DEV,Q3,13,9,0.6923076923076923
EXPANSION,last1_progress_r,DEV,Q4,13,7,0.5384615384615384
EXPANSION,last1_progress_r,REF,Q2,21,19,0.9047619047619048
EXPANSION,last1_progress_r,REF,Q3,13,6,0.46153846153846156
EXPANSION,last1_progress_r,REF,Q4,16,10,0.625
EXPANSION,last3_progress_r,DEV,Q1,11,8,0.7272727272727273
EXPANSION,last3_progress_r,DEV,Q2,10,7,0.7
EXPANSION,last3_progress_r,DEV,Q3,10,7,0.7
EXPANSION,last3_progress_r,DEV,Q4,10,6,0.6
EXPANSION,last3_progress_r,REF,Q1,3,2,0.6666666666666666
EXPANSION,last3_progress_r,REF,Q2,18,15,0.8333333333333334
EXPANSION,last3_progress_r,REF,Q3,4,4,1.0
EXPANSION,last3_progress_r,REF,Q4,15,9,0.6
EXPANSION,last3_green_rate,DEV,Q1,33,22,0.6666666666666666
EXPANSION,last3_green_rate,DEV,Q4,8,6,0.75
EXPANSION,last3_green_rate,REF,Q1,22,14,0.6363636363636364
EXPANSION,last3_green_rate,REF,Q4,18,16,0.8888888888888888
EXPANSION,distance_remaining_tp2_r,DEV,Q1,18,13,0.7222222222222222
EXPANSION,distance_remaining_tp2_r,DEV,Q2,18,11,0.6111111111111112
EXPANSION,distance_remaining_tp2_r,DEV,Q3,18,13,0.7222222222222222
EXPANSION,distance_remaining_tp2_r,DEV,Q4,18,10,0.5555555555555556
EXPANSION,distance_remaining_tp2_r,REF,Q1,39,25,0.6410256410256411
EXPANSION,distance_remaining_tp2_r,REF,Q2,10,7,0.7
EXPANSION,distance_remaining_tp2_r,REF,Q3,11,8,0.7272727272727273
EXPANSION,distance_remaining_tp2_r,REF,Q4,6,5,0.8333333333333334
EXPANSION,tp2_close_above_r,DEV,Q1,32,14,0.4375
EXPANSION,tp2_close_above_r,DEV,Q2,32,18,0.5625
EXPANSION,tp2_close_above_r,DEV,Q3,31,22,0.7096774193548387
EXPANSION,tp2_close_above_r,DEV,Q4,32,22,0.6875
EXPANSION,tp2_close_above_r,REF,Q1,21,11,0.5238095238095238
EXPANSION,tp2_close_above_r,REF,Q2,12,7,0.5833333333333334
EXPANSION,tp2_close_above_r,REF,Q3,37,29,0.7837837837837838
EXPANSION,tp2_close_above_r,REF,Q4,36,27,0.75
EXPANSION,tp2_bar_body_r,DEV,Q1,32,16,0.5
EXPANSION,tp2_bar_body_r,DEV,Q2,32,16,0.5
EXPANSION,tp2_bar_body_r,DEV,Q3,31,23,0.7419354838709677
EXPANSION,tp2_bar_body_r,DEV,Q4,32,21,0.65625
EXPANSION,tp2_bar_body_r,REF,Q1,22,10,0.45454545454545453
EXPANSION,tp2_bar_body_r,REF,Q2,34,25,0.7352941176470589
EXPANSION,tp2_bar_body_r,REF,Q3,32,25,0.78125
EXPANSION,tp2_bar_body_r,REF,Q4,18,14,0.7777777777777778
EXPANSION,tp2_bar_range_r,DEV,Q1,32,21,0.65625
EXPANSION,tp2_bar_range_r,DEV,Q2,32,19,0.59375
EXPANSION,tp2_bar_range_r,DEV,Q3,31,15,0.4838709677419355
EXPANSION,tp2_bar_range_r,DEV,Q4,32,21,0.65625
EXPANSION,tp2_bar_range_r,REF,Q1,33,24,0.7272727272727273
EXPANSION,tp2_bar_range_r,REF,Q2,20,14,0.7
EXPANSION,tp2_bar_range_r,REF,Q3,35,23,0.6571428571428571
EXPANSION,tp2_bar_range_r,REF,Q4,18,13,0.7222222222222222
EXPANSION,tp2_close_location,DEV,Q1,32,15,0.46875
EXPANSION,tp2_close_location,DEV,Q2,32,16,0.5
EXPANSION,tp2_close_location,DEV,Q3,31,22,0.7096774193548387
EXPANSION,tp2_close_location,DEV,Q4,32,23,0.71875
EXPANSION,tp2_close_location,REF,Q1,24,13,0.5416666666666666
EXPANSION,tp2_close_location,REF,Q2,16,10,0.625
EXPANSION,tp2_close_location,REF,Q3,36,29,0.8055555555555556
EXPANSION,tp2_close_location,REF,Q4,30,22,0.7333333333333333
R_0_50,tp1_r,DEV,Q1,28,19,0.6785714285714286
R_0_50,tp1_r,DEV,Q2,28,19,0.6785714285714286
R_0_50,tp1_r,DEV,Q3,27,18,0.6666666666666666
R_0_50,tp1_r,DEV,Q4,28,22,0.7857142857142857
R_0_50,tp1_r,REF,Q1,26,21,0.8076923076923077
R_0_50,tp1_r,REF,Q2,21,15,0.7142857142857143
R_0_50,tp1_r,REF,Q3,24,15,0.625
R_0_50,tp1_r,REF,Q4,15,13,0.8666666666666667
R_0_50,tp2_r,DEV,Q1,28,17,0.6071428571428571
R_0_50,tp2_r,DEV,Q2,28,18,0.6428571428571429
R_0_50,tp2_r,DEV,Q3,27,23,0.8518518518518519
R_0_50,tp2_r,DEV,Q4,28,20,0.7142857142857143
R_0_50,tp2_r,REF,Q1,22,18,0.8181818181818182
R_0_50,tp2_r,REF,Q2,32,20,0.625
R_0_50,tp2_r,REF,Q3,16,10,0.625
R_0_50,tp2_r,REF,Q4,16,16,1.0
R_0_50,tp1_to_tp2_gap_r,DEV,Q1,28,18,0.6428571428571429
R_0_50,tp1_to_tp2_gap_r,DEV,Q2,28,19,0.6785714285714286
R_0_50,tp1_to_tp2_gap_r,DEV,Q3,27,17,0.6296296296296297
R_0_50,tp1_to_tp2_gap_r,DEV,Q4,28,24,0.8571428571428571
R_0_50,tp1_to_tp2_gap_r,REF,Q1,14,8,0.5714285714285714
R_0_50,tp1_to_tp2_gap_r,REF,Q2,32,24,0.75
R_0_50,tp1_to_tp2_gap_r,REF,Q3,21,15,0.7142857142857143
R_0_50,tp1_to_tp2_gap_r,REF,Q4,19,17,0.8947368421052632
R_0_50,known_target_count,DEV,Q1,28,18,0.6428571428571429
R_0_50,known_target_count,DEV,Q2,28,20,0.7142857142857143
R_0_50,known_target_count,DEV,Q3,27,19,0.7037037037037037
R_0_50,known_target_count,DEV,Q4,28,21,0.75
R_0_50,known_target_count,REF,Q1,19,14,0.7368421052631579
R_0_50,known_target_count,REF,Q2,18,12,0.6666666666666666
R_0_50,known_target_count,REF,Q3,16,13,0.8125
R_0_50,known_target_count,REF,Q4,33,25,0.7575757575757576
R_0_50,objective_room_from_tp2_r,DEV,Q1,28,20,0.7142857142857143
R_0_50,objective_room_from_tp2_r,DEV,Q2,28,23,0.8214285714285714
R_0_50,objective_room_from_tp2_r,DEV,Q3,27,18,0.6666666666666666
R_0_50,objective_room_from_tp2_r,DEV,Q4,28,17,0.6071428571428571
R_0_50,objective_room_from_tp2_r,REF,Q1,16,16,1.0
R_0_50,objective_room_from_tp2_r,REF,Q2,16,10,0.625
R_0_50,objective_room_from_tp2_r,REF,Q3,32,20,0.625
R_0_50,objective_room_from_tp2_r,REF,Q4,22,18,0.8181818181818182
R_0_50,minutes_entry_to_tp1,DEV,Q1,52,36,0.6923076923076923
R_0_50,minutes_entry_to_tp1,DEV,Q2,13,5,0.38461538461538464
R_0_50,minutes_entry_to_tp1,DEV,Q3,20,18,0.9
R_0_50,minutes_entry_to_tp1,DEV,Q4,26,19,0.7307692307692307
R_0_50,minutes_entry_to_tp1,REF,Q1,36,27,0.75
R_0_50,minutes_entry_to_tp1,REF,Q2,8,5,0.625
R_0_50,minutes_entry_to_tp1,REF,Q3,15,9,0.6
R_0_50,minutes_entry_to_tp1,REF,Q4,27,23,0.8518518518518519
R_0_50,minutes_tp1_to_tp2,DEV,Q1,60,39,0.65
R_0_50,minutes_tp1_to_tp2,DEV,Q3,28,20,0.7142857142857143
R_0_50,minutes_tp1_to_tp2,DEV,Q4,23,19,0.8260869565217391
R_0_50,minutes_tp1_to_tp2,REF,Q1,39,26,0.6666666666666666
R_0_50,minutes_tp1_to_tp2,REF,Q3,21,15,0.7142857142857143
R_0_50,minutes_tp1_to_tp2,REF,Q4,26,23,0.8846153846153846
R_0_50,minutes_entry_to_tp2,DEV,Q1,32,21,0.65625
R_0_50,minutes_entry_to_tp2,DEV,Q2,27,15,0.5555555555555556
R_0_50,minutes_entry_to_tp2,DEV,Q3,24,21,0.875
R_0_50,minutes_entry_to_tp2,DEV,Q4,28,21,0.75
R_0_50,minutes_entry_to_tp2,REF,Q1,21,16,0.7619047619047619
R_0_50,minutes_entry_to_tp2,REF,Q2,26,16,0.6153846153846154
R_0_50,minutes_entry_to_tp2,REF,Q3,14,10,0.7142857142857143
R_0_50,minutes_entry_to_tp2,REF,Q4,25,22,0.88
R_0_50,cluster_gap_r_per_minute,DEV,Q1,13,9,0.6923076923076923
R_0_50,cluster_gap_r_per_minute,DEV,Q2,13,12,0.9230769230769231
R_0_50,cluster_gap_r_per_minute,DEV,Q3,12,8,0.6666666666666666
R_0_50,cluster_gap_r_per_minute,DEV,Q4,13,10,0.7692307692307693
R_0_50,cluster_gap_r_per_minute,REF,Q1,23,20,0.8695652173913043
R_0_50,cluster_gap_r_per_minute,REF,Q2,4,4,1.0
R_0_50,cluster_gap_r_per_minute,REF,Q3,12,7,0.5833333333333334
R_0_50,cluster_gap_r_per_minute,REF,Q4,8,7,0.875
R_0_50,cluster_path_efficiency,DEV,Q1,10,8,0.8
R_0_50,cluster_path_efficiency,DEV,Q2,10,6,0.6
R_0_50,cluster_path_efficiency,DEV,Q3,9,9,1.0
R_0_50,cluster_path_efficiency,DEV,Q4,10,8,0.8
R_0_50,cluster_path_efficiency,REF,Q1,5,4,0.8
R_0_50,cluster_path_efficiency,REF,Q2,17,15,0.8823529411764706
R_0_50,cluster_path_efficiency,REF,Q3,4,4,1.0
R_0_50,cluster_path_efficiency,REF,Q4,9,6,0.6666666666666666
R_0_50,cluster_green_rate,DEV,Q1,17,15,0.8823529411764706
R_0_50,cluster_green_rate,DEV,Q2,3,0,0.0
R_0_50,cluster_green_rate,DEV,Q3,9,8,0.8888888888888888
R_0_50,cluster_green_rate,DEV,Q4,10,8,0.8
R_0_50,cluster_green_rate,REF,Q1,19,16,0.8421052631578947
R_0_50,cluster_green_rate,REF,Q2,1,1,1.0
R_0_50,cluster_green_rate,REF,Q3,8,8,1.0
R_0_50,cluster_green_rate,REF,Q4,7,4,0.5714285714285714
R_0_50,cluster_close_above_tp1_rate,DEV,Q1,10,5,0.5
R_0_50,cluster_close_above_tp1_rate,DEV,Q2,11,10,0.9090909090909091
R_0_50,cluster_close_above_tp1_rate,DEV,Q3,8,8,1.0
R_0_50,cluster_close_above_tp1_rate,DEV,Q4,10,8,0.8
R_0_50,cluster_close_above_tp1_rate,REF,Q1,14,12,0.8571428571428571
R_0_50,cluster_close_above_tp1_rate,REF,Q2,8,6,0.75
R_0_50,cluster_close_above_tp1_rate,REF,Q3,5,5,1.0
R_0_50,cluster_close_above_tp1_rate,REF,Q4,8,6,0.75
R_0_50,cluster_max_pullback_r,DEV,Q1,13,10,0.7692307692307693
R_0_50,cluster_max_pullback_r,DEV,Q2,13,10,0.7692307692307693
R_0_50,cluster_max_pullback_r,DEV,Q3,12,9,0.75
R_0_50,cluster_max_pullback_r,DEV,Q4,13,10,0.7692307692307693
R_0_50,cluster_max_pullback_r,REF,Q1,12,8,0.6666666666666666
R_0_50,cluster_max_pullback_r,REF,Q2,22,18,0.8181818181818182
R_0_50,cluster_max_pullback_r,REF,Q3,7,7,1.0
R_0_50,cluster_max_pullback_r,REF,Q4,6,5,0.8333333333333334
R_0_50,cluster_mae_from_tp1_r,DEV,Q1,10,7,0.7
R_0_50,cluster_mae_from_tp1_r,DEV,Q2,10,8,0.8
R_0_50,cluster_mae_from_tp1_r,DEV,Q3,9,7,0.7777777777777778
R_0_50,cluster_mae_from_tp1_r,DEV,Q4,10,9,0.9
R_0_50,cluster_mae_from_tp1_r,REF,Q1,6,5,0.8333333333333334
R_0_50,cluster_mae_from_tp1_r,REF,Q2,19,17,0.8947368421052632
R_0_50,cluster_mae_from_tp1_r,REF,Q3,4,3,0.75
R_0_50,cluster_mae_from_tp1_r,REF,Q4,6,4,0.6666666666666666
R_0_50,last1_progress_r,DEV,Q1,10,9,0.9
R_0_50,last1_progress_r,DEV,Q2,10,7,0.7
R_0_50,last1_progress_r,DEV,Q3,9,6,0.6666666666666666
R_0_50,last1_progress_r,DEV,Q4,10,9,0.9
R_0_50,last1_progress_r,REF,Q2,16,16,1.0
R_0_50,last1_progress_r,REF,Q3,4,2,0.5
R_0_50,last1_progress_r,REF,Q4,15,11,0.7333333333333333
R_0_50,last3_progress_r,DEV,Q1,9,6,0.6666666666666666
R_0_50,last3_progress_r,DEV,Q2,7,5,0.7142857142857143
R_0_50,last3_progress_r,DEV,Q3,7,7,1.0
R_0_50,last3_progress_r,DEV,Q4,8,7,0.875
R_0_50,last3_progress_r,REF,Q1,3,3,1.0
R_0_50,last3_progress_r,REF,Q2,17,15,0.8823529411764706
R_0_50,last3_progress_r,REF,Q3,2,2,1.0
R_0_50,last3_progress_r,REF,Q4,8,7,0.875
R_0_50,last3_green_rate,DEV,Q1,28,22,0.7857142857142857
R_0_50,last3_green_rate,DEV,Q4,3,3,1.0
R_0_50,last3_green_rate,REF,Q1,15,12,0.8
R_0_50,last3_green_rate,REF,Q4,15,15,1.0
R_0_50,distance_remaining_tp2_r,DEV,Q1,13,8,0.6153846153846154
R_0_50,distance_remaining_tp2_r,DEV,Q2,14,10,0.7142857142857143
R_0_50,distance_remaining_tp2_r,DEV,Q3,11,11,1.0
R_0_50,distance_remaining_tp2_r,DEV,Q4,13,10,0.7692307692307693
R_0_50,distance_remaining_tp2_r,REF,Q1,24,19,0.7916666666666666
R_0_50,distance_remaining_tp2_r,REF,Q2,14,12,0.8571428571428571
R_0_50,distance_remaining_tp2_r,REF,Q3,4,3,0.75
R_0_50,distance_remaining_tp2_r,REF,Q4,5,4,0.8
R_0_50,tp2_close_above_r,DEV,Q1,28,19,0.6785714285714286
R_0_50,tp2_close_above_r,DEV,Q2,28,17,0.6071428571428571
R_0_50,tp2_close_above_r,DEV,Q3,27,17,0.6296296296296297
R_0_50,tp2_close_above_r,DEV,Q4,28,25,0.8928571428571429
R_0_50,tp2_close_above_r,REF,Q1,14,8,0.5714285714285714
R_0_50,tp2_close_above_r,REF,Q2,5,4,0.8
R_0_50,tp2_close_above_r,REF,Q3,26,20,0.7692307692307693
R_0_50,tp2_close_above_r,REF,Q4,41,32,0.7804878048780488
R_0_50,tp2_bar_body_r,DEV,Q1,28,20,0.7142857142857143
R_0_50,tp2_bar_body_r,DEV,Q2,28,16,0.5714285714285714
R_0_50,tp2_bar_body_r,DEV,Q3,27,20,0.7407407407407407
R_0_50,tp2_bar_body_r,DEV,Q4,28,22,0.7857142857142857
R_0_50,tp2_bar_body_r,REF,Q1,17,11,0.6470588235294118
R_0_50,tp2_bar_body_r,REF,Q2,25,20,0.8
R_0_50,tp2_bar_body_r,REF,Q3,25,19,0.76
R_0_50,tp2_bar_body_r,REF,Q4,19,14,0.7368421052631579
R_0_50,tp2_bar_range_r,DEV,Q1,28,20,0.7142857142857143
R_0_50,tp2_bar_range_r,DEV,Q2,28,19,0.6785714285714286
R_0_50,tp2_bar_range_r,DEV,Q3,27,23,0.8518518518518519
R_0_50,tp2_bar_range_r,DEV,Q4,28,16,0.5714285714285714
R_0_50,tp2_bar_range_r,REF,Q1,32,27,0.84375
R_0_50,tp2_bar_range_r,REF,Q2,16,11,0.6875
R_0_50,tp2_bar_range_r,REF,Q3,20,15,0.75
R_0_50,tp2_bar_range_r,REF,Q4,18,11,0.6111111111111112
R_0_50,tp2_close_location,DEV,Q1,28,16,0.5714285714285714
R_0_50,tp2_close_location,DEV,Q2,28,18,0.6428571428571429
R_0_50,tp2_close_location,DEV,Q3,27,22,0.8148148148148148
R_0_50,tp2_close_location,DEV,Q4,28,22,0.7857142857142857
R_0_50,tp2_close_location,REF,Q1,12,8,0.6666666666666666
R_0_50,tp2_close_location,REF,Q2,17,13,0.7647058823529411
R_0_50,tp2_close_location,REF,Q3,34,29,0.8529411764705882
R_0_50,tp2_close_location,REF,Q4,23,14,0.6086956521739131
R_1_00,tp1_r,DEV,Q1,45,20,0.4444444444444444
R_1_00,tp1_r,DEV,Q2,44,24,0.5454545454545454
R_1_00,tp1_r,DEV,Q3,44,26,0.5909090909090909
R_1_00,tp1_r,DEV,Q4,45,32,0.7111111111111111
R_1_00,tp1_r,REF,Q1,38,14,0.3684210526315789
R_1_00,tp1_r,REF,Q2,36,20,0.5555555555555556
R_1_00,tp1_r,REF,Q3,22,12,0.5454545454545454
R_1_00,tp1_r,REF,Q4,34,27,0.7941176470588235
R_1_00,tp2_r,DEV,Q1,45,15,0.3333333333333333
R_1_00,tp2_r,DEV,Q2,44,27,0.6136363636363636
R_1_00,tp2_r,DEV,Q3,44,26,0.5909090909090909
R_1_00,tp2_r,DEV,Q4,45,34,0.7555555555555555
R_1_00,tp2_r,REF,Q1,35,10,0.2857142857142857
R_1_00,tp2_r,REF,Q2,38,18,0.47368421052631576
R_1_00,tp2_r,REF,Q3,26,19,0.7307692307692307
R_1_00,tp2_r,REF,Q4,31,26,0.8387096774193549
R_1_00,tp1_to_tp2_gap_r,DEV,Q1,45,24,0.5333333333333333
R_1_00,tp1_to_tp2_gap_r,DEV,Q2,44,21,0.4772727272727273
R_1_00,tp1_to_tp2_gap_r,DEV,Q3,44,25,0.5681818181818182
R_1_00,tp1_to_tp2_gap_r,DEV,Q4,45,32,0.7111111111111111
R_1_00,tp1_to_tp2_gap_r,REF,Q1,37,11,0.2972972972972973
R_1_00,tp1_to_tp2_gap_r,REF,Q2,25,15,0.6
R_1_00,tp1_to_tp2_gap_r,REF,Q3,42,26,0.6190476190476191
R_1_00,tp1_to_tp2_gap_r,REF,Q4,26,21,0.8076923076923077
R_1_00,known_target_count,DEV,Q1,55,35,0.6363636363636364
R_1_00,known_target_count,DEV,Q2,34,19,0.5588235294117647
R_1_00,known_target_count,DEV,Q3,45,25,0.5555555555555556
R_1_00,known_target_count,DEV,Q4,44,23,0.5227272727272727
R_1_00,known_target_count,REF,Q1,35,24,0.6857142857142857
R_1_00,known_target_count,REF,Q2,29,13,0.4482758620689655
R_1_00,known_target_count,REF,Q3,24,21,0.875
R_1_00,known_target_count,REF,Q4,42,15,0.35714285714285715
R_1_00,objective_room_from_tp2_r,DEV,Q1,45,34,0.7555555555555555
R_1_00,objective_room_from_tp2_r,DEV,Q2,44,26,0.5909090909090909
R_1_00,objective_room_from_tp2_r,DEV,Q3,44,27,0.6136363636363636
R_1_00,objective_room_from_tp2_r,DEV,Q4,45,15,0.3333333333333333
R_1_00,objective_room_from_tp2_r,REF,Q1,31,26,0.8387096774193549
R_1_00,objective_room_from_tp2_r,REF,Q2,26,19,0.7307692307692307
R_1_00,objective_room_from_tp2_r,REF,Q3,38,18,0.47368421052631576
R_1_00,objective_room_from_tp2_r,REF,Q4,35,10,0.2857142857142857
R_1_00,minutes_entry_to_tp1,DEV,Q1,65,31,0.47692307692307695
R_1_00,minutes_entry_to_tp1,DEV,Q2,31,14,0.45161290322580644
R_1_00,minutes_entry_to_tp1,DEV,Q3,41,28,0.6829268292682927
R_1_00,minutes_entry_to_tp1,DEV,Q4,41,29,0.7073170731707317
R_1_00,minutes_entry_to_tp1,REF,Q1,43,25,0.5813953488372093
R_1_00,minutes_entry_to_tp1,REF,Q2,28,16,0.5714285714285714
R_1_00,minutes_entry_to_tp1,REF,Q3,28,18,0.6428571428571429
