partition,snapshot_age_min,case_entry_ts,case_execution_start,case_dev_block,case_exit_ts,case_invalidation_close_ts,case_measurement_start_ts,case_last_completed_bar_ts,case_formation_anchor_ts,case_pnl,control_entry_ts,control_execution_start,control_dev_block,control_exit_ts,control_break_ts,control_invalidation_close_ts,control_measurement_start_ts,control_last_completed_bar_ts,control_formation_anchor_ts,control_pnl,case__running_mae_R,control__running_mae_R,abs_running_mae_R_match_gap,case__largest_mae_extension_share,control__largest_mae_extension_share,case__mae_extension_bar_fraction,control__mae_extension_bar_fraction,case__down_close_step_fraction,control__down_close_step_fraction,case__close_path_efficiency_to_worst,control__close_path_efficiency_to_worst,case__worst_bar_close_location,control__worst_bar_close_location
development,120,2022-07-10 20:25:00+00:00,2022-07-10 15:00:00+00:00,1.0,2022-07-11 00:20:00+00:00,2022-07-11 00:15:00+00:00,2022-07-10 20:30:00+00:00,2022-07-10 22:20:00+00:00,2022-07-10 22:15:00+00:00,-16.353887399463808,2022-08-22 16:00:00+00:00,2022-08-22 15:00:00+00:00,1.0,2022-08-22 23:45:00+00:00,,,2022-08-22 16:05:00+00:00,2022-08-22 17:55:00+00:00,2022-08-22 17:30:00+00:00,5.733944954128378,0.6226415094339619,0.5300000000000011,0.09264150943396077,0.2878787878787859,0.41509433962265185,0.36363636363636365,0.4444444444444444,0.5909090909090909,0.6666666666666666,0.37748344370861,0.3884297520661249,0.473684210526302,0.28571428571426155
development,120,2022-09-20 15:50:00+00:00,2022-09-20 15:00:00+00:00,1.0,2022-09-20 18:00:00+00:00,2022-09-20 17:55:00+00:00,2022-09-20 15:55:00+00:00,2022-09-20 17:45:00+00:00,2022-09-20 17:35:00+00:00,-14.77832512315269,2022-10-16 15:10:00+00:00,2022-10-16 15:00:00+00:00,1.0,2022-10-16 19:30:00+00:00,,,2022-10-16 15:15:00+00:00,2022-10-16 17:05:00+00:00,2022-10-16 16:35:00+00:00,1.267089029676538,0.9139784946236574,0.8947368421052642,0.01924165251839327,0.17647058823529288,0.17647058823530273,0.42857142857142855,0.47058823529411764,0.6666666666666666,0.47058823529411764,0.5064935064935063,0.48571428571429326,0.35000000000000264,0.0
development,120,2022-11-27 15:15:00+00:00,2022-11-27 15:00:00+00:00,1.0,2022-11-27 23:25:00+00:00,2022-11-27 23:20:00+00:00,2022-11-27 15:20:00+00:00,2022-11-27 17:10:00+00:00,2022-11-27 16:55:00+00:00,-8.668105548979954,2022-10-16 15:10:00+00:00,2022-10-16 15:00:00+00:00,1.0,2022-10-16 19:30:00+00:00,,,2022-10-16 15:15:00+00:00,2022-10-16 17:05:00+00:00,2022-10-16 16:35:00+00:00,1.267089029676538,0.8036529680365325,0.8947368421052642,0.09108387406873164,0.4204545454545442,0.17647058823530273,0.35,0.47058823529411764,0.55,0.47058823529411764,0.2941176470588244,0.48571428571429326,0.4939759036144612,0.0
development,120,2023-01-07 15:55:00+00:00,2023-01-07 15:00:00+00:00,2.0,2023-01-07 22:35:00+00:00,2023-01-07 22:30:00+00:00,2023-01-07 16:00:00+00:00,2023-01-07 17:50:00+00:00,2023-01-07 16:45:00+00:00,-6.367746797287078,2023-02-26 16:15:00+00:00,2023-02-26 15:00:00+00:00,2.0,2023-02-26 18:40:00+00:00,,,2023-02-26 16:20:00+00:00,2023-02-26 18:10:00+00:00,2023-02-26 17:25:00+00:00,3.710639780497349,0.7066666666666641,0.6784037558685423,0.02826291079812182,0.2547169811320687,0.3010380622837383,0.7,0.5714285714285714,0.6,0.5,0.5862068965517411,0.5324675324675299,0.7241379310345123,0.6323529411764798
development,120,2023-02-21 18:00:00+00:00,2023-02-21 15:00:00+00:00,2.0,2023-02-21 21:25:00+00:00,2023-02-21 21:20:00+00:00,2023-02-21 18:05:00+00:00,2023-02-21 19:55:00+00:00,2023-02-21 19:40:00+00:00,-14.591668627912446,2023-01-08 15:45:00+00:00,2023-01-08 15:00:00+00:00,2.0,2023-01-08 23:50:00+00:00,,,2023-01-08 15:50:00+00:00,2023-01-08 17:40:00+00:00,2023-01-08 17:35:00+00:00,6.863309352517999,0.5940460081190793,0.5807127882599599,0.013333219859119394,0.2915717539863328,0.2635379061371846,0.4,0.4090909090909091,0.55,0.7272727272727273,0.3670886075949372,0.5679287305122513,0.5853658536585362,0.5945945945945881
development,120,2023-02-28 15:25:00+00:00,2023-02-28 15:00:00+00:00,2.0,2023-02-28 20:05:00+00:00,2023-02-28 20:00:00+00:00,2023-02-28 15:30:00+00:00,2023-02-28 17:20:00+00:00,2023-02-28 16:50:00+00:00,-11.032343819229073,2023-04-16 15:55:00+00:00,2023-04-16 15:00:00+00:00,2.0,2023-04-16 18:55:00+00:00,,,2023-04-16 16:00:00+00:00,2023-04-16 17:50:00+00:00,2023-04-16 16:10:00+00:00,3.243154480890076,0.42701525054466594,0.377215189873417,0.049800060671248925,0.43367346938775614,0.5302013422818802,0.29411764705882354,1.0,0.5294117647058824,1.0,0.2744721689059547,1.0,0.7464788732394324,0.3768115942029008
development,120,2023-03-05 15:30:00+00:00,2023-03-05 15:00:00+00:00,2.0,2023-03-05 18:00:00+00:00,2023-03-05 17:55:00+00:00,2023-03-05 15:35:00+00:00,2023-03-05 17:25:00+00:00,2023-03-05 17:10:00+00:00,-5.648525758214951,2023-02-26 16:15:00+00:00,2023-02-26 15:00:00+00:00,2.0,2023-02-26 18:40:00+00:00,,,2023-02-26 16:20:00+00:00,2023-02-26 18:10:00+00:00,2023-02-26 17:25:00+00:00,3.710639780497349,0.7475247524752533,0.6784037558685423,0.069120996606711,0.403973509933775,0.3010380622837383,0.45,0.5714285714285714,0.7,0.5,0.32352941176469974,0.5324675324675299,0.791666666666716,0.6323529411764798
development,120,2023-06-14 17:35:00+00:00,2023-06-14 15:00:00+00:00,2.0,2023-06-14 20:05:00+00:00,2023-06-14 20:00:00+00:00,2023-06-14 17:40:00+00:00,2023-06-14 19:30:00+00:00,2023-06-14 18:05:00+00:00,-10.76077713089557,2023-02-26 16:15:00+00:00,2023-02-26 15:00:00+00:00,2.0,2023-02-26 18:40:00+00:00,,,2023-02-26 16:20:00+00:00,2023-02-26 18:10:00+00:00,2023-02-26 17:25:00+00:00,3.710639780497349,1.3257328990227997,0.6784037558685423,0.6473291431542574,0.5012285012284984,0.3010380622837383,0.5,0.5714285714285714,0.6666666666666666,0.5,0.47142857142857447,0.5324675324675299,0.6430769230769233,0.6323529411764798
development,120,2023-06-18 16:20:00+00:00,2023-06-18 15:00:00+00:00,2.0,2023-06-18 20:25:00+00:00,2023-06-18 20:20:00+00:00,2023-06-18 16:25:00+00:00,2023-06-18 18:15:00+00:00,2023-06-18 18:10:00+00:00,-10.388294166086053,2023-04-16 15:55:00+00:00,2023-04-16 15:00:00+00:00,2.0,2023-04-16 18:55:00+00:00,,,2023-04-16 16:00:00+00:00,2023-04-16 17:50:00+00:00,2023-04-16 16:10:00+00:00,3.243154480890076,0.32442748091603324,0.377215189873417,0.05278770895738377,0.37647058823529067,0.5302013422818802,0.36363636363636365,1.0,0.5454545454545454,1.0,0.25000000000000394,1.0,0.043478260869541714,0.3768115942029008
development,120,2023-07-30 15:30:00+00:00,2023-07-30 15:00:00+00:00,3.0,2023-07-30 19:50:00+00:00,2023-07-30 19:45:00+00:00,2023-07-30 15:35:00+00:00,2023-07-30 17:25:00+00:00,2023-07-30 15:55:00+00:00,-14.970657511277906,2023-07-18 19:05:00+00:00,2023-07-18 15:00:00+00:00,3.0,2023-07-19 00:55:00+00:00,,,2023-07-18 19:10:00+00:00,2023-07-18 21:00:00+00:00,2023-07-18 21:00:00+00:00,7.624747396238085,0.664723032069965,0.7206931702344568,0.05597013816449181,0.32894736842105243,0.26308345120226273,1.0,0.43478260869565216,1.0,0.6521739130434783,1.0,0.5420336269015291,0.7468354430379707,0.10135135135135419
development,120,2023-08-03 15:00:00+00:00,2023-08-03 15:00:00+00:00,3.0,2023-08-03 22:10:00+00:00,2023-08-03 22:05:00+00:00,2023-08-03 15:05:00+00:00,2023-08-03 16:55:00+00:00,2023-08-03 16:15:00+00:00,-11.36560443366813,2023-07-18 19:05:00+00:00,2023-07-18 15:00:00+00:00,3.0,2023-07-19 00:55:00+00:00,,,2023-07-18 19:10:00+00:00,2023-07-18 21:00:00+00:00,2023-07-18 21:00:00+00:00,7.624747396238085,0.815476190476191,0.7206931702344568,0.09478302024173424,0.6082725060827231,0.26308345120226273,0.2,0.43478260869565216,0.6,0.6521739130434783,0.7003891050583704,0.5420336269015291,0.560439560439575,0.10135135135135419
development,120,2023-09-02 15:25:00+00:00,2023-09-02 15:00:00+00:00,3.0,2023-09-02 17:50:00+00:00,2023-09-02 17:45:00+00:00,2023-09-02 15:30:00+00:00,2023-09-02 17:20:00+00:00,2023-09-02 17:10:00+00:00,-7.91107041107042,2023-07-18 19:05:00+00:00,2023-07-18 15:00:00+00:00,3.0,2023-07-19 00:55:00+00:00,,,2023-07-18 19:10:00+00:00,2023-07-18 21:00:00+00:00,2023-07-18 21:00:00+00:00,7.624747396238085,0.769736842105261,0.7206931702344568,0.04904367187080427,0.26923076923076633,0.26308345120226273,0.5714285714285714,0.43478260869565216,0.5238095238095238,0.6521739130434783,0.6010928961748492,0.5420336269015291,0.3888888888888944,0.10135135135135419
development,120,2023-10-02 15:00:00+00:00,2023-10-02 15:00:00+00:00,3.0,2023-10-02 18:40:00+00:00,2023-10-02 18:35:00+00:00,2023-10-02 15:05:00+00:00,2023-10-02 16:55:00+00:00,2023-10-02 15:50:00+00:00,-24.249041987720933,2023-07-18 19:05:00+00:00,2023-07-18 15:00:00+00:00,3.0,2023-07-19 00:55:00+00:00,,,2023-07-18 19:10:00+00:00,2023-07-18 21:00:00+00:00,2023-07-18 21:00:00+00:00,7.624747396238085,0.7375178316690466,0.7206931702344568,0.016824661434589827,0.642166344294006,0.26308345120226273,0.4,0.43478260869565216,0.4,0.6521739130434783,0.32913669064748324,0.5420336269015291,0.708920187793423,0.10135135135135419
development,120,2023-11-08 19:15:00+00:00,2023-11-08 15:00:00+00:00,3.0,2023-11-09 01:05:00+00:00,2023-11-09 01:00:00+00:00,2023-11-08 19:20:00+00:00,2023-11-08 21:10:00+00:00,2023-11-08 20:35:00+00:00,-11.343584572724996,2023-07-18 19:05:00+00:00,2023-07-18 15:00:00+00:00,3.0,2023-07-19 00:55:00+00:00,,,2023-07-18 19:10:00+00:00,2023-07-18 21:00:00+00:00,2023-07-18 21:00:00+00:00,7.624747396238085,0.8116740088105736,0.7206931702344568,0.09098083857611683,0.38941655359565575,0.26308345120226273,0.5625,0.43478260869565216,0.4375,0.6521739130434783,0.487430167597777,0.5420336269015291,0.20855614973262296,0.10135135135135419
development,120,2023-12-16 15:35:00+00:00,2023-12-16 15:00:00+00:00,3.0,2023-12-16 20:50:00+00:00,2023-12-16 20:45:00+00:00,2023-12-16 15:40:00+00:00,2023-12-16 17:30:00+00:00,2023-12-16 17:30:00+00:00,-21.33903765635803,2023-08-01 18:30:00+00:00,2023-08-01 15:00:00+00:00,3.0,2023-08-01 23:25:00+00:00,,,2023-08-01 18:35:00+00:00,2023-08-01 20:25:00+00:00,2023-08-01 20:25:00+00:00,4.904078261974365,0.27379716164762824,0.24870466321243212,0.02509249843519612,0.381795195954498,0.43055555555556857,0.21739130434782608,0.17391304347826086,0.5217391304347826,0.6086956521739131,0.15053763440860002,0.202511773940344,0.5192878338279016,0.15957446808511644
development,120,2024-01-30 15:25:00+00:00,2024-01-30 15:00:00+00:00,4.0,2024-01-30 23:25:00+00:00,2024-01-30 23:20:00+00:00,2024-01-30 15:30:00+00:00,2024-01-30 17:20:00+00:00,2024-01-30 16:15:00+00:00,-16.660716969788048,2024-01-10 18:00:00+00:00,2024-01-10 15:00:00+00:00,4.0,2024-01-10 21:50:00+00:00,,,2024-01-10 18:05:00+00:00,2024-01-10 19:55:00+00:00,2024-01-10 19:40:00+00:00,12.613528879306003,0.9112492933860917,0.5071762618932429,0.4040730314928488,0.24224565756823643,0.6387917329093808,1.0,0.2,0.9,0.5,0.9480434067740915,0.32667997338655874,0.4434330299089699,0.839416058394155
development,120,2024-02-19 15:20:00+00:00,2024-02-19 15:00:00+00:00,4.0,2024-02-20 01:20:00+00:00,2024-02-20 01:15:00+00:00,2024-02-19 15:25:00+00:00,2024-02-19 17:15:00+00:00,2024-02-19 17:00:00+00:00,-19.7173913043478,2024-01-10 18:00:00+00:00,2024-01-10 15:00:00+00:00,4.0,2024-01-10 21:50:00+00:00,,,2024-01-10 18:05:00+00:00,2024-01-10 19:55:00+00:00,2024-01-10 19:40:00+00:00,12.613528879306003,0.6201660735468569,0.5071762618932429,0.11298981165361399,0.24598316755929595,0.6387917329093808,0.5,0.2,0.6,0.5,0.3679798826487831,0.32667997338655874,0.9705882352941219,0.839416058394155
development,120,2024-03-19 17:10:00+00:00,2024-03-19 15:00:00+00:00,4.0,2024-03-19 22:15:00+00:00,2024-03-19 22:10:00+00:00,2024-03-19 17:15:00+00:00,2024-03-19 19:05:00+00:00,2024-03-19 19:05:00+00:00,-42.44157296123496,2024-03-29 20:35:00+00:00,2024-03-29 15:00:00+00:00,4.0,2024-03-29 23:00:00+00:00,,,2024-03-29 20:40:00+00:00,2024-03-29 22:30:00+00:00,2024-03-29 21:30:00+00:00,6.836473818767175,0.3951076841265629,0.399815327793168,0.004707643666605088,0.23956931359354014,0.4164742109314921,0.391304347826087,0.5454545454545454,0.5652173913043478,0.6363636363636364,0.2934156099545666,0.4078867542972731,0.977629987908115,0.6033229491173339
development,120,2024-04-07 15:15:00+00:00,2024-04-07 15:00:00+00:00,4.0,2024-04-07 18:35:00+00:00,2024-04-07 18:30:00+00:00,2024-04-07 15:20:00+00:00,2024-04-07 17:10:00+00:00,2024-04-07 15:55:00+00:00,-10.593406352202628,2024-01-10 18:00:00+00:00,2024-01-10 15:00:00+00:00,4.0,2024-01-10 21:50:00+00:00,,,2024-01-10 18:05:00+00:00,2024-01-10 19:55:00+00:00,2024-01-10 19:40:00+00:00,12.613528879306003,0.7387238723872337,0.5071762618932429,0.23154761049399075,0.505584512285922,0.6387917329093808,0.625,0.2,0.75,0.5,0.6501046025104652,0.32667997338655874,0.24691358024689886,0.839416058394155
development,120,2024-05-12 16:20:00+00:00,2024-05-12 15:00:00+00:00,4.0,2024-05-12 21:25:00+00:00,2024-05-12 21:20:00+00:00,2024-05-12 16:25:00+00:00,2024-05-12 18:15:00+00:00,2024-05-12 17:00:00+00:00,-10.262035594193419,2024-01-10 18:00:00+00:00,2024-01-10 15:00:00+00:00,4.0,2024-01-10 21:50:00+00:00,,,2024-01-10 18:05:00+00:00,2024-01-10 19:55:00+00:00,2024-01-10 19:40:00+00:00,12.613528879306003,0.8666107382550293,0.5071762618932429,0.3594344763617864,0.2904162633107423,0.6387917329093808,0.75,0.2,0.875,0.5,0.9380022962112498,0.32667997338655874,0.5524296675191587,0.839416058394155
development,120,2024-06-01 15:05:00+00:00,2024-06-01 15:00:00+00:00,4.0,2024-06-01 23:15:00+00:00,2024-06-01 23:10:00+00:00,2024-06-01 15:10:00+00:00,2024-06-01 17:00:00+00:00,2024-06-01 16:20:00+00:00,-3.641282971191595,2024-01-10 18:00:00+00:00,2024-01-10 15:00:00+00:00,4.0,2024-01-10 21:50:00+00:00,,,2024-01-10 18:05:00+00:00,2024-01-10 19:55:00+00:00,2024-01-10 19:40:00+00:00,12.613528879306003,0.6811722912966187,0.5071762618932429,0.17399602940337577,0.3833116036506033,0.6387917329093808,0.3333333333333333,0.2,0.6,0.5,0.42418661755677245,0.32667997338655874,0.27436823104692065,0.839416058394155
development,120,2024-07-09 20:45:00+00:00,2024-07-09 15:00:00+00:00,5.0,2024-07-10 01:05:00+00:00,2024-07-10 01:00:00+00:00,2024-07-09 20:50:00+00:00,2024-07-09 22:40:00+00:00,2024-07-09 22:15:00+00:00,-15.40905757882599,2024-07-15 15:00:00+00:00,2024-07-15 15:00:00+00:00,5.0,2024-07-15 18:25:00+00:00,,,2024-07-15 15:05:00+00:00,2024-07-15 16:55:00+00:00,2024-07-15 15:10:00+00:00,3.7452355244500524,0.5493085468147815,0.5456755817992369,0.0036329650155445536,0.29385059843169153,0.7326543602800659,0.5555555555555556,1.0,0.6666666666666666,1.0,0.4196891191709891,1.0,0.8923766816143452,0.20757020757022274
development,120,2024-10-02 16:05:00+00:00,2024-10-02 15:00:00+00:00,5.0,2024-10-02 19:00:00+00:00,2024-10-02 18:55:00+00:00,2024-10-02 16:10:00+00:00,2024-10-02 18:00:00+00:00,2024-10-02 17:35:00+00:00,-19.988117180801122,2024-07-01 16:00:00+00:00,2024-07-01 15:00:00+00:00,5.0,2024-07-02 02:55:00+00:00,,,2024-07-01 16:05:00+00:00,2024-07-01 17:55:00+00:00,2024-07-01 17:15:00+00:00,0.880690030723219,0.6258940033009369,0.5932088285229207,0.032685174778016246,0.30618224435979613,0.5993131081854706,0.5555555555555556,0.3333333333333333,0.7222222222222222,0.7333333333333333,0.4050225370251101,0.5907421013960382,0.8794117647058929,0.27042801556421653
development,120,2024-12-08 16:00:00+00:00,2024-12-08 15:00:00+00:00,5.0,2024-12-09 01:40:00+00:00,2024-12-09 01:35:00+00:00,2024-12-08 16:05:00+00:00,2024-12-08 17:55:00+00:00,2024-12-08 17:10:00+00:00,-9.649344096871848,2024-07-01 16:00:00+00:00,2024-07-01 15:00:00+00:00,5.0,2024-07-02 02:55:00+00:00,,,2024-07-01 16:05:00+00:00,2024-07-01 17:55:00+00:00,2024-07-01 17:15:00+00:00,0.880690030723219,0.5964523281596459,0.5932088285229207,0.003243499636725211,0.2416356877323443,0.5993131081854706,0.6428571428571429,0.3333333333333333,0.5714285714285714,0.7333333333333333,0.46405228758168937,0.5907421013960382,0.8484848484848563,0.27042801556421653
development,120,2024-12-26 16:55:00+00:00,2024-12-26 15:00:00+00:00,5.0,2024-12-26 21:15:00+00:00,2024-12-26 21:10:00+00:00,2024-12-26 17:00:00+00:00,2024-12-26 18:50:00+00:00,2024-12-26 17:30:00+00:00,-10.246331236897333,2024-09-10 15:25:00+00:00,2024-09-10 15:00:00+00:00,5.0,2024-09-10 18:15:00+00:00,,,2024-09-10 15:30:00+00:00,2024-09-10 17:20:00+00:00,2024-09-10 16:10:00+00:00,4.014705882352865,1.0416666666666625,0.8542124542124551,0.18745421245420746,0.29142857142857437,0.29073756432248177,0.7142857142857143,0.7777777777777778,0.8571428571428571,0.7777777777777778,0.7989417989417894,0.7709342560553699,0.4897959183673416,0.18538324420674454
external,60,2020-09-23 17:35:00+00:00,2020-09-23 15:00:00+00:00,,2020-09-23 19:35:00+00:00,2020-09-23 19:30:00+00:00,2020-09-23 17:40:00+00:00,2020-09-23 18:30:00+00:00,2020-09-23 18:20:00+00:00,-32.58333333333335,2021-09-18 16:15:00+00:00,2021-09-18 15:00:00+00:00,,2021-09-18 23:15:00+00:00,,,2021-09-18 16:20:00+00:00,2021-09-18 17:10:00+00:00,2021-09-18 17:05:00+00:00,8.976078762238382,0.5248940677966097,0.5054097917230176,0.019484276073592155,0.6347124117053479,0.4436713941664408,0.5555555555555556,0.7,0.5555555555555556,0.6,0.5018990775908836,0.685438455349956,0.3333333333333408,0.3781609195402368
external,60,2020-09-28 16:00:00+00:00,2020-09-28 15:00:00+00:00,,2020-09-28 19:40:00+00:00,2020-09-28 19:35:00+00:00,2020-09-28 16:05:00+00:00,2020-09-28 16:55:00+00:00,2020-09-28 16:15:00+00:00,-12.24774511712412,2021-02-05 15:00:00+00:00,2021-02-05 15:00:00+00:00,,2021-02-05 16:00:00+00:00,,,2021-02-05 15:05:00+00:00,2021-02-05 15:55:00+00:00,2021-02-05 15:10:00+00:00,9.126955518708124,0.2631578947368376,0.2521327014218023,0.01102519331503532,0.6421052631579048,0.8395989974937308,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.36695652173913956
external,60,2020-10-24 17:35:00+00:00,2020-10-24 15:00:00+00:00,,2020-10-24 21:55:00+00:00,2020-10-24 21:50:00+00:00,2020-10-24 17:40:00+00:00,2020-10-24 18:30:00+00:00,2020-10-24 18:25:00+00:00,-20.036615134255477,2021-11-14 22:15:00+00:00,2021-11-14 15:00:00+00:00,,2021-11-15 00:20:00+00:00,,,2021-11-14 22:20:00+00:00,2021-11-14 23:10:00+00:00,2021-11-14 23:10:00+00:00,4.3258499897402825,0.3762057877813481,0.3829622458857719,0.006756458104423768,0.47008547008546847,0.78412537917087,0.6,0.36363636363636365,0.7,0.5454545454545454,0.43455497382199054,0.2970168612191945,1.0,0.15565031982943756
external,60,2020-11-25 16:05:00+00:00,2020-11-25 15:00:00+00:00,,2020-11-25 22:30:00+00:00,2020-11-25 22:25:00+00:00,2020-11-25 16:10:00+00:00,2020-11-25 17:00:00+00:00,2020-11-25 16:25:00+00:00,-46.244643867733856,2020-12-02 15:10:00+00:00,2020-12-02 15:00:00+00:00,,2020-12-02 17:20:00+00:00,,,2020-12-02 15:15:00+00:00,2020-12-02 16:05:00+00:00,2020-12-02 15:35:00+00:00,8.580174240640392,0.45518763796909645,0.45225027442370935,0.002937363545387095,0.4917555771096043,0.5024271844660245,0.75,0.6,0.5,0.8,0.4160583941605854,0.7828571428571423,0.9364820846905503,0.4693877551020365
external,60,2020-12-07 15:25:00+00:00,2020-12-07 15:00:00+00:00,,2020-12-07 19:00:00+00:00,2020-12-07 18:55:00+00:00,2020-12-07 15:30:00+00:00,2020-12-07 16:20:00+00:00,2020-12-07 15:30:00+00:00,-15.815214502152951,2021-03-09 20:05:00+00:00,2021-03-09 15:00:00+00:00,,2021-03-10 01:20:00+00:00,,,2021-03-09 20:10:00+00:00,2021-03-09 21:00:00+00:00,2021-03-09 20:15:00+00:00,11.662602690956426,0.05254237288135773,0.09653265752793468,0.04399028464657695,1.0,0.8484486873508496,1.0,1.0,1.0,0.5,1.0,0.9630769230769541,0.15000000000003885,0.39552238805967876
external,60,2020-12-22 15:15:00+00:00,2020-12-22 15:00:00+00:00,,2020-12-22 22:05:00+00:00,2020-12-22 22:00:00+00:00,2020-12-22 15:20:00+00:00,2020-12-22 16:10:00+00:00,2020-12-22 16:10:00+00:00,-30.790762771168655,2021-07-02 15:00:00+00:00,2021-07-02 15:00:00+00:00,,2021-07-02 22:55:00+00:00,,,2021-07-02 15:05:00+00:00,2021-07-02 15:55:00+00:00,2021-07-02 15:15:00+00:00,8.899808899808903,0.3164426059979336,0.3115201090661221,0.004922496931811515,0.3758169934640522,0.4814004376367582,0.45454545454545453,1.0,0.6363636363636364,1.0,0.5137931034482723,1.0,0.05333333333334182,0.49760765550238095
external,60,2021-03-03 19:05:00+00:00,2021-03-03 15:00:00+00:00,,2021-03-04 00:10:00+00:00,2021-03-04 00:05:00+00:00,2021-03-03 19:10:00+00:00,2021-03-03 20:00:00+00:00,2021-03-03 19:30:00+00:00,-30.195303480965386,2020-10-16 15:00:00+00:00,2020-10-16 15:00:00+00:00,,2020-10-16 16:30:00+00:00,,,2020-10-16 15:05:00+00:00,2020-10-16 15:55:00+00:00,2020-10-16 15:25:00+00:00,4.699333880828549,0.7959440735609028,0.633009708737868,0.1629343648230348,0.44041778762462386,0.7116564417177859,0.6,0.4,1.0,0.8,1.0,0.6584269662921342,0.1475684740078288,0.2661290322580801
external,60,2021-03-23 15:00:00+00:00,2021-03-23 15:00:00+00:00,,2021-03-23 20:50:00+00:00,2021-03-23 20:45:00+00:00,2021-03-23 15:05:00+00:00,2021-03-23 15:55:00+00:00,2021-03-23 15:15:00+00:00,-18.656211977828853,2021-08-29 20:15:00+00:00,2021-08-29 15:00:00+00:00,,2021-08-30 00:20:00+00:00,,,2021-08-29 20:20:00+00:00,2021-08-29 21:10:00+00:00,2021-08-29 20:40:00+00:00,6.276677999851654,0.23888674139930352,0.23827202159973154,0.0006147197995719778,0.9061488673139187,0.5849858356940438,1.0,0.4,0.6666666666666666,0.6,0.6578001437814389,0.46063348416289457,0.5879120879120963,0.36481481481481565
external,60,2021-05-30 20:30:00+00:00,2021-05-30 15:00:00+00:00,,2021-05-31 02:10:00+00:00,2021-05-31 02:05:00+00:00,2021-05-30 20:35:00+00:00,2021-05-30 21:25:00+00:00,2021-05-30 21:20:00+00:00,-31.430317018532328,2021-11-14 22:15:00+00:00,2021-11-14 15:00:00+00:00,,2021-11-15 00:20:00+00:00,,,2021-11-14 22:20:00+00:00,2021-11-14 23:10:00+00:00,2021-11-14 23:10:00+00:00,4.3258499897402825,0.36824512534819054,0.3829622458857719,0.01471712053758134,0.39636913767019655,0.78412537917087,0.5,0.36363636363636365,0.6,0.5454545454545454,0.5486577181208036,0.2970168612191945,0.04191616766467894,0.15565031982943756
external,60,2021-09-20 15:55:00+00:00,2021-09-20 15:00:00+00:00,,2021-09-21 00:15:00+00:00,2021-09-21 00:10:00+00:00,2021-09-20 16:00:00+00:00,2021-09-20 16:50:00+00:00,2021-09-20 16:10:00+00:00,-63.225255972696296,2021-02-05 15:00:00+00:00,2021-02-05 15:00:00+00:00,,2021-02-05 16:00:00+00:00,,,2021-02-05 15:05:00+00:00,2021-02-05 15:55:00+00:00,2021-02-05 15:10:00+00:00,9.126955518708124,0.2576899696048637,0.2521327014218023,0.0055572681830614035,0.8452465204057549,0.8395989974937308,1.0,1.0,0.6666666666666666,1.0,0.7120186697782893,1.0,0.9369085173501703,0.36695652173913956
external,60,2021-12-14 15:05:00+00:00,2021-12-14 15:00:00+00:00,,2021-12-14 18:45:00+00:00,2021-12-14 18:40:00+00:00,2021-12-14 15:10:00+00:00,2021-12-14 16:00:00+00:00,2021-12-14 15:55:00+00:00,-25.85350713842327,2020-10-16 15:00:00+00:00,2020-10-16 15:00:00+00:00,,2020-10-16 16:30:00+00:00,,,2020-10-16 15:05:00+00:00,2020-10-16 15:55:00+00:00,2020-10-16 15:25:00+00:00,4.699333880828549,0.579874213836477,0.633009708737868,0.05313549490139102,0.37960954446854783,0.7116564417177859,0.6,0.4,0.6,0.8,0.4453124999999996,0.6584269662921342,0.9916666666666741,0.2661290322580801
external,60,2021-12-27 15:10:00+00:00,2021-12-27 15:00:00+00:00,,2021-12-28 00:10:00+00:00,2021-12-28 00:05:00+00:00,2021-12-27 15:15:00+00:00,2021-12-27 16:05:00+00:00,2021-12-27 16:05:00+00:00,-23.74507874015741,2021-11-19 15:00:00+00:00,2021-11-19 15:00:00+00:00,,2021-11-20 02:55:00+00:00,,,2021-11-19 15:05:00+00:00,2021-11-19 15:55:00+00:00,2021-11-19 15:30:00+00:00,3.3495017442426445,0.3021077283372349,0.3072983354673502,0.005190607130115266,0.35658914728683005,0.5318749999999982,0.5454545454545454,0.8333333333333334,0.9090909090909091,0.5,0.8270676691729203,0.6451233842538165,0.4318181818181789,0.6146435452793729
external,120,2020-09-28 16:00:00+00:00,2020-09-28 15:00:00+00:00,,2020-09-28 19:40:00+00:00,2020-09-28 19:35:00+00:00,2020-09-28 16:05:00+00:00,2020-09-28 17:55:00+00:00,2020-09-28 17:35:00+00:00,-12.24774511712412,2020-11-14 15:00:00+00:00,2020-11-14 15:00:00+00:00,,2020-11-15 02:55:00+00:00,,,2020-11-14 15:05:00+00:00,2020-11-14 16:55:00+00:00,2020-11-14 16:50:00+00:00,4.37004855609513,0.7977839335180034,0.7855392156862734,0.012244717831729979,0.5329861111111114,0.5148205928237131,0.2631578947368421,0.3181818181818182,0.6842105263157895,0.6363636363636364,0.5758354755784164,0.35582822085889604,0.3106796116504843,0.31937172774869255
